,Unnamed: 0,year,hhtyp,regtyp,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
115,115,2015,Single-person household,Rural regions,Yes,0.65722,751,15612,0.62465,0.69255
116,116,2015,Single-person household,Rural regions,No,0.34278,409,15612,0.3135,0.36974
117,117,2015,Couple without children,Urban regions,Yes,0.84477,2301,15612,0.80928,0.87674
118,118,2015,Couple without children,Urban regions,No,0.15523,468,15612,0.14119,0.17125
119,119,2015,Couple without children,Rural regions,Yes,0.80628,1266,15612,0.76157,0.8455
120,120,2015,Couple without children,Rural regions,No,0.19372,318,15612,0.17316,0.21927
121,121,2015,Single parent,Urban regions,Yes,0.43312,453,15612,0.38716,0.4846
122,122,2015,Single parent,Urban regions,No,0.56688,662,15612,0.52992,0.61342
123,123,2015,Single parent,Rural regions,Yes,0.46737,248,15612,0.40339,0.53784
124,124,2015,Single parent,Rural regions,No,0.53263,332,15612,0.45903,0.60183
125,125,2015,Couple with children,Urban regions,Yes,0.73703,2500,15612,0.69909,0.77618
126,126,2015,Couple with children,Urban regions,No,0.26297,1223,15612,0.24179,0.28305
127,127,2015,Couple with children,Rural regions,Yes,0.7327,1265,15612,0.67807,0.7787
128,128,2015,Couple with children,Rural regions,No,0.2673,637,15612,0.24143,0.29819
129,129,2015,Multi-generational household,Urban regions,Yes,0.46514,36,15612,0.28555,0.72779
130,130,2015,Multi-generational household,Urban regions,No,0.53486,45,15612,0.31069,0.77294
131,131,2015,Multi-generational household,Rural regions,Yes,1.0,32,15612,0.65534,1.54841
132,132,2015,Other Combinations,Urban regions,Yes,0.68938,110,15612,0.55207,0.8214
133,133,2015,Other Combinations,Urban regions,No,0.31062,74,15612,0.2455,0.38639
134,134,2015,Other Combinations,Rural regions,Yes,1.0,37,15612,0.64421,1.34865
135,135,2016,Single-person household,Urban regions,Yes,0.70657,1620,16236,0.68289,0.73261
136,136,2016,Single-person household,Urban regions,No,0.29343,971,16236,0.27534,0.31226
137,137,2016,Single-person household,Rural regions,Yes,0.70622,752,16236,0.66962,0.74428
138,138,2016,Single-person household,Rural regions,No,0.29378,432,16236,0.27065,0.32798
139,139,2016,Couple without children,Urban regions,Yes,0.87185,2212,16236,0.83392,0.90985
140,140,2016,Couple without children,Urban regions,No,0.12815,385,16236,0.11098,0.139
141,141,2016,Couple without children,Rural regions,Yes,0.85169,1281,16236,0.80591,0.90294
142,142,2016,Couple without children,Rural regions,No,0.14831,253,16236,0.12892,0.1714
143,143,2016,Single parent,Urban regions,Yes,0.45988,468,16236,0.42027,0.50024
144,144,2016,Single parent,Urban regions,No,0.54012,642,16236,0.48576,0.60071
145,145,2016,Single parent,Rural regions,Yes,0.54811,265,16236,0.46163,0.66161
146,146,2016,Single parent,Rural regions,No,0.45189,319,16236,0.39934,0.52594
147,147,2016,Couple with children,Urban regions,Yes,0.7689,2428,16236,0.72606,0.80648
148,148,2016,Couple with children,Urban regions,No,0.2311,1669,16236,0.20947,0.25255
149,149,2016,Couple with children,Rural regions,Yes,0.75587,1256,16236,0.70071,0.81558
150,150,2016,Couple with children,Rural regions,No,0.24413,815,16236,0.21408,0.27969
151,151,2016,Multi-generational household,Urban regions,Yes,0.63974,33,16236,0.41687,0.90112
152,152,2016,Multi-generational household,Urban regions,No,0.36026,57,16236,0.19895,0.57612
153,153,2016,Other Combinations,Urban regions,Yes,0.57346,89,16236,0.46059,0.70931
154,154,2016,Other Combinations,Urban regions,No,0.42654,178,16236,0.31047,0.55
155,155,2016,Other Combinations,Rural regions,Yes,0.74036,44,16236,0.49319,1.04271
156,156,2016,Other Combinations,Rural regions,No,0.25964,67,16236,0.17971,0.35651
157,157,2017,Single-person household,Urban regions,Yes,0.72359,1853,18121,0.70194,0.74684
158,158,2017,Single-person household,Urban regions,No,0.27641,1032,18121,0.26134,0.29467
159,159,2017,Single-person household,Rural regions,Yes,0.7043,858,18121,0.66656,0.74269
160,160,2017,Single-person household,Rural regions,No,0.2957,525,18121,0.26618,0.32544
161,161,2017,Couple without children,Urban regions,Yes,0.87866,2531,18121,0.84372,0.90893
162,162,2017,Couple without children,Urban regions,No,0.12134,423,18121,0.10996,0.1366
163,163,2017,Couple without children,Rural regions,Yes,0.86951,1482,18121,0.82965,0.9096
164,164,2017,Couple without children,Rural regions,No,0.13049,253,18121,0.11194,0.14732
165,165,2017,Single parent,Urban regions,Yes,0.47539,499,18121,0.4302,0.52045
166,166,2017,Single parent,Urban regions,No,0.52461,661,18121,0.47121,0.58191
167,167,2017,Single parent,Rural regions,Yes,0.5757,289,18121,0.4854,0.65839
168,168,2017,Single parent,Rural regions,No,0.4243,307,18121,0.37059,0.48626
169,169,2017,Couple with children,Urban regions,Yes,0.77931,2750,18121,0.74196,0.81967
170,170,2017,Couple with children,Urban regions,No,0.22069,1748,18121,0.20196,0.24012
171,171,2017,Couple with children,Rural regions,Yes,0.79053,1419,18121,0.74285,0.84311
172,172,2017,Couple with children,Rural regions,No,0.20947,878,18121,0.18119,0.23631
173,173,2017,Multi-generational household,Urban regions,Yes,0.52801,41,18121,0.39494,0.69785
174,174,2017,Multi-generational household,Urban regions,No,0.47199,65,18121,0.27339,0.65898
175,175,2017,Other Combinations,Urban regions,Yes,0.6001,137,18121,0.49314,0.69589
176,176,2017,Other Combinations,Urban regions,No,0.3999,215,18121,0.31052,0.50475
177,177,2017,Other Combinations,Rural regions,Yes,0.75044,57,18121,0.56197,0.97926
178,178,2017,Other Combinations,Rural regions,No,0.24956,98,18121,0.17422,0.34031
179,179,2018,Single-person household,Urban regions,Yes,0.72177,1899,17754,0.69525,0.74849
180,180,2018,Single-person household,Urban regions,No,0.27823,1162,17754,0.26193,0.30034
181,181,2018,Single-person household,Rural regions,Yes,0.70524,869,17754,0.66687,0.74172
182,182,2018,Single-person household,Rural regions,No,0.29476,507,17754,0.26141,0.32124
183,183,2018,Couple without children,Urban regions,Yes,0.87154,2476,17754,0.84367,0.90529
184,184,2018,Couple without children,Urban regions,No,0.12846,443,17754,0.11311,0.14296
185,185,2018,Couple without children,Rural regions,Yes,0.85305,1405,17754,0.81043,0.89842
186,186,2018,Couple without children,Rural regions,No,0.14695,295,17754,0.12859,0.16876
187,187,2018,Single parent,Urban regions,Yes,0.5225,522,17754,0.48061,0.57803
188,188,2018,Single parent,Urban regions,No,0.4775,657,17754,0.42217,0.53238
189,189,2018,Single parent,Rural regions,Yes,0.55251,250,17754,0.46315,0.6504
190,190,2018,Single parent,Rural regions,No,0.44749,307,17754,0.39196,0.51786
191,191,2018,Couple with children,Urban regions,Yes,0.76713,2576,17754,0.73425,0.79623
192,192,2018,Couple with children,Urban regions,No,0.23287,1737,17754,0.21068,0.25684
193,193,2018,Couple with children,Rural regions,Yes,0.78148,1322,17754,0.72734,0.82888
194,194,2018,Couple with children,Rural regions,No,0.21852,808,17754,0.19405,0.24348
195,195,2018,Multi-generational household,Urban regions,Yes,0.54746,46,17754,0.41512,0.67174
196,196,2018,Multi-generational household,Urban regions,No,0.45254,66,17754,0.27596,0.68579
197,197,2018,Other Combinations,Urban regions,Yes,0.71394,128,17754,0.60714,0.83268
198,198,2018,Other Combinations,Urban regions,No,0.28606,163,17754,0.20741,0.38181
199,199,2018,Other Combinations,Rural regions,Yes,0.85539,54,17754,0.67331,1.1658
200,200,2018,Other Combinations,Rural regions,No,0.14461,62,17754,0.0909,0.21167
201,201,2019,Single-person household,Urban regions,Yes,0.75997,1982,15547,0.7276,0.79675
202,202,2019,Single-person household,Urban regions,No,0.24003,676,15547,0.22482,0.25727
203,203,2019,Single-person household,Rural regions,Yes,0.74641,898,15547,0.70232,0.78866
204,204,2019,Single-person household,Rural regions,No,0.25359,335,15547,0.22526,0.28177
205,205,2019,Couple without children,Urban regions,Yes,0.9006,2860,15547,0.86131,0.94274
206,206,2019,Couple without children,Urban regions,No,0.0994,286,15547,0.08731,0.1106
207,207,2019,Couple without children,Rural regions,Yes,0.88154,1611,15547,0.83257,0.9366
208,208,2019,Couple without children,Rural regions,No,0.11846,194,15547,0.09724,0.14134
209,209,2019,Single parent,Urban regions,Yes,0.55262,540,15547,0.4922,0.60714
210,210,2019,Single parent,Urban regions,No,0.44738,389,15547,0.40132,0.50059
211,211,2019,Single parent,Rural regions,Yes,0.58213,253,15547,0.49642,0.67944
212,212,2019,Single parent,Rural regions,No,0.41787,211,15547,0.35836,0.48205
213,213,2019,Couple with children,Urban regions,Yes,0.81718,2774,15547,0.77037,0.86081
214,214,2019,Couple with children,Urban regions,No,0.18282,580,15547,0.16176,0.2025
215,215,2019,Couple with children,Rural regions,Yes,0.81931,1412,15547,0.76156,0.8723
216,216,2019,Couple with children,Rural regions,No,0.18069,337,15547,0.15716,0.20596
217,217,2019,Multi-generational household,Urban regions,Yes,1.0,41,15547,0.61996,1.3528
218,218,2019,Other Combinations,Urban regions,Yes,0.74039,91,15547,0.60628,0.89089
219,219,2019,Other Combinations,Urban regions,No,0.25961,31,15547,0.14777,0.37688
220,220,2019,Other Combinations,Rural regions,Yes,1.0,46,15547,0.75304,1.28721
221,221,2021,Single-person household,Urban regions,Yes,0.80109,1825,12287,0.76199,0.84147
222,222,2021,Single-person household,Urban regions,No,0.19891,689,12287,0.17807,0.22017
223,223,2021,Single-person household,Rural regions,Yes,0.78168,744,12287,0.73304,0.8298
224,224,2021,Single-person household,Rural regions,No,0.21832,254,12287,0.19529,0.24956
225,225,2021,Couple without children,Urban regions,Yes,0.92485,2033,12287,0.87624,0.97139
226,226,2021,Couple without children,Urban regions,No,0.07515,222,12287,0.06194,0.08989
227,227,2021,Couple without children,Rural regions,Yes,0.91219,1075,12287,0.85514,0.9682
228,228,2021,Couple without children,Rural regions,No,0.08781,130,12287,0.06869,0.11099
229,229,2021,Single parent,Urban regions,Yes,0.54624,355,12287,0.4787,0.6187
230,230,2021,Single parent,Urban regions,No,0.45376,324,12287,0.36201,0.5438
231,231,2021,Single parent,Rural regions,Yes,0.68421,204,12287,0.567,0.80517
232,232,2021,Single parent,Rural regions,No,0.31579,130,12287,0.23165,0.3875
233,233,2021,Couple with children,Urban regions,Yes,0.8445,1874,12287,0.78585,0.8947
234,234,2021,Couple with children,Urban regions,No,0.1555,859,12287,0.13346,0.17863
235,235,2021,Couple with children,Rural regions,Yes,0.85321,918,12287,0.77809,0.93315
236,236,2021,Couple with children,Rural regions,No,0.14679,311,12287,0.11436,0.18329
237,237,2021,Multi-generational household,Urban regions,Yes,1.0,34,12287,0.60555,1.65695
238,238,2021,Other Combinations,Urban regions,Yes,0.76878,150,12287,0.60277,0.96187
239,239,2021,Other Combinations,Urban regions,No,0.23122,91,12287,0.15221,0.32067
240,240,2021,Other Combinations,Rural regions,Yes,1.0,65,12287,0.75441,1.28629
