,Unnamed: 0,year,hhtyp,sampreg,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
157,157,2017,Couple without children,West,Yes,0.87898,3039,18123,0.85162,0.90603
158,158,2017,Couple without children,West,No,0.12102,520,18123,0.10842,0.13482
159,159,2017,Couple without children,East,Yes,0.85961,974,18123,0.80899,0.91902
160,160,2017,Couple without children,East,No,0.14039,156,18123,0.1162,0.17025
161,161,2017,Single parent,West,Yes,0.50746,633,18123,0.46346,0.54958
162,162,2017,Single parent,West,No,0.49254,747,18123,0.44234,0.53458
163,163,2017,Single parent,East,Yes,0.51303,155,18123,0.4228,0.62274
164,164,2017,Single parent,East,No,0.48697,221,18123,0.42457,0.56838
165,165,2017,Couple with children,West,Yes,0.7843,3486,18123,0.75642,0.81728
166,166,2017,Couple with children,West,No,0.2157,2181,18123,0.1994,0.23342
167,167,2017,Couple with children,East,Yes,0.77336,683,18123,0.6931,0.84323
168,168,2017,Couple with children,East,No,0.22664,445,18123,0.18794,0.26528
169,169,2017,Multi-generational household,West,Yes,0.59206,53,18123,0.40405,0.7748
170,170,2017,Multi-generational household,West,No,0.40794,81,18123,0.26585,0.56681
171,171,2017,Other Combinations,West,Yes,0.63423,168,18123,0.53143,0.75773
172,172,2017,Other Combinations,West,No,0.36577,279,18123,0.29263,0.44521
173,173,2017,Other Combinations,East,No,1.0,34,18123,0.50897,1.53359
174,174,2018,Single-person household,West,Yes,0.73188,2103,17726,0.70938,0.75526
175,175,2018,Single-person household,West,No,0.26812,1247,17726,0.24906,0.28538
176,176,2018,Single-person household,East,Yes,0.65388,665,17726,0.6162,0.69286
177,177,2018,Single-person household,East,No,0.34612,422,17726,0.31575,0.38601
178,178,2018,Couple without children,West,Yes,0.87376,2928,17726,0.84665,0.90457
179,179,2018,Couple without children,West,No,0.12624,555,17726,0.11419,0.13747
180,180,2018,Couple without children,East,Yes,0.82672,953,17726,0.76795,0.88676
181,181,2018,Couple without children,East,No,0.17328,183,17726,0.14512,0.21446
182,182,2018,Single parent,West,Yes,0.53107,616,17726,0.48144,0.58271
183,183,2018,Single parent,West,No,0.46893,745,17726,0.42038,0.51211
184,184,2018,Single parent,East,Yes,0.53699,156,17726,0.44973,0.62756
185,185,2018,Single parent,East,No,0.46301,219,17726,0.38412,0.54404
186,186,2018,Couple with children,West,Yes,0.77193,3233,17726,0.74166,0.80553
187,187,2018,Couple with children,West,No,0.22807,2118,17726,0.2081,0.24868
188,188,2018,Couple with children,East,Yes,0.76918,665,17726,0.6971,0.84551
189,189,2018,Couple with children,East,No,0.23082,427,17726,0.19067,0.2768
190,190,2018,Multi-generational household,West,Yes,0.62132,59,17726,0.49619,0.75782
191,191,2018,Multi-generational household,West,No,0.37868,74,17726,0.22314,0.63492
192,192,2018,Other Combinations,West,Yes,0.76527,163,17726,0.65173,0.87786
193,193,2018,Other Combinations,West,No,0.23473,195,17726,0.16046,0.31096
194,194,2019,Single-person household,West,Yes,0.7761,2341,15942,0.75199,0.80221
195,195,2019,Single-person household,West,No,0.2239,745,15942,0.20748,0.23887
196,196,2019,Single-person household,East,Yes,0.66677,686,15942,0.62788,0.71626
197,197,2019,Single-person household,East,No,0.33323,319,15942,0.29242,0.36658
198,198,2019,Couple without children,West,Yes,0.8993,3457,15942,0.86513,0.93427
199,199,2019,Couple without children,West,No,0.1007,356,15942,0.09191,0.1108
200,200,2019,Couple without children,East,Yes,0.86895,1122,15942,0.81554,0.93852
201,201,2019,Couple without children,East,No,0.13105,135,15942,0.10322,0.1626
202,202,2019,Single parent,West,Yes,0.55305,624,15942,0.50186,0.61867
203,203,2019,Single parent,West,No,0.44695,459,15942,0.40061,0.49593
204,204,2019,Single parent,East,Yes,0.61483,179,15942,0.51003,0.73302
205,205,2019,Single parent,East,No,0.38517,143,15942,0.32093,0.45151
206,206,2019,Couple with children,West,Yes,0.81499,3447,15942,0.78453,0.85069
207,207,2019,Couple with children,West,No,0.18501,752,15942,0.16624,0.20497
208,208,2019,Couple with children,East,Yes,0.82011,762,15942,0.73802,0.90445
209,209,2019,Couple with children,East,No,0.17989,177,15942,0.14281,0.21596
210,210,2019,Multi-generational household,West,Yes,1.0,51,15942,0.68969,1.31304
211,211,2019,Other Combinations,West,Yes,0.7842,148,15942,0.69242,0.91435
212,212,2019,Other Combinations,West,No,0.2158,39,15942,0.14447,0.29669
213,213,2021,Single-person household,West,Yes,0.80157,2010,12274,0.76566,0.83489
214,214,2021,Single-person household,West,No,0.19843,740,12274,0.18022,0.21882
215,215,2021,Single-person household,East,Yes,0.76821,560,12274,0.70981,0.82475
216,216,2021,Single-person household,East,No,0.23179,203,12274,0.19637,0.26424
217,217,2021,Couple without children,West,Yes,0.92165,2375,12274,0.87863,0.96311
218,218,2021,Couple without children,West,No,0.07835,266,12274,0.06526,0.09536
219,219,2021,Couple without children,East,Yes,0.9168,733,12274,0.83682,1.005
220,220,2021,Couple without children,East,No,0.0832,86,12274,0.06707,0.10352
221,221,2021,Single parent,West,Yes,0.59542,420,12274,0.52959,0.68816
222,222,2021,Single parent,West,No,0.40458,338,12274,0.33925,0.47684
223,223,2021,Single parent,East,Yes,0.59717,139,12274,0.48437,0.72357
224,224,2021,Single parent,East,No,0.40283,116,12274,0.29564,0.52056
225,225,2021,Couple with children,West,Yes,0.84167,2306,12274,0.79659,0.88835
226,226,2021,Couple with children,West,No,0.15833,1009,12274,0.13933,0.18014
227,227,2021,Couple with children,East,Yes,0.88158,486,12274,0.78739,1.00417
228,228,2021,Couple with children,East,No,0.11842,161,12274,0.08763,0.14734
229,229,2021,Multi-generational household,West,Yes,1.0,42,12274,0.63609,1.62009
230,230,2021,Other Combinations,West,Yes,0.81307,185,12274,0.66508,0.9794
231,231,2021,Other Combinations,West,No,0.18693,99,12274,0.12321,0.2716
