year,rentown,sampreg,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Tenant,East,No,0.38864,681,1772,0.36594,0.41134
2015,Owner,West,Yes,0.86426,4648,5510,0.85522,0.87331
2015,Owner,West,No,0.13574,862,5510,0.12669,0.14478
2015,Owner,East,Yes,0.79624,931,1185,0.77330,0.81918
2015,Owner,East,No,0.20376,254,1185,0.18082,0.22670
2015,Tenant,West,Yes,0.60354,3796,6895,0.59199,0.61509
2015,Tenant,West,No,0.39646,3099,6895,0.38491,0.40801
2015,Tenant,East,Yes,0.60758,1222,2074,0.58656,0.62860
2015,Tenant,East,No,0.39242,852,2074,0.37140,0.41344
2016,Not included in this version of the questionnaire,West,Yes,0.09591,142,1682,0.08183,0.10999
2016,Not included in this version of the questionnaire,West,No,0.90409,1540,1682,0.89001,0.91817
2016,Not included in this version of the questionnaire,East,No,0.94175,353,353,0.91728,0.96622
2016,Owner,West,Yes,0.88706,4489,5124,0.87840,0.89573
2016,Owner,West,No,0.11294,635,5124,0.10427,0.12160
2016,Owner,East,Yes,0.86422,970,1149,0.84440,0.88403
2016,Owner,East,No,0.13578,179,1149,0.11597,0.15560
2016,Tenant,West,Yes,0.64492,3632,6048,0.63286,0.65698
2016,Tenant,West,No,0.35508,2416,6048,0.34302,0.36714
2016,Tenant,East,Yes,0.65240,1214,1908,0.63102,0.67377
2016,Tenant,East,No,0.34760,694,1908,0.32623,0.36898
2017,Not included in this version of the questionnaire,West,Yes,0.05437,43,714,0.03773,0.07102
2017,Not included in this version of the questionnaire,West,No,0.94563,671,714,0.92898,0.96227
2017,Not included in this version of the questionnaire,East,No,0.95325,72,72,0.90415,1.00236
2017,Owner,West,Yes,0.89916,5124,5732,0.89136,0.90696
2017,Owner,West,No,0.10084,608,5732,0.09304,0.10864
2017,Owner,East,Yes,0.87616,1127,1299,0.85824,0.89408
2017,Owner,East,No,0.12384,172,1299,0.10592,0.14176
2017,Tenant,West,Yes,0.65819,4288,7964,0.64777,0.66860
2017,Tenant,West,No,0.34181,3676,7964,0.33140,0.35223
2017,Tenant,East,Yes,0.64067,1355,2390,0.62143,0.65991
2017,Tenant,East,No,0.35933,1035,2390,0.34009,0.37857
2018,Owner,West,Yes,0.90562,4918,5481,0.89788,0.91337
2018,Owner,West,No,0.09438,563,5481,0.08663,0.10212
2018,Owner,East,Yes,0.87892,1078,1249,0.86082,0.89702
2018,Owner,East,No,0.12108,171,1249,0.10298,0.13918
2018,Tenant,West,Yes,0.64418,4184,8555,0.63403,0.65433
2018,Tenant,West,No,0.35582,4371,8555,0.34567,0.36597
2018,Tenant,East,Yes,0.62739,1394,2517,0.60850,0.64629
2018,Tenant,East,No,0.37261,1123,2517,0.35371,0.39150
2019,Owner,West,Yes,0.92444,5845,6295,0.91791,0.93097
2019,Owner,West,No,0.07556,450,6295,0.06903,0.08209
2019,Owner,East,Yes,0.91560,1407,1541,0.90171,0.92948
2019,Owner,East,No,0.08440,134,1541,0.07052,0.09829
2019,Tenant,West,Yes,0.69721,4223,6152,0.68572,0.70869
2019,Tenant,West,No,0.30279,1929,6152,0.29131,0.31428
2019,Tenant,East,Yes,0.65148,1379,2040,0.63080,0.67216
2019,Tenant,East,No,0.34852,661,2040,0.32784,0.36920
2021,Owner,West,Yes,0.92361,3848,4128,0.91550,0.93171
2021,Owner,West,No,0.07639,280,4128,0.06829,0.08450
2021,Owner,East,Yes,0.92478,870,951,0.90801,0.94155
2021,Owner,East,No,0.07522,81,951,0.05845,0.09199
2021,Tenant,West,Yes,0.74178,3552,5774,0.73049,0.75307
2021,Tenant,West,No,0.25822,2222,5774,0.24693,0.26951
2021,Tenant,East,Yes,0.74900,1109,1623,0.72790,0.77010
2021,Tenant,East,No,0.25100,514,1623,0.22990,0.27210
