,Unnamed: 0,year,bula_h,hhtyp,hlf0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
21,21,2001,Hesse,Single-person household,Yes,0.74645,133,10535,0.68718,0.80855
22,22,2001,Hesse,Single-person household,No,0.25355,45,10535,0.22422,0.28537
23,23,2001,Hesse,Couple without children,Yes,0.89055,216,10535,0.82986,0.9545
24,24,2001,Hesse,Couple without children,No,0.10945,35,10535,0.08612,0.12967
25,25,2001,Hesse,Couple with children,Yes,0.79942,230,10535,0.74532,0.85002
26,26,2001,Hesse,Couple with children,No,0.20058,59,10535,0.16547,0.23171
27,27,2001,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.78465,122,10535,0.73666,0.83326
28,28,2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.21535,40,10535,0.17966,0.26264
29,29,2001,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.0,179,10535,0.93915,1.05883
30,30,2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.71875,199,10535,0.66679,0.78123
31,31,2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.28125,75,10535,0.24384,0.31721
32,32,2001,Baden-Wuerttemberg,Single-person household,Yes,0.78515,239,10535,0.74084,0.83891
33,33,2001,Baden-Wuerttemberg,Single-person household,No,0.21485,81,10535,0.1837,0.24773
34,34,2001,Baden-Wuerttemberg,Couple without children,Yes,0.87761,316,10535,0.83056,0.92914
35,35,2001,Baden-Wuerttemberg,Couple without children,No,0.12239,49,10535,0.09853,0.14719
36,36,2001,Baden-Wuerttemberg,Single parent,Yes,0.51209,44,10535,0.43954,0.6001
37,37,2001,Baden-Wuerttemberg,Single parent,No,0.48791,36,10535,0.39405,0.58749
38,38,2001,Baden-Wuerttemberg,Couple with children,Yes,0.75765,417,10535,0.70637,0.80399
39,39,2001,Baden-Wuerttemberg,Couple with children,No,0.24235,131,10535,0.21146,0.27767
40,40,2001,Bavaria,Single-person household,Yes,0.80423,327,10535,0.76969,0.84159
41,41,2001,Bavaria,Single-person household,No,0.19577,81,10535,0.17607,0.22072
42,42,2001,Bavaria,Couple without children,Yes,0.92304,424,10535,0.88564,0.9695
43,43,2001,Bavaria,Couple without children,No,0.07696,40,10535,0.06123,0.09162
44,44,2001,Bavaria,Single parent,Yes,0.69856,73,10535,0.60089,0.81533
45,45,2001,Bavaria,Single parent,No,0.30144,33,10535,0.24038,0.37163
46,46,2001,Bavaria,Couple with children,Yes,0.80797,471,10535,0.76456,0.85446
47,47,2001,Bavaria,Couple with children,No,0.19203,108,10535,0.16353,0.21474
48,48,2001,Berlin,Single-person household,Yes,0.65776,112,10535,0.61714,0.71954
49,49,2001,Berlin,Single-person household,No,0.34224,64,10535,0.30885,0.3688
50,50,2001,Berlin,Couple without children,Yes,0.74041,83,10535,0.66809,0.82262
51,51,2001,Berlin,Couple without children,No,0.25959,31,10535,0.21532,0.31462
52,52,2001,Berlin,Couple with children,Yes,0.67317,89,10535,0.5916,0.75387
53,53,2001,Berlin,Couple with children,No,0.32683,43,10535,0.25865,0.39975
54,54,2001,Brandenburg,Single-person household,Yes,1.0,89,10535,0.91395,1.06161
55,55,2001,Brandenburg,Couple without children,Yes,1.0,145,10535,0.93035,1.05379
56,56,2001,Brandenburg,Couple with children,Yes,0.71929,115,10535,0.65457,0.77851
57,57,2001,Brandenburg,Couple with children,No,0.28071,48,10535,0.2356,0.32417
58,58,2001,Mecklenburg-Western Pomerania,Single-person household,Yes,1.0,67,10535,0.90392,1.09989
59,59,2001,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,73,10535,0.87716,1.16316
60,60,2001,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,65,10535,0.86066,1.13757
61,61,2001,Saxony,Single-person household,Yes,0.83078,160,10535,0.78189,0.88304
62,62,2001,Saxony,Single-person household,No,0.16922,36,10535,0.14366,0.19574
63,63,2001,Saxony,Couple without children,Yes,0.87792,249,10535,0.82672,0.92439
64,64,2001,Saxony,Couple without children,No,0.12208,38,10535,0.10719,0.14018
65,65,2001,Saxony,Couple with children,Yes,0.70789,210,10535,0.65366,0.7648
66,66,2001,Saxony,Couple with children,No,0.29211,87,10535,0.25825,0.34765
67,67,2001,Saxony-Anhalt,Single-person household,Yes,0.65474,64,10535,0.60292,0.70376
68,68,2001,Saxony-Anhalt,Single-person household,No,0.34526,42,10535,0.30413,0.39839
69,69,2001,Saxony-Anhalt,Couple without children,Yes,1.0,159,10535,0.93247,1.05429
70,70,2001,Saxony-Anhalt,Couple with children,Yes,0.67511,115,10535,0.6055,0.73673
71,71,2001,Saxony-Anhalt,Couple with children,No,0.32489,54,10535,0.27769,0.36767
72,72,2001,Thuringa,Single-person household,Yes,1.0,94,10535,0.92309,1.07233
73,73,2001,Thuringa,Couple without children,Yes,1.0,123,10535,0.92055,1.07506
74,74,2001,Thuringa,Couple with children,Yes,0.73038,126,10535,0.66585,0.80068
75,75,2001,Thuringa,Couple with children,No,0.26962,47,10535,0.22628,0.31867
76,76,2003,Schleswig-Holstein,Single-person household,Yes,1.0,65,10854,0.90036,1.1041
77,77,2003,Schleswig-Holstein,Couple without children,Yes,1.0,112,10854,0.84325,1.11819
78,78,2003,Schleswig-Holstein,Couple with children,Yes,0.59798,76,10854,0.50187,0.70314
79,79,2003,Schleswig-Holstein,Couple with children,No,0.40202,39,10854,0.33539,0.49609
80,80,2003,Hamburg,Single-person household,Yes,1.0,49,10854,0.85183,1.13734
81,81,2003,Hamburg,Couple without children,Yes,1.0,39,10854,0.79574,1.22988
82,82,2003,Hamburg,Couple with children,Yes,1.0,32,10854,0.71273,1.33041
83,83,2003,Lower Saxony,Single-person household,Yes,0.64232,133,10854,0.59244,0.69519
84,84,2003,Lower Saxony,Single-person household,No,0.35768,75,10854,0.30959,0.39493
85,85,2003,Lower Saxony,Couple without children,Yes,0.86973,278,10854,0.8102,0.93341
86,86,2003,Lower Saxony,Couple without children,No,0.13027,32,10854,0.09652,0.1642
87,87,2003,Lower Saxony,Single parent,No,1.0,33,10854,0.81232,1.18866
88,88,2003,Lower Saxony,Couple with children,Yes,0.66647,266,10854,0.60773,0.74708
89,89,2003,Lower Saxony,Couple with children,No,0.33353,100,10854,0.28677,0.36882
90,90,2003,North Rhine-Westphalia,Single-person household,Yes,0.728,437,10854,0.69297,0.75207
91,91,2003,North Rhine-Westphalia,Single-person household,No,0.272,173,10854,0.25047,0.29639
92,92,2003,North Rhine-Westphalia,Couple without children,Yes,0.83403,684,10854,0.79644,0.87678
93,93,2003,North Rhine-Westphalia,Couple without children,No,0.16597,130,10854,0.14658,0.19002
94,94,2003,North Rhine-Westphalia,Single parent,Yes,0.40049,59,10854,0.33938,0.47861
95,95,2003,North Rhine-Westphalia,Single parent,No,0.59951,74,10854,0.51821,0.69103
96,96,2003,North Rhine-Westphalia,Couple with children,Yes,0.69424,628,10854,0.65203,0.73258
97,97,2003,North Rhine-Westphalia,Couple with children,No,0.30576,242,10854,0.2781,0.33443
98,98,2003,Hesse,Single-person household,Yes,0.61857,114,10854,0.5604,0.6795
99,99,2003,Hesse,Single-person household,No,0.38143,65,10854,0.33733,0.42015
100,100,2003,Hesse,Couple without children,Yes,0.81778,236,10854,0.75486,0.91527
101,101,2003,Hesse,Couple without children,No,0.18222,48,10854,0.15139,0.21984
102,102,2003,Hesse,Couple with children,Yes,0.68237,204,10854,0.61178,0.76718
103,103,2003,Hesse,Couple with children,No,0.31763,85,10854,0.26492,0.37331
104,104,2003,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.74606,134,10854,0.68485,0.80875
105,105,2003,"Rhineland-Palatinate, Saarland",Single-person household,No,0.25394,44,10854,0.20951,0.30059
106,106,2003,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.78984,174,10854,0.70539,0.87796
107,107,2003,"Rhineland-Palatinate, Saarland",Couple without children,No,0.21016,46,10854,0.17195,0.25406
108,108,2003,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.68455,172,10854,0.61969,0.7477
109,109,2003,"Rhineland-Palatinate, Saarland",Couple with children,No,0.31545,81,10854,0.25699,0.37168
110,110,2003,Baden-Wuerttemberg,Single-person household,Yes,0.72583,223,10854,0.67168,0.78306
111,111,2003,Baden-Wuerttemberg,Single-person household,No,0.27417,89,10854,0.24143,0.30909
112,112,2003,Baden-Wuerttemberg,Couple without children,Yes,0.79332,331,10854,0.7197,0.84468
113,113,2003,Baden-Wuerttemberg,Couple without children,No,0.20668,90,10854,0.17516,0.24183
114,114,2003,Baden-Wuerttemberg,Single parent,Yes,0.4316,40,10854,0.35392,0.49588
115,115,2003,Baden-Wuerttemberg,Single parent,No,0.5684,45,10854,0.44821,0.66636
116,116,2003,Baden-Wuerttemberg,Couple with children,Yes,0.65138,389,10854,0.60387,0.70536
117,117,2003,Baden-Wuerttemberg,Couple with children,No,0.34862,166,10854,0.30705,0.39162
118,118,2003,Bavaria,Single-person household,Yes,0.77618,288,10854,0.73403,0.81907
119,119,2003,Bavaria,Single-person household,No,0.22382,93,10854,0.19994,0.25091
120,120,2003,Bavaria,Couple without children,Yes,0.84847,444,10854,0.79214,0.90696
121,121,2003,Bavaria,Couple without children,No,0.15153,69,10854,0.12303,0.17765
122,122,2003,Bavaria,Single parent,Yes,0.56646,58,10854,0.46816,0.67569
123,123,2003,Bavaria,Single parent,No,0.43354,48,10854,0.36367,0.49793
124,124,2003,Bavaria,Couple with children,Yes,0.73011,472,10854,0.68732,0.78685
125,125,2003,Bavaria,Couple with children,No,0.26989,135,10854,0.23655,0.30219
126,126,2003,Berlin,Single-person household,Yes,0.60198,115,10854,0.56498,0.64582
127,127,2003,Berlin,Single-person household,No,0.39802,78,10854,0.35539,0.45709
128,128,2003,Berlin,Couple without children,Yes,0.73126,84,10854,0.63601,0.84575
129,129,2003,Berlin,Couple without children,No,0.26874,36,10854,0.19888,0.36282
130,130,2003,Berlin,Couple with children,Yes,0.62428,83,10854,0.51254,0.73224
131,131,2003,Berlin,Couple with children,No,0.37572,48,10854,0.29421,0.47598
132,132,2003,Brandenburg,Single-person household,Yes,0.7337,78,10854,0.6548,0.81325
133,133,2003,Brandenburg,Single-person household,No,0.2663,38,10854,0.21017,0.31988
134,134,2003,Brandenburg,Couple without children,Yes,0.79231,144,10854,0.71466,0.86174
135,135,2003,Brandenburg,Couple without children,No,0.20769,37,10854,0.16718,0.26232
136,136,2003,Brandenburg,Couple with children,Yes,0.61248,100,10854,0.53915,0.71734
137,137,2003,Brandenburg,Couple with children,No,0.38752,54,10854,0.31286,0.46032
138,138,2003,Mecklenburg-Western Pomerania,Single-person household,Yes,1.0,45,10854,0.91114,1.09514
139,139,2003,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,77,10854,0.9049,1.1123
140,140,2003,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,60,10854,0.82194,1.20975
141,141,2003,Saxony,Single-person household,Yes,0.71149,149,10854,0.66614,0.77576
142,142,2003,Saxony,Single-person household,No,0.28851,58,10854,0.24539,0.33852
143,143,2003,Saxony,Couple without children,Yes,0.81594,242,10854,0.75422,0.87799
144,144,2003,Saxony,Couple without children,No,0.18406,52,10854,0.14839,0.21765
145,145,2003,Saxony,Couple with children,Yes,0.68316,190,10854,0.61323,0.76491
146,146,2003,Saxony,Couple with children,No,0.31684,78,10854,0.27468,0.35762
147,147,2003,Saxony-Anhalt,Single-person household,Yes,0.61723,67,10854,0.54299,0.67145
148,148,2003,Saxony-Anhalt,Single-person household,No,0.38277,48,10854,0.31669,0.44202
149,149,2003,Saxony-Anhalt,Couple without children,Yes,0.82171,144,10854,0.75878,0.89801
150,150,2003,Saxony-Anhalt,Couple without children,No,0.17829,34,10854,0.13822,0.21778
151,151,2003,Saxony-Anhalt,Couple with children,Yes,0.66875,103,10854,0.55249,0.78447
152,152,2003,Saxony-Anhalt,Couple with children,No,0.33125,52,10854,0.26998,0.38953
153,153,2003,Thuringa,Single-person household,Yes,0.67313,79,10854,0.62261,0.73404
154,154,2003,Thuringa,Single-person household,No,0.32687,39,10854,0.27898,0.37545
155,155,2003,Thuringa,Couple without children,Yes,1.0,129,10854,0.91176,1.10701
156,156,2003,Thuringa,Couple with children,Yes,0.67129,121,10854,0.56766,0.77195
157,157,2003,Thuringa,Couple with children,No,0.32871,53,10854,0.27101,0.39713
158,158,2005,Schleswig-Holstein,Single-person household,Yes,1.0,63,10274,0.89924,1.09848
159,159,2005,Schleswig-Holstein,Couple without children,Yes,1.0,111,10274,0.85609,1.14265
160,160,2005,Schleswig-Holstein,Couple with children,Yes,0.53377,67,10274,0.44118,0.63937
161,161,2005,Schleswig-Holstein,Couple with children,No,0.46623,44,10274,0.38316,0.54926
162,162,2005,Hamburg,Single-person household,Yes,1.0,46,10274,0.83184,1.18075
163,163,2005,Hamburg,Couple without children,Yes,1.0,44,10274,0.78473,1.34318
164,164,2005,Hamburg,Couple with children,Yes,1.0,33,10274,0.8046,1.25694
165,165,2005,Lower Saxony,Single-person household,Yes,0.72816,160,10274,0.66949,0.80157
166,166,2005,Lower Saxony,Single-person household,No,0.27184,59,10274,0.23113,0.30927
167,167,2005,Lower Saxony,Couple without children,Yes,0.86652,272,10274,0.80314,0.93271
168,168,2005,Lower Saxony,Couple without children,No,0.13348,44,10274,0.09925,0.16779
169,169,2005,Lower Saxony,Couple with children,Yes,0.63297,224,10274,0.5456,0.71006
170,170,2005,Lower Saxony,Couple with children,No,0.36703,97,10274,0.31934,0.42999
171,171,2005,North Rhine-Westphalia,Single-person household,Yes,0.7128,396,10274,0.68529,0.75088
172,172,2005,North Rhine-Westphalia,Single-person household,No,0.2872,174,10274,0.26388,0.31421
173,173,2005,North Rhine-Westphalia,Couple without children,Yes,0.80106,670,10274,0.75679,0.85139
174,174,2005,North Rhine-Westphalia,Couple without children,No,0.19894,156,10274,0.17588,0.22251
175,175,2005,North Rhine-Westphalia,Single parent,Yes,0.41962,58,10274,0.34315,0.48596
176,176,2005,North Rhine-Westphalia,Single parent,No,0.58038,76,10274,0.49642,0.64561
177,177,2005,North Rhine-Westphalia,Couple with children,Yes,0.64446,527,10274,0.59797,0.69543
178,178,2005,North Rhine-Westphalia,Couple with children,No,0.35554,244,10274,0.32208,0.39096
179,179,2005,Hesse,Single-person household,Yes,0.61271,129,10274,0.54799,0.68475
180,180,2005,Hesse,Single-person household,No,0.38729,73,10274,0.33707,0.43901
181,181,2005,Hesse,Couple without children,Yes,0.81688,227,10274,0.74953,0.90235
182,182,2005,Hesse,Couple without children,No,0.18312,47,10274,0.1513,0.21636
183,183,2005,Hesse,Couple with children,Yes,0.70609,179,10274,0.62345,0.78878
184,184,2005,Hesse,Couple with children,No,0.29391,61,10274,0.24807,0.3382
185,185,2005,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.71253,129,10274,0.6491,0.77857
186,186,2005,"Rhineland-Palatinate, Saarland",Single-person household,No,0.28747,57,10274,0.23897,0.33828
187,187,2005,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.83903,161,10274,0.74144,0.94037
188,188,2005,"Rhineland-Palatinate, Saarland",Couple without children,No,0.16097,34,10274,0.12105,0.20304
189,189,2005,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.51721,132,10274,0.46013,0.5805
190,190,2005,"Rhineland-Palatinate, Saarland",Couple with children,No,0.48279,99,10274,0.41338,0.56179
191,191,2005,Baden-Wuerttemberg,Single-person household,Yes,0.71399,226,10274,0.6649,0.76725
192,192,2005,Baden-Wuerttemberg,Single-person household,No,0.28601,89,10274,0.24896,0.32436
193,193,2005,Baden-Wuerttemberg,Couple without children,Yes,0.80947,325,10274,0.73646,0.87071
194,194,2005,Baden-Wuerttemberg,Couple without children,No,0.19053,74,10274,0.15572,0.22763
195,195,2005,Baden-Wuerttemberg,Single parent,No,1.0,52,10274,0.81113,1.23783
196,196,2005,Baden-Wuerttemberg,Couple with children,Yes,0.65144,335,10274,0.5842,0.70964
197,197,2005,Baden-Wuerttemberg,Couple with children,No,0.34856,159,10274,0.2964,0.39212
198,198,2005,Bavaria,Single-person household,Yes,0.74592,279,10274,0.69957,0.79812
199,199,2005,Bavaria,Single-person household,No,0.25408,104,10274,0.2299,0.2821
200,200,2005,Bavaria,Couple without children,Yes,0.81273,410,10274,0.75157,0.86299
201,201,2005,Bavaria,Couple without children,No,0.18727,72,10274,0.14831,0.21586
202,202,2005,Bavaria,Single parent,Yes,0.43867,47,10274,0.35006,0.52908
203,203,2005,Bavaria,Single parent,No,0.56133,47,10274,0.47013,0.65865
204,204,2005,Bavaria,Couple with children,Yes,0.68573,413,10274,0.62054,0.74513
205,205,2005,Bavaria,Couple with children,No,0.31427,144,10274,0.27874,0.35703
206,206,2005,Berlin,Single-person household,Yes,0.60295,107,10274,0.53723,0.66365
207,207,2005,Berlin,Single-person household,No,0.39705,73,10274,0.34616,0.45431
208,208,2005,Berlin,Couple without children,Yes,0.65753,86,10274,0.58278,0.79161
209,209,2005,Berlin,Couple without children,No,0.34247,36,10274,0.27103,0.41049
210,210,2005,Berlin,Couple with children,Yes,0.69168,77,10274,0.55276,0.84244
211,211,2005,Berlin,Couple with children,No,0.30832,33,10274,0.22835,0.42613
212,212,2005,Brandenburg,Single-person household,Yes,0.62332,68,10274,0.54945,0.70284
213,213,2005,Brandenburg,Single-person household,No,0.37668,45,10274,0.31024,0.4616
214,214,2005,Brandenburg,Couple without children,Yes,0.78678,129,10274,0.70568,0.89199
215,215,2005,Brandenburg,Couple without children,No,0.21322,33,10274,0.16049,0.25717
216,216,2005,Brandenburg,Couple with children,Yes,0.59463,86,10274,0.49944,0.69687
217,217,2005,Brandenburg,Couple with children,No,0.40537,56,10274,0.32357,0.51415
218,218,2005,Mecklenburg-Western Pomerania,Single-person household,Yes,1.0,50,10274,0.84291,1.13664
219,219,2005,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,71,10274,0.88074,1.14706
220,220,2005,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,53,10274,0.8152,1.23444
221,221,2005,Saxony,Single-person household,Yes,0.68547,141,10274,0.63014,0.74595
222,222,2005,Saxony,Single-person household,No,0.31453,72,10274,0.27667,0.35997
223,223,2005,Saxony,Couple without children,Yes,0.78636,229,10274,0.72123,0.86286
224,224,2005,Saxony,Couple without children,No,0.21364,58,10274,0.17107,0.25669
225,225,2005,Saxony,Couple with children,Yes,0.66654,178,10274,0.59781,0.76774
226,226,2005,Saxony,Couple with children,No,0.33346,58,10274,0.26296,0.40162
227,227,2005,Saxony-Anhalt,Single-person household,Yes,0.59769,67,10274,0.51989,0.67899
228,228,2005,Saxony-Anhalt,Single-person household,No,0.40231,51,10274,0.31478,0.47551
229,229,2005,Saxony-Anhalt,Couple without children,Yes,0.80853,136,10274,0.71928,0.8908
230,230,2005,Saxony-Anhalt,Couple without children,No,0.19147,32,10274,0.15182,0.24451
231,231,2005,Saxony-Anhalt,Couple with children,Yes,0.5636,98,10274,0.46804,0.67686
232,232,2005,Saxony-Anhalt,Couple with children,No,0.4364,58,10274,0.33552,0.55328
233,233,2005,Thuringa,Single-person household,Yes,0.62815,73,10274,0.56253,0.70308
234,234,2005,Thuringa,Single-person household,No,0.37185,43,10274,0.30891,0.44736
235,235,2005,Thuringa,Couple without children,Yes,0.74757,113,10274,0.63007,0.84549
236,236,2005,Thuringa,Couple without children,No,0.25243,37,10274,0.16465,0.34275
237,237,2005,Thuringa,Couple with children,Yes,0.54371,93,10274,0.42855,0.67228
238,238,2005,Thuringa,Couple with children,No,0.45629,65,10274,0.3763,0.52849
239,239,2007,Schleswig-Holstein,Single-person household,Yes,0.61246,63,10576,0.55249,0.69129
240,240,2007,Schleswig-Holstein,Single-person household,No,0.38754,38,10576,0.33125,0.44775
241,241,2007,Schleswig-Holstein,Couple without children,Yes,1.0,106,10576,0.84225,1.17031
242,242,2007,Schleswig-Holstein,Couple with children,Yes,0.50992,60,10576,0.39806,0.61595
243,243,2007,Schleswig-Holstein,Couple with children,No,0.49008,40,10576,0.38926,0.61012
244,244,2007,Hamburg,Single-person household,Yes,1.0,51,10576,0.86858,1.11416
245,245,2007,Hamburg,Couple without children,Yes,1.0,48,10576,0.81118,1.23831
246,246,2007,Lower Saxony,Single-person household,Yes,0.66752,163,10576,0.61715,0.72492
247,247,2007,Lower Saxony,Single-person household,No,0.33248,75,10576,0.29329,0.37402
248,248,2007,Lower Saxony,Couple without children,Yes,0.80962,294,10576,0.7365,0.87774
249,249,2007,Lower Saxony,Couple without children,No,0.19038,54,10576,0.15241,0.2345
250,250,2007,Lower Saxony,Single parent,No,1.0,34,10576,0.8369,1.16341
251,251,2007,Lower Saxony,Couple with children,Yes,0.63797,230,10576,0.57249,0.71673
252,252,2007,Lower Saxony,Couple with children,No,0.36203,96,10576,0.31122,0.41707
253,253,2007,North Rhine-Westphalia,Single-person household,Yes,0.67775,407,10576,0.63713,0.70995
254,254,2007,North Rhine-Westphalia,Single-person household,No,0.32225,184,10576,0.29971,0.34823
255,255,2007,North Rhine-Westphalia,Couple without children,Yes,0.77741,654,10576,0.72507,0.8297
256,256,2007,North Rhine-Westphalia,Couple without children,No,0.22259,155,10576,0.19551,0.25002
257,257,2007,North Rhine-Westphalia,Single parent,Yes,0.35238,52,10576,0.29001,0.42332
258,258,2007,North Rhine-Westphalia,Single parent,No,0.64762,79,10576,0.54896,0.74656
259,259,2007,North Rhine-Westphalia,Couple with children,Yes,0.62923,511,10576,0.58381,0.67576
260,260,2007,North Rhine-Westphalia,Couple with children,No,0.37077,244,10576,0.3371,0.40886
261,261,2007,Hesse,Single-person household,Yes,0.6198,126,10576,0.55799,0.68465
262,262,2007,Hesse,Single-person household,No,0.3802,67,10576,0.3295,0.44544
263,263,2007,Hesse,Couple without children,Yes,0.78591,233,10576,0.72005,0.8784
264,264,2007,Hesse,Couple without children,No,0.21409,47,10576,0.17633,0.25154
265,265,2007,Hesse,Couple with children,Yes,0.62841,169,10576,0.54886,0.72123
266,266,2007,Hesse,Couple with children,No,0.37159,84,10576,0.30837,0.4367
267,267,2007,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.69393,138,10576,0.63518,0.75761
268,268,2007,"Rhineland-Palatinate, Saarland",Single-person household,No,0.30607,57,10576,0.26065,0.3539
269,269,2007,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.88187,154,10576,0.77527,0.96709
270,270,2007,"Rhineland-Palatinate, Saarland",Couple without children,No,0.11813,31,10576,0.08714,0.16455
271,271,2007,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.60447,137,10576,0.52944,0.68432
272,272,2007,"Rhineland-Palatinate, Saarland",Couple with children,No,0.39553,81,10576,0.3276,0.46589
273,273,2007,Baden-Wuerttemberg,Single-person household,Yes,0.68263,242,10576,0.63762,0.73126
274,274,2007,Baden-Wuerttemberg,Single-person household,No,0.31737,118,10576,0.28127,0.35132
275,275,2007,Baden-Wuerttemberg,Couple without children,Yes,0.77784,337,10576,0.71039,0.85535
276,276,2007,Baden-Wuerttemberg,Couple without children,No,0.22216,85,10576,0.1864,0.25931
277,277,2007,Baden-Wuerttemberg,Single parent,No,1.0,55,10576,0.82875,1.19275
278,278,2007,Baden-Wuerttemberg,Couple with children,Yes,0.63125,315,10576,0.56645,0.69582
279,279,2007,Baden-Wuerttemberg,Couple with children,No,0.36875,139,10576,0.3127,0.42468
280,280,2007,Bavaria,Single-person household,Yes,0.68785,297,10576,0.64997,0.72742
281,281,2007,Bavaria,Single-person household,No,0.31215,129,10576,0.28488,0.34447
282,282,2007,Bavaria,Couple without children,Yes,0.78087,436,10576,0.72214,0.83839
283,283,2007,Bavaria,Couple without children,No,0.21913,91,10576,0.19109,0.25304
284,284,2007,Bavaria,Single parent,Yes,0.51891,50,10576,0.41409,0.62259
285,285,2007,Bavaria,Single parent,No,0.48109,46,10576,0.38657,0.57359
286,286,2007,Bavaria,Couple with children,Yes,0.66495,397,10576,0.61265,0.73088
287,287,2007,Bavaria,Couple with children,No,0.33505,156,10576,0.28992,0.3842
288,288,2007,Berlin,Single-person household,Yes,0.59369,95,10576,0.53966,0.64805
289,289,2007,Berlin,Single-person household,No,0.40631,73,10576,0.35103,0.46414
290,290,2007,Berlin,Couple without children,Yes,0.63499,106,10576,0.55413,0.7178
291,291,2007,Berlin,Couple without children,No,0.36501,42,10576,0.29256,0.45832
292,292,2007,Berlin,Couple with children,Yes,0.67881,69,10576,0.51719,0.82096
293,293,2007,Berlin,Couple with children,No,0.32119,35,10576,0.25189,0.39544
294,294,2007,Brandenburg,Single-person household,Yes,0.60686,83,10576,0.53701,0.67257
295,295,2007,Brandenburg,Single-person household,No,0.39314,53,10576,0.33889,0.44526
296,296,2007,Brandenburg,Couple without children,Yes,0.7786,135,10576,0.66444,0.89826
297,297,2007,Brandenburg,Couple without children,No,0.2214,37,10576,0.17187,0.29039
298,298,2007,Brandenburg,Couple with children,Yes,0.59712,84,10576,0.47165,0.71798
299,299,2007,Brandenburg,Couple with children,No,0.40288,50,10576,0.33631,0.47226
300,300,2007,Mecklenburg-Western Pomerania,Single-person household,Yes,0.62091,45,10576,0.538,0.7113
301,301,2007,Mecklenburg-Western Pomerania,Single-person household,No,0.37909,32,10576,0.28788,0.4766
302,302,2007,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,86,10576,0.84821,1.15604
303,303,2007,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,55,10576,0.80681,1.16305
304,304,2007,Saxony,Single-person household,Yes,0.67704,161,10576,0.62357,0.75745
305,305,2007,Saxony,Single-person household,No,0.32296,75,10576,0.27642,0.37083
306,306,2007,Saxony,Couple without children,Yes,0.71773,232,10576,0.6538,0.77773
307,307,2007,Saxony,Couple without children,No,0.28227,69,10576,0.22296,0.34202
