year,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2011,2. Quintil,East,7.149090695495567,7.092403808621659,7.205777582369475,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1344.0
2011,3. Quintil,West,7.562922172539601,7.536008377742823,7.589835967336379,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5170.0
2011,3. Quintil,East,7.4748209472659175,7.431795137115452,7.517846757416383,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1827.0
2011,4. Quintil,West,7.688140315064605,7.664895871586313,7.711384758542898,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5399.0
2011,4. Quintil,East,7.625893275592947,7.585785941245011,7.666000609940883,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1607.0
2011,5. Quintil,West,7.716955364377753,7.695692927770638,7.738217800984868,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,6328.0
2011,5. Quintil,East,7.716143202702505,7.664447049774767,7.767839355630243,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,990.0
2012,1. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,West,,,,,,,,,,,,
2012,2. Quintil,East,,,,,,,,,,,,
2012,3. Quintil,West,,,,,,,,,,,,
2012,3. Quintil,East,,,,,,,,,,,,
2012,4. Quintil,West,,,,,,,,,,,,
2012,4. Quintil,East,,,,,,,,,,,,
2012,5. Quintil,West,,,,,,,,,,,,
2012,5. Quintil,East,,,,,,,,,,,,
2013,1. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,West,,,,,,,,,,,,
2013,2. Quintil,East,,,,,,,,,,,,
2013,3. Quintil,West,,,,,,,,,,,,
2013,3. Quintil,East,,,,,,,,,,,,
2013,4. Quintil,West,,,,,,,,,,,,
2013,4. Quintil,East,,,,,,,,,,,,
2013,5. Quintil,West,,,,,,,,,,,,
2013,5. Quintil,East,,,,,,,,,,,,
2014,2. Quintil,West,,,,,,,,,,,,
2014,2. Quintil,East,,,,,,,,,,,,
2014,3. Quintil,West,,,,,,,,,,,,
2014,3. Quintil,East,,,,,,,,,,,,
2014,4. Quintil,West,,,,,,,,,,,,
2014,4. Quintil,East,,,,,,,,,,,,
2014,5. Quintil,West,,,,,,,,,,,,
2014,5. Quintil,East,,,,,,,,,,,,
2015,2. Quintil,West,,,,,,,,,,,,
2015,2. Quintil,East,,,,,,,,,,,,
2015,3. Quintil,West,,,,,,,,,,,,
2015,3. Quintil,East,,,,,,,,,,,,
2015,4. Quintil,West,,,,,,,,,,,,
2015,4. Quintil,East,,,,,,,,,,,,
2015,5. Quintil,West,,,,,,,,,,,,
2015,5. Quintil,East,,,,,,,,,,,,
2016,2. Quintil,West,7.145205790651051,7.099036564413455,7.191375016888647,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2167.0
2016,2. Quintil,East,7.325418010576342,7.255658615995169,7.395177405157514,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,792.0
2016,3. Quintil,West,7.537971359490412,7.507794660872308,7.568148058108517,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,3897.0
2016,3. Quintil,East,7.223338634750147,7.167075802625166,7.279601466875127,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1201.0
2016,4. Quintil,West,7.705163378154482,7.682098837596551,7.728227918712412,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,5212.0
2016,4. Quintil,East,7.5899812888889935,7.548523849600799,7.631438728177188,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1646.0
2016,5. Quintil,West,7.785342915656739,7.767440844714466,7.803244986599012,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,7745.0
2016,5. Quintil,East,7.667441811083931,7.624935384650394,7.709948237517468,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1357.0
2017,2. Quintil,West,,,,,,,,,,,,
2017,2. Quintil,East,,,,,,,,,,,,
2017,3. Quintil,West,,,,,,,,,,,,
2017,3. Quintil,East,,,,,,,,,,,,
2017,4. Quintil,West,,,,,,,,,,,,
2017,4. Quintil,East,,,,,,,,,,,,
2017,5. Quintil,West,,,,,,,,,,,,
2017,5. Quintil,East,,,,,,,,,,,,
2018,2. Quintil,West,,,,,,,,,,,,
2018,2. Quintil,East,,,,,,,,,,,,
2018,3. Quintil,West,,,,,,,,,,,,
2018,3. Quintil,East,,,,,,,,,,,,
2018,4. Quintil,West,,,,,,,,,,,,
2018,4. Quintil,East,,,,,,,,,,,,
2018,5. Quintil,West,,,,,,,,,,,,
2018,5. Quintil,East,,,,,,,,,,,,
2019,2. Quintil,West,,,,,,,,,,,,
2019,2. Quintil,East,,,,,,,,,,,,
2019,3. Quintil,West,,,,,,,,,,,,
2019,3. Quintil,East,,,,,,,,,,,,
2019,4. Quintil,West,,,,,,,,,,,,
2019,4. Quintil,East,,,,,,,,,,,,
2019,5. Quintil,West,,,,,,,,,,,,
2019,5. Quintil,East,,,,,,,,,,,,
2020,2. Quintil,West,,,,,,,,,,,,
2020,2. Quintil,East,,,,,,,,,,,,
2020,3. Quintil,West,,,,,,,,,,,,
2020,3. Quintil,East,,,,,,,,,,,,
2020,4. Quintil,West,,,,,,,,,,,,
2020,4. Quintil,East,,,,,,,,,,,,
2020,5. Quintil,West,,,,,,,,,,,,
2020,5. Quintil,East,,,,,,,,,,,,
2021,2. Quintil,West,,,,,,,,,,,,
2021,2. Quintil,East,,,,,,,,,,,,
2021,3. Quintil,West,,,,,,,,,,,,
2021,3. Quintil,East,,,,,,,,,,,,
2021,4. Quintil,West,,,,,,,,,,,,
2021,4. Quintil,East,,,,,,,,,,,,
2021,5. Quintil,West,,,,,,,,,,,,
2021,5. Quintil,East,,,,,,,,,,,,
