year,hhtyp,hlf0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Single parent,No,0.34942,223,709,0.31430,0.38454
2007,Couple with children,Yes,0.94916,3431,3566,0.94195,0.95638
2007,Couple with children,No,0.04533,135,3566,0.03850,0.05216
2007,Multi-generational household,Yes,0.83034,79,79,0.74705,0.91364
2007,Other Combinations,Yes,0.86434,74,74,0.78578,0.94289
2011,Single-person household,Yes,0.57288,2030,3495,0.55648,0.58928
2011,Single-person household,No,0.42017,1465,3495,0.40380,0.43654
2011,Couple without children,Yes,0.90297,3978,4362,0.89419,0.91176
2011,Couple without children,No,0.09264,384,4362,0.08404,0.10125
2011,Single parent,Yes,0.36605,525,780,0.33222,0.39988
2011,Single parent,No,0.15662,255,780,0.13110,0.18214
2011,Couple with children,Yes,0.76741,3107,3236,0.75285,0.78197
2011,Couple with children,No,0.02466,129,3236,0.01931,0.03000
2011,Multi-generational household,Yes,0.79660,75,75,0.70489,0.88831
2011,Other Combinations,Yes,0.78950,74,74,0.69598,0.88302
2013,Single-person household,Yes,0.57540,2124,3710,0.55950,0.59131
2013,Single-person household,No,0.41080,1586,3710,0.39497,0.42663
2013,Couple without children,Yes,0.90064,4127,4589,0.89199,0.90930
2013,Couple without children,No,0.09369,462,4589,0.08526,0.10213
2013,Single parent,Yes,0.43225,637,983,0.40126,0.46323
2013,Single parent,No,0.19498,346,983,0.17020,0.21976
2013,Couple with children,Yes,0.78952,3867,4189,0.77718,0.80187
2013,Couple with children,No,0.04480,322,4189,0.03853,0.05106
2013,Multi-generational household,Yes,0.81112,100,100,0.73401,0.88822
2013,Other Combinations,Yes,0.72538,244,344,0.67814,0.77261
2013,Other Combinations,No,0.25958,100,344,0.21318,0.30597
2016,Single-person household,Yes,0.58120,1968,3381,0.56457,0.59784
2016,Single-person household,No,0.40819,1413,3381,0.39162,0.42476
2016,Couple without children,Yes,0.91491,3693,4089,0.90635,0.92346
2016,Couple without children,No,0.08060,396,4089,0.07226,0.08895
2016,Single parent,Yes,0.68131,1060,1523,0.65790,0.70472
2016,Single parent,No,0.31073,463,1523,0.28748,0.33398
2016,Couple with children,Yes,0.93015,4616,4986,0.92307,0.93722
2016,Couple with children,No,0.06149,370,4986,0.05482,0.06816
2016,Multi-generational household,Yes,0.87239,86,86,0.80146,0.94332
2016,Other Combinations,Yes,0.68265,137,194,0.61699,0.74832
2016,Other Combinations,No,0.25736,57,194,0.19568,0.31904
2017,Single-person household,Yes,0.58546,2285,4128,0.57043,0.60049
2017,Single-person household,No,0.41062,1843,4128,0.39561,0.42563
2017,Couple without children,Yes,0.92186,4228,4674,0.91417,0.92956
2017,Couple without children,No,0.07689,446,4674,0.06925,0.08453
2017,Single parent,Yes,0.68950,1119,1701,0.66751,0.71150
2017,Single parent,No,0.30791,582,1701,0.28597,0.32986
2017,Couple with children,Yes,0.93163,5294,6432,0.92546,0.93780
2017,Couple with children,No,0.06320,1138,6432,0.05726,0.06915
2017,Multi-generational household,Yes,0.84284,102,141,0.78256,0.90313
2017,Multi-generational household,No,0.15167,39,141,0.09225,0.21109
2017,Other Combinations,Yes,0.75160,225,386,0.70844,0.79477
2017,Other Combinations,No,0.23651,161,386,0.19407,0.27896
2018,Single-person household,Yes,0.60570,2427,4450,0.59134,0.62006
2018,Single-person household,No,0.39196,2023,4450,0.37761,0.40631
2018,Couple without children,Yes,0.91028,4141,4633,0.90205,0.91851
2018,Couple without children,No,0.08766,492,4633,0.07951,0.09580
2018,Single parent,Yes,0.70008,1085,1740,0.67855,0.72162
2018,Single parent,No,0.29959,655,1740,0.27806,0.32112
2018,Couple with children,Yes,0.93263,5278,6465,0.92652,0.93874
2018,Couple with children,No,0.06642,1187,6465,0.06035,0.07249
2018,Multi-generational household,Yes,0.83103,108,161,0.77297,0.88910
2018,Multi-generational household,No,0.16897,53,161,0.11090,0.22703
2018,Other Combinations,Yes,0.80908,233,409,0.77095,0.84722
2018,Other Combinations,No,0.18802,176,409,0.15011,0.22594
2019,Single-person household,Yes,0.61276,2558,4141,0.59792,0.62760
2019,Single-person household,No,0.37800,1583,4141,0.36323,0.39277
2019,Couple without children,Yes,0.90851,4660,5090,0.90059,0.91643
2019,Couple without children,No,0.08913,430,5090,0.08130,0.09696
2019,Single parent,Yes,0.70376,1038,1419,0.67999,0.72753
2019,Single parent,No,0.28327,381,1419,0.25982,0.30673
2019,Couple with children,Yes,0.93680,4860,5156,0.93015,0.94344
2019,Couple with children,No,0.04847,296,5156,0.04261,0.05434
2019,Multi-generational household,Yes,0.86644,86,86,0.79412,0.93876
2019,Other Combinations,Yes,0.73681,176,223,0.67888,0.79474
2019,Other Combinations,No,0.22060,47,223,0.16605,0.27515
2021,Single-person household,Yes,0.64358,2080,3531,0.62778,0.65938
2021,Single-person household,No,0.35370,1451,3531,0.33793,0.36948
2021,Couple without children,Yes,0.91487,3130,3482,0.90560,0.92414
2021,Couple without children,No,0.08311,352,3482,0.07394,0.09228
2021,Single parent,Yes,0.76040,728,1026,0.73427,0.78653
2021,Single parent,No,0.23960,298,1026,0.21347,0.26573
2021,Couple with children,Yes,0.94346,3583,4010,0.93632,0.95061
2021,Couple with children,No,0.05638,427,4010,0.04924,0.06352
2021,Multi-generational household,Yes,0.80833,65,65,0.71190,0.90477
2021,Other Combinations,Yes,0.88914,262,355,0.85643,0.92184
2021,Other Combinations,No,0.11086,93,355,0.07816,0.14357
