year,pgisced97,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.21922,45,233,0.16598,0.27245
1987,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25929,56,233,0.20290,0.31568
1987,First Stage of Tertiary Education,Urban regions,Full Time,0.50880,232,446,0.46235,0.55524
1987,First Stage of Tertiary Education,Urban regions,Part Time,0.16264,83,446,0.12835,0.19693
1987,First Stage of Tertiary Education,Urban regions,Not Working,0.32857,131,446,0.28493,0.37221
1987,First Stage of Tertiary Education,Rural regions,Full Time,0.52980,72,72,0.41370,0.64590
1987,Second Stage of Tertiary Education,Urban regions,Full Time,0.60020,378,618,0.56155,0.63885
1987,Second Stage of Tertiary Education,Urban regions,Part Time,0.18348,127,618,0.15294,0.21402
1987,Second Stage of Tertiary Education,Urban regions,Not Working,0.21632,113,618,0.18383,0.24881
1987,Second Stage of Tertiary Education,Rural regions,Full Time,0.53932,74,74,0.42498,0.65367
1988,Pre-primary Level,Urban regions,Not Working,0.94772,127,127,0.90885,0.98659
1988,Primary Level,Urban regions,Full Time,0.37728,253,596,0.33833,0.41622
1988,Primary Level,Urban regions,Part Time,0.12848,81,596,0.10159,0.15536
1988,Primary Level,Urban regions,Not Working,0.49425,262,596,0.45407,0.53442
1988,Primary Level,Rural regions,Full Time,0.31393,41,77,0.20959,0.41827
1988,Primary Level,Rural regions,Not Working,0.50821,36,77,0.39581,0.62060
1988,Lower Secondary Level,Urban regions,Full Time,0.26128,751,2108,0.24252,0.28004
1988,Lower Secondary Level,Urban regions,Part Time,0.17854,437,2108,0.16219,0.19490
1988,Lower Secondary Level,Urban regions,Not Working,0.56017,920,2108,0.53898,0.58137
1988,Lower Secondary Level,Rural regions,Full Time,0.25945,199,611,0.22467,0.29424
1988,Lower Secondary Level,Rural regions,Part Time,0.19914,132,611,0.16745,0.23083
1988,Lower Secondary Level,Rural regions,Not Working,0.54141,280,611,0.50186,0.58095
1988,Upper Secondary Level,Urban regions,Full Time,0.46372,1884,3695,0.44764,0.47980
1988,Upper Secondary Level,Urban regions,Part Time,0.16081,625,3695,0.14897,0.17266
1988,Upper Secondary Level,Urban regions,Not Working,0.37547,1186,3695,0.35985,0.39109
1988,Upper Secondary Level,Rural regions,Full Time,0.45770,525,1048,0.42752,0.48787
1988,Upper Secondary Level,Rural regions,Part Time,0.19420,213,1048,0.17024,0.21817
1988,Upper Secondary Level,Rural regions,Not Working,0.34810,310,1048,0.31925,0.37696
1988,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.50454,125,232,0.44006,0.56902
1988,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.20431,48,232,0.15232,0.25631
1988,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.29115,59,232,0.23256,0.34973
1988,First Stage of Tertiary Education,Urban regions,Full Time,0.52747,228,425,0.47995,0.57499
1988,First Stage of Tertiary Education,Urban regions,Part Time,0.13853,72,425,0.10565,0.17141
1988,First Stage of Tertiary Education,Urban regions,Not Working,0.33400,125,425,0.28911,0.37889
1988,First Stage of Tertiary Education,Rural regions,Full Time,0.50140,65,65,0.37890,0.62390
1988,Second Stage of Tertiary Education,Urban regions,Full Time,0.59644,367,590,0.55681,0.63606
1988,Second Stage of Tertiary Education,Urban regions,Part Time,0.19992,115,590,0.16762,0.23222
1988,Second Stage of Tertiary Education,Urban regions,Not Working,0.20364,108,590,0.17112,0.23616
1988,Second Stage of Tertiary Education,Rural regions,Full Time,0.49336,60,60,0.36579,0.62094
1989,Pre-primary Level,Urban regions,Not Working,0.90403,133,133,0.85378,0.95428
1989,Primary Level,Urban regions,Full Time,0.36165,228,567,0.32207,0.40124
1989,Primary Level,Urban regions,Part Time,0.14995,84,567,0.12054,0.17936
1989,Primary Level,Urban regions,Not Working,0.48840,255,567,0.44722,0.52958
1989,Primary Level,Rural regions,Full Time,0.31256,38,69,0.20238,0.42273
1989,Primary Level,Rural regions,Not Working,0.52323,31,69,0.40452,0.64195
1989,Lower Secondary Level,Urban regions,Full Time,0.26735,760,2007,0.24798,0.28672
1989,Lower Secondary Level,Urban regions,Part Time,0.17550,372,2007,0.15885,0.19214
1989,Lower Secondary Level,Urban regions,Not Working,0.55715,875,2007,0.53542,0.57889
1989,Lower Secondary Level,Rural regions,Full Time,0.26800,189,563,0.23138,0.30462
1989,Lower Secondary Level,Rural regions,Part Time,0.17545,112,563,0.14400,0.20690
1989,Lower Secondary Level,Rural regions,Not Working,0.55620,262,563,0.51513,0.59728
1989,Upper Secondary Level,Urban regions,Full Time,0.47596,1866,3617,0.45968,0.49224
1989,Upper Secondary Level,Urban regions,Part Time,0.15144,603,3617,0.13975,0.16312
1989,Upper Secondary Level,Urban regions,Not Working,0.37260,1148,3617,0.35684,0.38836
1989,Upper Secondary Level,Rural regions,Full Time,0.46400,515,1005,0.43315,0.49485
1989,Upper Secondary Level,Rural regions,Part Time,0.18013,194,1005,0.15636,0.20390
1989,Upper Secondary Level,Rural regions,Not Working,0.35587,296,1005,0.32626,0.38549
1989,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.52445,139,249,0.46229,0.58660
1989,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.18974,46,249,0.14094,0.23854
1989,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.28581,64,249,0.22958,0.34204
1989,First Stage of Tertiary Education,Urban regions,Full Time,0.53440,223,404,0.48570,0.58311
1989,First Stage of Tertiary Education,Urban regions,Part Time,0.15498,68,404,0.11965,0.19032
1989,First Stage of Tertiary Education,Urban regions,Not Working,0.31061,113,404,0.26543,0.35579
1989,First Stage of Tertiary Education,Rural regions,Full Time,0.52664,65,65,0.40431,0.64896
1989,Second Stage of Tertiary Education,Urban regions,Full Time,0.62800,378,590,0.58897,0.66704
1989,Second Stage of Tertiary Education,Urban regions,Part Time,0.16926,111,590,0.13897,0.19954
1989,Second Stage of Tertiary Education,Urban regions,Not Working,0.20274,101,590,0.17027,0.23521
1989,Second Stage of Tertiary Education,Rural regions,Full Time,0.46285,58,58,0.33341,0.59230
1990,Pre-primary Level,Urban regions,Not Working,0.87732,122,122,0.81887,0.93578
1990,Primary Level,Urban regions,Full Time,0.37031,216,548,0.32984,0.41078
1990,Primary Level,Urban regions,Part Time,0.15823,93,548,0.12765,0.18882
1990,Primary Level,Urban regions,Not Working,0.45025,239,548,0.40855,0.49194
1990,Primary Level,Rural regions,Full Time,0.34275,37,68,0.22910,0.45640
1990,Primary Level,Rural regions,Not Working,0.42353,31,68,0.30521,0.54184
1990,Lower Secondary Level,Urban regions,Full Time,0.27134,737,1928,0.25148,0.29119
1990,Lower Secondary Level,Urban regions,Part Time,0.17032,366,1928,0.15353,0.18710
1990,Lower Secondary Level,Urban regions,Not Working,0.50477,825,1928,0.48245,0.52709
1990,Lower Secondary Level,Rural regions,Full Time,0.16604,165,541,0.13465,0.19742
1990,Lower Secondary Level,Rural regions,Part Time,0.15691,124,541,0.12623,0.18759
1990,Lower Secondary Level,Rural regions,Not Working,0.41029,252,541,0.36880,0.45178
1990,Upper Secondary Level,Urban regions,Full Time,0.42615,1793,3518,0.40980,0.44249
1990,Upper Secondary Level,Urban regions,Part Time,0.15109,618,3518,0.13925,0.16293
1990,Upper Secondary Level,Urban regions,Not Working,0.31999,1107,3518,0.30457,0.33541
1990,Upper Secondary Level,Rural regions,Full Time,0.27922,541,1019,0.25166,0.30678
1990,Upper Secondary Level,Rural regions,Part Time,0.09572,178,1019,0.07765,0.11379
1990,Upper Secondary Level,Rural regions,Not Working,0.20308,300,1019,0.17837,0.22779
1990,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.47626,134,251,0.41435,0.53817
1990,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.19345,48,251,0.14449,0.24242
1990,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25695,69,251,0.20279,0.31112
1990,First Stage of Tertiary Education,Urban regions,Full Time,0.48882,220,399,0.43971,0.53793
1990,First Stage of Tertiary Education,Urban regions,Part Time,0.13329,68,399,0.09989,0.16668
1990,First Stage of Tertiary Education,Urban regions,Not Working,0.29823,111,399,0.25329,0.34318
1990,First Stage of Tertiary Education,Rural regions,Full Time,0.32469,67,67,0.21171,0.43766
1990,Second Stage of Tertiary Education,Urban regions,Full Time,0.46998,372,593,0.42978,0.51019
1990,Second Stage of Tertiary Education,Urban regions,Part Time,0.14217,111,593,0.11404,0.17031
1990,Second Stage of Tertiary Education,Urban regions,Not Working,0.16330,110,593,0.13352,0.19308
1990,Second Stage of Tertiary Education,Rural regions,Full Time,0.18226,63,63,0.08616,0.27835
1991,Pre-primary Level,Urban regions,Not Working,0.86391,108,108,0.79894,0.92888
1991,Primary Level,Urban regions,Full Time,0.39397,219,533,0.35245,0.43549
1991,Primary Level,Urban regions,Part Time,0.15551,89,533,0.12471,0.18630
1991,Primary Level,Urban regions,Not Working,0.41457,225,533,0.37270,0.45643
1991,Primary Level,Rural regions,Full Time,0.29252,35,68,0.18359,0.40146
1991,Primary Level,Rural regions,Not Working,0.39136,33,68,0.27449,0.50822
1991,Lower Secondary Level,Urban regions,Full Time,0.28046,751,1868,0.26008,0.30084
1991,Lower Secondary Level,Urban regions,Part Time,0.15845,337,1868,0.14189,0.17501
1991,Lower Secondary Level,Urban regions,Not Working,0.51325,780,1868,0.49058,0.53592
1991,Lower Secondary Level,Rural regions,Full Time,0.17704,170,532,0.14458,0.20951
1991,Lower Secondary Level,Rural regions,Part Time,0.14160,107,532,0.11195,0.17126
1991,Lower Secondary Level,Rural regions,Not Working,0.41179,255,532,0.36992,0.45365
1991,Upper Secondary Level,Urban regions,Full Time,0.41323,1766,3497,0.39690,0.42955
1991,Upper Secondary Level,Urban regions,Part Time,0.15104,618,3497,0.13917,0.16291
1991,Upper Secondary Level,Urban regions,Not Working,0.32497,1113,3497,0.30944,0.34049
1991,Upper Secondary Level,Rural regions,Full Time,0.26980,538,1034,0.24273,0.29687
1991,Upper Secondary Level,Rural regions,Part Time,0.10719,201,1034,0.08832,0.12605
1991,Upper Secondary Level,Rural regions,Not Working,0.18957,295,1034,0.16567,0.21348
1991,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.47088,131,264,0.41055,0.53120
1991,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.23798,69,264,0.18652,0.28945
1991,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.21711,64,264,0.16728,0.26694
1991,First Stage of Tertiary Education,Urban regions,Full Time,0.50162,223,397,0.45237,0.55087
1991,First Stage of Tertiary Education,Urban regions,Part Time,0.12729,66,397,0.09446,0.16011
1991,First Stage of Tertiary Education,Urban regions,Not Working,0.29520,108,397,0.25028,0.34013
1991,First Stage of Tertiary Education,Rural regions,Full Time,0.29665,66,98,0.20575,0.38756
1991,First Stage of Tertiary Education,Rural regions,Not Working,0.18995,32,98,0.11189,0.26801
1991,Second Stage of Tertiary Education,Urban regions,Full Time,0.45198,368,604,0.41226,0.49171
1991,Second Stage of Tertiary Education,Urban regions,Part Time,0.15612,123,604,0.12715,0.18509
1991,Second Stage of Tertiary Education,Urban regions,Not Working,0.16296,113,604,0.13348,0.19244
1991,Second Stage of Tertiary Education,Rural regions,Full Time,0.18264,66,66,0.08871,0.27657
1992,Pre-primary Level,Urban regions,Not Working,0.83989,115,115,0.77257,0.90720
1992,Pre-primary Level,Rural regions,Not Working,0.74285,43,43,0.61067,0.87503
1992,Primary Level,Urban regions,Full Time,0.39242,208,524,0.35057,0.43427
1992,Primary Level,Urban regions,Part Time,0.15280,85,524,0.12196,0.18363
1992,Primary Level,Urban regions,Not Working,0.45479,231,524,0.41211,0.49746
1992,Primary Level,Rural regions,Full Time,0.33409,43,84,0.23261,0.43556
1992,Primary Level,Rural regions,Not Working,0.45859,41,84,0.35139,0.56579
1992,Lower Secondary Level,Urban regions,Full Time,0.28880,756,1934,0.26860,0.30901
1992,Lower Secondary Level,Urban regions,Part Time,0.16695,357,1934,0.15032,0.18358
1992,Lower Secondary Level,Urban regions,Not Working,0.54343,821,1934,0.52123,0.56564
1992,Lower Secondary Level,Rural regions,Full Time,0.19753,220,835,0.17051,0.22455
1992,Lower Secondary Level,Rural regions,Part Time,0.19671,174,835,0.16973,0.22369
1992,Lower Secondary Level,Rural regions,Not Working,0.60576,441,835,0.57260,0.63893
1992,Upper Secondary Level,Urban regions,Full Time,0.47389,2152,4168,0.45873,0.48905
1992,Upper Secondary Level,Urban regions,Part Time,0.16219,740,4168,0.15099,0.17338
1992,Upper Secondary Level,Urban regions,Not Working,0.36393,1276,4168,0.34932,0.37854
1992,Upper Secondary Level,Rural regions,Full Time,0.47991,1314,2485,0.46026,0.49955
1992,Upper Secondary Level,Rural regions,Part Time,0.20088,531,2485,0.18513,0.21664
1992,Upper Secondary Level,Rural regions,Not Working,0.31921,640,2485,0.30088,0.33754
1992,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.51047,160,299,0.45372,0.56723
1992,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.22966,60,299,0.18190,0.27742
1992,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25987,79,299,0.21007,0.30966
1992,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.48434,45,45,0.33667,0.63200
1992,First Stage of Tertiary Education,Urban regions,Full Time,0.55305,279,471,0.50810,0.59800
1992,First Stage of Tertiary Education,Urban regions,Part Time,0.15227,81,471,0.11979,0.18475
1992,First Stage of Tertiary Education,Urban regions,Not Working,0.29468,111,471,0.25346,0.33590
1992,First Stage of Tertiary Education,Rural regions,Full Time,0.59220,193,290,0.53554,0.64886
1992,First Stage of Tertiary Education,Rural regions,Part Time,0.13119,38,290,0.09226,0.17011
1992,First Stage of Tertiary Education,Rural regions,Not Working,0.27661,59,290,0.22504,0.32819
1992,Second Stage of Tertiary Education,Urban regions,Full Time,0.59437,639,996,0.56386,0.62488
1992,Second Stage of Tertiary Education,Urban regions,Part Time,0.21079,201,996,0.18545,0.23614
1992,Second Stage of Tertiary Education,Urban regions,Not Working,0.19484,156,996,0.17023,0.21945
1992,Second Stage of Tertiary Education,Rural regions,Full Time,0.59389,394,629,0.55548,0.63230
1992,Second Stage of Tertiary Education,Rural regions,Part Time,0.18799,122,629,0.15743,0.21855
1992,Second Stage of Tertiary Education,Rural regions,Not Working,0.21812,113,629,0.18582,0.25042
1993,Pre-primary Level,Urban regions,Not Working,0.91605,119,119,0.86601,0.96609
1993,Pre-primary Level,Rural regions,Not Working,0.80485,47,47,0.69031,0.91938
1993,Primary Level,Urban regions,Full Time,0.37656,191,507,0.33434,0.41878
1993,Primary Level,Urban regions,Part Time,0.11204,68,507,0.08456,0.13952
1993,Primary Level,Urban regions,Not Working,0.51140,248,507,0.46784,0.55495
1993,Primary Level,Rural regions,Full Time,0.36874,42,83,0.26431,0.47316
1993,Primary Level,Rural regions,Not Working,0.45860,41,83,0.35075,0.56645
1993,Lower Secondary Level,Urban regions,Full Time,0.28153,685,1858,0.26107,0.30198
1993,Lower Secondary Level,Urban regions,Part Time,0.17779,380,1858,0.16040,0.19517
1993,Lower Secondary Level,Urban regions,Not Working,0.54069,793,1858,0.51802,0.56335
1993,Lower Secondary Level,Rural regions,Full Time,0.20931,218,820,0.18145,0.23717
1993,Lower Secondary Level,Rural regions,Part Time,0.17977,162,820,0.15347,0.20607
1993,Lower Secondary Level,Rural regions,Not Working,0.61091,440,820,0.57752,0.64430
1993,Upper Secondary Level,Urban regions,Full Time,0.46639,2120,4192,0.45129,0.48150
1993,Upper Secondary Level,Urban regions,Part Time,0.16595,755,4192,0.15469,0.17722
1993,Upper Secondary Level,Urban regions,Not Working,0.36765,1317,4192,0.35306,0.38225
1993,Upper Secondary Level,Rural regions,Full Time,0.45560,1233,2472,0.43596,0.47523
1993,Upper Secondary Level,Rural regions,Part Time,0.18807,493,2472,0.17266,0.20348
1993,Upper Secondary Level,Rural regions,Not Working,0.35633,746,2472,0.33745,0.37522
1993,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.47667,151,291,0.41919,0.53416
1993,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.29850,74,291,0.24584,0.35117
1993,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.22482,66,291,0.17677,0.27287
1993,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.44390,46,46,0.29873,0.58906
1993,First Stage of Tertiary Education,Urban regions,Full Time,0.56347,280,463,0.51824,0.60869
1993,First Stage of Tertiary Education,Urban regions,Part Time,0.16335,78,463,0.12964,0.19706
1993,First Stage of Tertiary Education,Urban regions,Not Working,0.27318,105,463,0.23255,0.31381
1993,First Stage of Tertiary Education,Rural regions,Full Time,0.54716,171,279,0.48864,0.60567
1993,First Stage of Tertiary Education,Rural regions,Part Time,0.14865,41,279,0.10683,0.19047
1993,First Stage of Tertiary Education,Rural regions,Not Working,0.30419,67,279,0.25011,0.35827
1993,Second Stage of Tertiary Education,Urban regions,Full Time,0.57401,627,1017,0.54361,0.60442
1993,Second Stage of Tertiary Education,Urban regions,Part Time,0.21483,206,1017,0.18957,0.24008
1993,Second Stage of Tertiary Education,Urban regions,Not Working,0.21116,184,1017,0.18606,0.23626
1993,Second Stage of Tertiary Education,Rural regions,Full Time,0.56810,390,619,0.52904,0.60715
1993,Second Stage of Tertiary Education,Rural regions,Part Time,0.15471,90,619,0.12620,0.18322
1993,Second Stage of Tertiary Education,Rural regions,Not Working,0.27720,139,619,0.24190,0.31249
1994,Pre-primary Level,Urban regions,Not Working,0.96625,164,164,0.93852,0.99397
1994,Pre-primary Level,Rural regions,Not Working,0.82006,58,58,0.72033,0.91978
1994,Primary Level,Urban regions,Full Time,0.32579,165,466,0.28319,0.36839
1994,Primary Level,Urban regions,Part Time,0.15806,78,466,0.12491,0.19122
1994,Primary Level,Urban regions,Not Working,0.51614,223,466,0.47072,0.56157
1994,Primary Level,Rural regions,Full Time,0.41808,39,70,0.30170,0.53446
1994,Primary Level,Rural regions,Not Working,0.41351,31,70,0.29731,0.52971
1994,Lower Secondary Level,Urban regions,Full Time,0.25821,595,1734,0.23760,0.27881
1994,Lower Secondary Level,Urban regions,Part Time,0.17156,341,1734,0.15381,0.18931
1994,Lower Secondary Level,Urban regions,Not Working,0.57023,798,1734,0.54692,0.59354
1994,Lower Secondary Level,Rural regions,Full Time,0.20768,209,758,0.17878,0.23658
1994,Lower Secondary Level,Rural regions,Part Time,0.18257,154,758,0.15505,0.21009
1994,Lower Secondary Level,Rural regions,Not Working,0.60975,395,758,0.57500,0.64450
1994,Upper Secondary Level,Urban regions,Full Time,0.44849,2017,4144,0.43335,0.46364
1994,Upper Secondary Level,Urban regions,Part Time,0.16741,758,4144,0.15604,0.17878
1994,Upper Secondary Level,Urban regions,Not Working,0.38410,1369,4144,0.36929,0.39891
1994,Upper Secondary Level,Rural regions,Full Time,0.44482,1192,2424,0.42503,0.46461
1994,Upper Secondary Level,Rural regions,Part Time,0.17911,444,2424,0.16384,0.19438
1994,Upper Secondary Level,Rural regions,Not Working,0.37607,788,2424,0.35678,0.39536
1994,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.51103,151,288,0.45320,0.56886
1994,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.20766,56,288,0.16073,0.25459
1994,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.28131,81,288,0.22929,0.33333
1994,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.42181,50,50,0.28353,0.56009
1994,First Stage of Tertiary Education,Urban regions,Full Time,0.52536,262,462,0.47978,0.57095
1994,First Stage of Tertiary Education,Urban regions,Part Time,0.17001,82,462,0.13572,0.20430
1994,First Stage of Tertiary Education,Urban regions,Not Working,0.30463,118,462,0.26262,0.34665
1994,First Stage of Tertiary Education,Rural regions,Full Time,0.49257,163,288,0.43473,0.55041
1994,First Stage of Tertiary Education,Rural regions,Part Time,0.17229,45,288,0.12860,0.21598
1994,First Stage of Tertiary Education,Rural regions,Not Working,0.33514,80,288,0.28053,0.38975
1994,Second Stage of Tertiary Education,Urban regions,Full Time,0.57564,639,1040,0.54558,0.60569
1994,Second Stage of Tertiary Education,Urban regions,Part Time,0.20989,200,1040,0.18513,0.23465
1994,Second Stage of Tertiary Education,Urban regions,Not Working,0.21447,201,1040,0.18952,0.23943
1994,Second Stage of Tertiary Education,Rural regions,Full Time,0.56418,386,613,0.52490,0.60347
1994,Second Stage of Tertiary Education,Rural regions,Part Time,0.15163,85,613,0.12321,0.18004
1994,Second Stage of Tertiary Education,Rural regions,Not Working,0.28419,142,613,0.24845,0.31992
1995,Pre-primary Level,Urban regions,Not Working,0.96796,191,191,0.94292,0.99300
