year,regtyp,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Urban regions,female,Full Time,0.19725,1085,3772,0.18455,0.20995
1991,Urban regions,female,Part Time,0.17232,942,3772,0.16027,0.18438
1991,Urban regions,female,Not Working,0.38444,1745,3772,0.36892,0.39997
1991,Rural regions,male,Full Time,0.29139,646,983,0.26297,0.31982
1991,Rural regions,male,Part Time,0.05629,118,983,0.04188,0.07071
1991,Rural regions,male,Not Working,0.12974,219,983,0.10873,0.15076
1991,Rural regions,female,Full Time,0.10582,262,1004,0.08678,0.12485
1991,Rural regions,female,Part Time,0.12659,280,1004,0.10602,0.14717
1991,Rural regions,female,Not Working,0.24833,462,1004,0.22159,0.27507
1992,Urban regions,male,Full Time,0.51731,2835,4214,0.50222,0.53240
1992,Urban regions,male,Part Time,0.08587,464,4214,0.07741,0.09433
1992,Urban regions,male,Not Working,0.21181,915,4214,0.19947,0.22415
1992,Urban regions,female,Full Time,0.23386,1431,4457,0.22144,0.24629
1992,Urban regions,female,Part Time,0.19231,1100,4457,0.18074,0.20389
1992,Urban regions,female,Not Working,0.41422,1926,4457,0.39976,0.42869
1992,Rural regions,male,Full Time,0.49580,1450,2193,0.47487,0.51673
1992,Rural regions,male,Part Time,0.11227,300,2193,0.09906,0.12549
1992,Rural regions,male,Not Working,0.20432,443,2193,0.18744,0.22120
1992,Rural regions,female,Full Time,0.22182,796,2334,0.20496,0.23867
1992,Rural regions,female,Part Time,0.20238,613,2334,0.18607,0.21868
1992,Rural regions,female,Not Working,0.39686,925,2334,0.37700,0.41671
1993,Urban regions,male,Full Time,0.50336,2744,4196,0.48823,0.51849
1993,Urban regions,male,Part Time,0.09060,488,4196,0.08191,0.09928
1993,Urban regions,male,Not Working,0.21990,964,4196,0.20736,0.23243
1993,Urban regions,female,Full Time,0.22869,1374,4413,0.21630,0.24109
1993,Urban regions,female,Part Time,0.19975,1119,4413,0.18795,0.21154
1993,Urban regions,female,Not Working,0.40952,1920,4413,0.39501,0.42403
1993,Rural regions,male,Full Time,0.48906,1395,2169,0.46802,0.51011
1993,Rural regions,male,Part Time,0.10074,278,2169,0.08807,0.11341
1993,Rural regions,male,Not Working,0.22638,496,2169,0.20877,0.24400
1993,Rural regions,female,Full Time,0.20486,735,2325,0.18845,0.22127
1993,Rural regions,female,Part Time,0.18860,566,2325,0.17270,0.20451
1993,Rural regions,female,Not Working,0.42535,1024,2325,0.40525,0.44545
1994,Urban regions,male,Full Time,0.48981,2613,4091,0.47449,0.50513
1994,Urban regions,male,Part Time,0.08776,467,4091,0.07909,0.09644
1994,Urban regions,male,Not Working,0.23428,1011,4091,0.22130,0.24726
1994,Urban regions,female,Full Time,0.21748,1289,4389,0.20528,0.22969
1994,Urban regions,female,Part Time,0.19679,1101,4389,0.18503,0.20856
1994,Urban regions,female,Not Working,0.42588,1999,4389,0.41125,0.44051
1994,Rural regions,male,Full Time,0.47174,1345,2124,0.45050,0.49297
1994,Rural regions,male,Part Time,0.10182,261,2124,0.08895,0.11468
1994,Rural regions,male,Not Working,0.23532,518,2124,0.21727,0.25336
1994,Rural regions,female,Full Time,0.20393,719,2270,0.18735,0.22051
1994,Rural regions,female,Part Time,0.18502,533,2270,0.16904,0.20100
1994,Rural regions,female,Not Working,0.42912,1018,2270,0.40875,0.44948
1995,Urban regions,male,Full Time,0.46039,2554,4203,0.44532,0.47546
1995,Urban regions,male,Part Time,0.10884,585,4203,0.09942,0.11825
1995,Urban regions,male,Not Working,0.24177,1064,4203,0.22883,0.25472
1995,Urban regions,female,Full Time,0.20185,1229,4535,0.19017,0.21353
1995,Urban regions,female,Part Time,0.20093,1183,4535,0.18927,0.21260
1995,Urban regions,female,Not Working,0.43870,2123,4535,0.42426,0.45315
1995,Rural regions,male,Full Time,0.45486,1373,2207,0.43408,0.47564
1995,Rural regions,male,Part Time,0.10737,270,2207,0.09445,0.12029
1995,Rural regions,male,Not Working,0.24599,564,2207,0.22802,0.26396
1995,Rural regions,female,Full Time,0.20234,738,2341,0.18607,0.21862
1995,Rural regions,female,Part Time,0.18045,563,2341,0.16487,0.19603
1995,Rural regions,female,Not Working,0.43037,1040,2341,0.41031,0.45043
1996,Urban regions,male,Full Time,0.46145,2473,4104,0.44620,0.47670
1996,Urban regions,male,Part Time,0.10957,596,4104,0.10001,0.11912
1996,Urban regions,male,Not Working,0.23999,1035,4104,0.22693,0.25306
1996,Urban regions,female,Full Time,0.20088,1182,4439,0.18910,0.21267
1996,Urban regions,female,Part Time,0.20551,1223,4439,0.19362,0.21740
1996,Urban regions,female,Not Working,0.43369,2034,4439,0.41911,0.44827
1996,Rural regions,male,Full Time,0.45271,1356,2189,0.43185,0.47357
1996,Rural regions,male,Part Time,0.11278,290,2189,0.09952,0.12603
1996,Rural regions,male,Not Working,0.24488,543,2189,0.22686,0.26290
1996,Rural regions,female,Full Time,0.20200,722,2316,0.18565,0.21836
1996,Rural regions,female,Part Time,0.18786,581,2316,0.17195,0.20377
1996,Rural regions,female,Not Working,0.43156,1013,2316,0.41138,0.45174
1997,Urban regions,male,Full Time,0.45782,2409,4057,0.44249,0.47315
1997,Urban regions,male,Part Time,0.10841,567,4057,0.09884,0.11798
1997,Urban regions,male,Not Working,0.24748,1081,4057,0.23420,0.26076
1997,Urban regions,female,Full Time,0.20421,1174,4333,0.19221,0.21622
1997,Urban regions,female,Part Time,0.19596,1132,4333,0.18414,0.20778
1997,Urban regions,female,Not Working,0.44176,2027,4333,0.42697,0.45655
1997,Rural regions,male,Full Time,0.43669,1289,2152,0.41573,0.45765
1997,Rural regions,male,Part Time,0.12360,307,2152,0.10969,0.13751
1997,Rural regions,male,Not Working,0.25134,556,2152,0.23301,0.26968
1997,Rural regions,female,Full Time,0.19798,712,2287,0.18165,0.21432
1997,Rural regions,female,Part Time,0.18571,537,2287,0.16977,0.20165
1997,Rural regions,female,Not Working,0.43576,1038,2287,0.41543,0.45609
1998,Urban regions,male,Full Time,0.45163,2568,4475,0.43705,0.46621
1998,Urban regions,male,Part Time,0.11245,648,4475,0.10319,0.12170
1998,Urban regions,male,Not Working,0.25661,1259,4475,0.24381,0.26941
1998,Urban regions,female,Full Time,0.19663,1273,4815,0.18541,0.20786
1998,Urban regions,female,Part Time,0.20288,1256,4815,0.19152,0.21424
1998,Urban regions,female,Not Working,0.44211,2286,4815,0.42808,0.45614
1998,Rural regions,male,Full Time,0.43279,1394,2414,0.41302,0.45256
1998,Rural regions,male,Part Time,0.10723,358,2414,0.09489,0.11958
1998,Rural regions,male,Not Working,0.26969,662,2414,0.25198,0.28740
1998,Rural regions,female,Full Time,0.19436,749,2536,0.17896,0.20977
1998,Rural regions,female,Part Time,0.18175,609,2536,0.16674,0.19677
1998,Rural regions,female,Not Working,0.44412,1178,2536,0.42478,0.46346
1999,Urban regions,male,Full Time,0.46119,2531,4291,0.44627,0.47610
1999,Urban regions,male,Part Time,0.11936,636,4291,0.10966,0.12906
1999,Urban regions,male,Not Working,0.24372,1124,4291,0.23087,0.25657
1999,Urban regions,female,Full Time,0.20137,1223,4603,0.18979,0.21296
1999,Urban regions,female,Part Time,0.22139,1302,4603,0.20940,0.23339
1999,Urban regions,female,Not Working,0.41728,2078,4603,0.40303,0.43152
1999,Rural regions,male,Full Time,0.43551,1353,2318,0.41532,0.45570
1999,Rural regions,male,Part Time,0.12211,354,2318,0.10878,0.13544
1999,Rural regions,male,Not Working,0.25395,611,2318,0.23623,0.27168
1999,Rural regions,female,Full Time,0.19467,727,2462,0.17902,0.21031
1999,Rural regions,female,Part Time,0.19735,639,2462,0.18162,0.21307
1999,Rural regions,female,Not Working,0.43291,1096,2462,0.41333,0.45249
2000,Urban regions,male,Full Time,0.46876,4415,7535,0.45749,0.48003
2000,Urban regions,male,Part Time,0.10884,1011,7535,0.10181,0.11587
2000,Urban regions,male,Not Working,0.24136,2109,7535,0.23170,0.25102
2000,Urban regions,female,Full Time,0.20239,2087,8215,0.19370,0.21108
2000,Urban regions,female,Part Time,0.22368,2343,8215,0.21466,0.23269
2000,Urban regions,female,Not Working,0.41321,3785,8215,0.40256,0.42386
2000,Rural regions,male,Full Time,0.45475,2351,4051,0.43941,0.47008
2000,Rural regions,male,Part Time,0.10899,539,4051,0.09939,0.11858
2000,Rural regions,male,Not Working,0.25360,1161,4051,0.24020,0.26700
2000,Rural regions,female,Full Time,0.20987,1219,4311,0.19771,0.22203
2000,Rural regions,female,Part Time,0.20748,1149,4311,0.19537,0.21959
2000,Rural regions,female,Not Working,0.41416,1943,4311,0.39946,0.42887
2001,Urban regions,male,Full Time,0.46424,3989,6838,0.45242,0.47606
2001,Urban regions,male,Part Time,0.11184,917,6838,0.10437,0.11931
2001,Urban regions,male,Not Working,0.24143,1932,6838,0.23129,0.25158
2001,Urban regions,female,Full Time,0.20416,1899,7498,0.19504,0.21328
2001,Urban regions,female,Part Time,0.23970,2300,7498,0.23003,0.24936
2001,Urban regions,female,Not Working,0.39546,3299,7498,0.38439,0.40652
2001,Rural regions,male,Full Time,0.44973,2083,3687,0.43367,0.46579
2001,Rural regions,male,Part Time,0.11510,507,3687,0.10480,0.12541
2001,Rural regions,male,Not Working,0.26365,1097,3687,0.24943,0.27788
2001,Rural regions,female,Full Time,0.21024,1089,3898,0.19745,0.22303
2001,Rural regions,female,Part Time,0.21212,1071,3898,0.19929,0.22496
2001,Rural regions,female,Not Working,0.40908,1738,3898,0.39365,0.42452
2002,Urban regions,male,Full Time,0.45017,4319,7368,0.43881,0.46153
2002,Urban regions,male,Part Time,0.11542,1012,7368,0.10812,0.12272
2002,Urban regions,male,Not Working,0.25503,2037,7368,0.24507,0.26498
2002,Urban regions,female,Full Time,0.19577,2044,7936,0.18704,0.20450
2002,Urban regions,female,Part Time,0.24314,2526,7936,0.23370,0.25258
2002,Urban regions,female,Not Working,0.40264,3366,7936,0.39185,0.41343
2002,Rural regions,male,Full Time,0.44351,2114,3760,0.42762,0.45939
2002,Rural regions,male,Part Time,0.11141,516,3760,0.10135,0.12147
2002,Rural regions,male,Not Working,0.27169,1130,3760,0.25747,0.28591
2002,Rural regions,female,Full Time,0.19890,1092,3963,0.18647,0.21133
2002,Rural regions,female,Part Time,0.23123,1163,3963,0.21810,0.24436
2002,Rural regions,female,Not Working,0.40516,1708,3963,0.38987,0.42044
2003,Urban regions,male,Full Time,0.43656,3991,7089,0.42501,0.44810
2003,Urban regions,male,Part Time,0.12087,1036,7089,0.11328,0.12845
2003,Urban regions,male,Not Working,0.26604,2062,7089,0.25575,0.27633
2003,Urban regions,female,Full Time,0.19131,1908,7675,0.18251,0.20011
2003,Urban regions,female,Part Time,0.24345,2478,7675,0.23385,0.25305
2003,Urban regions,female,Not Working,0.40509,3289,7675,0.39411,0.41608
2003,Rural regions,male,Full Time,0.42901,1982,3588,0.41281,0.44521
2003,Rural regions,male,Part Time,0.11958,489,3588,0.10897,0.13020
2003,Rural regions,male,Not Working,0.27993,1117,3588,0.26524,0.29462
2003,Rural regions,female,Full Time,0.19724,1033,3814,0.18461,0.20987
2003,Rural regions,female,Part Time,0.22968,1111,3814,0.21633,0.24303
2003,Rural regions,female,Not Working,0.41463,1670,3814,0.39899,0.43026
2004,Urban regions,male,Full Time,0.42982,3781,6880,0.41812,0.44152
2004,Urban regions,male,Part Time,0.11772,985,6880,0.11011,0.12534
2004,Urban regions,male,Not Working,0.27883,2114,6880,0.26823,0.28942
2004,Urban regions,female,Full Time,0.18748,1839,7498,0.17865,0.19632
2004,Urban regions,female,Part Time,0.24892,2398,7498,0.23913,0.25871
2004,Urban regions,female,Not Working,0.40677,3261,7498,0.39565,0.41789
2004,Rural regions,male,Full Time,0.41895,1864,3501,0.40260,0.43529
2004,Rural regions,male,Part Time,0.12347,509,3501,0.11257,0.13436
2004,Rural regions,male,Not Working,0.29470,1128,3501,0.27960,0.30981
2004,Rural regions,female,Full Time,0.20059,975,3735,0.18774,0.21343
2004,Rural regions,female,Part Time,0.23336,1116,3735,0.21979,0.24693
2004,Rural regions,female,Not Working,0.41214,1644,3735,0.39636,0.42793
2005,Urban regions,male,Full Time,0.43668,3600,6572,0.42469,0.44867
2005,Urban regions,male,Part Time,0.12240,909,6572,0.11448,0.13033
2005,Urban regions,male,Not Working,0.27227,2063,6572,0.26151,0.28303
2005,Urban regions,female,Full Time,0.20003,1785,7212,0.19079,0.20926
2005,Urban regions,female,Part Time,0.25087,2318,7212,0.24086,0.26087
2005,Urban regions,female,Not Working,0.39930,3109,7212,0.38800,0.41061
2005,Rural regions,male,Full Time,0.42813,1751,3327,0.41132,0.44495
2005,Rural regions,male,Part Time,0.12522,473,3327,0.11397,0.13646
2005,Rural regions,male,Not Working,0.28423,1103,3327,0.26890,0.29955
2005,Rural regions,female,Full Time,0.19132,897,3588,0.17845,0.20419
2005,Rural regions,female,Part Time,0.25228,1111,3588,0.23807,0.26650
2005,Rural regions,female,Not Working,0.40572,1580,3588,0.38965,0.42179
2006,Urban regions,male,Full Time,0.43663,3758,6988,0.42500,0.44826
2006,Urban regions,male,Part Time,0.11935,910,6988,0.11175,0.12695
2006,Urban regions,male,Not Working,0.28118,2320,6988,0.27064,0.29173
2006,Urban regions,female,Full Time,0.19661,1858,7688,0.18772,0.20549
2006,Urban regions,female,Part Time,0.24394,2406,7688,0.23434,0.25355
2006,Urban regions,female,Not Working,0.40817,3424,7688,0.39718,0.41916
2006,Rural regions,male,Full Time,0.42008,1847,3643,0.40405,0.43611
2006,Rural regions,male,Part Time,0.12270,506,3643,0.11205,0.13336
2006,Rural regions,male,Not Working,0.29272,1290,3643,0.27794,0.30750
2006,Rural regions,female,Full Time,0.19391,968,3952,0.18158,0.20624
2006,Rural regions,female,Part Time,0.24433,1197,3952,0.23093,0.25773
2006,Rural regions,female,Not Working,0.41530,1787,3952,0.39993,0.43067
2007,Urban regions,male,Full Time,0.43652,3464,6500,0.42446,0.44858
2007,Urban regions,male,Part Time,0.11614,832,6500,0.10835,0.12393
2007,Urban regions,male,Not Working,0.28559,2204,6500,0.27460,0.29657
2007,Urban regions,female,Full Time,0.19253,1697,7205,0.18342,0.20163
2007,Urban regions,female,Part Time,0.25626,2326,7205,0.24618,0.26635
2007,Urban regions,female,Not Working,0.40192,3182,7205,0.39060,0.41324
2007,Rural regions,male,Full Time,0.43713,1772,3452,0.42058,0.45368
2007,Rural regions,male,Part Time,0.11638,456,3452,0.10568,0.12708
2007,Rural regions,male,Not Working,0.28937,1224,3452,0.27424,0.30450
2007,Rural regions,female,Full Time,0.20293,934,3693,0.18996,0.21590
2007,Rural regions,female,Part Time,0.23910,1097,3693,0.22534,0.25285
2007,Rural regions,female,Not Working,0.42444,1662,3693,0.40850,0.44039
2008,Urban regions,male,Full Time,0.44792,3262,6100,0.43544,0.46040
2008,Urban regions,male,Part Time,0.11742,808,6100,0.10934,0.12550
2008,Urban regions,male,Not Working,0.27656,2030,6100,0.26534,0.28779
2008,Urban regions,female,Full Time,0.20602,1655,6773,0.19639,0.21566
2008,Urban regions,female,Part Time,0.25120,2149,6773,0.24087,0.26153
2008,Urban regions,female,Not Working,0.39666,2969,6773,0.38501,0.40831
2008,Rural regions,male,Full Time,0.44295,1694,3236,0.42583,0.46007
2008,Rural regions,male,Part Time,0.11569,393,3236,0.10466,0.12671
2008,Rural regions,male,Not Working,0.28661,1149,3236,0.27103,0.30220
2008,Rural regions,female,Full Time,0.20884,877,3462,0.19529,0.22238
2008,Rural regions,female,Part Time,0.25114,1056,3462,0.23669,0.26558
2008,Rural regions,female,Not Working,0.41093,1529,3462,0.39454,0.42732
2009,Urban regions,male,Full Time,0.44905,2974,5651,0.43608,0.46202
2009,Urban regions,male,Part Time,0.12075,761,5651,0.11225,0.12925
2009,Urban regions,male,Not Working,0.27967,1916,5651,0.26797,0.29138
2009,Urban regions,female,Full Time,0.20630,1553,6237,0.19625,0.21634
2009,Urban regions,female,Part Time,0.27358,2038,6237,0.26251,0.28464
2009,Urban regions,female,Not Working,0.37565,2646,6237,0.36363,0.38767
2009,Rural regions,male,Full Time,0.44510,1607,3077,0.42754,0.46267
2009,Rural regions,male,Part Time,0.11922,409,3077,0.10777,0.13068
2009,Rural regions,male,Not Working,0.27757,1061,3077,0.26174,0.29339
2009,Rural regions,female,Full Time,0.21489,869,3289,0.20085,0.22893
2009,Rural regions,female,Part Time,0.26344,1007,3289,0.24839,0.27850
2009,Rural regions,female,Not Working,0.39174,1413,3289,0.37506,0.40843
2010,Urban regions,male,Full Time,0.44533,4133,7207,0.43386,0.45681
2010,Urban regions,male,Part Time,0.12256,1026,7207,0.11498,0.13013
2010,Urban regions,male,Not Working,0.27673,2048,7207,0.26640,0.28706
2010,Urban regions,female,Full Time,0.21559,1896,8695,0.20695,0.22423
2010,Urban regions,female,Part Time,0.26206,3132,8695,0.25281,0.27130
2010,Urban regions,female,Not Working,0.38001,3667,8695,0.36980,0.39021
2010,Rural regions,male,Full Time,0.44256,2188,3880,0.42693,0.45819
2010,Rural regions,male,Part Time,0.12236,535,3880,0.11205,0.13267
2010,Rural regions,male,Not Working,0.28638,1157,3880,0.27215,0.30061
2010,Rural regions,female,Full Time,0.22351,1028,4546,0.21140,0.23562
2010,Rural regions,female,Part Time,0.26657,1644,4546,0.25372,0.27943
2010,Rural regions,female,Not Working,0.37420,1874,4546,0.36013,0.38826
2011,Urban regions,male,Full Time,0.44325,4631,8362,0.43260,0.45390
2011,Urban regions,male,Part Time,0.12753,1205,8362,0.12038,0.13467
2011,Urban regions,male,Not Working,0.26908,2526,8362,0.25957,0.27859
2011,Urban regions,female,Full Time,0.21916,2158,10179,0.21112,0.22719
2011,Urban regions,female,Part Time,0.25590,3732,10179,0.24742,0.26438
2011,Urban regions,female,Not Working,0.37922,4289,10179,0.36979,0.38864
2011,Rural regions,male,Full Time,0.45248,2600,4767,0.43835,0.46661
2011,Rural regions,male,Part Time,0.11482,682,4767,0.10577,0.12388
2011,Rural regions,male,Not Working,0.27900,1485,4767,0.26627,0.29174
2011,Rural regions,female,Full Time,0.22324,1241,5592,0.21233,0.23416
2011,Rural regions,female,Part Time,0.26612,2041,5592,0.25454,0.27770
2011,Rural regions,female,Not Working,0.36982,2310,5592,0.35717,0.38248
2012,Urban regions,male,Full Time,0.43986,4396,8075,0.42904,0.45069
2012,Urban regions,male,Part Time,0.13119,1168,8075,0.12382,0.13855
2012,Urban regions,male,Not Working,0.26797,2511,8075,0.25831,0.27763
2012,Urban regions,female,Full Time,0.21995,2166,9810,0.21175,0.22814
2012,Urban regions,female,Part Time,0.26348,3665,9810,0.25476,0.27219
2012,Urban regions,female,Not Working,0.37224,3979,9810,0.36267,0.38180
2012,Rural regions,male,Full Time,0.45599,2573,4738,0.44181,0.47017
2012,Rural regions,male,Part Time,0.10158,598,4738,0.09298,0.11018
2012,Rural regions,male,Not Working,0.29360,1567,4738,0.28063,0.30657
2012,Rural regions,female,Full Time,0.22646,1292,5543,0.21544,0.23748
2012,Rural regions,female,Part Time,0.26444,2023,5543,0.25283,0.27605
2012,Rural regions,female,Not Working,0.36996,2228,5543,0.35725,0.38267
2013,Urban regions,male,Full Time,0.38824,4044,9329,0.37835,0.39813
2013,Urban regions,male,Part Time,0.10543,1112,9329,0.09920,0.11166
2013,Urban regions,male,Not Working,0.34648,4173,9329,0.33682,0.35613
2013,Urban regions,female,Full Time,0.20270,2118,11179,0.19524,0.21015
2013,Urban regions,female,Part Time,0.23342,3481,11179,0.22558,0.24126
2013,Urban regions,female,Not Working,0.41788,5580,11179,0.40874,0.42703
2013,Rural regions,male,Full Time,0.41178,2355,4926,0.39804,0.42553
2013,Rural regions,male,Part Time,0.11376,597,4926,0.10489,0.12262
2013,Rural regions,male,Not Working,0.32732,1974,4926,0.31422,0.34043
2013,Rural regions,female,Full Time,0.20764,1199,5749,0.19715,0.21812
2013,Rural regions,female,Part Time,0.26313,1968,5749,0.25174,0.27451
2013,Rural regions,female,Not Working,0.39754,2582,5749,0.38489,0.41019
2014,Urban regions,male,Full Time,0.43025,4353,8251,0.41957,0.44094
2014,Urban regions,male,Part Time,0.13471,1302,8251,0.12734,0.14208
2014,Urban regions,male,Not Working,0.27821,2596,8251,0.26854,0.28788
2014,Urban regions,female,Full Time,0.22017,2309,9791,0.21196,0.22838
2014,Urban regions,female,Part Time,0.27149,3705,9791,0.26268,0.28030
2014,Urban regions,female,Not Working,0.36222,3777,9791,0.35270,0.37174
2014,Rural regions,male,Full Time,0.44030,2363,4473,0.42575,0.45485
2014,Rural regions,male,Part Time,0.11910,628,4473,0.10961,0.12860
2014,Rural regions,male,Not Working,0.29759,1482,4473,0.28419,0.31099
2014,Rural regions,female,Full Time,0.21355,1198,5139,0.20235,0.22476
2014,Rural regions,female,Part Time,0.27709,1909,5139,0.26486,0.28933
2014,Rural regions,female,Not Working,0.37555,2032,5139,0.36231,0.38879
2015,Urban regions,male,Full Time,0.42752,4041,8186,0.41680,0.43824
2015,Urban regions,male,Part Time,0.12608,1193,8186,0.11889,0.13327
2015,Urban regions,male,Not Working,0.29363,2952,8186,0.28376,0.30349
2015,Urban regions,female,Full Time,0.21323,2135,9681,0.20507,0.22139
2015,Urban regions,female,Part Time,0.27286,3450,9681,0.26398,0.28173
2015,Urban regions,female,Not Working,0.37073,4096,9681,0.36110,0.38035
2015,Rural regions,male,Full Time,0.44224,2217,4401,0.42757,0.45692
2015,Rural regions,male,Part Time,0.11554,604,4401,0.10610,0.12499
2015,Rural regions,male,Not Working,0.29143,1580,4401,0.27800,0.30486
2015,Rural regions,female,Full Time,0.21030,1122,5074,0.19909,0.22152
2015,Rural regions,female,Part Time,0.28670,1863,5074,0.27426,0.29915
2015,Rural regions,female,Not Working,0.36908,2089,5074,0.35580,0.38236
2016,Urban regions,male,Full Time,0.42929,3825,8639,0.41885,0.43972
2016,Urban regions,male,Part Time,0.13322,1208,8639,0.12606,0.14039
2016,Urban regions,male,Not Working,0.28045,3606,8639,0.27097,0.28992
2016,Urban regions,female,Full Time,0.22457,2109,9698,0.21626,0.23287
2016,Urban regions,female,Part Time,0.28002,3362,9698,0.27108,0.28896
2016,Urban regions,female,Not Working,0.35348,4227,9698,0.34396,0.36299
2016,Rural regions,male,Full Time,0.45010,2116,4592,0.43571,0.46449
