year,age_gr,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,17-29 y.,Urban regions,Full Time,0.48822,1080,2302,0.46779,0.50864
1988,17-29 y.,Urban regions,Part Time,0.23961,524,2302,0.22217,0.25705
1988,17-29 y.,Urban regions,Not Working,0.27218,698,2302,0.25399,0.29036
1988,17-29 y.,Rural regions,Full Time,0.49000,275,571,0.44897,0.53104
1988,17-29 y.,Rural regions,Part Time,0.26002,148,571,0.22401,0.29603
1988,17-29 y.,Rural regions,Not Working,0.24998,148,571,0.21443,0.28552
1988,30-45 y.,Urban regions,Full Time,0.59592,1345,2334,0.57601,0.61583
1988,30-45 y.,Urban regions,Part Time,0.20721,484,2334,0.19076,0.22366
1988,30-45 y.,Urban regions,Not Working,0.19687,505,2334,0.18074,0.21301
1988,30-45 y.,Rural regions,Full Time,0.54264,347,618,0.50333,0.58195
1988,30-45 y.,Rural regions,Part Time,0.27611,159,618,0.24084,0.31139
1988,30-45 y.,Rural regions,Not Working,0.18124,112,618,0.15085,0.21164
1988,46-65 y.,Urban regions,Full Time,0.46351,1226,2487,0.44391,0.48312
1988,46-65 y.,Urban regions,Part Time,0.15691,381,2487,0.14261,0.17120
1988,46-65 y.,Urban regions,Not Working,0.37958,880,2487,0.36050,0.39866
1988,46-65 y.,Rural regions,Full Time,0.43970,291,624,0.40072,0.47867
1988,46-65 y.,Rural regions,Part Time,0.19435,117,624,0.16328,0.22542
1988,46-65 y.,Rural regions,Not Working,0.36595,216,624,0.32813,0.40378
1988,66 and older,Urban regions,Not Working,0.96059,747,747,0.94662,0.97455
1988,66 and older,Rural regions,Not Working,0.96060,241,241,0.93598,0.98521
1989,17-29 y.,Urban regions,Full Time,0.48696,1100,2271,0.46640,0.50753
1989,17-29 y.,Urban regions,Part Time,0.22475,479,2271,0.20757,0.24192
1989,17-29 y.,Urban regions,Not Working,0.28829,692,2271,0.26965,0.30692
1989,17-29 y.,Rural regions,Full Time,0.51562,286,558,0.47412,0.55712
1989,17-29 y.,Rural regions,Part Time,0.23697,138,558,0.20166,0.27229
1989,17-29 y.,Rural regions,Not Working,0.24741,134,558,0.21157,0.28324
1989,30-45 y.,Urban regions,Full Time,0.61899,1348,2271,0.59901,0.63897
1989,30-45 y.,Urban regions,Part Time,0.19449,457,2271,0.17820,0.21077
1989,30-45 y.,Urban regions,Not Working,0.18653,466,2271,0.17050,0.20255
1989,30-45 y.,Rural regions,Full Time,0.54315,322,571,0.50225,0.58404
1989,30-45 y.,Rural regions,Part Time,0.26394,141,571,0.22776,0.30013
1989,30-45 y.,Rural regions,Not Working,0.19291,108,571,0.16051,0.22530
1989,46-65 y.,Urban regions,Full Time,0.47117,1188,2396,0.45118,0.49116
1989,46-65 y.,Urban regions,Part Time,0.15318,362,2396,0.13876,0.16761
1989,46-65 y.,Urban regions,Not Working,0.37565,846,2396,0.35625,0.39505
1989,46-65 y.,Rural regions,Full Time,0.43652,278,586,0.39633,0.47672
1989,46-65 y.,Rural regions,Part Time,0.18330,101,586,0.15195,0.21466
1989,46-65 y.,Rural regions,Not Working,0.38017,207,586,0.34083,0.41951
1989,66 and older,Urban regions,Not Working,0.95907,729,729,0.94468,0.97346
1989,66 and older,Rural regions,Not Working,0.95801,235,235,0.93231,0.98371
1990,17-29 y.,Urban regions,Full Time,0.45128,1053,2148,0.43023,0.47233
1990,17-29 y.,Urban regions,Part Time,0.21891,487,2148,0.20142,0.23640
1990,17-29 y.,Urban regions,Not Working,0.22395,608,2148,0.20631,0.24158
1990,17-29 y.,Rural regions,Full Time,0.29925,299,569,0.26159,0.33691
1990,17-29 y.,Rural regions,Part Time,0.13098,134,569,0.10323,0.15872
1990,17-29 y.,Rural regions,Not Working,0.15241,136,569,0.12285,0.18197
1990,30-45 y.,Urban regions,Full Time,0.55259,1342,2244,0.53201,0.57316
1990,30-45 y.,Urban regions,Part Time,0.18479,462,2244,0.16873,0.20085
1990,30-45 y.,Urban regions,Not Working,0.16311,440,2244,0.14782,0.17840
1990,30-45 y.,Rural regions,Full Time,0.32890,323,548,0.28953,0.36828
1990,30-45 y.,Rural regions,Part Time,0.14753,132,548,0.11781,0.17725
1990,30-45 y.,Rural regions,Not Working,0.09861,93,548,0.07362,0.12359
1990,46-65 y.,Urban regions,Full Time,0.41819,1116,2323,0.39812,0.43825
1990,46-65 y.,Urban regions,Part Time,0.15242,377,2323,0.13780,0.16704
1990,46-65 y.,Urban regions,Not Working,0.32901,830,2323,0.30990,0.34812
1990,46-65 y.,Rural regions,Full Time,0.26445,277,591,0.22886,0.30003
1990,46-65 y.,Rural regions,Part Time,0.10831,104,591,0.08323,0.13338
1990,46-65 y.,Rural regions,Not Working,0.22538,210,591,0.19167,0.25910
1990,66 and older,Urban regions,Not Working,0.88225,756,756,0.85926,0.90524
1990,66 and older,Rural regions,Not Working,0.60704,240,240,0.54512,0.66896
1991,17-29 y.,Urban regions,Full Time,0.46066,1052,2097,0.43932,0.48200
1991,17-29 y.,Urban regions,Part Time,0.20819,463,2097,0.19081,0.22558
1991,17-29 y.,Urban regions,Not Working,0.21938,582,2097,0.20167,0.23710
1991,17-29 y.,Rural regions,Full Time,0.28616,293,588,0.24960,0.32273
1991,17-29 y.,Rural regions,Part Time,0.15507,148,588,0.12579,0.18435
1991,17-29 y.,Rural regions,Not Working,0.15646,147,588,0.12707,0.18585
1991,30-45 y.,Urban regions,Full Time,0.54742,1357,2257,0.52688,0.56796
1991,30-45 y.,Urban regions,Part Time,0.19417,485,2257,0.17784,0.21049
1991,30-45 y.,Urban regions,Not Working,0.15341,415,2257,0.13854,0.16828
1991,30-45 y.,Rural regions,Full Time,0.33685,331,561,0.29770,0.37600
1991,30-45 y.,Rural regions,Part Time,0.14268,135,561,0.11371,0.17165
1991,30-45 y.,Rural regions,Not Working,0.09737,95,561,0.07282,0.12193
1991,46-65 y.,Urban regions,Full Time,0.41425,1094,2264,0.39395,0.43455
1991,46-65 y.,Urban regions,Part Time,0.15811,384,2264,0.14308,0.17315
1991,46-65 y.,Urban regions,Not Working,0.31739,786,2264,0.29821,0.33657
1991,46-65 y.,Rural regions,Full Time,0.25674,280,589,0.22144,0.29205
1991,46-65 y.,Rural regions,Part Time,0.10823,106,589,0.08312,0.13334
1991,46-65 y.,Rural regions,Not Working,0.20117,203,589,0.16877,0.23358
1991,66 and older,Urban regions,Not Working,0.89493,777,777,0.87335,0.91650
1991,66 and older,Rural regions,Not Working,0.59627,236,236,0.53354,0.65901
1992,17-29 y.,Urban regions,Full Time,0.52846,1211,2359,0.50831,0.54861
1992,17-29 y.,Urban regions,Part Time,0.21186,491,2359,0.19537,0.22836
1992,17-29 y.,Urban regions,Not Working,0.25968,657,2359,0.24198,0.27737
1992,17-29 y.,Rural regions,Full Time,0.49797,590,1179,0.46942,0.52652
1992,17-29 y.,Rural regions,Part Time,0.27938,309,1179,0.25375,0.30500
1992,17-29 y.,Rural regions,Not Working,0.22265,280,1179,0.19890,0.24641
1992,30-45 y.,Urban regions,Full Time,0.62029,1706,2725,0.60207,0.63852
1992,30-45 y.,Urban regions,Part Time,0.22563,601,2725,0.20993,0.24132
1992,30-45 y.,Urban regions,Not Working,0.15408,418,2725,0.14052,0.16764
1992,30-45 y.,Rural regions,Full Time,0.63292,984,1485,0.60840,0.65745
1992,30-45 y.,Rural regions,Part Time,0.25160,349,1485,0.22952,0.27368
1992,30-45 y.,Rural regions,Not Working,0.11548,152,1485,0.09922,0.13174
1992,46-65 y.,Urban regions,Full Time,0.48510,1341,2654,0.46608,0.50412
1992,46-65 y.,Urban regions,Part Time,0.17809,456,2654,0.16353,0.19265
1992,46-65 y.,Urban regions,Not Working,0.33681,857,2654,0.31883,0.35480
1992,46-65 y.,Rural regions,Full Time,0.46421,668,1354,0.43764,0.49079
1992,46-65 y.,Rural regions,Part Time,0.18016,245,1354,0.15968,0.20064
1992,46-65 y.,Rural regions,Not Working,0.35563,441,1354,0.33012,0.38113
1992,66 and older,Urban regions,Not Working,0.98008,909,909,0.97099,0.98917
1992,66 and older,Rural regions,Not Working,0.96689,495,495,0.95111,0.98267
1993,17-29 y.,Urban regions,Full Time,0.49823,1137,2321,0.47788,0.51857
1993,17-29 y.,Urban regions,Part Time,0.23966,541,2321,0.22229,0.25704
1993,17-29 y.,Urban regions,Not Working,0.26211,643,2321,0.24421,0.28001
1993,17-29 y.,Rural regions,Full Time,0.51429,580,1163,0.48555,0.54303
1993,17-29 y.,Rural regions,Part Time,0.23094,279,1163,0.20671,0.25517
1993,17-29 y.,Rural regions,Not Working,0.25477,304,1163,0.22972,0.27982
1993,30-45 y.,Urban regions,Full Time,0.61463,1686,2721,0.59634,0.63292
1993,30-45 y.,Urban regions,Part Time,0.23067,606,2721,0.21484,0.24651
1993,30-45 y.,Urban regions,Not Working,0.15470,429,2721,0.14111,0.16829
1993,30-45 y.,Rural regions,Full Time,0.62471,964,1477,0.60001,0.64942
1993,30-45 y.,Rural regions,Part Time,0.23996,317,1477,0.21817,0.26174
1993,30-45 y.,Rural regions,Not Working,0.13533,196,1477,0.11788,0.15278
1993,46-65 y.,Urban regions,Full Time,0.48036,1290,2620,0.46123,0.49950
1993,46-65 y.,Urban regions,Part Time,0.17393,440,2620,0.15942,0.18845
1993,46-65 y.,Urban regions,Not Working,0.34570,890,2620,0.32749,0.36392
1993,46-65 y.,Rural regions,Full Time,0.41224,581,1330,0.38578,0.43871
1993,46-65 y.,Rural regions,Part Time,0.18658,241,1330,0.16563,0.20752
1993,46-65 y.,Rural regions,Not Working,0.40118,508,1330,0.37483,0.42753
1993,66 and older,Urban regions,Not Working,0.97809,922,922,0.96863,0.98754
1993,66 and older,Rural regions,Not Working,0.97647,512,512,0.96332,0.98961
1994,17-29 y.,Urban regions,Full Time,0.47362,1065,2238,0.45293,0.49431
1994,17-29 y.,Urban regions,Part Time,0.21763,483,2238,0.20053,0.23473
1994,17-29 y.,Urban regions,Not Working,0.30875,690,2238,0.28960,0.32789
1994,17-29 y.,Rural regions,Full Time,0.49269,550,1107,0.46322,0.52215
1994,17-29 y.,Rural regions,Part Time,0.26337,279,1107,0.23741,0.28933
1994,17-29 y.,Rural regions,Not Working,0.24394,278,1107,0.21863,0.26925
1994,30-45 y.,Urban regions,Full Time,0.60764,1634,2702,0.58923,0.62606
1994,30-45 y.,Urban regions,Part Time,0.23040,617,2702,0.21452,0.24628
1994,30-45 y.,Urban regions,Not Working,0.16196,451,2702,0.14807,0.17585
1994,30-45 y.,Rural regions,Full Time,0.60578,930,1446,0.58058,0.63098
1994,30-45 y.,Rural regions,Part Time,0.24730,307,1446,0.22506,0.26955
1994,30-45 y.,Rural regions,Not Working,0.14692,209,1446,0.12867,0.16517
1994,46-65 y.,Urban regions,Full Time,0.45998,1197,2565,0.44069,0.47927
1994,46-65 y.,Urban regions,Part Time,0.18158,445,2565,0.16666,0.19651
1994,46-65 y.,Urban regions,Not Working,0.35844,923,2565,0.33987,0.37700
1994,46-65 y.,Rural regions,Full Time,0.42178,580,1324,0.39516,0.44839
1994,46-65 y.,Rural regions,Part Time,0.15649,201,1324,0.13691,0.17607
1994,46-65 y.,Rural regions,Not Working,0.42174,543,1324,0.39512,0.44835
1994,66 and older,Urban regions,Not Working,0.97543,946,946,0.96556,0.98530
1994,66 and older,Rural regions,Not Working,0.97843,506,506,0.96576,0.99110
1995,17-29 y.,Urban regions,Full Time,0.43829,971,2233,0.41771,0.45888
1995,17-29 y.,Urban regions,Part Time,0.23580,520,2233,0.21819,0.25341
1995,17-29 y.,Urban regions,Not Working,0.32591,742,2233,0.30646,0.34535
1995,17-29 y.,Rural regions,Full Time,0.48057,538,1124,0.45135,0.50980
1995,17-29 y.,Rural regions,Part Time,0.24225,263,1124,0.21719,0.26731
1995,17-29 y.,Rural regions,Not Working,0.27717,323,1124,0.25100,0.30335
1995,30-45 y.,Urban regions,Full Time,0.57420,1646,2894,0.55618,0.59222
1995,30-45 y.,Urban regions,Part Time,0.24797,720,2894,0.23223,0.26371
1995,30-45 y.,Urban regions,Not Working,0.17783,528,2894,0.16390,0.19176
1995,30-45 y.,Rural regions,Full Time,0.58117,940,1546,0.55657,0.60577
1995,30-45 y.,Rural regions,Part Time,0.24615,358,1546,0.22467,0.26763
1995,30-45 y.,Rural regions,Not Working,0.17268,248,1546,0.15383,0.19152
1995,46-65 y.,Urban regions,Full Time,0.43290,1160,2599,0.41385,0.45195
1995,46-65 y.,Urban regions,Part Time,0.20052,507,2599,0.18513,0.21592
1995,46-65 y.,Urban regions,Not Working,0.36658,932,2599,0.34805,0.38511
1995,46-65 y.,Rural regions,Full Time,0.41524,629,1368,0.38912,0.44136
1995,46-65 y.,Rural regions,Part Time,0.16326,200,1368,0.14366,0.18285
1995,46-65 y.,Rural regions,Not Working,0.42150,539,1368,0.39532,0.44768
1995,66 and older,Urban regions,Not Working,0.97106,985,985,0.96058,0.98153
1995,66 and older,Rural regions,Not Working,0.96874,494,494,0.95338,0.98410
1996,17-29 y.,Urban regions,Full Time,0.42682,886,2075,0.40553,0.44810
1996,17-29 y.,Urban regions,Part Time,0.24132,502,2075,0.22291,0.25974
1996,17-29 y.,Urban regions,Not Working,0.33186,687,2075,0.31159,0.35213
1996,17-29 y.,Rural regions,Full Time,0.47838,522,1088,0.44868,0.50807
1996,17-29 y.,Rural regions,Part Time,0.24871,270,1088,0.22301,0.27441
1996,17-29 y.,Rural regions,Not Working,0.27292,296,1088,0.24643,0.29940
1996,30-45 y.,Urban regions,Full Time,0.59051,1683,2912,0.57265,0.60838
1996,30-45 y.,Urban regions,Part Time,0.24598,743,2912,0.23034,0.26163
1996,30-45 y.,Urban regions,Not Working,0.16351,486,2912,0.15007,0.17694
1996,30-45 y.,Rural regions,Full Time,0.58475,943,1523,0.55999,0.60950
1996,30-45 y.,Rural regions,Part Time,0.26490,361,1523,0.24273,0.28707
1996,30-45 y.,Rural regions,Not Working,0.15035,219,1523,0.13239,0.16831
1996,46-65 y.,Urban regions,Full Time,0.42710,1076,2521,0.40779,0.44642
1996,46-65 y.,Urban regions,Part Time,0.21165,543,2521,0.19570,0.22760
1996,46-65 y.,Urban regions,Not Working,0.36125,902,2521,0.34249,0.38001
1996,46-65 y.,Rural regions,Full Time,0.40705,611,1381,0.38113,0.43297
1996,46-65 y.,Rural regions,Part Time,0.17060,232,1381,0.15076,0.19045
1996,46-65 y.,Rural regions,Not Working,0.42234,538,1381,0.39628,0.44840
1996,66 and older,Urban regions,Part Time,0.02592,31,1025,0.01619,0.03565
1996,66 and older,Urban regions,Not Working,0.96764,994,1025,0.95680,0.97848
1996,66 and older,Rural regions,Not Working,0.97539,503,503,0.96183,0.98894
1997,17-29 y.,Urban regions,Full Time,0.42814,853,1975,0.40631,0.44997
1997,17-29 y.,Urban regions,Part Time,0.22606,431,1975,0.20761,0.24451
1997,17-29 y.,Urban regions,Not Working,0.34580,691,1975,0.32482,0.36678
1997,17-29 y.,Rural regions,Full Time,0.45151,499,1054,0.42145,0.48157
1997,17-29 y.,Rural regions,Part Time,0.24433,235,1054,0.21837,0.27028
1997,17-29 y.,Rural regions,Not Working,0.30416,320,1054,0.27638,0.33195
1997,30-45 y.,Urban regions,Full Time,0.59973,1687,2884,0.58185,0.61762
1997,30-45 y.,Urban regions,Part Time,0.23720,700,2884,0.22167,0.25272
1997,30-45 y.,Urban regions,Not Working,0.16307,497,2884,0.14959,0.17656
1997,30-45 y.,Rural regions,Full Time,0.57970,902,1481,0.55455,0.60485
1997,30-45 y.,Rural regions,Part Time,0.26711,341,1481,0.24457,0.28965
1997,30-45 y.,Rural regions,Not Working,0.15319,238,1481,0.13484,0.17154
1997,46-65 y.,Urban regions,Full Time,0.41780,1031,2474,0.39836,0.43724
1997,46-65 y.,Urban regions,Part Time,0.20939,541,2474,0.19335,0.22542
1997,46-65 y.,Urban regions,Not Working,0.37281,902,2474,0.35375,0.39187
1997,46-65 y.,Rural regions,Full Time,0.39530,597,1379,0.36948,0.42111
1997,46-65 y.,Rural regions,Part Time,0.18549,256,1379,0.16497,0.20601
1997,46-65 y.,Rural regions,Not Working,0.41921,526,1379,0.39316,0.44527
1997,66 and older,Urban regions,Not Working,0.96746,1018,1018,0.95655,0.97836
1997,66 and older,Rural regions,Not Working,0.96938,510,510,0.95441,0.98435
1998,17-29 y.,Urban regions,Full Time,0.40062,840,2058,0.37945,0.42180
1998,17-29 y.,Urban regions,Part Time,0.24121,489,2058,0.22272,0.25969
1998,17-29 y.,Urban regions,Not Working,0.35817,729,2058,0.33745,0.37889
1998,17-29 y.,Rural regions,Full Time,0.45260,519,1107,0.42326,0.48193
1998,17-29 y.,Rural regions,Part Time,0.23202,254,1107,0.20714,0.25690
1998,17-29 y.,Rural regions,Not Working,0.31538,334,1107,0.28800,0.34277
1998,30-45 y.,Urban regions,Full Time,0.58144,1843,3181,0.56429,0.59859
1998,30-45 y.,Urban regions,Part Time,0.25310,794,3181,0.23799,0.26821
1998,30-45 y.,Urban regions,Not Working,0.16546,544,3181,0.15254,0.17837
1998,30-45 y.,Rural regions,Full Time,0.56595,955,1646,0.54199,0.58990
1998,30-45 y.,Rural regions,Part Time,0.24711,402,1646,0.22627,0.26795
1998,30-45 y.,Rural regions,Not Working,0.18694,289,1646,0.16810,0.20579
1998,46-65 y.,Urban regions,Full Time,0.42008,1145,2810,0.40183,0.43833
1998,46-65 y.,Urban regions,Part Time,0.20353,588,2810,0.18864,0.21842
1998,46-65 y.,Urban regions,Not Working,0.37639,1077,2810,0.35847,0.39430
1998,46-65 y.,Rural regions,Full Time,0.39416,667,1583,0.37008,0.41824
1998,46-65 y.,Rural regions,Part Time,0.18139,301,1583,0.16240,0.20038
1998,46-65 y.,Rural regions,Not Working,0.42445,615,1583,0.40009,0.44880
1998,66 and older,Urban regions,Part Time,0.02422,33,1228,0.01561,0.03282
1998,66 and older,Urban regions,Not Working,0.96816,1195,1228,0.95834,0.97799
1998,66 and older,Rural regions,Not Working,0.98474,602,602,0.97495,0.99454
1999,17-29 y.,Urban regions,Full Time,0.41203,799,1927,0.39005,0.43401
1999,17-29 y.,Urban regions,Part Time,0.27513,519,1927,0.25518,0.29507
1999,17-29 y.,Urban regions,Not Working,0.31284,609,1927,0.29213,0.33355
1999,17-29 y.,Rural regions,Full Time,0.44056,479,1046,0.41046,0.47066
1999,17-29 y.,Rural regions,Part Time,0.26629,266,1046,0.23949,0.29309
1999,17-29 y.,Rural regions,Not Working,0.29315,301,1046,0.26555,0.32075
1999,30-45 y.,Urban regions,Full Time,0.59722,1821,3099,0.57995,0.61449
1999,30-45 y.,Urban regions,Part Time,0.26451,810,3099,0.24898,0.28004
1999,30-45 y.,Urban regions,Not Working,0.13827,468,3099,0.12611,0.15043
1999,30-45 y.,Rural regions,Full Time,0.57106,962,1614,0.54690,0.59521
1999,30-45 y.,Rural regions,Part Time,0.26507,406,1614,0.24353,0.28661
1999,30-45 y.,Rural regions,Not Working,0.16388,246,1614,0.14581,0.18194
1999,46-65 y.,Urban regions,Full Time,0.43077,1128,2680,0.41202,0.44952
1999,46-65 y.,Urban regions,Part Time,0.21138,558,2680,0.19592,0.22684
1999,46-65 y.,Urban regions,Not Working,0.35785,994,2680,0.33970,0.37600
1999,46-65 y.,Rural regions,Full Time,0.40191,635,1509,0.37716,0.42665
1999,46-65 y.,Rural regions,Part Time,0.20331,308,1509,0.18299,0.22362
1999,46-65 y.,Rural regions,Not Working,0.39479,566,1509,0.37011,0.41946
1999,66 and older,Urban regions,Part Time,0.04269,51,1182,0.03116,0.05422
1999,66 and older,Urban regions,Not Working,0.95463,1131,1182,0.94276,0.96650
1999,66 and older,Rural regions,Not Working,0.97738,594,594,0.96542,0.98935
2000,17-29 y.,Urban regions,Full Time,0.41839,1166,2918,0.40048,0.43629
2000,17-29 y.,Urban regions,Part Time,0.27893,820,2918,0.26266,0.29521
2000,17-29 y.,Urban regions,Not Working,0.30268,932,2918,0.28601,0.31935
2000,17-29 y.,Rural regions,Full Time,0.48383,778,1665,0.45982,0.50784
2000,17-29 y.,Rural regions,Part Time,0.26379,435,1665,0.24262,0.28496
2000,17-29 y.,Rural regions,Not Working,0.25238,452,1665,0.23151,0.27325
2000,30-45 y.,Urban regions,Full Time,0.60487,3172,5397,0.59183,0.61791
2000,30-45 y.,Urban regions,Part Time,0.25388,1384,5397,0.24227,0.26550
2000,30-45 y.,Urban regions,Not Working,0.14124,841,5397,0.13195,0.15054
2000,30-45 y.,Rural regions,Full Time,0.60082,1663,2768,0.58257,0.61907
2000,30-45 y.,Rural regions,Part Time,0.24417,670,2768,0.22816,0.26018
2000,30-45 y.,Rural regions,Not Working,0.15501,435,2768,0.14153,0.16850
2000,46-65 y.,Urban regions,Full Time,0.43311,2141,5089,0.41949,0.44672
2000,46-65 y.,Urban regions,Part Time,0.21331,1073,5089,0.20205,0.22457
2000,46-65 y.,Urban regions,Not Working,0.35358,1875,5089,0.34045,0.36672
2000,46-65 y.,Rural regions,Full Time,0.41358,1114,2678,0.39492,0.43223
2000,46-65 y.,Rural regions,Part Time,0.21252,556,2678,0.19702,0.22801
2000,46-65 y.,Rural regions,Not Working,0.37391,1008,2678,0.35558,0.39224
2000,66 and older,Urban regions,Part Time,0.03481,77,2323,0.02736,0.04227
2000,66 and older,Urban regions,Not Working,0.95708,2246,2323,0.94884,0.96532
2000,66 and older,Rural regions,Not Working,0.96470,1209,1209,0.95429,0.97510
2001,17-29 y.,Urban regions,Full Time,0.41620,1054,2624,0.39734,0.43506
2001,17-29 y.,Urban regions,Part Time,0.29531,773,2624,0.27785,0.31277
2001,17-29 y.,Urban regions,Not Working,0.28849,797,2624,0.27115,0.30583
2001,17-29 y.,Rural regions,Full Time,0.47457,653,1475,0.44908,0.50006
2001,17-29 y.,Rural regions,Part Time,0.27103,404,1475,0.24834,0.29372
2001,17-29 y.,Rural regions,Not Working,0.25440,418,1475,0.23216,0.27663
2001,30-45 y.,Urban regions,Full Time,0.60776,2845,4865,0.59404,0.62148
2001,30-45 y.,Urban regions,Part Time,0.26862,1330,4865,0.25616,0.28108
2001,30-45 y.,Urban regions,Not Working,0.12362,690,4865,0.11437,0.13287
2001,30-45 y.,Rural regions,Full Time,0.59986,1457,2463,0.58051,0.61922
2001,30-45 y.,Rural regions,Part Time,0.25163,628,2463,0.23449,0.26877
2001,30-45 y.,Rural regions,Not Working,0.14851,378,2463,0.13446,0.16255
2001,46-65 y.,Urban regions,Full Time,0.43247,1971,4633,0.41820,0.44674
2001,46-65 y.,Urban regions,Part Time,0.22661,1032,4633,0.21455,0.23866
2001,46-65 y.,Urban regions,Not Working,0.34092,1630,4633,0.32727,0.35457
2001,46-65 y.,Rural regions,Full Time,0.41622,1052,2462,0.39674,0.43569
2001,46-65 y.,Rural regions,Part Time,0.21618,504,2462,0.19992,0.23245
