year,bula_h,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Saxony,Direct migration background,Not Working,0.37496,60,154,0.29825,0.45167
1985,Bremen,No migration background,Not Working,0.61769,54,54,0.48686,0.74852
1985,North Rhine-Westphalia,No migration background,Full Time,0.32736,868,2118,0.30737,0.34734
1985,North Rhine-Westphalia,No migration background,Part Time,0.13191,356,2118,0.11750,0.14633
1985,North Rhine-Westphalia,No migration background,Not Working,0.38639,894,2118,0.36565,0.40713
1985,North Rhine-Westphalia,Direct migration background,Full Time,0.39845,402,800,0.36450,0.43240
1985,North Rhine-Westphalia,Direct migration background,Part Time,0.13472,112,800,0.11104,0.15839
1985,North Rhine-Westphalia,Direct migration background,Not Working,0.36184,286,800,0.32852,0.39516
1985,Hesse,No migration background,Full Time,0.35166,296,703,0.31634,0.38698
1985,Hesse,No migration background,Part Time,0.13384,120,703,0.10866,0.15903
1985,Hesse,No migration background,Not Working,0.38703,287,703,0.35100,0.42306
1985,Hesse,Direct migration background,Full Time,0.38216,219,420,0.33563,0.42869
1985,Hesse,Direct migration background,Part Time,0.19835,71,420,0.16016,0.23653
1985,Hesse,Direct migration background,Not Working,0.36480,130,420,0.31871,0.41089
1985,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.33111,251,634,0.29444,0.36777
1985,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.11268,88,634,0.08805,0.13732
1985,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.43038,295,634,0.39181,0.46896
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.49032,78,114,0.39814,0.58249
1985,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.30481,36,114,0.21994,0.38969
1985,Baden-Wuerttemberg,No migration background,Full Time,0.35267,550,1222,0.32587,0.37947
1985,Baden-Wuerttemberg,No migration background,Part Time,0.14376,226,1222,0.12408,0.16344
1985,Baden-Wuerttemberg,No migration background,Not Working,0.33649,446,1222,0.30998,0.36299
1985,Baden-Wuerttemberg,Direct migration background,Full Time,0.49233,457,785,0.45734,0.52733
1985,Baden-Wuerttemberg,Direct migration background,Part Time,0.14067,111,785,0.11634,0.16501
1985,Baden-Wuerttemberg,Direct migration background,Not Working,0.28373,217,785,0.25218,0.31529
1985,Bavaria,No migration background,Full Time,0.34774,650,1486,0.32351,0.37196
1985,Bavaria,No migration background,Part Time,0.15008,280,1486,0.13192,0.16825
1985,Bavaria,No migration background,Not Working,0.35151,556,1486,0.32722,0.37579
1985,Bavaria,Direct migration background,Full Time,0.39470,214,382,0.34562,0.44378
1985,Bavaria,Direct migration background,Part Time,0.20413,72,382,0.16365,0.24460
1985,Bavaria,Direct migration background,Not Working,0.30755,96,382,0.26121,0.35389
1985,Berlin,No migration background,Full Time,0.34925,112,259,0.29107,0.40742
1985,Berlin,No migration background,Part Time,0.15511,53,259,0.11093,0.19928
1985,Berlin,No migration background,Not Working,0.37796,94,259,0.31879,0.43712
1985,Berlin,Direct migration background,Full Time,0.47544,51,51,0.33701,0.61386
1986,Schleswig-Holstein,No migration background,Full Time,0.33575,118,284,0.28073,0.39077
1986,Schleswig-Holstein,No migration background,Part Time,0.19118,68,284,0.14537,0.23700
1986,Schleswig-Holstein,No migration background,Not Working,0.30451,98,284,0.25089,0.35812
1986,Hamburg,No migration background,Full Time,0.39050,81,158,0.31419,0.46681
1986,Hamburg,No migration background,Not Working,0.44736,77,158,0.36958,0.52514
1986,Hamburg,Direct migration background,Full Time,0.39460,34,34,0.22783,0.56136
1986,Lower Saxony,No migration background,Full Time,0.33105,384,926,0.30072,0.36138
1986,Lower Saxony,No migration background,Part Time,0.13515,154,926,0.11312,0.15718
1986,Lower Saxony,No migration background,Not Working,0.39317,388,926,0.36169,0.42465
1986,Lower Saxony,Direct migration background,Full Time,0.33577,71,172,0.26498,0.40655
1986,Lower Saxony,Direct migration background,Part Time,0.16537,34,172,0.10969,0.22106
1986,Lower Saxony,Direct migration background,Not Working,0.40458,67,172,0.33101,0.47814
1986,Bremen,No migration background,Not Working,0.62728,48,48,0.48904,0.76551
1986,North Rhine-Westphalia,No migration background,Full Time,0.32523,837,2040,0.30490,0.34557
1986,North Rhine-Westphalia,No migration background,Part Time,0.12920,342,2040,0.11464,0.14376
1986,North Rhine-Westphalia,No migration background,Not Working,0.38885,861,2040,0.36769,0.41001
1986,North Rhine-Westphalia,Direct migration background,Full Time,0.42329,405,774,0.38846,0.45812
1986,North Rhine-Westphalia,Direct migration background,Part Time,0.11718,93,774,0.09451,0.13986
1986,North Rhine-Westphalia,Direct migration background,Not Working,0.36839,276,774,0.33439,0.40240
1986,Hesse,No migration background,Full Time,0.34693,281,661,0.31061,0.38324
1986,Hesse,No migration background,Part Time,0.13067,114,661,0.10496,0.15638
1986,Hesse,No migration background,Not Working,0.38769,266,661,0.35052,0.42486
1986,Hesse,Direct migration background,Full Time,0.41018,193,378,0.36053,0.45983
1986,Hesse,Direct migration background,Part Time,0.16524,74,378,0.12775,0.20273
1986,Hesse,Direct migration background,Not Working,0.35978,111,378,0.31134,0.40823
1986,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.33523,262,634,0.29846,0.37201
1986,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.12053,94,634,0.09516,0.14589
1986,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.41590,278,634,0.37750,0.45429
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.46342,77,110,0.36981,0.55704
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.29990,33,110,0.21388,0.38592
1986,Baden-Wuerttemberg,No migration background,Full Time,0.36614,543,1179,0.33863,0.39365
1986,Baden-Wuerttemberg,No migration background,Part Time,0.14724,218,1179,0.12700,0.16747
1986,Baden-Wuerttemberg,No migration background,Not Working,0.32613,418,1179,0.29935,0.35290
1986,Baden-Wuerttemberg,Direct migration background,Full Time,0.49430,441,766,0.45887,0.52973
1986,Baden-Wuerttemberg,Direct migration background,Part Time,0.13973,121,766,0.11516,0.16430
1986,Baden-Wuerttemberg,Direct migration background,Not Working,0.29468,204,766,0.26237,0.32698
1986,Bavaria,No migration background,Full Time,0.35962,621,1369,0.33419,0.38505
1986,Bavaria,No migration background,Part Time,0.14817,259,1369,0.12934,0.16699
1986,Bavaria,No migration background,Not Working,0.33845,489,1369,0.31338,0.36353
1986,Bavaria,Direct migration background,Full Time,0.38804,209,373,0.33852,0.43756
1986,Bavaria,Direct migration background,Part Time,0.21782,71,373,0.17588,0.25977
1986,Bavaria,Direct migration background,Not Working,0.29811,93,373,0.25162,0.34459
1986,Berlin,No migration background,Full Time,0.37746,114,243,0.31638,0.43853
1986,Berlin,No migration background,Part Time,0.13777,45,243,0.09434,0.18119
1986,Berlin,No migration background,Not Working,0.37490,84,243,0.31391,0.43590
1986,Berlin,Direct migration background,Full Time,0.53637,55,55,0.40336,0.66938
1987,Schleswig-Holstein,No migration background,Full Time,0.35502,121,281,0.29897,0.41107
1987,Schleswig-Holstein,No migration background,Part Time,0.15618,60,281,0.11366,0.19870
1987,Schleswig-Holstein,No migration background,Not Working,0.31155,100,281,0.25730,0.36580
1987,Hamburg,No migration background,Full Time,0.41941,74,136,0.33617,0.50265
1987,Hamburg,No migration background,Not Working,0.39987,62,136,0.31723,0.48250
1987,Hamburg,Direct migration background,Full Time,0.39515,32,32,0.22305,0.56725
1987,Lower Saxony,No migration background,Full Time,0.33022,386,926,0.29991,0.36053
1987,Lower Saxony,No migration background,Part Time,0.15692,180,926,0.13348,0.18036
1987,Lower Saxony,No migration background,Not Working,0.36942,360,926,0.33832,0.40052
1987,Lower Saxony,Direct migration background,Full Time,0.41122,80,143,0.33028,0.49215
1987,Lower Saxony,Direct migration background,Not Working,0.36723,63,143,0.28794,0.44651
1987,Bremen,No migration background,Not Working,0.59138,43,43,0.44271,0.74005
1987,North Rhine-Westphalia,No migration background,Full Time,0.33938,860,2013,0.31869,0.36007
1987,North Rhine-Westphalia,No migration background,Part Time,0.12431,317,2013,0.10990,0.13873
1987,North Rhine-Westphalia,No migration background,Not Working,0.38032,836,2013,0.35911,0.40153
1987,North Rhine-Westphalia,Direct migration background,Full Time,0.41876,377,764,0.38376,0.45377
1987,North Rhine-Westphalia,Direct migration background,Part Time,0.14262,118,764,0.11781,0.16743
1987,North Rhine-Westphalia,Direct migration background,Not Working,0.37026,269,764,0.33600,0.40453
1987,Hesse,No migration background,Full Time,0.36666,286,648,0.32953,0.40379
1987,Hesse,No migration background,Part Time,0.13964,116,648,0.11294,0.16635
1987,Hesse,No migration background,Not Working,0.36147,246,648,0.32445,0.39849
1987,Hesse,Direct migration background,Full Time,0.40751,207,394,0.35893,0.45609
1987,Hesse,Direct migration background,Part Time,0.12636,70,394,0.09351,0.15921
1987,Hesse,Direct migration background,Not Working,0.39561,117,394,0.34727,0.44396
1987,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.33924,262,628,0.30218,0.37630
1987,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.12232,94,628,0.09668,0.14797
1987,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.41177,272,628,0.37324,0.45029
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.45646,74,113,0.36421,0.54871
1987,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.30384,39,113,0.21867,0.38902
1987,Baden-Wuerttemberg,No migration background,Full Time,0.38210,552,1158,0.35411,0.41010
1987,Baden-Wuerttemberg,No migration background,Part Time,0.14201,215,1158,0.12190,0.16212
1987,Baden-Wuerttemberg,No migration background,Not Working,0.30928,391,1158,0.28265,0.33591
1987,Baden-Wuerttemberg,Direct migration background,Full Time,0.50597,453,759,0.47038,0.54156
1987,Baden-Wuerttemberg,Direct migration background,Part Time,0.13770,106,759,0.11317,0.16223
1987,Baden-Wuerttemberg,Direct migration background,Not Working,0.29830,200,759,0.26573,0.33087
1987,Bavaria,No migration background,Full Time,0.35708,603,1330,0.33132,0.38284
1987,Bavaria,No migration background,Part Time,0.16027,273,1330,0.14054,0.17999
1987,Bavaria,No migration background,Not Working,0.32554,454,1330,0.30034,0.35073
1987,Bavaria,Direct migration background,Full Time,0.42060,206,359,0.36946,0.47173
1987,Bavaria,Direct migration background,Part Time,0.19050,63,359,0.14982,0.23118
1987,Bavaria,Direct migration background,Not Working,0.31820,90,359,0.26995,0.36645
1987,Berlin,No migration background,Full Time,0.39468,121,244,0.33323,0.45614
1987,Berlin,No migration background,Part Time,0.12996,41,244,0.08768,0.17223
1987,Berlin,No migration background,Not Working,0.37515,82,244,0.31428,0.43603
1987,Berlin,Direct migration background,Full Time,0.48667,58,91,0.38341,0.58994
1987,Berlin,Direct migration background,Not Working,0.22221,33,91,0.13632,0.30810
1988,Schleswig-Holstein,No migration background,Full Time,0.32567,119,277,0.27038,0.38096
1988,Schleswig-Holstein,No migration background,Part Time,0.15268,54,277,0.11024,0.19511
1988,Schleswig-Holstein,No migration background,Not Working,0.32830,104,277,0.27290,0.38370
1988,Hamburg,No migration background,Full Time,0.41567,68,126,0.32927,0.50207
1988,Hamburg,No migration background,Not Working,0.41031,58,126,0.32408,0.49654
1988,Lower Saxony,No migration background,Full Time,0.33685,364,866,0.30535,0.36834
1988,Lower Saxony,No migration background,Part Time,0.14659,161,866,0.12302,0.17016
1988,Lower Saxony,No migration background,Not Working,0.37566,341,866,0.34339,0.40793
1988,Lower Saxony,Direct migration background,Full Time,0.39147,75,167,0.31722,0.46572
1988,Lower Saxony,Direct migration background,Part Time,0.18936,33,167,0.12976,0.24897
1988,Lower Saxony,Direct migration background,Not Working,0.35347,59,167,0.28075,0.42620
1988,Bremen,No migration background,Not Working,0.55038,41,41,0.39622,0.70455
1988,North Rhine-Westphalia,No migration background,Full Time,0.34054,821,1935,0.31942,0.36166
1988,North Rhine-Westphalia,No migration background,Part Time,0.13808,344,1935,0.12271,0.15346
1988,North Rhine-Westphalia,No migration background,Not Working,0.36763,770,1935,0.34614,0.38912
1988,North Rhine-Westphalia,Direct migration background,Full Time,0.39302,334,694,0.35665,0.42938
1988,North Rhine-Westphalia,Direct migration background,Part Time,0.15607,116,694,0.12905,0.18309
1988,North Rhine-Westphalia,Direct migration background,Not Working,0.39245,244,694,0.35609,0.42880
1988,North Rhine-Westphalia,Indirect migration background,Not Working,0.06835,35,35,-0.01647,0.15318
1988,Hesse,No migration background,Full Time,0.33267,251,602,0.29500,0.37034
1988,Hesse,No migration background,Part Time,0.16017,128,602,0.13085,0.18949
1988,Hesse,No migration background,Not Working,0.36083,223,602,0.32244,0.39923
1988,Hesse,Direct migration background,Full Time,0.35656,198,379,0.30827,0.40484
1988,Hesse,Direct migration background,Part Time,0.15770,65,379,0.12096,0.19444
1988,Hesse,Direct migration background,Not Working,0.40321,116,379,0.35376,0.45266
1988,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.34476,253,601,0.30673,0.38279
1988,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.11541,86,601,0.08985,0.14098
1988,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.41740,262,601,0.37794,0.45686
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.46967,67,105,0.37375,0.56559
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.23750,38,105,0.15571,0.31928
1988,Baden-Wuerttemberg,No migration background,Full Time,0.37651,518,1104,0.34791,0.40510
1988,Baden-Wuerttemberg,No migration background,Part Time,0.15278,220,1104,0.13154,0.17401
1988,Baden-Wuerttemberg,No migration background,Not Working,0.31177,366,1104,0.28443,0.33910
1988,Baden-Wuerttemberg,Direct migration background,Full Time,0.49977,409,724,0.46332,0.53622
1988,Baden-Wuerttemberg,Direct migration background,Part Time,0.13559,117,724,0.11063,0.16054
1988,Baden-Wuerttemberg,Direct migration background,Not Working,0.30833,198,724,0.27467,0.34199
1988,Bavaria,No migration background,Full Time,0.36676,580,1246,0.33999,0.39353
1988,Bavaria,No migration background,Part Time,0.16735,263,1246,0.14662,0.18809
1988,Bavaria,No migration background,Not Working,0.30999,403,1246,0.28430,0.33568
1988,Bavaria,Direct migration background,Full Time,0.41040,207,360,0.35952,0.46129
1988,Bavaria,Direct migration background,Part Time,0.22786,68,360,0.18447,0.27125
1988,Bavaria,Direct migration background,Not Working,0.29042,85,360,0.24346,0.33737
1988,Berlin,No migration background,Full Time,0.43730,122,226,0.37248,0.50212
1988,Berlin,No migration background,Part Time,0.12086,33,226,0.07827,0.16345
1988,Berlin,No migration background,Not Working,0.33506,71,226,0.27338,0.39673
1988,Berlin,Direct migration background,Full Time,0.41837,47,78,0.30819,0.52856
1988,Berlin,Direct migration background,Not Working,0.25263,31,78,0.15557,0.34968
1989,Schleswig-Holstein,No migration background,Full Time,0.30880,111,260,0.25254,0.36507
1989,Schleswig-Holstein,No migration background,Part Time,0.16721,53,260,0.12176,0.21266
1989,Schleswig-Holstein,No migration background,Not Working,0.31342,96,260,0.25693,0.36992
1989,Hamburg,No migration background,Full Time,0.46992,72,123,0.38136,0.55849
1989,Hamburg,No migration background,Not Working,0.38464,51,123,0.29831,0.47097
1989,Lower Saxony,No migration background,Full Time,0.34451,355,820,0.31196,0.37706
1989,Lower Saxony,No migration background,Part Time,0.14206,151,820,0.11815,0.16597
1989,Lower Saxony,No migration background,Not Working,0.37817,314,820,0.34496,0.41138
1989,Lower Saxony,Direct migration background,Full Time,0.43030,81,141,0.34828,0.51231
1989,Lower Saxony,Direct migration background,Not Working,0.36332,60,141,0.28365,0.44299
1989,Bremen,No migration background,Full Time,0.26804,32,73,0.16572,0.37035
1989,Bremen,No migration background,Not Working,0.47522,41,73,0.35987,0.59058
1989,North Rhine-Westphalia,No migration background,Full Time,0.34872,814,1865,0.32708,0.37035
1989,North Rhine-Westphalia,No migration background,Part Time,0.13480,325,1865,0.11930,0.15030
1989,North Rhine-Westphalia,No migration background,Not Working,0.36546,726,1865,0.34360,0.38732
1989,North Rhine-Westphalia,Direct migration background,Full Time,0.39891,323,675,0.36194,0.43587
1989,North Rhine-Westphalia,Direct migration background,Part Time,0.14780,101,675,0.12100,0.17459
1989,North Rhine-Westphalia,Direct migration background,Not Working,0.40002,251,675,0.36303,0.43701
1989,North Rhine-Westphalia,Indirect migration background,Not Working,0.09949,42,42,0.00787,0.19111
1989,Hesse,No migration background,Full Time,0.35146,263,611,0.31357,0.38935
1989,Hesse,No migration background,Part Time,0.13696,115,611,0.10968,0.16424
1989,Hesse,No migration background,Not Working,0.37441,233,611,0.33601,0.41282
1989,Hesse,Direct migration background,Full Time,0.35571,187,361,0.30626,0.40517
1989,Hesse,Direct migration background,Part Time,0.15123,63,361,0.11422,0.18824
1989,Hesse,Direct migration background,Not Working,0.41099,111,361,0.36017,0.46182
1989,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.37504,250,565,0.33509,0.41500
1989,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.11631,80,565,0.08985,0.14276
1989,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.39009,235,565,0.34983,0.43034
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.49052,67,103,0.39350,0.58753
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.29366,36,103,0.20527,0.38204
1989,Baden-Wuerttemberg,No migration background,Full Time,0.37499,494,1051,0.34570,0.40427
1989,Baden-Wuerttemberg,No migration background,Part Time,0.16367,221,1051,0.14130,0.18605
1989,Baden-Wuerttemberg,No migration background,Not Working,0.30408,336,1051,0.27626,0.33191
1989,Baden-Wuerttemberg,Direct migration background,Full Time,0.47800,398,699,0.44094,0.51506
1989,Baden-Wuerttemberg,Direct migration background,Part Time,0.15994,117,699,0.13274,0.18713
1989,Baden-Wuerttemberg,Direct migration background,Not Working,0.31292,184,699,0.27852,0.34732
1989,Bavaria,No migration background,Full Time,0.37982,580,1200,0.35235,0.40729
1989,Bavaria,No migration background,Part Time,0.13888,218,1200,0.11931,0.15846
1989,Bavaria,No migration background,Not Working,0.32638,402,1200,0.29984,0.35292
1989,Bavaria,Direct migration background,Full Time,0.42765,201,362,0.37662,0.47869
1989,Bavaria,Direct migration background,Part Time,0.19832,67,362,0.15718,0.23945
1989,Bavaria,Direct migration background,Not Working,0.33122,94,362,0.28266,0.37977
1989,Berlin,No migration background,Full Time,0.40291,108,220,0.33795,0.46787
1989,Berlin,No migration background,Part Time,0.15354,42,220,0.10580,0.20129
1989,Berlin,No migration background,Not Working,0.33980,70,220,0.27707,0.40253
1989,Berlin,Direct migration background,Full Time,0.47005,53,85,0.36331,0.57678
1989,Berlin,Direct migration background,Not Working,0.36564,32,85,0.26265,0.46863
1990,Schleswig-Holstein,No migration background,Full Time,0.30933,98,246,0.25145,0.36721
1990,Schleswig-Holstein,No migration background,Part Time,0.17671,55,246,0.12895,0.22447
1990,Schleswig-Holstein,No migration background,Not Working,0.32887,93,246,0.27004,0.38770
1990,Hamburg,No migration background,Full Time,0.39899,52,98,0.30154,0.49644
1990,Hamburg,No migration background,Not Working,0.38625,46,98,0.28936,0.48315
1990,Lower Saxony,No migration background,Full Time,0.34754,350,804,0.31461,0.38048
1990,Lower Saxony,No migration background,Part Time,0.15772,150,804,0.13251,0.18293
1990,Lower Saxony,No migration background,Not Working,0.36248,304,804,0.32923,0.39573
1990,Lower Saxony,Direct migration background,Full Time,0.43025,74,136,0.34673,0.51377
1990,Lower Saxony,Direct migration background,Not Working,0.37598,62,136,0.29427,0.45769
1990,Bremen,No migration background,Not Working,0.50405,46,46,0.35796,0.65013
1990,North Rhine-Westphalia,No migration background,Full Time,0.36172,806,1803,0.33953,0.38390
1990,North Rhine-Westphalia,No migration background,Part Time,0.13426,312,1803,0.11852,0.15000
1990,North Rhine-Westphalia,No migration background,Not Working,0.34154,685,1803,0.31964,0.36343
1990,North Rhine-Westphalia,Direct migration background,Full Time,0.43606,317,671,0.39851,0.47361
1990,North Rhine-Westphalia,Direct migration background,Part Time,0.12867,94,671,0.10332,0.15402
1990,North Rhine-Westphalia,Direct migration background,Not Working,0.40201,260,671,0.36489,0.43914
1990,North Rhine-Westphalia,Indirect migration background,Not Working,0.11157,45,45,0.01854,0.20460
1990,Hesse,No migration background,Full Time,0.34924,263,606,0.31126,0.38723
1990,Hesse,No migration background,Part Time,0.15614,122,606,0.12722,0.18507
1990,Hesse,No migration background,Not Working,0.35970,221,606,0.32146,0.39794
1990,Hesse,Direct migration background,Full Time,0.35181,186,349,0.30163,0.40198
1990,Hesse,Direct migration background,Part Time,0.17979,64,349,0.13944,0.22013
1990,Hesse,Direct migration background,Not Working,0.39114,99,349,0.33987,0.44241
1990,"Rhineland-Palatinate, Saarland",No migration background,Full Time,0.35101,225,541,0.31076,0.39127
1990,"Rhineland-Palatinate, Saarland",No migration background,Part Time,0.14028,89,541,0.11099,0.16957
1990,"Rhineland-Palatinate, Saarland",No migration background,Not Working,0.38328,227,541,0.34228,0.42429
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Full Time,0.55822,70,109,0.46456,0.65188
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Not Working,0.31922,39,109,0.23130,0.40714
1990,Baden-Wuerttemberg,No migration background,Full Time,0.38574,496,1034,0.35605,0.41542
1990,Baden-Wuerttemberg,No migration background,Part Time,0.15976,214,1034,0.13741,0.18210
1990,Baden-Wuerttemberg,No migration background,Not Working,0.28711,324,1034,0.25952,0.31470
1990,Baden-Wuerttemberg,Direct migration background,Full Time,0.49539,389,685,0.45792,0.53286
1990,Baden-Wuerttemberg,Direct migration background,Part Time,0.15353,111,685,0.12651,0.18055
1990,Baden-Wuerttemberg,Direct migration background,Not Working,0.31475,185,685,0.27994,0.34955
1990,Baden-Wuerttemberg,Indirect migration background,Full Time,0.06918,32,32,-0.02015,0.15850
1990,Bavaria,No migration background,Full Time,0.38673,576,1187,0.35901,0.41444
1990,Bavaria,No migration background,Part Time,0.14930,227,1187,0.12901,0.16958
1990,Bavaria,No migration background,Not Working,0.31010,384,1187,0.28377,0.33642
1990,Bavaria,Direct migration background,Full Time,0.44686,201,360,0.39543,0.49829
1990,Bavaria,Direct migration background,Part Time,0.19095,64,360,0.15029,0.23161
1990,Bavaria,Direct migration background,Not Working,0.33151,95,360,0.28281,0.38021
1990,Berlin,No migration background,Full Time,0.23758,106,212,0.18016,0.29501
1990,Berlin,No migration background,Part Time,0.09141,40,212,0.05253,0.13030
1990,Berlin,No migration background,Not Working,0.19105,66,212,0.13800,0.24409
1990,Berlin,Direct migration background,Full Time,0.37371,46,46,0.23235,0.51506
1991,Schleswig-Holstein,No migration background,Full Time,0.31382,108,256,0.25687,0.37078
1991,Schleswig-Holstein,No migration background,Part Time,0.19129,63,256,0.14301,0.23956
1991,Schleswig-Holstein,No migration background,Not Working,0.27332,85,256,0.21862,0.32802
1991,Hamburg,No migration background,Full Time,0.44135,54,100,0.34354,0.53917
