year,bula_h,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Lower Saxony,First Stage of Tertiary Education,Full Time,0.56956,42,42,0.41800,0.72112
1985,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.63090,47,47,0.49144,0.77035
1985,Bremen,Upper Secondary Level,Not Working,0.62502,35,35,0.46229,0.78775
1985,North Rhine-Westphalia,Pre-primary Level,Not Working,0.95662,59,59,0.90420,1.00905
1985,North Rhine-Westphalia,Primary Level,Full Time,0.37843,104,252,0.31843,0.43843
1985,North Rhine-Westphalia,Primary Level,Part Time,0.09875,31,252,0.06184,0.13565
1985,North Rhine-Westphalia,Primary Level,Not Working,0.52283,117,252,0.46103,0.58462
1985,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.25414,255,756,0.22308,0.28519
1985,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.13674,111,756,0.11224,0.16125
1985,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.60912,390,756,0.57432,0.64393
1985,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.42189,647,1396,0.39598,0.44781
1985,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.15373,223,1396,0.13480,0.17265
1985,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.42432,526,1396,0.39838,0.45025
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.54642,47,47,0.40255,0.69029
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.52399,82,121,0.43463,0.61335
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Not Working,0.28363,39,121,0.20298,0.36428
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.60899,136,223,0.54480,0.67318
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.23677,55,223,0.18085,0.29269
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.15423,32,223,0.10672,0.20175
1985,Hesse,Primary Level,Full Time,0.31054,40,71,0.20215,0.41894
1985,Hesse,Primary Level,Not Working,0.45431,31,71,0.33766,0.57095
1985,Hesse,Lower Secondary Level,Full Time,0.20967,106,326,0.16541,0.25393
1985,Hesse,Lower Secondary Level,Part Time,0.16637,56,326,0.12588,0.20686
1985,Hesse,Lower Secondary Level,Not Working,0.62396,164,326,0.57130,0.67662
1985,Hesse,Upper Secondary Level,Full Time,0.45915,263,516,0.41611,0.50219
1985,Hesse,Upper Secondary Level,Part Time,0.16372,87,516,0.13177,0.19568
1985,Hesse,Upper Secondary Level,Not Working,0.37712,166,516,0.33526,0.41898
1985,Hesse,First Stage of Tertiary Education,Full Time,0.59109,33,33,0.42074,0.76143
1985,Hesse,Second Stage of Tertiary Education,Full Time,0.58615,54,54,0.45355,0.71875
1985,"Rhineland-Palatinate, Saarland",Primary Level,Full Time,0.43957,32,32,0.26484,0.61429
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full Time,0.18895,64,265,0.14172,0.23617
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Part Time,0.13224,38,265,0.09138,0.17310
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Working,0.67881,163,265,0.62249,0.73514
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full Time,0.50439,186,355,0.45231,0.55648
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part Time,0.12629,49,355,0.09168,0.16089
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Working,0.36932,120,355,0.31905,0.41960
1985,Baden-Wuerttemberg,Pre-primary Level,Not Working,0.91475,38,38,0.82477,1.00473
1985,Baden-Wuerttemberg,Primary Level,Full Time,0.45131,129,221,0.38555,0.51707
1985,Baden-Wuerttemberg,Primary Level,Not Working,0.40542,92,221,0.34055,0.47030
1985,Baden-Wuerttemberg,Lower Secondary Level,Full Time,0.29196,237,605,0.25570,0.32822
1985,Baden-Wuerttemberg,Lower Secondary Level,Part Time,0.20112,128,605,0.16915,0.23308
1985,Baden-Wuerttemberg,Lower Secondary Level,Not Working,0.50692,240,605,0.46705,0.54679
1985,Baden-Wuerttemberg,Upper Secondary Level,Full Time,0.51063,478,861,0.47722,0.54404
1985,Baden-Wuerttemberg,Upper Secondary Level,Part Time,0.16841,147,861,0.14339,0.19342
1985,Baden-Wuerttemberg,Upper Secondary Level,Not Working,0.32096,236,861,0.28976,0.35216
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Full Time,0.52573,61,93,0.42369,0.62776
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Working,0.33665,32,93,0.24008,0.43321
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full Time,0.67402,78,78,0.56932,0.77872
1985,Bavaria,Primary Level,Full Time,0.42125,45,45,0.27535,0.56714
1985,Bavaria,Lower Secondary Level,Full Time,0.24799,176,534,0.21133,0.28466
1985,Bavaria,Lower Secondary Level,Part Time,0.17805,101,534,0.14557,0.21052
1985,Bavaria,Lower Secondary Level,Not Working,0.57368,257,534,0.53169,0.61566
1985,Bavaria,Upper Secondary Level,Full Time,0.46829,476,940,0.43638,0.50021
1985,Bavaria,Upper Secondary Level,Part Time,0.18743,185,940,0.16247,0.21239
1985,Bavaria,Upper Secondary Level,Not Working,0.34427,279,940,0.31388,0.37466
1985,Bavaria,First Stage of Tertiary Education,Full Time,0.55000,70,70,0.43261,0.66738
1985,Bavaria,Second Stage of Tertiary Education,Full Time,0.50989,82,119,0.41969,0.60009
1985,Bavaria,Second Stage of Tertiary Education,Not Working,0.30113,37,119,0.21835,0.38390
1985,Berlin,Lower Secondary Level,Not Working,0.49768,36,36,0.33203,0.66333
1985,Berlin,Upper Secondary Level,Full Time,0.40275,77,162,0.32699,0.47851
1985,Berlin,Upper Secondary Level,Part Time,0.20940,39,162,0.14655,0.27225
1985,Berlin,Upper Secondary Level,Not Working,0.38785,46,162,0.31258,0.46312
1986,Schleswig-Holstein,Lower Secondary Level,Not Working,0.56526,37,37,0.40333,0.72720
1986,Schleswig-Holstein,Upper Secondary Level,Full Time,0.48065,90,181,0.40766,0.55364
1986,Schleswig-Holstein,Upper Secondary Level,Part Time,0.23204,44,181,0.17037,0.29371
1986,Schleswig-Holstein,Upper Secondary Level,Not Working,0.28731,47,181,0.22120,0.35342
1986,Hamburg,Lower Secondary Level,Not Working,0.67411,31,31,0.50639,0.84184
1986,Hamburg,Upper Secondary Level,Full Time,0.46650,64,119,0.37648,0.55651
1986,Hamburg,Upper Secondary Level,Not Working,0.46265,55,119,0.37269,0.55262
1986,Lower Saxony,Lower Secondary Level,Full Time,0.21304,77,315,0.16775,0.25833
1986,Lower Saxony,Lower Secondary Level,Part Time,0.15138,56,315,0.11174,0.19103
1986,Lower Saxony,Lower Secondary Level,Not Working,0.63558,182,315,0.58235,0.68881
1986,Lower Saxony,Upper Secondary Level,Full Time,0.44051,251,533,0.39833,0.48270
1986,Lower Saxony,Upper Secondary Level,Part Time,0.18424,103,533,0.15130,0.21718
1986,Lower Saxony,Upper Secondary Level,Not Working,0.37525,179,533,0.33410,0.41639
1986,Lower Saxony,First Stage of Tertiary Education,Full Time,0.62728,44,44,0.48275,0.77181
1986,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.61021,52,52,0.47636,0.74406
1986,Bremen,Upper Secondary Level,Not Working,0.62211,32,32,0.45142,0.79279
1986,North Rhine-Westphalia,Pre-primary Level,Not Working,0.97691,71,71,0.94172,1.01209
1986,North Rhine-Westphalia,Primary Level,Full Time,0.39738,105,217,0.33212,0.46264
1986,North Rhine-Westphalia,Primary Level,Not Working,0.46179,112,217,0.39531,0.52828
1986,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.26173,248,704,0.22924,0.29423
1986,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.12980,101,704,0.10496,0.15465
1986,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.60746,355,704,0.57136,0.64356
1986,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.41238,622,1352,0.38613,0.43863
1986,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.15635,224,1352,0.13698,0.17572
1986,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.43127,506,1352,0.40486,0.45768
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.59168,51,51,0.45543,0.72792
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.47515,74,116,0.38388,0.56643
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not Working,0.33982,42,116,0.25325,0.42639
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.64230,142,219,0.57867,0.70593
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.17477,42,219,0.12436,0.22519
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.18292,35,219,0.13160,0.23424
1986,Hesse,Primary Level,Full Time,0.42626,39,39,0.26902,0.58350
1986,Hesse,Lower Secondary Level,Full Time,0.23741,96,295,0.18877,0.28604
1986,Hesse,Lower Secondary Level,Part Time,0.16089,58,295,0.11889,0.20289
1986,Hesse,Lower Secondary Level,Not Working,0.59960,141,295,0.54359,0.65561
1986,Hesse,Upper Secondary Level,Full Time,0.44801,238,470,0.40300,0.49301
1986,Hesse,Upper Secondary Level,Part Time,0.15739,82,470,0.12443,0.19035
1986,Hesse,Upper Secondary Level,Not Working,0.39460,150,470,0.35037,0.43884
1986,Hesse,Second Stage of Tertiary Education,Full Time,0.58227,54,54,0.44949,0.71504
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full Time,0.20628,72,259,0.15691,0.25566
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Part Time,0.13731,36,259,0.09532,0.17931
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Working,0.65641,151,259,0.59846,0.71436
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full Time,0.48835,191,368,0.43721,0.53949
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part Time,0.13405,53,368,0.09919,0.16890
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Working,0.37761,124,368,0.32801,0.42720
1986,Baden-Wuerttemberg,Primary Level,Full Time,0.36522,100,192,0.29694,0.43351
1986,Baden-Wuerttemberg,Primary Level,Not Working,0.46110,92,192,0.39040,0.53179
1986,Baden-Wuerttemberg,Lower Secondary Level,Full Time,0.30520,243,597,0.26823,0.34217
1986,Baden-Wuerttemberg,Lower Secondary Level,Part Time,0.20025,127,597,0.16812,0.23238
1986,Baden-Wuerttemberg,Lower Secondary Level,Not Working,0.49455,227,597,0.45441,0.53469
1986,Baden-Wuerttemberg,Upper Secondary Level,Full Time,0.51690,483,851,0.48330,0.55049
1986,Baden-Wuerttemberg,Upper Secondary Level,Part Time,0.15993,144,851,0.13529,0.18457
1986,Baden-Wuerttemberg,Upper Secondary Level,Not Working,0.32317,224,851,0.29173,0.35461
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Full Time,0.52133,57,88,0.41636,0.62631
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Working,0.35721,31,88,0.25652,0.45790
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full Time,0.65488,77,77,0.54799,0.76176
1986,Bavaria,Primary Level,Full Time,0.44136,39,39,0.28348,0.59924
1986,Bavaria,Lower Secondary Level,Full Time,0.31039,193,491,0.26943,0.35136
1986,Bavaria,Lower Secondary Level,Part Time,0.17523,97,491,0.14157,0.20889
1986,Bavaria,Lower Secondary Level,Not Working,0.51393,201,491,0.46968,0.55819
1986,Bavaria,Upper Secondary Level,Full Time,0.45452,441,882,0.42164,0.48740
1986,Bavaria,Upper Secondary Level,Part Time,0.19482,177,882,0.16867,0.22097
1986,Bavaria,Upper Secondary Level,Not Working,0.35066,264,882,0.31915,0.38217
1986,Bavaria,First Stage of Tertiary Education,Full Time,0.53788,62,62,0.41276,0.66299
1986,Bavaria,Second Stage of Tertiary Education,Full Time,0.56646,85,85,0.46049,0.67244
1986,Berlin,Upper Secondary Level,Full Time,0.45679,90,135,0.37245,0.54113
1986,Berlin,Upper Secondary Level,Not Working,0.38766,45,135,0.30517,0.47016
1987,Schleswig-Holstein,Lower Secondary Level,Not Working,0.55069,35,35,0.38349,0.71790
1987,Schleswig-Holstein,Upper Secondary Level,Full Time,0.49451,95,184,0.42207,0.56695
1987,Schleswig-Holstein,Upper Secondary Level,Part Time,0.17868,34,184,0.12317,0.23418
1987,Schleswig-Holstein,Upper Secondary Level,Not Working,0.32681,55,184,0.25885,0.39477
1987,Hamburg,Upper Secondary Level,Full Time,0.45812,57,105,0.36236,0.55388
1987,Hamburg,Upper Secondary Level,Not Working,0.43074,48,105,0.33557,0.52591
1987,Lower Saxony,Lower Secondary Level,Full Time,0.21205,76,297,0.16548,0.25862
1987,Lower Saxony,Lower Secondary Level,Part Time,0.18277,58,297,0.13874,0.22680
1987,Lower Saxony,Lower Secondary Level,Not Working,0.60518,163,297,0.54949,0.66086
1987,Lower Saxony,Upper Secondary Level,Full Time,0.44621,266,555,0.40481,0.48760
1987,Lower Saxony,Upper Secondary Level,Part Time,0.19486,114,555,0.16188,0.22785
1987,Lower Saxony,Upper Secondary Level,Not Working,0.35893,175,555,0.31898,0.39887
1987,Lower Saxony,First Stage of Tertiary Education,Full Time,0.58834,44,44,0.44124,0.73544
1987,Lower Saxony,Second Stage of Tertiary Education,Full Time,0.58855,50,50,0.45076,0.72633
1987,North Rhine-Westphalia,Pre-primary Level,Not Working,0.96215,77,77,0.91925,1.00506
1987,North Rhine-Westphalia,Primary Level,Full Time,0.44414,102,204,0.37579,0.51249
1987,North Rhine-Westphalia,Primary Level,Not Working,0.44847,102,204,0.38005,0.51688
1987,North Rhine-Westphalia,Lower Secondary Level,Full Time,0.26157,231,688,0.22871,0.29444
1987,North Rhine-Westphalia,Lower Secondary Level,Part Time,0.14783,116,688,0.12128,0.17437
1987,North Rhine-Westphalia,Lower Secondary Level,Not Working,0.59060,341,688,0.55383,0.62737
1987,North Rhine-Westphalia,Upper Secondary Level,Full Time,0.43370,638,1338,0.40713,0.46026
1987,North Rhine-Westphalia,Upper Secondary Level,Part Time,0.14265,200,1338,0.12391,0.16140
1987,North Rhine-Westphalia,Upper Secondary Level,Not Working,0.42365,500,1338,0.39716,0.45013
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full Time,0.59850,52,52,0.46396,0.73304
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Full Time,0.49101,71,145,0.40935,0.57266
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Part Time,0.20579,33,145,0.13976,0.27183
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Not Working,0.30320,41,145,0.22812,0.37827
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Full Time,0.61933,138,220,0.55502,0.68363
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Part Time,0.18626,46,220,0.13470,0.23783
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Working,0.19441,36,220,0.14200,0.24682
1987,Hesse,Primary Level,Full Time,0.32520,39,39,0.17625,0.47414
1987,Hesse,Lower Secondary Level,Full Time,0.26360,103,290,0.21280,0.31439
1987,Hesse,Lower Secondary Level,Part Time,0.15016,53,290,0.10897,0.19135
1987,Hesse,Lower Secondary Level,Not Working,0.58624,134,290,0.52946,0.64303
1987,Hesse,Upper Secondary Level,Full Time,0.46698,253,480,0.42230,0.51166
1987,Hesse,Upper Secondary Level,Part Time,0.14615,75,480,0.11452,0.17779
1987,Hesse,Upper Secondary Level,Not Working,0.38686,152,480,0.34325,0.43048
1987,Hesse,Second Stage of Tertiary Education,Full Time,0.56602,53,53,0.43130,0.70073
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full Time,0.22023,74,257,0.16947,0.27100
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Part Time,0.12401,33,257,0.08363,0.16438
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Working,0.65576,150,257,0.59756,0.71396
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full Time,0.49706,195,367,0.44584,0.54828
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Part Time,0.14026,54,367,0.10469,0.17584
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Working,0.36268,118,367,0.31342,0.41193
1987,Baden-Wuerttemberg,Primary Level,Full Time,0.43129,105,220,0.36570,0.49689
1987,Baden-Wuerttemberg,Primary Level,Part Time,0.19307,31,220,0.14079,0.24534
1987,Baden-Wuerttemberg,Primary Level,Not Working,0.37564,84,220,0.31150,0.43978
1987,Baden-Wuerttemberg,Lower Secondary Level,Full Time,0.33164,258,600,0.29394,0.36934
1987,Baden-Wuerttemberg,Lower Secondary Level,Part Time,0.19747,121,600,0.16559,0.22935
1987,Baden-Wuerttemberg,Lower Secondary Level,Not Working,0.47089,221,600,0.43092,0.51087
1987,Baden-Wuerttemberg,Upper Secondary Level,Full Time,0.53267,494,830,0.49870,0.56663
1987,Baden-Wuerttemberg,Upper Secondary Level,Part Time,0.14735,121,830,0.12322,0.17147
1987,Baden-Wuerttemberg,Upper Secondary Level,Not Working,0.31999,215,830,0.28823,0.35174
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Full Time,0.49551,56,87,0.38983,0.60118
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Working,0.34726,31,87,0.24664,0.44789
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full Time,0.66346,72,72,0.55355,0.77338
1987,Bavaria,Primary Level,Full Time,0.60213,39,39,0.44650,0.75775
1987,Bavaria,Lower Secondary Level,Full Time,0.30042,187,466,0.25875,0.34208
1987,Bavaria,Lower Secondary Level,Part Time,0.17559,89,466,0.14101,0.21018
1987,Bavaria,Lower Secondary Level,Not Working,0.52375,190,466,0.47836,0.56915
1987,Bavaria,Upper Secondary Level,Full Time,0.46167,440,874,0.42860,0.49474
1987,Bavaria,Upper Secondary Level,Part Time,0.20281,186,874,0.17613,0.22948
1987,Bavaria,Upper Secondary Level,Not Working,0.33552,248,874,0.30420,0.36685
1987,Bavaria,First Stage of Tertiary Education,Full Time,0.55700,57,57,0.42689,0.68710
1987,Bavaria,Second Stage of Tertiary Education,Full Time,0.51241,78,111,0.41900,0.60582
1987,Bavaria,Second Stage of Tertiary Education,Not Working,0.29061,33,111,0.20576,0.37546
1987,Berlin,Lower Secondary Level,Full Time,0.33259,33,66,0.21805,0.44713
1987,Berlin,Lower Secondary Level,Not Working,0.47257,33,66,0.35120,0.59394
1987,Berlin,Upper Secondary Level,Full Time,0.47691,94,143,0.39476,0.55906
1987,Berlin,Upper Secondary Level,Not Working,0.40301,49,143,0.32234,0.48369
1988,Schleswig-Holstein,Lower Secondary Level,Not Working,0.56556,34,34,0.39644,0.73469
1988,Schleswig-Holstein,Upper Secondary Level,Full Time,0.45939,88,184,0.38718,0.53159
1988,Schleswig-Holstein,Upper Secondary Level,Part Time,0.18588,36,184,0.12952,0.24225
