year,migback,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,1st Quintile,Full Time,0.24969,284,806,0.21979,0.27959
1986,Direct migration background,1st Quintile,Part Time,0.12510,115,806,0.10224,0.14795
1986,Direct migration background,1st Quintile,Not Working,0.49192,407,806,0.45738,0.52645
1986,Direct migration background,2nd Quintile,Full Time,0.39326,335,685,0.35665,0.42987
1986,Direct migration background,2nd Quintile,Part Time,0.14647,122,685,0.11997,0.17297
1986,Direct migration background,2nd Quintile,Not Working,0.36749,228,685,0.33136,0.40362
1986,Direct migration background,3rd Quintile,Full Time,0.49585,343,547,0.45392,0.53779
1986,Direct migration background,3rd Quintile,Part Time,0.18400,90,547,0.15150,0.21651
1986,Direct migration background,3rd Quintile,Not Working,0.25967,114,547,0.22289,0.29645
1986,Direct migration background,4th Quintile,Full Time,0.58259,349,500,0.53932,0.62585
1986,Direct migration background,4th Quintile,Part Time,0.18806,86,500,0.15378,0.22235
1986,Direct migration background,4th Quintile,Not Working,0.19864,65,500,0.16363,0.23364
1986,Direct migration background,5th Quintile,Full Time,0.56659,205,287,0.50916,0.62402
1986,Direct migration background,5th Quintile,Part Time,0.14022,41,287,0.09998,0.18046
1986,Direct migration background,5th Quintile,Not Working,0.23816,41,287,0.18880,0.28753
1987,No migration background,1st Quintile,Full Time,0.12601,217,1193,0.10717,0.14485
1987,No migration background,1st Quintile,Part Time,0.12238,203,1193,0.10378,0.14099
1987,No migration background,1st Quintile,Not Working,0.57395,773,1193,0.54588,0.60203
1987,No migration background,2nd Quintile,Full Time,0.26905,487,1353,0.24541,0.29268
1987,No migration background,2nd Quintile,Part Time,0.13398,245,1353,0.11583,0.15214
1987,No migration background,2nd Quintile,Not Working,0.40331,621,1353,0.37716,0.42946
1987,No migration background,3rd Quintile,Full Time,0.34154,640,1509,0.31761,0.36548
1987,No migration background,3rd Quintile,Part Time,0.15121,299,1509,0.13313,0.16929
1987,No migration background,3rd Quintile,Not Working,0.34486,570,1509,0.32087,0.36886
1987,No migration background,4th Quintile,Full Time,0.44862,848,1632,0.42448,0.47276
1987,No migration background,4th Quintile,Part Time,0.16040,305,1632,0.14259,0.17821
1987,No migration background,4th Quintile,Not Working,0.27278,479,1632,0.25116,0.29440
1987,No migration background,5th Quintile,Full Time,0.55113,1096,1779,0.52801,0.57425
1987,No migration background,5th Quintile,Part Time,0.13369,281,1779,0.11787,0.14950
1987,No migration background,5th Quintile,Not Working,0.22035,402,1779,0.20108,0.23961
1987,Direct migration background,1st Quintile,Full Time,0.25716,271,800,0.22685,0.28747
1987,Direct migration background,1st Quintile,Part Time,0.12087,116,800,0.09826,0.14347
1987,Direct migration background,1st Quintile,Not Working,0.50602,413,800,0.47135,0.54069
1987,Direct migration background,2nd Quintile,Full Time,0.37144,329,668,0.33477,0.40811
1987,Direct migration background,2nd Quintile,Part Time,0.19042,127,668,0.16062,0.22022
1987,Direct migration background,2nd Quintile,Not Working,0.34967,212,668,0.31348,0.38586
1987,Direct migration background,3rd Quintile,Full Time,0.49297,351,563,0.45163,0.53430
1987,Direct migration background,3rd Quintile,Part Time,0.16318,95,563,0.13263,0.19373
1987,Direct migration background,3rd Quintile,Not Working,0.30216,117,563,0.26420,0.34013
1987,Direct migration background,4th Quintile,Full Time,0.60715,342,485,0.56364,0.65066
1987,Direct migration background,4th Quintile,Part Time,0.16768,74,485,0.13440,0.20096
1987,Direct migration background,4th Quintile,Not Working,0.18494,69,485,0.15035,0.21953
1987,Direct migration background,5th Quintile,Full Time,0.62252,226,268,0.56438,0.68067
1987,Direct migration background,5th Quintile,Not Working,0.25300,42,268,0.20085,0.30515
1988,No migration background,1st Quintile,Full Time,0.13093,224,1127,0.11123,0.15064
1988,No migration background,1st Quintile,Part Time,0.12799,203,1127,0.10848,0.14751
1988,No migration background,1st Quintile,Not Working,0.55076,700,1127,0.52171,0.57982
1988,No migration background,2nd Quintile,Full Time,0.24726,452,1308,0.22387,0.27065
1988,No migration background,2nd Quintile,Part Time,0.12899,238,1308,0.11082,0.14717
1988,No migration background,2nd Quintile,Not Working,0.43076,618,1308,0.40391,0.45761
1988,No migration background,3rd Quintile,Full Time,0.35266,622,1440,0.32797,0.37735
1988,No migration background,3rd Quintile,Part Time,0.16676,313,1440,0.14750,0.18602
1988,No migration background,3rd Quintile,Not Working,0.32177,505,1440,0.29764,0.34591
1988,No migration background,4th Quintile,Full Time,0.44808,794,1532,0.42317,0.47299
1988,No migration background,4th Quintile,Part Time,0.15891,289,1532,0.14060,0.17723
1988,No migration background,4th Quintile,Not Working,0.27104,449,1532,0.24877,0.29330
1988,No migration background,5th Quintile,Full Time,0.55290,1027,1674,0.52908,0.57673
1988,No migration background,5th Quintile,Part Time,0.14816,282,1674,0.13114,0.16519
1988,No migration background,5th Quintile,Not Working,0.21524,365,1674,0.19554,0.23493
1988,Direct migration background,1st Quintile,Full Time,0.24600,250,780,0.21576,0.27624
1988,Direct migration background,1st Quintile,Part Time,0.16457,140,780,0.13853,0.19061
1988,Direct migration background,1st Quintile,Not Working,0.49953,390,780,0.46442,0.53465
1988,Direct migration background,2nd Quintile,Full Time,0.35299,291,617,0.31525,0.39073
1988,Direct migration background,2nd Quintile,Part Time,0.15030,112,617,0.12208,0.17852
1988,Direct migration background,2nd Quintile,Not Working,0.42277,214,617,0.38376,0.46179
1988,Direct migration background,3rd Quintile,Full Time,0.53186,336,525,0.48913,0.57458
1988,Direct migration background,3rd Quintile,Part Time,0.17878,89,525,0.14597,0.21158
1988,Direct migration background,3rd Quintile,Not Working,0.24257,100,525,0.20587,0.27927
1988,Direct migration background,4th Quintile,Full Time,0.50686,326,491,0.46259,0.55112
1988,Direct migration background,4th Quintile,Part Time,0.22480,91,491,0.18783,0.26176
1988,Direct migration background,4th Quintile,Not Working,0.21409,74,491,0.17777,0.25041
1988,Direct migration background,5th Quintile,Full Time,0.58356,186,256,0.52305,0.64406
1988,Direct migration background,5th Quintile,Part Time,0.15320,37,256,0.10899,0.19741
1988,Direct migration background,5th Quintile,Not Working,0.22345,33,256,0.17233,0.27458
1988,Indirect migration background,1st Quintile,Not Working,0.06463,45,45,-0.00802,0.13729
1989,No migration background,1st Quintile,Full Time,0.12697,210,1074,0.10705,0.14689
1989,No migration background,1st Quintile,Part Time,0.12262,193,1074,0.10300,0.14225
1989,No migration background,1st Quintile,Not Working,0.56790,671,1074,0.53826,0.59754
1989,No migration background,2nd Quintile,Full Time,0.26809,446,1221,0.24324,0.29295
1989,No migration background,2nd Quintile,Part Time,0.12993,224,1221,0.11106,0.14880
1989,No migration background,2nd Quintile,Not Working,0.39703,551,1221,0.36957,0.42448
1989,No migration background,3rd Quintile,Full Time,0.35377,606,1376,0.32849,0.37904
1989,No migration background,3rd Quintile,Part Time,0.15470,280,1376,0.13559,0.17382
1989,No migration background,3rd Quintile,Not Working,0.33006,490,1376,0.30520,0.35491
1989,No migration background,4th Quintile,Full Time,0.47030,823,1531,0.44529,0.49531
1989,No migration background,4th Quintile,Part Time,0.14170,257,1531,0.12423,0.15917
1989,No migration background,4th Quintile,Not Working,0.28722,451,1531,0.26455,0.30990
1989,No migration background,5th Quintile,Full Time,0.54933,994,1616,0.52506,0.57359
1989,No migration background,5th Quintile,Part Time,0.15047,282,1616,0.13304,0.16791
1989,No migration background,5th Quintile,Not Working,0.20728,340,1616,0.18751,0.22705
1989,Direct migration background,1st Quintile,Full Time,0.24374,270,788,0.21375,0.27374
1989,Direct migration background,1st Quintile,Part Time,0.12873,119,788,0.10533,0.15213
1989,Direct migration background,1st Quintile,Not Working,0.53931,399,788,0.50448,0.57413
1989,Direct migration background,2nd Quintile,Full Time,0.40510,341,665,0.36776,0.44244
1989,Direct migration background,2nd Quintile,Part Time,0.15436,115,665,0.12688,0.18184
1989,Direct migration background,2nd Quintile,Not Working,0.38383,209,665,0.34684,0.42082
1989,Direct migration background,3rd Quintile,Full Time,0.50847,297,475,0.46347,0.55348
1989,Direct migration background,3rd Quintile,Part Time,0.19210,80,475,0.15664,0.22757
1989,Direct migration background,3rd Quintile,Not Working,0.24907,98,475,0.21014,0.28801
1989,Direct migration background,4th Quintile,Full Time,0.56887,302,437,0.52239,0.61536
1989,Direct migration background,4th Quintile,Part Time,0.15907,67,437,0.12474,0.19340
1989,Direct migration background,4th Quintile,Not Working,0.24853,68,437,0.20796,0.28909
1989,Direct migration background,5th Quintile,Full Time,0.56499,154,223,0.49978,0.63021
1989,Direct migration background,5th Quintile,Part Time,0.17240,37,223,0.12271,0.22209
1989,Direct migration background,5th Quintile,Not Working,0.24158,32,223,0.18528,0.29789
1989,Indirect migration background,1st Quintile,Not Working,0.08598,45,45,0.00315,0.16882
1989,Indirect migration background,2nd Quintile,Not Working,0.10223,34,34,-0.00113,0.20560
1990,No migration background,1st Quintile,Full Time,0.13545,205,1018,0.11442,0.15648
1990,No migration background,1st Quintile,Part Time,0.13005,183,1018,0.10938,0.15073
1990,No migration background,1st Quintile,Not Working,0.53419,630,1018,0.50354,0.56485
1990,No migration background,2nd Quintile,Full Time,0.25947,437,1240,0.23506,0.28388
1990,No migration background,2nd Quintile,Part Time,0.14270,239,1240,0.12323,0.16218
1990,No migration background,2nd Quintile,Not Working,0.39593,564,1240,0.36870,0.42316
1990,No migration background,3rd Quintile,Full Time,0.34669,552,1295,0.32076,0.37262
1990,No migration background,3rd Quintile,Part Time,0.16288,276,1295,0.14276,0.18300
1990,No migration background,3rd Quintile,Not Working,0.32508,467,1295,0.29956,0.35060
1990,No migration background,4th Quintile,Full Time,0.48763,830,1507,0.46238,0.51287
1990,No migration background,4th Quintile,Part Time,0.15866,281,1507,0.14021,0.17711
1990,No migration background,4th Quintile,Not Working,0.25303,396,1507,0.23107,0.27499
1990,No migration background,5th Quintile,Full Time,0.55201,977,1575,0.52744,0.57658
1990,No migration background,5th Quintile,Part Time,0.14668,262,1575,0.12920,0.16416
1990,No migration background,5th Quintile,Not Working,0.20825,336,1575,0.18819,0.22831
1990,Direct migration background,1st Quintile,Full Time,0.26158,275,807,0.23124,0.29192
1990,Direct migration background,1st Quintile,Part Time,0.14299,123,807,0.11882,0.16716
1990,Direct migration background,1st Quintile,Not Working,0.53310,409,807,0.49866,0.56754
1990,Direct migration background,2nd Quintile,Full Time,0.41834,289,576,0.37802,0.45866
1990,Direct migration background,2nd Quintile,Part Time,0.17353,107,576,0.14258,0.20449
1990,Direct migration background,2nd Quintile,Not Working,0.36948,180,576,0.33003,0.40893
1990,Direct migration background,3rd Quintile,Full Time,0.48340,326,535,0.44101,0.52578
1990,Direct migration background,3rd Quintile,Part Time,0.16661,92,535,0.13501,0.19822
1990,Direct migration background,3rd Quintile,Not Working,0.29527,117,535,0.25658,0.33396
1990,Direct migration background,4th Quintile,Full Time,0.64406,273,380,0.59586,0.69226
1990,Direct migration background,4th Quintile,Part Time,0.14976,54,380,0.11383,0.18568
1990,Direct migration background,4th Quintile,Not Working,0.18343,53,380,0.14447,0.22239
1990,Direct migration background,5th Quintile,Full Time,0.60640,164,205,0.53936,0.67344
1990,Direct migration background,5th Quintile,Not Working,0.25920,41,205,0.19907,0.31933
1990,Indirect migration background,1st Quintile,Not Working,0.08276,42,42,-0.00158,0.16709
1990,Indirect migration background,2nd Quintile,Not Working,0.11101,34,34,0.00383,0.21819
1991,No migration background,1st Quintile,Full Time,0.13010,198,997,0.10921,0.15099
1991,No migration background,1st Quintile,Part Time,0.13072,177,997,0.10978,0.15165
1991,No migration background,1st Quintile,Not Working,0.54787,622,997,0.51696,0.57878
1991,No migration background,2nd Quintile,Full Time,0.25730,424,1203,0.23259,0.28202
1991,No migration background,2nd Quintile,Part Time,0.14651,245,1203,0.12652,0.16650
1991,No migration background,2nd Quintile,Not Working,0.39269,534,1203,0.36508,0.42029
1991,No migration background,3rd Quintile,Full Time,0.36646,603,1322,0.34048,0.39245
1991,No migration background,3rd Quintile,Part Time,0.14241,248,1322,0.12357,0.16126
1991,No migration background,3rd Quintile,Not Working,0.31631,471,1322,0.29124,0.34139
1991,No migration background,4th Quintile,Full Time,0.44486,772,1486,0.41959,0.47014
1991,No migration background,4th Quintile,Part Time,0.16770,301,1486,0.14870,0.18670
1991,No migration background,4th Quintile,Not Working,0.26458,413,1486,0.24215,0.28702
1991,No migration background,5th Quintile,Full Time,0.55417,975,1575,0.52961,0.57872
1991,No migration background,5th Quintile,Part Time,0.15504,287,1575,0.13716,0.17292
1991,No migration background,5th Quintile,Not Working,0.19537,313,1575,0.17578,0.21496
1991,Direct migration background,1st Quintile,Full Time,0.26649,257,748,0.23479,0.29820
1991,Direct migration background,1st Quintile,Part Time,0.16151,118,748,0.13512,0.18790
1991,Direct migration background,1st Quintile,Not Working,0.51312,373,748,0.47727,0.54896
1991,Direct migration background,2nd Quintile,Full Time,0.40884,305,603,0.36957,0.44812
1991,Direct migration background,2nd Quintile,Part Time,0.18435,111,603,0.15338,0.21533
1991,Direct migration background,2nd Quintile,Not Working,0.38087,187,603,0.34208,0.41966
1991,Direct migration background,3rd Quintile,Full Time,0.52447,299,486,0.48002,0.56891
1991,Direct migration background,3rd Quintile,Part Time,0.17416,89,486,0.14041,0.20791
1991,Direct migration background,3rd Quintile,Not Working,0.26155,98,486,0.22243,0.30066
1991,Direct migration background,4th Quintile,Full Time,0.59702,279,404,0.54913,0.64491
1991,Direct migration background,4th Quintile,Part Time,0.21859,68,404,0.17824,0.25894
1991,Direct migration background,4th Quintile,Not Working,0.17497,57,404,0.13787,0.21206
1991,Direct migration background,5th Quintile,Full Time,0.62015,173,215,0.55512,0.68518
1991,Direct migration background,5th Quintile,Not Working,0.26122,42,215,0.20236,0.32008
1991,Indirect migration background,1st Quintile,Not Working,0.09394,53,53,0.01464,0.17324
1991,Indirect migration background,2nd Quintile,Not Working,0.10134,43,43,0.01007,0.19260
1991,Indirect migration background,3rd Quintile,Full Time,0.09453,37,37,-0.00104,0.19010
1991,Indirect migration background,4th Quintile,Full Time,0.19861,37,37,0.06828,0.32893
1992,No migration background,1st Quintile,Full Time,0.17366,642,2175,0.15773,0.18958
1992,No migration background,1st Quintile,Part Time,0.13926,457,2175,0.12470,0.15381
1992,No migration background,1st Quintile,Not Working,0.49195,1076,2175,0.47093,0.51296
1992,No migration background,2nd Quintile,Full Time,0.29925,1055,2161,0.27994,0.31857
1992,No migration background,2nd Quintile,Part Time,0.13929,410,2161,0.12468,0.15389
1992,No migration background,2nd Quintile,Not Working,0.33145,696,2161,0.31160,0.35131
1992,No migration background,3rd Quintile,Full Time,0.36866,1025,1973,0.34736,0.38995
1992,No migration background,3rd Quintile,Part Time,0.14447,355,1973,0.12895,0.15999
1992,No migration background,3rd Quintile,Not Working,0.30498,593,1973,0.28466,0.32530
1992,No migration background,4th Quintile,Full Time,0.43622,1059,1967,0.41430,0.45814
1992,No migration background,4th Quintile,Part Time,0.16453,397,1967,0.14814,0.18091
1992,No migration background,4th Quintile,Not Working,0.26566,511,1967,0.24614,0.28519
1992,No migration background,5th Quintile,Full Time,0.54882,1299,2084,0.52745,0.57019
1992,No migration background,5th Quintile,Part Time,0.15654,382,2084,0.14094,0.17215
1992,No migration background,5th Quintile,Not Working,0.19785,403,2084,0.18074,0.21496
1992,Direct migration background,1st Quintile,Full Time,0.20544,134,522,0.17075,0.24013
1992,Direct migration background,1st Quintile,Part Time,0.15802,90,522,0.12670,0.18935
1992,Direct migration background,1st Quintile,Not Working,0.61654,298,522,0.57479,0.65830
1992,Direct migration background,2nd Quintile,Full Time,0.40732,287,612,0.36836,0.44627
1992,Direct migration background,2nd Quintile,Part Time,0.14786,99,612,0.11971,0.17600
1992,Direct migration background,2nd Quintile,Not Working,0.41280,226,612,0.37376,0.45184
1992,Direct migration background,3rd Quintile,Full Time,0.52642,352,596,0.48630,0.56654
1992,Direct migration background,3rd Quintile,Part Time,0.17786,110,596,0.14713,0.20858
1992,Direct migration background,3rd Quintile,Not Working,0.27393,134,596,0.23810,0.30977
1992,Direct migration background,4th Quintile,Full Time,0.63203,367,541,0.59135,0.67270
1992,Direct migration background,4th Quintile,Part Time,0.16230,79,541,0.13120,0.19340
1992,Direct migration background,4th Quintile,Not Working,0.19784,95,541,0.16424,0.23144
1992,Direct migration background,5th Quintile,Full Time,0.58934,194,279,0.53151,0.64717
1992,Direct migration background,5th Quintile,Part Time,0.14076,38,279,0.09988,0.18164
1992,Direct migration background,5th Quintile,Not Working,0.25076,47,279,0.19981,0.30171
1992,Indirect migration background,1st Quintile,Not Working,0.10041,37,37,0.00223,0.19859
1992,Indirect migration background,2nd Quintile,Not Working,0.09797,43,43,0.00806,0.18788
1992,Indirect migration background,3rd Quintile,Full Time,0.08512,33,78,0.02279,0.14745
1992,Indirect migration background,3rd Quintile,Not Working,0.10874,45,78,0.03921,0.17828
1992,Indirect migration background,4th Quintile,Full Time,0.22083,64,64,0.11840,0.32326
1993,No migration background,1st Quintile,Full Time,0.14679,457,1870,0.13075,0.16284
1993,No migration background,1st Quintile,Part Time,0.13111,353,1870,0.11581,0.14641
1993,No migration background,1st Quintile,Not Working,0.51294,1060,1870,0.49027,0.53560
1993,No migration background,2nd Quintile,Full Time,0.27468,897,2132,0.25573,0.29363
1993,No migration background,2nd Quintile,Part Time,0.13104,385,2132,0.11671,0.14537
1993,No migration background,2nd Quintile,Not Working,0.38390,850,2132,0.36325,0.40455
1993,No migration background,3rd Quintile,Full Time,0.35442,1050,2054,0.33373,0.37511
1993,No migration background,3rd Quintile,Part Time,0.14035,380,2054,0.12532,0.15537
1993,No migration background,3rd Quintile,Not Working,0.31098,624,2054,0.29096,0.33101
1993,No migration background,4th Quintile,Full Time,0.44678,1149,2067,0.42534,0.46822
1993,No migration background,4th Quintile,Part Time,0.15834,397,2067,0.14260,0.17408
1993,No migration background,4th Quintile,Not Working,0.25866,521,2067,0.23977,0.27754
1993,No migration background,5th Quintile,Full Time,0.55328,1276,2034,0.53167,0.57489
1993,No migration background,5th Quintile,Part Time,0.16754,389,2034,0.15131,0.18378
1993,No migration background,5th Quintile,Not Working,0.18124,369,2034,0.16449,0.19799
1993,Direct migration background,1st Quintile,Full Time,0.21461,160,600,0.18173,0.24749
1993,Direct migration background,1st Quintile,Part Time,0.12501,75,600,0.09853,0.15150
1993,Direct migration background,1st Quintile,Not Working,0.63909,365,600,0.60063,0.67755
1993,Direct migration background,2nd Quintile,Full Time,0.36786,267,600,0.32924,0.40648
1993,Direct migration background,2nd Quintile,Part Time,0.18685,113,600,0.15563,0.21807
1993,Direct migration background,2nd Quintile,Not Working,0.43451,220,600,0.39481,0.47421
1993,Direct migration background,3rd Quintile,Full Time,0.50928,315,518,0.46619,0.55238
1993,Direct migration background,3rd Quintile,Part Time,0.20702,94,518,0.17209,0.24194
1993,Direct migration background,3rd Quintile,Not Working,0.25614,109,518,0.21852,0.29377
1993,Direct migration background,4th Quintile,Full Time,0.61862,289,450,0.57369,0.66355
1993,Direct migration background,4th Quintile,Part Time,0.19386,90,450,0.15729,0.23042
1993,Direct migration background,4th Quintile,Not Working,0.17968,71,450,0.14417,0.21519
1993,Direct migration background,5th Quintile,Full Time,0.59108,212,309,0.53617,0.64598
1993,Direct migration background,5th Quintile,Part Time,0.18329,49,309,0.14008,0.22650
1993,Direct migration background,5th Quintile,Not Working,0.21842,48,309,0.17227,0.26456
1993,Indirect migration background,1st Quintile,Part Time,0.07809,33,98,0.02469,0.13148
1993,Indirect migration background,1st Quintile,Not Working,0.14262,65,98,0.07303,0.21222
1993,Indirect migration background,2nd Quintile,Part Time,0.09980,37,80,0.03371,0.16590
1993,Indirect migration background,2nd Quintile,Not Working,0.11962,43,80,0.04806,0.19119
1993,Indirect migration background,3rd Quintile,Full Time,0.16586,47,81,0.08435,0.24736
1993,Indirect migration background,3rd Quintile,Not Working,0.11895,34,81,0.04801,0.18989
1993,Indirect migration background,4th Quintile,Full Time,0.18092,58,58,0.08098,0.28086
1994,No migration background,1st Quintile,Full Time,0.14057,396,1722,0.12414,0.15699
1994,No migration background,1st Quintile,Part Time,0.12787,323,1722,0.11210,0.14365
1994,No migration background,1st Quintile,Not Working,0.51616,1003,1722,0.49255,0.53977
1994,No migration background,2nd Quintile,Full Time,0.24999,787,2018,0.23109,0.26889
1994,No migration background,2nd Quintile,Part Time,0.13486,364,2018,0.11995,0.14977
1994,No migration background,2nd Quintile,Not Working,0.40046,867,2018,0.37908,0.42184
1994,No migration background,3rd Quintile,Full Time,0.33856,1027,2130,0.31845,0.35866
1994,No migration background,3rd Quintile,Part Time,0.14340,396,2130,0.12852,0.15829
1994,No migration background,3rd Quintile,Not Working,0.33621,707,2130,0.31614,0.35628
1994,No migration background,4th Quintile,Full Time,0.44051,1133,2069,0.41911,0.46191
1994,No migration background,4th Quintile,Part Time,0.14917,374,2069,0.13381,0.16452
1994,No migration background,4th Quintile,Not Working,0.26382,562,2069,0.24483,0.28282
1994,No migration background,5th Quintile,Full Time,0.54760,1310,2084,0.52622,0.56897
1994,No migration background,5th Quintile,Part Time,0.15926,377,2084,0.14354,0.17497
1994,No migration background,5th Quintile,Not Working,0.19435,397,2084,0.17735,0.21134
1994,Direct migration background,1st Quintile,Full Time,0.20133,164,678,0.17112,0.23154
1994,Direct migration background,1st Quintile,Part Time,0.14609,111,678,0.11948,0.17269
1994,Direct migration background,1st Quintile,Not Working,0.63505,403,678,0.59879,0.67132
1994,Direct migration background,2nd Quintile,Full Time,0.34056,230,534,0.30033,0.38080
1994,Direct migration background,2nd Quintile,Part Time,0.18961,102,534,0.15633,0.22289
