year,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,2nd Quintile,Full Time,0.34145,829,2064,0.32099,0.36192
1987,2nd Quintile,Part Time,0.17259,384,2064,0.15629,0.18890
1987,2nd Quintile,Not Working,0.48595,851,2064,0.46438,0.50752
1987,3rd Quintile,Full Time,0.41799,1004,2104,0.39691,0.43907
1987,3rd Quintile,Part Time,0.18110,403,2104,0.16464,0.19756
1987,3rd Quintile,Not Working,0.40091,697,2104,0.37997,0.42186
1987,4th Quintile,Full Time,0.51880,1212,2157,0.49771,0.53989
1987,4th Quintile,Part Time,0.18283,386,2157,0.16652,0.19915
1987,4th Quintile,Not Working,0.29837,559,2157,0.27906,0.31768
1987,5th Quintile,Full Time,0.61098,1331,2091,0.59008,0.63188
1987,5th Quintile,Part Time,0.14469,311,2091,0.12961,0.15977
1987,5th Quintile,Not Working,0.24433,449,2091,0.22590,0.26275
1988,1st Quintile,Full Time,0.17672,482,1973,0.15989,0.19356
1988,1st Quintile,Part Time,0.16232,356,1973,0.14604,0.17859
1988,1st Quintile,Not Working,0.66096,1135,1973,0.64007,0.68186
1988,2nd Quintile,Full Time,0.31352,764,1984,0.29310,0.33394
1988,2nd Quintile,Part Time,0.16287,369,1984,0.14662,0.17913
1988,2nd Quintile,Not Working,0.52360,851,1984,0.50162,0.54559
1988,3rd Quintile,Full Time,0.43159,975,2006,0.40991,0.45327
1988,3rd Quintile,Part Time,0.19843,411,2006,0.18098,0.21589
1988,3rd Quintile,Not Working,0.36997,620,2006,0.34884,0.39111
1988,4th Quintile,Full Time,0.51337,1141,2064,0.49180,0.53494
1988,4th Quintile,Part Time,0.18592,387,2064,0.16914,0.20271
1988,4th Quintile,Not Working,0.30071,536,2064,0.28092,0.32049
1988,5th Quintile,Full Time,0.60259,1218,1943,0.58082,0.62435
1988,5th Quintile,Part Time,0.16233,322,1943,0.14592,0.17873
1988,5th Quintile,Not Working,0.23509,403,1943,0.21622,0.25395
1989,1st Quintile,Full Time,0.17225,495,1932,0.15541,0.18909
1989,1st Quintile,Part Time,0.14961,322,1932,0.13370,0.16552
1989,1st Quintile,Not Working,0.67814,1115,1932,0.65731,0.69898
1989,2nd Quintile,Full Time,0.34923,812,1965,0.32814,0.37031
1989,2nd Quintile,Part Time,0.16411,359,1965,0.14773,0.18049
1989,2nd Quintile,Not Working,0.48666,794,1965,0.46456,0.50877
1989,3rd Quintile,Full Time,0.43394,925,1895,0.41162,0.45626
1989,3rd Quintile,Part Time,0.18676,369,1895,0.16920,0.20431
1989,3rd Quintile,Not Working,0.37930,601,1895,0.35745,0.40116
1989,4th Quintile,Full Time,0.52738,1147,2009,0.50555,0.54922
1989,4th Quintile,Part Time,0.15850,333,2009,0.14253,0.17447
1989,4th Quintile,Not Working,0.31412,529,2009,0.29382,0.33442
1989,5th Quintile,Full Time,0.60329,1160,1862,0.58106,0.62551
1989,5th Quintile,Part Time,0.16739,325,1862,0.15042,0.18435
1989,5th Quintile,Not Working,0.22933,377,1862,0.21023,0.24843
1990,1st Quintile,Full Time,0.18759,493,1905,0.17005,0.20512
1990,1st Quintile,Part Time,0.16273,331,1905,0.14615,0.17931
1990,1st Quintile,Not Working,0.64968,1081,1905,0.62825,0.67111
1990,2nd Quintile,Full Time,0.33521,740,1889,0.31391,0.35650
1990,2nd Quintile,Part Time,0.18341,371,1889,0.16595,0.20086
1990,2nd Quintile,Not Working,0.48139,778,1889,0.45885,0.50392
1990,3rd Quintile,Full Time,0.42803,907,1896,0.40575,0.45031
1990,3rd Quintile,Part Time,0.19291,379,1896,0.17515,0.21068
1990,3rd Quintile,Not Working,0.37906,610,1896,0.35721,0.40090
1990,4th Quintile,Full Time,0.55024,1133,1943,0.52811,0.57236
1990,4th Quintile,Part Time,0.17514,350,1943,0.15824,0.19205
1990,4th Quintile,Not Working,0.27462,460,1943,0.25477,0.29447
1990,5th Quintile,Full Time,0.60950,1151,1827,0.58712,0.63188
1990,5th Quintile,Part Time,0.15846,295,1827,0.14171,0.17521
1990,5th Quintile,Not Working,0.23204,381,1827,0.21267,0.25140
1991,1st Quintile,Full Time,0.18062,471,1843,0.16305,0.19819
1991,1st Quintile,Part Time,0.16744,324,1843,0.15039,0.18449
1991,1st Quintile,Not Working,0.65194,1048,1843,0.63018,0.67369
1991,2nd Quintile,Full Time,0.33570,752,1893,0.31442,0.35698
1991,2nd Quintile,Part Time,0.18656,377,1893,0.16901,0.20411
1991,2nd Quintile,Not Working,0.47774,764,1893,0.45523,0.50025
1991,3rd Quintile,Full Time,0.45577,939,1883,0.43326,0.47827
1991,3rd Quintile,Part Time,0.17509,351,1883,0.15792,0.19226
1991,3rd Quintile,Not Working,0.36914,593,1883,0.34734,0.39095
1991,4th Quintile,Full Time,0.51764,1088,1944,0.49542,0.53986
1991,4th Quintile,Part Time,0.19440,379,1944,0.17680,0.21200
1991,4th Quintile,Not Working,0.28796,477,1944,0.26783,0.30809
1991,5th Quintile,Full Time,0.61461,1166,1846,0.59240,0.63681
1991,5th Quintile,Part Time,0.16593,321,1846,0.14895,0.18290
1991,5th Quintile,Not Working,0.21947,359,1846,0.20058,0.23835
1992,1st Quintile,Full Time,0.21498,794,2772,0.19969,0.23028
1992,1st Quintile,Part Time,0.17274,567,2772,0.15866,0.18681
1992,1st Quintile,Not Working,0.61228,1411,2772,0.59414,0.63042
1992,2nd Quintile,Full Time,0.39042,1368,2870,0.37257,0.40827
1992,2nd Quintile,Part Time,0.17961,537,2870,0.16556,0.19365
1992,2nd Quintile,Not Working,0.42997,965,2870,0.41186,0.44809
1992,3rd Quintile,Full Time,0.45939,1410,2671,0.44049,0.47829
1992,3rd Quintile,Part Time,0.17947,489,2671,0.16492,0.19403
1992,3rd Quintile,Not Working,0.36114,772,2671,0.34292,0.37936
1992,4th Quintile,Full Time,0.52047,1490,2602,0.50127,0.53967
1992,4th Quintile,Part Time,0.18632,486,2602,0.17136,0.20129
1992,4th Quintile,Not Working,0.29321,626,2602,0.27571,0.31070
1992,5th Quintile,Full Time,0.60657,1517,2399,0.58702,0.62613
1992,5th Quintile,Part Time,0.17040,423,2399,0.15535,0.18545
1992,5th Quintile,Not Working,0.22302,459,2399,0.20636,0.23968
1993,1st Quintile,Full Time,0.19143,646,2597,0.17629,0.20656
1993,1st Quintile,Part Time,0.16286,461,2597,0.14865,0.17706
1993,1st Quintile,Not Working,0.64572,1490,2597,0.62732,0.66411
1993,2nd Quintile,Full Time,0.34759,1186,2834,0.33006,0.36513
1993,2nd Quintile,Part Time,0.17322,535,2834,0.15928,0.18715
1993,2nd Quintile,Not Working,0.47919,1113,2834,0.46080,0.49759
1993,3rd Quintile,Full Time,0.45031,1412,2679,0.43147,0.46915
1993,3rd Quintile,Part Time,0.17974,500,2679,0.16520,0.19428
1993,3rd Quintile,Not Working,0.36995,767,2679,0.35166,0.38823
1993,4th Quintile,Full Time,0.52874,1496,2608,0.50957,0.54790
1993,4th Quintile,Part Time,0.18454,506,2608,0.16965,0.19943
1993,4th Quintile,Not Working,0.28672,606,2608,0.26936,0.30408
1993,5th Quintile,Full Time,0.60973,1508,2383,0.59014,0.62932
1993,5th Quintile,Part Time,0.18641,449,2383,0.17077,0.20205
1993,5th Quintile,Not Working,0.20386,426,2383,0.18768,0.22004
1994,1st Quintile,Full Time,0.18512,586,2521,0.16996,0.20029
1994,1st Quintile,Part Time,0.16553,472,2521,0.15102,0.18004
1994,1st Quintile,Not Working,0.64935,1463,2521,0.63071,0.66798
1994,2nd Quintile,Full Time,0.32178,1057,2667,0.30405,0.33952
1994,2nd Quintile,Part Time,0.17640,494,2667,0.16193,0.19087
1994,2nd Quintile,Not Working,0.50181,1116,2667,0.48283,0.52079
1994,3rd Quintile,Full Time,0.42367,1366,2714,0.40508,0.44227
1994,3rd Quintile,Part Time,0.17975,500,2714,0.16530,0.19419
1994,3rd Quintile,Not Working,0.39658,848,2714,0.37817,0.41499
1994,4th Quintile,Full Time,0.52894,1438,2542,0.50953,0.54835
1994,4th Quintile,Part Time,0.17140,448,2542,0.15675,0.18606
1994,4th Quintile,Not Working,0.29966,656,2542,0.28184,0.31747
1994,5th Quintile,Full Time,0.59982,1519,2423,0.58031,0.61933
1994,5th Quintile,Part Time,0.18146,448,2423,0.16611,0.19681
1994,5th Quintile,Not Working,0.21872,456,2423,0.20225,0.23518
1995,1st Quintile,Full Time,0.18423,573,2540,0.16915,0.19931
1995,1st Quintile,Part Time,0.18902,513,2540,0.17379,0.20425
1995,1st Quintile,Not Working,0.62674,1454,2540,0.60793,0.64556
1995,2nd Quintile,Full Time,0.29141,1038,2886,0.27483,0.30800
1995,2nd Quintile,Part Time,0.17272,573,2886,0.15892,0.18651
1995,2nd Quintile,Not Working,0.53587,1275,2886,0.51767,0.55407
1995,3rd Quintile,Full Time,0.40135,1306,2723,0.38294,0.41977
1995,3rd Quintile,Part Time,0.19206,554,2723,0.17726,0.20686
1995,3rd Quintile,Not Working,0.40659,863,2723,0.38813,0.42504
1995,4th Quintile,Full Time,0.48792,1473,2664,0.46893,0.50690
1995,4th Quintile,Part Time,0.20191,527,2664,0.18666,0.21715
1995,4th Quintile,Not Working,0.31018,664,2664,0.29261,0.32774
1995,5th Quintile,Full Time,0.58106,1504,2469,0.56159,0.60052
1995,5th Quintile,Part Time,0.17288,434,2469,0.15796,0.18780
1995,5th Quintile,Not Working,0.24607,531,2469,0.22907,0.26306
1996,1st Quintile,Full Time,0.19155,610,2575,0.17634,0.20675
1996,1st Quintile,Part Time,0.20097,581,2575,0.18549,0.21645
1996,1st Quintile,Not Working,0.60748,1384,2575,0.58862,0.62635
1996,2nd Quintile,Full Time,0.31053,974,2628,0.29284,0.32823
1996,2nd Quintile,Part Time,0.17391,540,2628,0.15942,0.18841
1996,2nd Quintile,Not Working,0.51556,1114,2628,0.49644,0.53467
1996,3rd Quintile,Full Time,0.38731,1227,2685,0.36888,0.40574
1996,3rd Quintile,Part Time,0.20927,579,2685,0.19388,0.22466
1996,3rd Quintile,Not Working,0.40342,879,2685,0.38486,0.42198
1996,4th Quintile,Full Time,0.48955,1446,2712,0.47074,0.50837
1996,4th Quintile,Part Time,0.18977,542,2712,0.17501,0.20454
1996,4th Quintile,Not Working,0.32067,724,2712,0.30310,0.33824
1996,5th Quintile,Full Time,0.56834,1476,2442,0.54869,0.58799
1996,5th Quintile,Part Time,0.17846,448,2442,0.16327,0.19366
1996,5th Quintile,Not Working,0.25320,518,2442,0.23595,0.27045
1997,1st Quintile,Full Time,0.17266,526,2392,0.15751,0.18781
1997,1st Quintile,Part Time,0.19231,484,2392,0.17652,0.20811
1997,1st Quintile,Not Working,0.63503,1382,2392,0.61573,0.65433
1997,2nd Quintile,Full Time,0.31771,1011,2740,0.30027,0.33514
1997,2nd Quintile,Part Time,0.17758,541,2740,0.16327,0.19189
1997,2nd Quintile,Not Working,0.50471,1188,2740,0.48599,0.52344
1997,3rd Quintile,Full Time,0.36761,1173,2626,0.34916,0.38605
1997,3rd Quintile,Part Time,0.20604,553,2626,0.19056,0.22151
1997,3rd Quintile,Not Working,0.42636,900,2626,0.40744,0.44528
1997,4th Quintile,Full Time,0.50436,1446,2658,0.48535,0.52338
1997,4th Quintile,Part Time,0.18387,524,2658,0.16914,0.19860
1997,4th Quintile,Not Working,0.31177,688,2658,0.29415,0.32938
1997,5th Quintile,Full Time,0.56060,1428,2413,0.54080,0.58041
1997,5th Quintile,Part Time,0.17491,441,2413,0.15975,0.19007
1997,5th Quintile,Not Working,0.26449,544,2413,0.24689,0.28209
1998,1st Quintile,Full Time,0.18676,525,2340,0.17097,0.20256
1998,1st Quintile,Part Time,0.19413,492,2340,0.17810,0.21016
1998,1st Quintile,Not Working,0.61911,1323,2340,0.59943,0.63879
1998,2nd Quintile,Full Time,0.30806,892,2504,0.28997,0.32614
1998,2nd Quintile,Part Time,0.20107,553,2504,0.18537,0.21678
1998,2nd Quintile,Not Working,0.49087,1059,2504,0.47128,0.51045
1998,3rd Quintile,Full Time,0.36238,1110,2581,0.34384,0.38093
1998,3rd Quintile,Part Time,0.18790,537,2581,0.17283,0.20298
1998,3rd Quintile,Not Working,0.44971,934,2581,0.43052,0.46891
1998,4th Quintile,Full Time,0.47668,1352,2605,0.45750,0.49586
1998,4th Quintile,Part Time,0.18981,536,2605,0.17475,0.20488
1998,4th Quintile,Not Working,0.33350,717,2605,0.31540,0.35161
1998,5th Quintile,Full Time,0.54114,1343,2299,0.52076,0.56151
1998,5th Quintile,Part Time,0.18020,430,2299,0.16449,0.19592
1998,5th Quintile,Not Working,0.27866,526,2299,0.26033,0.29699
1999,1st Quintile,Full Time,0.19826,621,2599,0.18293,0.21359
1999,1st Quintile,Part Time,0.21464,568,2599,0.19885,0.23043
1999,1st Quintile,Not Working,0.58709,1410,2599,0.56816,0.60603
1999,2nd Quintile,Full Time,0.30757,1043,2872,0.29068,0.32445
1999,2nd Quintile,Part Time,0.20714,643,2872,0.19232,0.22197
1999,2nd Quintile,Not Working,0.48529,1186,2872,0.46701,0.50357
1999,3rd Quintile,Full Time,0.38432,1220,2826,0.36638,0.40225
1999,3rd Quintile,Part Time,0.20931,627,2826,0.19431,0.22431
1999,3rd Quintile,Not Working,0.40638,979,2826,0.38826,0.42449
1999,4th Quintile,Full Time,0.49825,1457,2766,0.47961,0.51688
1999,4th Quintile,Part Time,0.18600,569,2766,0.17150,0.20050
1999,4th Quintile,Not Working,0.31576,740,2766,0.29843,0.33308
1999,5th Quintile,Full Time,0.52926,1493,2611,0.51012,0.54841
1999,5th Quintile,Part Time,0.19986,524,2611,0.18452,0.21520
1999,5th Quintile,Not Working,0.27088,594,2611,0.25383,0.28793
2000,1st Quintile,Full Time,0.18993,575,2581,0.17480,0.20507
2000,1st Quintile,Part Time,0.23066,620,2581,0.21441,0.24692
2000,1st Quintile,Not Working,0.57941,1386,2581,0.56036,0.59846
2000,2nd Quintile,Full Time,0.31022,984,2741,0.29290,0.32754
2000,2nd Quintile,Part Time,0.21524,642,2741,0.19985,0.23063
2000,2nd Quintile,Not Working,0.47454,1115,2741,0.45584,0.49324
2000,3rd Quintile,Full Time,0.41138,1243,2732,0.39292,0.42984
2000,3rd Quintile,Part Time,0.19235,571,2732,0.17756,0.20713
2000,3rd Quintile,Not Working,0.39627,918,2732,0.37793,0.41462
2000,4th Quintile,Full Time,0.49523,1449,2692,0.47633,0.51412
2000,4th Quintile,Part Time,0.18636,544,2692,0.17164,0.20107
2000,4th Quintile,Not Working,0.31842,699,2692,0.30082,0.33602
2000,5th Quintile,Full Time,0.55058,1492,2539,0.53123,0.56994
2000,5th Quintile,Part Time,0.19717,510,2539,0.18169,0.21265
2000,5th Quintile,Not Working,0.25225,537,2539,0.23535,0.26915
2001,1st Quintile,Full Time,0.17807,772,3880,0.16603,0.19011
2001,1st Quintile,Part Time,0.24367,966,3880,0.23016,0.25718
2001,1st Quintile,Not Working,0.57826,2142,3880,0.56271,0.59380
2001,2nd Quintile,Full Time,0.32727,1500,4350,0.31333,0.34122
2001,2nd Quintile,Part Time,0.20886,969,4350,0.19678,0.22094
2001,2nd Quintile,Not Working,0.46387,1881,4350,0.44905,0.47869
2001,3rd Quintile,Full Time,0.41850,1950,4541,0.40415,0.43285
2001,3rd Quintile,Part Time,0.19447,968,4541,0.18296,0.20599
2001,3rd Quintile,Not Working,0.38702,1623,4541,0.37285,0.40119
2001,4th Quintile,Full Time,0.48297,2295,4615,0.46855,0.49739
2001,4th Quintile,Part Time,0.20837,982,4615,0.19666,0.22009
2001,4th Quintile,Not Working,0.30865,1338,4615,0.29532,0.32198
2001,5th Quintile,Full Time,0.55011,2543,4532,0.53562,0.56459
2001,5th Quintile,Part Time,0.19325,910,4532,0.18176,0.20475
2001,5th Quintile,Not Working,0.25664,1079,4532,0.24392,0.26936
2002,1st Quintile,Full Time,0.17268,643,3469,0.16010,0.18526
2002,1st Quintile,Part Time,0.24385,871,3469,0.22956,0.25814
2002,1st Quintile,Not Working,0.58347,1955,3469,0.56706,0.59988
2002,2nd Quintile,Full Time,0.30037,1236,3923,0.28602,0.31471
2002,2nd Quintile,Part Time,0.20620,855,3923,0.19354,0.21887
2002,2nd Quintile,Not Working,0.49343,1832,3923,0.47778,0.50908
2002,3rd Quintile,Full Time,0.39142,1599,4040,0.37636,0.40647
2002,3rd Quintile,Part Time,0.21513,905,4040,0.20246,0.22781
2002,3rd Quintile,Not Working,0.39345,1536,4040,0.37838,0.40851
2002,4th Quintile,Full Time,0.46635,2086,4369,0.45156,0.48114
2002,4th Quintile,Part Time,0.21479,1016,4369,0.20261,0.22697
2002,4th Quintile,Not Working,0.31886,1267,4369,0.30504,0.33268
2002,5th Quintile,Full Time,0.55317,2829,4999,0.53939,0.56696
2002,5th Quintile,Part Time,0.18591,1022,4999,0.17512,0.19669
2002,5th Quintile,Not Working,0.26092,1148,4999,0.24875,0.27310
2003,1st Quintile,Full Time,0.15073,561,3410,0.13872,0.16274
2003,1st Quintile,Part Time,0.24473,896,3410,0.23030,0.25916
2003,1st Quintile,Not Working,0.60454,1953,3410,0.58812,0.62095
2003,2nd Quintile,Full Time,0.30349,1213,3861,0.28898,0.31799
2003,2nd Quintile,Part Time,0.20285,835,3861,0.19017,0.21554
2003,2nd Quintile,Not Working,0.49366,1813,3861,0.47789,0.50943
2003,3rd Quintile,Full Time,0.38257,1592,4069,0.36763,0.39751
2003,3rd Quintile,Part Time,0.22181,948,4069,0.20904,0.23458
2003,3rd Quintile,Not Working,0.39562,1529,4069,0.38060,0.41065
2003,4th Quintile,Full Time,0.46876,2127,4465,0.45412,0.48340
2003,4th Quintile,Part Time,0.21632,1020,4465,0.20424,0.22840
2003,4th Quintile,Not Working,0.31492,1318,4465,0.30130,0.32855
2003,5th Quintile,Full Time,0.53251,3421,6357,0.52024,0.54477
2003,5th Quintile,Part Time,0.20309,1415,6357,0.19320,0.21298
2003,5th Quintile,Not Working,0.26441,1521,6357,0.25356,0.27525
2004,1st Quintile,Full Time,0.16338,551,3266,0.15070,0.17606
2004,1st Quintile,Part Time,0.24438,826,3266,0.22964,0.25912
2004,1st Quintile,Not Working,0.59224,1889,3266,0.57538,0.60910
2004,2nd Quintile,Full Time,0.28299,1122,3786,0.26864,0.29734
2004,2nd Quintile,Part Time,0.21860,849,3786,0.20543,0.23177
2004,2nd Quintile,Not Working,0.49841,1815,3786,0.48248,0.51433
2004,3rd Quintile,Full Time,0.37057,1498,4015,0.35562,0.38551
2004,3rd Quintile,Part Time,0.21727,946,4015,0.20451,0.23003
2004,3rd Quintile,Not Working,0.41217,1571,4015,0.39694,0.42739
2004,4th Quintile,Full Time,0.45120,1995,4346,0.43640,0.46599
2004,4th Quintile,Part Time,0.21601,1017,4346,0.20378,0.22825
2004,4th Quintile,Not Working,0.33279,1334,4346,0.31878,0.34680
2004,5th Quintile,Full Time,0.53402,3293,6198,0.52160,0.54644
2004,5th Quintile,Part Time,0.19997,1370,6198,0.19001,0.20992
2004,5th Quintile,Not Working,0.26601,1535,6198,0.25501,0.27701
2005,1st Quintile,Full Time,0.16487,507,3155,0.15192,0.17782
2005,1st Quintile,Part Time,0.25888,805,3155,0.24359,0.27417
2005,1st Quintile,Not Working,0.57625,1843,3155,0.55901,0.59350
2005,2nd Quintile,Full Time,0.28191,1025,3633,0.26728,0.29654
2005,2nd Quintile,Part Time,0.21641,830,3633,0.20302,0.22980
2005,2nd Quintile,Not Working,0.50168,1778,3633,0.48542,0.51794
2005,3rd Quintile,Full Time,0.38359,1413,3758,0.36804,0.39914
2005,3rd Quintile,Part Time,0.23463,895,3758,0.22108,0.24818
2005,3rd Quintile,Not Working,0.38178,1450,3758,0.36625,0.39732
2005,4th Quintile,Full Time,0.45451,1957,4303,0.43963,0.46939
2005,4th Quintile,Part Time,0.21383,992,4303,0.20158,0.22608
2005,4th Quintile,Not Working,0.33166,1354,4303,0.31759,0.34573
2005,5th Quintile,Full Time,0.54664,3131,5847,0.53388,0.55940
2005,5th Quintile,Part Time,0.20042,1289,5847,0.19016,0.21069
2005,5th Quintile,Not Working,0.25294,1427,5847,0.24179,0.26408
2006,1st Quintile,Full Time,0.15677,458,3020,0.14380,0.16974
2006,1st Quintile,Part Time,0.25924,804,3020,0.24361,0.27487
2006,1st Quintile,Not Working,0.58398,1758,3020,0.56640,0.60157
2006,2nd Quintile,Full Time,0.27759,935,3384,0.26250,0.29268
2006,2nd Quintile,Part Time,0.21967,762,3384,0.20572,0.23362
2006,2nd Quintile,Not Working,0.50274,1687,3384,0.48589,0.51959
2006,3rd Quintile,Full Time,0.38184,1363,3639,0.36606,0.39763
2006,3rd Quintile,Part Time,0.22765,841,3639,0.21402,0.24127
2006,3rd Quintile,Not Working,0.39051,1435,3639,0.37466,0.40637
2006,4th Quintile,Full Time,0.45297,1818,4032,0.43760,0.46833
2006,4th Quintile,Part Time,0.21559,903,4032,0.20289,0.22828
2006,4th Quintile,Not Working,0.33145,1311,4032,0.31691,0.34598
2006,5th Quintile,Full Time,0.55899,2956,5575,0.54596,0.57203
2006,5th Quintile,Part Time,0.18292,1174,5575,0.17277,0.19307
2006,5th Quintile,Not Working,0.25809,1445,5575,0.24660,0.26958
2007,1st Quintile,Full Time,0.15355,490,3283,0.14121,0.16588
2007,1st Quintile,Part Time,0.25586,858,3283,0.24093,0.27079
2007,1st Quintile,Not Working,0.59059,1935,3283,0.57377,0.60742
2007,2nd Quintile,Full Time,0.27919,1014,3595,0.26452,0.29385
2007,2nd Quintile,Part Time,0.21873,822,3595,0.20521,0.23224
2007,2nd Quintile,Not Working,0.50209,1759,3595,0.48574,0.51843
2007,3rd Quintile,Full Time,0.38081,1437,3930,0.36562,0.39599
2007,3rd Quintile,Part Time,0.21284,867,3930,0.20004,0.22564
2007,3rd Quintile,Not Working,0.40636,1626,3930,0.39100,0.42171
2007,4th Quintile,Full Time,0.46227,1955,4388,0.44751,0.47702
2007,4th Quintile,Part Time,0.22028,1008,4388,0.20801,0.23254
2007,4th Quintile,Not Working,0.31746,1425,4388,0.30368,0.33123
2007,5th Quintile,Full Time,0.55321,2971,5651,0.54025,0.56617
2007,5th Quintile,Part Time,0.18512,1156,5651,0.17499,0.19525
2007,5th Quintile,Not Working,0.26167,1524,5651,0.25021,0.27313
2008,1st Quintile,Full Time,0.14594,440,3043,0.13340,0.15849
2008,1st Quintile,Part Time,0.25736,800,3043,0.24182,0.27290
2008,1st Quintile,Not Working,0.59670,1803,3043,0.57926,0.61413
2008,2nd Quintile,Full Time,0.28740,967,3425,0.27224,0.30255
2008,2nd Quintile,Part Time,0.22276,783,3425,0.20883,0.23670
2008,2nd Quintile,Not Working,0.48984,1675,3425,0.47309,0.50658
2008,3rd Quintile,Full Time,0.40081,1490,3868,0.38537,0.41626
2008,3rd Quintile,Part Time,0.21695,858,3868,0.20396,0.22994
2008,3rd Quintile,Not Working,0.38224,1520,3868,0.36692,0.39756
2008,4th Quintile,Full Time,0.47797,1809,3926,0.46235,0.49360
2008,4th Quintile,Part Time,0.21207,885,3926,0.19928,0.22486
2008,4th Quintile,Not Working,0.30995,1232,3926,0.29548,0.32442
2008,5th Quintile,Full Time,0.56820,2782,5307,0.55487,0.58153
2008,5th Quintile,Part Time,0.18308,1080,5307,0.17268,0.19349
2008,5th Quintile,Not Working,0.24871,1445,5307,0.23708,0.26035
2009,1st Quintile,Full Time,0.15972,475,2917,0.14642,0.17302
2009,1st Quintile,Part Time,0.26477,766,2917,0.24876,0.28079
2009,1st Quintile,Not Working,0.57551,1676,2917,0.55757,0.59345
2009,2nd Quintile,Full Time,0.27256,859,3223,0.25718,0.28794
2009,2nd Quintile,Part Time,0.23443,732,3223,0.21980,0.24905
2009,2nd Quintile,Not Working,0.49301,1632,3223,0.47575,0.51028
2009,3rd Quintile,Full Time,0.40034,1320,3450,0.38399,0.41669
2009,3rd Quintile,Part Time,0.24304,850,3450,0.22872,0.25735
2009,3rd Quintile,Not Working,0.35662,1280,3450,0.34064,0.37261
2009,4th Quintile,Full Time,0.48111,1762,3813,0.46525,0.49697
2009,4th Quintile,Part Time,0.22353,896,3813,0.21030,0.23675
2009,4th Quintile,Not Working,0.29537,1155,3813,0.28088,0.30985
2009,5th Quintile,Full Time,0.57586,2587,4846,0.56194,0.58977
