year,pgisced97,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,First Stage of Tertiary Education,West,Full Time,0.53356,348,619,0.49423,0.57289
1985,First Stage of Tertiary Education,West,Part Time,0.15566,102,619,0.12708,0.18424
1985,First Stage of Tertiary Education,West,Not Working,0.31078,169,619,0.27429,0.34727
1985,Second Stage of Tertiary Education,West,Full Time,0.59213,459,755,0.55705,0.62721
1985,Second Stage of Tertiary Education,West,Part Time,0.18125,146,755,0.15375,0.20875
1985,Second Stage of Tertiary Education,West,Not Working,0.22662,150,755,0.19674,0.25650
1986,No answer / don't know,West,Full Time,0.38212,50,88,0.28002,0.48423
1986,No answer / don't know,West,Not Working,0.34188,38,88,0.24220,0.44155
1986,Pre-primary Level,West,Not Working,0.95500,183,183,0.92489,0.98512
1986,Primary Level,West,Full Time,0.37247,349,778,0.33848,0.40647
1986,Primary Level,West,Part Time,0.15228,105,778,0.12701,0.17754
1986,Primary Level,West,Not Working,0.47525,324,778,0.44014,0.51037
1986,Lower Secondary Level,West,Full Time,0.25998,1003,2907,0.24403,0.27593
1986,Lower Secondary Level,West,Part Time,0.16150,530,2907,0.14812,0.17488
1986,Lower Secondary Level,West,Not Working,0.57852,1374,2907,0.56057,0.59648
1986,Upper Secondary Level,West,Full Time,0.45174,2491,4993,0.43793,0.46554
1986,Upper Secondary Level,West,Part Time,0.16574,876,4993,0.15542,0.17605
1986,Upper Secondary Level,West,Not Working,0.38252,1626,4993,0.36904,0.39600
1986,Post-secondary Non-tertiary Level,West,Full Time,0.48247,150,274,0.42319,0.54175
1986,Post-secondary Non-tertiary Level,West,Part Time,0.21987,52,274,0.17074,0.26900
1986,Post-secondary Non-tertiary Level,West,Not Working,0.29766,72,274,0.24342,0.35190
1986,First Stage of Tertiary Education,West,Full Time,0.51923,319,581,0.47857,0.55989
1986,First Stage of Tertiary Education,West,Part Time,0.14383,98,581,0.11527,0.17239
1986,First Stage of Tertiary Education,West,Not Working,0.33694,164,581,0.29847,0.37541
1986,Second Stage of Tertiary Education,West,Full Time,0.61304,473,749,0.57814,0.64794
1986,Second Stage of Tertiary Education,West,Part Time,0.16232,132,749,0.13589,0.18875
1986,Second Stage of Tertiary Education,West,Not Working,0.22464,144,749,0.19473,0.25455
1987,No answer / don't know,West,Full Time,0.38759,57,95,0.28910,0.48609
1987,No answer / don't know,West,Not Working,0.33220,38,95,0.23699,0.42742
1987,Pre-primary Level,West,Not Working,0.91013,179,179,0.86811,0.95214
1987,Primary Level,West,Full Time,0.41199,347,751,0.37676,0.44721
1987,Primary Level,West,Part Time,0.17382,114,751,0.14670,0.20094
1987,Primary Level,West,Not Working,0.41419,290,751,0.37894,0.44945
1987,Lower Secondary Level,West,Full Time,0.27006,1007,2836,0.25371,0.28640
1987,Lower Secondary Level,West,Part Time,0.16864,526,2836,0.15486,0.18242
1987,Lower Secondary Level,West,Not Working,0.56131,1303,2836,0.54304,0.57957
1987,Upper Secondary Level,West,Full Time,0.46511,2551,4970,0.45124,0.47897
1987,Upper Secondary Level,West,Part Time,0.16104,831,4970,0.15082,0.17126
1987,Upper Secondary Level,West,Not Working,0.37386,1588,4970,0.36041,0.38731
1987,Post-secondary Non-tertiary Level,West,Full Time,0.49752,153,274,0.43820,0.55683
1987,Post-secondary Non-tertiary Level,West,Part Time,0.20491,50,274,0.15703,0.25279
1987,Post-secondary Non-tertiary Level,West,Not Working,0.29758,71,274,0.24334,0.35181
1987,First Stage of Tertiary Education,West,Full Time,0.51339,304,565,0.47214,0.55464
1987,First Stage of Tertiary Education,West,Part Time,0.16200,101,565,0.13159,0.19241
1987,First Stage of Tertiary Education,West,Not Working,0.32462,160,565,0.28597,0.36326
1987,Second Stage of Tertiary Education,West,Full Time,0.58930,452,742,0.55388,0.62472
1987,Second Stage of Tertiary Education,West,Part Time,0.17787,147,742,0.15034,0.20541
1987,Second Stage of Tertiary Education,West,Not Working,0.23283,143,742,0.20240,0.26326
1988,No answer / don't know,West,Full Time,0.42663,66,145,0.34585,0.50742
1988,No answer / don't know,West,Part Time,0.27660,34,145,0.20354,0.34967
1988,No answer / don't know,West,Not Working,0.29676,45,145,0.22215,0.37138
1988,Pre-primary Level,West,Not Working,0.94799,155,155,0.91292,0.98306
1988,Primary Level,West,Full Time,0.36367,294,691,0.32777,0.39956
1988,Primary Level,West,Part Time,0.13908,99,691,0.11326,0.16490
1988,Primary Level,West,Not Working,0.49725,298,691,0.45994,0.53455
1988,Lower Secondary Level,West,Full Time,0.26079,950,2719,0.24428,0.27730
1988,Lower Secondary Level,West,Part Time,0.18410,569,2719,0.16953,0.19867
1988,Lower Secondary Level,West,Not Working,0.55511,1200,2719,0.53643,0.57380
1988,Upper Secondary Level,West,Full Time,0.46229,2409,4743,0.44809,0.47648
1988,Upper Secondary Level,West,Part Time,0.16876,838,4743,0.15809,0.17942
1988,Upper Secondary Level,West,Not Working,0.36896,1496,4743,0.35523,0.38269
1988,Post-secondary Non-tertiary Level,West,Full Time,0.48638,141,268,0.42643,0.54634
1988,Post-secondary Non-tertiary Level,West,Part Time,0.20549,57,268,0.15702,0.25395
1988,Post-secondary Non-tertiary Level,West,Not Working,0.30813,70,268,0.25275,0.36351
1988,First Stage of Tertiary Education,West,Full Time,0.52180,293,539,0.47959,0.56401
1988,First Stage of Tertiary Education,West,Part Time,0.15151,95,539,0.12122,0.18181
1988,First Stage of Tertiary Education,West,Not Working,0.32669,151,539,0.28706,0.36632
1988,Second Stage of Tertiary Education,West,Full Time,0.57964,427,702,0.54309,0.61618
1988,Second Stage of Tertiary Education,West,Part Time,0.20975,145,702,0.17961,0.23989
1988,Second Stage of Tertiary Education,West,Not Working,0.21062,130,702,0.18043,0.24080
1989,No answer / don't know,West,Full Time,0.37398,65,112,0.28397,0.46400
1989,No answer / don't know,West,Not Working,0.38953,47,112,0.29882,0.48025
1989,Pre-primary Level,West,Not Working,0.88344,156,156,0.83293,0.93396
1989,Primary Level,West,Full Time,0.35153,266,652,0.31485,0.38821
1989,Primary Level,West,Part Time,0.15289,100,652,0.12524,0.18054
1989,Primary Level,West,Not Working,0.49558,286,652,0.45717,0.53399
1989,Lower Secondary Level,West,Full Time,0.26754,949,2570,0.25043,0.28466
1989,Lower Secondary Level,West,Part Time,0.17550,484,2570,0.16079,0.19021
1989,Lower Secondary Level,West,Not Working,0.55696,1137,2570,0.53775,0.57617
1989,Upper Secondary Level,West,Full Time,0.47317,2381,4622,0.45877,0.48756
1989,Upper Secondary Level,West,Part Time,0.15814,797,4622,0.14762,0.16866
1989,Upper Secondary Level,West,Not Working,0.36869,1444,4622,0.35478,0.38260
1989,Post-secondary Non-tertiary Level,West,Full Time,0.49784,154,288,0.43999,0.55569
1989,Post-secondary Non-tertiary Level,West,Part Time,0.19663,56,288,0.15065,0.24261
1989,Post-secondary Non-tertiary Level,West,Not Working,0.30553,78,288,0.25224,0.35882
1989,First Stage of Tertiary Education,West,Full Time,0.53267,288,515,0.48954,0.57581
1989,First Stage of Tertiary Education,West,Part Time,0.15400,85,515,0.12280,0.18521
1989,First Stage of Tertiary Education,West,Not Working,0.31332,142,515,0.27322,0.35342
1989,Second Stage of Tertiary Education,West,Full Time,0.60021,436,698,0.56384,0.63658
1989,Second Stage of Tertiary Education,West,Part Time,0.18308,137,698,0.15437,0.21179
1989,Second Stage of Tertiary Education,West,Not Working,0.21671,125,698,0.18613,0.24730
1990,No answer / don't know,West,Full Time,0.36725,64,157,0.29160,0.44289
1990,No answer / don't know,West,Part Time,0.25533,37,157,0.18690,0.32376
1990,No answer / don't know,West,Not Working,0.37742,56,157,0.30136,0.45349
1990,Pre-primary Level,West,Not Working,0.89929,147,147,0.85047,0.94811
1990,Primary Level,West,Full Time,0.37581,253,632,0.33802,0.41360
1990,Primary Level,West,Part Time,0.16576,109,632,0.13674,0.19477
1990,Primary Level,West,Not Working,0.45843,270,632,0.41955,0.49731
1990,Lower Secondary Level,West,Full Time,0.27124,902,2469,0.25370,0.28879
1990,Lower Secondary Level,West,Part Time,0.18869,490,2469,0.17325,0.20413
1990,Lower Secondary Level,West,Not Working,0.54007,1077,2469,0.52040,0.55973
1990,Upper Secondary Level,West,Full Time,0.47689,2334,4537,0.46235,0.49142
1990,Upper Secondary Level,West,Part Time,0.16773,796,4537,0.15686,0.17860
1990,Upper Secondary Level,West,Not Working,0.35538,1407,4537,0.34145,0.36931
1990,Post-secondary Non-tertiary Level,West,Full Time,0.49346,149,292,0.43602,0.55091
1990,Post-secondary Non-tertiary Level,West,Part Time,0.21550,59,292,0.16826,0.26274
1990,Post-secondary Non-tertiary Level,West,Not Working,0.29104,84,292,0.23885,0.34323
1990,First Stage of Tertiary Education,West,Full Time,0.53566,287,513,0.49246,0.57886
1990,First Stage of Tertiary Education,West,Part Time,0.14538,88,513,0.11485,0.17591
1990,First Stage of Tertiary Education,West,Not Working,0.31896,138,513,0.27859,0.35933
1990,Second Stage of Tertiary Education,West,Full Time,0.60026,435,699,0.56392,0.63660
1990,Second Stage of Tertiary Education,West,Part Time,0.18581,132,699,0.15696,0.21467
1990,Second Stage of Tertiary Education,West,Not Working,0.21392,132,699,0.18350,0.24435
1991,No answer / don't know,West,Full Time,0.34781,64,166,0.27514,0.42048
1991,No answer / don't know,West,Part Time,0.27660,50,166,0.20834,0.34485
1991,No answer / don't know,West,Not Working,0.37559,52,166,0.30170,0.44949
1991,Pre-primary Level,West,Not Working,0.85950,132,132,0.79999,0.91901
1991,Primary Level,West,Full Time,0.39955,254,620,0.36097,0.43814
1991,Primary Level,West,Part Time,0.15800,108,620,0.12927,0.18674
1991,Primary Level,West,Not Working,0.44245,258,620,0.40332,0.48157
1991,Lower Secondary Level,West,Full Time,0.28090,921,2400,0.26291,0.29888
1991,Lower Secondary Level,West,Part Time,0.17360,444,2400,0.15844,0.18875
1991,Lower Secondary Level,West,Not Working,0.54551,1035,2400,0.52558,0.56543
1991,Upper Secondary Level,West,Full Time,0.46750,2304,4531,0.45297,0.48203
1991,Upper Secondary Level,West,Part Time,0.17456,819,4531,0.16351,0.18562
1991,Upper Secondary Level,West,Not Working,0.35794,1408,4531,0.34398,0.37190
1991,Post-secondary Non-tertiary Level,West,Full Time,0.49988,150,304,0.44358,0.55618
1991,Post-secondary Non-tertiary Level,West,Part Time,0.26214,80,304,0.21262,0.31166
1991,Post-secondary Non-tertiary Level,West,Not Working,0.23798,74,304,0.19003,0.28593
1991,First Stage of Tertiary Education,West,Full Time,0.53160,289,518,0.48859,0.57462
1991,First Stage of Tertiary Education,West,Part Time,0.14945,89,518,0.11872,0.18018
1991,First Stage of Tertiary Education,West,Not Working,0.31895,140,518,0.27877,0.35912
1991,Second Stage of Tertiary Education,West,Full Time,0.57870,434,719,0.54258,0.61481
1991,Second Stage of Tertiary Education,West,Part Time,0.19835,144,719,0.16918,0.22752
1991,Second Stage of Tertiary Education,West,Not Working,0.22295,141,719,0.19251,0.25340
1992,No answer / don't know,West,Full Time,0.46308,87,145,0.38164,0.54453
1992,No answer / don't know,West,Not Working,0.36603,58,145,0.28734,0.44471
1992,Pre-primary Level,West,Not Working,0.82517,122,122,0.75750,0.89285
1992,Pre-primary Level,East,Not Working,0.76993,36,36,0.63049,0.90936
1992,Primary Level,West,Full Time,0.39375,248,606,0.35481,0.43268
1992,Primary Level,West,Part Time,0.15925,98,606,0.13009,0.18841
1992,Primary Level,West,Not Working,0.44700,260,606,0.40739,0.48662
1992,Lower Secondary Level,West,Full Time,0.27069,870,2330,0.25264,0.28873
1992,Lower Secondary Level,West,Part Time,0.18108,456,2330,0.16544,0.19672
1992,Lower Secondary Level,West,Not Working,0.54824,1004,2330,0.52802,0.56845
1992,Lower Secondary Level,East,Full Time,0.18057,109,454,0.14515,0.21599
1992,Lower Secondary Level,East,Part Time,0.14058,80,454,0.10857,0.17259
1992,Lower Secondary Level,East,Not Working,0.67885,265,454,0.63585,0.72185
1992,Upper Secondary Level,West,Full Time,0.46858,2285,4502,0.45400,0.48316
1992,Upper Secondary Level,West,Part Time,0.16924,815,4502,0.15828,0.18019
1992,Upper Secondary Level,West,Not Working,0.36218,1402,4502,0.34814,0.37622
1992,Upper Secondary Level,East,Full Time,0.50283,1219,2219,0.48202,0.52364
1992,Upper Secondary Level,East,Part Time,0.19775,469,2219,0.18118,0.21433
1992,Upper Secondary Level,East,Not Working,0.29941,531,2219,0.28035,0.31848
1992,Post-secondary Non-tertiary Level,West,Full Time,0.49822,164,316,0.44300,0.55344
1992,Post-secondary Non-tertiary Level,West,Part Time,0.23111,67,316,0.18455,0.27766
1992,Post-secondary Non-tertiary Level,West,Not Working,0.27067,85,316,0.22161,0.31974
1992,Post-secondary Non-tertiary Level,East,Full Time,0.58898,42,42,0.43837,0.73959
1992,First Stage of Tertiary Education,West,Full Time,0.53929,302,532,0.49690,0.58169
1992,First Stage of Tertiary Education,West,Part Time,0.15519,95,532,0.12439,0.18599
1992,First Stage of Tertiary Education,West,Not Working,0.30552,135,532,0.26634,0.34470
1992,First Stage of Tertiary Education,East,Full Time,0.68861,173,208,0.62553,0.75169
1992,First Stage of Tertiary Education,East,Not Working,0.21117,35,208,0.15557,0.26677
1992,Second Stage of Tertiary Education,West,Full Time,0.57627,442,738,0.54059,0.61194
1992,Second Stage of Tertiary Education,West,Part Time,0.21184,160,738,0.18234,0.24134
1992,Second Stage of Tertiary Education,West,Not Working,0.21189,136,738,0.18239,0.24139
1992,Second Stage of Tertiary Education,East,Full Time,0.62995,612,917,0.59868,0.66121
1992,Second Stage of Tertiary Education,East,Part Time,0.19085,170,917,0.16540,0.21630
1992,Second Stage of Tertiary Education,East,Not Working,0.17920,135,917,0.15436,0.20404
1993,No answer / don't know,West,Full Time,0.36937,76,183,0.29925,0.43949
1993,No answer / don't know,West,Part Time,0.23945,48,183,0.17745,0.30145
1993,No answer / don't know,West,Not Working,0.39118,59,183,0.32028,0.46208
1993,Pre-primary Level,West,Not Working,0.91341,116,116,0.86201,0.96481
1993,Pre-primary Level,East,Not Working,0.76417,50,50,0.64530,0.88303
1993,Primary Level,West,Full Time,0.37716,228,594,0.33815,0.41617
1993,Primary Level,West,Part Time,0.12853,88,594,0.10160,0.15547
1993,Primary Level,West,Not Working,0.49431,278,594,0.45407,0.53455
1993,Lower Secondary Level,West,Full Time,0.26985,809,2253,0.25152,0.28819
1993,Lower Secondary Level,West,Part Time,0.18527,470,2253,0.16922,0.20132
1993,Lower Secondary Level,West,Not Working,0.54488,974,2253,0.52431,0.56545
1993,Lower Secondary Level,East,Full Time,0.17331,94,425,0.13728,0.20934
1993,Lower Secondary Level,East,Part Time,0.12762,72,425,0.09586,0.15938
1993,Lower Secondary Level,East,Not Working,0.69907,259,425,0.65541,0.74273
1993,Upper Secondary Level,West,Full Time,0.46733,2290,4522,0.45278,0.48187
1993,Upper Secondary Level,West,Part Time,0.17417,854,4522,0.16311,0.18522
1993,Upper Secondary Level,West,Not Working,0.35851,1378,4522,0.34453,0.37249
1993,Upper Secondary Level,East,Full Time,0.44637,1063,2142,0.42531,0.46742
1993,Upper Secondary Level,East,Part Time,0.16928,394,2142,0.15339,0.18516
1993,Upper Secondary Level,East,Not Working,0.38436,685,2142,0.36375,0.40496
1993,Post-secondary Non-tertiary Level,West,Full Time,0.46412,157,315,0.40896,0.51929
1993,Post-secondary Non-tertiary Level,West,Part Time,0.28253,80,315,0.23273,0.33233
1993,Post-secondary Non-tertiary Level,West,Not Working,0.25334,78,315,0.20524,0.30145
1993,Post-secondary Non-tertiary Level,East,Full Time,0.51147,40,40,0.35459,0.66836
1993,First Stage of Tertiary Education,West,Full Time,0.54782,299,517,0.50487,0.59076
1993,First Stage of Tertiary Education,West,Part Time,0.16337,91,517,0.13147,0.19527
1993,First Stage of Tertiary Education,West,Not Working,0.28881,127,517,0.24970,0.32791
1993,First Stage of Tertiary Education,East,Full Time,0.60114,152,197,0.53259,0.66969
1993,First Stage of Tertiary Education,East,Not Working,0.26153,45,197,0.20000,0.32305
1993,Second Stage of Tertiary Education,West,Full Time,0.56265,451,763,0.52743,0.59788
1993,Second Stage of Tertiary Education,West,Part Time,0.21521,165,763,0.18603,0.24439
1993,Second Stage of Tertiary Education,West,Not Working,0.22214,147,763,0.19262,0.25165
1993,Second Stage of Tertiary Education,East,Full Time,0.58983,566,873,0.55719,0.62248
1993,Second Stage of Tertiary Education,East,Part Time,0.16351,131,873,0.13897,0.18806
1993,Second Stage of Tertiary Education,East,Not Working,0.24665,176,873,0.21804,0.27526
1994,No answer / don't know,West,Full Time,0.41580,82,206,0.34833,0.48326
1994,No answer / don't know,West,Part Time,0.24483,58,206,0.18597,0.30369
1994,No answer / don't know,West,Not Working,0.33938,66,206,0.27456,0.40420
1994,Pre-primary Level,West,Not Working,0.95292,148,148,0.91868,0.98716
1994,Pre-primary Level,East,Not Working,0.85130,74,74,0.76968,0.93292
1994,Primary Level,West,Full Time,0.33896,199,545,0.29918,0.37874
1994,Primary Level,West,Part Time,0.16239,96,545,0.13140,0.19338
1994,Primary Level,West,Not Working,0.49865,250,545,0.45663,0.54066
1994,Lower Secondary Level,West,Full Time,0.25347,716,2089,0.23481,0.27213
1994,Lower Secondary Level,West,Part Time,0.17843,415,2089,0.16201,0.19486
1994,Lower Secondary Level,West,Not Working,0.56810,958,2089,0.54685,0.58935
1994,Lower Secondary Level,East,Full Time,0.16064,88,403,0.12475,0.19654
1994,Lower Secondary Level,East,Part Time,0.14915,80,403,0.11432,0.18397
1994,Lower Secondary Level,East,Not Working,0.69021,235,403,0.64501,0.73541
1994,Upper Secondary Level,West,Full Time,0.45053,2188,4476,0.43595,0.46511
1994,Upper Secondary Level,West,Part Time,0.17770,865,4476,0.16650,0.18890
1994,Upper Secondary Level,West,Not Working,0.37177,1423,4476,0.35761,0.38593
1994,Upper Secondary Level,East,Full Time,0.43508,1021,2092,0.41383,0.45633
1994,Upper Secondary Level,East,Part Time,0.14629,337,2092,0.13115,0.16144
1994,Upper Secondary Level,East,Not Working,0.41862,734,2092,0.39748,0.43977
1994,Post-secondary Non-tertiary Level,West,Full Time,0.49078,161,317,0.43566,0.54590
1994,Post-secondary Non-tertiary Level,West,Part Time,0.23353,69,317,0.18688,0.28018
1994,Post-secondary Non-tertiary Level,West,Not Working,0.27570,87,317,0.22643,0.32497
1994,Post-secondary Non-tertiary Level,East,Full Time,0.47378,40,40,0.31707,0.63049
1994,First Stage of Tertiary Education,West,Full Time,0.51379,286,515,0.47058,0.55700
1994,First Stage of Tertiary Education,West,Part Time,0.18138,95,515,0.14807,0.21470
1994,First Stage of Tertiary Education,West,Not Working,0.30483,134,515,0.26503,0.34463
1994,First Stage of Tertiary Education,East,Full Time,0.51523,139,235,0.45119,0.57926
1994,First Stage of Tertiary Education,East,Part Time,0.12758,32,235,0.08484,0.17033
1994,First Stage of Tertiary Education,East,Not Working,0.35719,64,235,0.29579,0.41858
1994,Second Stage of Tertiary Education,West,Full Time,0.55947,470,795,0.52493,0.59400
1994,Second Stage of Tertiary Education,West,Part Time,0.22204,170,795,0.19313,0.25094
1994,Second Stage of Tertiary Education,West,Not Working,0.21850,155,795,0.18976,0.24724
1994,Second Stage of Tertiary Education,East,Full Time,0.59721,555,858,0.56438,0.63005
1994,Second Stage of Tertiary Education,East,Part Time,0.13622,115,858,0.11325,0.15918
1994,Second Stage of Tertiary Education,East,Not Working,0.26657,188,858,0.23697,0.29617
1995,No answer / don't know,West,Full Time,0.37161,92,246,0.31110,0.43213
1995,No answer / don't know,West,Part Time,0.16674,58,246,0.12007,0.21342
1995,No answer / don't know,West,Not Working,0.46164,96,246,0.39922,0.52407
1995,Pre-primary Level,West,Not Working,0.97621,186,186,0.95425,0.99817
1995,Pre-primary Level,East,Not Working,0.93945,91,91,0.89018,0.98873
1995,Primary Level,West,Full Time,0.30668,173,524,0.26716,0.34620
1995,Primary Level,West,Part Time,0.20463,98,524,0.17005,0.23921
1995,Primary Level,West,Not Working,0.48869,253,524,0.44585,0.53153
1995,Lower Secondary Level,West,Full Time,0.23128,669,2114,0.21331,0.24926
1995,Lower Secondary Level,West,Part Time,0.17814,439,2114,0.16182,0.19445
1995,Lower Secondary Level,West,Not Working,0.59058,1006,2114,0.56961,0.61154
1995,Lower Secondary Level,East,Full Time,0.15879,84,378,0.12190,0.19568
1995,Lower Secondary Level,East,Part Time,0.12361,69,378,0.09039,0.15684
1995,Lower Secondary Level,East,Not Working,0.71760,225,378,0.67216,0.76304
1995,Upper Secondary Level,West,Full Time,0.41646,2145,4674,0.40232,0.43059
1995,Upper Secondary Level,West,Part Time,0.19592,998,4674,0.18454,0.20730
1995,Upper Secondary Level,West,Not Working,0.38763,1531,4674,0.37366,0.40160
1995,Upper Secondary Level,East,Full Time,0.41695,972,2053,0.39561,0.43828
1995,Upper Secondary Level,East,Part Time,0.16199,368,2053,0.14605,0.17793
1995,Upper Secondary Level,East,Not Working,0.42106,713,2053,0.39970,0.44243
1995,Post-secondary Non-tertiary Level,West,Full Time,0.47204,197,401,0.42312,0.52097
1995,Post-secondary Non-tertiary Level,West,Part Time,0.24694,93,401,0.20468,0.28920
1995,Post-secondary Non-tertiary Level,West,Not Working,0.28102,111,401,0.23697,0.32507
1995,Post-secondary Non-tertiary Level,East,Full Time,0.53002,39,39,0.37133,0.68871
1995,First Stage of Tertiary Education,West,Full Time,0.50597,292,523,0.46308,0.54886
1995,First Stage of Tertiary Education,West,Part Time,0.20325,110,523,0.16873,0.23777
1995,First Stage of Tertiary Education,West,Not Working,0.29079,121,523,0.25183,0.32974
1995,First Stage of Tertiary Education,East,Full Time,0.55220,148,213,0.48526,0.61913
1995,First Stage of Tertiary Education,East,Not Working,0.37372,65,213,0.30860,0.43885
1995,Second Stage of Tertiary Education,West,Full Time,0.54971,537,919,0.51753,0.58190
1995,Second Stage of Tertiary Education,West,Part Time,0.22560,198,919,0.19856,0.25264
1995,Second Stage of Tertiary Education,West,Not Working,0.22469,184,919,0.19769,0.25169
1995,Second Stage of Tertiary Education,East,Full Time,0.58029,529,834,0.54678,0.61381
1995,Second Stage of Tertiary Education,East,Part Time,0.14954,126,834,0.12533,0.17376
1995,Second Stage of Tertiary Education,East,Not Working,0.27016,179,834,0.24001,0.30032
1996,No answer / don't know,West,Full Time,0.30919,80,231,0.24946,0.36892
1996,No answer / don't know,West,Part Time,0.24115,60,231,0.18587,0.29644
1996,No answer / don't know,West,Not Working,0.44966,91,231,0.38536,0.51395
1996,Pre-primary Level,West,Not Working,0.95171,187,187,0.92090,0.98252
1996,Pre-primary Level,East,Not Working,0.91423,90,90,0.85605,0.97240
1996,Primary Level,West,Full Time,0.30538,132,479,0.26409,0.34667
1996,Primary Level,West,Part Time,0.19263,109,479,0.15728,0.22799
1996,Primary Level,West,Not Working,0.50199,238,479,0.45717,0.54681
1996,Lower Secondary Level,West,Full Time,0.21945,590,2018,0.20139,0.23751
1996,Lower Secondary Level,West,Part Time,0.18072,458,2018,0.16393,0.19751
1996,Lower Secondary Level,West,Not Working,0.59983,970,2018,0.57845,0.62121
1996,Lower Secondary Level,East,Full Time,0.18479,92,367,0.14503,0.22456
1996,Lower Secondary Level,East,Part Time,0.12677,63,367,0.09268,0.16086
1996,Lower Secondary Level,East,Not Working,0.68844,212,367,0.64099,0.73589
1996,Upper Secondary Level,West,Full Time,0.41590,2088,4586,0.40164,0.43017
1996,Upper Secondary Level,West,Part Time,0.20202,1027,4586,0.19040,0.21365
1996,Upper Secondary Level,West,Not Working,0.38207,1471,4586,0.36801,0.39614
1996,Upper Secondary Level,East,Full Time,0.41731,962,2033,0.39587,0.43875
1996,Upper Secondary Level,East,Part Time,0.15979,366,2033,0.14386,0.17572
1996,Upper Secondary Level,East,Not Working,0.42290,705,2033,0.40142,0.44438
1996,Post-secondary Non-tertiary Level,West,Full Time,0.50196,198,396,0.45265,0.55127
1996,Post-secondary Non-tertiary Level,West,Part Time,0.24681,98,396,0.20429,0.28933
1996,Post-secondary Non-tertiary Level,West,Not Working,0.25122,100,396,0.20845,0.29400
1996,Post-secondary Non-tertiary Level,East,Full Time,0.62426,47,47,0.48430,0.76422
1996,First Stage of Tertiary Education,West,Full Time,0.48750,299,533,0.44502,0.52997
1996,First Stage of Tertiary Education,West,Part Time,0.20730,114,533,0.17285,0.24174
1996,First Stage of Tertiary Education,West,Not Working,0.30521,120,533,0.26608,0.34434
1996,First Stage of Tertiary Education,East,Full Time,0.54915,145,202,0.48037,0.61794
1996,First Stage of Tertiary Education,East,Not Working,0.33575,57,202,0.27046,0.40103
1996,Second Stage of Tertiary Education,West,Full Time,0.56325,555,925,0.53127,0.59523
1996,Second Stage of Tertiary Education,West,Part Time,0.22183,207,925,0.19504,0.24862
1996,Second Stage of Tertiary Education,West,Not Working,0.21492,163,925,0.18844,0.24141
1996,Second Stage of Tertiary Education,East,Full Time,0.56964,526,839,0.53611,0.60316
