year,bula_h,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Lower Saxony,male,Full Time,0.57771,333,539,0.53597,0.61944
1987,Lower Saxony,male,Part Time,0.12491,62,539,0.09697,0.15285
1987,Lower Saxony,male,Not Working,0.29739,144,539,0.25876,0.33601
1987,Lower Saxony,female,Full Time,0.22076,137,566,0.18656,0.25496
1987,Lower Saxony,female,Part Time,0.23188,145,566,0.19708,0.26668
1987,Lower Saxony,female,Not Working,0.54736,284,566,0.50632,0.58840
1987,Bremen,female,Not Working,0.73581,35,35,0.58761,0.88401
1987,North Rhine-Westphalia,male,Full Time,0.60957,918,1418,0.58417,0.63497
1987,North Rhine-Westphalia,male,Part Time,0.11572,162,1418,0.09906,0.13237
1987,North Rhine-Westphalia,male,Not Working,0.27471,338,1418,0.25147,0.29795
1987,North Rhine-Westphalia,female,Full Time,0.22285,335,1409,0.20111,0.24459
1987,North Rhine-Westphalia,female,Part Time,0.17787,279,1409,0.15789,0.19784
1987,North Rhine-Westphalia,female,Not Working,0.59928,795,1409,0.57368,0.62488
1987,Hesse,male,Full Time,0.63078,359,529,0.58962,0.67195
1987,Hesse,male,Part Time,0.08712,61,529,0.06306,0.11117
1987,Hesse,male,Not Working,0.28210,109,529,0.24371,0.32049
1987,Hesse,female,Full Time,0.22544,139,527,0.18973,0.26115
1987,Hesse,female,Part Time,0.22450,128,527,0.18885,0.26016
1987,Hesse,female,Not Working,0.55006,260,527,0.50754,0.59257
1987,"Rhineland-Palatinate, Saarland",male,Full Time,0.58790,246,379,0.53828,0.63752
1987,"Rhineland-Palatinate, Saarland",male,Part Time,0.09653,36,379,0.06676,0.12631
1987,"Rhineland-Palatinate, Saarland",male,Not Working,0.31556,97,379,0.26871,0.36241
1987,"Rhineland-Palatinate, Saarland",female,Full Time,0.21438,94,387,0.17344,0.25532
1987,"Rhineland-Palatinate, Saarland",female,Part Time,0.18806,76,387,0.14907,0.22704
1987,"Rhineland-Palatinate, Saarland",female,Not Working,0.59756,217,387,0.54864,0.64649
1987,Baden-Wuerttemberg,male,Full Time,0.68085,717,985,0.65172,0.70997
1987,Baden-Wuerttemberg,male,Part Time,0.10217,100,985,0.08325,0.12110
1987,Baden-Wuerttemberg,male,Not Working,0.21698,168,985,0.19122,0.24273
1987,Baden-Wuerttemberg,female,Full Time,0.28418,309,977,0.25588,0.31248
1987,Baden-Wuerttemberg,female,Part Time,0.22682,228,977,0.20055,0.25309
1987,Baden-Wuerttemberg,female,Not Working,0.48900,440,977,0.45764,0.52036
1987,Bavaria,male,Full Time,0.62730,554,828,0.59434,0.66025
1987,Bavaria,male,Part Time,0.12548,109,828,0.10291,0.14806
1987,Bavaria,male,Not Working,0.24722,165,828,0.21782,0.27662
1987,Bavaria,female,Full Time,0.25092,269,896,0.22251,0.27932
1987,Bavaria,female,Part Time,0.25266,239,896,0.22419,0.28113
1987,Bavaria,female,Not Working,0.49643,388,896,0.46367,0.52918
1987,Berlin,male,Full Time,0.65680,121,160,0.58300,0.73060
1987,Berlin,male,Not Working,0.24083,39,160,0.17437,0.30729
1987,Berlin,female,Full Time,0.25967,58,181,0.19561,0.32372
1987,Berlin,female,Part Time,0.20577,45,181,0.14672,0.26483
1987,Berlin,female,Not Working,0.53456,78,181,0.46169,0.60743
1988,Schleswig-Holstein,male,Full Time,0.63760,106,137,0.55681,0.71839
1988,Schleswig-Holstein,male,Not Working,0.22613,31,137,0.15582,0.29644
1988,Schleswig-Holstein,female,Full Time,0.18153,36,166,0.12271,0.24034
1988,Schleswig-Holstein,female,Part Time,0.24779,43,166,0.18191,0.31366
1988,Schleswig-Holstein,female,Not Working,0.57069,87,166,0.49516,0.64621
1988,Hamburg,male,Full Time,0.62208,63,63,0.50139,0.74277
1988,Hamburg,female,Not Working,0.55924,52,52,0.42298,0.69550
1988,Lower Saxony,male,Full Time,0.60052,319,513,0.55810,0.64295
1988,Lower Saxony,male,Part Time,0.11295,68,513,0.08553,0.14037
1988,Lower Saxony,male,Not Working,0.28653,126,513,0.24736,0.32569
1988,Lower Saxony,female,Full Time,0.20715,125,535,0.17277,0.24152
1988,Lower Saxony,female,Part Time,0.22596,130,535,0.19048,0.26143
1988,Lower Saxony,female,Not Working,0.56690,280,535,0.52487,0.60892
1988,Bremen,female,Not Working,0.71601,36,36,0.56661,0.86540
1988,North Rhine-Westphalia,male,Full Time,0.60863,855,1347,0.58256,0.63470
1988,North Rhine-Westphalia,male,Part Time,0.10862,167,1347,0.09200,0.12524
1988,North Rhine-Westphalia,male,Not Working,0.28275,325,1347,0.25869,0.30681
1988,North Rhine-Westphalia,female,Full Time,0.21683,316,1345,0.19480,0.23886
1988,North Rhine-Westphalia,female,Part Time,0.21404,305,1345,0.19211,0.23596
1988,North Rhine-Westphalia,female,Not Working,0.56913,724,1345,0.54266,0.59561
1988,Hesse,male,Full Time,0.59206,335,497,0.54881,0.63531
1988,Hesse,male,Part Time,0.12102,62,497,0.09232,0.14972
1988,Hesse,male,Not Working,0.28692,100,497,0.24711,0.32673
1988,Hesse,female,Full Time,0.19313,119,505,0.15867,0.22760
1988,Hesse,female,Part Time,0.25015,137,505,0.21234,0.28796
1988,Hesse,female,Not Working,0.55672,249,505,0.51335,0.60009
1988,"Rhineland-Palatinate, Saarland",male,Full Time,0.59399,233,360,0.54319,0.64479
1988,"Rhineland-Palatinate, Saarland",male,Part Time,0.09859,40,360,0.06775,0.12943
1988,"Rhineland-Palatinate, Saarland",male,Not Working,0.30742,87,360,0.25969,0.35516
1988,"Rhineland-Palatinate, Saarland",female,Full Time,0.21944,91,378,0.17766,0.26121
1988,"Rhineland-Palatinate, Saarland",female,Part Time,0.17828,71,378,0.13965,0.21692
1988,"Rhineland-Palatinate, Saarland",female,Not Working,0.60228,216,378,0.55287,0.65169
1988,Baden-Wuerttemberg,male,Full Time,0.67266,679,953,0.64285,0.70247
1988,Baden-Wuerttemberg,male,Part Time,0.09337,98,953,0.07489,0.11185
1988,Baden-Wuerttemberg,male,Not Working,0.23397,176,953,0.20708,0.26086
1988,Baden-Wuerttemberg,female,Full Time,0.26402,274,933,0.23572,0.29232
1988,Baden-Wuerttemberg,female,Part Time,0.25180,247,933,0.22394,0.27967
1988,Baden-Wuerttemberg,female,Not Working,0.48417,412,933,0.45209,0.51626
1988,Bavaria,male,Full Time,0.62894,535,795,0.59534,0.66254
1988,Bavaria,male,Part Time,0.12180,103,795,0.09905,0.14455
1988,Bavaria,male,Not Working,0.24926,157,795,0.21917,0.27935
1988,Bavaria,female,Full Time,0.25853,266,852,0.22912,0.28795
1988,Bavaria,female,Part Time,0.27989,244,852,0.24973,0.31006
1988,Bavaria,female,Not Working,0.46157,342,852,0.42808,0.49507
1988,Berlin,male,Full Time,0.65177,108,142,0.57314,0.73041
1988,Berlin,male,Not Working,0.22111,34,142,0.15261,0.28961
1988,Berlin,female,Full Time,0.33119,62,166,0.25938,0.40301
1988,Berlin,female,Part Time,0.17431,34,166,0.11642,0.23220
1988,Berlin,female,Not Working,0.49450,70,166,0.41821,0.57078
1989,Schleswig-Holstein,male,Full Time,0.61127,99,131,0.52747,0.69506
1989,Schleswig-Holstein,male,Not Working,0.25111,32,131,0.17656,0.32565
1989,Schleswig-Holstein,female,Full Time,0.18535,34,155,0.12398,0.24673
1989,Schleswig-Holstein,female,Part Time,0.27576,44,155,0.20518,0.34635
1989,Schleswig-Holstein,female,Not Working,0.53888,77,155,0.46015,0.61761
1989,Hamburg,male,Full Time,0.68283,66,66,0.56970,0.79597
1989,Hamburg,female,Full Time,0.30484,31,76,0.20065,0.40902
1989,Hamburg,female,Not Working,0.52705,45,76,0.41405,0.64004
1989,Lower Saxony,male,Full Time,0.59559,308,485,0.55186,0.63931
1989,Lower Saxony,male,Part Time,0.11936,60,485,0.09047,0.14824
1989,Lower Saxony,male,Not Working,0.28505,117,485,0.24484,0.32527
1989,Lower Saxony,female,Full Time,0.22791,135,511,0.19151,0.26432
1989,Lower Saxony,female,Part Time,0.20180,111,511,0.16696,0.23663
1989,Lower Saxony,female,Not Working,0.57029,265,511,0.52733,0.61325
1989,Bremen,female,Not Working,0.69185,36,36,0.53888,0.84482
1989,North Rhine-Westphalia,male,Full Time,0.62148,840,1296,0.59507,0.64790
1989,North Rhine-Westphalia,male,Part Time,0.09786,137,1296,0.08168,0.11405
1989,North Rhine-Westphalia,male,Not Working,0.28065,319,1296,0.25618,0.30513
1989,North Rhine-Westphalia,female,Full Time,0.22373,317,1319,0.20123,0.24623
1989,North Rhine-Westphalia,female,Part Time,0.21166,302,1319,0.18961,0.23372
1989,North Rhine-Westphalia,female,Not Working,0.56461,700,1319,0.53784,0.59138
1989,Hesse,male,Full Time,0.60974,331,495,0.56672,0.65276
1989,Hesse,male,Part Time,0.10377,62,495,0.07687,0.13066
1989,Hesse,male,Not Working,0.28649,102,495,0.24662,0.32636
1989,Hesse,female,Full Time,0.20089,129,501,0.16577,0.23601
1989,Hesse,female,Part Time,0.21910,121,501,0.18285,0.25536
1989,Hesse,female,Not Working,0.58001,251,501,0.53675,0.62327
1989,"Rhineland-Palatinate, Saarland",male,Full Time,0.62101,223,338,0.56922,0.67281
1989,"Rhineland-Palatinate, Saarland",male,Part Time,0.07854,31,338,0.04982,0.10726
1989,"Rhineland-Palatinate, Saarland",male,Not Working,0.30045,84,338,0.25150,0.34940
1989,"Rhineland-Palatinate, Saarland",female,Full Time,0.25616,96,356,0.21075,0.30157
1989,"Rhineland-Palatinate, Saarland",female,Part Time,0.18826,71,356,0.14760,0.22893
1989,"Rhineland-Palatinate, Saarland",female,Not Working,0.55557,189,356,0.50388,0.60727
1989,Baden-Wuerttemberg,male,Full Time,0.65849,642,908,0.62763,0.68935
1989,Baden-Wuerttemberg,male,Part Time,0.12128,105,908,0.10004,0.14253
1989,Baden-Wuerttemberg,male,Not Working,0.22023,161,908,0.19326,0.24719
1989,Baden-Wuerttemberg,female,Full Time,0.26626,280,905,0.23745,0.29508
1989,Baden-Wuerttemberg,female,Part Time,0.25446,246,905,0.22607,0.28286
1989,Baden-Wuerttemberg,female,Not Working,0.47927,379,905,0.44671,0.51184
1989,Bavaria,male,Full Time,0.62807,531,784,0.59422,0.66193
1989,Bavaria,male,Part Time,0.09504,83,784,0.07450,0.11558
1989,Bavaria,male,Not Working,0.27689,170,784,0.24555,0.30823
1989,Bavaria,female,Full Time,0.28566,272,830,0.25491,0.31641
1989,Bavaria,female,Part Time,0.23816,214,830,0.20917,0.26716
1989,Bavaria,female,Not Working,0.47618,344,830,0.44218,0.51017
1989,Berlin,male,Full Time,0.63057,107,141,0.55062,0.71052
1989,Berlin,male,Not Working,0.25189,34,141,0.17998,0.32380
1989,Berlin,female,Full Time,0.29535,57,169,0.22637,0.36434
1989,Berlin,female,Part Time,0.21019,40,169,0.14858,0.27180
1989,Berlin,female,Not Working,0.49446,72,169,0.41886,0.57006
1990,Schleswig-Holstein,male,Full Time,0.58117,83,83,0.47438,0.68795
1990,Schleswig-Holstein,female,Full Time,0.19442,35,146,0.13000,0.25883
1990,Schleswig-Holstein,female,Part Time,0.24614,37,146,0.17602,0.31625
1990,Schleswig-Holstein,female,Not Working,0.55945,74,146,0.47864,0.64025
1990,Hamburg,male,Full Time,0.57349,49,49,0.43358,0.71341
1990,Hamburg,female,Not Working,0.52841,40,40,0.37174,0.68508
1990,Lower Saxony,male,Full Time,0.59231,306,486,0.54857,0.63604
1990,Lower Saxony,male,Part Time,0.12128,53,486,0.09222,0.15033
1990,Lower Saxony,male,Not Working,0.28642,127,486,0.24618,0.32665
1990,Lower Saxony,female,Full Time,0.22127,126,492,0.18455,0.25799
1990,Lower Saxony,female,Part Time,0.23524,122,492,0.19772,0.27275
1990,Lower Saxony,female,Not Working,0.54349,244,492,0.49944,0.58755
1990,Bremen,female,Not Working,0.69166,36,36,0.53866,0.84465
1990,North Rhine-Westphalia,male,Full Time,0.65435,823,1262,0.62810,0.68060
1990,North Rhine-Westphalia,male,Part Time,0.09227,133,1262,0.07629,0.10824
1990,North Rhine-Westphalia,male,Not Working,0.25338,306,1262,0.22938,0.27739
1990,North Rhine-Westphalia,female,Full Time,0.23411,315,1295,0.21104,0.25718
1990,North Rhine-Westphalia,female,Part Time,0.21634,296,1295,0.19390,0.23877
1990,North Rhine-Westphalia,female,Not Working,0.54955,684,1295,0.52244,0.57666
1990,Hesse,male,Full Time,0.60427,329,490,0.56093,0.64762
1990,Hesse,male,Part Time,0.12436,58,490,0.09511,0.15361
1990,Hesse,male,Not Working,0.27137,103,490,0.23196,0.31078
1990,Hesse,female,Full Time,0.19659,130,495,0.16154,0.23163
1990,Hesse,female,Part Time,0.24260,132,495,0.20480,0.28040
1990,Hesse,female,Not Working,0.56081,233,495,0.51704,0.60457
1990,"Rhineland-Palatinate, Saarland",male,Full Time,0.62529,214,292,0.56967,0.68090
1990,"Rhineland-Palatinate, Saarland",male,Not Working,0.28418,78,292,0.23236,0.33600
1990,"Rhineland-Palatinate, Saarland",female,Full Time,0.22793,85,351,0.18398,0.27188
1990,"Rhineland-Palatinate, Saarland",female,Part Time,0.21422,75,351,0.17124,0.25720
1990,"Rhineland-Palatinate, Saarland",female,Not Working,0.55785,191,351,0.50582,0.60988
1990,Baden-Wuerttemberg,male,Full Time,0.67237,635,899,0.64167,0.70307
1990,Baden-Wuerttemberg,male,Part Time,0.09276,89,899,0.07379,0.11174
1990,Baden-Wuerttemberg,male,Not Working,0.23487,175,899,0.20714,0.26260
1990,Baden-Wuerttemberg,female,Full Time,0.28552,282,893,0.25588,0.31516
1990,Baden-Wuerttemberg,female,Part Time,0.27352,254,893,0.24426,0.30277
1990,Baden-Wuerttemberg,female,Not Working,0.44096,357,893,0.40838,0.47355
1990,Bavaria,male,Full Time,0.62975,534,786,0.59597,0.66353
1990,Bavaria,male,Part Time,0.10868,87,786,0.08690,0.13045
1990,Bavaria,male,Not Working,0.26157,165,786,0.23083,0.29232
1990,Bavaria,female,Full Time,0.29169,263,813,0.26043,0.32296
1990,Bavaria,female,Part Time,0.24898,222,813,0.21924,0.27872
1990,Bavaria,female,Not Working,0.45933,328,813,0.42505,0.49361
1990,Berlin,male,Full Time,0.65636,103,103,0.56420,0.74853
1990,Berlin,female,Full Time,0.27737,52,173,0.21046,0.34428
1990,Berlin,female,Part Time,0.24698,48,173,0.18253,0.31143
1990,Berlin,female,Not Working,0.47565,73,173,0.40101,0.55028
1991,Schleswig-Holstein,male,Full Time,0.61936,93,126,0.53424,0.70448
1991,Schleswig-Holstein,male,Not Working,0.22868,33,126,0.15505,0.30231
1991,Schleswig-Holstein,female,Full Time,0.20868,36,150,0.14343,0.27393
1991,Schleswig-Holstein,female,Part Time,0.32679,51,150,0.25148,0.40211
1991,Schleswig-Holstein,female,Not Working,0.46452,63,150,0.38444,0.54461
1991,Hamburg,male,Full Time,0.63967,46,46,0.49940,0.77995
1991,Hamburg,female,Not Working,0.52110,38,38,0.36013,0.68206
1991,Lower Saxony,male,Full Time,0.58654,296,478,0.54235,0.63073
1991,Lower Saxony,male,Part Time,0.11999,59,478,0.09083,0.14915
1991,Lower Saxony,male,Not Working,0.29347,123,478,0.25260,0.33433
1991,Lower Saxony,female,Full Time,0.23120,132,494,0.19399,0.26842
1991,Lower Saxony,female,Part Time,0.22824,117,494,0.19119,0.26529
1991,Lower Saxony,female,Not Working,0.54056,245,494,0.49657,0.58455
