"e11103","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Vollzeit","1990","Realschule","Westdeutschland","846","0.50570409923718","0.481395319986174","0.530012878488187"
"Vollzeit","1990","Realschule","Ostdeutschland","","","",""
"Vollzeit","1990","(Fach-)Abitur","Westdeutschland","303","0.402985109210203","0.367834377232278","0.438135841188129"
"Vollzeit","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Vollzeit","1990","AkademikerIn","Westdeutschland","434","0.598383457872149","0.562041770422456","0.634725145321843"
"Vollzeit","1990","AkademikerIn","Ostdeutschland","","","",""
"Teilzeit","1990","(noch) kein Abschluss","Westdeutschland","124","0.123897458785738","0.10168337497973","0.146111542591746"
"Teilzeit","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1990","Hauptschule","Westdeutschland","904","0.159239395311608","0.149432899921102","0.169045890702113"
"Teilzeit","1990","Hauptschule","Ostdeutschland","","","",""
"Teilzeit","1990","Realschule","Westdeutschland","335","0.187856855682342","0.16886570742806","0.206848003936624"
"Teilzeit","1990","Realschule","Ostdeutschland","","","",""
"Teilzeit","1990","(Fach-)Abitur","Westdeutschland","189","0.253058610906983","0.221901935165252","0.284215286648714"
"Teilzeit","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"Teilzeit","1990","AkademikerIn","Westdeutschland","133","0.187603351336793","0.158662329502537","0.216544373171048"
"Teilzeit","1990","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","Westdeutschland","433","0.638991277795612","0.606607609004923","0.671374946586302"
"nicht erwerbstätig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","Hauptschule","Westdeutschland","1983","0.443346033573764","0.430031791176377","0.45666027597115"
"nicht erwerbstätig","1990","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","Realschule","Westdeutschland","444","0.306439045080477","0.284024198200351","0.328853891960604"
"nicht erwerbstätig","1990","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","(Fach-)Abitur","Westdeutschland","256","0.343956279882814","0.309914261260002","0.377998298505625"
"nicht erwerbstätig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","AkademikerIn","Westdeutschland","132","0.214013190791058","0.183608723197039","0.244417658385078"
"nicht erwerbstätig","1990","AkademikerIn","Ostdeutschland","","","",""
"Vollzeit","1991","(noch) kein Abschluss","Westdeutschland","287","0.250207582671491","0.220651840297754","0.279763325045227"
"Vollzeit","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Vollzeit","1991","Hauptschule","Westdeutschland","2474","0.401432325082464","0.388176486995139","0.414688163169789"
"Vollzeit","1991","Hauptschule","Ostdeutschland","","","",""
"Vollzeit","1991","Realschule","Westdeutschland","825","0.487252365937421","0.46302434036585","0.511480391508992"
"Vollzeit","1991","Realschule","Ostdeutschland","","","",""
"Vollzeit","1991","(Fach-)Abitur","Westdeutschland","309","0.408809152167493","0.374017539068107","0.443600765266879"
"Vollzeit","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Vollzeit","1991","AkademikerIn","Westdeutschland","434","0.578733164141941","0.542641952167317","0.614824376116565"
"Vollzeit","1991","AkademikerIn","Ostdeutschland","","","",""
"Teilzeit","1991","(noch) kein Abschluss","Westdeutschland","130","0.150404708668413","0.126012120608171","0.174797296728656"
"Teilzeit","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1991","Hauptschule","Westdeutschland","865","0.156474209823261","0.146649608028016","0.166298811618506"
"Teilzeit","1991","Hauptschule","Ostdeutschland","","","",""
"Teilzeit","1991","Realschule","Westdeutschland","352","0.194861703997413","0.17566230197302","0.214061106021807"
"Teilzeit","1991","Realschule","Ostdeutschland","","","",""
"Teilzeit","1991","(Fach-)Abitur","Westdeutschland","201","0.260734982369697","0.229664346687254","0.291805618052141"
"Teilzeit","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Teilzeit","1991","AkademikerIn","Westdeutschland","144","0.198328102769723","0.169182428676491","0.227473776862955"
"Teilzeit","1991","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","(noch) kein Abschluss","Westdeutschland","408","0.599387708660096","0.565949949289121","0.632825468031071"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","Hauptschule","Westdeutschland","1914","0.442093465094275","0.428663274917085","0.455523655271464"
"nicht erwerbstätig","1991","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","Realschule","Westdeutschland","458","0.317885930065165","0.295314796566165","0.340457063564165"
"nicht erwerbstätig","1991","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","Westdeutschland","257","0.330455865462809","0.297167172279082","0.363744558646537"
"nicht erwerbstätig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","AkademikerIn","Westdeutschland","141","0.222938733088336","0.192515592725231","0.253361873451442"
"nicht erwerbstätig","1991","AkademikerIn","Ostdeutschland","","","",""
"Vollzeit","1992","(noch) kein Abschluss","Westdeutschland","283","0.275331431831169","0.244417195987741","0.306245667674596"
"Vollzeit","1992","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Vollzeit","1992","Hauptschule","Westdeutschland","2387","0.400432658921313","0.38701259968612","0.413852718156506"
"Vollzeit","1992","Hauptschule","Ostdeutschland","555","0.338236247713574","0.313611514325606","0.362860981101542"
"Vollzeit","1992","Realschule","Westdeutschland","842","0.476140166675328","0.452208382335084","0.500071951015572"
"Vollzeit","1992","Realschule","Ostdeutschland","932","0.629513847684943","0.604492142193974","0.654535553175912"
"Vollzeit","1992","(Fach-)Abitur","Westdeutschland","328","0.424324961818443","0.389662407455665","0.45898751618122"
"Vollzeit","1992","(Fach-)Abitur","Ostdeutschland","55","0.490157401208515","0.399185988631589","0.581128813785441"
"Vollzeit","1992","AkademikerIn","Westdeutschland","442","0.576224614526612","0.540572632662408","0.611876596390817"
"Vollzeit","1992","AkademikerIn","Ostdeutschland","612","0.629977646267935","0.598728369275138","0.661226923260731"
"Teilzeit","1992","(noch) kein Abschluss","Westdeutschland","120","0.150327822574246","0.125593142975051","0.175062502173441"
"Teilzeit","1992","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Teilzeit","1992","Hauptschule","Westdeutschland","877","0.156716903176557","0.14676020548188","0.166673600871234"
"Teilzeit","1992","Hauptschule","Ostdeutschland","255","0.150903092329372","0.132272027588818","0.169534157069926"
"Teilzeit","1992","Realschule","Westdeutschland","358","0.195400826769726","0.176400848248409","0.214400805291044"
"Teilzeit","1992","Realschule","Ostdeutschland","305","0.216674066614463","0.195328730698844","0.238019402530081"
"Teilzeit","1992","(Fach-)Abitur","Westdeutschland","185","0.241165704527558","0.211163454676978","0.271167954378137"
"Teilzeit","1992","(Fach-)Abitur","Ostdeutschland","22","","",""
"Teilzeit","1992","AkademikerIn","Westdeutschland","160","0.211904657846866","0.182421123603125","0.241388192090608"
"Teilzeit","1992","AkademikerIn","Ostdeutschland","170","0.190829306476245","0.165395812183568","0.216262800768922"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Westdeutschland","399","0.574340745594585","0.540121001243973","0.608560489945198"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Ostdeutschland","50","0.70712373748937","0.600515965747304","0.813731509231435"
"nicht erwerbstätig","1992","Hauptschule","Westdeutschland","1857","0.44285043790213","0.429245857893209","0.456455017911051"
"nicht erwerbstätig","1992","Hauptschule","Ostdeutschland","608","0.510860659957054","0.484842444709346","0.536878875204762"
"nicht erwerbstätig","1992","Realschule","Westdeutschland","473","0.328459006554945","0.305954112516961","0.35096390059293"
"nicht erwerbstätig","1992","Realschule","Ostdeutschland","194","0.153812085700594","0.135120036569358","0.17250413483183"
"nicht erwerbstätig","1992","(Fach-)Abitur","Westdeutschland","268","0.334509333654","0.301419264211871","0.367599403096128"
"nicht erwerbstätig","1992","(Fach-)Abitur","Ostdeutschland","39","0.330478347246411","0.244878514741107","0.416078179751714"
"nicht erwerbstätig","1992","AkademikerIn","Westdeutschland","136","0.211870727626521","0.182388919306035","0.241352535947008"
"nicht erwerbstätig","1992","AkademikerIn","Ostdeutschland","135","0.17919304725582","0.154370604724365","0.204015489787276"
"Vollzeit","1993","(noch) kein Abschluss","Westdeutschland","261","0.274975778683763","0.243417856628332","0.306533700739195"
"Vollzeit","1993","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Vollzeit","1993","Hauptschule","Westdeutschland","2289","0.394443303430704","0.380918248851265","0.407968358010143"
"Vollzeit","1993","Hauptschule","Ostdeutschland","437","0.269377374655727","0.245543964894537","0.293210784416917"
"Vollzeit","1993","Realschule","Westdeutschland","878","0.486897991985051","0.463138099057104","0.510657884912997"
"Vollzeit","1993","Realschule","Ostdeutschland","856","0.595527825016563","0.569782360263688","0.621273289769438"
"Vollzeit","1993","(Fach-)Abitur","Westdeutschland","320","0.421417495993786","0.386897101710178","0.455937890277394"
"Vollzeit","1993","(Fach-)Abitur","Ostdeutschland","53","0.424618638419144","0.337619556439519","0.51161772039877"
"Vollzeit","1993","AkademikerIn","Westdeutschland","451","0.562758081760946","0.527560924563041","0.59795523895885"
"Vollzeit","1993","AkademikerIn","Ostdeutschland","566","0.589827248494116","0.557199523874603","0.622454973113629"
"Teilzeit","1993","(noch) kein Abschluss","Westdeutschland","100","0.112450493377554","0.0901218726334253","0.134779114121683"
"Teilzeit","1993","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Teilzeit","1993","Hauptschule","Westdeutschland","916","0.165625325845627","0.155337745106288","0.175912906584965"
"Teilzeit","1993","Hauptschule","Ostdeutschland","187","0.122320893377296","0.104718275332018","0.139923511422574"
"Teilzeit","1993","Realschule","Westdeutschland","341","0.180942464424013","0.162642464579975","0.199242464268051"
"Teilzeit","1993","Realschule","Ostdeutschland","287","0.200042293920361","0.179057736788923","0.221026851051799"
"Teilzeit","1993","(Fach-)Abitur","Westdeutschland","226","0.282391579513123","0.250920875936873","0.313862283089374"
"Teilzeit","1993","(Fach-)Abitur","Ostdeutschland","32","0.256760251779802","0.179871004620094","0.333649498939511"
"Teilzeit","1993","AkademikerIn","Westdeutschland","165","0.215157568599015","0.185999726937579","0.244315410260451"
"Teilzeit","1993","AkademikerIn","Ostdeutschland","131","0.163485138912045","0.138954043597777","0.188016234226313"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Westdeutschland","408","0.612573727938682","0.578142014248946","0.647005441628418"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Ostdeutschland","62","0.71422333661889","0.615836730348473","0.812609942889308"
"nicht erwerbstätig","1993","Hauptschule","Westdeutschland","1811","0.439931370723669","0.426194670624538","0.453668070822801"
"nicht erwerbstätig","1993","Hauptschule","Ostdeutschland","707","0.608301731966977","0.582078004946613","0.634525458987341"
