year,migback,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Indirect migration background,Urban regions,Full Time,0.04654,81,253,0.02053,0.07255
1990,Indirect migration background,Urban regions,Part Time,0.05725,63,253,0.02857,0.08594
1990,Indirect migration background,Urban regions,Not Working,0.09050,109,253,0.05508,0.12592
1991,No migration background,Urban regions,Full Time,0.32146,2259,4958,0.30846,0.33446
1991,No migration background,Urban regions,Part Time,0.12947,934,4958,0.12012,0.13881
1991,No migration background,Urban regions,Not Working,0.29638,1765,4958,0.28367,0.30910
1991,No migration background,Rural regions,Full Time,0.19422,713,1625,0.17498,0.21346
1991,No migration background,Rural regions,Part Time,0.08818,324,1625,0.07439,0.10197
1991,No migration background,Rural regions,Not Working,0.19084,588,1625,0.17173,0.20995
1991,Direct migration background,Urban regions,Full Time,0.44905,1138,2165,0.42810,0.47001
1991,Direct migration background,Urban regions,Part Time,0.15035,348,2165,0.13529,0.16541
1991,Direct migration background,Urban regions,Not Working,0.33812,679,2165,0.31819,0.35805
1991,Direct migration background,Rural regions,Full Time,0.28631,175,317,0.23647,0.33615
1991,Direct migration background,Rural regions,Part Time,0.18260,64,317,0.14000,0.22519
1991,Direct migration background,Rural regions,Not Working,0.21873,78,317,0.17315,0.26431
1991,Indirect migration background,Urban regions,Full Time,0.06652,111,299,0.03822,0.09481
1991,Indirect migration background,Urban regions,Part Time,0.06623,72,299,0.03799,0.09446
1991,Indirect migration background,Urban regions,Not Working,0.07875,116,299,0.04816,0.10933
1992,No migration background,Urban regions,Full Time,0.37354,2999,6186,0.36148,0.38559
1992,No migration background,Urban regions,Part Time,0.14379,1151,6186,0.13504,0.15253
1992,No migration background,Urban regions,Not Working,0.32451,2036,6186,0.31284,0.33618
1992,No migration background,Rural regions,Full Time,0.35729,2014,4056,0.34254,0.37203
1992,No migration background,Rural regions,Part Time,0.15909,825,4056,0.14784,0.17035
1992,No migration background,Rural regions,Not Working,0.30335,1217,4056,0.28920,0.31750
1992,Direct migration background,Urban regions,Full Time,0.47788,1128,2141,0.45672,0.49905
1992,Direct migration background,Urban regions,Part Time,0.15343,342,2141,0.13816,0.16870
1992,Direct migration background,Urban regions,Not Working,0.34862,671,2141,0.32843,0.36881
1992,Direct migration background,Rural regions,Full Time,0.42532,206,410,0.37740,0.47323
1992,Direct migration background,Rural regions,Part Time,0.18223,74,410,0.14482,0.21965
1992,Direct migration background,Rural regions,Not Working,0.37358,130,410,0.32670,0.42047
1992,Indirect migration background,Urban regions,Full Time,0.09043,139,344,0.06008,0.12078
1992,Indirect migration background,Urban regions,Part Time,0.06228,71,344,0.03670,0.08785
1992,Indirect migration background,Urban regions,Not Working,0.10502,134,344,0.07257,0.13746
1993,No migration background,Urban regions,Full Time,0.36684,2922,6151,0.35480,0.37889
1993,No migration background,Urban regions,Part Time,0.14725,1159,6151,0.13840,0.15611
1993,No migration background,Urban regions,Not Working,0.32401,2070,6151,0.31231,0.33571
1993,No migration background,Rural regions,Full Time,0.34445,1907,4008,0.32974,0.35917
1993,No migration background,Rural regions,Part Time,0.14372,745,4008,0.13286,0.15458
1993,No migration background,Rural regions,Not Working,0.33128,1356,4008,0.31671,0.34585
1993,Direct migration background,Urban regions,Full Time,0.46030,1046,2066,0.43880,0.48179
1993,Direct migration background,Urban regions,Part Time,0.17346,351,2066,0.15712,0.18979
1993,Direct migration background,Urban regions,Not Working,0.35228,669,2066,0.33167,0.37288
1993,Direct migration background,Rural regions,Full Time,0.38474,197,411,0.33765,0.43184
1993,Direct migration background,Rural regions,Part Time,0.19400,70,411,0.15573,0.23228
1993,Direct migration background,Rural regions,Not Working,0.39911,144,411,0.35171,0.44651
1993,Indirect migration background,Urban regions,Full Time,0.10386,150,392,0.07362,0.13410
1993,Indirect migration background,Urban regions,Part Time,0.07564,97,392,0.04943,0.10185
1993,Indirect migration background,Urban regions,Not Working,0.13171,145,392,0.09819,0.16523
1994,No migration background,Urban regions,Full Time,0.35414,2801,6090,0.34213,0.36615
1994,No migration background,Urban regions,Part Time,0.14369,1120,6090,0.13488,0.15250
1994,No migration background,Urban regions,Not Working,0.34025,2169,6090,0.32835,0.35215
1994,No migration background,Rural regions,Full Time,0.33835,1852,3936,0.32357,0.35314
1994,No migration background,Rural regions,Part Time,0.14252,714,3936,0.13160,0.15344
1994,No migration background,Rural regions,Not Working,0.33353,1370,3936,0.31880,0.34826
1994,Direct migration background,Urban regions,Full Time,0.43609,925,1974,0.41420,0.45797
1994,Direct migration background,Urban regions,Part Time,0.17618,358,1974,0.15937,0.19299
1994,Direct migration background,Urban regions,Not Working,0.37594,691,1974,0.35457,0.39731
1994,Direct migration background,Rural regions,Full Time,0.34313,177,384,0.29559,0.39068
1994,Direct migration background,Rural regions,Part Time,0.20163,63,384,0.16145,0.24182
1994,Direct migration background,Rural regions,Not Working,0.44475,144,384,0.39498,0.49452
1994,Indirect migration background,Urban regions,Full Time,0.11909,176,416,0.08793,0.15025
1994,Indirect migration background,Urban regions,Part Time,0.07696,90,416,0.05131,0.10260
1994,Indirect migration background,Urban regions,Not Working,0.13335,150,416,0.10064,0.16606
1994,Indirect migration background,Rural regions,Full Time,0.15590,35,35,0.03396,0.27784
1995,No migration background,Urban regions,Full Time,0.33956,2663,6003,0.32758,0.35155
1995,No migration background,Urban regions,Part Time,0.15407,1194,6003,0.14493,0.16320
1995,No migration background,Urban regions,Not Working,0.34563,2146,6003,0.33360,0.35766
1995,No migration background,Rural regions,Full Time,0.33274,1882,3999,0.31813,0.34734
1995,No migration background,Rural regions,Part Time,0.14390,736,3999,0.13302,0.15478
1995,No migration background,Rural regions,Not Working,0.33712,1381,3999,0.32246,0.35177
1995,Direct migration background,Urban regions,Full Time,0.34687,953,2309,0.32745,0.36629
1995,Direct migration background,Urban regions,Part Time,0.19099,462,2309,0.17495,0.20703
1995,Direct migration background,Urban regions,Not Working,0.40521,894,2309,0.38518,0.42524
1995,Direct migration background,Rural regions,Full Time,0.30403,197,472,0.26249,0.34558
1995,Direct migration background,Rural regions,Part Time,0.16409,75,472,0.13064,0.19754
1995,Direct migration background,Rural regions,Not Working,0.46294,200,472,0.41791,0.50798
1995,Indirect migration background,Urban regions,Full Time,0.10596,167,426,0.07670,0.13522
1995,Indirect migration background,Urban regions,Part Time,0.09125,112,426,0.06387,0.11862
1995,Indirect migration background,Urban regions,Not Working,0.13199,147,426,0.09981,0.16417
1995,Indirect migration background,Rural regions,Full Time,0.11453,32,32,0.00243,0.22664
1996,No migration background,Urban regions,Full Time,0.33983,2662,5950,0.32779,0.35186
1996,No migration background,Urban regions,Part Time,0.15865,1204,5950,0.14936,0.16793
1996,No migration background,Urban regions,Not Working,0.34152,2084,5950,0.32947,0.35357
1996,No migration background,Rural regions,Full Time,0.33212,1859,3958,0.31744,0.34679
1996,No migration background,Rural regions,Part Time,0.14997,757,3958,0.13884,0.16109
1996,No migration background,Rural regions,Not Working,0.33700,1342,3958,0.32227,0.35173
1996,Direct migration background,Urban regions,Full Time,0.34795,811,2140,0.32777,0.36814
1996,Direct migration background,Urban regions,Part Time,0.18825,497,2140,0.17168,0.20481
1996,Direct migration background,Urban regions,Not Working,0.41061,832,2140,0.38976,0.43146
1996,Direct migration background,Rural regions,Full Time,0.29692,186,458,0.25503,0.33881
1996,Direct migration background,Rural regions,Part Time,0.18150,86,458,0.14616,0.21684
1996,Direct migration background,Rural regions,Not Working,0.45311,186,458,0.40747,0.49875
1996,Indirect migration background,Urban regions,Full Time,0.11593,182,453,0.08641,0.14544
1996,Indirect migration background,Urban regions,Part Time,0.08720,118,453,0.06119,0.11321
1996,Indirect migration background,Urban regions,Not Working,0.13244,153,453,0.10119,0.16369
1996,Indirect migration background,Rural regions,Full Time,0.14058,33,33,0.02014,0.26101
1997,No migration background,Urban regions,Full Time,0.33938,2604,5866,0.32726,0.35150
1997,No migration background,Urban regions,Part Time,0.15272,1153,5866,0.14351,0.16192
1997,No migration background,Urban regions,Not Working,0.34928,2109,5866,0.33708,0.36148
1997,No migration background,Rural regions,Full Time,0.32323,1808,3925,0.30860,0.33787
1997,No migration background,Rural regions,Part Time,0.15243,734,3925,0.14118,0.16368
1997,No migration background,Rural regions,Not Working,0.34363,1383,3925,0.32877,0.35849
1997,Direct migration background,Urban regions,Full Time,0.34875,785,2043,0.32808,0.36942
1997,Direct migration background,Urban regions,Part Time,0.18468,435,2043,0.16784,0.20151
1997,Direct migration background,Urban regions,Not Working,0.41515,823,2043,0.39378,0.43653
1997,Direct migration background,Rural regions,Full Time,0.28031,163,429,0.23776,0.32286
1997,Direct migration background,Rural regions,Part Time,0.20122,82,429,0.16324,0.23920
1997,Direct migration background,Rural regions,Not Working,0.46351,184,429,0.41626,0.51075
1997,Indirect migration background,Urban regions,Full Time,0.13628,194,481,0.10559,0.16698
1997,Indirect migration background,Urban regions,Part Time,0.08484,111,481,0.05991,0.10977
1997,Indirect migration background,Urban regions,Not Working,0.15366,176,481,0.12140,0.18593
1998,No migration background,Urban regions,Full Time,0.33049,2900,6802,0.31931,0.34167
1998,No migration background,Urban regions,Part Time,0.15739,1345,6802,0.14873,0.16604
1998,No migration background,Urban regions,Not Working,0.35937,2557,6802,0.34797,0.37078
1998,No migration background,Rural regions,Full Time,0.31842,1959,4444,0.30472,0.33212
1998,No migration background,Rural regions,Part Time,0.14453,862,4444,0.13419,0.15487
1998,No migration background,Rural regions,Not Working,0.35740,1623,4444,0.34331,0.37149
1998,Direct migration background,Urban regions,Full Time,0.34478,730,1985,0.32386,0.36569
1998,Direct migration background,Urban regions,Part Time,0.20153,444,1985,0.18388,0.21918
1998,Direct migration background,Urban regions,Not Working,0.39722,811,1985,0.37569,0.41875
1998,Direct migration background,Rural regions,Full Time,0.30627,153,414,0.26182,0.35073
1998,Direct migration background,Rural regions,Part Time,0.15645,73,414,0.12142,0.19149
1998,Direct migration background,Rural regions,Not Working,0.49295,188,414,0.44473,0.54116
1998,Indirect migration background,Urban regions,Full Time,0.15996,211,503,0.12789,0.19203
1998,Indirect migration background,Urban regions,Part Time,0.08329,115,503,0.05912,0.10746
1998,Indirect migration background,Urban regions,Not Working,0.15958,177,503,0.12754,0.19161
1998,Indirect migration background,Rural regions,Full Time,0.09659,31,63,0.02306,0.17012
1998,Indirect migration background,Rural regions,Part Time,0.14422,32,63,0.05677,0.23167
1999,No migration background,Urban regions,Full Time,0.33717,2828,6534,0.32571,0.34864
1999,No migration background,Urban regions,Part Time,0.17119,1406,6534,0.16205,0.18032
1999,No migration background,Urban regions,Not Working,0.34030,2300,6534,0.32881,0.35178
1999,No migration background,Rural regions,Full Time,0.32054,1918,4332,0.30664,0.33444
1999,No migration background,Rural regions,Part Time,0.16005,895,4332,0.14913,0.17097
1999,No migration background,Rural regions,Not Working,0.34491,1519,4332,0.33075,0.35907
1999,Direct migration background,Urban regions,Full Time,0.36822,713,1843,0.34619,0.39025
1999,Direct migration background,Urban regions,Part Time,0.20255,391,1843,0.18420,0.22091
1999,Direct migration background,Urban regions,Not Working,0.37918,739,1843,0.35702,0.40134
1999,Direct migration background,Rural regions,Full Time,0.30241,132,361,0.25496,0.34985
1999,Direct migration background,Rural regions,Part Time,0.18426,69,361,0.14421,0.22431
1999,Direct migration background,Rural regions,Not Working,0.46628,160,361,0.41475,0.51781
1999,Indirect migration background,Urban regions,Full Time,0.15565,213,517,0.12437,0.18693
1999,Indirect migration background,Urban regions,Part Time,0.11359,141,517,0.08621,0.14097
1999,Indirect migration background,Urban regions,Not Working,0.15215,163,517,0.12116,0.18314
2000,No migration background,Urban regions,Full Time,0.34209,5161,12315,0.33371,0.35047
2000,No migration background,Urban regions,Part Time,0.16643,2551,12315,0.15985,0.17300
2000,No migration background,Urban regions,Not Working,0.34162,4603,12315,0.33324,0.34999
2000,No migration background,Rural regions,Full Time,0.33816,3322,7674,0.32758,0.34875
2000,No migration background,Rural regions,Part Time,0.16017,1547,7674,0.15197,0.16838
2000,No migration background,Rural regions,Not Working,0.33461,2805,7674,0.32406,0.34517
2000,Direct migration background,Urban regions,Full Time,0.35741,1044,2729,0.33942,0.37539
2000,Direct migration background,Urban regions,Part Time,0.19918,595,2729,0.18419,0.21417
2000,Direct migration background,Urban regions,Not Working,0.36174,1090,2729,0.34371,0.37977
2000,Direct migration background,Rural regions,Full Time,0.31293,206,576,0.27503,0.35083
2000,Direct migration background,Rural regions,Part Time,0.17342,113,576,0.14247,0.20437
2000,Direct migration background,Rural regions,Not Working,0.43255,257,576,0.39205,0.47304
2000,Indirect migration background,Urban regions,Full Time,0.17106,297,706,0.14327,0.19886
2000,Indirect migration background,Urban regions,Part Time,0.11788,208,706,0.09407,0.14168
2000,Indirect migration background,Urban regions,Not Working,0.12453,201,706,0.10016,0.14891
2000,Indirect migration background,Rural regions,Full Time,0.10970,42,84,0.04247,0.17694
2000,Indirect migration background,Rural regions,Not Working,0.12380,42,84,0.05294,0.19465
2001,No migration background,Urban regions,Full Time,0.34280,4685,11268,0.33404,0.35157
2001,No migration background,Urban regions,Part Time,0.17451,2466,11268,0.16750,0.18152
2001,No migration background,Urban regions,Not Working,0.33277,4117,11268,0.32407,0.34148
2001,No migration background,Rural regions,Full Time,0.33643,2957,6973,0.32534,0.34752
2001,No migration background,Rural regions,Part Time,0.16533,1431,6973,0.15661,0.17405
2001,No migration background,Rural regions,Not Working,0.33918,2585,6973,0.32807,0.35029
2001,Direct migration background,Urban regions,Full Time,0.35188,918,2404,0.33278,0.37097
2001,Direct migration background,Urban regions,Part Time,0.22926,569,2404,0.21246,0.24607
2001,Direct migration background,Urban regions,Not Working,0.35626,917,2404,0.33712,0.37541
2001,Direct migration background,Rural regions,Full Time,0.31930,184,512,0.27888,0.35973
2001,Direct migration background,Rural regions,Part Time,0.18610,111,512,0.15235,0.21984
2001,Direct migration background,Rural regions,Not Working,0.42599,217,512,0.38312,0.46887
2001,Indirect migration background,Urban regions,Full Time,0.16911,285,664,0.14057,0.19764
2001,Indirect migration background,Urban regions,Part Time,0.11241,182,664,0.08837,0.13645
2001,Indirect migration background,Urban regions,Not Working,0.11986,197,664,0.09514,0.14458
2001,Indirect migration background,Rural regions,Full Time,0.09270,31,100,0.03557,0.14983
2001,Indirect migration background,Rural regions,Part Time,0.08713,36,100,0.03158,0.14269
2001,Indirect migration background,Rural regions,Not Working,0.09212,33,100,0.03515,0.14909
2002,No migration background,Urban regions,Full Time,0.32727,5181,12318,0.31899,0.33556
2002,No migration background,Urban regions,Part Time,0.18131,2818,12318,0.17451,0.18811
2002,No migration background,Urban regions,Not Working,0.34317,4319,12318,0.33479,0.35156
2002,No migration background,Rural regions,Full Time,0.32813,3005,7143,0.31724,0.33902
2002,No migration background,Rural regions,Part Time,0.17321,1552,7143,0.16443,0.18199
2002,No migration background,Rural regions,Not Working,0.34071,2586,7143,0.32971,0.35170
2002,Direct migration background,Urban regions,Full Time,0.35923,891,2314,0.33968,0.37878
2002,Direct migration background,Urban regions,Part Time,0.21720,544,2314,0.20040,0.23401
2002,Direct migration background,Urban regions,Not Working,0.37008,879,2314,0.35040,0.38976
2002,Direct migration background,Rural regions,Full Time,0.28212,163,483,0.24194,0.32229
2002,Direct migration background,Rural regions,Part Time,0.21020,98,483,0.17383,0.24658
2002,Direct migration background,Rural regions,Not Working,0.44370,222,483,0.39935,0.48805
2002,Indirect migration background,Urban regions,Full Time,0.17511,291,672,0.14635,0.20387
2002,Indirect migration background,Urban regions,Part Time,0.10461,176,672,0.08145,0.12776
2002,Indirect migration background,Urban regions,Not Working,0.11875,205,672,0.09427,0.14322
2002,Indirect migration background,Rural regions,Full Time,0.12358,38,38,0.01753,0.22962
2003,No migration background,Urban regions,Full Time,0.32163,4848,11927,0.31325,0.33002
2003,No migration background,Urban regions,Part Time,0.18167,2787,11927,0.17475,0.18859
2003,No migration background,Urban regions,Not Working,0.34819,4292,11927,0.33964,0.35674
2003,No migration background,Rural regions,Full Time,0.32041,2825,6843,0.30935,0.33146
2003,No migration background,Rural regions,Part Time,0.17515,1468,6843,0.16615,0.18416
2003,No migration background,Rural regions,Not Working,0.35130,2550,6843,0.33999,0.36262
2003,Direct migration background,Urban regions,Full Time,0.33149,777,2161,0.31164,0.35134
2003,Direct migration background,Urban regions,Part Time,0.23132,535,2161,0.21353,0.24910
2003,Direct migration background,Urban regions,Not Working,0.38991,849,2161,0.36935,0.41048
2003,Direct migration background,Rural regions,Full Time,0.28754,152,458,0.24604,0.32903
2003,Direct migration background,Rural regions,Part Time,0.22644,102,458,0.18807,0.26482
2003,Direct migration background,Rural regions,Not Working,0.42167,204,458,0.37640,0.46695
2003,Indirect migration background,Urban regions,Full Time,0.17136,274,676,0.14293,0.19979
2003,Indirect migration background,Urban regions,Part Time,0.11721,192,676,0.09294,0.14148
2003,Indirect migration background,Urban regions,Not Working,0.12915,210,676,0.10385,0.15445
2003,Indirect migration background,Rural regions,Full Time,0.10948,38,71,0.03634,0.18263
2003,Indirect migration background,Rural regions,Not Working,0.12646,33,71,0.04859,0.20432
2004,No migration background,Urban regions,Full Time,0.31611,4612,11598,0.30765,0.32457
2004,No migration background,Urban regions,Part Time,0.18369,2693,11598,0.17664,0.19074
2004,No migration background,Urban regions,Not Working,0.35367,4293,11598,0.34497,0.36237
2004,No migration background,Rural regions,Full Time,0.31657,2662,6680,0.30541,0.32772
2004,No migration background,Rural regions,Part Time,0.17865,1489,6680,0.16947,0.18784
2004,No migration background,Rural regions,Not Working,0.35571,2529,6680,0.34423,0.36719
2004,Direct migration background,Urban regions,Full Time,0.32432,734,2097,0.30428,0.34436
2004,Direct migration background,Urban regions,Part Time,0.22829,498,2097,0.21032,0.24626
2004,Direct migration background,Urban regions,Not Working,0.40825,865,2097,0.38720,0.42929
2004,Direct migration background,Rural regions,Full Time,0.29802,138,441,0.25528,0.34076
2004,Direct migration background,Rural regions,Part Time,0.21812,98,441,0.17953,0.25670
2004,Direct migration background,Rural regions,Not Working,0.44477,205,441,0.39834,0.49120
2004,Indirect migration background,Urban regions,Full Time,0.17835,274,683,0.14962,0.20708
2004,Indirect migration background,Urban regions,Part Time,0.11785,192,683,0.09365,0.14205
2004,Indirect migration background,Urban regions,Not Working,0.13734,217,683,0.11151,0.16318
2004,Indirect migration background,Rural regions,Full Time,0.10995,39,115,0.05252,0.16737
2004,Indirect migration background,Rural regions,Part Time,0.13030,38,115,0.06851,0.19210
2004,Indirect migration background,Rural regions,Not Working,0.16674,38,115,0.09832,0.23517
2005,No migration background,Urban regions,Full Time,0.32779,4422,11104,0.31906,0.33652
2005,No migration background,Urban regions,Part Time,0.18458,2575,11104,0.17736,0.19179
2005,No migration background,Urban regions,Not Working,0.34604,4107,11104,0.33719,0.35489
2005,No migration background,Rural regions,Full Time,0.31357,2476,6401,0.30221,0.32494
2005,No migration background,Rural regions,Part Time,0.18834,1465,6401,0.17876,0.19792
2005,No migration background,Rural regions,Not Working,0.34925,2460,6401,0.33757,0.36093
2005,Direct migration background,Urban regions,Full Time,0.32742,674,1962,0.30665,0.34819
2005,Direct migration background,Urban regions,Part Time,0.23802,466,1962,0.21917,0.25687
2005,Direct migration background,Urban regions,Not Working,0.40081,822,1962,0.37912,0.42250
2005,Direct migration background,Rural regions,Full Time,0.30054,132,406,0.25588,0.34519
2005,Direct migration background,Rural regions,Part Time,0.24448,90,406,0.20262,0.28633
2005,Direct migration background,Rural regions,Not Working,0.42273,184,406,0.37462,0.47084
2005,Indirect migration background,Urban regions,Full Time,0.19208,289,718,0.16324,0.22091
2005,Indirect migration background,Urban regions,Part Time,0.13601,186,718,0.11092,0.16110
2005,Indirect migration background,Urban regions,Not Working,0.15010,243,718,0.12396,0.17625
2005,Indirect migration background,Rural regions,Full Time,0.15379,40,79,0.07373,0.23385
2005,Indirect migration background,Rural regions,Not Working,0.12655,39,79,0.05277,0.20034
2006,No migration background,Urban regions,Full Time,0.32620,4654,11995,0.31781,0.33459
2006,No migration background,Urban regions,Part Time,0.18000,2667,11995,0.17312,0.18687
2006,No migration background,Urban regions,Not Working,0.35414,4674,11995,0.34558,0.36270
2006,No migration background,Rural regions,Full Time,0.31146,2649,7037,0.30064,0.32228
2006,No migration background,Rural regions,Part Time,0.18569,1564,7037,0.17661,0.19478
2006,No migration background,Rural regions,Not Working,0.35902,2824,7037,0.34781,0.37023
2006,Direct migration background,Urban regions,Full Time,0.32461,672,1955,0.30385,0.34538
2006,Direct migration background,Urban regions,Part Time,0.22827,465,1955,0.20966,0.24688
2006,Direct migration background,Urban regions,Not Working,0.41225,818,1955,0.39043,0.43408
2006,Direct migration background,Rural regions,Full Time,0.29594,126,430,0.25275,0.33914
2006,Direct migration background,Rural regions,Part Time,0.20120,95,430,0.16326,0.23914
2006,Direct migration background,Rural regions,Not Working,0.46060,209,430,0.41344,0.50777
2006,Indirect migration background,Urban regions,Full Time,0.19568,290,726,0.16680,0.22456
