year,age_gr,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,30-45 y.,East,Full Time,0.70001,982,1383,0.67585,0.72417
1993,30-45 y.,East,Part Time,0.19346,255,1383,0.17264,0.21429
1993,30-45 y.,East,Not Working,0.10653,146,1383,0.09027,0.12280
1993,46-65 y.,West,Full Time,0.46880,1326,2760,0.45018,0.48742
1993,46-65 y.,West,Part Time,0.18703,505,2760,0.17248,0.20159
1993,46-65 y.,West,Not Working,0.34417,929,2760,0.32644,0.36190
1993,46-65 y.,East,Full Time,0.42192,545,1190,0.39384,0.44999
1993,46-65 y.,East,Part Time,0.14430,176,1190,0.12433,0.16428
1993,46-65 y.,East,Not Working,0.43378,469,1190,0.40561,0.46195
1993,66 and older,West,Not Working,0.97783,1054,1054,0.96893,0.98672
1993,66 and older,East,Not Working,0.97629,380,380,0.96097,0.99160
1994,17-29 y.,West,Full Time,0.47635,1206,2500,0.45677,0.49594
1994,17-29 y.,West,Part Time,0.23058,568,2500,0.21407,0.24710
1994,17-29 y.,West,Not Working,0.29306,726,2500,0.27522,0.31091
1994,17-29 y.,East,Full Time,0.49276,409,845,0.45903,0.52649
1994,17-29 y.,East,Part Time,0.23791,194,845,0.20919,0.26664
1994,17-29 y.,East,Not Working,0.26933,242,845,0.23940,0.29926
1994,30-45 y.,West,Full Time,0.58587,1622,2805,0.56764,0.60410
1994,30-45 y.,West,Part Time,0.24983,685,2805,0.23381,0.26586
1994,30-45 y.,West,Not Working,0.16430,498,2805,0.15058,0.17802
1994,30-45 y.,East,Full Time,0.69357,942,1343,0.66890,0.71823
1994,30-45 y.,East,Part Time,0.17669,239,1343,0.15628,0.19709
1994,30-45 y.,East,Not Working,0.12975,162,1343,0.11177,0.14772
1994,46-65 y.,West,Full Time,0.46101,1266,2699,0.44220,0.47982
1994,46-65 y.,West,Part Time,0.18761,494,2699,0.17288,0.20234
1994,46-65 y.,West,Not Working,0.35138,939,2699,0.33337,0.36940
1994,46-65 y.,East,Full Time,0.39918,511,1190,0.37134,0.42701
1994,46-65 y.,East,Part Time,0.12163,152,1190,0.10305,0.14021
1994,46-65 y.,East,Not Working,0.47919,527,1190,0.45080,0.50759
1994,66 and older,West,Not Working,0.97314,1058,1058,0.96339,0.98289
1994,66 and older,East,Not Working,0.99146,394,394,0.98236,1.00056
1995,17-29 y.,West,Full Time,0.44906,1137,2524,0.42965,0.46847
1995,17-29 y.,West,Part Time,0.23703,587,2524,0.22043,0.25362
1995,17-29 y.,West,Not Working,0.31391,800,2524,0.29581,0.33202
1995,17-29 y.,East,Full Time,0.46298,372,833,0.42910,0.49686
1995,17-29 y.,East,Part Time,0.24126,196,833,0.21219,0.27033
1995,17-29 y.,East,Not Working,0.29576,265,833,0.26475,0.32677
1995,30-45 y.,West,Full Time,0.55493,1722,3159,0.53760,0.57227
1995,30-45 y.,West,Part Time,0.25753,817,3159,0.24228,0.27279
1995,30-45 y.,West,Not Working,0.18753,620,3159,0.17392,0.20115
1995,30-45 y.,East,Full Time,0.67152,864,1281,0.64579,0.69725
1995,30-45 y.,East,Part Time,0.20240,261,1281,0.18039,0.22441
1995,30-45 y.,East,Not Working,0.12608,156,1281,0.10790,0.14427
1995,46-65 y.,West,Full Time,0.42795,1238,2793,0.40959,0.44630
1995,46-65 y.,West,Part Time,0.20766,565,2793,0.19262,0.22271
1995,46-65 y.,West,Not Working,0.36439,990,2793,0.34654,0.38224
1995,46-65 y.,East,Full Time,0.42435,551,1174,0.39607,0.45264
1995,46-65 y.,East,Part Time,0.11600,142,1174,0.09767,0.13432
1995,46-65 y.,East,Not Working,0.45965,481,1174,0.43113,0.48817
1995,66 and older,West,Not Working,0.96676,1080,1080,0.95607,0.97746
1995,66 and older,East,Not Working,0.98659,399,399,0.97529,0.99789
1996,17-29 y.,West,Full Time,0.44335,1037,2329,0.42317,0.46353
1996,17-29 y.,West,Part Time,0.24576,583,2329,0.22827,0.26325
1996,17-29 y.,West,Not Working,0.31089,709,2329,0.29209,0.32970
1996,17-29 y.,East,Full Time,0.44411,371,834,0.41037,0.47785
1996,17-29 y.,East,Part Time,0.23562,189,834,0.20680,0.26444
1996,17-29 y.,East,Not Working,0.32027,274,834,0.28858,0.35195
1996,30-45 y.,West,Full Time,0.56490,1744,3175,0.54765,0.58215
1996,30-45 y.,West,Part Time,0.26379,854,3175,0.24846,0.27912
1996,30-45 y.,West,Not Working,0.17131,577,3175,0.15820,0.18441
1996,30-45 y.,East,Full Time,0.69693,882,1260,0.67155,0.72232
1996,30-45 y.,East,Part Time,0.19605,250,1260,0.17412,0.21798
1996,30-45 y.,East,Not Working,0.10702,128,1260,0.08994,0.12410
1996,46-65 y.,West,Full Time,0.42110,1150,2730,0.40258,0.43963
1996,46-65 y.,West,Part Time,0.21518,608,2730,0.19976,0.23060
1996,46-65 y.,West,Not Working,0.36372,972,2730,0.34567,0.38177
1996,46-65 y.,East,Full Time,0.41880,537,1172,0.39054,0.44706
1996,46-65 y.,East,Part Time,0.13217,167,1172,0.11277,0.15157
1996,46-65 y.,East,Not Working,0.44903,468,1172,0.42054,0.47752
1996,66 and older,West,Part Time,0.02826,36,1118,0.01855,0.03798
1996,66 and older,West,Not Working,0.96443,1082,1118,0.95357,0.97529
1996,66 and older,East,Not Working,0.99591,415,415,0.98976,1.00206
1997,17-29 y.,West,Full Time,0.43916,989,2196,0.41840,0.45992
1997,17-29 y.,West,Part Time,0.22621,477,2196,0.20870,0.24371
1997,17-29 y.,West,Not Working,0.33463,730,2196,0.31489,0.35437
1997,17-29 y.,East,Full Time,0.41993,363,834,0.38641,0.45345
1997,17-29 y.,East,Part Time,0.25298,189,834,0.22346,0.28250
1997,17-29 y.,East,Not Working,0.32709,282,834,0.29523,0.35895
1997,30-45 y.,West,Full Time,0.57530,1771,3176,0.55810,0.59249
1997,30-45 y.,West,Part Time,0.25803,824,3176,0.24281,0.27325
1997,30-45 y.,West,Not Working,0.16668,581,3176,0.15372,0.17964
1997,30-45 y.,East,Full Time,0.67843,818,1189,0.65187,0.70499
1997,30-45 y.,East,Part Time,0.19119,217,1189,0.16883,0.21355
1997,30-45 y.,East,Not Working,0.13037,154,1189,0.11123,0.14952
1997,46-65 y.,West,Full Time,0.41475,1101,2677,0.39608,0.43342
1997,46-65 y.,West,Part Time,0.21446,607,2677,0.19891,0.23001
1997,46-65 y.,West,Not Working,0.37079,969,2677,0.35249,0.38909
1997,46-65 y.,East,Full Time,0.39395,527,1176,0.36601,0.42189
1997,46-65 y.,East,Part Time,0.15110,190,1176,0.13063,0.17158
1997,46-65 y.,East,Not Working,0.45494,459,1176,0.42647,0.48342
1997,66 and older,West,Part Time,0.02774,33,1133,0.01817,0.03731
1997,66 and older,West,Not Working,0.96448,1100,1133,0.95370,0.97527
1997,66 and older,East,Not Working,0.98456,428,428,0.97286,0.99625
1998,17-29 y.,West,Full Time,0.40735,968,2295,0.38724,0.42746
1998,17-29 y.,West,Part Time,0.23913,538,2295,0.22168,0.25659
1998,17-29 y.,West,Not Working,0.35352,789,2295,0.33395,0.37308
1998,17-29 y.,East,Full Time,0.45381,391,870,0.42071,0.48691
1998,17-29 y.,East,Part Time,0.23518,205,870,0.20699,0.26338
1998,17-29 y.,East,Not Working,0.31101,274,870,0.28023,0.34178
1998,30-45 y.,West,Full Time,0.56081,1976,3579,0.54455,0.57707
1998,30-45 y.,West,Part Time,0.25836,934,3579,0.24402,0.27270
1998,30-45 y.,West,Not Working,0.18083,669,3579,0.16822,0.19344
1998,30-45 y.,East,Full Time,0.64965,822,1248,0.62317,0.67613
1998,30-45 y.,East,Part Time,0.21893,262,1248,0.19598,0.24189
1998,30-45 y.,East,Not Working,0.13142,164,1248,0.11267,0.15017
1998,46-65 y.,West,Full Time,0.41984,1265,3121,0.40252,0.43716
1998,46-65 y.,West,Part Time,0.20512,673,3121,0.19095,0.21929
1998,46-65 y.,West,Not Working,0.37503,1183,3121,0.35805,0.39202
1998,46-65 y.,East,Full Time,0.37985,547,1272,0.35317,0.40654
1998,46-65 y.,East,Part Time,0.16211,216,1272,0.14185,0.18237
1998,46-65 y.,East,Not Working,0.45804,509,1272,0.43065,0.48543
1998,66 and older,West,Part Time,0.02261,36,1365,0.01472,0.03050
1998,66 and older,West,Not Working,0.97015,1329,1365,0.96111,0.97918
1998,66 and older,East,Not Working,0.98731,468,468,0.97716,0.99746
1999,17-29 y.,West,Full Time,0.41848,905,2139,0.39756,0.43939
1999,17-29 y.,West,Part Time,0.27419,581,2139,0.25528,0.29310
1999,17-29 y.,West,Not Working,0.30733,653,2139,0.28777,0.32689
1999,17-29 y.,East,Full Time,0.43028,373,834,0.39665,0.46390
1999,17-29 y.,East,Part Time,0.26520,204,834,0.23522,0.29518
1999,17-29 y.,East,Not Working,0.30452,257,834,0.27327,0.33577
1999,30-45 y.,West,Full Time,0.57872,1986,3488,0.56233,0.59511
1999,30-45 y.,West,Part Time,0.27059,934,3488,0.25584,0.28533
1999,30-45 y.,West,Not Working,0.15069,568,3488,0.13882,0.16257
1999,30-45 y.,East,Full Time,0.63749,797,1225,0.61055,0.66442
1999,30-45 y.,East,Part Time,0.23763,282,1225,0.21378,0.26147
1999,30-45 y.,East,Not Working,0.12489,146,1225,0.10637,0.14341
1999,46-65 y.,West,Full Time,0.42719,1229,2949,0.40933,0.44504
1999,46-65 y.,West,Part Time,0.22102,651,2949,0.20604,0.23600
1999,46-65 y.,West,Not Working,0.35180,1069,2949,0.33456,0.36903
1999,46-65 y.,East,Full Time,0.39914,534,1240,0.37187,0.42641
1999,46-65 y.,East,Part Time,0.15895,215,1240,0.13859,0.17931
1999,46-65 y.,East,Not Working,0.44191,491,1240,0.41426,0.46957
1999,66 and older,West,Part Time,0.03956,55,1306,0.02898,0.05013
1999,66 and older,West,Not Working,0.95673,1251,1306,0.94569,0.96777
1999,66 and older,East,Not Working,0.98369,474,474,0.97228,0.99511
2000,17-29 y.,West,Full Time,0.43997,1425,3380,0.42323,0.45671
2000,17-29 y.,West,Part Time,0.27498,935,3380,0.25993,0.29004
2000,17-29 y.,West,Not Working,0.28505,1020,3380,0.26983,0.30027
2000,17-29 y.,East,Full Time,0.44092,519,1203,0.41285,0.46899
2000,17-29 y.,East,Part Time,0.26953,320,1203,0.24445,0.29462
2000,17-29 y.,East,Not Working,0.28954,364,1203,0.26390,0.31518
2000,30-45 y.,West,Full Time,0.59177,3627,6343,0.57967,0.60386
2000,30-45 y.,West,Part Time,0.25927,1677,6343,0.24848,0.27005
2000,30-45 y.,West,Not Working,0.14896,1039,6343,0.14020,0.15773
2000,30-45 y.,East,Full Time,0.65934,1208,1822,0.63757,0.68111
2000,30-45 y.,East,Part Time,0.21159,377,1822,0.19283,0.23035
2000,30-45 y.,East,Not Working,0.12907,237,1822,0.11367,0.14447
2000,46-65 y.,West,Full Time,0.43214,2424,5816,0.41941,0.44487
2000,46-65 y.,West,Part Time,0.22022,1276,5816,0.20957,0.23087
2000,46-65 y.,West,Not Working,0.34764,2116,5816,0.33540,0.35988
2000,46-65 y.,East,Full Time,0.40571,831,1951,0.38392,0.42751
2000,46-65 y.,East,Part Time,0.18353,353,1951,0.16634,0.20071
2000,46-65 y.,East,Not Working,0.41076,767,1951,0.38892,0.43260
2000,66 and older,West,Full Time,0.01112,35,2721,0.00718,0.01506
2000,66 and older,West,Part Time,0.03339,87,2721,0.02663,0.04014
2000,66 and older,West,Not Working,0.95549,2599,2721,0.94774,0.96324
2000,66 and older,East,Not Working,0.97562,856,856,0.96528,0.98596
2001,17-29 y.,West,Full Time,0.43687,1241,2994,0.41910,0.45464
2001,17-29 y.,West,Part Time,0.28855,875,2994,0.27232,0.30478
2001,17-29 y.,West,Not Working,0.27458,878,2994,0.25859,0.29057
2001,17-29 y.,East,Full Time,0.42907,466,1105,0.39987,0.45826
2001,17-29 y.,East,Part Time,0.28255,302,1105,0.25599,0.30911
2001,17-29 y.,East,Not Working,0.28838,337,1105,0.26166,0.31510
2001,30-45 y.,West,Full Time,0.59939,3250,5681,0.58665,0.61213
2001,30-45 y.,West,Part Time,0.26962,1591,5681,0.25808,0.28116
2001,30-45 y.,West,Not Working,0.13099,840,5681,0.12222,0.13977
2001,30-45 y.,East,Full Time,0.63364,1052,1647,0.61037,0.65692
2001,30-45 y.,East,Part Time,0.23396,367,1647,0.21351,0.25441
2001,30-45 y.,East,Not Working,0.13240,228,1647,0.11603,0.14877
2001,46-65 y.,West,Full Time,0.42790,2213,5252,0.41452,0.44129
2001,46-65 y.,West,Part Time,0.23613,1223,5252,0.22465,0.24762
2001,46-65 y.,West,Not Working,0.33596,1816,5252,0.32319,0.34874
2001,46-65 y.,East,Full Time,0.42520,810,1843,0.40262,0.44778
2001,46-65 y.,East,Part Time,0.16987,313,1843,0.15272,0.18702
2001,46-65 y.,East,Not Working,0.40493,720,1843,0.38251,0.42735
2001,66 and older,West,Part Time,0.04143,105,2535,0.03367,0.04919
2001,66 and older,West,Not Working,0.94904,2430,2535,0.94048,0.95760
2001,66 and older,East,Not Working,0.97061,817,817,0.95902,0.98220
2002,17-29 y.,West,Full Time,0.41985,1168,3066,0.40237,0.43732
2002,17-29 y.,West,Part Time,0.28679,925,3066,0.27078,0.30281
2002,17-29 y.,West,Not Working,0.29336,973,3066,0.27724,0.30948
2002,17-29 y.,East,Full Time,0.38495,408,1076,0.35586,0.41404
2002,17-29 y.,East,Part Time,0.31267,325,1076,0.28496,0.34038
2002,17-29 y.,East,Not Working,0.30238,343,1076,0.27493,0.32984
2002,30-45 y.,West,Full Time,0.58261,3346,5856,0.56998,0.59524
2002,30-45 y.,West,Part Time,0.27791,1682,5856,0.26644,0.28939
2002,30-45 y.,West,Not Working,0.13948,828,5856,0.13061,0.14835
2002,30-45 y.,East,Full Time,0.62658,1029,1584,0.60275,0.65041
2002,30-45 y.,East,Part Time,0.22034,335,1584,0.19992,0.24075
2002,30-45 y.,East,Not Working,0.15309,220,1584,0.13535,0.17083
2002,46-65 y.,West,Full Time,0.42287,2706,5973,0.41034,0.43540
2002,46-65 y.,West,Part Time,0.24773,1454,5973,0.23678,0.25868
2002,46-65 y.,West,Not Working,0.32940,1813,5973,0.31748,0.34132
2002,46-65 y.,East,Full Time,0.41199,869,1881,0.38974,0.43424
2002,46-65 y.,East,Part Time,0.18599,335,1881,0.16840,0.20357
2002,46-65 y.,East,Not Working,0.40203,677,1881,0.37986,0.42419
2002,66 and older,West,Full Time,0.00892,40,2703,0.00538,0.01247
2002,66 and older,West,Part Time,0.04285,134,2703,0.03521,0.05048
2002,66 and older,West,Not Working,0.94823,2529,2703,0.93988,0.95658
2002,66 and older,East,Not Working,0.96895,858,858,0.95733,0.98056
2003,17-29 y.,West,Full Time,0.40118,1082,2937,0.38345,0.41891
2003,17-29 y.,West,Part Time,0.28604,878,2937,0.26970,0.30239
2003,17-29 y.,West,Not Working,0.31277,977,2937,0.29600,0.32954
2003,17-29 y.,East,Full Time,0.30518,367,1070,0.27757,0.33278
2003,17-29 y.,East,Part Time,0.34087,332,1070,0.31246,0.36929
2003,17-29 y.,East,Not Working,0.35395,371,1070,0.32528,0.38262
2003,30-45 y.,West,Full Time,0.56979,3046,5449,0.55664,0.58293
2003,30-45 y.,West,Part Time,0.28671,1627,5449,0.27470,0.29871
2003,30-45 y.,West,Not Working,0.14351,776,5449,0.13420,0.15282
2003,30-45 y.,East,Full Time,0.62571,967,1488,0.60112,0.65031
2003,30-45 y.,East,Part Time,0.22493,312,1488,0.20371,0.24616
2003,30-45 y.,East,Not Working,0.14935,209,1488,0.13123,0.16747
2003,46-65 y.,West,Full Time,0.42417,2545,5695,0.41133,0.43701
2003,46-65 y.,West,Part Time,0.24841,1440,5695,0.23719,0.25964
2003,46-65 y.,West,Not Working,0.32741,1710,5695,0.31522,0.33960
2003,46-65 y.,East,Full Time,0.41105,861,1877,0.38878,0.43331
2003,46-65 y.,East,Part Time,0.19818,363,1877,0.18015,0.21622
2003,46-65 y.,East,Not Working,0.39077,653,1877,0.36869,0.41285
2003,66 and older,West,Full Time,0.01166,42,2741,0.00764,0.01569
2003,66 and older,West,Part Time,0.04559,141,2741,0.03778,0.05340
2003,66 and older,West,Not Working,0.94275,2558,2741,0.93405,0.95145
2003,66 and older,East,Not Working,0.97338,884,884,0.96276,0.98399
2004,17-29 y.,West,Full Time,0.38817,1035,2886,0.37039,0.40595
2004,17-29 y.,West,Part Time,0.28599,857,2886,0.26950,0.30248
2004,17-29 y.,West,Not Working,0.32584,994,2886,0.30873,0.34294
2004,17-29 y.,East,Full Time,0.33360,357,1074,0.30539,0.36182
2004,17-29 y.,East,Part Time,0.30263,305,1074,0.27514,0.33012
2004,17-29 y.,East,Not Working,0.36377,412,1074,0.33498,0.39255
2004,30-45 y.,West,Full Time,0.57196,2880,5155,0.55845,0.58547
2004,30-45 y.,West,Part Time,0.28908,1540,5155,0.27670,0.30146
2004,30-45 y.,West,Not Working,0.13896,735,5155,0.12952,0.14840
2004,30-45 y.,East,Full Time,0.58282,833,1374,0.55674,0.60890
2004,30-45 y.,East,Part Time,0.24607,340,1374,0.22328,0.26885
2004,30-45 y.,East,Not Working,0.17111,201,1374,0.15119,0.19104
2004,46-65 y.,West,Full Time,0.41974,2443,5541,0.40675,0.43274
2004,46-65 y.,West,Part Time,0.25535,1437,5541,0.24387,0.26683
2004,46-65 y.,West,Not Working,0.32491,1661,5541,0.31258,0.33724
2004,46-65 y.,East,Full Time,0.42402,866,1824,0.40133,0.44671
2004,46-65 y.,East,Part Time,0.19353,348,1824,0.17539,0.21166
2004,46-65 y.,East,Not Working,0.38245,610,1824,0.36014,0.40476
2004,66 and older,West,Full Time,0.01070,41,2809,0.00690,0.01451
2004,66 and older,West,Part Time,0.05087,158,2809,0.04275,0.05900
2004,66 and older,West,Not Working,0.93842,2610,2809,0.92953,0.94731
2004,66 and older,East,Not Working,0.97479,924,924,0.96468,0.98491
2005,17-29 y.,West,Full Time,0.36829,973,2813,0.35046,0.38612
2005,17-29 y.,West,Part Time,0.31707,859,2813,0.29987,0.33427
2005,17-29 y.,West,Not Working,0.31464,981,2813,0.29747,0.33180
2005,17-29 y.,East,Full Time,0.31057,316,1016,0.28210,0.33903
2005,17-29 y.,East,Part Time,0.30905,302,1016,0.28062,0.33747
2005,17-29 y.,East,Not Working,0.38039,398,1016,0.35052,0.41025
2005,30-45 y.,West,Full Time,0.57680,2684,4793,0.56282,0.59079
2005,30-45 y.,West,Part Time,0.28793,1455,4793,0.27511,0.30075
2005,30-45 y.,West,Not Working,0.13526,654,4793,0.12558,0.14494
2005,30-45 y.,East,Full Time,0.58020,776,1295,0.55331,0.60709
2005,30-45 y.,East,Part Time,0.24791,319,1295,0.22438,0.27144
2005,30-45 y.,East,Not Working,0.17189,200,1295,0.15134,0.19245
2005,46-65 y.,West,Full Time,0.44451,2405,5248,0.43106,0.45795
2005,46-65 y.,West,Part Time,0.24872,1332,5248,0.23702,0.26042
2005,46-65 y.,West,Not Working,0.30677,1511,5248,0.29429,0.31925
2005,46-65 y.,East,Full Time,0.43887,841,1768,0.41573,0.46201
2005,46-65 y.,East,Part Time,0.20580,355,1768,0.18694,0.22465
2005,46-65 y.,East,Not Working,0.35533,572,1768,0.33302,0.37765
2005,66 and older,West,Full Time,0.00856,35,2808,0.00516,0.01197
2005,66 and older,West,Part Time,0.05044,156,2808,0.04234,0.05853
