year,quintil_oecd,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,2nd Quintile,male,Full Time,0.52110,629,1031,0.49059,0.55161
1985,2nd Quintile,male,Part Time,0.14342,140,1031,0.12201,0.16482
1985,2nd Quintile,male,Not Working,0.33549,262,1031,0.30665,0.36432
1985,2nd Quintile,female,Full Time,0.13567,186,1128,0.11568,0.15566
1985,2nd Quintile,female,Part Time,0.18145,226,1128,0.15895,0.20395
1985,2nd Quintile,female,Not Working,0.68288,716,1128,0.65571,0.71005
1985,3rd Quintile,male,Full Time,0.62031,745,1109,0.59173,0.64889
1985,3rd Quintile,male,Part Time,0.10904,127,1109,0.09069,0.12740
1985,3rd Quintile,male,Not Working,0.27064,237,1109,0.24448,0.29681
1985,3rd Quintile,female,Full Time,0.21128,295,1098,0.18713,0.23544
1985,3rd Quintile,female,Part Time,0.20744,251,1098,0.18345,0.23144
1985,3rd Quintile,female,Not Working,0.58127,552,1098,0.55208,0.61047
1985,4th Quintile,male,Full Time,0.66400,816,1148,0.63666,0.69133
1985,4th Quintile,male,Part Time,0.11593,135,1148,0.09741,0.13446
1985,4th Quintile,male,Not Working,0.22007,197,1148,0.19609,0.24405
1985,4th Quintile,female,Full Time,0.30133,373,1065,0.27376,0.32890
1985,4th Quintile,female,Part Time,0.23794,268,1065,0.21236,0.26353
1985,4th Quintile,female,Not Working,0.46073,424,1065,0.43078,0.49068
1985,5th Quintile,male,Full Time,0.73417,857,1122,0.70831,0.76003
1985,5th Quintile,male,Part Time,0.09092,103,1122,0.07409,0.10775
1985,5th Quintile,male,Not Working,0.17491,162,1122,0.15267,0.19715
1985,5th Quintile,female,Full Time,0.39582,461,1060,0.36637,0.42528
1985,5th Quintile,female,Part Time,0.22938,248,1060,0.20406,0.25470
1985,5th Quintile,female,Not Working,0.37480,351,1060,0.34564,0.40395
1986,1st Quintile,male,Full Time,0.34154,419,918,0.31084,0.37223
1986,1st Quintile,male,Part Time,0.15740,132,918,0.13383,0.18097
1986,1st Quintile,male,Not Working,0.50106,367,918,0.46870,0.53342
1986,1st Quintile,female,Full Time,0.06569,103,1156,0.05140,0.07998
1986,1st Quintile,female,Part Time,0.13978,187,1156,0.11978,0.15978
1986,1st Quintile,female,Not Working,0.79453,866,1156,0.77123,0.81784
1986,2nd Quintile,male,Full Time,0.53656,627,1028,0.50606,0.56705
1986,2nd Quintile,male,Part Time,0.11854,136,1028,0.09877,0.13831
1986,2nd Quintile,male,Not Working,0.34490,265,1028,0.31583,0.37397
1986,2nd Quintile,female,Full Time,0.13361,178,1065,0.11317,0.15405
1986,2nd Quintile,female,Part Time,0.17546,226,1065,0.15260,0.19831
1986,2nd Quintile,female,Not Working,0.69093,661,1065,0.66317,0.71870
1986,3rd Quintile,male,Full Time,0.62349,705,1047,0.59413,0.65285
1986,3rd Quintile,male,Part Time,0.12816,132,1047,0.10790,0.14842
1986,3rd Quintile,male,Not Working,0.24835,210,1047,0.22217,0.27454
1986,3rd Quintile,female,Full Time,0.22495,281,1052,0.19970,0.25019
1986,3rd Quintile,female,Part Time,0.24518,278,1052,0.21917,0.27119
1986,3rd Quintile,female,Not Working,0.52988,493,1052,0.49970,0.56005
1986,4th Quintile,male,Full Time,0.69774,840,1148,0.67116,0.72432
1986,4th Quintile,male,Part Time,0.10141,126,1148,0.08394,0.11888
1986,4th Quintile,male,Not Working,0.20085,182,1148,0.17766,0.22403
1986,4th Quintile,female,Full Time,0.32245,397,1070,0.29443,0.35047
1986,4th Quintile,female,Part Time,0.22618,260,1070,0.20110,0.25126
1986,4th Quintile,female,Not Working,0.45137,413,1070,0.42154,0.48120
1986,5th Quintile,male,Full Time,0.74455,836,1088,0.71862,0.77047
1986,5th Quintile,male,Part Time,0.09359,101,1088,0.07627,0.11090
1986,5th Quintile,male,Not Working,0.16186,151,1088,0.13997,0.18376
1986,5th Quintile,female,Full Time,0.41011,449,1007,0.37972,0.44051
1986,5th Quintile,female,Part Time,0.23945,245,1007,0.21308,0.26582
1986,5th Quintile,female,Not Working,0.35044,313,1007,0.32095,0.37992
1987,1st Quintile,male,Full Time,0.32210,386,904,0.29162,0.35257
1987,1st Quintile,male,Part Time,0.16841,147,904,0.14400,0.19282
1987,1st Quintile,male,Not Working,0.50949,371,904,0.47688,0.54210
1987,1st Quintile,female,Full Time,0.07704,109,1132,0.06150,0.09258
1987,1st Quintile,female,Part Time,0.13433,178,1132,0.11446,0.15420
1987,1st Quintile,female,Not Working,0.78863,845,1132,0.76483,0.81242
1987,2nd Quintile,male,Full Time,0.56607,632,994,0.53524,0.59690
1987,2nd Quintile,male,Part Time,0.13557,134,994,0.11428,0.15686
1987,2nd Quintile,male,Not Working,0.29836,228,994,0.26990,0.32682
1987,2nd Quintile,female,Full Time,0.15595,197,1070,0.13420,0.17770
1987,2nd Quintile,female,Part Time,0.20317,250,1070,0.17905,0.22730
1987,2nd Quintile,female,Not Working,0.64088,623,1070,0.61212,0.66964
1987,3rd Quintile,male,Full Time,0.64238,732,1044,0.61329,0.67147
1987,3rd Quintile,male,Part Time,0.11072,116,1044,0.09167,0.12976
1987,3rd Quintile,male,Not Working,0.24691,196,1044,0.22074,0.27308
1987,3rd Quintile,female,Full Time,0.21635,272,1060,0.19155,0.24115
1987,3rd Quintile,female,Part Time,0.24434,287,1060,0.21846,0.27022
1987,3rd Quintile,female,Not Working,0.53931,501,1060,0.50929,0.56933
1987,4th Quintile,male,Full Time,0.69991,827,1125,0.67311,0.72670
1987,4th Quintile,male,Part Time,0.10039,113,1125,0.08282,0.11796
1987,4th Quintile,male,Not Working,0.19970,185,1125,0.17633,0.22308
1987,4th Quintile,female,Full Time,0.32614,385,1032,0.29752,0.35475
1987,4th Quintile,female,Part Time,0.27053,273,1032,0.24341,0.29765
1987,4th Quintile,female,Not Working,0.40333,374,1032,0.37339,0.43328
1987,5th Quintile,male,Full Time,0.77212,872,1106,0.74739,0.79685
1987,5th Quintile,male,Part Time,0.07300,86,1106,0.05766,0.08833
1987,5th Quintile,male,Not Working,0.15488,148,1106,0.13355,0.17622
1987,5th Quintile,female,Full Time,0.43448,459,985,0.40350,0.46545
1987,5th Quintile,female,Part Time,0.22322,225,985,0.19721,0.24924
1987,5th Quintile,female,Not Working,0.34230,301,985,0.31265,0.37195
1988,1st Quintile,male,Full Time,0.34031,390,883,0.30904,0.37158
1988,1st Quintile,male,Part Time,0.15301,149,883,0.12925,0.17677
1988,1st Quintile,male,Not Working,0.50668,344,883,0.47368,0.53967
1988,1st Quintile,female,Full Time,0.06677,92,1090,0.05195,0.08160
1988,1st Quintile,female,Part Time,0.16857,207,1090,0.14633,0.19080
1988,1st Quintile,female,Not Working,0.76466,791,1090,0.73946,0.78985
1988,2nd Quintile,male,Full Time,0.54154,567,934,0.50957,0.57351
1988,2nd Quintile,male,Part Time,0.11819,133,934,0.09748,0.13891
1988,2nd Quintile,male,Not Working,0.34027,234,934,0.30986,0.37067
1988,2nd Quintile,female,Full Time,0.13885,197,1050,0.11792,0.15977
1988,2nd Quintile,female,Part Time,0.19710,236,1050,0.17303,0.22118
1988,2nd Quintile,female,Not Working,0.66405,617,1050,0.63547,0.69263
1988,3rd Quintile,male,Full Time,0.65256,706,1004,0.62309,0.68203
1988,3rd Quintile,male,Part Time,0.12034,117,1004,0.10021,0.14048
1988,3rd Quintile,male,Not Working,0.22710,181,1004,0.20117,0.25303
1988,3rd Quintile,female,Full Time,0.22546,269,1002,0.19957,0.25134
1988,3rd Quintile,female,Part Time,0.27128,294,1002,0.24374,0.29883
1988,3rd Quintile,female,Not Working,0.50326,439,1002,0.47229,0.53423
1988,4th Quintile,male,Full Time,0.70369,801,1088,0.67655,0.73084
1988,4th Quintile,male,Part Time,0.09649,109,1088,0.07894,0.11404
1988,4th Quintile,male,Not Working,0.19982,178,1088,0.17605,0.22359
1988,4th Quintile,female,Full Time,0.30592,340,976,0.27700,0.33485
1988,4th Quintile,female,Part Time,0.28340,278,976,0.25512,0.31169
1988,4th Quintile,female,Not Working,0.41067,358,976,0.37979,0.44155
1988,5th Quintile,male,Full Time,0.75329,790,1022,0.72685,0.77973
1988,5th Quintile,male,Part Time,0.08424,91,1022,0.06721,0.10128
1988,5th Quintile,male,Not Working,0.16247,141,1022,0.13984,0.18509
1988,5th Quintile,female,Full Time,0.43516,428,921,0.40313,0.46720
1988,5th Quintile,female,Part Time,0.24907,231,921,0.22113,0.27702
1988,5th Quintile,female,Not Working,0.31576,262,921,0.28573,0.34580
1989,1st Quintile,male,Full Time,0.31421,388,861,0.28319,0.34524
1989,1st Quintile,male,Part Time,0.15292,129,861,0.12887,0.17698
1989,1st Quintile,male,Not Working,0.53286,344,861,0.49952,0.56621
1989,1st Quintile,female,Full Time,0.08292,107,1071,0.06639,0.09944
1989,1st Quintile,female,Part Time,0.14752,193,1071,0.12627,0.16877
1989,1st Quintile,female,Not Working,0.76956,771,1071,0.74433,0.79479
1989,2nd Quintile,male,Full Time,0.59454,613,923,0.56285,0.62623
1989,2nd Quintile,male,Part Time,0.10468,98,923,0.08492,0.12445
1989,2nd Quintile,male,Not Working,0.30078,212,923,0.27118,0.33038
1989,2nd Quintile,female,Full Time,0.15511,199,1042,0.13312,0.17710
1989,2nd Quintile,female,Part Time,0.21113,261,1042,0.18634,0.23592
1989,2nd Quintile,female,Not Working,0.63376,582,1042,0.60449,0.66303
1989,3rd Quintile,male,Full Time,0.64524,661,964,0.61502,0.67545
1989,3rd Quintile,male,Part Time,0.10578,112,964,0.08635,0.12520
1989,3rd Quintile,male,Not Working,0.24899,191,964,0.22167,0.27630
1989,3rd Quintile,female,Full Time,0.22233,264,931,0.19561,0.24906
1989,3rd Quintile,female,Part Time,0.26785,257,931,0.23939,0.29631
1989,3rd Quintile,female,Not Working,0.50982,410,931,0.47769,0.54194
1989,4th Quintile,male,Full Time,0.68924,758,1044,0.66116,0.71733
1989,4th Quintile,male,Part Time,0.08029,94,1044,0.06380,0.09678
1989,4th Quintile,male,Not Working,0.23047,192,1044,0.20491,0.25603
1989,4th Quintile,female,Full Time,0.35372,389,965,0.32353,0.38390
1989,4th Quintile,female,Part Time,0.24241,239,965,0.21536,0.26947
1989,4th Quintile,female,Not Working,0.40387,337,965,0.37289,0.43484
1989,5th Quintile,male,Full Time,0.76554,757,970,0.73887,0.79222
1989,5th Quintile,male,Part Time,0.09109,93,970,0.07297,0.10920
1989,5th Quintile,male,Not Working,0.14337,120,970,0.12131,0.16544
1989,5th Quintile,female,Full Time,0.42576,403,892,0.39329,0.45822
1989,5th Quintile,female,Part Time,0.25087,232,892,0.22240,0.27933
1989,5th Quintile,female,Not Working,0.32338,257,892,0.29266,0.35409
1990,1st Quintile,male,Full Time,0.34524,387,854,0.31333,0.37715
1990,1st Quintile,male,Part Time,0.16736,131,854,0.14231,0.19241
1990,1st Quintile,male,Not Working,0.48740,336,854,0.45386,0.52094
1990,1st Quintile,female,Full Time,0.08261,106,1051,0.06595,0.09926
1990,1st Quintile,female,Part Time,0.15965,200,1051,0.13750,0.18181
1990,1st Quintile,female,Not Working,0.75774,745,1051,0.73183,0.78366
1990,2nd Quintile,male,Full Time,0.58038,567,895,0.54803,0.61273
1990,2nd Quintile,male,Part Time,0.12390,113,895,0.10230,0.14550
1990,2nd Quintile,male,Not Working,0.29572,215,895,0.26580,0.32564
1990,2nd Quintile,female,Full Time,0.13404,173,994,0.11285,0.15523
1990,2nd Quintile,female,Part Time,0.23223,258,994,0.20597,0.25850
1990,2nd Quintile,female,Not Working,0.63373,563,994,0.60376,0.66370
1990,3rd Quintile,male,Full Time,0.63387,644,942,0.60309,0.66465
1990,3rd Quintile,male,Part Time,0.10343,97,942,0.08397,0.12288
1990,3rd Quintile,male,Not Working,0.26270,201,942,0.23458,0.29082
1990,3rd Quintile,female,Full Time,0.23243,263,954,0.20561,0.25925
1990,3rd Quintile,female,Part Time,0.27795,282,954,0.24950,0.30639
1990,3rd Quintile,female,Not Working,0.48962,409,954,0.45789,0.52136
1990,4th Quintile,male,Full Time,0.71144,747,1013,0.68353,0.73936
1990,4th Quintile,male,Part Time,0.09819,102,1013,0.07985,0.11652
1990,4th Quintile,male,Not Working,0.19037,164,1013,0.16618,0.21456
1990,4th Quintile,female,Full Time,0.37848,386,930,0.34729,0.40966
1990,4th Quintile,female,Part Time,0.25714,248,930,0.22903,0.28524
1990,4th Quintile,female,Not Working,0.36439,296,930,0.33344,0.39533
1990,5th Quintile,male,Full Time,0.77788,757,959,0.75156,0.80420
1990,5th Quintile,male,Part Time,0.06701,65,959,0.05117,0.08284
1990,5th Quintile,male,Not Working,0.15511,137,959,0.13219,0.17804
1990,5th Quintile,female,Full Time,0.42077,394,868,0.38791,0.45364
1990,5th Quintile,female,Part Time,0.26097,230,868,0.23174,0.29020
1990,5th Quintile,female,Not Working,0.31826,244,868,0.28725,0.34926
1991,1st Quintile,male,Full Time,0.33172,356,815,0.29938,0.36407
1991,1st Quintile,male,Part Time,0.17009,130,815,0.14428,0.19590
1991,1st Quintile,male,Not Working,0.49818,329,815,0.46383,0.53253
1991,1st Quintile,female,Full Time,0.08596,115,1028,0.06882,0.10311
1991,1st Quintile,female,Part Time,0.16578,194,1028,0.14303,0.18852
1991,1st Quintile,female,Not Working,0.74826,719,1028,0.72172,0.77480
1991,2nd Quintile,male,Full Time,0.54329,558,889,0.51053,0.57606
1991,2nd Quintile,male,Part Time,0.14031,108,889,0.11747,0.16316
1991,2nd Quintile,male,Not Working,0.31639,223,889,0.28581,0.34698
1991,2nd Quintile,female,Full Time,0.17447,194,1004,0.15099,0.19796
1991,2nd Quintile,female,Part Time,0.22248,269,1004,0.19674,0.24822
1991,2nd Quintile,female,Not Working,0.60305,541,1004,0.57277,0.63333
1991,3rd Quintile,male,Full Time,0.66431,674,949,0.63425,0.69437
1991,3rd Quintile,male,Part Time,0.10446,99,949,0.08499,0.12393
1991,3rd Quintile,male,Not Working,0.23123,176,949,0.20439,0.25807
1991,3rd Quintile,female,Full Time,0.24650,265,934,0.21885,0.27416
1991,3rd Quintile,female,Part Time,0.24596,252,934,0.21833,0.27359
1991,3rd Quintile,female,Not Working,0.50754,417,934,0.47546,0.53962
1991,4th Quintile,male,Full Time,0.69513,734,1017,0.66682,0.72343
1991,4th Quintile,male,Part Time,0.08995,104,1017,0.07236,0.10755
1991,4th Quintile,male,Not Working,0.21492,179,1017,0.18966,0.24018
1991,4th Quintile,female,Full Time,0.32362,354,927,0.29349,0.35376
1991,4th Quintile,female,Part Time,0.30858,275,927,0.27883,0.33833
1991,4th Quintile,female,Not Working,0.36780,298,927,0.33674,0.39886
1991,5th Quintile,male,Full Time,0.76257,747,963,0.73568,0.78945
1991,5th Quintile,male,Part Time,0.08900,89,963,0.07101,0.10699
1991,5th Quintile,male,Not Working,0.14844,127,963,0.12597,0.17090
1991,5th Quintile,female,Full Time,0.45145,419,883,0.41861,0.48430
1991,5th Quintile,female,Part Time,0.25076,232,883,0.22215,0.27936
1991,5th Quintile,female,Not Working,0.29779,232,883,0.26761,0.32797
1992,1st Quintile,male,Full Time,0.34723,525,1185,0.32011,0.37435
1992,1st Quintile,male,Part Time,0.17143,199,1185,0.14997,0.19290
1992,1st Quintile,male,Not Working,0.48134,461,1185,0.45288,0.50980
1992,1st Quintile,female,Full Time,0.12496,269,1587,0.10869,0.14123
1992,1st Quintile,female,Part Time,0.17362,368,1587,0.15498,0.19227
1992,1st Quintile,female,Not Working,0.70142,950,1587,0.67889,0.72394
1992,2nd Quintile,male,Full Time,0.56088,894,1369,0.53458,0.58718
1992,2nd Quintile,male,Part Time,0.13991,177,1369,0.12152,0.15829
1992,2nd Quintile,male,Not Working,0.29922,298,1369,0.27495,0.32348
1992,2nd Quintile,female,Full Time,0.24417,474,1501,0.22243,0.26591
1992,2nd Quintile,female,Part Time,0.21367,360,1501,0.19293,0.23441
1992,2nd Quintile,female,Not Working,0.54216,667,1501,0.51695,0.56737
1992,3rd Quintile,male,Full Time,0.65997,924,1309,0.63430,0.68565
1992,3rd Quintile,male,Part Time,0.11871,158,1309,0.10119,0.13624
1992,3rd Quintile,male,Not Working,0.22131,227,1309,0.19881,0.24381
1992,3rd Quintile,female,Full Time,0.28235,486,1362,0.25844,0.30627
1992,3rd Quintile,female,Part Time,0.23310,331,1362,0.21063,0.25556
1992,3rd Quintile,female,Not Working,0.48455,545,1362,0.45800,0.51110
1992,4th Quintile,male,Full Time,0.70494,1000,1333,0.68045,0.72944
1992,4th Quintile,male,Part Time,0.09143,123,1333,0.07595,0.10691
1992,4th Quintile,male,Not Working,0.20363,210,1333,0.18200,0.22525
1992,4th Quintile,female,Full Time,0.32323,490,1269,0.29748,0.34897
1992,4th Quintile,female,Part Time,0.28778,363,1269,0.26286,0.31270
1992,4th Quintile,female,Not Working,0.38899,416,1269,0.36215,0.41582
1992,5th Quintile,male,Full Time,0.76590,983,1266,0.74257,0.78924
1992,5th Quintile,male,Part Time,0.08175,115,1266,0.06666,0.09685
1992,5th Quintile,male,Not Working,0.15234,168,1266,0.13254,0.17215
1992,5th Quintile,female,Full Time,0.42445,534,1133,0.39566,0.45325
1992,5th Quintile,female,Part Time,0.27173,308,1133,0.24582,0.29765
1992,5th Quintile,female,Not Working,0.30381,291,1133,0.27702,0.33061
1993,1st Quintile,male,Full Time,0.32376,449,1121,0.29636,0.35117
1993,1st Quintile,male,Part Time,0.15385,179,1121,0.13272,0.17498
1993,1st Quintile,male,Not Working,0.52239,493,1121,0.49314,0.55164
1993,1st Quintile,female,Full Time,0.09962,197,1476,0.08433,0.11490
1993,1st Quintile,female,Part Time,0.16911,282,1476,0.14998,0.18824
1993,1st Quintile,female,Not Working,0.73128,997,1476,0.70865,0.75390
1993,2nd Quintile,male,Full Time,0.53576,801,1309,0.50873,0.56279
1993,2nd Quintile,male,Part Time,0.13138,166,1309,0.11307,0.14968
1993,2nd Quintile,male,Not Working,0.33287,342,1309,0.30733,0.35841
1993,2nd Quintile,female,Full Time,0.20012,385,1525,0.18003,0.22021
1993,2nd Quintile,female,Part Time,0.20601,369,1525,0.18570,0.22632
1993,2nd Quintile,female,Not Working,0.59387,771,1525,0.56921,0.61853
1993,3rd Quintile,male,Full Time,0.64633,939,1338,0.62070,0.67196
1993,3rd Quintile,male,Part Time,0.09953,136,1338,0.08348,0.11558
1993,3rd Quintile,male,Not Working,0.25414,263,1338,0.23080,0.27748
1993,3rd Quintile,female,Full Time,0.26414,473,1341,0.24053,0.28774
1993,3rd Quintile,female,Part Time,0.25592,364,1341,0.23256,0.27929
1993,3rd Quintile,female,Not Working,0.47994,504,1341,0.45319,0.50669
1993,4th Quintile,male,Full Time,0.68954,965,1327,0.66463,0.71444
1993,4th Quintile,male,Part Time,0.11157,160,1327,0.09462,0.12851
1993,4th Quintile,male,Not Working,0.19890,202,1327,0.17741,0.22038
1993,4th Quintile,female,Full Time,0.36052,531,1281,0.33421,0.38682
1993,4th Quintile,female,Part Time,0.26089,346,1281,0.23683,0.28494
1993,4th Quintile,female,Not Working,0.37860,404,1281,0.35202,0.40517
1993,5th Quintile,male,Full Time,0.75744,985,1270,0.73385,0.78102
1993,5th Quintile,male,Part Time,0.09423,125,1270,0.07816,0.11031
1993,5th Quintile,male,Not Working,0.14833,160,1270,0.12878,0.16789
1993,5th Quintile,female,Full Time,0.43012,523,1113,0.40103,0.45922
1993,5th Quintile,female,Part Time,0.29850,324,1113,0.27160,0.32539
1993,5th Quintile,female,Not Working,0.27138,266,1113,0.24524,0.29751
1994,1st Quintile,male,Full Time,0.32565,429,1076,0.29764,0.35366
1994,1st Quintile,male,Part Time,0.17848,191,1076,0.15559,0.20137
1994,1st Quintile,male,Not Working,0.49587,456,1076,0.46598,0.52576
1994,1st Quintile,female,Full Time,0.08899,157,1445,0.07430,0.10367
1994,1st Quintile,female,Part Time,0.15667,281,1445,0.13792,0.17542
1994,1st Quintile,female,Not Working,0.75434,1007,1445,0.73214,0.77655
1994,2nd Quintile,male,Full Time,0.51189,739,1249,0.48416,0.53963
1994,2nd Quintile,male,Part Time,0.12224,149,1249,0.10407,0.14042
1994,2nd Quintile,male,Not Working,0.36586,361,1249,0.33914,0.39259
1994,2nd Quintile,female,Full Time,0.16148,318,1418,0.14232,0.18063
1994,2nd Quintile,female,Part Time,0.22207,345,1418,0.20043,0.24371
1994,2nd Quintile,female,Not Working,0.61645,755,1418,0.59114,0.64177
1994,3rd Quintile,male,Full Time,0.58795,869,1328,0.56146,0.61443
1994,3rd Quintile,male,Part Time,0.11088,151,1328,0.09399,0.12778
1994,3rd Quintile,male,Not Working,0.30117,308,1328,0.27649,0.32586
1994,3rd Quintile,female,Full Time,0.27221,497,1386,0.24876,0.29565
1994,3rd Quintile,female,Part Time,0.24324,349,1386,0.22065,0.26584
1994,3rd Quintile,female,Not Working,0.48455,540,1386,0.45823,0.51087
1994,4th Quintile,male,Full Time,0.68943,929,1281,0.66408,0.71478
1994,4th Quintile,male,Part Time,0.08866,113,1281,0.07309,0.10424
1994,4th Quintile,male,Not Working,0.22190,239,1281,0.19914,0.24467
1994,4th Quintile,female,Full Time,0.36310,509,1261,0.33655,0.38965
1994,4th Quintile,female,Part Time,0.25690,335,1261,0.23277,0.28102
1994,4th Quintile,female,Not Working,0.38000,417,1261,0.35320,0.40680
1994,5th Quintile,male,Full Time,0.76092,992,1278,0.73752,0.78431
1994,5th Quintile,male,Part Time,0.09002,124,1278,0.07432,0.10572
1994,5th Quintile,male,Not Working,0.14906,162,1278,0.12953,0.16860
1994,5th Quintile,female,Full Time,0.41204,527,1145,0.38351,0.44056
1994,5th Quintile,female,Part Time,0.28806,324,1145,0.26181,0.31430
1994,5th Quintile,female,Not Working,0.29991,294,1145,0.27336,0.32646
1995,1st Quintile,male,Full Time,0.32246,435,1109,0.29494,0.34999
1995,1st Quintile,male,Part Time,0.19823,214,1109,0.17476,0.22171
1995,1st Quintile,male,Not Working,0.47931,460,1109,0.44989,0.50872
1995,1st Quintile,female,Full Time,0.08213,138,1431,0.06789,0.09636
1995,1st Quintile,female,Part Time,0.18222,299,1431,0.16222,0.20223
1995,1st Quintile,female,Not Working,0.73565,994,1431,0.71279,0.75851
1995,2nd Quintile,male,Full Time,0.46134,743,1351,0.43475,0.48794
1995,2nd Quintile,male,Part Time,0.13897,186,1351,0.12052,0.15743
1995,2nd Quintile,male,Not Working,0.39968,422,1351,0.37355,0.42581
1995,2nd Quintile,female,Full Time,0.15266,295,1535,0.13466,0.17066
1995,2nd Quintile,female,Part Time,0.20027,387,1535,0.18024,0.22029
1995,2nd Quintile,female,Not Working,0.64707,853,1535,0.62316,0.67099
1995,3rd Quintile,male,Full Time,0.57943,857,1336,0.55295,0.60591
1995,3rd Quintile,male,Part Time,0.13081,172,1336,0.11272,0.14890
1995,3rd Quintile,male,Not Working,0.28976,307,1336,0.26542,0.31409
1995,3rd Quintile,female,Full Time,0.23507,449,1387,0.21275,0.25740
1995,3rd Quintile,female,Part Time,0.24925,382,1387,0.22648,0.27203
1995,3rd Quintile,female,Not Working,0.51568,556,1387,0.48937,0.54199
1995,4th Quintile,male,Full Time,0.63419,939,1352,0.60850,0.65987
1995,4th Quintile,male,Part Time,0.12740,161,1352,0.10962,0.14518
1995,4th Quintile,male,Not Working,0.23841,252,1352,0.21569,0.26113
1995,4th Quintile,female,Full Time,0.32977,534,1312,0.30432,0.35522
1995,4th Quintile,female,Part Time,0.28246,366,1312,0.25809,0.30683
1995,4th Quintile,female,Not Working,0.38777,412,1312,0.36139,0.41415
1995,5th Quintile,male,Full Time,0.73521,953,1262,0.71085,0.75956
1995,5th Quintile,male,Part Time,0.09454,122,1262,0.07839,0.11069
1995,5th Quintile,male,Not Working,0.17025,187,1262,0.14951,0.19100
1995,5th Quintile,female,Full Time,0.41634,551,1207,0.38851,0.44416
1995,5th Quintile,female,Part Time,0.25659,312,1207,0.23194,0.28124
1995,5th Quintile,female,Not Working,0.32708,344,1207,0.30060,0.35356
1996,1st Quintile,male,Full Time,0.33579,460,1121,0.30813,0.36344
1996,1st Quintile,male,Part Time,0.21656,239,1121,0.19243,0.24068
1996,1st Quintile,male,Not Working,0.44766,422,1121,0.41854,0.47678
1996,1st Quintile,female,Full Time,0.09051,150,1454,0.07575,0.10526
1996,1st Quintile,female,Part Time,0.19006,342,1454,0.16988,0.21023
1996,1st Quintile,female,Not Working,0.71944,962,1454,0.69634,0.74254
1996,2nd Quintile,male,Full Time,0.51329,687,1205,0.48506,0.54153
1996,2nd Quintile,male,Part Time,0.12326,168,1205,0.10469,0.14183
1996,2nd Quintile,male,Not Working,0.36344,350,1205,0.33627,0.39061
1996,2nd Quintile,female,Full Time,0.15265,287,1423,0.13396,0.17135
1996,2nd Quintile,female,Part Time,0.21335,372,1423,0.19206,0.23464
1996,2nd Quintile,female,Not Working,0.63400,764,1423,0.60896,0.65904
1996,3rd Quintile,male,Full Time,0.54498,814,1320,0.51810,0.57185
