year,pgisced97,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Primary Level,2nd Quintile,Not Working,0.54946,88,165,0.47331,0.62561
1985,Primary Level,3rd Quintile,Full Time,0.56472,99,133,0.48014,0.64930
1985,Primary Level,3rd Quintile,Not Working,0.29567,34,133,0.21782,0.37352
1985,Primary Level,4th Quintile,Full Time,0.51484,80,80,0.40463,0.62505
1985,Primary Level,5th Quintile,Full Time,0.81926,52,52,0.71364,0.92487
1985,Lower Secondary Level,1st Quintile,Full Time,0.13583,177,849,0.11277,0.15889
1985,Lower Secondary Level,1st Quintile,Part Time,0.11188,121,849,0.09066,0.13309
1985,Lower Secondary Level,1st Quintile,Not Working,0.75230,551,849,0.72324,0.78135
1985,Lower Secondary Level,2nd Quintile,Full Time,0.19582,201,717,0.16675,0.22488
1985,Lower Secondary Level,2nd Quintile,Part Time,0.15782,127,717,0.13112,0.18453
1985,Lower Secondary Level,2nd Quintile,Not Working,0.64636,389,717,0.61134,0.68138
1985,Lower Secondary Level,3rd Quintile,Full Time,0.27907,250,665,0.24495,0.31319
1985,Lower Secondary Level,3rd Quintile,Part Time,0.17255,128,665,0.14381,0.20129
1985,Lower Secondary Level,3rd Quintile,Not Working,0.54837,287,665,0.51052,0.58623
1985,Lower Secondary Level,4th Quintile,Full Time,0.34308,218,490,0.30100,0.38516
1985,Lower Secondary Level,4th Quintile,Part Time,0.20546,95,490,0.16964,0.24127
1985,Lower Secondary Level,4th Quintile,Not Working,0.45147,177,490,0.40736,0.49557
1985,Lower Secondary Level,5th Quintile,Full Time,0.37261,149,340,0.32114,0.42408
1985,Lower Secondary Level,5th Quintile,Part Time,0.18101,62,340,0.14002,0.22200
1985,Lower Secondary Level,5th Quintile,Not Working,0.44639,129,340,0.39347,0.49930
1985,Upper Secondary Level,1st Quintile,Full Time,0.24661,263,851,0.21763,0.27559
1985,Upper Secondary Level,1st Quintile,Part Time,0.17982,162,851,0.15400,0.20564
1985,Upper Secondary Level,1st Quintile,Not Working,0.57357,426,851,0.54032,0.60682
1985,Upper Secondary Level,2nd Quintile,Full Time,0.37012,440,1019,0.34046,0.39978
1985,Upper Secondary Level,2nd Quintile,Part Time,0.16929,178,1019,0.14625,0.19233
1985,Upper Secondary Level,2nd Quintile,Not Working,0.46059,401,1019,0.42997,0.49121
1985,Upper Secondary Level,3rd Quintile,Full Time,0.45647,533,1061,0.42649,0.48646
1985,Upper Secondary Level,3rd Quintile,Part Time,0.15905,175,1061,0.13704,0.18107
1985,Upper Secondary Level,3rd Quintile,Not Working,0.38447,353,1061,0.35519,0.41376
1985,Upper Secondary Level,4th Quintile,Full Time,0.52062,648,1160,0.49186,0.54938
1985,Upper Secondary Level,4th Quintile,Part Time,0.16670,209,1160,0.14524,0.18815
1985,Upper Secondary Level,4th Quintile,Not Working,0.31268,303,1160,0.28599,0.33937
1985,Upper Secondary Level,5th Quintile,Full Time,0.60093,678,1084,0.57176,0.63009
1985,Upper Secondary Level,5th Quintile,Part Time,0.16085,178,1084,0.13897,0.18274
1985,Upper Secondary Level,5th Quintile,Not Working,0.23822,228,1084,0.21285,0.26359
1985,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.54886,31,31,0.37079,0.72693
1985,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.58708,40,40,0.43256,0.74161
1985,First Stage of Tertiary Education,2nd Quintile,Full Time,0.40463,31,31,0.22899,0.58026
1985,First Stage of Tertiary Education,3rd Quintile,Full Time,0.58844,67,102,0.49247,0.68442
1985,First Stage of Tertiary Education,3rd Quintile,Not Working,0.34005,35,102,0.24766,0.43244
1985,First Stage of Tertiary Education,4th Quintile,Full Time,0.62144,98,132,0.53838,0.70450
1985,First Stage of Tertiary Education,4th Quintile,Not Working,0.24766,34,132,0.17374,0.32158
1985,First Stage of Tertiary Education,5th Quintile,Full Time,0.58291,135,215,0.51684,0.64897
1985,First Stage of Tertiary Education,5th Quintile,Part Time,0.19193,40,215,0.13917,0.24470
1985,First Stage of Tertiary Education,5th Quintile,Not Working,0.22516,40,215,0.16920,0.28113
1985,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.56590,56,56,0.43491,0.69689
1985,Second Stage of Tertiary Education,4th Quintile,Full Time,0.56658,104,177,0.49337,0.63979
1985,Second Stage of Tertiary Education,4th Quintile,Part Time,0.21420,40,177,0.15359,0.27481
1985,Second Stage of Tertiary Education,4th Quintile,Not Working,0.21922,33,177,0.15810,0.28034
1985,Second Stage of Tertiary Education,5th Quintile,Full Time,0.67422,254,368,0.62627,0.72217
1985,Second Stage of Tertiary Education,5th Quintile,Part Time,0.13078,53,368,0.09628,0.16527
1985,Second Stage of Tertiary Education,5th Quintile,Not Working,0.19500,61,368,0.15447,0.23554
1986,Pre-primary Level,1st Quintile,Not Working,0.91490,41,41,0.82843,1.00137
1986,Pre-primary Level,3rd Quintile,Not Working,0.96489,47,47,0.91170,1.01808
1986,Pre-primary Level,4th Quintile,Not Working,0.90577,31,31,0.80123,1.01032
1986,Primary Level,1st Quintile,Full Time,0.14999,66,264,0.10683,0.19314
1986,Primary Level,1st Quintile,Part Time,0.15884,33,264,0.11467,0.20302
1986,Primary Level,1st Quintile,Not Working,0.69117,165,264,0.63533,0.74701
1986,Primary Level,2nd Quintile,Full Time,0.36305,73,165,0.28945,0.43664
1986,Primary Level,2nd Quintile,Not Working,0.46057,92,165,0.38429,0.53686
1986,Primary Level,3rd Quintile,Full Time,0.52741,80,119,0.43733,0.61749
1986,Primary Level,3rd Quintile,Not Working,0.30029,39,119,0.21758,0.38300
1986,Primary Level,4th Quintile,Full Time,0.72181,94,94,0.63073,0.81288
1986,Primary Level,5th Quintile,Full Time,0.60689,36,36,0.44507,0.76871
1986,Lower Secondary Level,1st Quintile,Full Time,0.14385,170,766,0.11898,0.16872
1986,Lower Secondary Level,1st Quintile,Part Time,0.10893,101,766,0.08686,0.13101
1986,Lower Secondary Level,1st Quintile,Not Working,0.74721,495,766,0.71642,0.77801
1986,Lower Secondary Level,2nd Quintile,Full Time,0.21323,214,702,0.18291,0.24355
1986,Lower Secondary Level,2nd Quintile,Part Time,0.13944,131,702,0.11379,0.16508
1986,Lower Secondary Level,2nd Quintile,Not Working,0.64733,357,702,0.61196,0.68270
1986,Lower Secondary Level,3rd Quintile,Full Time,0.31083,243,607,0.27398,0.34768
1986,Lower Secondary Level,3rd Quintile,Part Time,0.21332,135,607,0.18071,0.24594
1986,Lower Secondary Level,3rd Quintile,Not Working,0.47584,229,607,0.43608,0.51561
1986,Lower Secondary Level,4th Quintile,Full Time,0.37929,232,507,0.33701,0.42156
1986,Lower Secondary Level,4th Quintile,Part Time,0.18923,100,507,0.15510,0.22336
1986,Lower Secondary Level,4th Quintile,Not Working,0.43148,175,507,0.38833,0.47464
1986,Lower Secondary Level,5th Quintile,Full Time,0.37448,144,323,0.32161,0.42734
1986,Lower Secondary Level,5th Quintile,Part Time,0.20024,63,323,0.15653,0.24395
1986,Lower Secondary Level,5th Quintile,Not Working,0.42529,116,323,0.37129,0.47929
1986,Upper Secondary Level,1st Quintile,Full Time,0.20203,228,795,0.17410,0.22996
1986,Upper Secondary Level,1st Quintile,Part Time,0.15362,134,795,0.12854,0.17870
1986,Upper Secondary Level,1st Quintile,Not Working,0.64435,433,795,0.61105,0.67765
1986,Upper Secondary Level,2nd Quintile,Full Time,0.38372,423,957,0.35289,0.41454
1986,Upper Secondary Level,2nd Quintile,Part Time,0.15373,164,957,0.13086,0.17659
1986,Upper Secondary Level,2nd Quintile,Not Working,0.46256,370,957,0.43095,0.49416
1986,Upper Secondary Level,3rd Quintile,Full Time,0.44316,493,1006,0.41244,0.47387
1986,Upper Secondary Level,3rd Quintile,Part Time,0.18416,194,1006,0.16020,0.20813
1986,Upper Secondary Level,3rd Quintile,Not Working,0.37268,319,1006,0.34279,0.40258
1986,Upper Secondary Level,4th Quintile,Full Time,0.54192,679,1179,0.51347,0.57037
1986,Upper Secondary Level,4th Quintile,Part Time,0.16651,211,1179,0.14524,0.18779
1986,Upper Secondary Level,4th Quintile,Not Working,0.29156,289,1179,0.26561,0.31752
1986,Upper Secondary Level,5th Quintile,Full Time,0.60559,668,1055,0.57608,0.63509
1986,Upper Secondary Level,5th Quintile,Part Time,0.16682,173,1055,0.14431,0.18933
1986,Upper Secondary Level,5th Quintile,Not Working,0.22759,214,1055,0.20228,0.25290
1986,Post-secondary Non-tertiary Level,3rd Quintile,Full Time,0.48332,38,38,0.32230,0.64435
1986,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.64640,47,47,0.50824,0.78456
1986,First Stage of Tertiary Education,1st Quintile,Not Working,0.64257,33,33,0.47652,0.80862
1986,First Stage of Tertiary Education,2nd Quintile,Full Time,0.36890,34,34,0.20427,0.53353
1986,First Stage of Tertiary Education,3rd Quintile,Full Time,0.53392,61,96,0.43360,0.63423
1986,First Stage of Tertiary Education,3rd Quintile,Not Working,0.32834,35,96,0.23391,0.42278
1986,First Stage of Tertiary Education,4th Quintile,Full Time,0.61212,95,127,0.52703,0.69720
1986,First Stage of Tertiary Education,4th Quintile,Not Working,0.27510,32,127,0.19713,0.35308
1986,First Stage of Tertiary Education,5th Quintile,Full Time,0.59896,113,183,0.52775,0.67016
1986,First Stage of Tertiary Education,5th Quintile,Part Time,0.17111,34,183,0.11639,0.22582
1986,First Stage of Tertiary Education,5th Quintile,Not Working,0.22994,36,183,0.16880,0.29107
1986,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.62437,62,62,0.50284,0.74590
1986,Second Stage of Tertiary Education,4th Quintile,Full Time,0.60003,104,138,0.51799,0.68206
1986,Second Stage of Tertiary Education,4th Quintile,Not Working,0.25243,34,138,0.17968,0.32517
1986,Second Stage of Tertiary Education,5th Quintile,Full Time,0.69380,268,377,0.64721,0.74039
1986,Second Stage of Tertiary Education,5th Quintile,Part Time,0.13455,57,377,0.10006,0.16904
1986,Second Stage of Tertiary Education,5th Quintile,Not Working,0.17165,52,377,0.13353,0.20976
1987,Pre-primary Level,1st Quintile,Not Working,0.97291,39,39,0.92128,1.02453
1987,Pre-primary Level,2nd Quintile,Not Working,0.94205,39,39,0.86776,1.01634
1987,Pre-primary Level,3rd Quintile,Not Working,0.93981,42,42,0.86701,1.01261
1987,Pre-primary Level,4th Quintile,Not Working,0.84049,33,33,0.71362,0.96735
1987,Primary Level,1st Quintile,Full Time,0.18907,61,240,0.13943,0.23872
1987,Primary Level,1st Quintile,Part Time,0.16837,32,240,0.12093,0.21581
1987,Primary Level,1st Quintile,Not Working,0.64256,147,240,0.58180,0.70331
1987,Primary Level,2nd Quintile,Full Time,0.39353,75,191,0.32406,0.46299
1987,Primary Level,2nd Quintile,Part Time,0.23701,43,191,0.17654,0.29748
1987,Primary Level,2nd Quintile,Not Working,0.36947,73,191,0.30083,0.43810
1987,Primary Level,3rd Quintile,Full Time,0.59517,93,130,0.51046,0.67988
1987,Primary Level,3rd Quintile,Not Working,0.23526,37,130,0.16206,0.30845
1987,Primary Level,4th Quintile,Full Time,0.65967,79,79,0.55451,0.76482
1987,Primary Level,5th Quintile,Full Time,0.65147,39,39,0.49996,0.80297
1987,Lower Secondary Level,1st Quintile,Full Time,0.13519,160,778,0.11114,0.15923
1987,Lower Secondary Level,1st Quintile,Part Time,0.12052,117,778,0.09762,0.14341
1987,Lower Secondary Level,1st Quintile,Not Working,0.74430,501,778,0.71362,0.77497
1987,Lower Secondary Level,2nd Quintile,Full Time,0.23549,228,669,0.20332,0.26767
1987,Lower Secondary Level,2nd Quintile,Part Time,0.18682,135,669,0.15726,0.21638
1987,Lower Secondary Level,2nd Quintile,Not Working,0.57769,306,669,0.54023,0.61514
1987,Lower Secondary Level,3rd Quintile,Full Time,0.31296,222,568,0.27479,0.35113
1987,Lower Secondary Level,3rd Quintile,Part Time,0.18252,119,568,0.15073,0.21432
1987,Lower Secondary Level,3rd Quintile,Not Working,0.50452,227,568,0.46336,0.54567
1987,Lower Secondary Level,4th Quintile,Full Time,0.36630,223,480,0.32316,0.40945
1987,Lower Secondary Level,4th Quintile,Part Time,0.21020,98,480,0.17371,0.24669
1987,Lower Secondary Level,4th Quintile,Not Working,0.42349,159,480,0.37924,0.46774
1987,Lower Secondary Level,5th Quintile,Full Time,0.45367,174,340,0.40067,0.50667
1987,Lower Secondary Level,5th Quintile,Part Time,0.16891,57,340,0.12903,0.20880
1987,Lower Secondary Level,5th Quintile,Not Working,0.37742,109,340,0.32581,0.42902
1987,Upper Secondary Level,1st Quintile,Full Time,0.20549,221,788,0.17726,0.23372
1987,Upper Secondary Level,1st Quintile,Part Time,0.14703,128,788,0.12228,0.17177
1987,Upper Secondary Level,1st Quintile,Not Working,0.64749,439,788,0.61411,0.68087
1987,Upper Secondary Level,2nd Quintile,Full Time,0.40253,439,956,0.37142,0.43363
1987,Upper Secondary Level,2nd Quintile,Part Time,0.14663,150,956,0.12419,0.16906
1987,Upper Secondary Level,2nd Quintile,Not Working,0.45084,367,956,0.41929,0.48240
1987,Upper Secondary Level,3rd Quintile,Full Time,0.44834,541,1067,0.41849,0.47820
1987,Upper Secondary Level,3rd Quintile,Part Time,0.18726,204,1067,0.16384,0.21068
1987,Upper Secondary Level,3rd Quintile,Not Working,0.36439,322,1067,0.33550,0.39329
1987,Upper Secondary Level,4th Quintile,Full Time,0.57196,677,1127,0.54306,0.60086
1987,Upper Secondary Level,4th Quintile,Part Time,0.17639,200,1127,0.15413,0.19865
1987,Upper Secondary Level,4th Quintile,Not Working,0.25166,250,1127,0.22631,0.27700
1987,Upper Secondary Level,5th Quintile,Full Time,0.62564,673,1030,0.59607,0.65521
1987,Upper Secondary Level,5th Quintile,Part Time,0.14290,149,1030,0.12151,0.16428
1987,Upper Secondary Level,5th Quintile,Not Working,0.23147,208,1030,0.20570,0.25724
1987,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.76717,56,56,0.65547,0.87887
1987,First Stage of Tertiary Education,2nd Quintile,Full Time,0.35998,32,67,0.24417,0.47578
1987,First Stage of Tertiary Education,2nd Quintile,Not Working,0.44354,35,67,0.32368,0.56340
1987,First Stage of Tertiary Education,3rd Quintile,Full Time,0.52193,66,100,0.42353,0.62033
1987,First Stage of Tertiary Education,3rd Quintile,Not Working,0.35522,34,100,0.26094,0.44949
1987,First Stage of Tertiary Education,4th Quintile,Full Time,0.53278,79,119,0.44276,0.62281
1987,First Stage of Tertiary Education,4th Quintile,Not Working,0.33720,40,119,0.25190,0.42250
1987,First Stage of Tertiary Education,5th Quintile,Full Time,0.67791,119,150,0.60288,0.75294
1987,First Stage of Tertiary Education,5th Quintile,Part Time,0.17877,31,150,0.11725,0.24030
1987,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.56239,46,46,0.41744,0.70733
1987,Second Stage of Tertiary Education,4th Quintile,Full Time,0.56680,111,183,0.49481,0.63880
1987,Second Stage of Tertiary Education,4th Quintile,Part Time,0.20059,35,183,0.14242,0.25877
1987,Second Stage of Tertiary Education,4th Quintile,Not Working,0.23260,37,183,0.17122,0.29398
1987,Second Stage of Tertiary Education,5th Quintile,Full Time,0.67401,260,380,0.62682,0.72121
1987,Second Stage of Tertiary Education,5th Quintile,Part Time,0.13621,61,380,0.10168,0.17075
1987,Second Stage of Tertiary Education,5th Quintile,Not Working,0.18977,59,380,0.15030,0.22925
1988,Pre-primary Level,1st Quintile,Not Working,0.99398,39,39,0.96940,1.01857
1988,Pre-primary Level,3rd Quintile,Not Working,0.91517,36,36,0.82286,1.00748
1988,Primary Level,1st Quintile,Full Time,0.17658,53,239,0.12813,0.22502
1988,Primary Level,1st Quintile,Part Time,0.14891,33,239,0.10368,0.19413
1988,Primary Level,1st Quintile,Not Working,0.67452,153,239,0.61499,0.73405
1988,Primary Level,2nd Quintile,Full Time,0.35101,63,137,0.27079,0.43122
1988,Primary Level,2nd Quintile,Not Working,0.52167,74,137,0.43772,0.60563
1988,Primary Level,3rd Quintile,Full Time,0.47362,74,116,0.38236,0.56488
1988,Primary Level,3rd Quintile,Not Working,0.36697,42,116,0.27888,0.45506
1988,Primary Level,4th Quintile,Full Time,0.64953,69,69,0.53612,0.76293
1988,Primary Level,5th Quintile,Full Time,0.72037,35,35,0.56951,0.87124
1988,Lower Secondary Level,1st Quintile,Full Time,0.11454,151,758,0.09185,0.13722
1988,Lower Secondary Level,1st Quintile,Part Time,0.15272,153,758,0.12709,0.17834
1988,Lower Secondary Level,1st Quintile,Not Working,0.73274,454,758,0.70122,0.76427
1988,Lower Secondary Level,2nd Quintile,Full Time,0.21383,197,644,0.18213,0.24552
1988,Lower Secondary Level,2nd Quintile,Part Time,0.16436,137,644,0.13571,0.19301
1988,Lower Secondary Level,2nd Quintile,Not Working,0.62181,310,644,0.58433,0.65930
1988,Lower Secondary Level,3rd Quintile,Full Time,0.32928,242,566,0.29053,0.36803
1988,Lower Secondary Level,3rd Quintile,Part Time,0.21214,122,566,0.17843,0.24586
1988,Lower Secondary Level,3rd Quintile,Not Working,0.45857,202,566,0.41749,0.49966
1988,Lower Secondary Level,4th Quintile,Full Time,0.36269,215,463,0.31885,0.40653
1988,Lower Secondary Level,4th Quintile,Part Time,0.22185,98,463,0.18397,0.25974
1988,Lower Secondary Level,4th Quintile,Not Working,0.41546,150,463,0.37052,0.46039
1988,Lower Secondary Level,5th Quintile,Full Time,0.46074,145,288,0.40307,0.51841
1988,Lower Secondary Level,5th Quintile,Part Time,0.19952,59,288,0.15328,0.24575
1988,Lower Secondary Level,5th Quintile,Not Working,0.33974,84,288,0.28495,0.39454
1988,Upper Secondary Level,1st Quintile,Full Time,0.23287,225,734,0.20227,0.26347
1988,Upper Secondary Level,1st Quintile,Part Time,0.16293,125,734,0.13620,0.18967
1988,Upper Secondary Level,1st Quintile,Not Working,0.60419,384,734,0.56879,0.63960
1988,Upper Secondary Level,2nd Quintile,Full Time,0.36547,412,936,0.33460,0.39634
1988,Upper Secondary Level,2nd Quintile,Part Time,0.15975,161,936,0.13626,0.18323
1988,Upper Secondary Level,2nd Quintile,Not Working,0.47478,363,936,0.44278,0.50679
1988,Upper Secondary Level,3rd Quintile,Full Time,0.46588,511,998,0.43492,0.49685
1988,Upper Secondary Level,3rd Quintile,Part Time,0.19740,208,998,0.17270,0.22211
1988,Upper Secondary Level,3rd Quintile,Not Working,0.33671,279,998,0.30738,0.36605
1988,Upper Secondary Level,4th Quintile,Full Time,0.54463,633,1103,0.51523,0.57403
1988,Upper Secondary Level,4th Quintile,Part Time,0.18240,209,1103,0.15960,0.20520
1988,Upper Secondary Level,4th Quintile,Not Working,0.27297,261,1103,0.24667,0.29927
1988,Upper Secondary Level,5th Quintile,Full Time,0.62226,628,971,0.59175,0.65277
1988,Upper Secondary Level,5th Quintile,Part Time,0.13883,135,971,0.11707,0.16058
1988,Upper Secondary Level,5th Quintile,Not Working,0.23891,208,971,0.21208,0.26575
1988,Post-secondary Non-tertiary Level,5th Quintile,Full Time,0.59683,49,49,0.45806,0.73560
1988,First Stage of Tertiary Education,2nd Quintile,Full Time,0.40774,38,75,0.29578,0.51971
1988,First Stage of Tertiary Education,2nd Quintile,Not Working,0.47324,37,75,0.35948,0.58700
1988,First Stage of Tertiary Education,3rd Quintile,Full Time,0.53166,53,53,0.39603,0.66729
1988,First Stage of Tertiary Education,4th Quintile,Full Time,0.59942,85,85,0.49463,0.70421
1988,First Stage of Tertiary Education,5th Quintile,Full Time,0.65654,107,107,0.56614,0.74694
1988,Second Stage of Tertiary Education,3rd Quintile,Full Time,0.60068,59,59,0.47464,0.72673
1988,Second Stage of Tertiary Education,4th Quintile,Full Time,0.59777,94,94,0.49812,0.69743
1988,Second Stage of Tertiary Education,5th Quintile,Full Time,0.64447,241,362,0.59509,0.69385
1988,Second Stage of Tertiary Education,5th Quintile,Part Time,0.19556,73,362,0.15464,0.23647
1988,Second Stage of Tertiary Education,5th Quintile,Not Working,0.15998,48,362,0.12216,0.19779
1989,Pre-primary Level,1st Quintile,Not Working,0.79078,41,41,0.66472,0.91683
1989,Pre-primary Level,2nd Quintile,Not Working,0.87473,37,37,0.76659,0.98286
1989,Pre-primary Level,3rd Quintile,Not Working,0.89340,31,31,0.78296,1.00383
1989,Primary Level,1st Quintile,Full Time,0.17723,52,202,0.12444,0.23002
1989,Primary Level,1st Quintile,Not Working,0.72002,150,202,0.65795,0.78209
1989,Primary Level,2nd Quintile,Full Time,0.30687,61,168,0.23692,0.37682
1989,Primary Level,2nd Quintile,Part Time,0.21766,32,168,0.15507,0.28025
1989,Primary Level,2nd Quintile,Not Working,0.47547,75,168,0.39973,0.55121
1989,Primary Level,3rd Quintile,Full Time,0.60678,77,77,0.49696,0.71660
1989,Primary Level,4th Quintile,Full Time,0.56234,53,53,0.42750,0.69718
1989,Lower Secondary Level,1st Quintile,Full Time,0.12935,176,737,0.10511,0.15360
1989,Lower Secondary Level,1st Quintile,Part Time,0.13137,113,737,0.10696,0.15577
1989,Lower Secondary Level,1st Quintile,Not Working,0.73928,448,737,0.70756,0.77100
1989,Lower Secondary Level,2nd Quintile,Full Time,0.24534,227,641,0.21201,0.27868
1989,Lower Secondary Level,2nd Quintile,Part Time,0.16009,122,641,0.13168,0.18850
1989,Lower Secondary Level,2nd Quintile,Not Working,0.59457,292,641,0.55653,0.63261
1989,Lower Secondary Level,3rd Quintile,Full Time,0.27696,191,485,0.23709,0.31682
1989,Lower Secondary Level,3rd Quintile,Part Time,0.19905,100,485,0.16348,0.23462
1989,Lower Secondary Level,3rd Quintile,Not Working,0.52399,194,485,0.47950,0.56849
1989,Lower Secondary Level,4th Quintile,Full Time,0.38202,209,437,0.33641,0.42763
1989,Lower Secondary Level,4th Quintile,Part Time,0.23191,99,437,0.19229,0.27152
