year,age_gr,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,No migration background,Part Time,0.21872,506,2278,0.20174,0.23570
1985,30-45 y.,No migration background,Not Working,0.21688,517,2278,0.19995,0.23381
1985,30-45 y.,Direct migration background,Full Time,0.55378,708,1181,0.52542,0.58214
1985,30-45 y.,Direct migration background,Part Time,0.18405,177,1181,0.16194,0.20617
1985,30-45 y.,Direct migration background,Not Working,0.26217,296,1181,0.23707,0.28726
1985,46-65 y.,No migration background,Full Time,0.43970,1092,2430,0.41996,0.45944
1985,46-65 y.,No migration background,Part Time,0.14597,357,2430,0.13193,0.16001
1985,46-65 y.,No migration background,Not Working,0.41433,981,2430,0.39474,0.43392
1985,46-65 y.,Direct migration background,Full Time,0.48178,512,863,0.44842,0.51514
1985,46-65 y.,Direct migration background,Part Time,0.15636,106,863,0.13211,0.18061
1985,46-65 y.,Direct migration background,Not Working,0.36186,245,863,0.32978,0.39394
1985,66 and older,No migration background,Not Working,0.96406,1023,1023,0.95265,0.97547
1985,66 and older,Direct migration background,Not Working,0.99893,36,36,0.98813,1.00974
1986,17-29 y.,No migration background,Full Time,0.46864,979,2134,0.44746,0.48982
1986,17-29 y.,No migration background,Part Time,0.23339,483,2134,0.21544,0.25134
1986,17-29 y.,No migration background,Not Working,0.29797,672,2134,0.27856,0.31738
1986,17-29 y.,Direct migration background,Full Time,0.44875,349,801,0.41428,0.48321
1986,17-29 y.,Direct migration background,Part Time,0.21628,169,801,0.18775,0.24481
1986,17-29 y.,Direct migration background,Not Working,0.33497,283,801,0.30227,0.36768
1986,17-29 y.,Indirect migration background,Full Time,0.41142,44,94,0.31140,0.51143
1986,17-29 y.,Indirect migration background,Not Working,0.39538,50,94,0.29601,0.49476
1986,30-45 y.,No migration background,Full Time,0.57187,1195,2149,0.55095,0.59280
1986,30-45 y.,No migration background,Part Time,0.21648,478,2149,0.19906,0.23389
1986,30-45 y.,No migration background,Not Working,0.21165,476,2149,0.19437,0.22892
1986,30-45 y.,Direct migration background,Full Time,0.55209,657,1102,0.52272,0.58147
1986,30-45 y.,Direct migration background,Part Time,0.18956,171,1102,0.16640,0.21271
1986,30-45 y.,Direct migration background,Not Working,0.25835,274,1102,0.23249,0.28421
1986,46-65 y.,No migration background,Full Time,0.44810,1078,2343,0.42796,0.46824
1986,46-65 y.,No migration background,Part Time,0.14321,345,2343,0.12903,0.15740
1986,46-65 y.,No migration background,Not Working,0.40869,920,2343,0.38878,0.42860
1986,46-65 y.,Direct migration background,Full Time,0.49273,509,874,0.45957,0.52589
1986,46-65 y.,Direct migration background,Part Time,0.14664,113,874,0.12318,0.17011
1986,46-65 y.,Direct migration background,Not Working,0.36063,252,874,0.32877,0.39248
1986,66 and older,No migration background,Not Working,0.96562,939,939,0.95397,0.97728
1986,66 and older,Direct migration background,Not Working,0.99461,48,48,0.97369,1.01554
1987,17-29 y.,No migration background,Full Time,0.49846,996,2073,0.47693,0.51999
1987,17-29 y.,No migration background,Part Time,0.25553,518,2073,0.23675,0.27431
1987,17-29 y.,No migration background,Not Working,0.24600,559,2073,0.22746,0.26455
1987,17-29 y.,Direct migration background,Full Time,0.45101,352,797,0.41644,0.48558
1987,17-29 y.,Direct migration background,Part Time,0.21846,171,797,0.18975,0.24716
1987,17-29 y.,Direct migration background,Not Working,0.33054,274,797,0.29786,0.36322
1987,17-29 y.,Indirect migration background,Full Time,0.37012,53,114,0.28109,0.45914
1987,17-29 y.,Indirect migration background,Not Working,0.31472,61,114,0.22909,0.40034
1987,30-45 y.,No migration background,Full Time,0.59906,1219,2098,0.57808,0.62003
1987,30-45 y.,No migration background,Part Time,0.19997,433,2098,0.18285,0.21709
1987,30-45 y.,No migration background,Not Working,0.20097,446,2098,0.18382,0.21812
1987,30-45 y.,Direct migration background,Full Time,0.55367,630,1052,0.52362,0.58373
1987,30-45 y.,Direct migration background,Part Time,0.19646,169,1052,0.17244,0.22048
1987,30-45 y.,Direct migration background,Not Working,0.24987,253,1052,0.22369,0.27604
1987,46-65 y.,No migration background,Full Time,0.45344,1056,2286,0.43303,0.47386
1987,46-65 y.,No migration background,Part Time,0.15631,358,2286,0.14142,0.17120
1987,46-65 y.,No migration background,Not Working,0.39025,872,2286,0.37025,0.41025
1987,46-65 y.,Direct migration background,Full Time,0.50498,536,910,0.47247,0.53748
1987,46-65 y.,Direct migration background,Part Time,0.12267,99,910,0.10134,0.14400
1987,46-65 y.,Direct migration background,Not Working,0.37235,275,910,0.34093,0.40378
1987,66 and older,No migration background,Not Working,0.96613,969,969,0.95474,0.97753
1987,66 and older,Direct migration background,Not Working,0.97784,53,53,0.93783,1.01785
1988,17-29 y.,No migration background,Full Time,0.49283,929,1915,0.47043,0.51523
1988,17-29 y.,No migration background,Part Time,0.24794,469,1915,0.22859,0.26728
1988,17-29 y.,No migration background,Not Working,0.25923,517,1915,0.23960,0.27886
1988,17-29 y.,Direct migration background,Full Time,0.48386,363,769,0.44852,0.51921
1988,17-29 y.,Direct migration background,Part Time,0.20824,163,769,0.17952,0.23696
1988,17-29 y.,Direct migration background,Not Working,0.30790,243,769,0.27525,0.34055
1988,17-29 y.,Indirect migration background,Full Time,0.32217,63,189,0.25537,0.38898
1988,17-29 y.,Indirect migration background,Part Time,0.24631,40,189,0.18472,0.30790
1988,17-29 y.,Indirect migration background,Not Working,0.43151,86,189,0.36071,0.50231
1988,30-45 y.,No migration background,Full Time,0.59244,1146,2001,0.57091,0.61398
1988,30-45 y.,No migration background,Part Time,0.22252,465,2001,0.20429,0.24075
1988,30-45 y.,No migration background,Not Working,0.18504,390,2001,0.16802,0.20205
1988,30-45 y.,Direct migration background,Full Time,0.53314,540,933,0.50111,0.56517
1988,30-45 y.,Direct migration background,Part Time,0.21787,171,933,0.19137,0.24438
1988,30-45 y.,Direct migration background,Not Working,0.24898,222,933,0.22122,0.27674
1988,46-65 y.,No migration background,Full Time,0.45983,1029,2196,0.43898,0.48068
1988,46-65 y.,No migration background,Part Time,0.16258,362,2196,0.14714,0.17801
1988,46-65 y.,No migration background,Not Working,0.37759,805,2196,0.35731,0.39787
1988,46-65 y.,Direct migration background,Full Time,0.45161,485,904,0.41915,0.48407
1988,46-65 y.,Direct migration background,Part Time,0.17973,132,904,0.15468,0.20477
1988,46-65 y.,Direct migration background,Not Working,0.36866,287,904,0.33719,0.40013
1988,66 and older,No migration background,Not Working,0.96054,927,927,0.94801,0.97308
1988,66 and older,Direct migration background,Not Working,0.95957,59,59,0.90888,1.01026
1989,17-29 y.,No migration background,Full Time,0.50209,942,1866,0.47940,0.52479
1989,17-29 y.,No migration background,Part Time,0.23019,428,1866,0.21108,0.24929
1989,17-29 y.,No migration background,Not Working,0.26772,496,1866,0.24762,0.28781
1989,17-29 y.,Direct migration background,Full Time,0.45641,358,739,0.42047,0.49234
1989,17-29 y.,Direct migration background,Part Time,0.21179,146,739,0.18232,0.24127
1989,17-29 y.,Direct migration background,Not Working,0.33180,235,739,0.29783,0.36577
1989,17-29 y.,Indirect migration background,Full Time,0.33593,86,224,0.27394,0.39792
1989,17-29 y.,Indirect migration background,Part Time,0.19510,43,224,0.14309,0.24711
1989,17-29 y.,Indirect migration background,Not Working,0.46897,95,224,0.40347,0.53447
1989,30-45 y.,No migration background,Full Time,0.60784,1137,1947,0.58615,0.62953
1989,30-45 y.,No migration background,Part Time,0.21168,443,1947,0.19353,0.22983
1989,30-45 y.,No migration background,Not Working,0.18048,367,1947,0.16339,0.19757
1989,30-45 y.,Direct migration background,Full Time,0.57459,527,876,0.54183,0.60735
1989,30-45 y.,Direct migration background,Part Time,0.18826,147,876,0.16236,0.21416
1989,30-45 y.,Direct migration background,Not Working,0.23715,202,876,0.20897,0.26533
1989,46-65 y.,No migration background,Full Time,0.46503,983,2066,0.44352,0.48654
1989,46-65 y.,No migration background,Part Time,0.15954,336,2066,0.14375,0.17533
1989,46-65 y.,No migration background,Not Working,0.37543,747,2066,0.35454,0.39632
1989,46-65 y.,Direct migration background,Full Time,0.45491,479,904,0.42243,0.48739
1989,46-65 y.,Direct migration background,Part Time,0.15894,124,904,0.13509,0.18279
1989,46-65 y.,Direct migration background,Not Working,0.38615,301,904,0.35440,0.41791
1989,66 and older,No migration background,Not Working,0.95708,894,894,0.94379,0.97038
1989,66 and older,Direct migration background,Not Working,0.98666,68,68,0.95918,1.01413
1990,17-29 y.,No migration background,Full Time,0.52185,928,1763,0.49852,0.54517
1990,17-29 y.,No migration background,Part Time,0.24070,421,1763,0.22074,0.26066
1990,17-29 y.,No migration background,Not Working,0.23745,414,1763,0.21758,0.25732
1990,17-29 y.,Direct migration background,Full Time,0.45608,339,694,0.41900,0.49317
1990,17-29 y.,Direct migration background,Part Time,0.22334,132,694,0.19233,0.25435
1990,17-29 y.,Direct migration background,Not Working,0.32058,223,694,0.28583,0.35533
1990,17-29 y.,Indirect migration background,Full Time,0.25775,85,260,0.20448,0.31102
1990,17-29 y.,Indirect migration background,Part Time,0.27943,68,260,0.22478,0.33408
1990,17-29 y.,Indirect migration background,Not Working,0.46282,107,260,0.40209,0.52354
1990,30-45 y.,No migration background,Full Time,0.60754,1144,1925,0.58572,0.62936
1990,30-45 y.,No migration background,Part Time,0.22103,437,1925,0.20248,0.23957
1990,30-45 y.,No migration background,Not Working,0.17144,344,1925,0.15460,0.18828
1990,30-45 y.,Direct migration background,Full Time,0.59809,514,847,0.56505,0.63113
1990,30-45 y.,Direct migration background,Part Time,0.17269,148,847,0.14722,0.19816
1990,30-45 y.,Direct migration background,Not Working,0.22922,185,847,0.20090,0.25755
1990,46-65 y.,No migration background,Full Time,0.45771,915,1995,0.43584,0.47958
1990,46-65 y.,No migration background,Part Time,0.17489,353,1995,0.15822,0.19156
1990,46-65 y.,No migration background,Not Working,0.36740,727,1995,0.34624,0.38856
1990,46-65 y.,Direct migration background,Full Time,0.47312,474,909,0.44065,0.50560
1990,46-65 y.,Direct migration background,Part Time,0.15006,125,909,0.12683,0.17329
1990,46-65 y.,Direct migration background,Not Working,0.37682,310,909,0.34530,0.40834
1990,66 and older,No migration background,Not Working,0.96087,911,911,0.94827,0.97347
1991,17-29 y.,No migration background,Full Time,0.52405,905,1719,0.50043,0.54766
1991,17-29 y.,No migration background,Part Time,0.23769,409,1719,0.21756,0.25782
1991,17-29 y.,No migration background,Not Working,0.23826,405,1719,0.21812,0.25841
1991,17-29 y.,Direct migration background,Full Time,0.44788,320,655,0.40977,0.48600
1991,17-29 y.,Direct migration background,Part Time,0.25432,132,655,0.22094,0.28770
1991,17-29 y.,Direct migration background,Not Working,0.29780,203,655,0.26275,0.33284
1991,17-29 y.,Indirect migration background,Full Time,0.34362,120,311,0.29076,0.39649
1991,17-29 y.,Indirect migration background,Part Time,0.26887,70,311,0.21951,0.31823
1991,17-29 y.,Indirect migration background,Not Working,0.38751,121,311,0.33327,0.44174
1991,30-45 y.,No migration background,Full Time,0.60705,1179,1985,0.58556,0.62854
1991,30-45 y.,No migration background,Part Time,0.22856,467,1985,0.21009,0.24704
1991,30-45 y.,No migration background,Not Working,0.16438,339,1985,0.14807,0.18069
1991,30-45 y.,Direct migration background,Full Time,0.60943,501,812,0.57586,0.64301
1991,30-45 y.,Direct migration background,Part Time,0.18119,145,812,0.15468,0.20770
1991,30-45 y.,Direct migration background,Not Working,0.20937,166,812,0.18137,0.23737
1991,46-65 y.,No migration background,Full Time,0.45722,880,1926,0.43496,0.47947
1991,46-65 y.,No migration background,Part Time,0.18250,355,1926,0.16525,0.19976
1991,46-65 y.,No migration background,Not Working,0.36028,691,1926,0.33883,0.38173
1991,46-65 y.,Direct migration background,Full Time,0.49484,491,918,0.46248,0.52720
1991,46-65 y.,Direct migration background,Part Time,0.16642,131,918,0.14231,0.19052
1991,46-65 y.,Direct migration background,Not Working,0.33874,296,918,0.30811,0.36937
1991,66 and older,No migration background,Not Working,0.96914,918,918,0.95795,0.98034
1991,66 and older,Direct migration background,Not Working,0.95181,92,92,0.90781,0.99582
1992,17-29 y.,No migration background,Full Time,0.52991,1357,2577,0.51063,0.54918
1992,17-29 y.,No migration background,Part Time,0.23898,610,2577,0.22252,0.25545
1992,17-29 y.,No migration background,Not Working,0.23111,610,2577,0.21483,0.24739
1992,17-29 y.,Direct migration background,Full Time,0.48473,310,629,0.44564,0.52382
1992,17-29 y.,Direct migration background,Part Time,0.19937,129,629,0.16812,0.23062
1992,17-29 y.,Direct migration background,Not Working,0.31590,190,629,0.27954,0.35226
1992,17-29 y.,Indirect migration background,Full Time,0.36194,149,369,0.31284,0.41104
1992,17-29 y.,Indirect migration background,Part Time,0.22645,74,369,0.18369,0.26922
1992,17-29 y.,Indirect migration background,Not Working,0.41161,146,369,0.36133,0.46189
1992,30-45 y.,No migration background,Full Time,0.62833,2230,3444,0.61219,0.64448
1992,30-45 y.,No migration background,Part Time,0.23601,805,3444,0.22183,0.25019
1992,30-45 y.,No migration background,Not Working,0.13566,409,3444,0.12422,0.14710
1992,30-45 y.,Direct migration background,Full Time,0.61407,491,792,0.58014,0.64799
1992,30-45 y.,Direct migration background,Part Time,0.19925,145,792,0.17141,0.22709
1992,30-45 y.,Direct migration background,Not Working,0.18668,156,792,0.15953,0.21384
1992,46-65 y.,No migration background,Full Time,0.47262,1484,3028,0.45483,0.49040
1992,46-65 y.,No migration background,Part Time,0.18294,564,3028,0.16917,0.19671
1992,46-65 y.,No migration background,Not Working,0.34444,980,3028,0.32751,0.36137
1992,46-65 y.,Direct migration background,Full Time,0.50914,530,995,0.47806,0.54022
1992,46-65 y.,Direct migration background,Part Time,0.15383,138,995,0.13140,0.17626
1992,46-65 y.,Direct migration background,Not Working,0.33703,327,995,0.30764,0.36641
1992,66 and older,No migration background,Not Working,0.97799,1280,1280,0.96995,0.98603
1992,66 and older,Direct migration background,Not Working,0.95004,129,129,0.91229,0.98778
1993,17-29 y.,No migration background,Full Time,0.51739,1268,2480,0.49772,0.53706
1993,17-29 y.,No migration background,Part Time,0.23672,590,2480,0.21999,0.25345
1993,17-29 y.,No migration background,Not Working,0.24589,622,2480,0.22894,0.26284
1993,17-29 y.,Direct migration background,Full Time,0.49845,293,583,0.45783,0.53907
1993,17-29 y.,Direct migration background,Part Time,0.22298,119,583,0.18916,0.25680
1993,17-29 y.,Direct migration background,Not Working,0.27857,171,583,0.24215,0.31499
1993,17-29 y.,Indirect migration background,Full Time,0.32995,156,421,0.28498,0.37492
1993,17-29 y.,Indirect migration background,Part Time,0.25934,111,421,0.21742,0.30125
1993,17-29 y.,Indirect migration background,Not Working,0.41072,154,421,0.36367,0.45777
1993,30-45 y.,No migration background,Full Time,0.62528,2187,3410,0.60903,0.64153
1993,30-45 y.,No migration background,Part Time,0.23296,760,3410,0.21877,0.24715
1993,30-45 y.,No migration background,Not Working,0.14176,463,3410,0.13005,0.15347
1993,30-45 y.,Direct migration background,Full Time,0.57470,447,753,0.53937,0.61004
1993,30-45 y.,Direct migration background,Part Time,0.22691,151,753,0.19697,0.25684
1993,30-45 y.,Direct migration background,Not Working,0.19839,155,753,0.16988,0.22689
1993,46-65 y.,No migration background,Full Time,0.45379,1366,2954,0.43583,0.47175
1993,46-65 y.,No migration background,Part Time,0.17777,530,2954,0.16398,0.19156
1993,46-65 y.,No migration background,Not Working,0.36844,1058,2954,0.35104,0.38584
1993,46-65 y.,Direct migration background,Full Time,0.48361,501,987,0.45242,0.51480
1993,46-65 y.,Direct migration background,Part Time,0.17862,148,987,0.15471,0.20253
1993,46-65 y.,Direct migration background,Not Working,0.33777,338,987,0.30825,0.36729
1993,66 and older,No migration background,Not Working,0.97807,1283,1283,0.97005,0.98608
1993,66 and older,Direct migration background,Not Working,0.97111,149,149,0.94413,0.99810
1994,17-29 y.,No migration background,Full Time,0.48909,1182,2385,0.46902,0.50916
1994,17-29 y.,No migration background,Part Time,0.23923,566,2385,0.22210,0.25635
1994,17-29 y.,No migration background,Not Working,0.27168,637,2385,0.25383,0.28954
1994,17-29 y.,Direct migration background,Full Time,0.48019,247,522,0.43729,0.52310
1994,17-29 y.,Direct migration background,Part Time,0.20280,106,522,0.16827,0.23733
1994,17-29 y.,Direct migration background,Not Working,0.31700,169,522,0.27705,0.35696
1994,17-29 y.,Indirect migration background,Full Time,0.37759,186,438,0.33214,0.42305
1994,17-29 y.,Indirect migration background,Part Time,0.19287,90,438,0.15588,0.22986
1994,17-29 y.,Indirect migration background,Not Working,0.42954,162,438,0.38312,0.47595
1994,30-45 y.,No migration background,Full Time,0.61396,2135,3394,0.59758,0.63034
1994,30-45 y.,No migration background,Part Time,0.23508,758,3394,0.22081,0.24934
1994,30-45 y.,No migration background,Not Working,0.15096,501,3394,0.13892,0.16301
1994,30-45 y.,Direct migration background,Full Time,0.56546,408,713,0.52905,0.60187
1994,30-45 y.,Direct migration background,Part Time,0.22292,152,713,0.19235,0.25349
1994,30-45 y.,Direct migration background,Not Working,0.21162,153,713,0.18162,0.24162
1994,46-65 y.,No migration background,Full Time,0.44941,1328,2928,0.43138,0.46743
1994,46-65 y.,No migration background,Part Time,0.16758,486,2928,0.15405,0.18111
1994,46-65 y.,No migration background,Not Working,0.38301,1114,2928,0.36540,0.40063
1994,46-65 y.,Direct migration background,Full Time,0.44130,445,952,0.40974,0.47286
1994,46-65 y.,Direct migration background,Part Time,0.20201,157,952,0.17650,0.22753
1994,46-65 y.,Direct migration background,Not Working,0.35669,350,952,0.32624,0.38713
1994,66 and older,No migration background,Not Working,0.97729,1287,1287,0.96915,0.98543
1994,66 and older,Direct migration background,Not Working,0.96645,163,163,0.93871,0.99418
1995,17-29 y.,No migration background,Full Time,0.47564,1094,2311,0.45528,0.49601
1995,17-29 y.,No migration background,Part Time,0.23606,548,2311,0.21875,0.25338
1995,17-29 y.,No migration background,Not Working,0.28829,669,2311,0.26982,0.30677
1995,17-29 y.,Direct migration background,Full Time,0.36687,242,604,0.32840,0.40533
1995,17-29 y.,Direct migration background,Part Time,0.23253,120,604,0.19881,0.26625
1995,17-29 y.,Direct migration background,Not Working,0.40060,242,604,0.36149,0.43972
1995,17-29 y.,Indirect migration background,Full Time,0.34674,173,442,0.30232,0.39116
1995,17-29 y.,Indirect migration background,Part Time,0.26722,115,442,0.22592,0.30852
1995,17-29 y.,Indirect migration background,Not Working,0.38604,154,442,0.34060,0.43148
1995,30-45 y.,No migration background,Full Time,0.59382,2102,3470,0.57747,0.61016
1995,30-45 y.,No migration background,Part Time,0.24567,832,3470,0.23134,0.26000
1995,30-45 y.,No migration background,Not Working,0.16051,536,3470,0.14830,0.17273
1995,30-45 y.,Direct migration background,Full Time,0.48729,462,923,0.45503,0.51956
1995,30-45 y.,Direct migration background,Part Time,0.24744,231,923,0.21958,0.27529
1995,30-45 y.,Direct migration background,Not Working,0.26527,230,923,0.23677,0.29377
1995,46-65 y.,No migration background,Full Time,0.43693,1341,2915,0.41892,0.45494
1995,46-65 y.,No migration background,Part Time,0.18498,521,2915,0.17088,0.19907
1995,46-65 y.,No migration background,Not Working,0.37809,1053,2915,0.36049,0.39570
1995,46-65 y.,Direct migration background,Full Time,0.37940,444,1042,0.34993,0.40888
1995,46-65 y.,Direct migration background,Part Time,0.20082,182,1042,0.17648,0.22515
1995,46-65 y.,Direct migration background,Not Working,0.41978,416,1042,0.38980,0.44976
1995,66 and older,No migration background,Not Working,0.97057,1269,1269,0.96127,0.97987
1995,66 and older,Direct migration background,Not Working,0.96735,206,206,0.94303,0.99168
1996,17-29 y.,No migration background,Full Time,0.46796,1029,2166,0.44695,0.48898
1996,17-29 y.,No migration background,Part Time,0.23864,519,2166,0.22068,0.25659
1996,17-29 y.,No migration background,Not Working,0.29340,618,2166,0.27422,0.31258
1996,17-29 y.,Direct migration background,Full Time,0.35854,202,535,0.31786,0.39922
1996,17-29 y.,Direct migration background,Part Time,0.26832,131,535,0.23074,0.30590
1996,17-29 y.,Direct migration background,Not Working,0.37314,202,535,0.33212,0.41416
1996,17-29 y.,Indirect migration background,Full Time,0.35374,177,462,0.31009,0.39739
1996,17-29 y.,Indirect migration background,Part Time,0.25099,122,462,0.21141,0.29057
1996,17-29 y.,Indirect migration background,Not Working,0.39527,163,462,0.35064,0.43990
1996,30-45 y.,No migration background,Full Time,0.60185,2166,3518,0.58568,0.61803
1996,30-45 y.,No migration background,Part Time,0.25353,850,3518,0.23915,0.26791
1996,30-45 y.,No migration background,Not Working,0.14462,502,3518,0.13299,0.15624
1996,30-45 y.,Direct migration background,Full Time,0.51580,427,853,0.48224,0.54935
1996,30-45 y.,Direct migration background,Part Time,0.23346,234,853,0.20505,0.26187
1996,30-45 y.,Direct migration background,Not Working,0.25074,192,853,0.22164,0.27985
1996,30-45 y.,Indirect migration background,Full Time,0.46343,33,33,0.29066,0.63621
1996,46-65 y.,No migration background,Full Time,0.42974,1317,2909,0.41175,0.44773
1996,46-65 y.,No migration background,Part Time,0.19552,556,2909,0.18110,0.20993
1996,46-65 y.,No migration background,Not Working,0.37475,1036,2909,0.35715,0.39234
1996,46-65 y.,Direct migration background,Full Time,0.37399,366,983,0.34373,0.40425
1996,46-65 y.,Direct migration background,Part Time,0.21229,216,983,0.18671,0.23787
1996,46-65 y.,Direct migration background,Not Working,0.41372,401,983,0.38292,0.44452
1996,66 and older,No migration background,Part Time,0.02512,36,1306,0.01663,0.03361
1996,66 and older,No migration background,Not Working,0.96900,1270,1306,0.95960,0.97841
1996,66 and older,Direct migration background,Not Working,0.99192,223,223,0.98014,1.00370
1997,17-29 y.,No migration background,Full Time,0.45176,969,2078,0.43035,0.47316
1997,17-29 y.,No migration background,Part Time,0.23843,468,2078,0.22011,0.25676
1997,17-29 y.,No migration background,Not Working,0.30981,641,2078,0.28992,0.32970
1997,17-29 y.,Direct migration background,Full Time,0.39111,195,478,0.34731,0.43490
1997,17-29 y.,Direct migration background,Part Time,0.18758,90,478,0.15255,0.22262
1997,17-29 y.,Direct migration background,Not Working,0.42131,193,478,0.37700,0.46562
1997,17-29 y.,Indirect migration background,Full Time,0.36584,188,474,0.32243,0.40925
1997,17-29 y.,Indirect migration background,Part Time,0.24009,108,474,0.20159,0.27858
1997,17-29 y.,Indirect migration background,Not Working,0.39407,178,474,0.35004,0.43811
1997,30-45 y.,No migration background,Full Time,0.61010,2146,3474,0.59388,0.62632
1997,30-45 y.,No migration background,Part Time,0.24268,802,3474,0.22842,0.25693
1997,30-45 y.,No migration background,Not Working,0.14722,526,3474,0.13544,0.15901
1997,30-45 y.,Direct migration background,Full Time,0.50280,413,821,0.46857,0.53702
1997,30-45 y.,Direct migration background,Part Time,0.25994,216,821,0.22992,0.28996
1997,30-45 y.,Direct migration background,Not Working,0.23727,192,821,0.20815,0.26639
1997,46-65 y.,No migration background,Full Time,0.42069,1286,2898,0.40271,0.43866
1997,46-65 y.,No migration background,Part Time,0.19580,583,2898,0.18135,0.21025
1997,46-65 y.,No migration background,Not Working,0.38351,1029,2898,0.36581,0.40122
1997,46-65 y.,Direct migration background,Full Time,0.36171,337,940,0.33098,0.39244
1997,46-65 y.,Direct migration background,Part Time,0.22736,207,940,0.20055,0.25417
1997,46-65 y.,Direct migration background,Not Working,0.41093,396,940,0.37946,0.44240
1997,66 and older,No migration background,Part Time,0.02584,34,1331,0.01732,0.03437
1997,66 and older,No migration background,Not Working,0.96838,1297,1331,0.95897,0.97778
1997,66 and older,Direct migration background,Not Working,0.97813,226,226,0.95902,0.99724
1998,17-29 y.,No migration background,Full Time,0.43177,1007,2247,0.41128,0.45226
1998,17-29 y.,No migration background,Part Time,0.23824,530,2247,0.22062,0.25586
1998,17-29 y.,No migration background,Not Working,0.32999,710,2247,0.31054,0.34943
1998,17-29 y.,Direct migration background,Full Time,0.36333,161,435,0.31808,0.40858
1998,17-29 y.,Direct migration background,Part Time,0.24743,100,435,0.20683,0.28803
1998,17-29 y.,Direct migration background,Not Working,0.38924,174,435,0.34337,0.43511
1998,17-29 y.,Indirect migration background,Full Time,0.37778,191,483,0.33450,0.42106
1998,17-29 y.,Indirect migration background,Part Time,0.22868,113,483,0.19119,0.26617
1998,17-29 y.,Indirect migration background,Not Working,0.39354,179,483,0.34993,0.43716
1998,30-45 y.,No migration background,Full Time,0.59205,2374,3953,0.57673,0.60737
1998,30-45 y.,No migration background,Part Time,0.24885,955,3953,0.23537,0.26233
1998,30-45 y.,No migration background,Not Working,0.15910,624,3953,0.14770,0.17051
1998,30-45 y.,Direct migration background,Full Time,0.48580,380,785,0.45082,0.52079
1998,30-45 y.,Direct migration background,Part Time,0.26757,216,785,0.23658,0.29856
1998,30-45 y.,Direct migration background,Not Working,0.24662,189,785,0.21645,0.27680
1998,30-45 y.,Indirect migration background,Full Time,0.47849,44,44,0.32918,0.62780
1998,46-65 y.,No migration background,Full Time,0.41589,1466,3444,0.39943,0.43236
1998,46-65 y.,No migration background,Part Time,0.19151,682,3444,0.17836,0.20465
1998,46-65 y.,No migration background,Not Working,0.39260,1296,3444,0.37629,0.40891
1998,46-65 y.,Direct migration background,Full Time,0.39280,339,931,0.36142,0.42419
