year,bula_h,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Bavaria,West,Not Working,0.32704,589,1773,0.30519,0.34888
1986,Berlin,West,Full Time,0.37681,169,352,0.32612,0.42751
1986,Berlin,West,Part Time,0.13580,71,352,0.09996,0.17164
1986,Berlin,West,Not Working,0.34099,112,352,0.29139,0.39058
1987,Schleswig-Holstein,West,Full Time,0.35772,146,326,0.30561,0.40983
1987,Schleswig-Holstein,West,Part Time,0.15279,64,326,0.11367,0.19191
1987,Schleswig-Holstein,West,Not Working,0.30719,116,326,0.25703,0.35735
1987,Hamburg,West,Full Time,0.39861,106,226,0.33464,0.46259
1987,Hamburg,West,Part Time,0.11964,34,226,0.07724,0.16205
1987,Hamburg,West,Not Working,0.38225,86,226,0.31875,0.44574
1987,Lower Saxony,West,Full Time,0.32860,470,1105,0.30089,0.35631
1987,Lower Saxony,West,Part Time,0.15352,207,1105,0.13226,0.17479
1987,Lower Saxony,West,Not Working,0.36341,428,1105,0.33504,0.39178
1987,Bremen,West,Not Working,0.57475,51,51,0.43771,0.71178
1987,North Rhine-Westphalia,West,Full Time,0.33605,1253,2827,0.31864,0.35347
1987,North Rhine-Westphalia,West,Part Time,0.12257,441,2827,0.11048,0.13466
1987,North Rhine-Westphalia,West,Not Working,0.36774,1133,2827,0.34996,0.38552
1987,Hesse,West,Full Time,0.36124,498,1056,0.33225,0.39023
1987,Hesse,West,Part Time,0.13305,189,1056,0.11256,0.15354
1987,Hesse,West,Not Working,0.35475,369,1056,0.32587,0.38362
1987,"Rhineland-Palatinate, Saarland",West,Full Time,0.33794,340,766,0.30442,0.37145
1987,"Rhineland-Palatinate, Saarland",West,Part Time,0.12363,112,766,0.10030,0.14696
1987,"Rhineland-Palatinate, Saarland",West,Not Working,0.39648,314,766,0.36182,0.43115
1987,Baden-Wuerttemberg,West,Full Time,0.38316,1026,1962,0.36165,0.40468
1987,Baden-Wuerttemberg,West,Part Time,0.13719,328,1962,0.12196,0.15241
1987,Baden-Wuerttemberg,West,Not Working,0.29450,608,1962,0.27433,0.31468
1987,Bavaria,West,Full Time,0.35294,823,1724,0.33038,0.37551
1987,Bavaria,West,Part Time,0.16070,348,1724,0.14336,0.17804
1987,Bavaria,West,Not Working,0.31600,553,1724,0.29405,0.33795
1987,Berlin,West,Full Time,0.38600,179,362,0.33578,0.43623
1987,Berlin,West,Part Time,0.13529,66,362,0.10001,0.17057
1987,Berlin,West,Not Working,0.34121,117,362,0.29230,0.39011
1988,Schleswig-Holstein,West,Full Time,0.32463,142,324,0.27357,0.37569
1988,Schleswig-Holstein,West,Part Time,0.15467,64,324,0.11523,0.19410
1988,Schleswig-Holstein,West,Not Working,0.32174,118,324,0.27080,0.37269
1988,Hamburg,West,Full Time,0.39667,91,202,0.32903,0.46430
1988,Hamburg,West,Part Time,0.11881,31,202,0.07408,0.16354
1988,Hamburg,West,Not Working,0.39325,80,202,0.32572,0.46078
1988,Lower Saxony,West,Full Time,0.33312,444,1048,0.30457,0.36167
1988,Lower Saxony,West,Part Time,0.14615,198,1048,0.12475,0.16755
1988,Lower Saxony,West,Not Working,0.36794,406,1048,0.33873,0.39716
1988,Bremen,West,Not Working,0.54902,51,51,0.41110,0.68695
1988,North Rhine-Westphalia,West,Full Time,0.33368,1171,2692,0.31586,0.35149
1988,North Rhine-Westphalia,West,Part Time,0.13586,472,2692,0.12292,0.14881
1988,North Rhine-Westphalia,West,Not Working,0.35888,1049,2692,0.34076,0.37700
1988,Hesse,West,Full Time,0.32559,454,1002,0.29656,0.35462
1988,Hesse,West,Part Time,0.15576,199,1002,0.13330,0.17823
1988,Hesse,West,Not Working,0.35389,349,1002,0.32427,0.38351
1988,"Rhineland-Palatinate, Saarland",West,Full Time,0.34431,324,738,0.31000,0.37861
1988,"Rhineland-Palatinate, Saarland",West,Part Time,0.12126,111,738,0.09770,0.14483
1988,"Rhineland-Palatinate, Saarland",West,Not Working,0.39908,303,738,0.36373,0.43444
1988,Baden-Wuerttemberg,West,Full Time,0.37700,953,1886,0.35512,0.39888
1988,Baden-Wuerttemberg,West,Part Time,0.14448,345,1886,0.12861,0.16035
1988,Baden-Wuerttemberg,West,Not Working,0.29916,588,1886,0.27849,0.31984
1988,Bavaria,West,Full Time,0.35942,801,1647,0.33623,0.38260
1988,Bavaria,West,Part Time,0.17054,347,1647,0.15237,0.18871
1988,Bavaria,West,Not Working,0.30017,499,1647,0.27802,0.32231
1988,Berlin,West,Full Time,0.41816,170,333,0.36510,0.47122
1988,Berlin,West,Part Time,0.13040,59,333,0.09418,0.16663
1988,Berlin,West,Not Working,0.31199,104,333,0.26216,0.36183
1989,Schleswig-Holstein,West,Full Time,0.31254,133,303,0.26026,0.36481
1989,Schleswig-Holstein,West,Part Time,0.16236,61,303,0.12076,0.20395
1989,Schleswig-Holstein,West,Not Working,0.31028,109,303,0.25810,0.36245
1989,Hamburg,West,Full Time,0.44870,97,168,0.37326,0.52413
1989,Hamburg,West,Not Working,0.36683,71,168,0.29374,0.43993
1989,Lower Saxony,West,Full Time,0.34258,443,996,0.31309,0.37207
1989,Lower Saxony,West,Part Time,0.13866,171,996,0.11719,0.16013
1989,Lower Saxony,West,Not Working,0.37077,382,996,0.34076,0.40079
1989,Bremen,West,Full Time,0.26072,41,91,0.17001,0.35142
1989,Bremen,West,Not Working,0.47409,50,91,0.37092,0.57725
1989,North Rhine-Westphalia,West,Full Time,0.34173,1157,2615,0.32355,0.35991
1989,North Rhine-Westphalia,West,Part Time,0.13143,439,2615,0.11848,0.14438
1989,North Rhine-Westphalia,West,Not Working,0.35826,1019,2615,0.33988,0.37664
1989,Hesse,West,Full Time,0.33967,460,996,0.31025,0.36910
1989,Hesse,West,Part Time,0.13628,183,996,0.11496,0.15760
1989,Hesse,West,Not Working,0.36568,353,996,0.33575,0.39560
1989,"Rhineland-Palatinate, Saarland",West,Full Time,0.37181,319,694,0.33583,0.40780
1989,"Rhineland-Palatinate, Saarland",West,Part Time,0.11827,102,694,0.09423,0.14231
1989,"Rhineland-Palatinate, Saarland",West,Not Working,0.37719,273,694,0.34111,0.41328
1989,Baden-Wuerttemberg,West,Full Time,0.37231,922,1813,0.35005,0.39457
1989,Baden-Wuerttemberg,West,Part Time,0.15704,351,1813,0.14028,0.17379
1989,Baden-Wuerttemberg,West,Not Working,0.29256,540,1813,0.27161,0.31351
1989,Bavaria,West,Full Time,0.37341,803,1614,0.34980,0.39702
1989,Bavaria,West,Part Time,0.14183,297,1614,0.12480,0.15886
1989,Bavaria,West,Not Working,0.31792,514,1614,0.29520,0.34065
1989,Berlin,West,Full Time,0.39275,164,330,0.33998,0.44552
1989,Berlin,West,Part Time,0.14343,60,330,0.10556,0.18131
1989,Berlin,West,Not Working,0.32731,106,330,0.27660,0.37801
1990,Schleswig-Holstein,West,Full Time,0.31464,118,283,0.26044,0.36884
1990,Schleswig-Holstein,West,Part Time,0.17363,62,283,0.12942,0.21784
1990,Schleswig-Holstein,West,Not Working,0.32335,103,283,0.26876,0.37795
1990,Hamburg,West,Full Time,0.38325,73,167,0.30929,0.45721
1990,Hamburg,West,Part Time,0.14334,32,167,0.09004,0.19665
1990,Hamburg,West,Not Working,0.36575,62,167,0.29248,0.43902
1990,Lower Saxony,West,Full Time,0.34497,432,978,0.31517,0.37478
1990,Lower Saxony,West,Part Time,0.15285,175,978,0.13028,0.17541
1990,Lower Saxony,West,Not Working,0.35576,371,978,0.32574,0.38578
1990,Bremen,West,Full Time,0.24066,36,90,0.15185,0.32948
1990,Bremen,West,Not Working,0.50570,54,90,0.40183,0.60958
1990,North Rhine-Westphalia,West,Full Time,0.35429,1138,2557,0.33574,0.37283
1990,North Rhine-Westphalia,West,Part Time,0.12994,429,2557,0.11691,0.14298
1990,North Rhine-Westphalia,West,Not Working,0.33741,990,2557,0.31908,0.35574
1990,Hesse,West,Full Time,0.33719,459,985,0.30765,0.36672
1990,Hesse,West,Part Time,0.15502,190,985,0.13241,0.17764
1990,Hesse,West,Not Working,0.35159,336,985,0.32176,0.38143
1990,"Rhineland-Palatinate, Saarland",West,Full Time,0.35506,299,673,0.31888,0.39124
1990,"Rhineland-Palatinate, Saarland",West,Part Time,0.13431,105,673,0.10853,0.16009
1990,"Rhineland-Palatinate, Saarland",West,Not Working,0.36919,269,673,0.33270,0.40568
1990,Baden-Wuerttemberg,West,Full Time,0.38256,917,1792,0.36005,0.40507
1990,Baden-Wuerttemberg,West,Part Time,0.15242,343,1792,0.13577,0.16907
1990,Baden-Wuerttemberg,West,Not Working,0.27886,532,1792,0.25809,0.29962
1990,Bavaria,West,Full Time,0.38048,797,1599,0.35668,0.40428
1990,Bavaria,West,Part Time,0.15122,309,1599,0.13366,0.16879
1990,Bavaria,West,Not Working,0.30371,493,1599,0.28116,0.32625
1990,Berlin,West,Full Time,0.39152,155,326,0.33845,0.44458
1990,Berlin,West,Part Time,0.16043,68,326,0.12053,0.20033
1990,Berlin,West,Not Working,0.30851,103,326,0.25829,0.35873
1991,Schleswig-Holstein,West,Full Time,0.32164,129,296,0.26833,0.37494
1991,Schleswig-Holstein,West,Part Time,0.18645,71,296,0.14200,0.23089
1991,Schleswig-Holstein,West,Not Working,0.26994,96,296,0.21928,0.32060
1991,Hamburg,West,Full Time,0.42452,73,134,0.34051,0.50852
1991,Hamburg,West,Not Working,0.36382,61,134,0.28206,0.44559
1991,Lower Saxony,West,Full Time,0.34293,428,972,0.31307,0.37278
1991,Lower Saxony,West,Part Time,0.14755,176,972,0.12524,0.16986
1991,Lower Saxony,West,Not Working,0.35332,368,972,0.32326,0.38339
1991,Bremen,West,Full Time,0.24496,34,87,0.15407,0.33586
1991,Bremen,West,Not Working,0.55419,53,87,0.44914,0.65924
1991,North Rhine-Westphalia,West,Full Time,0.34882,1150,2540,0.33028,0.36736
1991,North Rhine-Westphalia,West,Part Time,0.13988,447,2540,0.12639,0.15337
1991,North Rhine-Westphalia,West,Not Working,0.32988,943,2540,0.31159,0.34817
1991,Hesse,West,Full Time,0.33696,445,962,0.30708,0.36685
1991,Hesse,West,Part Time,0.14383,191,962,0.12164,0.16602
1991,Hesse,West,Not Working,0.35905,326,962,0.32871,0.38938
1991,"Rhineland-Palatinate, Saarland",West,Full Time,0.33237,291,666,0.29657,0.36818
1991,"Rhineland-Palatinate, Saarland",West,Part Time,0.14973,112,666,0.12262,0.17685
1991,"Rhineland-Palatinate, Saarland",West,Not Working,0.35934,263,666,0.32287,0.39581
1991,Baden-Wuerttemberg,West,Full Time,0.37783,922,1788,0.35535,0.40031
1991,Baden-Wuerttemberg,West,Part Time,0.15520,338,1788,0.13841,0.17198
1991,Baden-Wuerttemberg,West,Not Working,0.27551,528,1788,0.25479,0.29622
1991,Bavaria,West,Full Time,0.36459,789,1595,0.34096,0.38822
1991,Bavaria,West,Part Time,0.14949,307,1595,0.13199,0.16700
1991,Bavaria,West,Not Working,0.30924,499,1595,0.28655,0.33193
1991,Berlin,West,Full Time,0.40805,155,332,0.35510,0.46100
1991,Berlin,West,Part Time,0.14670,73,332,0.10858,0.18481
1991,Berlin,West,Not Working,0.30717,104,332,0.25748,0.35687
1992,Schleswig-Holstein,West,Full Time,0.30623,116,272,0.25135,0.36110
1992,Schleswig-Holstein,West,Part Time,0.17318,59,272,0.12813,0.21823
1992,Schleswig-Holstein,West,Not Working,0.30251,97,272,0.24782,0.35720
1992,Hamburg,West,Full Time,0.39550,70,132,0.31177,0.47923
1992,Hamburg,West,Not Working,0.39218,62,132,0.30857,0.47579
1992,Lower Saxony,West,Full Time,0.35004,434,970,0.32000,0.38007
1992,Lower Saxony,West,Part Time,0.13940,172,970,0.11759,0.16121
1992,Lower Saxony,West,Not Working,0.34529,364,970,0.31536,0.37523
1992,Bremen,West,Full Time,0.27060,34,81,0.17325,0.36796
1992,Bremen,West,Not Working,0.53791,47,81,0.42865,0.64716
1992,North Rhine-Westphalia,West,Full Time,0.35190,1144,2523,0.33326,0.37054
1992,North Rhine-Westphalia,West,Part Time,0.13988,466,2523,0.12635,0.15342
1992,North Rhine-Westphalia,West,Not Working,0.32766,913,2523,0.30934,0.34598
1992,Hesse,West,Full Time,0.35230,455,953,0.32196,0.38264
1992,Hesse,West,Part Time,0.14135,179,953,0.11922,0.16348
1992,Hesse,West,Not Working,0.35719,319,953,0.32675,0.38763
1992,"Rhineland-Palatinate, Saarland",West,Full Time,0.35023,296,660,0.31381,0.38665
1992,"Rhineland-Palatinate, Saarland",West,Part Time,0.14362,113,660,0.11684,0.17040
1992,"Rhineland-Palatinate, Saarland",West,Not Working,0.34570,251,660,0.30939,0.38201
1992,Baden-Wuerttemberg,West,Full Time,0.37157,894,1760,0.34899,0.39415
1992,Baden-Wuerttemberg,West,Part Time,0.16268,343,1760,0.14544,0.17993
1992,Baden-Wuerttemberg,West,Not Working,0.27413,523,1760,0.25328,0.29497
1992,Bavaria,West,Full Time,0.36240,810,1640,0.33913,0.38567
1992,Bavaria,West,Part Time,0.15238,316,1640,0.13498,0.16978
1992,Bavaria,West,Not Working,0.31010,514,1640,0.28771,0.33249
1992,Berlin,West,Full Time,0.40490,145,318,0.35086,0.45894
1992,Berlin,West,Part Time,0.14087,60,318,0.10257,0.17916
1992,Berlin,West,Not Working,0.33355,113,318,0.28165,0.38546
1992,Berlin,East,Full Time,0.47714,178,280,0.41853,0.53575
1992,Berlin,East,Part Time,0.12043,44,280,0.08224,0.15862
1992,Berlin,East,Not Working,0.19585,58,280,0.14928,0.24241
1992,Brandenburg,East,Full Time,0.41318,369,661,0.37561,0.45075
1992,Brandenburg,East,Part Time,0.14231,116,661,0.11566,0.16897
1992,Brandenburg,East,Not Working,0.26037,176,661,0.22689,0.29385
1992,Mecklenburg-Western Pomerania,East,Full Time,0.40019,226,418,0.35316,0.44721
1992,Mecklenburg-Western Pomerania,East,Part Time,0.17326,91,418,0.13694,0.20959
1992,Mecklenburg-Western Pomerania,East,Not Working,0.23071,101,418,0.19027,0.27115
1992,Saxony,East,Full Time,0.39784,633,1162,0.36969,0.42600
1992,Saxony,East,Part Time,0.14717,221,1162,0.12679,0.16754
1992,Saxony,East,Not Working,0.27121,308,1162,0.24564,0.29678
1992,Saxony-Anhalt,East,Full Time,0.42134,420,772,0.38649,0.45620
1992,Saxony-Anhalt,East,Part Time,0.13670,145,772,0.11245,0.16095
1992,Saxony-Anhalt,East,Not Working,0.28404,207,772,0.25221,0.31587
1992,Thuringa,East,Full Time,0.36380,355,683,0.32769,0.39991
1992,Thuringa,East,Part Time,0.15997,145,683,0.13246,0.18748
1992,Thuringa,East,Not Working,0.26994,183,683,0.23662,0.30326
1993,Schleswig-Holstein,West,Full Time,0.33365,127,287,0.27901,0.38830
1993,Schleswig-Holstein,West,Part Time,0.15705,59,287,0.11488,0.19921
1993,Schleswig-Holstein,West,Not Working,0.31887,101,287,0.26486,0.37289
1993,Hamburg,West,Full Time,0.39438,63,121,0.30694,0.48182
1993,Hamburg,West,Not Working,0.39419,58,121,0.30675,0.48162
1993,Lower Saxony,West,Full Time,0.34283,431,979,0.31308,0.37258
1993,Lower Saxony,West,Part Time,0.15006,188,979,0.12768,0.17244
1993,Lower Saxony,West,Not Working,0.33436,360,979,0.30479,0.36393
1993,Bremen,West,Full Time,0.29690,37,82,0.19740,0.39640
1993,Bremen,West,Not Working,0.51682,45,82,0.40799,0.62564
1993,North Rhine-Westphalia,West,Full Time,0.34350,1128,2501,0.32489,0.36212
1993,North Rhine-Westphalia,West,Part Time,0.14138,462,2501,0.12772,0.15503
1993,North Rhine-Westphalia,West,Not Working,0.32838,911,2501,0.30997,0.34679
1993,Hesse,West,Full Time,0.34831,434,932,0.31770,0.37891
1993,Hesse,West,Part Time,0.17190,201,932,0.14766,0.19613
1993,Hesse,West,Not Working,0.32629,297,932,0.29617,0.35641
1993,"Rhineland-Palatinate, Saarland",West,Full Time,0.34382,278,640,0.30699,0.38065
1993,"Rhineland-Palatinate, Saarland",West,Part Time,0.13204,110,640,0.10579,0.15829
1993,"Rhineland-Palatinate, Saarland",West,Not Working,0.35829,252,640,0.32111,0.39546
1993,Baden-Wuerttemberg,West,Full Time,0.37088,886,1780,0.34843,0.39332
1993,Baden-Wuerttemberg,West,Part Time,0.16251,356,1780,0.14537,0.17966
1993,Baden-Wuerttemberg,West,Not Working,0.27622,538,1780,0.25544,0.29699
1993,Bavaria,West,Full Time,0.36477,790,1619,0.34131,0.38822
1993,Bavaria,West,Part Time,0.15326,332,1619,0.13571,0.17082
1993,Bavaria,West,Not Working,0.31322,497,1619,0.29062,0.33582
1993,Berlin,West,Full Time,0.38344,136,301,0.32842,0.43846
1993,Berlin,West,Part Time,0.16313,65,301,0.12132,0.20495
1993,Berlin,West,Not Working,0.31411,100,301,0.26158,0.36663
1993,Berlin,East,Full Time,0.42900,160,274,0.37029,0.48771
1993,Berlin,East,Part Time,0.13394,45,274,0.09354,0.17435
1993,Berlin,East,Not Working,0.21996,69,274,0.17082,0.26910
1993,Brandenburg,East,Full Time,0.39066,330,629,0.35250,0.42882
1993,Brandenburg,East,Part Time,0.12238,88,629,0.09675,0.14801
1993,Brandenburg,East,Not Working,0.31051,211,629,0.27432,0.34670
1993,Mecklenburg-Western Pomerania,East,Full Time,0.31595,189,406,0.27067,0.36123
1993,Mecklenburg-Western Pomerania,East,Part Time,0.15527,84,406,0.12000,0.19054
1993,Mecklenburg-Western Pomerania,East,Not Working,0.31470,133,406,0.26947,0.35993
1993,Saxony,East,Full Time,0.37435,574,1118,0.34597,0.40273
1993,Saxony,East,Part Time,0.10917,163,1118,0.09089,0.12746
1993,Saxony,East,Not Working,0.33722,381,1118,0.30950,0.36495
1993,Saxony-Anhalt,East,Full Time,0.37004,371,739,0.33520,0.40487
1993,Saxony-Anhalt,East,Part Time,0.13914,137,739,0.11417,0.16411
1993,Saxony-Anhalt,East,Not Working,0.32210,231,739,0.28839,0.35582
1993,Thuringa,East,Full Time,0.33018,314,663,0.29436,0.36601
1993,Thuringa,East,Part Time,0.14777,129,663,0.12073,0.17480
1993,Thuringa,East,Not Working,0.32652,220,663,0.29080,0.36225
1994,Schleswig-Holstein,West,Full Time,0.31592,121,287,0.26205,0.36980
1994,Schleswig-Holstein,West,Part Time,0.19108,64,287,0.14552,0.23665
1994,Schleswig-Holstein,West,Not Working,0.30896,102,287,0.25541,0.36251
1994,Hamburg,West,Full Time,0.36832,59,120,0.28166,0.45499
1994,Hamburg,West,Not Working,0.39193,61,120,0.30421,0.47964
1994,Lower Saxony,West,Full Time,0.33738,421,967,0.30756,0.36720
1994,Lower Saxony,West,Part Time,0.14997,189,967,0.12746,0.17249
1994,Lower Saxony,West,Not Working,0.33938,357,967,0.30952,0.36924
1994,Bremen,West,Not Working,0.55333,47,47,0.40966,0.69700
1994,North Rhine-Westphalia,West,Full Time,0.34490,1087,2448,0.32606,0.36373
1994,North Rhine-Westphalia,West,Part Time,0.14472,469,2448,0.13078,0.15866
1994,North Rhine-Westphalia,West,Not Working,0.32410,892,2448,0.30556,0.34265
1994,Hesse,West,Full Time,0.33330,414,920,0.30282,0.36377
1994,Hesse,West,Part Time,0.15251,180,920,0.12927,0.17576
1994,Hesse,West,Not Working,0.36826,326,920,0.33708,0.39945
1994,"Rhineland-Palatinate, Saarland",West,Full Time,0.33390,275,635,0.29719,0.37061
1994,"Rhineland-Palatinate, Saarland",West,Part Time,0.12130,97,635,0.09588,0.14671
1994,"Rhineland-Palatinate, Saarland",West,Not Working,0.36881,263,635,0.33126,0.40637
1994,Baden-Wuerttemberg,West,Full Time,0.34414,807,1732,0.32176,0.36652
1994,Baden-Wuerttemberg,West,Part Time,0.15979,360,1732,0.14253,0.17705
1994,Baden-Wuerttemberg,West,Not Working,0.30535,565,1732,0.28366,0.32705
1994,Bavaria,West,Full Time,0.35069,768,1587,0.32721,0.37418
1994,Bavaria,West,Part Time,0.15737,311,1587,0.13945,0.17529
1994,Bavaria,West,Not Working,0.31326,508,1587,0.29043,0.33608
1994,Berlin,West,Full Time,0.35537,124,291,0.30028,0.41046
1994,Berlin,West,Part Time,0.16062,67,291,0.11836,0.20289
1994,Berlin,West,Not Working,0.32618,100,291,0.27222,0.38013
1994,Berlin,East,Full Time,0.42264,145,261,0.36259,0.48268
1994,Berlin,East,Part Time,0.12982,43,261,0.08896,0.17067
1994,Berlin,East,Not Working,0.24749,73,261,0.19504,0.29995
1994,Brandenburg,East,Full Time,0.38752,308,606,0.34870,0.42634
1994,Brandenburg,East,Part Time,0.11066,88,606,0.08566,0.13566
1994,Brandenburg,East,Not Working,0.32826,210,606,0.29084,0.36568
1994,Mecklenburg-Western Pomerania,East,Full Time,0.30413,182,413,0.25971,0.34855
1994,Mecklenburg-Western Pomerania,East,Part Time,0.15080,84,413,0.11624,0.18535
1994,Mecklenburg-Western Pomerania,East,Not Working,0.33358,147,413,0.28805,0.37911
1994,Saxony,East,Full Time,0.36239,560,1128,0.33432,0.39045
1994,Saxony,East,Part Time,0.09764,151,1128,0.08031,0.11497
1994,Saxony,East,Not Working,0.36599,417,1128,0.33787,0.39411
1994,Saxony-Anhalt,East,Full Time,0.36752,354,703,0.33185,0.40318
1994,Saxony-Anhalt,East,Part Time,0.11704,109,703,0.09326,0.14082
1994,Saxony-Anhalt,East,Not Working,0.35430,240,703,0.31891,0.38968
