year,quintil_oecd,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,5th Quintile,Rural regions,Part Time,0.15310,71,442,0.11949,0.18671
1985,5th Quintile,Rural regions,Not Working,0.27308,113,442,0.23149,0.31466
1986,1st Quintile,Urban regions,Full Time,0.13471,409,1628,0.11812,0.15131
1986,1st Quintile,Urban regions,Part Time,0.11000,239,1628,0.09479,0.12520
1986,1st Quintile,Urban regions,Not Working,0.53756,980,1628,0.51333,0.56179
1986,1st Quintile,Rural regions,Full Time,0.13883,113,446,0.10670,0.17095
1986,1st Quintile,Rural regions,Part Time,0.12760,80,446,0.09660,0.15860
1986,1st Quintile,Rural regions,Not Working,0.51298,253,446,0.46654,0.55942
1986,2nd Quintile,Urban regions,Full Time,0.25052,615,1596,0.22926,0.27179
1986,2nd Quintile,Urban regions,Part Time,0.11564,271,1596,0.09995,0.13134
1986,2nd Quintile,Urban regions,Not Working,0.43111,710,1596,0.40681,0.45542
1986,2nd Quintile,Rural regions,Full Time,0.26400,190,497,0.22521,0.30279
1986,2nd Quintile,Rural regions,Part Time,0.12419,91,497,0.09516,0.15321
1986,2nd Quintile,Rural regions,Not Working,0.39154,216,497,0.34858,0.43449
1986,3rd Quintile,Urban regions,Full Time,0.35275,788,1645,0.32965,0.37585
1986,3rd Quintile,Urban regions,Part Time,0.15361,316,1645,0.13618,0.17104
1986,3rd Quintile,Urban regions,Not Working,0.33358,541,1645,0.31079,0.35637
1986,3rd Quintile,Rural regions,Full Time,0.31668,198,454,0.27384,0.35952
1986,3rd Quintile,Rural regions,Part Time,0.17073,94,454,0.13608,0.20538
1986,3rd Quintile,Rural regions,Not Working,0.31952,162,454,0.27658,0.36246
1986,4th Quintile,Urban regions,Full Time,0.45360,998,1785,0.43050,0.47670
1986,4th Quintile,Urban regions,Part Time,0.14271,310,1785,0.12648,0.15894
1986,4th Quintile,Urban regions,Not Working,0.28418,477,1785,0.26325,0.30511
1986,4th Quintile,Rural regions,Full Time,0.43997,239,433,0.39316,0.48678
1986,4th Quintile,Rural regions,Part Time,0.14244,76,433,0.10949,0.17540
1986,4th Quintile,Rural regions,Not Working,0.28333,118,433,0.24084,0.32583
1986,5th Quintile,Urban regions,Full Time,0.52018,1026,1694,0.49638,0.54397
1986,5th Quintile,Urban regions,Part Time,0.14747,282,1694,0.13058,0.16436
1986,5th Quintile,Urban regions,Not Working,0.23661,386,1694,0.21636,0.25685
1986,5th Quintile,Rural regions,Full Time,0.55335,259,401,0.50463,0.60207
1986,5th Quintile,Rural regions,Part Time,0.15288,64,401,0.11761,0.18814
1986,5th Quintile,Rural regions,Not Working,0.19965,78,401,0.16047,0.23882
1987,1st Quintile,Urban regions,Full Time,0.13387,389,1565,0.11699,0.15074
1987,1st Quintile,Urban regions,Part Time,0.10768,228,1565,0.09232,0.12304
1987,1st Quintile,Urban regions,Not Working,0.55283,948,1565,0.52819,0.57747
1987,1st Quintile,Rural regions,Full Time,0.13820,106,471,0.10700,0.16940
1987,1st Quintile,Rural regions,Part Time,0.13544,97,471,0.10450,0.16638
1987,1st Quintile,Rural regions,Not Working,0.48558,268,471,0.44040,0.53077
1987,2nd Quintile,Urban regions,Full Time,0.26709,637,1603,0.24543,0.28876
1987,2nd Quintile,Urban regions,Part Time,0.12937,285,1603,0.11293,0.14580
1987,2nd Quintile,Urban regions,Not Working,0.39982,681,1603,0.37583,0.42381
1987,2nd Quintile,Rural regions,Full Time,0.27373,192,461,0.23299,0.31448
1987,2nd Quintile,Rural regions,Part Time,0.15420,99,461,0.12120,0.18720
1987,2nd Quintile,Rural regions,Not Working,0.33427,170,461,0.29116,0.37738
1987,3rd Quintile,Urban regions,Full Time,0.34872,796,1632,0.32559,0.37185
1987,3rd Quintile,Urban regions,Part Time,0.14504,307,1632,0.12795,0.16213
1987,3rd Quintile,Urban regions,Not Working,0.32776,529,1632,0.30498,0.35055
1987,3rd Quintile,Rural regions,Full Time,0.33714,208,472,0.29445,0.37984
1987,3rd Quintile,Rural regions,Part Time,0.16331,96,472,0.12993,0.19670
1987,3rd Quintile,Rural regions,Not Working,0.34251,168,472,0.29965,0.38537
1987,4th Quintile,Urban regions,Full Time,0.45500,969,1734,0.43156,0.47845
1987,4th Quintile,Urban regions,Part Time,0.16298,309,1734,0.14559,0.18037
1987,4th Quintile,Urban regions,Not Working,0.26838,456,1734,0.24752,0.28924
1987,4th Quintile,Rural regions,Full Time,0.45322,243,423,0.40572,0.50071
1987,4th Quintile,Rural regions,Part Time,0.15011,77,423,0.11603,0.18419
1987,4th Quintile,Rural regions,Not Working,0.23617,103,423,0.19565,0.27670
1987,5th Quintile,Urban regions,Full Time,0.54774,1076,1711,0.52415,0.57133
1987,5th Quintile,Urban regions,Part Time,0.12907,258,1711,0.11318,0.14496
1987,5th Quintile,Urban regions,Not Working,0.22299,377,1711,0.20326,0.24272
1987,5th Quintile,Rural regions,Full Time,0.56276,255,380,0.51281,0.61270
1987,5th Quintile,Rural regions,Part Time,0.13602,53,380,0.10151,0.17053
1987,5th Quintile,Rural regions,Not Working,0.20818,72,380,0.16730,0.24906
1988,1st Quintile,Urban regions,Full Time,0.14081,384,1537,0.12341,0.15820
1988,1st Quintile,Urban regions,Part Time,0.11675,259,1537,0.10069,0.13281
1988,1st Quintile,Urban regions,Not Working,0.52375,894,1537,0.49877,0.54872
1988,1st Quintile,Rural regions,Full Time,0.12884,98,436,0.09735,0.16032
1988,1st Quintile,Rural regions,Part Time,0.15034,97,436,0.11676,0.18393
1988,1st Quintile,Rural regions,Not Working,0.48921,241,436,0.44224,0.53619
1988,2nd Quintile,Urban regions,Full Time,0.24835,609,1566,0.22694,0.26975
1988,2nd Quintile,Urban regions,Part Time,0.13062,289,1566,0.11393,0.14732
1988,2nd Quintile,Urban regions,Not Working,0.42029,668,1566,0.39584,0.44475
1988,2nd Quintile,Rural regions,Full Time,0.24082,155,418,0.19978,0.28185
1988,2nd Quintile,Rural regions,Part Time,0.12038,80,418,0.08915,0.15161
1988,2nd Quintile,Rural regions,Not Working,0.38593,183,418,0.33920,0.43265
1988,3rd Quintile,Urban regions,Full Time,0.36114,775,1580,0.33744,0.38483
1988,3rd Quintile,Urban regions,Part Time,0.15247,310,1580,0.13474,0.17020
1988,3rd Quintile,Urban regions,Not Working,0.31745,495,1580,0.29449,0.34041
1988,3rd Quintile,Rural regions,Full Time,0.35235,200,426,0.30694,0.39777
1988,3rd Quintile,Rural regions,Part Time,0.20598,101,426,0.16753,0.24443
1988,3rd Quintile,Rural regions,Not Working,0.27654,125,426,0.23402,0.31907
1988,4th Quintile,Urban regions,Full Time,0.45008,885,1610,0.42577,0.47439
1988,4th Quintile,Urban regions,Part Time,0.15851,295,1610,0.14067,0.17636
1988,4th Quintile,Urban regions,Not Working,0.27077,430,1610,0.24905,0.29248
1988,4th Quintile,Rural regions,Full Time,0.43737,256,454,0.39169,0.48306
1988,4th Quintile,Rural regions,Part Time,0.17194,92,454,0.13719,0.20669
1988,4th Quintile,Rural regions,Not Working,0.23468,106,454,0.19566,0.27371
1988,5th Quintile,Urban regions,Full Time,0.55041,1010,1612,0.52612,0.57470
1988,5th Quintile,Urban regions,Part Time,0.14385,261,1612,0.12672,0.16099
1988,5th Quintile,Urban regions,Not Working,0.21430,341,1612,0.19426,0.23434
1988,5th Quintile,Rural regions,Full Time,0.54014,208,331,0.48637,0.59392
1988,5th Quintile,Rural regions,Part Time,0.16557,61,331,0.12547,0.20568
1988,5th Quintile,Rural regions,Not Working,0.21267,62,331,0.16852,0.25683
1989,1st Quintile,Urban regions,Full Time,0.13874,406,1548,0.12152,0.15597
1989,1st Quintile,Urban regions,Part Time,0.11488,251,1548,0.09899,0.13077
1989,1st Quintile,Urban regions,Not Working,0.52945,891,1548,0.50458,0.55433
1989,1st Quintile,Rural regions,Full Time,0.12351,89,384,0.09055,0.15646
1989,1st Quintile,Rural regions,Part Time,0.12394,71,384,0.09094,0.15694
1989,1st Quintile,Rural regions,Not Working,0.53600,224,384,0.48605,0.58595
1989,2nd Quintile,Urban regions,Full Time,0.27099,642,1546,0.24882,0.29315
1989,2nd Quintile,Urban regions,Part Time,0.12900,276,1546,0.11229,0.14572
1989,2nd Quintile,Urban regions,Not Working,0.39322,628,1546,0.36886,0.41757
1989,2nd Quintile,Rural regions,Full Time,0.27577,170,419,0.23292,0.31861
1989,2nd Quintile,Rural regions,Part Time,0.12506,83,419,0.09335,0.15677
1989,2nd Quintile,Rural regions,Not Working,0.34177,166,419,0.29630,0.38724
1989,3rd Quintile,Urban regions,Full Time,0.36523,731,1492,0.34079,0.38967
1989,3rd Quintile,Urban regions,Part Time,0.14659,280,1492,0.12864,0.16455
1989,3rd Quintile,Urban regions,Not Working,0.32002,481,1492,0.29634,0.34370
1989,3rd Quintile,Rural regions,Full Time,0.33773,194,403,0.29149,0.38396
1989,3rd Quintile,Rural regions,Part Time,0.17919,89,403,0.14170,0.21668
1989,3rd Quintile,Rural regions,Not Working,0.29272,120,403,0.24824,0.33720
1989,4th Quintile,Urban regions,Full Time,0.47867,913,1583,0.45405,0.50329
1989,4th Quintile,Urban regions,Part Time,0.13788,256,1583,0.12089,0.15487
1989,4th Quintile,Urban regions,Not Working,0.27717,414,1583,0.25512,0.29923
1989,4th Quintile,Rural regions,Full Time,0.43952,234,426,0.39233,0.48670
1989,4th Quintile,Rural regions,Part Time,0.15219,77,426,0.11804,0.18635
1989,4th Quintile,Rural regions,Not Working,0.28846,115,426,0.24539,0.33154
1989,5th Quintile,Urban regions,Full Time,0.54839,953,1532,0.52346,0.57332
1989,5th Quintile,Urban regions,Part Time,0.14528,261,1532,0.12763,0.16294
1989,5th Quintile,Urban regions,Not Working,0.21122,318,1532,0.19078,0.23167
1989,5th Quintile,Rural regions,Full Time,0.53230,207,330,0.47838,0.58621
1989,5th Quintile,Rural regions,Part Time,0.17775,64,330,0.13644,0.21906
1989,5th Quintile,Rural regions,Not Working,0.19026,59,330,0.14784,0.23267
1990,1st Quintile,Urban regions,Full Time,0.14948,391,1479,0.13130,0.16766
1990,1st Quintile,Urban regions,Part Time,0.12760,251,1479,0.11059,0.14461
1990,1st Quintile,Urban regions,Not Working,0.49833,837,1479,0.47284,0.52382
1990,1st Quintile,Rural regions,Full Time,0.13416,102,426,0.10176,0.16656
1990,1st Quintile,Rural regions,Part Time,0.12172,80,426,0.09063,0.15281
1990,1st Quintile,Rural regions,Not Working,0.51433,244,426,0.46681,0.56184
1990,2nd Quintile,Urban regions,Full Time,0.25840,582,1488,0.23615,0.28065
1990,2nd Quintile,Urban regions,Part Time,0.13728,285,1488,0.11979,0.15478
1990,2nd Quintile,Urban regions,Not Working,0.38494,621,1488,0.36020,0.40967
1990,2nd Quintile,Rural regions,Full Time,0.26995,158,401,0.22644,0.31345
1990,2nd Quintile,Rural regions,Part Time,0.16018,86,401,0.12424,0.19612
1990,2nd Quintile,Rural regions,Not Working,0.34552,157,401,0.29891,0.39212
1990,3rd Quintile,Urban regions,Full Time,0.35251,749,1544,0.32867,0.37635
1990,3rd Quintile,Urban regions,Part Time,0.15943,309,1544,0.14117,0.17770
1990,3rd Quintile,Urban regions,Not Working,0.30224,486,1544,0.27932,0.32515
1990,3rd Quintile,Rural regions,Full Time,0.34364,158,352,0.29395,0.39332
1990,3rd Quintile,Rural regions,Part Time,0.15267,70,352,0.11504,0.19030
1990,3rd Quintile,Rural regions,Not Working,0.34355,124,352,0.29387,0.39323
1990,4th Quintile,Urban regions,Full Time,0.49909,860,1479,0.47360,0.52458
1990,4th Quintile,Urban regions,Part Time,0.14941,256,1479,0.13124,0.16759
1990,4th Quintile,Urban regions,Not Working,0.24989,363,1479,0.22782,0.27196
1990,4th Quintile,Rural regions,Full Time,0.46863,273,464,0.42318,0.51409
1990,4th Quintile,Rural regions,Part Time,0.17794,94,464,0.14310,0.21278
1990,4th Quintile,Rural regions,Not Working,0.23146,97,464,0.19304,0.26988
1990,5th Quintile,Urban regions,Full Time,0.54486,939,1511,0.51974,0.56998
1990,5th Quintile,Urban regions,Part Time,0.14603,248,1511,0.12822,0.16384
1990,5th Quintile,Urban regions,Not Working,0.21451,324,1511,0.19380,0.23521
1990,5th Quintile,Rural regions,Full Time,0.57528,212,316,0.52070,0.62987
1990,5th Quintile,Rural regions,Part Time,0.12986,47,316,0.09274,0.16698
1990,5th Quintile,Rural regions,Not Working,0.18711,57,316,0.14404,0.23018
1991,1st Quintile,Urban regions,Full Time,0.13581,364,1419,0.11798,0.15364
1991,1st Quintile,Urban regions,Part Time,0.13756,253,1419,0.11963,0.15548
1991,1st Quintile,Urban regions,Not Working,0.50191,802,1419,0.47588,0.52793
1991,1st Quintile,Rural regions,Full Time,0.14916,107,424,0.11521,0.18311
1991,1st Quintile,Rural regions,Part Time,0.10949,71,424,0.07974,0.13925
1991,1st Quintile,Rural regions,Not Working,0.50945,246,424,0.46181,0.55709
1991,2nd Quintile,Urban regions,Full Time,0.25895,588,1488,0.23669,0.28122
1991,2nd Quintile,Urban regions,Part Time,0.14052,285,1488,0.12286,0.15818
1991,2nd Quintile,Urban regions,Not Working,0.38610,615,1488,0.36135,0.41085
1991,2nd Quintile,Rural regions,Full Time,0.27130,164,405,0.22794,0.31466
1991,2nd Quintile,Rural regions,Part Time,0.16096,92,405,0.12512,0.19679
1991,2nd Quintile,Rural regions,Not Working,0.33333,149,405,0.28736,0.37930
1991,3rd Quintile,Urban regions,Full Time,0.37619,762,1497,0.35164,0.40074
1991,3rd Quintile,Urban regions,Part Time,0.13141,269,1497,0.11429,0.14853
1991,3rd Quintile,Urban regions,Not Working,0.29786,466,1497,0.27469,0.32103
1991,3rd Quintile,Rural regions,Full Time,0.34792,177,386,0.30034,0.39550
1991,3rd Quintile,Rural regions,Part Time,0.18197,82,386,0.14343,0.22051
1991,3rd Quintile,Rural regions,Not Working,0.30697,127,386,0.26090,0.35305
1991,4th Quintile,Urban regions,Full Time,0.45006,823,1473,0.42465,0.47548
1991,4th Quintile,Urban regions,Part Time,0.16738,285,1473,0.14831,0.18645
1991,4th Quintile,Urban regions,Not Working,0.25517,365,1473,0.23290,0.27744
1991,4th Quintile,Rural regions,Full Time,0.45847,265,471,0.41342,0.50352
1991,4th Quintile,Rural regions,Part Time,0.17687,94,471,0.14237,0.21136
1991,4th Quintile,Rural regions,Not Working,0.24133,112,471,0.20265,0.28002
1991,5th Quintile,Urban regions,Full Time,0.55815,971,1545,0.53338,0.58292
1991,5th Quintile,Urban regions,Part Time,0.14411,262,1545,0.12660,0.16163
1991,5th Quintile,Urban regions,Not Working,0.20528,312,1545,0.18513,0.22543
1991,5th Quintile,Rural regions,Full Time,0.53265,195,301,0.47619,0.58911
1991,5th Quintile,Rural regions,Part Time,0.17340,59,301,0.13056,0.21624
1991,5th Quintile,Rural regions,Not Working,0.16329,47,301,0.12146,0.20512
1992,1st Quintile,Urban regions,Full Time,0.16459,382,1405,0.14519,0.18398
1992,1st Quintile,Urban regions,Part Time,0.11678,260,1405,0.09998,0.13358
1992,1st Quintile,Urban regions,Not Working,0.49126,763,1405,0.46511,0.51741
1992,1st Quintile,Rural regions,Full Time,0.17379,392,1317,0.15332,0.19426
1992,1st Quintile,Rural regions,Part Time,0.16040,297,1317,0.14057,0.18022
1992,1st Quintile,Rural regions,Not Working,0.47623,628,1317,0.44924,0.50321
1992,2nd Quintile,Urban regions,Full Time,0.26674,722,1675,0.24555,0.28792
1992,2nd Quintile,Urban regions,Part Time,0.12589,301,1675,0.11000,0.14179
1992,2nd Quintile,Urban regions,Not Working,0.36419,652,1675,0.34114,0.38724
1992,2nd Quintile,Rural regions,Full Time,0.34731,627,1164,0.31995,0.37468
1992,2nd Quintile,Rural regions,Part Time,0.15584,229,1164,0.13499,0.17668
1992,2nd Quintile,Rural regions,Not Working,0.26632,308,1164,0.24091,0.29172
1992,3rd Quintile,Urban regions,Full Time,0.35820,887,1753,0.33575,0.38065
1992,3rd Quintile,Urban regions,Part Time,0.14249,313,1753,0.12612,0.15885
1992,3rd Quintile,Urban regions,Not Working,0.31319,553,1753,0.29148,0.33491
1992,3rd Quintile,Rural regions,Full Time,0.40084,514,904,0.36887,0.43280
1992,3rd Quintile,Rural regions,Part Time,0.15039,173,904,0.12707,0.17370
1992,3rd Quintile,Rural regions,Not Working,0.25259,217,904,0.22425,0.28093
1992,4th Quintile,Urban regions,Full Time,0.44070,1061,1881,0.41826,0.46314
1992,4th Quintile,Urban regions,Part Time,0.15761,350,1881,0.14114,0.17408
1992,4th Quintile,Urban regions,Not Working,0.26066,470,1881,0.24082,0.28051
1992,4th Quintile,Rural regions,Full Time,0.46715,421,709,0.43040,0.50390
1992,4th Quintile,Rural regions,Part Time,0.16578,132,709,0.13839,0.19318
1992,4th Quintile,Rural regions,Not Working,0.23232,156,709,0.20121,0.26342
1992,5th Quintile,Urban regions,Full Time,0.53830,1214,1954,0.51618,0.56041
1992,5th Quintile,Urban regions,Part Time,0.15204,340,1954,0.13612,0.16797
1992,5th Quintile,Urban regions,Not Working,0.21431,400,1954,0.19612,0.23251
1992,5th Quintile,Rural regions,Full Time,0.57347,292,433,0.52684,0.62011
1992,5th Quintile,Rural regions,Part Time,0.16089,82,433,0.12624,0.19554
1992,5th Quintile,Rural regions,Not Working,0.14339,59,433,0.11034,0.17644
1993,1st Quintile,Urban regions,Full Time,0.15045,351,1441,0.13199,0.16892
1993,1st Quintile,Urban regions,Part Time,0.12494,246,1441,0.10787,0.14202
1993,1st Quintile,Urban regions,Not Working,0.48979,844,1441,0.46397,0.51561
1993,1st Quintile,Rural regions,Full Time,0.14795,295,1156,0.12748,0.16843
1993,1st Quintile,Rural regions,Part Time,0.13025,215,1156,0.11084,0.14966
1993,1st Quintile,Rural regions,Not Working,0.52445,646,1156,0.49565,0.55325
1993,2nd Quintile,Urban regions,Full Time,0.24689,645,1668,0.22619,0.26759
1993,2nd Quintile,Urban regions,Part Time,0.12929,315,1668,0.11319,0.14540
1993,2nd Quintile,Urban regions,Not Working,0.40488,708,1668,0.38132,0.42844
1993,2nd Quintile,Rural regions,Full Time,0.30913,541,1166,0.28260,0.33567
1993,2nd Quintile,Rural regions,Part Time,0.14364,220,1166,0.12350,0.16378
1993,2nd Quintile,Rural regions,Not Working,0.31880,405,1166,0.29204,0.34556
1993,3rd Quintile,Urban regions,Full Time,0.34268,864,1709,0.32017,0.36519
1993,3rd Quintile,Urban regions,Part Time,0.14883,332,1709,0.13195,0.16571
1993,3rd Quintile,Urban regions,Not Working,0.30718,513,1709,0.28530,0.32906
1993,3rd Quintile,Rural regions,Full Time,0.39886,548,970,0.36803,0.42969
1993,3rd Quintile,Rural regions,Part Time,0.13533,168,970,0.11379,0.15687
1993,3rd Quintile,Rural regions,Not Working,0.27685,254,970,0.24868,0.30502
1993,4th Quintile,Urban regions,Full Time,0.44821,1045,1859,0.42560,0.47082
1993,4th Quintile,Urban regions,Part Time,0.15595,360,1859,0.13945,0.17245
1993,4th Quintile,Urban regions,Not Working,0.24948,454,1859,0.22980,0.26915
1993,4th Quintile,Rural regions,Full Time,0.46500,451,749,0.42925,0.50074
1993,4th Quintile,Rural regions,Part Time,0.16364,146,749,0.13713,0.19015
1993,4th Quintile,Rural regions,Not Working,0.23444,152,749,0.20408,0.26480
1993,5th Quintile,Urban regions,Full Time,0.54793,1213,1931,0.52573,0.57014
1993,5th Quintile,Urban regions,Part Time,0.16441,354,1931,0.14788,0.18095
1993,5th Quintile,Urban regions,Not Working,0.19063,364,1931,0.17310,0.20815
1993,5th Quintile,Rural regions,Full Time,0.55191,295,452,0.50601,0.59780
1993,5th Quintile,Rural regions,Part Time,0.18183,95,452,0.14623,0.21743
1993,5th Quintile,Rural regions,Not Working,0.15314,62,452,0.11991,0.18638
1994,1st Quintile,Urban regions,Full Time,0.14153,354,1540,0.12411,0.15894
1994,1st Quintile,Urban regions,Part Time,0.12789,282,1540,0.11121,0.14458
1994,1st Quintile,Urban regions,Not Working,0.49642,904,1540,0.47144,0.52140
1994,1st Quintile,Rural regions,Full Time,0.14488,232,981,0.12284,0.16691
1994,1st Quintile,Rural regions,Part Time,0.12722,190,981,0.10635,0.14808
1994,1st Quintile,Rural regions,Not Working,0.50818,559,981,0.47688,0.53948
1994,2nd Quintile,Urban regions,Full Time,0.23844,612,1621,0.21769,0.25919
1994,2nd Quintile,Urban regions,Part Time,0.12824,301,1621,0.11196,0.14453
1994,2nd Quintile,Urban regions,Not Working,0.41145,708,1621,0.38749,0.43542
1994,2nd Quintile,Rural regions,Full Time,0.26752,445,1046,0.24068,0.29436
1994,2nd Quintile,Rural regions,Part Time,0.15069,193,1046,0.12900,0.17238
1994,2nd Quintile,Rural regions,Not Working,0.35252,408,1046,0.32356,0.38149
1994,3rd Quintile,Urban regions,Full Time,0.33238,809,1671,0.30979,0.35498
1994,3rd Quintile,Urban regions,Part Time,0.14467,308,1671,0.12780,0.16154
1994,3rd Quintile,Urban regions,Not Working,0.33312,554,1671,0.31051,0.35573
1994,3rd Quintile,Rural regions,Full Time,0.37371,557,1043,0.34433,0.40308
1994,3rd Quintile,Rural regions,Part Time,0.15112,192,1043,0.12938,0.17287
1994,3rd Quintile,Rural regions,Not Working,0.30514,294,1043,0.27718,0.33310
1994,4th Quintile,Urban regions,Full Time,0.44898,985,1772,0.42581,0.47215
1994,4th Quintile,Urban regions,Part Time,0.14727,325,1772,0.13077,0.16377
1994,4th Quintile,Urban regions,Not Working,0.25855,462,1772,0.23816,0.27894
1994,4th Quintile,Rural regions,Full Time,0.44990,453,770,0.41474,0.48506
1994,4th Quintile,Rural regions,Part Time,0.14128,123,770,0.11666,0.16589
1994,4th Quintile,Rural regions,Not Working,0.24424,194,770,0.21387,0.27461
1994,5th Quintile,Urban regions,Full Time,0.53092,1142,1869,0.50829,0.55356
1994,5th Quintile,Urban regions,Part Time,0.16452,352,1869,0.14770,0.18133
1994,5th Quintile,Urban regions,Not Working,0.20453,375,1869,0.18624,0.22282
1994,5th Quintile,Rural regions,Full Time,0.57138,377,554,0.53013,0.61263
1994,5th Quintile,Rural regions,Part Time,0.15786,96,554,0.12747,0.18825
1994,5th Quintile,Rural regions,Not Working,0.16628,81,554,0.13525,0.19732
1995,1st Quintile,Urban regions,Full Time,0.12911,337,1618,0.11276,0.14545
1995,1st Quintile,Urban regions,Part Time,0.14547,325,1618,0.12828,0.16265
1995,1st Quintile,Urban regions,Not Working,0.47215,956,1618,0.44781,0.49648
1995,1st Quintile,Rural regions,Full Time,0.15085,236,922,0.12773,0.17396
1995,1st Quintile,Rural regions,Part Time,0.13145,188,922,0.10963,0.15328
1995,1st Quintile,Rural regions,Not Working,0.45412,498,922,0.42197,0.48628
1995,2nd Quintile,Urban regions,Full Time,0.22300,640,1808,0.20381,0.24220
1995,2nd Quintile,Urban regions,Part Time,0.13476,366,1808,0.11901,0.15050
1995,2nd Quintile,Urban regions,Not Working,0.42617,802,1808,0.40337,0.44897
1995,2nd Quintile,Rural regions,Full Time,0.24237,398,1078,0.21678,0.26796
1995,2nd Quintile,Rural regions,Part Time,0.13910,207,1078,0.11844,0.15977
1995,2nd Quintile,Rural regions,Not Working,0.41739,473,1078,0.38794,0.44684
1995,3rd Quintile,Urban regions,Full Time,0.31575,769,1681,0.29352,0.33798
1995,3rd Quintile,Urban regions,Part Time,0.16535,371,1681,0.14758,0.18311
1995,3rd Quintile,Urban regions,Not Working,0.34173,541,1681,0.31905,0.36441
1995,3rd Quintile,Rural regions,Full Time,0.34698,537,1042,0.31806,0.37590
1995,3rd Quintile,Rural regions,Part Time,0.13951,183,1042,0.11846,0.16056
1995,3rd Quintile,Rural regions,Not Working,0.31081,322,1042,0.28269,0.33892
1995,4th Quintile,Urban regions,Full Time,0.40852,937,1768,0.38560,0.43144
1995,4th Quintile,Urban regions,Part Time,0.17603,368,1768,0.15827,0.19379
1995,4th Quintile,Urban regions,Not Working,0.27351,463,1768,0.25272,0.29429
1995,4th Quintile,Rural regions,Full Time,0.45121,536,896,0.41861,0.48381
1995,4th Quintile,Rural regions,Part Time,0.17004,159,896,0.14542,0.19465
1995,4th Quintile,Rural regions,Not Working,0.25385,201,896,0.22534,0.28236
1995,5th Quintile,Urban regions,Full Time,0.51770,1100,1859,0.49498,0.54042
1995,5th Quintile,Urban regions,Part Time,0.15670,338,1859,0.14017,0.17323
1995,5th Quintile,Urban regions,Not Working,0.22800,421,1859,0.20893,0.24708
1995,5th Quintile,Rural regions,Full Time,0.53597,404,610,0.49636,0.57558
1995,5th Quintile,Rural regions,Part Time,0.15044,96,610,0.12204,0.17883
1995,5th Quintile,Rural regions,Not Working,0.19735,110,610,0.16574,0.22896
1996,1st Quintile,Urban regions,Full Time,0.13629,379,1674,0.11985,0.15273
1996,1st Quintile,Urban regions,Part Time,0.15520,371,1674,0.13785,0.17255
1996,1st Quintile,Urban regions,Not Working,0.46124,924,1674,0.43736,0.48513
1996,1st Quintile,Rural regions,Full Time,0.16213,231,901,0.13805,0.18621
1996,1st Quintile,Rural regions,Part Time,0.14675,210,901,0.12363,0.16987
1996,1st Quintile,Rural regions,Not Working,0.45864,460,901,0.42609,0.49120
1996,2nd Quintile,Urban regions,Full Time,0.22973,592,1690,0.20966,0.24979
1996,2nd Quintile,Urban regions,Part Time,0.14610,371,1690,0.12926,0.16295
