year,age_gr,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,Primary Level,Not Working,0.42495,121,320,0.37070,0.47920
1985,30-45 y.,Lower Secondary Level,Full Time,0.36389,316,679,0.32768,0.40011
1985,30-45 y.,Lower Secondary Level,Part Time,0.25394,139,679,0.22118,0.28671
1985,30-45 y.,Lower Secondary Level,Not Working,0.38216,224,679,0.34559,0.41874
1985,30-45 y.,Upper Secondary Level,Full Time,0.57391,1015,1761,0.55081,0.59701
1985,30-45 y.,Upper Secondary Level,Part Time,0.21516,365,1761,0.19596,0.23436
1985,30-45 y.,Upper Secondary Level,Not Working,0.21093,381,1761,0.19187,0.22999
1985,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.54226,54,54,0.40813,0.67640
1985,30-45 y.,First Stage of Tertiary Education,Full Time,0.67176,155,233,0.61134,0.73218
1985,30-45 y.,First Stage of Tertiary Education,Part Time,0.17967,43,233,0.13027,0.22907
1985,30-45 y.,First Stage of Tertiary Education,Not Working,0.14857,35,233,0.10280,0.19434
1985,30-45 y.,Second Stage of Tertiary Education,Full Time,0.70887,253,363,0.66208,0.75567
1985,30-45 y.,Second Stage of Tertiary Education,Part Time,0.19756,74,363,0.15655,0.23858
1985,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09356,36,363,0.06356,0.12356
1985,46-65 y.,Primary Level,Full Time,0.49459,186,337,0.44113,0.54805
1985,46-65 y.,Primary Level,Part Time,0.09295,34,337,0.06190,0.12400
1985,46-65 y.,Primary Level,Not Working,0.41246,117,337,0.35982,0.46510
1985,46-65 y.,Lower Secondary Level,Full Time,0.25793,321,999,0.23079,0.28508
1985,46-65 y.,Lower Secondary Level,Part Time,0.16956,165,999,0.14627,0.19284
1985,46-65 y.,Lower Secondary Level,Not Working,0.57251,513,999,0.54182,0.60320
1985,46-65 y.,Upper Secondary Level,Full Time,0.49019,769,1475,0.46467,0.51571
1985,46-65 y.,Upper Secondary Level,Part Time,0.14323,207,1475,0.12535,0.16112
1985,46-65 y.,Upper Secondary Level,Not Working,0.36658,499,1475,0.34198,0.39118
1985,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.66746,42,42,0.52325,0.81167
1985,46-65 y.,First Stage of Tertiary Education,Full Time,0.61168,123,167,0.53754,0.68583
1985,46-65 y.,First Stage of Tertiary Education,Not Working,0.23629,44,167,0.17166,0.30091
1985,46-65 y.,Second Stage of Tertiary Education,Full Time,0.70260,155,191,0.63760,0.76760
1985,46-65 y.,Second Stage of Tertiary Education,Not Working,0.17778,36,191,0.12342,0.23215
1985,66 and older,Lower Secondary Level,Not Working,0.97757,413,413,0.96327,0.99187
1985,66 and older,Upper Secondary Level,Not Working,0.96640,496,496,0.95053,0.98228
1985,66 and older,First Stage of Tertiary Education,Not Working,0.89514,71,71,0.82337,0.96691
1985,66 and older,Second Stage of Tertiary Education,Not Working,0.94544,51,51,0.88249,1.00840
1986,17-29 y.,Pre-primary Level,Not Working,0.95500,183,183,0.92489,0.98512
1986,17-29 y.,Primary Level,Full Time,0.31490,47,133,0.23566,0.39413
1986,17-29 y.,Primary Level,Not Working,0.46434,86,133,0.37926,0.54942
1986,17-29 y.,Lower Secondary Level,Full Time,0.42384,379,948,0.39236,0.45531
1986,17-29 y.,Lower Secondary Level,Part Time,0.25254,240,948,0.22487,0.28022
1986,17-29 y.,Lower Secondary Level,Not Working,0.32362,329,948,0.29382,0.35341
1986,17-29 y.,Upper Secondary Level,Full Time,0.54535,768,1395,0.51921,0.57148
1986,17-29 y.,Upper Secondary Level,Part Time,0.22969,309,1395,0.20761,0.25178
1986,17-29 y.,Upper Secondary Level,Not Working,0.22496,318,1395,0.20304,0.24688
1986,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46239,50,50,0.32279,0.60200
1986,17-29 y.,First Stage of Tertiary Education,Full Time,0.56881,57,57,0.43910,0.69852
1986,17-29 y.,Second Stage of Tertiary Education,Full Time,0.54395,48,48,0.40155,0.68634
1986,30-45 y.,Primary Level,Full Time,0.43004,136,280,0.37194,0.48813
1986,30-45 y.,Primary Level,Part Time,0.13344,35,280,0.09354,0.17334
1986,30-45 y.,Primary Level,Not Working,0.43652,109,280,0.37833,0.49472
1986,30-45 y.,Lower Secondary Level,Full Time,0.37662,292,617,0.33836,0.41489
1986,30-45 y.,Lower Secondary Level,Part Time,0.25778,136,617,0.22324,0.29233
1986,30-45 y.,Lower Secondary Level,Not Working,0.36560,189,617,0.32756,0.40363
1986,30-45 y.,Upper Secondary Level,Full Time,0.57954,958,1657,0.55577,0.60332
1986,30-45 y.,Upper Secondary Level,Part Time,0.20894,335,1657,0.18935,0.22852
1986,30-45 y.,Upper Secondary Level,Not Working,0.21152,364,1657,0.19185,0.23119
1986,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.65496,66,66,0.53939,0.77053
1986,30-45 y.,First Stage of Tertiary Education,Full Time,0.63694,134,215,0.57251,0.70137
1986,30-45 y.,First Stage of Tertiary Education,Part Time,0.19992,46,215,0.14633,0.25351
1986,30-45 y.,First Stage of Tertiary Education,Not Working,0.16314,35,215,0.11364,0.21265
1986,30-45 y.,Second Stage of Tertiary Education,Full Time,0.69486,258,376,0.64825,0.74146
1986,30-45 y.,Second Stage of Tertiary Education,Part Time,0.20748,80,376,0.16644,0.24852
1986,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09766,38,376,0.06761,0.12771
1986,46-65 y.,Primary Level,Full Time,0.49756,165,317,0.44243,0.55269
1986,46-65 y.,Primary Level,Part Time,0.12557,40,317,0.08904,0.16211
1986,46-65 y.,Primary Level,Not Working,0.37686,112,317,0.32343,0.43030
1986,46-65 y.,Lower Secondary Level,Full Time,0.27954,330,949,0.25098,0.30811
1986,46-65 y.,Lower Secondary Level,Part Time,0.15729,145,949,0.13412,0.18047
1986,46-65 y.,Lower Secondary Level,Not Working,0.56316,474,949,0.53159,0.59474
1986,46-65 y.,Upper Secondary Level,Full Time,0.48603,762,1467,0.46045,0.51162
1986,46-65 y.,Upper Secondary Level,Part Time,0.14907,219,1467,0.13084,0.16730
1986,46-65 y.,Upper Secondary Level,Not Working,0.36490,486,1467,0.34026,0.38954
1986,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.52746,32,32,0.35171,0.70321
1986,46-65 y.,First Stage of Tertiary Education,Full Time,0.63330,126,172,0.56107,0.70553
1986,46-65 y.,First Stage of Tertiary Education,Not Working,0.26552,46,172,0.19933,0.33171
1986,46-65 y.,Second Stage of Tertiary Education,Full Time,0.71648,163,198,0.65354,0.77942
1986,46-65 y.,Second Stage of Tertiary Education,Not Working,0.16642,35,198,0.11441,0.21843
1986,66 and older,Lower Secondary Level,Not Working,0.97565,382,382,0.96017,0.99113
1986,66 and older,Upper Secondary Level,Not Working,0.97102,458,458,0.95565,0.98640
1986,66 and older,First Stage of Tertiary Education,Not Working,0.93884,68,68,0.88146,0.99622
1986,66 and older,Second Stage of Tertiary Education,Not Working,0.92364,47,47,0.84689,1.00039
1987,17-29 y.,Pre-primary Level,Not Working,0.91013,179,179,0.86811,0.95214
1987,17-29 y.,Primary Level,Full Time,0.35843,40,136,0.27754,0.43932
1987,17-29 y.,Primary Level,Part Time,0.27997,35,136,0.20423,0.35570
1987,17-29 y.,Primary Level,Not Working,0.36161,61,136,0.28056,0.44265
1987,17-29 y.,Lower Secondary Level,Full Time,0.46624,392,924,0.43406,0.49842
1987,17-29 y.,Lower Secondary Level,Part Time,0.24604,225,924,0.21826,0.27383
1987,17-29 y.,Lower Secondary Level,Not Working,0.28772,307,924,0.25851,0.31692
1987,17-29 y.,Upper Secondary Level,Full Time,0.57243,803,1398,0.54649,0.59838
1987,17-29 y.,Upper Secondary Level,Part Time,0.24871,327,1398,0.22604,0.27138
1987,17-29 y.,Upper Secondary Level,Not Working,0.17885,268,1398,0.15876,0.19895
1987,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46405,53,53,0.32850,0.59960
1987,17-29 y.,First Stage of Tertiary Education,Full Time,0.53362,44,77,0.42146,0.64578
1987,17-29 y.,First Stage of Tertiary Education,Part Time,0.35992,33,77,0.25201,0.46783
1987,17-29 y.,Second Stage of Tertiary Education,Full Time,0.42875,39,70,0.31197,0.54552
1987,17-29 y.,Second Stage of Tertiary Education,Part Time,0.33709,31,70,0.22555,0.44863
1987,30-45 y.,Primary Level,Full Time,0.43354,135,276,0.37497,0.49212
1987,30-45 y.,Primary Level,Part Time,0.18709,46,276,0.14100,0.23318
1987,30-45 y.,Primary Level,Not Working,0.37936,95,276,0.32201,0.43671
1987,30-45 y.,Lower Secondary Level,Full Time,0.42011,291,588,0.38018,0.46004
1987,30-45 y.,Lower Secondary Level,Part Time,0.25142,125,588,0.21632,0.28651
1987,30-45 y.,Lower Secondary Level,Not Working,0.32847,172,588,0.29048,0.36647
1987,30-45 y.,Upper Secondary Level,Full Time,0.60890,973,1601,0.58498,0.63281
1987,30-45 y.,Upper Secondary Level,Part Time,0.18739,288,1601,0.16826,0.20651
1987,30-45 y.,Upper Secondary Level,Not Working,0.20372,340,1601,0.18398,0.22345
1987,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.67787,64,64,0.56248,0.79326
1987,30-45 y.,First Stage of Tertiary Education,Full Time,0.62337,132,216,0.55861,0.68814
1987,30-45 y.,First Stage of Tertiary Education,Part Time,0.21851,47,216,0.16327,0.27375
1987,30-45 y.,First Stage of Tertiary Education,Not Working,0.15811,37,216,0.10934,0.20688
1987,30-45 y.,Second Stage of Tertiary Education,Full Time,0.70007,246,364,0.65293,0.74721
1987,30-45 y.,Second Stage of Tertiary Education,Part Time,0.20290,82,364,0.16153,0.24428
1987,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09703,36,364,0.06658,0.12748
1987,46-65 y.,Primary Level,Full Time,0.52832,172,322,0.47371,0.58293
1987,46-65 y.,Primary Level,Part Time,0.08689,32,322,0.05608,0.11770
1987,46-65 y.,Primary Level,Not Working,0.38479,118,322,0.33156,0.43801
1987,46-65 y.,Lower Secondary Level,Full Time,0.28274,322,919,0.25361,0.31187
1987,46-65 y.,Lower Secondary Level,Part Time,0.19095,163,919,0.16552,0.21638
1987,46-65 y.,Lower Secondary Level,Not Working,0.52631,434,919,0.49401,0.55861
1987,46-65 y.,Upper Secondary Level,Full Time,0.49271,769,1471,0.46715,0.51827
1987,46-65 y.,Upper Secondary Level,Part Time,0.14513,208,1471,0.12713,0.16314
1987,46-65 y.,Upper Secondary Level,Not Working,0.36216,494,1471,0.33759,0.38673
1987,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.59409,35,35,0.42903,0.75916
1987,46-65 y.,First Stage of Tertiary Education,Full Time,0.64851,128,173,0.57715,0.71986
1987,46-65 y.,First Stage of Tertiary Education,Not Working,0.25186,45,173,0.18699,0.31673
1987,46-65 y.,Second Stage of Tertiary Education,Full Time,0.66980,158,230,0.60889,0.73071
1987,46-65 y.,Second Stage of Tertiary Education,Part Time,0.14965,33,230,0.10345,0.19585
1987,46-65 y.,Second Stage of Tertiary Education,Not Working,0.18055,39,230,0.13073,0.23037
1987,66 and older,Lower Secondary Level,Not Working,0.97026,390,390,0.95337,0.98714
1987,66 and older,Upper Secondary Level,Not Working,0.97472,486,486,0.96076,0.98869
1987,66 and older,First Stage of Tertiary Education,Not Working,0.96719,66,66,0.92388,1.01050
1987,66 and older,Second Stage of Tertiary Education,Not Working,0.86854,48,48,0.77193,0.96514
1988,17-29 y.,No answer / don't know,Full Time,0.40780,37,37,0.24727,0.56833
1988,17-29 y.,Pre-primary Level,Not Working,0.94799,155,155,0.91292,0.98306
1988,17-29 y.,Primary Level,Full Time,0.31536,42,109,0.22773,0.40300
1988,17-29 y.,Primary Level,Not Working,0.52173,67,109,0.42751,0.61594
1988,17-29 y.,Lower Secondary Level,Full Time,0.44526,386,916,0.41306,0.47746
1988,17-29 y.,Lower Secondary Level,Part Time,0.26334,239,916,0.23480,0.29188
1988,17-29 y.,Lower Secondary Level,Not Working,0.29140,291,916,0.26196,0.32084
1988,17-29 y.,Upper Secondary Level,Full Time,0.56800,754,1312,0.54118,0.59481
1988,17-29 y.,Upper Secondary Level,Part Time,0.25184,310,1312,0.22835,0.27534
1988,17-29 y.,Upper Secondary Level,Not Working,0.18016,248,1312,0.15936,0.20097
1988,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.54251,57,57,0.41203,0.67300
1988,17-29 y.,First Stage of Tertiary Education,Full Time,0.55304,43,43,0.40268,0.70340
1988,17-29 y.,Second Stage of Tertiary Education,Full Time,0.48552,36,36,0.31994,0.65110
1988,30-45 y.,Primary Level,Full Time,0.43194,113,238,0.36887,0.49500
1988,30-45 y.,Primary Level,Part Time,0.15968,42,238,0.11304,0.20631
1988,30-45 y.,Primary Level,Not Working,0.40839,83,238,0.34581,0.47097
1988,30-45 y.,Lower Secondary Level,Full Time,0.40747,251,534,0.36575,0.44918
1988,30-45 y.,Lower Secondary Level,Part Time,0.29011,138,534,0.25158,0.32864
1988,30-45 y.,Lower Secondary Level,Not Working,0.30242,145,534,0.26343,0.34142
1988,30-45 y.,Upper Secondary Level,Full Time,0.60101,900,1505,0.57626,0.62576
1988,30-45 y.,Upper Secondary Level,Part Time,0.21170,309,1505,0.19105,0.23235
1988,30-45 y.,Upper Secondary Level,Not Working,0.18729,296,1505,0.16757,0.20700
1988,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.60955,56,56,0.48062,0.73848
1988,30-45 y.,First Stage of Tertiary Education,Full Time,0.64869,130,211,0.58413,0.71326
1988,30-45 y.,First Stage of Tertiary Education,Part Time,0.18279,43,211,0.13051,0.23506
1988,30-45 y.,First Stage of Tertiary Education,Not Working,0.16852,38,211,0.11789,0.21915
1988,30-45 y.,Second Stage of Tertiary Education,Full Time,0.65998,223,343,0.60977,0.71019
1988,30-45 y.,Second Stage of Tertiary Education,Part Time,0.24897,87,343,0.20314,0.29480
1988,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09105,33,343,0.06056,0.12154
1988,46-65 y.,Primary Level,Full Time,0.41732,139,308,0.36215,0.47248
1988,46-65 y.,Primary Level,Part Time,0.12260,38,308,0.08591,0.15929
1988,46-65 y.,Primary Level,Not Working,0.46008,131,308,0.40433,0.51584
1988,46-65 y.,Lower Secondary Level,Full Time,0.27895,310,890,0.24947,0.30843
1988,46-65 y.,Lower Secondary Level,Part Time,0.21111,181,890,0.18428,0.23793
1988,46-65 y.,Lower Secondary Level,Not Working,0.50994,399,890,0.47708,0.54280
1988,46-65 y.,Upper Secondary Level,Full Time,0.50031,750,1430,0.47439,0.52624
1988,46-65 y.,Upper Secondary Level,Part Time,0.14361,207,1430,0.12542,0.16179
1988,46-65 y.,Upper Secondary Level,Not Working,0.35608,473,1430,0.33126,0.38091
1988,46-65 y.,First Stage of Tertiary Education,Full Time,0.64729,120,157,0.57230,0.72227
1988,46-65 y.,First Stage of Tertiary Education,Not Working,0.22485,37,157,0.15934,0.29037
1988,46-65 y.,Second Stage of Tertiary Education,Full Time,0.67224,161,227,0.61104,0.73344
1988,46-65 y.,Second Stage of Tertiary Education,Part Time,0.17314,33,227,0.12381,0.22247
1988,46-65 y.,Second Stage of Tertiary Education,Not Working,0.15462,33,227,0.10748,0.20176
1988,66 and older,Lower Secondary Level,Not Working,0.97174,365,365,0.95472,0.98877
1988,66 and older,Upper Secondary Level,Not Working,0.96714,479,479,0.95116,0.98312
1988,66 and older,First Stage of Tertiary Education,Not Working,0.95520,65,65,0.90452,1.00588
1988,66 and older,Second Stage of Tertiary Education,Not Working,0.81866,44,44,0.70350,0.93383
1989,17-29 y.,No answer / don't know,Full Time,0.35700,36,36,0.19827,0.51573
1989,17-29 y.,Pre-primary Level,Not Working,0.88344,156,156,0.83293,0.93396
1989,17-29 y.,Primary Level,Full Time,0.26392,34,97,0.17575,0.35209
1989,17-29 y.,Primary Level,Not Working,0.51971,63,97,0.41977,0.61965
1989,17-29 y.,Lower Secondary Level,Full Time,0.45369,393,858,0.42036,0.48703
1989,17-29 y.,Lower Secondary Level,Part Time,0.25274,198,858,0.22364,0.28183
1989,17-29 y.,Lower Secondary Level,Not Working,0.29357,267,858,0.26308,0.32406
1989,17-29 y.,Upper Secondary Level,Full Time,0.59111,774,1309,0.56447,0.61776
1989,17-29 y.,Upper Secondary Level,Part Time,0.21442,282,1309,0.19218,0.23666
1989,17-29 y.,Upper Secondary Level,Not Working,0.19447,253,1309,0.17302,0.21592
1989,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.54129,67,67,0.42107,0.66150
1989,17-29 y.,First Stage of Tertiary Education,Full Time,0.65343,50,50,0.52018,0.78667
1989,17-29 y.,Second Stage of Tertiary Education,Full Time,0.37879,32,32,0.20802,0.54955
1989,30-45 y.,Primary Level,Full Time,0.42669,103,219,0.36103,0.49235
1989,30-45 y.,Primary Level,Part Time,0.16238,39,219,0.11343,0.21134
1989,30-45 y.,Primary Level,Not Working,0.41093,77,219,0.34561,0.47624
1989,30-45 y.,Lower Secondary Level,Full Time,0.42237,246,498,0.37894,0.46579
1989,30-45 y.,Lower Secondary Level,Part Time,0.27720,115,498,0.23785,0.31655
1989,30-45 y.,Lower Secondary Level,Not Working,0.30043,137,498,0.26013,0.34074
1989,30-45 y.,Upper Secondary Level,Full Time,0.61122,878,1464,0.58624,0.63620
1989,30-45 y.,Upper Secondary Level,Part Time,0.20598,309,1464,0.18526,0.22671
1989,30-45 y.,Upper Secondary Level,Not Working,0.18279,277,1464,0.16299,0.20260
1989,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.63337,58,58,0.50827,0.75847
1989,30-45 y.,First Stage of Tertiary Education,Full Time,0.64424,127,199,0.57755,0.71092
1989,30-45 y.,First Stage of Tertiary Education,Part Time,0.21317,41,199,0.15613,0.27022
1989,30-45 y.,First Stage of Tertiary Education,Not Working,0.14259,31,199,0.09389,0.19129
1989,30-45 y.,Second Stage of Tertiary Education,Full Time,0.73366,240,338,0.68647,0.78086
1989,30-45 y.,Second Stage of Tertiary Education,Part Time,0.16305,67,338,0.12361,0.20249
1989,30-45 y.,Second Stage of Tertiary Education,Not Working,0.10329,31,338,0.07080,0.13578
1989,46-65 y.,Primary Level,Full Time,0.41554,129,300,0.35968,0.47140
1989,46-65 y.,Primary Level,Part Time,0.11668,38,300,0.08029,0.15307
1989,46-65 y.,Primary Level,Not Working,0.46778,133,300,0.41123,0.52434
1989,46-65 y.,Lower Secondary Level,Full Time,0.29198,307,836,0.26114,0.32282
1989,46-65 y.,Lower Secondary Level,Part Time,0.20009,159,836,0.17295,0.22722
1989,46-65 y.,Lower Secondary Level,Not Working,0.50793,370,836,0.47402,0.54184
1989,46-65 y.,Upper Secondary Level,Full Time,0.49998,726,1378,0.47357,0.52639
1989,46-65 y.,Upper Secondary Level,Part Time,0.14353,196,1378,0.12501,0.16205
1989,46-65 y.,Upper Secondary Level,Not Working,0.35650,456,1378,0.33120,0.38179
1989,46-65 y.,First Stage of Tertiary Education,Full Time,0.63217,109,146,0.55368,0.71066
1989,46-65 y.,First Stage of Tertiary Education,Not Working,0.24451,37,146,0.17455,0.31446
1989,46-65 y.,Second Stage of Tertiary Education,Full Time,0.67630,158,226,0.61517,0.73744
1989,46-65 y.,Second Stage of Tertiary Education,Part Time,0.17041,36,226,0.12128,0.21954
1989,46-65 y.,Second Stage of Tertiary Education,Not Working,0.15328,32,226,0.10621,0.20036
1989,66 and older,Lower Secondary Level,Not Working,0.96626,363,363,0.94765,0.98486
1989,66 and older,Upper Secondary Level,Not Working,0.97098,458,458,0.95559,0.98637
1989,66 and older,First Stage of Tertiary Education,Not Working,0.91777,62,62,0.84883,0.98671
1989,66 and older,Second Stage of Tertiary Education,Not Working,0.87108,46,46,0.77316,0.96899
1990,17-29 y.,No answer / don't know,Full Time,0.31181,31,68,0.20089,0.42273
1990,17-29 y.,No answer / don't know,Not Working,0.39086,37,68,0.27402,0.50770
1990,17-29 y.,Pre-primary Level,Not Working,0.89929,147,147,0.85047,0.94811
1990,17-29 y.,Primary Level,Full Time,0.40465,39,95,0.30542,0.50387
1990,17-29 y.,Primary Level,Not Working,0.40483,56,95,0.30560,0.50407
1990,17-29 y.,Lower Secondary Level,Full Time,0.47106,371,796,0.43636,0.50576
1990,17-29 y.,Lower Secondary Level,Part Time,0.26082,195,796,0.23030,0.29134
1990,17-29 y.,Lower Secondary Level,Not Working,0.26812,230,796,0.23733,0.29891
1990,17-29 y.,Upper Secondary Level,Full Time,0.59050,759,1266,0.56340,0.61759
1990,17-29 y.,Upper Secondary Level,Part Time,0.23793,286,1266,0.21447,0.26140
1990,17-29 y.,Upper Secondary Level,Not Working,0.17157,221,1266,0.15080,0.19235
1990,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.50904,60,93,0.40688,0.61119
1990,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.28963,33,93,0.19694,0.38232
1990,17-29 y.,First Stage of Tertiary Education,Full Time,0.70722,56,56,0.58696,0.82748
1990,17-29 y.,Second Stage of Tertiary Education,Full Time,0.48924,36,36,0.32363,0.65485
1990,30-45 y.,Primary Level,Full Time,0.38918,89,200,0.32144,0.45693
1990,30-45 y.,Primary Level,Part Time,0.20209,45,200,0.14630,0.25789
1990,30-45 y.,Primary Level,Not Working,0.40872,66,200,0.34042,0.47702
1990,30-45 y.,Lower Secondary Level,Full Time,0.44000,252,492,0.39610,0.48391
1990,30-45 y.,Lower Secondary Level,Part Time,0.30070,121,492,0.26014,0.34126
