year,bula_h,quintil_oecd,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,4th Quintile,Full Time,0.51384,299,494,0.46972,0.55796
1984,Baden-Wuerttemberg,4th Quintile,Part Time,0.14901,68,494,0.11757,0.18044
1984,Baden-Wuerttemberg,4th Quintile,Not Working,0.33715,127,494,0.29542,0.37888
1984,Baden-Wuerttemberg,5th Quintile,Full Time,0.61699,297,441,0.57157,0.66241
1984,Baden-Wuerttemberg,5th Quintile,Part Time,0.12437,57,441,0.09354,0.15521
1984,Baden-Wuerttemberg,5th Quintile,Not Working,0.25864,87,441,0.21772,0.29955
1984,Bavaria,1st Quintile,Full Time,0.23276,120,386,0.19055,0.27498
1984,Bavaria,1st Quintile,Part Time,0.14887,62,386,0.11331,0.18443
1984,Bavaria,1st Quintile,Not Working,0.61836,204,386,0.56984,0.66689
1984,Bavaria,2nd Quintile,Full Time,0.35856,163,417,0.31247,0.40464
1984,Bavaria,2nd Quintile,Part Time,0.16298,73,417,0.12749,0.19847
1984,Bavaria,2nd Quintile,Not Working,0.47847,181,417,0.43046,0.52647
1984,Bavaria,3rd Quintile,Full Time,0.42270,213,435,0.37622,0.46917
1984,Bavaria,3rd Quintile,Part Time,0.18080,78,435,0.14460,0.21701
1984,Bavaria,3rd Quintile,Not Working,0.39650,144,435,0.35048,0.44252
1984,Bavaria,4th Quintile,Full Time,0.49085,231,416,0.44275,0.53894
1984,Bavaria,4th Quintile,Part Time,0.17985,73,416,0.14290,0.21681
1984,Bavaria,4th Quintile,Not Working,0.32930,112,416,0.28409,0.37452
1984,Bavaria,5th Quintile,Full Time,0.60760,273,431,0.56145,0.65375
1984,Bavaria,5th Quintile,Part Time,0.17270,73,431,0.13697,0.20842
1984,Bavaria,5th Quintile,Not Working,0.21970,85,431,0.18057,0.25884
1984,Berlin,1st Quintile,Not Working,0.66185,34,34,0.50044,0.82326
1984,Berlin,3rd Quintile,Full Time,0.42695,55,90,0.32418,0.52971
1984,Berlin,3rd Quintile,Not Working,0.41963,35,90,0.31710,0.52216
1984,Berlin,4th Quintile,Full Time,0.50333,45,45,0.35559,0.65107
1984,Berlin,5th Quintile,Full Time,0.61065,68,68,0.49389,0.72741
1985,Schleswig-Holstein,1st Quintile,Not Working,0.66942,48,48,0.53493,0.80391
1985,Schleswig-Holstein,2nd Quintile,Not Working,0.55747,37,37,0.39522,0.71972
1985,Schleswig-Holstein,4th Quintile,Full Time,0.51087,38,38,0.34980,0.67194
1985,Schleswig-Holstein,5th Quintile,Full Time,0.59097,42,42,0.44047,0.74147
1985,Hamburg,4th Quintile,Full Time,0.55558,34,34,0.38604,0.72512
1985,Hamburg,5th Quintile,Full Time,0.57098,45,45,0.42474,0.71723
1985,Lower Saxony,1st Quintile,Full Time,0.16657,46,238,0.11913,0.21400
1985,Lower Saxony,1st Quintile,Part Time,0.11085,36,238,0.07088,0.15082
1985,Lower Saxony,1st Quintile,Not Working,0.72258,156,238,0.66558,0.77958
1985,Lower Saxony,2nd Quintile,Full Time,0.26485,55,191,0.20211,0.32760
1985,Lower Saxony,2nd Quintile,Part Time,0.18543,36,191,0.13017,0.24069
1985,Lower Saxony,2nd Quintile,Not Working,0.54972,100,191,0.47897,0.62046
1985,Lower Saxony,3rd Quintile,Full Time,0.41186,107,238,0.34920,0.47452
1985,Lower Saxony,3rd Quintile,Part Time,0.13059,32,238,0.08769,0.17348
1985,Lower Saxony,3rd Quintile,Not Working,0.45756,99,238,0.39413,0.52099
1985,Lower Saxony,4th Quintile,Full Time,0.46589,99,195,0.39569,0.53609
1985,Lower Saxony,4th Quintile,Part Time,0.17011,35,195,0.11724,0.22298
1985,Lower Saxony,4th Quintile,Not Working,0.36400,61,195,0.29629,0.43171
1985,Lower Saxony,5th Quintile,Full Time,0.51526,134,244,0.45242,0.57810
1985,Lower Saxony,5th Quintile,Part Time,0.18402,45,244,0.13530,0.23274
1985,Lower Saxony,5th Quintile,Not Working,0.30072,65,244,0.24306,0.35838
1985,North Rhine-Westphalia,1st Quintile,Full Time,0.19200,171,679,0.16236,0.22165
1985,North Rhine-Westphalia,1st Quintile,Part Time,0.13135,92,679,0.10592,0.15677
1985,North Rhine-Westphalia,1st Quintile,Not Working,0.67665,416,679,0.64144,0.71186
1985,North Rhine-Westphalia,2nd Quintile,Full Time,0.31712,237,622,0.28052,0.35372
1985,North Rhine-Westphalia,2nd Quintile,Part Time,0.16071,97,622,0.13182,0.18959
1985,North Rhine-Westphalia,2nd Quintile,Not Working,0.52217,288,622,0.48289,0.56146
1985,North Rhine-Westphalia,3rd Quintile,Full Time,0.38604,233,522,0.34423,0.42784
1985,North Rhine-Westphalia,3rd Quintile,Part Time,0.15370,86,522,0.12273,0.18467
1985,North Rhine-Westphalia,3rd Quintile,Not Working,0.46026,203,522,0.41746,0.50306
1985,North Rhine-Westphalia,4th Quintile,Full Time,0.46518,305,599,0.42521,0.50516
1985,North Rhine-Westphalia,4th Quintile,Part Time,0.19419,123,599,0.16248,0.22589
1985,North Rhine-Westphalia,4th Quintile,Not Working,0.34063,171,599,0.30265,0.37862
1985,North Rhine-Westphalia,5th Quintile,Full Time,0.59958,339,539,0.55818,0.64099
1985,North Rhine-Westphalia,5th Quintile,Part Time,0.13723,76,539,0.10816,0.16631
1985,North Rhine-Westphalia,5th Quintile,Not Working,0.26318,124,539,0.22597,0.30039
1985,Hesse,1st Quintile,Full Time,0.17293,70,259,0.12678,0.21908
1985,Hesse,1st Quintile,Part Time,0.14891,39,259,0.10547,0.19235
1985,Hesse,1st Quintile,Not Working,0.67816,150,259,0.62115,0.73517
1985,Hesse,2nd Quintile,Full Time,0.30912,74,204,0.24555,0.37270
1985,Hesse,2nd Quintile,Part Time,0.18948,44,204,0.13557,0.24339
1985,Hesse,2nd Quintile,Not Working,0.50140,86,204,0.43262,0.57018
1985,Hesse,3rd Quintile,Full Time,0.39797,99,201,0.33013,0.46581
1985,Hesse,3rd Quintile,Part Time,0.19584,40,201,0.14084,0.25084
1985,Hesse,3rd Quintile,Not Working,0.40619,62,201,0.33813,0.47426
1985,Hesse,4th Quintile,Full Time,0.50825,141,237,0.44447,0.57203
1985,Hesse,4th Quintile,Part Time,0.14022,33,237,0.09592,0.18452
1985,Hesse,4th Quintile,Not Working,0.35153,63,237,0.29061,0.41244
1985,Hesse,5th Quintile,Full Time,0.55597,135,232,0.49189,0.62004
1985,Hesse,5th Quintile,Part Time,0.13976,35,232,0.09505,0.18448
1985,Hesse,5th Quintile,Not Working,0.30427,62,232,0.24494,0.36360
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Full Time,0.21802,46,156,0.15301,0.28302
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Not Working,0.69400,110,156,0.62145,0.76655
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Full Time,0.25219,40,118,0.17350,0.33088
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Working,0.66943,78,118,0.58418,0.75467
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Full Time,0.40177,89,163,0.32627,0.47727
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Working,0.47822,74,163,0.40130,0.55515
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Full Time,0.50470,84,158,0.42649,0.58291
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Part Time,0.20521,32,158,0.14204,0.26838
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Not Working,0.29009,42,158,0.21911,0.36108
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Full Time,0.59084,73,104,0.49589,0.68580
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Not Working,0.25792,31,104,0.17343,0.34241
1985,Baden-Wuerttemberg,1st Quintile,Full Time,0.20930,114,388,0.16877,0.24983
1985,Baden-Wuerttemberg,1st Quintile,Part Time,0.18415,69,388,0.14553,0.22277
1985,Baden-Wuerttemberg,1st Quintile,Not Working,0.60655,205,388,0.55788,0.65522
1985,Baden-Wuerttemberg,2nd Quintile,Full Time,0.35504,181,406,0.30843,0.40164
1985,Baden-Wuerttemberg,2nd Quintile,Part Time,0.16494,65,406,0.12880,0.20109
1985,Baden-Wuerttemberg,2nd Quintile,Not Working,0.48002,160,406,0.43136,0.52868
1985,Baden-Wuerttemberg,3rd Quintile,Full Time,0.43671,239,470,0.39182,0.48160
1985,Baden-Wuerttemberg,3rd Quintile,Part Time,0.19052,92,470,0.15498,0.22606
1985,Baden-Wuerttemberg,3rd Quintile,Not Working,0.37277,139,470,0.32900,0.41653
1985,Baden-Wuerttemberg,4th Quintile,Full Time,0.53574,248,420,0.48798,0.58349
1985,Baden-Wuerttemberg,4th Quintile,Part Time,0.15415,62,420,0.11957,0.18872
1985,Baden-Wuerttemberg,4th Quintile,Not Working,0.31012,110,420,0.26583,0.35440
1985,Baden-Wuerttemberg,5th Quintile,Full Time,0.62220,239,354,0.57163,0.67278
1985,Baden-Wuerttemberg,5th Quintile,Part Time,0.15545,53,354,0.11765,0.19325
1985,Baden-Wuerttemberg,5th Quintile,Not Working,0.22235,62,354,0.17897,0.26572
1985,Bavaria,1st Quintile,Full Time,0.19863,81,297,0.15318,0.24408
1985,Bavaria,1st Quintile,Part Time,0.21434,69,297,0.16759,0.26109
1985,Bavaria,1st Quintile,Not Working,0.58703,147,297,0.53094,0.64312
1985,Bavaria,2nd Quintile,Full Time,0.31871,158,406,0.27333,0.36409
1985,Bavaria,2nd Quintile,Part Time,0.19182,77,406,0.15347,0.23017
1985,Bavaria,2nd Quintile,Not Working,0.48947,171,406,0.44079,0.53816
1985,Bavaria,3rd Quintile,Full Time,0.45773,186,370,0.40690,0.50857
1985,Bavaria,3rd Quintile,Part Time,0.14814,59,370,0.11189,0.18439
1985,Bavaria,3rd Quintile,Not Working,0.39412,125,370,0.34426,0.44398
1985,Bavaria,4th Quintile,Full Time,0.46892,198,380,0.41868,0.51916
1985,Bavaria,4th Quintile,Part Time,0.16707,69,380,0.12951,0.20462
1985,Bavaria,4th Quintile,Not Working,0.36401,113,380,0.31557,0.41245
1985,Bavaria,5th Quintile,Full Time,0.53123,253,442,0.48465,0.57780
1985,Bavaria,5th Quintile,Part Time,0.19402,83,442,0.15711,0.23093
1985,Bavaria,5th Quintile,Not Working,0.27475,106,442,0.23309,0.31642
1985,Berlin,1st Quintile,Not Working,0.59794,31,31,0.42248,0.77340
1985,Berlin,4th Quintile,Full Time,0.46831,34,34,0.29805,0.63856
1985,Berlin,5th Quintile,Full Time,0.53311,54,54,0.39879,0.66743
1986,Schleswig-Holstein,1st Quintile,Not Working,0.64924,34,34,0.48642,0.81206
1986,Schleswig-Holstein,2nd Quintile,Full Time,0.36255,33,66,0.24568,0.47942
1986,Schleswig-Holstein,2nd Quintile,Not Working,0.43470,33,66,0.31419,0.55521
1986,Schleswig-Holstein,4th Quintile,Full Time,0.56296,34,34,0.39372,0.73220
1986,Schleswig-Holstein,5th Quintile,Full Time,0.51922,36,36,0.35369,0.68475
1986,Hamburg,4th Quintile,Full Time,0.60658,33,33,0.43732,0.77584
1986,Hamburg,5th Quintile,Full Time,0.60951,41,41,0.45832,0.76070
1986,Lower Saxony,1st Quintile,Full Time,0.13672,43,237,0.09289,0.18055
1986,Lower Saxony,1st Quintile,Part Time,0.14613,40,237,0.10106,0.19120
1986,Lower Saxony,1st Quintile,Not Working,0.71715,154,237,0.65969,0.77462
1986,Lower Saxony,2nd Quintile,Full Time,0.31426,74,215,0.25206,0.37646
1986,Lower Saxony,2nd Quintile,Part Time,0.13291,35,215,0.08742,0.17839
1986,Lower Saxony,2nd Quintile,Not Working,0.55283,106,215,0.48622,0.61945
1986,Lower Saxony,3rd Quintile,Full Time,0.40080,96,229,0.33719,0.46441
1986,Lower Saxony,3rd Quintile,Part Time,0.16142,37,229,0.11366,0.20917
1986,Lower Saxony,3rd Quintile,Not Working,0.43778,96,229,0.37339,0.50218
1986,Lower Saxony,4th Quintile,Full Time,0.52917,116,210,0.46150,0.59684
1986,Lower Saxony,4th Quintile,Part Time,0.19622,42,210,0.14238,0.25007
1986,Lower Saxony,4th Quintile,Not Working,0.27460,52,210,0.21409,0.33511
1986,Lower Saxony,5th Quintile,Full Time,0.56933,128,217,0.50330,0.63537
1986,Lower Saxony,5th Quintile,Part Time,0.15666,36,217,0.10818,0.20513
1986,Lower Saxony,5th Quintile,Not Working,0.27401,53,217,0.21453,0.33349
1986,North Rhine-Westphalia,1st Quintile,Full Time,0.16879,156,627,0.13945,0.19813
1986,North Rhine-Westphalia,1st Quintile,Part Time,0.12480,77,627,0.09891,0.15069
1986,North Rhine-Westphalia,1st Quintile,Not Working,0.70641,394,627,0.67074,0.74209
1986,North Rhine-Westphalia,2nd Quintile,Full Time,0.32343,213,543,0.28405,0.36281
1986,North Rhine-Westphalia,2nd Quintile,Part Time,0.14187,79,543,0.11250,0.17125
1986,North Rhine-Westphalia,2nd Quintile,Not Working,0.53470,251,543,0.49270,0.57669
1986,North Rhine-Westphalia,3rd Quintile,Full Time,0.39567,252,560,0.35513,0.43620
1986,North Rhine-Westphalia,3rd Quintile,Part Time,0.16782,100,560,0.13684,0.19880
1986,North Rhine-Westphalia,3rd Quintile,Not Working,0.43651,208,560,0.39540,0.47763
1986,North Rhine-Westphalia,4th Quintile,Full Time,0.48511,307,586,0.44461,0.52561
1986,North Rhine-Westphalia,4th Quintile,Part Time,0.16132,100,586,0.13151,0.19113
1986,North Rhine-Westphalia,4th Quintile,Not Working,0.35357,179,586,0.31483,0.39231
1986,North Rhine-Westphalia,5th Quintile,Full Time,0.59042,331,539,0.54886,0.63197
1986,North Rhine-Westphalia,5th Quintile,Part Time,0.15675,88,539,0.12603,0.18747
1986,North Rhine-Westphalia,5th Quintile,Not Working,0.25283,120,539,0.21610,0.28956
1986,Hesse,1st Quintile,Full Time,0.12312,49,237,0.08120,0.16504
1986,Hesse,1st Quintile,Part Time,0.15855,43,237,0.11195,0.20515
1986,Hesse,1st Quintile,Not Working,0.71834,145,237,0.66095,0.77572
1986,Hesse,2nd Quintile,Full Time,0.30231,73,196,0.23785,0.36678
1986,Hesse,2nd Quintile,Part Time,0.16337,44,196,0.11148,0.21526
1986,Hesse,2nd Quintile,Not Working,0.53432,79,196,0.46430,0.60433
1986,Hesse,3rd Quintile,Full Time,0.46006,71,141,0.37750,0.54262
1986,Hesse,3rd Quintile,Part Time,0.23646,32,141,0.16607,0.30684
1986,Hesse,3rd Quintile,Not Working,0.30348,38,141,0.22732,0.37964
1986,Hesse,4th Quintile,Full Time,0.54025,154,249,0.47822,0.60228
1986,Hesse,4th Quintile,Part Time,0.11150,32,249,0.07233,0.15068
1986,Hesse,4th Quintile,Not Working,0.34824,63,249,0.28895,0.40754
1986,Hesse,5th Quintile,Full Time,0.54272,130,225,0.47748,0.60796
1986,Hesse,5th Quintile,Part Time,0.14286,37,225,0.09704,0.18869
1986,Hesse,5th Quintile,Not Working,0.31442,58,225,0.25362,0.37522
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Full Time,0.21744,43,136,0.14786,0.28703
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Not Working,0.66841,93,136,0.58899,0.74783
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Full Time,0.28674,57,153,0.21484,0.35863
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Working,0.63312,96,153,0.55650,0.70974
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Full Time,0.40851,77,159,0.33187,0.48516
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Part Time,0.22425,32,159,0.15922,0.28929
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Working,0.36723,50,159,0.29207,0.44240
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Full Time,0.52010,87,135,0.43551,0.60469
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Not Working,0.34904,48,135,0.26833,0.42975
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Full Time,0.58414,79,79,0.47476,0.69352
1986,Baden-Wuerttemberg,1st Quintile,Full Time,0.22020,103,334,0.17569,0.26471
1986,Baden-Wuerttemberg,1st Quintile,Part Time,0.14517,52,334,0.10733,0.18300
1986,Baden-Wuerttemberg,1st Quintile,Not Working,0.63463,179,334,0.58291,0.68635
1986,Baden-Wuerttemberg,2nd Quintile,Full Time,0.38065,186,428,0.33459,0.42670
1986,Baden-Wuerttemberg,2nd Quintile,Part Time,0.20292,84,428,0.16478,0.24107
1986,Baden-Wuerttemberg,2nd Quintile,Not Working,0.41643,158,428,0.36967,0.46319
1986,Baden-Wuerttemberg,3rd Quintile,Full Time,0.45474,223,429,0.40757,0.50192
1986,Baden-Wuerttemberg,3rd Quintile,Part Time,0.17573,78,429,0.13967,0.21179
1986,Baden-Wuerttemberg,3rd Quintile,Not Working,0.36952,128,429,0.32380,0.41525
1986,Baden-Wuerttemberg,4th Quintile,Full Time,0.50672,240,412,0.45839,0.55506
1986,Baden-Wuerttemberg,4th Quintile,Part Time,0.15035,69,412,0.11579,0.18490
1986,Baden-Wuerttemberg,4th Quintile,Not Working,0.34293,103,412,0.29704,0.38882
1986,Baden-Wuerttemberg,5th Quintile,Full Time,0.61107,247,385,0.56231,0.65983
1986,Baden-Wuerttemberg,5th Quintile,Part Time,0.18392,67,385,0.14517,0.22267
1986,Baden-Wuerttemberg,5th Quintile,Not Working,0.20500,71,385,0.16463,0.24538
1986,Bavaria,1st Quintile,Full Time,0.19198,80,281,0.14585,0.23811
1986,Bavaria,1st Quintile,Part Time,0.19076,54,281,0.14474,0.23678
1986,Bavaria,1st Quintile,Not Working,0.61726,147,281,0.56033,0.67420
1986,Bavaria,2nd Quintile,Full Time,0.32440,127,329,0.27373,0.37506
1986,Bavaria,2nd Quintile,Part Time,0.14301,59,329,0.10512,0.18090
1986,Bavaria,2nd Quintile,Not Working,0.53259,143,329,0.47860,0.58659
1986,Bavaria,3rd Quintile,Full Time,0.41373,188,399,0.36535,0.46212
1986,Bavaria,3rd Quintile,Part Time,0.21084,86,399,0.17077,0.25092
1986,Bavaria,3rd Quintile,Not Working,0.37542,125,399,0.32785,0.42300
1986,Bavaria,4th Quintile,Full Time,0.52300,212,379,0.47265,0.57336
1986,Bavaria,4th Quintile,Part Time,0.20506,80,379,0.16436,0.24576
1986,Bavaria,4th Quintile,Not Working,0.27193,87,379,0.22708,0.31679
1986,Bavaria,5th Quintile,Full Time,0.58161,236,385,0.53227,0.63095
1986,Bavaria,5th Quintile,Part Time,0.16440,62,385,0.12733,0.20147
1986,Bavaria,5th Quintile,Not Working,0.25399,87,385,0.21045,0.29753
1986,Berlin,1st Quintile,Not Working,0.67844,32,32,0.51401,0.84286
1986,Berlin,3rd Quintile,Full Time,0.38922,31,31,0.21474,0.56370
1986,Berlin,4th Quintile,Full Time,0.54832,45,45,0.40127,0.69536
1986,Berlin,5th Quintile,Full Time,0.62359,52,52,0.49063,0.75656
1987,Schleswig-Holstein,1st Quintile,Not Working,0.64861,42,42,0.50248,0.79474
1987,Schleswig-Holstein,5th Quintile,Full Time,0.59615,45,45,0.45117,0.74113
1987,Hamburg,5th Quintile,Full Time,0.69481,44,44,0.55717,0.83245
1987,Lower Saxony,1st Quintile,Full Time,0.15441,51,244,0.10897,0.19984
1987,Lower Saxony,1st Quintile,Part Time,0.15771,40,244,0.11188,0.20353
1987,Lower Saxony,1st Quintile,Not Working,0.68789,153,244,0.62963,0.74615
1987,Lower Saxony,2nd Quintile,Full Time,0.34171,75,200,0.27581,0.40761
1987,Lower Saxony,2nd Quintile,Part Time,0.17811,39,200,0.12495,0.23127
1987,Lower Saxony,2nd Quintile,Not Working,0.48018,86,200,0.41077,0.54960
1987,Lower Saxony,3rd Quintile,Full Time,0.39218,94,221,0.32767,0.45670
1987,Lower Saxony,3rd Quintile,Part Time,0.19897,47,221,0.14622,0.25173
1987,Lower Saxony,3rd Quintile,Not Working,0.40884,80,221,0.34388,0.47381
1987,Lower Saxony,4th Quintile,Full Time,0.51596,121,225,0.45052,0.58141
1987,Lower Saxony,4th Quintile,Part Time,0.21782,47,225,0.16377,0.27188
1987,Lower Saxony,4th Quintile,Not Working,0.26622,57,225,0.20833,0.32410
1987,Lower Saxony,5th Quintile,Full Time,0.56411,129,214,0.49752,0.63071
1987,Lower Saxony,5th Quintile,Part Time,0.15550,34,214,0.10683,0.20416
1987,Lower Saxony,5th Quintile,Not Working,0.28039,51,214,0.22007,0.34072
1987,North Rhine-Westphalia,1st Quintile,Full Time,0.15399,144,628,0.12573,0.18224
1987,North Rhine-Westphalia,1st Quintile,Part Time,0.12995,84,628,0.10363,0.15627
1987,North Rhine-Westphalia,1st Quintile,Not Working,0.71606,400,628,0.68077,0.75136
1987,North Rhine-Westphalia,2nd Quintile,Full Time,0.34404,232,589,0.30564,0.38244
1987,North Rhine-Westphalia,2nd Quintile,Part Time,0.14627,100,589,0.11771,0.17484
1987,North Rhine-Westphalia,2nd Quintile,Not Working,0.50969,257,589,0.46928,0.55009
1987,North Rhine-Westphalia,3rd Quintile,Full Time,0.39833,241,541,0.35704,0.43962
1987,North Rhine-Westphalia,3rd Quintile,Part Time,0.17196,98,541,0.14013,0.20379
