year,age_gr,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,30-45 y.,female,Not Working,0.33687,519,1464,0.31265,0.36109
1989,46-65 y.,male,Full Time,0.71666,1123,1533,0.69409,0.73922
1989,46-65 y.,male,Part Time,0.07777,119,1533,0.06436,0.09118
1989,46-65 y.,male,Not Working,0.20558,291,1533,0.18534,0.22581
1989,46-65 y.,female,Full Time,0.21810,343,1449,0.19683,0.23937
1989,46-65 y.,female,Part Time,0.23963,344,1449,0.21765,0.26162
1989,46-65 y.,female,Not Working,0.54227,762,1449,0.51661,0.56793
1989,66 and older,male,Not Working,0.93368,366,366,0.90815,0.95921
1989,66 and older,female,Not Working,0.97256,598,598,0.95946,0.98567
1990,17-29 y.,male,Full Time,0.42738,783,1387,0.40133,0.45342
1990,17-29 y.,male,Part Time,0.17828,283,1387,0.15813,0.19843
1990,17-29 y.,male,Not Working,0.18477,321,1387,0.16434,0.20520
1990,17-29 y.,female,Full Time,0.37314,569,1330,0.34714,0.39915
1990,17-29 y.,female,Part Time,0.20256,338,1330,0.18095,0.22417
1990,17-29 y.,female,Not Working,0.21683,423,1330,0.19467,0.23898
1990,30-45 y.,male,Full Time,0.71566,1230,1375,0.69180,0.73951
1990,30-45 y.,male,Part Time,0.05577,98,1375,0.04364,0.06791
1990,30-45 y.,male,Not Working,0.02907,47,1375,0.02019,0.03795
1990,30-45 y.,female,Full Time,0.24774,435,1417,0.22525,0.27022
1990,30-45 y.,female,Part Time,0.29362,496,1417,0.26990,0.31734
1990,30-45 y.,female,Not Working,0.26121,486,1417,0.23833,0.28409
1990,46-65 y.,male,Full Time,0.57467,1076,1490,0.54956,0.59979
1990,46-65 y.,male,Part Time,0.06398,113,1490,0.05155,0.07641
1990,46-65 y.,male,Not Working,0.17103,301,1490,0.15191,0.19016
1990,46-65 y.,female,Full Time,0.16704,317,1424,0.14766,0.18642
1990,46-65 y.,female,Part Time,0.21051,368,1424,0.18933,0.23169
1990,46-65 y.,female,Not Working,0.41699,739,1424,0.39137,0.44261
1990,66 and older,male,Not Working,0.78349,384,384,0.74224,0.82474
1990,66 and older,female,Not Working,0.79784,612,612,0.76600,0.82969
1991,17-29 y.,male,Full Time,0.42628,781,1376,0.40014,0.45242
1991,17-29 y.,male,Part Time,0.18967,297,1376,0.16895,0.21040
1991,17-29 y.,male,Not Working,0.16939,298,1376,0.14956,0.18921
1991,17-29 y.,female,Full Time,0.37260,564,1309,0.34639,0.39880
1991,17-29 y.,female,Part Time,0.18904,314,1309,0.16783,0.21026
1991,17-29 y.,female,Not Working,0.22629,431,1309,0.20361,0.24896
1991,30-45 y.,male,Full Time,0.70136,1231,1383,0.67723,0.72549
1991,30-45 y.,male,Part Time,0.05869,100,1383,0.04630,0.07108
1991,30-45 y.,male,Not Working,0.03242,52,1383,0.02308,0.04176
1991,30-45 y.,female,Full Time,0.25663,457,1435,0.23402,0.27924
1991,30-45 y.,female,Part Time,0.30074,520,1435,0.27700,0.32447
1991,30-45 y.,female,Not Working,0.24273,458,1435,0.22054,0.26492
1991,46-65 y.,male,Full Time,0.55096,1050,1457,0.52541,0.57651
1991,46-65 y.,male,Part Time,0.06729,115,1457,0.05442,0.08016
1991,46-65 y.,male,Not Working,0.16463,292,1457,0.14558,0.18368
1991,46-65 y.,female,Full Time,0.17348,324,1396,0.15361,0.19335
1991,46-65 y.,female,Part Time,0.21427,375,1396,0.19274,0.23580
1991,46-65 y.,female,Not Working,0.39035,697,1396,0.36475,0.41595
1991,66 and older,male,Not Working,0.79563,392,392,0.75566,0.83560
1991,66 and older,female,Not Working,0.79860,621,621,0.76703,0.83016
1992,17-29 y.,male,Full Time,0.57957,1068,1800,0.55676,0.60238
1992,17-29 y.,male,Part Time,0.22276,371,1800,0.20353,0.24199
1992,17-29 y.,male,Not Working,0.19767,361,1800,0.17927,0.21607
1992,17-29 y.,female,Full Time,0.45172,748,1775,0.42856,0.47488
1992,17-29 y.,female,Part Time,0.24770,442,1775,0.22761,0.26779
1992,17-29 y.,female,Not Working,0.30058,585,1775,0.27924,0.32191
1992,30-45 y.,male,Full Time,0.87136,1805,2062,0.85690,0.88581
1992,30-45 y.,male,Part Time,0.09047,182,2062,0.07808,0.10285
1992,30-45 y.,male,Not Working,0.03818,75,2062,0.02990,0.04645
1992,30-45 y.,female,Full Time,0.37436,927,2199,0.35413,0.39459
1992,30-45 y.,female,Part Time,0.37800,776,2199,0.35773,0.39827
1992,30-45 y.,female,Not Working,0.24764,496,2199,0.22960,0.26569
1992,46-65 y.,male,Full Time,0.68815,1444,2051,0.66809,0.70820
1992,46-65 y.,male,Part Time,0.09481,201,2051,0.08213,0.10750
1992,46-65 y.,male,Not Working,0.21704,406,2051,0.19919,0.23489
1992,46-65 y.,female,Full Time,0.26949,575,1981,0.24994,0.28903
1992,46-65 y.,female,Part Time,0.26254,504,1981,0.24316,0.28193
1992,46-65 y.,female,Not Working,0.46797,902,1981,0.44599,0.48995
1992,66 and older,male,Not Working,0.95241,523,523,0.93415,0.97068
1992,66 and older,female,Not Working,0.98910,888,888,0.98227,0.99593
1993,17-29 y.,male,Full Time,0.56606,1004,1743,0.54279,0.58934
1993,17-29 y.,male,Part Time,0.21599,372,1743,0.19666,0.23531
1993,17-29 y.,male,Not Working,0.21795,367,1743,0.19856,0.23734
1993,17-29 y.,female,Full Time,0.43455,713,1741,0.41126,0.45785
1993,17-29 y.,female,Part Time,0.25979,448,1741,0.23918,0.28039
1993,17-29 y.,female,Not Working,0.30566,580,1741,0.28401,0.32731
1993,30-45 y.,male,Full Time,0.86373,1786,2044,0.84885,0.87861
1993,30-45 y.,male,Part Time,0.09670,178,2044,0.08388,0.10951
1993,30-45 y.,male,Not Working,0.03957,80,2044,0.03112,0.04803
1993,30-45 y.,female,Full Time,0.36562,864,2154,0.34528,0.38597
1993,30-45 y.,female,Part Time,0.37347,745,2154,0.35304,0.39391
1993,30-45 y.,female,Not Working,0.26090,545,2154,0.24235,0.27945
1993,46-65 y.,male,Full Time,0.65565,1342,2023,0.63494,0.67636
1993,46-65 y.,male,Part Time,0.09505,198,2023,0.08226,0.10783
1993,46-65 y.,male,Not Working,0.24931,483,2023,0.23045,0.26816
1993,46-65 y.,female,Full Time,0.25944,529,1927,0.23986,0.27902
1993,46-65 y.,female,Part Time,0.26189,483,1927,0.24225,0.28153
1993,46-65 y.,female,Not Working,0.47867,915,1927,0.45636,0.50098
1993,66 and older,male,Not Working,0.95929,530,530,0.94245,0.97613
1993,66 and older,female,Not Working,0.98761,904,904,0.98040,0.99483
1994,17-29 y.,male,Full Time,0.53434,928,1646,0.51024,0.55845
1994,17-29 y.,male,Part Time,0.21734,341,1646,0.19741,0.23727
1994,17-29 y.,male,Not Working,0.24832,377,1646,0.22744,0.26920
1994,17-29 y.,female,Full Time,0.42202,687,1699,0.39853,0.44551
1994,17-29 y.,female,Part Time,0.24753,421,1699,0.22700,0.26806
1994,17-29 y.,female,Not Working,0.33045,591,1699,0.30808,0.35283
1994,30-45 y.,male,Full Time,0.85865,1745,2032,0.84350,0.87380
1994,30-45 y.,male,Part Time,0.09282,190,2032,0.08020,0.10544
1994,30-45 y.,male,Not Working,0.04854,97,2032,0.03919,0.05788
1994,30-45 y.,female,Full Time,0.34605,819,2116,0.32578,0.36633
1994,30-45 y.,female,Part Time,0.38340,734,2116,0.36267,0.40412
1994,30-45 y.,female,Not Working,0.27055,563,2116,0.25162,0.28948
1994,46-65 y.,male,Full Time,0.63770,1277,1970,0.61646,0.65893
1994,46-65 y.,male,Part Time,0.09670,175,1970,0.08365,0.10976
1994,46-65 y.,male,Not Working,0.26560,518,1970,0.24609,0.28511
1994,46-65 y.,female,Full Time,0.25789,500,1919,0.23832,0.27747
1994,46-65 y.,female,Part Time,0.25084,471,1919,0.23144,0.27024
1994,46-65 y.,female,Not Working,0.49127,948,1919,0.46889,0.51364
1994,66 and older,male,Not Working,0.94779,537,537,0.92896,0.96663
1994,66 and older,female,Not Working,0.99271,915,915,0.98719,0.99822
1995,17-29 y.,male,Full Time,0.49853,857,1638,0.47431,0.52275
1995,17-29 y.,male,Part Time,0.23255,359,1638,0.21209,0.25302
1995,17-29 y.,male,Not Working,0.26891,422,1638,0.24743,0.29039
1995,17-29 y.,female,Full Time,0.40217,652,1719,0.37899,0.42536
1995,17-29 y.,female,Part Time,0.24350,424,1719,0.22320,0.26380
1995,17-29 y.,female,Not Working,0.35433,643,1719,0.33171,0.37695
1995,30-45 y.,male,Full Time,0.81609,1780,2156,0.79973,0.83244
1995,30-45 y.,male,Part Time,0.12984,264,2156,0.11565,0.14404
1995,30-45 y.,male,Not Working,0.05407,112,2156,0.04452,0.06362
1995,30-45 y.,female,Full Time,0.33172,806,2284,0.31240,0.35103
1995,30-45 y.,female,Part Time,0.36737,814,2284,0.34759,0.38714
1995,30-45 y.,female,Not Working,0.30091,664,2284,0.28210,0.31973
1995,46-65 y.,male,Full Time,0.61170,1281,2028,0.59048,0.63292
1995,46-65 y.,male,Part Time,0.11609,212,2028,0.10215,0.13004
1995,46-65 y.,male,Not Working,0.27221,535,2028,0.25283,0.29158
1995,46-65 y.,female,Full Time,0.24209,508,1939,0.22302,0.26116
1995,46-65 y.,female,Part Time,0.26112,495,1939,0.24156,0.28067
1995,46-65 y.,female,Not Working,0.49680,936,1939,0.47454,0.51906
1995,66 and older,male,Not Working,0.95077,559,559,0.93282,0.96872
1995,66 and older,female,Not Working,0.98191,920,920,0.97329,0.99052
1996,17-29 y.,male,Full Time,0.50432,800,1535,0.47930,0.52934
1996,17-29 y.,male,Part Time,0.23111,344,1535,0.21001,0.25220
1996,17-29 y.,male,Not Working,0.26457,391,1535,0.24250,0.28664
1996,17-29 y.,female,Full Time,0.38094,608,1628,0.35734,0.40454
1996,17-29 y.,female,Part Time,0.25668,428,1628,0.23545,0.27790
1996,17-29 y.,female,Not Working,0.36238,592,1628,0.33902,0.38574
1996,30-45 y.,male,Full Time,0.82466,1822,2184,0.80871,0.84062
1996,30-45 y.,male,Part Time,0.13146,263,2184,0.11728,0.14563
1996,30-45 y.,male,Not Working,0.04388,99,2184,0.03528,0.05247
1996,30-45 y.,female,Full Time,0.34418,804,2251,0.32454,0.36381
1996,30-45 y.,female,Part Time,0.37606,841,2251,0.35605,0.39608
1996,30-45 y.,female,Not Working,0.27976,606,2251,0.26122,0.29831
1996,46-65 y.,male,Full Time,0.59898,1196,1972,0.57735,0.62062
1996,46-65 y.,male,Part Time,0.12846,256,1972,0.11369,0.14323
1996,46-65 y.,male,Not Working,0.27255,520,1972,0.25290,0.29221
1996,46-65 y.,female,Full Time,0.24162,491,1930,0.22252,0.26072
1996,46-65 y.,female,Part Time,0.26862,519,1930,0.24884,0.28840
1996,46-65 y.,female,Not Working,0.48976,920,1930,0.46745,0.51206
1996,66 and older,male,Not Working,0.94767,568,568,0.92934,0.96600
1996,66 and older,female,Not Working,0.98347,929,929,0.97526,0.99167
1997,17-29 y.,male,Full Time,0.50357,768,1488,0.47816,0.52899
1997,17-29 y.,male,Part Time,0.22735,309,1488,0.20604,0.24865
1997,17-29 y.,male,Not Working,0.26908,411,1488,0.24654,0.29162
1997,17-29 y.,female,Full Time,0.36608,584,1542,0.34203,0.39014
1997,17-29 y.,female,Part Time,0.23608,357,1542,0.21488,0.25728
1997,17-29 y.,female,Not Working,0.39784,601,1542,0.37340,0.42228
1997,30-45 y.,male,Full Time,0.82060,1770,2155,0.80440,0.83680
1997,30-45 y.,male,Part Time,0.13609,273,2155,0.12161,0.15057
1997,30-45 y.,male,Not Working,0.04331,112,2155,0.03472,0.05191
1997,30-45 y.,female,Full Time,0.35631,819,2210,0.33633,0.37628
1997,30-45 y.,female,Part Time,0.36116,768,2210,0.34113,0.38119
1997,30-45 y.,female,Not Working,0.28254,623,2210,0.26376,0.30131
1997,46-65 y.,male,Full Time,0.57878,1148,1929,0.55674,0.60082
1997,46-65 y.,male,Part Time,0.13561,265,1929,0.12032,0.15089
1997,46-65 y.,male,Not Working,0.28562,516,1929,0.26545,0.30578
1997,46-65 y.,female,Full Time,0.24206,480,1924,0.22292,0.26121
1997,46-65 y.,female,Part Time,0.26791,532,1924,0.24811,0.28770
1997,46-65 y.,female,Not Working,0.49003,912,1924,0.46769,0.51237
1997,66 and older,male,Not Working,0.94521,598,598,0.92695,0.96346
1997,66 and older,female,Not Working,0.98231,930,930,0.97384,0.99079
1998,17-29 y.,male,Full Time,0.48201,767,1567,0.45726,0.50675
1998,17-29 y.,male,Part Time,0.23717,365,1567,0.21610,0.25823
1998,17-29 y.,male,Not Working,0.28083,435,1567,0.25857,0.30309
1998,17-29 y.,female,Full Time,0.34866,592,1598,0.32528,0.37203
1998,17-29 y.,female,Part Time,0.23952,378,1598,0.21859,0.26045
1998,17-29 y.,female,Not Working,0.41183,628,1598,0.38769,0.43597
1998,30-45 y.,male,Full Time,0.80713,1919,2375,0.79126,0.82300
1998,30-45 y.,male,Part Time,0.13018,321,2375,0.11664,0.14371
1998,30-45 y.,male,Not Working,0.06269,135,2375,0.05294,0.07244
1998,30-45 y.,female,Full Time,0.33915,879,2452,0.32040,0.35789
1998,30-45 y.,female,Part Time,0.37619,875,2452,0.35701,0.39537
1998,30-45 y.,female,Not Working,0.28467,698,2452,0.26680,0.30253
1998,46-65 y.,male,Full Time,0.57669,1263,2189,0.55599,0.59739
1998,46-65 y.,male,Part Time,0.13053,294,2189,0.11642,0.14465
1998,46-65 y.,male,Not Working,0.29277,632,2189,0.27371,0.31184
1998,46-65 y.,female,Full Time,0.24577,549,2204,0.22779,0.26375
1998,46-65 y.,female,Part Time,0.26271,595,2204,0.24433,0.28109
1998,46-65 y.,female,Not Working,0.49152,1060,2204,0.47064,0.51239
1998,66 and older,male,Not Working,0.95609,719,719,0.94111,0.97108
1998,66 and older,female,Not Working,0.98406,1078,1078,0.97658,0.99154
1999,17-29 y.,male,Full Time,0.48566,726,1449,0.45991,0.51140
1999,17-29 y.,male,Part Time,0.27495,374,1449,0.25195,0.29795
1999,17-29 y.,male,Not Working,0.23939,349,1449,0.21741,0.26137
1999,17-29 y.,female,Full Time,0.35177,552,1524,0.32778,0.37575
1999,17-29 y.,female,Part Time,0.26970,411,1524,0.24741,0.29199
1999,17-29 y.,female,Not Working,0.37854,561,1524,0.35418,0.40290
1999,30-45 y.,male,Full Time,0.82470,1933,2330,0.80926,0.84015
1999,30-45 y.,male,Part Time,0.13035,294,2330,0.11667,0.14402
1999,30-45 y.,male,Not Working,0.04495,103,2330,0.03653,0.05336
1999,30-45 y.,female,Full Time,0.34685,850,2383,0.32773,0.36596
1999,30-45 y.,female,Part Time,0.40298,922,2383,0.38328,0.42268
1999,30-45 y.,female,Not Working,0.25017,611,2383,0.23278,0.26757
1999,46-65 y.,male,Full Time,0.59146,1217,2080,0.57033,0.61259
1999,46-65 y.,male,Part Time,0.13488,282,2080,0.12019,0.14956
1999,46-65 y.,male,Not Working,0.27367,581,2080,0.25450,0.29283
1999,46-65 y.,female,Full Time,0.25178,546,2109,0.23325,0.27030
1999,46-65 y.,female,Part Time,0.28286,584,2109,0.26363,0.30208
1999,46-65 y.,female,Not Working,0.46537,979,2109,0.44407,0.48666
1999,66 and older,male,Part Time,0.05203,40,742,0.03604,0.06802
1999,66 and older,male,Not Working,0.94085,702,742,0.92386,0.95784
1999,66 and older,female,Not Working,0.97533,1023,1023,0.96582,0.98484
2000,17-29 y.,male,Full Time,0.50955,1098,2227,0.48879,0.53032
2000,17-29 y.,male,Part Time,0.25010,567,2227,0.23211,0.26809
2000,17-29 y.,male,Not Working,0.24034,562,2227,0.22259,0.25809
2000,17-29 y.,female,Full Time,0.36737,846,2356,0.34790,0.38684
2000,17-29 y.,female,Part Time,0.29885,688,2356,0.28036,0.31734
2000,17-29 y.,female,Not Working,0.33378,822,2356,0.31473,0.35283
2000,30-45 y.,male,Full Time,0.83966,3364,3993,0.82828,0.85104
2000,30-45 y.,male,Part Time,0.11374,435,3993,0.10389,0.12359
2000,30-45 y.,male,Not Working,0.04660,194,3993,0.04006,0.05314
2000,30-45 y.,female,Full Time,0.35856,1471,4172,0.34401,0.37312
2000,30-45 y.,female,Part Time,0.39331,1619,4172,0.37849,0.40814
2000,30-45 y.,female,Not Working,0.24813,1082,4172,0.23502,0.26123
2000,46-65 y.,male,Full Time,0.60330,2273,3831,0.58781,0.61880
2000,46-65 y.,male,Part Time,0.12633,478,3831,0.11581,0.13686
2000,46-65 y.,male,Not Working,0.27036,1080,3831,0.25630,0.28443
2000,46-65 y.,female,Full Time,0.25264,982,3936,0.23906,0.26621
2000,46-65 y.,female,Part Time,0.29882,1151,3936,0.28452,0.31312
2000,46-65 y.,female,Not Working,0.44854,1803,3936,0.43301,0.46408
2000,66 and older,male,Full Time,0.01865,31,1535,0.01188,0.02542
2000,66 and older,male,Part Time,0.05233,70,1535,0.04119,0.06347
2000,66 and older,male,Not Working,0.92902,1434,1535,0.91617,0.94187
2000,66 and older,female,Part Time,0.01681,34,2055,0.01125,0.02237
2000,66 and older,female,Not Working,0.97963,2021,2055,0.97352,0.98574
2001,17-29 y.,male,Full Time,0.50313,962,1981,0.48111,0.52515
2001,17-29 y.,male,Part Time,0.26305,531,1981,0.24366,0.28245
2001,17-29 y.,male,Not Working,0.23382,488,1981,0.21518,0.25246
2001,17-29 y.,female,Full Time,0.36445,745,2118,0.34395,0.38495
2001,17-29 y.,female,Part Time,0.31276,646,2118,0.29301,0.33251
2001,17-29 y.,female,Not Working,0.32279,727,2118,0.30287,0.34270
2001,30-45 y.,male,Full Time,0.83707,2987,3542,0.82491,0.84924
2001,30-45 y.,male,Part Time,0.11754,384,3542,0.10694,0.12815
2001,30-45 y.,male,Not Working,0.04539,171,3542,0.03853,0.05224
2001,30-45 y.,female,Full Time,0.36456,1315,3786,0.34922,0.37989
2001,30-45 y.,female,Part Time,0.41500,1574,3786,0.39931,0.43070
2001,30-45 y.,female,Not Working,0.22044,897,3786,0.20724,0.23365
2001,46-65 y.,male,Full Time,0.59580,2098,3525,0.57960,0.61200
2001,46-65 y.,male,Part Time,0.12922,430,3525,0.11814,0.14029
2001,46-65 y.,male,Not Working,0.27499,997,3525,0.26024,0.28973
2001,46-65 y.,female,Full Time,0.25924,925,3570,0.24486,0.27362
2001,46-65 y.,female,Part Time,0.31732,1106,3570,0.30205,0.33259
2001,46-65 y.,female,Not Working,0.42344,1539,3570,0.40723,0.43965
2001,66 and older,male,Part Time,0.05988,79,1452,0.04767,0.07209
2001,66 and older,male,Not Working,0.92209,1373,1452,0.90829,0.93588
2001,66 and older,female,Part Time,0.02344,45,1919,0.01667,0.03021
2001,66 and older,female,Not Working,0.97438,1874,1919,0.96731,0.98145
2002,17-29 y.,male,Full Time,0.46299,869,2017,0.44122,0.48475
2002,17-29 y.,male,Part Time,0.27619,572,2017,0.25667,0.29571
2002,17-29 y.,male,Not Working,0.26082,576,2017,0.24165,0.27999
2002,17-29 y.,female,Full Time,0.36037,707,2125,0.33995,0.38079
2002,17-29 y.,female,Part Time,0.30853,678,2125,0.28889,0.32817
2002,17-29 y.,female,Not Working,0.33110,740,2125,0.31109,0.35111
2002,30-45 y.,male,Full Time,0.83439,3019,3565,0.82218,0.84659
2002,30-45 y.,male,Part Time,0.11211,376,3565,0.10175,0.12247
2002,30-45 y.,male,Not Working,0.05350,170,3565,0.04611,0.06089
2002,30-45 y.,female,Full Time,0.33814,1356,3875,0.32324,0.35304
2002,30-45 y.,female,Part Time,0.42879,1641,3875,0.41321,0.44438
