year,migback,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Direct migration background,male,Full Time,0.60266,1095,1515,0.57802,0.62731
1986,Direct migration background,male,Part Time,0.10998,187,1515,0.09422,0.12574
1986,Direct migration background,male,Not Working,0.19914,233,1515,0.17902,0.21926
1986,Direct migration background,female,Full Time,0.24675,421,1312,0.22342,0.27009
1986,Direct migration background,female,Part Time,0.20090,267,1312,0.17921,0.22258
1986,Direct migration background,female,Not Working,0.47780,624,1312,0.45076,0.50484
1986,Indirect migration background,male,Full Time,0.06051,32,32,-0.02342,0.14444
1986,Indirect migration background,female,Not Working,0.08796,42,42,0.00126,0.17466
1987,No migration background,male,Full Time,0.51903,2307,3593,0.50269,0.53537
1987,No migration background,male,Part Time,0.09494,417,3593,0.08535,0.10452
1987,No migration background,male,Not Working,0.22736,869,3593,0.21365,0.24106
1987,No migration background,female,Full Time,0.20300,981,3874,0.19033,0.21566
1987,No migration background,female,Part Time,0.18191,916,3874,0.16976,0.19406
1987,No migration background,female,Not Working,0.47675,1977,3874,0.46102,0.49248
1987,Direct migration background,male,Full Time,0.62167,1104,1502,0.59714,0.64621
1987,Direct migration background,male,Part Time,0.10038,165,1502,0.08517,0.11558
1987,Direct migration background,male,Not Working,0.20218,233,1502,0.18186,0.22250
1987,Direct migration background,female,Full Time,0.24741,415,1313,0.22406,0.27076
1987,Direct migration background,female,Part Time,0.20533,276,1313,0.18347,0.22719
1987,Direct migration background,female,Not Working,0.48781,622,1313,0.46076,0.51485
1987,Indirect migration background,male,Full Time,0.06032,38,38,-0.01639,0.13704
1987,Indirect migration background,female,Not Working,0.07054,46,46,-0.00427,0.14536
1988,No migration background,male,Full Time,0.52141,2202,3419,0.50467,0.53816
1988,No migration background,male,Part Time,0.09111,388,3419,0.08147,0.10076
1988,No migration background,male,Not Working,0.23089,829,3419,0.21676,0.24501
1988,No migration background,female,Full Time,0.19779,917,3664,0.18489,0.21069
1988,No migration background,female,Part Time,0.19715,937,3664,0.18426,0.21003
1988,No migration background,female,Not Working,0.46504,1810,3664,0.44889,0.48120
1988,Direct migration background,male,Full Time,0.60167,1013,1408,0.57609,0.62725
1988,Direct migration background,male,Part Time,0.11987,182,1408,0.10290,0.13684
1988,Direct migration background,male,Not Working,0.20794,213,1408,0.18674,0.22915
1988,Direct migration background,female,Full Time,0.22643,376,1261,0.20332,0.24954
1988,Direct migration background,female,Part Time,0.23264,287,1261,0.20931,0.25597
1988,Direct migration background,female,Not Working,0.48241,598,1261,0.45482,0.51000
1988,Indirect migration background,male,Full Time,0.05964,39,76,0.00604,0.11324
1988,Indirect migration background,male,Not Working,0.05545,37,76,0.00365,0.10724
1988,Indirect migration background,female,Full Time,0.03514,33,93,-0.00249,0.07277
1988,Indirect migration background,female,Not Working,0.08518,60,93,0.02814,0.14223
1989,No migration background,male,Full Time,0.52665,2147,3295,0.50960,0.54371
1989,No migration background,male,Part Time,0.08689,356,3295,0.07727,0.09651
1989,No migration background,male,Not Working,0.23091,792,3295,0.21652,0.24530
1989,No migration background,female,Full Time,0.20970,932,3524,0.19625,0.22314
1989,No migration background,female,Part Time,0.18959,880,3524,0.17664,0.20253
1989,No migration background,female,Not Working,0.46274,1712,3524,0.44628,0.47921
1989,Direct migration background,male,Full Time,0.60831,970,1345,0.58221,0.63441
1989,Direct migration background,male,Part Time,0.09542,153,1345,0.07971,0.11112
1989,Direct migration background,male,Not Working,0.23054,222,1345,0.20802,0.25305
1989,Direct migration background,female,Full Time,0.24068,394,1243,0.21691,0.26446
1989,Direct migration background,female,Part Time,0.22136,265,1243,0.19827,0.24445
1989,Direct migration background,female,Not Working,0.49560,584,1243,0.46779,0.52340
1989,Indirect migration background,male,Full Time,0.06784,60,105,0.01951,0.11618
1989,Indirect migration background,male,Not Working,0.07354,45,105,0.02337,0.12371
1989,Indirect migration background,female,Full Time,0.05279,36,135,0.01493,0.09065
1989,Indirect migration background,female,Part Time,0.06189,37,135,0.02109,0.10269
1989,Indirect migration background,female,Not Working,0.09539,62,135,0.04566,0.14513
1990,No migration background,male,Full Time,0.40962,2093,3189,0.39255,0.42669
1990,No migration background,male,Part Time,0.07000,341,3189,0.06114,0.07885
1990,No migration background,male,Not Working,0.16962,755,3189,0.15660,0.18265
1990,No migration background,female,Full Time,0.16358,908,3449,0.15123,0.17592
1990,No migration background,female,Part Time,0.15637,900,3449,0.14425,0.16849
1990,No migration background,female,Not Working,0.34499,1641,3449,0.32913,0.36086
1990,Direct migration background,male,Full Time,0.59318,952,1331,0.56678,0.61958
1990,Direct migration background,male,Part Time,0.08448,135,1331,0.06954,0.09943
1990,Direct migration background,male,Not Working,0.21824,244,1331,0.19604,0.24044
1990,Direct migration background,female,Full Time,0.23059,375,1201,0.20676,0.25442
1990,Direct migration background,female,Part Time,0.20016,270,1201,0.17753,0.22280
1990,Direct migration background,female,Not Working,0.45050,556,1201,0.42235,0.47865
1990,Indirect migration background,male,Full Time,0.06364,57,143,0.02349,0.10379
1990,Indirect migration background,male,Part Time,0.03518,32,143,0.00488,0.06548
1990,Indirect migration background,male,Not Working,0.08082,54,143,0.03599,0.12565
1990,Indirect migration background,female,Full Time,0.03166,39,150,0.00354,0.05977
1990,Indirect migration background,female,Part Time,0.08229,48,150,0.03817,0.12642
1990,Indirect migration background,female,Not Working,0.08733,63,150,0.04200,0.13267
1991,No migration background,male,Full Time,0.39625,2054,3158,0.37919,0.41331
1991,No migration background,male,Part Time,0.07054,357,3158,0.06161,0.07947
1991,No migration background,male,Not Working,0.17079,747,3158,0.15767,0.18392
1991,No migration background,female,Full Time,0.16500,918,3425,0.15257,0.17744
1991,No migration background,female,Part Time,0.15558,901,3425,0.14344,0.16772
1991,No migration background,female,Not Working,0.34027,1606,3425,0.32440,0.35614
1991,Direct migration background,male,Full Time,0.59169,938,1304,0.56500,0.61837
1991,Direct migration background,male,Part Time,0.10985,139,1304,0.09287,0.12683
1991,Direct migration background,male,Not Working,0.19678,227,1304,0.17519,0.21836
1991,Direct migration background,female,Full Time,0.23961,375,1178,0.21522,0.26399
1991,Direct migration background,female,Part Time,0.20396,273,1178,0.18094,0.22698
1991,Direct migration background,female,Not Working,0.43554,530,1178,0.40722,0.46387
1991,Indirect migration background,male,Full Time,0.08117,77,171,0.04012,0.12223
1991,Indirect migration background,male,Part Time,0.04356,34,171,0.01287,0.07424
1991,Indirect migration background,male,Not Working,0.07074,60,171,0.03220,0.10928
1991,Indirect migration background,female,Full Time,0.05020,54,173,0.01757,0.08283
1991,Indirect migration background,female,Part Time,0.08002,48,173,0.03947,0.12056
1991,Indirect migration background,female,Not Working,0.09073,71,173,0.04780,0.13365
1992,No migration background,male,Full Time,0.51589,3293,4934,0.50195,0.52984
1992,No migration background,male,Part Time,0.09452,593,4934,0.08636,0.10268
1992,No migration background,male,Not Working,0.21273,1048,4934,0.20131,0.22415
1992,No migration background,female,Full Time,0.23095,1787,5426,0.21973,0.24216
1992,No migration background,female,Part Time,0.19966,1408,5426,0.18902,0.21030
1992,No migration background,female,Not Working,0.41297,2231,5426,0.39987,0.42608
1992,Direct migration background,male,Full Time,0.63816,933,1324,0.61227,0.66406
1992,Direct migration background,male,Part Time,0.11301,148,1324,0.09595,0.13008
1992,Direct migration background,male,Not Working,0.23004,243,1324,0.20736,0.25272
1992,Direct migration background,female,Full Time,0.29257,401,1228,0.26712,0.31803
1992,Direct migration background,female,Part Time,0.20571,268,1228,0.18310,0.22833
1992,Direct migration background,female,Not Working,0.48011,559,1228,0.45215,0.50806
1992,Indirect migration background,male,Full Time,0.11600,100,205,0.07205,0.15994
1992,Indirect migration background,male,Part Time,0.04753,31,205,0.01833,0.07673
1992,Indirect migration background,male,Not Working,0.08044,74,205,0.04312,0.11776
1992,Indirect migration background,female,Full Time,0.07271,65,200,0.03663,0.10879
1992,Indirect migration background,female,Part Time,0.07769,54,200,0.04050,0.11488
1992,Indirect migration background,female,Not Working,0.12507,81,200,0.07911,0.17103
1993,No migration background,male,Full Time,0.50647,3152,4843,0.49239,0.52055
1993,No migration background,male,Part Time,0.09012,569,4843,0.08206,0.09819
1993,No migration background,male,Not Working,0.22595,1122,4843,0.21417,0.23773
1993,No migration background,female,Full Time,0.22202,1677,5316,0.21085,0.23319
1993,No migration background,female,Part Time,0.19822,1335,5316,0.18751,0.20894
1993,No migration background,female,Not Working,0.42020,2304,5316,0.40693,0.43347
1993,Direct migration background,male,Full Time,0.60537,879,1286,0.57865,0.63209
1993,Direct migration background,male,Part Time,0.13593,143,1286,0.11719,0.15467
1993,Direct migration background,male,Not Working,0.24471,264,1286,0.22121,0.26822
1993,Direct migration background,female,Full Time,0.27763,364,1191,0.25219,0.30308
1993,Direct migration background,female,Part Time,0.22110,278,1191,0.19752,0.24468
1993,Direct migration background,female,Not Working,0.48409,549,1191,0.45570,0.51249
1993,Indirect migration background,male,Full Time,0.13308,108,236,0.08965,0.17651
1993,Indirect migration background,male,Part Time,0.06855,54,236,0.03625,0.10086
1993,Indirect migration background,male,Not Working,0.10030,74,236,0.06189,0.13871
1993,Indirect migration background,female,Full Time,0.07950,68,231,0.04454,0.11446
1993,Indirect migration background,female,Part Time,0.10062,72,231,0.06174,0.13950
1993,Indirect migration background,female,Not Working,0.14900,91,231,0.10298,0.19502
1994,No migration background,male,Full Time,0.49346,3060,4761,0.47925,0.50766
1994,No migration background,male,Part Time,0.08786,527,4761,0.07982,0.09590
1994,No migration background,male,Not Working,0.23632,1174,4761,0.22425,0.24839
1994,No migration background,female,Full Time,0.21355,1593,5265,0.20248,0.22462
1994,No migration background,female,Part Time,0.19515,1307,5265,0.18444,0.20586
1994,No migration background,female,Not Working,0.43310,2365,5265,0.41971,0.44648
1994,Direct migration background,male,Full Time,0.56327,768,1209,0.53530,0.59124
1994,Direct migration background,male,Part Time,0.14754,163,1209,0.12754,0.16754
1994,Direct migration background,male,Not Working,0.27727,278,1209,0.25203,0.30251
1994,Direct migration background,female,Full Time,0.26950,334,1149,0.24384,0.29517
1994,Direct migration background,female,Part Time,0.21541,258,1149,0.19163,0.23920
1994,Direct migration background,female,Not Working,0.50392,557,1149,0.47500,0.53284
1994,Indirect migration background,male,Full Time,0.16044,130,245,0.11438,0.20649
1994,Indirect migration background,male,Part Time,0.04976,38,245,0.02247,0.07704
1994,Indirect migration background,male,Not Working,0.11622,77,245,0.07601,0.15644
1994,Indirect migration background,female,Full Time,0.08774,81,245,0.05224,0.12324
1994,Indirect migration background,female,Part Time,0.10664,69,245,0.06792,0.14537
1994,Indirect migration background,female,Not Working,0.14467,95,245,0.10053,0.18881
1995,No migration background,male,Full Time,0.47622,2988,4751,0.46202,0.49043
1995,No migration background,male,Part Time,0.10355,591,4751,0.09489,0.11222
1995,No migration background,male,Not Working,0.23940,1172,4751,0.22726,0.25153
1995,No migration background,female,Full Time,0.20745,1557,5251,0.19648,0.21841
1995,No migration background,female,Part Time,0.19443,1339,5251,0.18373,0.20514
1995,No migration background,female,Not Working,0.43911,2355,5251,0.42569,0.45254
1995,Direct migration background,male,Full Time,0.46651,817,1409,0.44045,0.49257
1995,Direct migration background,male,Part Time,0.14795,209,1409,0.12940,0.16649
1995,Direct migration background,male,Not Working,0.32245,383,1409,0.29803,0.34686
1995,Direct migration background,female,Full Time,0.20692,333,1372,0.18547,0.22836
1995,Direct migration background,female,Part Time,0.22479,328,1372,0.20269,0.24689
1995,Direct migration background,female,Not Working,0.51302,711,1372,0.48657,0.53948
1995,Indirect migration background,male,Full Time,0.13406,122,250,0.09174,0.17638
1995,Indirect migration background,male,Part Time,0.08543,55,250,0.05071,0.12015
1995,Indirect migration background,male,Not Working,0.09482,73,250,0.05843,0.13121
1995,Indirect migration background,female,Full Time,0.07828,77,253,0.04512,0.11145
1995,Indirect migration background,female,Part Time,0.10753,79,253,0.06928,0.14578
1995,Indirect migration background,female,Not Working,0.15551,97,253,0.11077,0.20026
1996,No migration background,male,Full Time,0.47583,2991,4720,0.46158,0.49008
1996,No migration background,male,Part Time,0.10766,586,4720,0.09882,0.11651
1996,No migration background,male,Not Working,0.23725,1143,4720,0.22511,0.24938
1996,No migration background,female,Full Time,0.20693,1530,5188,0.19591,0.21796
1996,No migration background,female,Part Time,0.20087,1375,5188,0.18997,0.21178
1996,No migration background,female,Not Working,0.43657,2283,5188,0.42307,0.45006
1996,Direct migration background,male,Full Time,0.47151,712,1308,0.44445,0.49858
1996,Direct migration background,male,Part Time,0.14205,234,1308,0.12312,0.16098
1996,Direct migration background,male,Not Working,0.32547,362,1308,0.30007,0.35088
1996,Direct migration background,female,Full Time,0.20182,285,1290,0.17991,0.22374
1996,Direct migration background,female,Part Time,0.23280,349,1290,0.20973,0.25588
1996,Direct migration background,female,Not Working,0.51416,656,1290,0.48687,0.54144
1996,Indirect migration background,male,Full Time,0.14320,126,265,0.10094,0.18545
1996,Indirect migration background,male,Part Time,0.07900,66,265,0.04646,0.11154
1996,Indirect migration background,male,Not Working,0.09977,73,265,0.06362,0.13592
1996,Indirect migration background,female,Full Time,0.09584,89,277,0.06111,0.13057
1996,Indirect migration background,female,Part Time,0.10017,80,277,0.06475,0.13559
1996,Indirect migration background,female,Not Working,0.16020,108,277,0.11693,0.20348
1997,No migration background,male,Full Time,0.46816,2883,4670,0.45385,0.48247
1997,No migration background,male,Part Time,0.10728,598,4670,0.09840,0.11615
1997,No migration background,male,Not Working,0.24754,1189,4670,0.23516,0.25992
1997,No migration background,female,Full Time,0.20764,1529,5122,0.19653,0.21875
1997,No migration background,female,Part Time,0.19518,1289,5122,0.18433,0.20604
1997,No migration background,female,Not Working,0.44134,2304,5122,0.42774,0.45494
1997,Direct migration background,male,Full Time,0.46714,676,1251,0.43948,0.49480
1997,Direct migration background,male,Part Time,0.16047,214,1251,0.14012,0.18082
1997,Direct migration background,male,Not Working,0.31194,361,1251,0.28626,0.33762
1997,Direct migration background,female,Full Time,0.20020,272,1221,0.17775,0.22265
1997,Direct migration background,female,Part Time,0.21603,303,1221,0.19293,0.23912
1997,Direct migration background,female,Not Working,0.54032,646,1221,0.51235,0.56829
1997,Indirect migration background,male,Full Time,0.14944,139,288,0.10819,0.19068
1997,Indirect migration background,male,Part Time,0.09172,62,288,0.05832,0.12511
1997,Indirect migration background,male,Not Working,0.11547,87,288,0.07850,0.15245
1997,Indirect migration background,female,Full Time,0.11329,85,278,0.07597,0.15062
1997,Indirect migration background,female,Part Time,0.09377,77,278,0.05944,0.12809
1997,Indirect migration background,female,Not Working,0.17606,116,278,0.13121,0.22092
1998,No migration background,male,Full Time,0.46193,3197,5371,0.44859,0.47526
1998,No migration background,male,Part Time,0.10354,716,5371,0.09539,0.11169
1998,No migration background,male,Not Working,0.26141,1458,5371,0.24966,0.27316
1998,No migration background,female,Full Time,0.19835,1662,5875,0.18815,0.20855
1998,No migration background,female,Part Time,0.19959,1491,5875,0.18937,0.20981
1998,No migration background,female,Not Working,0.45050,2722,5875,0.43778,0.46323
1998,Direct migration background,male,Full Time,0.46231,623,1212,0.43422,0.49039
1998,Direct migration background,male,Part Time,0.16883,227,1212,0.14773,0.18993
1998,Direct migration background,male,Not Working,0.31165,362,1212,0.28557,0.33774
1998,Direct migration background,female,Full Time,0.21118,260,1187,0.18795,0.23441
1998,Direct migration background,female,Part Time,0.21849,290,1187,0.19497,0.24201
1998,Direct migration background,female,Not Working,0.51901,637,1187,0.49057,0.54745
1998,Indirect migration background,male,Full Time,0.17251,142,306,0.13011,0.21491
1998,Indirect migration background,male,Part Time,0.09213,63,306,0.05967,0.12458
1998,Indirect migration background,male,Not Working,0.14168,101,306,0.10255,0.18082
1998,Indirect migration background,female,Full Time,0.12517,100,289,0.08695,0.16338
1998,Indirect migration background,female,Part Time,0.09559,84,289,0.06163,0.12955
1998,Indirect migration background,female,Not Working,0.15823,105,289,0.11608,0.20038
1999,No migration background,male,Full Time,0.46713,3121,5196,0.45356,0.48070
1999,No migration background,male,Part Time,0.11651,742,5196,0.10779,0.12524
1999,No migration background,male,Not Working,0.24784,1333,5196,0.23610,0.25958
1999,No migration background,female,Full Time,0.20296,1625,5670,0.19249,0.21343
1999,No migration background,female,Part Time,0.21551,1559,5670,0.20481,0.22622
1999,No migration background,female,Not Working,0.43094,2486,5670,0.41805,0.44384
1999,Direct migration background,male,Full Time,0.49485,615,1108,0.46539,0.52430
1999,Direct migration background,male,Part Time,0.14623,166,1108,0.12541,0.16704
1999,Direct migration background,male,Not Working,0.30347,327,1108,0.27638,0.33055
1999,Direct migration background,female,Full Time,0.21603,230,1096,0.19166,0.24041
1999,Direct migration background,female,Part Time,0.25368,294,1096,0.22791,0.27945
1999,Direct migration background,female,Not Working,0.48681,572,1096,0.45720,0.51641
1999,Indirect migration background,male,Full Time,0.17455,148,305,0.13188,0.21722
1999,Indirect migration background,male,Part Time,0.11946,82,305,0.08301,0.15592
1999,Indirect migration background,male,Not Working,0.12025,75,305,0.08369,0.15681
1999,Indirect migration background,female,Full Time,0.11299,95,299,0.07704,0.14893
1999,Indirect migration background,female,Part Time,0.11214,88,299,0.07632,0.14797
1999,Indirect migration background,female,Not Working,0.16911,116,299,0.12655,0.21168
2000,No migration background,male,Full Time,0.47777,5667,9561,0.46775,0.48778
2000,No migration background,male,Part Time,0.10446,1188,9561,0.09833,0.11059
2000,No migration background,male,Not Working,0.25167,2706,9561,0.24297,0.26037
2000,No migration background,female,Full Time,0.21021,2816,10428,0.20239,0.21803
2000,No migration background,female,Part Time,0.22117,2910,10428,0.21320,0.22914
2000,No migration background,female,Not Working,0.42250,4702,10428,0.41302,0.43198
2000,Direct migration background,male,Full Time,0.50060,891,1623,0.47627,0.52494
2000,Direct migration background,male,Part Time,0.14451,259,1623,0.12740,0.16162
2000,Direct migration background,male,Not Working,0.27259,473,1623,0.25092,0.29427
2000,Direct migration background,female,Full Time,0.20320,359,1682,0.18397,0.22244
2000,Direct migration background,female,Part Time,0.24318,449,1682,0.22268,0.26369
2000,Direct migration background,female,Not Working,0.47273,874,1682,0.44886,0.49660
2000,Indirect migration background,male,Full Time,0.19776,208,402,0.15877,0.23674
2000,Indirect migration background,male,Part Time,0.10014,103,402,0.07076,0.12952
2000,Indirect migration background,male,Not Working,0.09853,91,402,0.06936,0.12770
2000,Indirect migration background,female,Full Time,0.12481,131,416,0.09301,0.15660
2000,Indirect migration background,female,Part Time,0.12624,133,416,0.09429,0.15820
2000,Indirect migration background,female,Not Working,0.15073,152,416,0.11631,0.18515
2001,No migration background,male,Full Time,0.47386,5080,8724,0.46338,0.48433
2001,No migration background,male,Part Time,0.10831,1120,8724,0.10179,0.11483
2001,No migration background,male,Not Working,0.25446,2524,8724,0.24532,0.26360
2001,No migration background,female,Full Time,0.21279,2562,9517,0.20457,0.22101
2001,No migration background,female,Part Time,0.23179,2777,9517,0.22331,0.24027
2001,No migration background,female,Not Working,0.41222,4178,9517,0.40233,0.42211
2001,Direct migration background,male,Full Time,0.48468,777,1430,0.45877,0.51059
2001,Direct migration background,male,Part Time,0.16508,230,1430,0.14584,0.18433
2001,Direct migration background,male,Not Working,0.29094,423,1430,0.26739,0.31449
2001,Direct migration background,female,Full Time,0.21310,325,1486,0.19227,0.23393
2001,Direct migration background,female,Part Time,0.27521,450,1486,0.25249,0.29793
2001,Direct migration background,female,Not Working,0.44378,711,1486,0.41851,0.46905
2001,Indirect migration background,male,Full Time,0.21694,215,371,0.17494,0.25894
2001,Indirect migration background,male,Part Time,0.07885,74,371,0.05139,0.10631
2001,Indirect migration background,male,Not Working,0.08740,82,371,0.05862,0.11617
2001,Indirect migration background,female,Full Time,0.09918,101,393,0.06959,0.12877
2001,Indirect migration background,female,Part Time,0.13718,144,393,0.10312,0.17124
2001,Indirect migration background,female,Not Working,0.14281,148,393,0.10817,0.17744
2002,No migration background,male,Full Time,0.45956,5484,9403,0.44949,0.46963
2002,No migration background,male,Part Time,0.11115,1238,9403,0.10479,0.11750
2002,No migration background,male,Not Working,0.26775,2681,9403,0.25880,0.27670
2002,No migration background,female,Full Time,0.20051,2702,10058,0.19269,0.20834
2002,No migration background,female,Part Time,0.24330,3132,10058,0.23492,0.25169
2002,No migration background,female,Not Working,0.41409,4224,10058,0.40446,0.42372
2002,Direct migration background,male,Full Time,0.48817,741,1361,0.46161,0.51474
2002,Direct migration background,male,Part Time,0.15402,210,1361,0.13483,0.17320
2002,Direct migration background,male,Not Working,0.30307,410,1361,0.27864,0.32749
2002,Direct migration background,female,Full Time,0.21094,313,1436,0.18983,0.23205
2002,Direct migration background,female,Part Time,0.27437,432,1436,0.25128,0.29746
2002,Direct migration background,female,Not Working,0.45875,691,1436,0.43297,0.48453
2002,Indirect migration background,male,Full Time,0.21647,208,364,0.17410,0.25883
2002,Indirect migration background,male,Part Time,0.08124,80,364,0.05314,0.10935
2002,Indirect migration background,male,Not Working,0.08005,76,364,0.05213,0.10796
2002,Indirect migration background,female,Full Time,0.11802,121,405,0.08656,0.14948
2002,Indirect migration background,female,Part Time,0.11782,125,405,0.08639,0.14926
2002,Indirect migration background,female,Not Working,0.15078,159,405,0.11589,0.18568
2003,No migration background,male,Full Time,0.44795,5121,9047,0.43770,0.45820
2003,No migration background,male,Part Time,0.11682,1229,9047,0.11021,0.12344
2003,No migration background,male,Not Working,0.27704,2697,9047,0.26782,0.28627
2003,No migration background,female,Full Time,0.19922,2552,9723,0.19128,0.20716
2003,No migration background,female,Part Time,0.23968,3026,9723,0.23119,0.24816
2003,No migration background,female,Not Working,0.41877,4145,9723,0.40896,0.42858
2003,Direct migration background,male,Full Time,0.46468,654,1264,0.43717,0.49218
2003,Direct migration background,male,Part Time,0.16596,217,1264,0.14544,0.18648
2003,Direct migration background,male,Not Working,0.31989,393,1264,0.29417,0.34562
2003,Direct migration background,female,Full Time,0.19007,275,1355,0.16917,0.21097
2003,Direct migration background,female,Part Time,0.29130,420,1355,0.26710,0.31550
2003,Direct migration background,female,Not Working,0.46735,660,1355,0.44077,0.49392
2003,Indirect migration background,male,Full Time,0.20364,198,366,0.16232,0.24495
2003,Indirect migration background,male,Part Time,0.08775,79,366,0.05872,0.11677
2003,Indirect migration background,male,Not Working,0.09893,89,366,0.06830,0.12956
2003,Indirect migration background,female,Full Time,0.11881,114,411,0.08749,0.15013
2003,Indirect migration background,female,Part Time,0.13615,143,411,0.10295,0.16935
2003,Indirect migration background,female,Not Working,0.15818,154,411,0.12286,0.19351
2004,No migration background,male,Full Time,0.44034,4834,8781,0.42996,0.45073
2004,No migration background,male,Part Time,0.11663,1220,8781,0.10992,0.12335
2004,No migration background,male,Not Working,0.28745,2727,8781,0.27798,0.29691
2004,No migration background,female,Full Time,0.19690,2440,9497,0.18891,0.20490
2004,No migration background,female,Part Time,0.24480,2962,9497,0.23615,0.25345
2004,No migration background,female,Not Working,0.41876,4095,9497,0.40884,0.42868
2004,Direct migration background,male,Full Time,0.45327,610,1218,0.42530,0.48124
2004,Direct migration background,male,Part Time,0.15599,192,1218,0.13560,0.17637
2004,Direct migration background,male,Not Working,0.35671,416,1218,0.32980,0.38363
2004,Direct migration background,female,Full Time,0.19472,262,1320,0.17335,0.21609
2004,Direct migration background,female,Part Time,0.29237,404,1320,0.26782,0.31692
2004,Direct migration background,female,Not Working,0.46900,654,1320,0.44206,0.49593
2004,Indirect migration background,male,Full Time,0.21379,201,382,0.17263,0.25496
2004,Indirect migration background,male,Part Time,0.09420,82,382,0.06487,0.12354
2004,Indirect migration background,male,Not Working,0.11961,99,382,0.08703,0.15220
2004,Indirect migration background,female,Full Time,0.11761,112,416,0.08661,0.14860
2004,Indirect migration background,female,Part Time,0.14656,148,416,0.11253,0.18058
2004,Indirect migration background,female,Not Working,0.16601,156,416,0.13021,0.20181
2005,No migration background,male,Full Time,0.44987,4585,8383,0.43922,0.46052
2005,No migration background,male,Part Time,0.11842,1138,8383,0.11150,0.12533
2005,No migration background,male,Not Working,0.27976,2660,8383,0.27015,0.28937
2005,No migration background,female,Full Time,0.20059,2313,9122,0.19237,0.20881
2005,No migration background,female,Part Time,0.25083,2902,9122,0.24193,0.25972
2005,No migration background,female,Not Working,0.41202,3907,9122,0.40192,0.42212
2005,Direct migration background,male,Full Time,0.45059,556,1116,0.42138,0.47979
2005,Direct migration background,male,Part Time,0.16520,169,1116,0.14341,0.18700
2005,Direct migration background,male,Not Working,0.35060,391,1116,0.32260,0.37861
2005,Direct migration background,female,Full Time,0.20556,250,1252,0.18316,0.22795
2005,Direct migration background,female,Part Time,0.30690,387,1252,0.28134,0.33246
2005,Direct migration background,female,Not Working,0.45415,615,1252,0.42656,0.48174
2005,Indirect migration background,male,Full Time,0.22833,210,400,0.18714,0.26952
2005,Indirect migration background,male,Part Time,0.11388,75,400,0.08271,0.14505
2005,Indirect migration background,male,Not Working,0.11867,115,400,0.08693,0.15040
2005,Indirect migration background,female,Full Time,0.14169,119,426,0.10853,0.17485
2005,Indirect migration background,female,Part Time,0.15908,140,426,0.12431,0.19385
2005,Indirect migration background,female,Not Working,0.17555,167,426,0.13938,0.21172
2006,No migration background,male,Full Time,0.44421,4836,9118,0.43401,0.45441
2006,No migration background,male,Part Time,0.11759,1180,9118,0.11098,0.12420
2006,No migration background,male,Not Working,0.28949,3102,9118,0.28018,0.29880
2006,No migration background,female,Full Time,0.20168,2467,9914,0.19378,0.20958
2006,No migration background,female,Part Time,0.24439,3051,9914,0.23593,0.25285
