year,migback,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Indirect migration background,Not Working,0.39119,172,490,0.34793,0.43444
1995,No migration background,Full Time,0.40605,4545,10002,0.39643,0.41568
1995,No migration background,Part Time,0.18129,1930,10002,0.17374,0.18884
1995,No migration background,Not Working,0.41266,3527,10002,0.40301,0.42230
1995,Direct migration background,Full Time,0.35993,1150,2781,0.34209,0.37778
1995,Direct migration background,Part Time,0.19751,537,2781,0.18271,0.21231
1995,Direct migration background,Not Working,0.44256,1094,2781,0.42410,0.46102
1995,Indirect migration background,Full Time,0.32823,199,503,0.28716,0.36931
1995,Indirect migration background,Part Time,0.29335,134,503,0.25352,0.33318
1995,Indirect migration background,Not Working,0.37842,170,503,0.33599,0.42084
1996,No migration background,Full Time,0.40486,4521,9908,0.39519,0.41453
1996,No migration background,Part Time,0.18695,1961,9908,0.17927,0.19462
1996,No migration background,Not Working,0.40819,3426,9908,0.39851,0.41787
1996,Direct migration background,Full Time,0.35821,997,2598,0.33977,0.37665
1996,Direct migration background,Part Time,0.19806,583,2598,0.18274,0.21339
1996,Direct migration background,Not Working,0.44372,1018,2598,0.42462,0.46283
1996,Indirect migration background,Full Time,0.35401,215,542,0.31371,0.39431
1996,Indirect migration background,Part Time,0.26388,146,542,0.22674,0.30101
1996,Indirect migration background,Not Working,0.38212,181,542,0.34117,0.42306
1997,No migration background,Full Time,0.40034,4412,9792,0.39064,0.41005
1997,No migration background,Part Time,0.18299,1887,9792,0.17533,0.19065
1997,No migration background,Not Working,0.41667,3493,9792,0.40690,0.42643
1997,Direct migration background,Full Time,0.35430,948,2472,0.33544,0.37316
1997,Direct migration background,Part Time,0.19811,517,2472,0.18240,0.21383
1997,Direct migration background,Not Working,0.44758,1007,2472,0.42798,0.46719
1997,Indirect migration background,Full Time,0.35638,224,566,0.31689,0.39587
1997,Indirect migration background,Part Time,0.25086,139,566,0.21512,0.28661
1997,Indirect migration background,Not Working,0.39276,203,566,0.35249,0.43303
1998,No migration background,Full Time,0.38942,4859,11246,0.38041,0.39844
1998,No migration background,Part Time,0.18253,2207,11246,0.17539,0.18967
1998,No migration background,Not Working,0.42805,4180,11246,0.41890,0.43719
1998,Direct migration background,Full Time,0.35726,883,2399,0.33808,0.37644
1998,Direct migration background,Part Time,0.20454,517,2399,0.18840,0.22069
1998,Direct migration background,Not Working,0.43820,999,2399,0.41834,0.45806
1998,Indirect migration background,Full Time,0.37934,242,595,0.34032,0.41836
1998,Indirect migration background,Part Time,0.23896,147,595,0.20467,0.27326
1998,Indirect migration background,Not Working,0.38170,206,595,0.34263,0.42076
1999,No migration background,Full Time,0.39427,4746,10866,0.38508,0.40345
1999,No migration background,Part Time,0.19907,2301,10866,0.19156,0.20658
1999,No migration background,Not Working,0.40666,3819,10866,0.39743,0.41590
1999,Direct migration background,Full Time,0.37547,845,2204,0.35525,0.39569
1999,Direct migration background,Part Time,0.20979,460,2204,0.19279,0.22679
1999,Direct migration background,Not Working,0.41474,899,2204,0.39416,0.43531
1999,Indirect migration background,Full Time,0.35520,243,604,0.31700,0.39340
1999,Indirect migration background,Part Time,0.28645,170,604,0.25037,0.32254
1999,Indirect migration background,Not Working,0.35835,191,604,0.32007,0.39662
2000,No migration background,Full Time,0.40363,8483,19989,0.39683,0.41044
2000,No migration background,Part Time,0.19457,4098,19989,0.18908,0.20006
2000,No migration background,Not Working,0.40180,7408,19989,0.39500,0.40859
2000,Direct migration background,Full Time,0.38060,1250,3305,0.36404,0.39715
2000,Direct migration background,Part Time,0.21192,708,3305,0.19798,0.22585
2000,Direct migration background,Not Working,0.40749,1347,3305,0.39073,0.42424
2000,Indirect migration background,Full Time,0.40487,339,818,0.37121,0.43853
2000,Indirect migration background,Part Time,0.28337,236,818,0.25247,0.31427
2000,Indirect migration background,Not Working,0.31176,243,818,0.28000,0.34353
2001,No migration background,Full Time,0.40216,7642,18241,0.39505,0.40928
2001,No migration background,Part Time,0.20230,3897,18241,0.19647,0.20813
2001,No migration background,Not Working,0.39553,6702,18241,0.38844,0.40263
2001,Direct migration background,Full Time,0.36944,1102,2916,0.35192,0.38696
2001,Direct migration background,Part Time,0.23641,680,2916,0.22099,0.25184
2001,Direct migration background,Not Working,0.39414,1134,2916,0.37640,0.41188
2001,Indirect migration background,Full Time,0.41234,316,764,0.37741,0.44727
2001,Indirect migration background,Part Time,0.28456,218,764,0.25255,0.31658
2001,Indirect migration background,Not Working,0.30310,230,764,0.27049,0.33571
2002,No migration background,Full Time,0.38612,8186,19461,0.37928,0.39296
2002,No migration background,Part Time,0.21038,4370,19461,0.20466,0.21611
2002,No migration background,Not Working,0.40350,6905,19461,0.39660,0.41039
2002,Direct migration background,Full Time,0.36575,1054,2797,0.34789,0.38360
2002,Direct migration background,Part Time,0.22861,642,2797,0.21304,0.24418
2002,Direct migration background,Not Working,0.40564,1101,2797,0.38744,0.42384
2002,Indirect migration background,Full Time,0.43575,329,769,0.40068,0.47082
2002,Indirect migration background,Part Time,0.26104,205,769,0.22998,0.29211
2002,Indirect migration background,Not Working,0.30320,235,769,0.27069,0.33571
2003,No migration background,Full Time,0.37794,7673,18770,0.37100,0.38488
2003,No migration background,Part Time,0.21111,4255,18770,0.20527,0.21695
2003,No migration background,Not Working,0.41094,6842,18770,0.40391,0.41798
2003,Direct migration background,Full Time,0.34061,929,2619,0.32245,0.35876
2003,Direct migration background,Part Time,0.24266,637,2619,0.22623,0.25908
2003,Direct migration background,Not Working,0.41674,1053,2619,0.39785,0.43562
2003,Indirect migration background,Full Time,0.40076,312,777,0.36628,0.43524
2003,Indirect migration background,Part Time,0.27892,222,777,0.24736,0.31047
2003,Indirect migration background,Not Working,0.32032,243,777,0.28749,0.35315
2004,No migration background,Full Time,0.37095,7274,18278,0.36394,0.37795
2004,No migration background,Part Time,0.21341,4182,18278,0.20747,0.21935
2004,No migration background,Not Working,0.41564,6822,18278,0.40849,0.42278
2004,Direct migration background,Full Time,0.33265,872,2538,0.31432,0.35099
2004,Direct migration background,Part Time,0.23570,596,2538,0.21919,0.25222
2004,Direct migration background,Not Working,0.43164,1070,2538,0.41237,0.45092
2004,Indirect migration background,Full Time,0.38782,313,798,0.35399,0.42164
2004,Indirect migration background,Part Time,0.27990,230,798,0.24873,0.31107
2004,Indirect migration background,Not Working,0.33229,255,798,0.29958,0.36499
2005,No migration background,Full Time,0.37721,6898,17505,0.37003,0.38439
2005,No migration background,Part Time,0.21719,4040,17505,0.21108,0.22329
2005,No migration background,Not Working,0.40560,6567,17505,0.39833,0.41288
2005,Direct migration background,Full Time,0.33391,806,2368,0.31491,0.35291
2005,Direct migration background,Part Time,0.24743,556,2368,0.23005,0.26482
2005,Direct migration background,Not Working,0.41866,1006,2368,0.39879,0.43853
2005,Indirect migration background,Full Time,0.39724,329,826,0.36385,0.43064
2005,Indirect migration background,Part Time,0.29018,215,826,0.25921,0.32115
2005,Indirect migration background,Not Working,0.31257,282,826,0.28094,0.34420
2006,No migration background,Full Time,0.37376,7303,19032,0.36689,0.38064
2006,No migration background,Part Time,0.21191,4231,19032,0.20610,0.21771
2006,No migration background,Not Working,0.41433,7498,19032,0.40733,0.42133
2006,Direct migration background,Full Time,0.33148,798,2385,0.31258,0.35038
2006,Direct migration background,Part Time,0.23182,560,2385,0.21488,0.24876
2006,Direct migration background,Not Working,0.43670,1027,2385,0.41679,0.45661
2006,Indirect migration background,Full Time,0.39497,330,854,0.36216,0.42777
2006,Indirect migration background,Part Time,0.28109,228,854,0.25092,0.31126
2006,Indirect migration background,Not Working,0.32394,296,854,0.29254,0.35535
2007,No migration background,Full Time,0.37843,6841,17882,0.37132,0.38554
2007,No migration background,Part Time,0.20765,3947,17882,0.20170,0.21359
2007,No migration background,Not Working,0.41392,7094,17882,0.40670,0.42114
2007,Direct migration background,Full Time,0.31646,702,2133,0.29672,0.33620
2007,Direct migration background,Part Time,0.25498,540,2133,0.23648,0.27348
2007,Direct migration background,Not Working,0.42856,891,2133,0.40755,0.44956
2007,Indirect migration background,Full Time,0.37749,324,835,0.34459,0.41039
2007,Indirect migration background,Part Time,0.30158,224,835,0.27044,0.33273
2007,Indirect migration background,Not Working,0.32093,287,835,0.28924,0.35261
2008,No migration background,Full Time,0.38783,6519,16839,0.38047,0.39519
2008,No migration background,Part Time,0.20826,3707,16839,0.20213,0.21440
2008,No migration background,Not Working,0.40390,6613,16839,0.39649,0.41132
2008,Direct migration background,Full Time,0.32456,631,1910,0.30356,0.34556
2008,Direct migration background,Part Time,0.25647,477,1910,0.23689,0.27606
2008,Direct migration background,Not Working,0.41897,802,1910,0.39683,0.44110
2008,Indirect migration background,Full Time,0.41487,338,822,0.38117,0.44858
2008,Indirect migration background,Part Time,0.27408,222,822,0.24356,0.30459
2008,Indirect migration background,Not Working,0.31105,262,822,0.27938,0.34272
2009,No migration background,Full Time,0.38963,6166,15836,0.38203,0.39723
2009,No migration background,Part Time,0.21909,3557,15836,0.21265,0.22553
2009,No migration background,Not Working,0.39128,6113,15836,0.38368,0.39888
2009,Direct migration background,Full Time,0.31383,530,1667,0.29154,0.33611
2009,Direct migration background,Part Time,0.28168,449,1667,0.26008,0.30328
2009,Direct migration background,Not Working,0.40449,688,1667,0.38092,0.42806
2009,Indirect migration background,Full Time,0.42537,307,751,0.38999,0.46075
2009,Indirect migration background,Part Time,0.28820,209,751,0.25578,0.32061
2009,Indirect migration background,Not Working,0.28644,235,751,0.25408,0.31879
2010,No migration background,Full Time,0.39697,7842,20164,0.39022,0.40373
2010,No migration background,Part Time,0.21447,5218,20164,0.20881,0.22014
2010,No migration background,Not Working,0.38856,7104,20164,0.38183,0.39528
2010,Direct migration background,Full Time,0.30298,965,2997,0.28652,0.31943
2010,Direct migration background,Part Time,0.28626,802,2997,0.27007,0.30245
2010,Direct migration background,Not Working,0.41076,1230,2997,0.39315,0.42838
2010,Indirect migration background,Full Time,0.43516,438,1167,0.40670,0.46361
2010,Indirect migration background,Part Time,0.29234,317,1167,0.26623,0.31844
2010,Indirect migration background,Not Working,0.27251,412,1167,0.24695,0.29807
2011,No migration background,Full Time,0.39731,9086,24184,0.39114,0.40348
2011,No migration background,Part Time,0.21570,6332,24184,0.21051,0.22088
2011,No migration background,Not Working,0.38699,8766,24184,0.38086,0.39313
2011,Direct migration background,Full Time,0.33551,1092,3373,0.31957,0.35144
2011,Direct migration background,Part Time,0.27600,921,3373,0.26091,0.29108
2011,Direct migration background,Not Working,0.38850,1360,3373,0.37205,0.40495
2011,Indirect migration background,Full Time,0.41163,452,1343,0.38530,0.43796
2011,Indirect migration background,Part Time,0.29403,407,1343,0.26966,0.31841
2011,Indirect migration background,Not Working,0.29434,484,1343,0.26995,0.31872
2012,No migration background,Full Time,0.39367,8831,23655,0.38744,0.39989
2012,No migration background,Part Time,0.21797,6180,23655,0.21271,0.22323
2012,No migration background,Not Working,0.38836,8644,23655,0.38215,0.39457
2012,Direct migration background,Full Time,0.35779,1126,3213,0.34121,0.37437
2012,Direct migration background,Part Time,0.26513,870,3213,0.24987,0.28040
2012,Direct migration background,Not Working,0.37708,1217,3213,0.36032,0.39384
2012,Indirect migration background,Full Time,0.41641,470,1298,0.38959,0.44324
2012,Indirect migration background,Part Time,0.30232,404,1298,0.27732,0.32731
2012,Indirect migration background,Not Working,0.28127,424,1298,0.25680,0.30574
2013,No migration background,Full Time,0.38336,8247,22459,0.37701,0.38972
2013,No migration background,Part Time,0.21949,5948,22459,0.21408,0.22491
2013,No migration background,Not Working,0.39714,8264,22459,0.39074,0.40354
2013,Direct migration background,Full Time,0.19228,1018,6577,0.18275,0.20180
2013,Direct migration background,Part Time,0.15440,840,6577,0.14567,0.16313
2013,Direct migration background,Not Working,0.65332,4719,6577,0.64182,0.66483
2013,Indirect migration background,Full Time,0.25470,451,2147,0.23627,0.27314
2013,Indirect migration background,Part Time,0.16223,370,2147,0.14663,0.17783
2013,Indirect migration background,Not Working,0.58307,1326,2147,0.56221,0.60393
2014,No migration background,Full Time,0.38569,7641,20485,0.37902,0.39235
2014,No migration background,Part Time,0.22274,5391,20485,0.21704,0.22844
2014,No migration background,Not Working,0.39157,7453,20485,0.38489,0.39826
2014,Direct migration background,Full Time,0.33667,1910,5332,0.32398,0.34936
2014,Direct migration background,Part Time,0.30495,1629,5332,0.29259,0.31731
2014,Direct migration background,Not Working,0.35838,1793,5332,0.34551,0.37125
2014,Indirect migration background,Full Time,0.40761,672,1837,0.38513,0.43009
2014,Indirect migration background,Part Time,0.28679,524,1837,0.26611,0.30748
2014,Indirect migration background,Not Working,0.30560,641,1837,0.28453,0.32667
2015,No migration background,Full Time,0.38335,7203,19512,0.37652,0.39017
2015,No migration background,Part Time,0.22891,5188,19512,0.22301,0.23480
2015,No migration background,Not Working,0.38775,7121,19512,0.38091,0.39458
2015,Direct migration background,Full Time,0.31193,1693,6110,0.30031,0.32355
2015,Direct migration background,Part Time,0.25692,1426,6110,0.24596,0.26788
2015,Direct migration background,Not Working,0.43115,2991,6110,0.41873,0.44357
2015,Indirect migration background,Full Time,0.43538,619,1720,0.41194,0.45882
2015,Indirect migration background,Part Time,0.27927,496,1720,0.25806,0.30048
2015,Indirect migration background,Not Working,0.28535,605,1720,0.26401,0.30670
2016,No migration background,Full Time,0.38686,6691,18143,0.37977,0.39395
2016,No migration background,Part Time,0.23326,4868,18143,0.22710,0.23941
2016,No migration background,Not Working,0.37988,6584,18143,0.37282,0.38695
2016,Direct migration background,Full Time,0.35829,1893,8225,0.34793,0.36865
2016,Direct migration background,Part Time,0.28199,1589,8225,0.27226,0.29171
2016,Direct migration background,Not Working,0.35972,4743,8225,0.34935,0.37009
2016,Indirect migration background,Full Time,0.43307,586,1604,0.40882,0.45733
2016,Indirect migration background,Part Time,0.27839,488,1604,0.25645,0.30033
2016,Indirect migration background,Not Working,0.28853,530,1604,0.26635,0.31072
2017,No migration background,Full Time,0.39249,7947,20467,0.38580,0.39918
2017,No migration background,Part Time,0.23440,5544,20467,0.22860,0.24021
2017,No migration background,Not Working,0.37311,6976,20467,0.36648,0.37974
2017,Direct migration background,Full Time,0.34941,1884,9046,0.33958,0.35923
2017,Direct migration background,Part Time,0.29228,1659,9046,0.28290,0.30165
2017,Direct migration background,Not Working,0.35832,5503,9046,0.34843,0.36820
2017,Indirect migration background,Full Time,0.42771,608,1746,0.40450,0.45092
2017,Indirect migration background,Part Time,0.27969,569,1746,0.25863,0.30075
2017,Indirect migration background,Not Working,0.29260,569,1746,0.27125,0.31394
2018,No migration background,Full Time,0.39019,7526,19737,0.38339,0.39700
2018,No migration background,Part Time,0.24544,5465,19737,0.23944,0.25145
2018,No migration background,Not Working,0.36436,6746,19737,0.35765,0.37108
2018,Direct migration background,Full Time,0.36515,1884,8426,0.35486,0.37543
2018,Direct migration background,Part Time,0.28642,1751,8426,0.27676,0.29607
2018,Direct migration background,Not Working,0.34844,4791,8426,0.33826,0.35861
2018,Indirect migration background,Full Time,0.44652,638,1726,0.42306,0.46998
2018,Indirect migration background,Part Time,0.30230,580,1726,0.28062,0.32397
2018,Indirect migration background,Not Working,0.25119,508,1726,0.23072,0.27165
2019,No migration background,Full Time,0.38791,8247,20540,0.38125,0.39458
2019,No migration background,Part Time,0.23714,5396,20540,0.23132,0.24295
2019,No migration background,Not Working,0.37495,6897,20540,0.36833,0.38157
2019,Direct migration background,Full Time,0.37694,1908,7600,0.36604,0.38783
2019,Direct migration background,Part Time,0.28229,1703,7600,0.27217,0.29241
2019,Direct migration background,Not Working,0.34077,3989,7600,0.33011,0.35143
2019,Indirect migration background,Full Time,0.44738,654,1690,0.42367,0.47109
2019,Indirect migration background,Part Time,0.32803,542,1690,0.30564,0.35042
2019,Indirect migration background,Not Working,0.22459,494,1690,0.20469,0.24449
2020,No migration background,Full Time,0.38938,7435,18846,0.38242,0.39634
2020,No migration background,Part Time,0.23836,4980,18846,0.23228,0.24444
2020,No migration background,Not Working,0.37226,6431,18846,0.36536,0.37916
2020,Direct migration background,Full Time,0.36381,2979,9544,0.35416,0.37346
2020,Direct migration background,Part Time,0.28492,2280,9544,0.27587,0.29398
2020,Direct migration background,Not Working,0.35127,4285,9544,0.34169,0.36085
2020,Indirect migration background,Full Time,0.43194,625,1622,0.40783,0.45606
2020,Indirect migration background,Part Time,0.31344,544,1622,0.29086,0.33603
2020,Indirect migration background,Not Working,0.25461,453,1622,0.23341,0.27582
2021,No migration background,Full Time,0.36024,4923,13387,0.35210,0.36837
2021,No migration background,Part Time,0.22539,3370,13387,0.21831,0.23247
2021,No migration background,Not Working,0.41437,5094,13387,0.40603,0.42272
2021,Direct migration background,Full Time,0.33730,1457,5569,0.32488,0.34971
2021,Direct migration background,Part Time,0.27837,1253,5569,0.26659,0.29014
2021,Direct migration background,Not Working,0.38434,2859,5569,0.37156,0.39712
2021,Indirect migration background,Full Time,0.43023,361,976,0.39916,0.46131
2021,Indirect migration background,Part Time,0.27656,296,976,0.24848,0.30463
2021,Indirect migration background,Not Working,0.29321,319,976,0.26463,0.32178
2022,No migration background,Full Time,0.31813,6304,18524,0.31142,0.32483
2022,No migration background,Part Time,0.20755,4381,18524,0.20171,0.21339
2022,No migration background,Not Working,0.47432,7839,18524,0.46713,0.48151
2022,Direct migration background,Full Time,0.30968,2267,8244,0.29970,0.31966
2022,Direct migration background,Part Time,0.21558,1969,8244,0.20671,0.22446
2022,Direct migration background,Not Working,0.47473,4008,8244,0.46395,0.48551
2022,Indirect migration background,Full Time,0.37466,507,1505,0.35020,0.39913
2022,Indirect migration background,Part Time,0.22675,424,1505,0.20559,0.24791
2022,Indirect migration background,Not Working,0.39859,574,1505,0.37384,0.42333
