year,quintil_oecd,sampreg,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,1st Quintile,West,Full Time,0.13490,495,1932,0.11966,0.15014
1989,1st Quintile,West,Part Time,0.11717,322,1932,0.10282,0.13151
1989,1st Quintile,West,Not Working,0.53111,1115,1932,0.50885,0.55336
1989,2nd Quintile,West,Full Time,0.27227,812,1965,0.25258,0.29196
1989,2nd Quintile,West,Part Time,0.12794,359,1965,0.11317,0.14272
1989,2nd Quintile,West,Not Working,0.37942,794,1965,0.35796,0.40088
1989,3rd Quintile,West,Full Time,0.35867,925,1895,0.33707,0.38027
1989,3rd Quintile,West,Part Time,0.15436,369,1895,0.13809,0.17063
1989,3rd Quintile,West,Not Working,0.31351,601,1895,0.29262,0.33441
1989,4th Quintile,West,Full Time,0.46970,1147,2009,0.44787,0.49153
1989,4th Quintile,West,Part Time,0.14116,333,2009,0.12593,0.15639
1989,4th Quintile,West,Not Working,0.27976,529,2009,0.26013,0.29939
1989,5th Quintile,West,Full Time,0.54540,1160,1862,0.52277,0.56802
1989,5th Quintile,West,Part Time,0.15132,325,1862,0.13504,0.16761
1989,5th Quintile,West,Not Working,0.20732,377,1862,0.18890,0.22574
1990,1st Quintile,West,Full Time,0.14518,493,1905,0.12936,0.16101
1990,1st Quintile,West,Part Time,0.12595,331,1905,0.11104,0.14085
1990,1st Quintile,West,Not Working,0.50282,1081,1905,0.48036,0.52528
1990,2nd Quintile,West,Full Time,0.26126,740,1889,0.24144,0.28107
1990,2nd Quintile,West,Part Time,0.14295,371,1889,0.12716,0.15873
1990,2nd Quintile,West,Not Working,0.37519,778,1889,0.35335,0.39703
1990,3rd Quintile,West,Full Time,0.35071,907,1896,0.32923,0.37220
1990,3rd Quintile,West,Part Time,0.15807,379,1896,0.14164,0.17449
1990,3rd Quintile,West,Not Working,0.31059,610,1896,0.28975,0.33142
1990,4th Quintile,West,Full Time,0.49156,1133,1943,0.46932,0.51379
1990,4th Quintile,West,Part Time,0.15647,350,1943,0.14031,0.17262
1990,4th Quintile,West,Not Working,0.24533,460,1943,0.22620,0.26447
1990,5th Quintile,West,Full Time,0.55039,1151,1827,0.52757,0.57320
1990,5th Quintile,West,Part Time,0.14309,295,1827,0.12703,0.15915
1990,5th Quintile,West,Not Working,0.20953,381,1827,0.19086,0.22820
1991,1st Quintile,West,Full Time,0.13966,471,1843,0.12383,0.15549
1991,1st Quintile,West,Part Time,0.12947,324,1843,0.11413,0.14480
1991,1st Quintile,West,Not Working,0.50408,1048,1843,0.48125,0.52691
1991,2nd Quintile,West,Full Time,0.26204,752,1893,0.24222,0.28185
1991,2nd Quintile,West,Part Time,0.14563,377,1893,0.12973,0.16152
1991,2nd Quintile,West,Not Working,0.37292,764,1893,0.35113,0.39471
1991,3rd Quintile,West,Full Time,0.37016,939,1883,0.34834,0.39197
1991,3rd Quintile,West,Part Time,0.14220,351,1883,0.12642,0.15798
1991,3rd Quintile,West,Not Working,0.29981,593,1883,0.27910,0.32051
1991,4th Quintile,West,Full Time,0.45224,1088,1944,0.43011,0.47437
1991,4th Quintile,West,Part Time,0.16984,379,1944,0.15314,0.18654
1991,4th Quintile,West,Not Working,0.25158,477,1944,0.23228,0.27087
1991,5th Quintile,West,Full Time,0.55352,1166,1846,0.53083,0.57620
1991,5th Quintile,West,Part Time,0.14943,321,1846,0.13317,0.16570
1991,5th Quintile,West,Not Working,0.19765,359,1846,0.17948,0.21582
1992,1st Quintile,West,Full Time,0.11267,244,1173,0.09457,0.13077
1992,1st Quintile,West,Part Time,0.12028,213,1173,0.10165,0.13890
1992,1st Quintile,West,Not Working,0.53349,716,1173,0.50493,0.56205
1992,1st Quintile,East,Full Time,0.23516,550,1599,0.21436,0.25595
1992,1st Quintile,East,Part Time,0.15463,354,1599,0.13690,0.17235
1992,1st Quintile,East,Not Working,0.42446,695,1599,0.40022,0.44869
1992,2nd Quintile,West,Full Time,0.22041,588,1653,0.20043,0.24040
1992,2nd Quintile,West,Part Time,0.13565,323,1653,0.11914,0.15216
1992,2nd Quintile,West,Not Working,0.39778,742,1653,0.37418,0.42138
1992,2nd Quintile,East,Full Time,0.48052,780,1217,0.45243,0.50860
1992,2nd Quintile,East,Part Time,0.13890,214,1217,0.11946,0.15834
1992,2nd Quintile,East,Not Working,0.15733,223,1217,0.13686,0.17779
1992,3rd Quintile,West,Full Time,0.32795,900,1960,0.30716,0.34874
1992,3rd Quintile,West,Part Time,0.14805,376,1960,0.13232,0.16378
1992,3rd Quintile,West,Not Working,0.32863,684,1960,0.30783,0.34943
1992,3rd Quintile,East,Full Time,0.60282,510,711,0.56683,0.63882
1992,3rd Quintile,East,Part Time,0.13227,113,711,0.10735,0.15719
1992,3rd Quintile,East,Not Working,0.10700,88,711,0.08426,0.12974
1992,4th Quintile,West,Full Time,0.43342,1254,2289,0.41311,0.45372
1992,4th Quintile,West,Part Time,0.15952,429,2289,0.14451,0.17452
1992,4th Quintile,West,Not Working,0.26685,606,2289,0.24873,0.28498
1992,4th Quintile,East,Full Time,0.64823,236,293,0.59345,0.70300
1992,4th Quintile,East,Part Time,0.17201,57,293,0.12872,0.21530
1992,5th Quintile,West,Full Time,0.54050,1412,2263,0.51996,0.56103
1992,5th Quintile,West,Part Time,0.15367,399,2263,0.13881,0.16853
1992,5th Quintile,West,Not Working,0.20596,452,2263,0.18929,0.22262
1992,5th Quintile,East,Full Time,0.70036,105,105,0.61231,0.78840
1993,1st Quintile,West,Full Time,0.13258,320,1427,0.11498,0.15018
1993,1st Quintile,West,Part Time,0.12565,245,1427,0.10845,0.14286
1993,1st Quintile,West,Not Working,0.50241,862,1427,0.47646,0.52837
1993,1st Quintile,East,Full Time,0.18083,326,1170,0.15876,0.20289
1993,1st Quintile,East,Part Time,0.12987,216,1170,0.11060,0.14914
1993,1st Quintile,East,Not Working,0.50705,628,1170,0.47839,0.53571
1993,2nd Quintile,West,Full Time,0.22694,578,1630,0.20660,0.24728
1993,2nd Quintile,West,Part Time,0.13509,332,1630,0.11849,0.15169
1993,2nd Quintile,West,Not Working,0.40829,720,1630,0.38442,0.43216
1993,2nd Quintile,East,Full Time,0.36635,608,1204,0.33912,0.39358
1993,2nd Quintile,East,Part Time,0.13375,203,1204,0.11452,0.15299
1993,2nd Quintile,East,Not Working,0.29331,393,1204,0.26759,0.31904
1993,3rd Quintile,West,Full Time,0.32330,866,1861,0.30204,0.34456
1993,3rd Quintile,West,Part Time,0.14884,372,1861,0.13267,0.16502
1993,3rd Quintile,West,Not Working,0.33368,623,1861,0.31225,0.35511
1993,3rd Quintile,East,Full Time,0.51179,546,818,0.47751,0.54606
1993,3rd Quintile,East,Part Time,0.12645,128,818,0.10366,0.14924
1993,3rd Quintile,East,Not Working,0.15284,144,818,0.12817,0.17752
1993,4th Quintile,West,Full Time,0.43625,1165,2135,0.41521,0.45729
1993,4th Quintile,West,Part Time,0.16091,428,2135,0.14532,0.17650
1993,4th Quintile,West,Not Working,0.25760,542,2135,0.23905,0.27616
1993,4th Quintile,East,Full Time,0.58255,331,473,0.53806,0.62704
1993,4th Quintile,East,Part Time,0.13493,78,473,0.10411,0.16575
1993,4th Quintile,East,Not Working,0.14956,64,473,0.11739,0.18174
1993,5th Quintile,West,Full Time,0.54308,1381,2219,0.52235,0.56381
1993,5th Quintile,West,Part Time,0.16991,428,2219,0.15428,0.18554
1993,5th Quintile,West,Not Working,0.18729,410,2219,0.17105,0.20352
1993,5th Quintile,East,Full Time,0.69432,127,127,0.61388,0.77476
1994,1st Quintile,West,Full Time,0.13335,332,1553,0.11644,0.15027
1994,1st Quintile,West,Part Time,0.12985,301,1553,0.11312,0.14657
1994,1st Quintile,West,Not Working,0.49233,920,1553,0.46746,0.51720
1994,1st Quintile,East,Full Time,0.16567,254,968,0.14224,0.18911
1994,1st Quintile,East,Part Time,0.12228,171,968,0.10163,0.14292
1994,1st Quintile,East,Not Working,0.52120,543,968,0.48971,0.55269
1994,2nd Quintile,West,Full Time,0.21745,550,1589,0.19716,0.23774
1994,2nd Quintile,West,Part Time,0.14678,325,1589,0.12938,0.16419
1994,2nd Quintile,West,Not Working,0.40680,714,1589,0.38263,0.43096
1994,2nd Quintile,East,Full Time,0.32580,507,1078,0.29781,0.35379
1994,2nd Quintile,East,Part Time,0.11292,169,1078,0.09402,0.13182
1994,2nd Quintile,East,Not Working,0.34684,402,1078,0.31842,0.37527
1994,3rd Quintile,West,Full Time,0.31849,839,1818,0.29707,0.33991
1994,3rd Quintile,West,Part Time,0.15589,368,1818,0.13921,0.17257
1994,3rd Quintile,West,Not Working,0.34150,611,1818,0.31970,0.36331
1994,3rd Quintile,East,Full Time,0.44682,527,896,0.41425,0.47939
1994,3rd Quintile,East,Part Time,0.11351,132,896,0.09273,0.13429
1994,3rd Quintile,East,Not Working,0.25939,237,896,0.23068,0.28811
1994,4th Quintile,West,Full Time,0.43165,1079,1991,0.40989,0.45342
1994,4th Quintile,West,Part Time,0.14921,368,1991,0.13355,0.16486
1994,4th Quintile,West,Not Working,0.26513,544,1991,0.24574,0.28452
1994,4th Quintile,East,Full Time,0.56724,359,551,0.52583,0.60865
1994,4th Quintile,East,Part Time,0.12120,80,551,0.09393,0.14848
1994,4th Quintile,East,Not Working,0.18320,112,551,0.15087,0.21553
1994,5th Quintile,West,Full Time,0.52916,1303,2141,0.50801,0.55031
1994,5th Quintile,West,Part Time,0.16686,412,2141,0.15106,0.18266
1994,5th Quintile,West,Not Working,0.20317,426,2141,0.18612,0.22022
1994,5th Quintile,East,Full Time,0.68527,216,252,0.62782,0.74273
1994,5th Quintile,East,Part Time,0.10946,36,252,0.07083,0.14808
1995,1st Quintile,West,Full Time,0.13197,377,1752,0.11612,0.14782
1995,1st Quintile,West,Part Time,0.13933,336,1752,0.12311,0.15555
1995,1st Quintile,West,Not Working,0.46224,1039,1752,0.43889,0.48559
1995,1st Quintile,East,Full Time,0.15254,196,788,0.12742,0.17766
1995,1st Quintile,East,Part Time,0.14403,177,788,0.11950,0.16856
1995,1st Quintile,East,Not Working,0.47668,415,788,0.44178,0.51157
1995,2nd Quintile,West,Full Time,0.21426,635,1840,0.19551,0.23301
1995,2nd Quintile,West,Part Time,0.14084,389,1840,0.12494,0.15674
1995,2nd Quintile,West,Not Working,0.42230,816,1840,0.39972,0.44487
1995,2nd Quintile,East,Full Time,0.26963,403,1046,0.24273,0.29654
1995,2nd Quintile,East,Part Time,0.12500,184,1046,0.10495,0.14505
1995,2nd Quintile,East,Not Working,0.42472,459,1046,0.39475,0.45469
1995,3rd Quintile,West,Full Time,0.30022,820,1866,0.27941,0.32102
1995,3rd Quintile,West,Part Time,0.17028,436,1866,0.15322,0.18734
1995,3rd Quintile,West,Not Working,0.33882,610,1866,0.31734,0.36030
1995,3rd Quintile,East,Full Time,0.42616,486,857,0.39303,0.45929
1995,3rd Quintile,East,Part Time,0.10380,118,857,0.08337,0.12423
1995,3rd Quintile,East,Not Working,0.30123,253,857,0.27049,0.33196
1995,4th Quintile,West,Full Time,0.39458,1020,1991,0.37311,0.41606
1995,4th Quintile,West,Part Time,0.18440,436,1991,0.16736,0.20144
1995,4th Quintile,West,Not Working,0.28145,535,1991,0.26169,0.30120
1995,4th Quintile,East,Full Time,0.56840,453,673,0.53095,0.60584
1995,4th Quintile,East,Part Time,0.11798,91,673,0.09359,0.14237
1995,4th Quintile,East,Not Working,0.19144,129,673,0.16170,0.22119
1995,5th Quintile,West,Full Time,0.50983,1254,2140,0.48864,0.53101
1995,5th Quintile,West,Part Time,0.16019,400,2140,0.14464,0.17573
1995,5th Quintile,West,Not Working,0.22968,486,2140,0.21185,0.24751
1995,5th Quintile,East,Full Time,0.66240,250,329,0.61122,0.71358
1995,5th Quintile,East,Part Time,0.09792,34,329,0.06576,0.13009
1995,5th Quintile,East,Not Working,0.11981,45,329,0.08466,0.15495
1996,1st Quintile,West,Full Time,0.13761,402,1798,0.12168,0.15354
1996,1st Quintile,West,Part Time,0.14860,394,1798,0.13215,0.16505
1996,1st Quintile,West,Not Working,0.46236,1002,1798,0.43931,0.48542
1996,1st Quintile,East,Full Time,0.16981,208,777,0.14339,0.19623
1996,1st Quintile,East,Part Time,0.16439,187,777,0.13831,0.19047
1996,1st Quintile,East,Not Working,0.45377,382,777,0.41874,0.48880
1996,2nd Quintile,West,Full Time,0.21687,567,1695,0.19725,0.23650
1996,2nd Quintile,West,Part Time,0.14524,395,1695,0.12846,0.16202
1996,2nd Quintile,West,Not Working,0.40073,733,1695,0.37739,0.42407
1996,2nd Quintile,East,Full Time,0.30921,407,933,0.27954,0.33888
1996,2nd Quintile,East,Part Time,0.10334,145,933,0.08379,0.12288
1996,2nd Quintile,East,Not Working,0.39394,381,933,0.36257,0.42531
1996,3rd Quintile,West,Full Time,0.29268,744,1776,0.27151,0.31385
1996,3rd Quintile,West,Part Time,0.19261,459,1776,0.17426,0.21095
1996,3rd Quintile,West,Not Working,0.32729,573,1776,0.30546,0.34912
1996,3rd Quintile,East,Full Time,0.40345,483,909,0.37154,0.43536
1996,3rd Quintile,East,Part Time,0.09906,120,909,0.07962,0.11849
1996,3rd Quintile,East,Not Working,0.34283,306,909,0.31195,0.37370
1996,4th Quintile,West,Full Time,0.40195,1015,2023,0.38058,0.42332
1996,4th Quintile,West,Part Time,0.16793,431,2023,0.15164,0.18423
1996,4th Quintile,West,Not Working,0.28572,577,2023,0.26603,0.30541
1996,4th Quintile,East,Full Time,0.51985,431,689,0.48252,0.55719
1996,4th Quintile,East,Part Time,0.13446,111,689,0.10897,0.15995
1996,4th Quintile,East,Not Working,0.21638,147,689,0.18561,0.24715
1996,5th Quintile,West,Full Time,0.50503,1215,2066,0.48347,0.52660
1996,5th Quintile,West,Part Time,0.16548,402,2066,0.14945,0.18151
1996,5th Quintile,West,Not Working,0.23413,449,2066,0.21586,0.25239
1996,5th Quintile,East,Full Time,0.60984,261,376,0.56046,0.65921
1996,5th Quintile,East,Part Time,0.11402,46,376,0.08185,0.14618
1996,5th Quintile,East,Not Working,0.16906,69,376,0.13113,0.20700
1997,1st Quintile,West,Full Time,0.12426,348,1681,0.10849,0.14004
1997,1st Quintile,West,Part Time,0.14067,327,1681,0.12405,0.15730
1997,1st Quintile,West,Not Working,0.49092,1006,1681,0.46701,0.51482
1997,1st Quintile,East,Full Time,0.15257,178,711,0.12612,0.17901
1997,1st Quintile,East,Part Time,0.16258,157,711,0.13544,0.18973
1997,1st Quintile,East,Not Working,0.45090,376,711,0.41430,0.48750
1997,2nd Quintile,West,Full Time,0.23238,605,1753,0.21260,0.25216
1997,2nd Quintile,West,Part Time,0.14798,388,1753,0.13135,0.16460
1997,2nd Quintile,West,Not Working,0.38524,760,1753,0.36245,0.40802
1997,2nd Quintile,East,Full Time,0.30043,406,987,0.27181,0.32904
1997,2nd Quintile,East,Part Time,0.11489,153,987,0.09499,0.13480
1997,2nd Quintile,East,Not Working,0.43014,428,987,0.39924,0.46105
1997,3rd Quintile,West,Full Time,0.27476,723,1772,0.25396,0.29555
1997,3rd Quintile,West,Part Time,0.17979,424,1772,0.16191,0.19768
1997,3rd Quintile,West,Not Working,0.35242,625,1772,0.33017,0.37467
1997,3rd Quintile,East,Full Time,0.39391,450,854,0.36112,0.42670
1997,3rd Quintile,East,Part Time,0.12223,129,854,0.10024,0.14421
1997,3rd Quintile,East,Not Working,0.32792,275,854,0.29641,0.35942
1997,4th Quintile,West,Full Time,0.42136,1017,1948,0.39943,0.44329
1997,4th Quintile,West,Part Time,0.16423,414,1948,0.14777,0.18068
1997,4th Quintile,West,Not Working,0.27119,517,1948,0.25144,0.29094
1997,4th Quintile,East,Full Time,0.50536,429,710,0.46856,0.54216
1997,4th Quintile,East,Part Time,0.12706,110,710,0.10255,0.15158
1997,4th Quintile,East,Not Working,0.25459,171,710,0.22253,0.28666
1997,5th Quintile,West,Full Time,0.49804,1181,2040,0.47633,0.51974
1997,5th Quintile,West,Part Time,0.15982,388,2040,0.14391,0.17573
1997,5th Quintile,West,Not Working,0.24322,471,2040,0.22460,0.26185
1997,5th Quintile,East,Full Time,0.58053,247,373,0.53039,0.63068
1997,5th Quintile,East,Part Time,0.13360,53,373,0.09903,0.16818
1997,5th Quintile,East,Not Working,0.18536,73,373,0.14587,0.22484
1998,1st Quintile,West,Full Time,0.13618,370,1704,0.11989,0.15247
1998,1st Quintile,West,Part Time,0.14764,366,1704,0.13079,0.16449
1998,1st Quintile,West,Not Working,0.46166,968,1704,0.43798,0.48534
1998,1st Quintile,East,Full Time,0.15497,155,636,0.12683,0.18312
1998,1st Quintile,East,Part Time,0.13935,126,636,0.11241,0.16629
1998,1st Quintile,East,Not Working,0.47717,355,636,0.43832,0.51602
1998,2nd Quintile,West,Full Time,0.21935,551,1675,0.19953,0.23918
1998,2nd Quintile,West,Part Time,0.16048,393,1675,0.14290,0.17806
1998,2nd Quintile,West,Not Working,0.38037,731,1675,0.35712,0.40363
1998,2nd Quintile,East,Full Time,0.29740,341,829,0.26626,0.32853
1998,2nd Quintile,East,Part Time,0.14335,160,829,0.11948,0.16722
1998,2nd Quintile,East,Not Working,0.38337,328,829,0.35025,0.41649
1998,3rd Quintile,West,Full Time,0.28262,668,1647,0.26087,0.30437
1998,3rd Quintile,West,Part Time,0.16493,379,1647,0.14700,0.18286
1998,3rd Quintile,West,Not Working,0.37185,600,1647,0.34850,0.39520
1998,3rd Quintile,East,Full Time,0.35390,442,934,0.32321,0.38458
1998,3rd Quintile,East,Part Time,0.13037,158,934,0.10876,0.15198
1998,3rd Quintile,East,Not Working,0.37814,334,934,0.34703,0.40926
1998,4th Quintile,West,Full Time,0.40514,944,1891,0.38301,0.42728
1998,4th Quintile,West,Part Time,0.17179,414,1891,0.15478,0.18879
1998,4th Quintile,West,Not Working,0.29320,533,1891,0.27268,0.31373
1998,4th Quintile,East,Full Time,0.45945,408,714,0.42287,0.49603
1998,4th Quintile,East,Part Time,0.13578,122,714,0.11064,0.16093
1998,4th Quintile,East,Not Working,0.27748,184,714,0.24461,0.31035
1998,5th Quintile,West,Full Time,0.47516,1073,1886,0.45262,0.49771
1998,5th Quintile,West,Part Time,0.16235,361,1886,0.14570,0.17900
1998,5th Quintile,West,Not Working,0.25634,452,1886,0.23663,0.27606
1998,5th Quintile,East,Full Time,0.56037,270,413,0.51244,0.60830
1998,5th Quintile,East,Part Time,0.15034,69,413,0.11583,0.18485
1998,5th Quintile,East,Not Working,0.18588,74,413,0.14831,0.22344
1999,1st Quintile,West,Full Time,0.14363,409,1794,0.12740,0.15986
1999,1st Quintile,West,Part Time,0.16509,395,1794,0.14790,0.18227
1999,1st Quintile,West,Not Working,0.43704,990,1794,0.41408,0.46000
1999,1st Quintile,East,Full Time,0.16785,212,805,0.14202,0.19369
1999,1st Quintile,East,Part Time,0.15026,173,805,0.12556,0.17496
1999,1st Quintile,East,Not Working,0.45859,420,805,0.42415,0.49303
1999,2nd Quintile,West,Full Time,0.23274,630,1847,0.21346,0.25201
1999,2nd Quintile,West,Part Time,0.16640,432,1847,0.14941,0.18339
1999,2nd Quintile,West,Not Working,0.38876,785,1847,0.36652,0.41099
1999,2nd Quintile,East,Full Time,0.29099,413,1025,0.26317,0.31881
1999,2nd Quintile,East,Part Time,0.16725,211,1025,0.14439,0.19010
1999,2nd Quintile,East,Not Working,0.39503,401,1025,0.36509,0.42498
1999,3rd Quintile,West,Full Time,0.29808,775,1899,0.27751,0.31866
1999,3rd Quintile,West,Part Time,0.18341,465,1899,0.16600,0.20082
1999,3rd Quintile,West,Not Working,0.33042,659,1899,0.30925,0.35158
1999,3rd Quintile,East,Full Time,0.38280,445,927,0.35149,0.41410
1999,3rd Quintile,East,Part Time,0.13225,162,927,0.11043,0.15407
1999,3rd Quintile,East,Not Working,0.34969,320,927,0.31897,0.38040
1999,4th Quintile,West,Full Time,0.41716,1076,2133,0.39623,0.43809
1999,4th Quintile,West,Part Time,0.16662,471,2133,0.15080,0.18244
1999,4th Quintile,West,Not Working,0.27329,586,2133,0.25438,0.29221
1999,4th Quintile,East,Full Time,0.49764,381,633,0.45866,0.53662
1999,4th Quintile,East,Part Time,0.12098,98,633,0.09555,0.14640
1999,4th Quintile,East,Not Working,0.26228,154,633,0.22799,0.29658
1999,5th Quintile,West,Full Time,0.46825,1239,2218,0.44748,0.48902
1999,5th Quintile,West,Part Time,0.18152,458,2218,0.16547,0.19756
1999,5th Quintile,West,Not Working,0.24786,521,2218,0.22989,0.26583
1999,5th Quintile,East,Full Time,0.56079,254,393,0.51165,0.60992
1999,5th Quintile,East,Part Time,0.15773,66,393,0.12164,0.19381
1999,5th Quintile,East,Not Working,0.19256,73,393,0.15353,0.23159
2000,1st Quintile,West,Full Time,0.13412,370,1753,0.11816,0.15007
2000,1st Quintile,West,Part Time,0.18070,433,1753,0.16268,0.19871
2000,1st Quintile,West,Not Working,0.44065,950,1753,0.41741,0.46390
2000,1st Quintile,East,Full Time,0.17451,205,828,0.14864,0.20037
2000,1st Quintile,East,Part Time,0.16634,187,828,0.14096,0.19172
2000,1st Quintile,East,Not Working,0.45172,436,828,0.41781,0.48564
2000,2nd Quintile,West,Full Time,0.22538,591,1810,0.20612,0.24463
2000,2nd Quintile,West,Part Time,0.18149,470,1810,0.16372,0.19925
2000,2nd Quintile,West,Not Working,0.36094,749,1810,0.33881,0.38307
2000,2nd Quintile,East,Full Time,0.29557,393,931,0.26624,0.32490
2000,2nd Quintile,East,Part Time,0.13643,172,931,0.11437,0.15849
2000,2nd Quintile,East,Not Working,0.40789,366,931,0.37630,0.43947
2000,3rd Quintile,West,Full Time,0.31880,770,1774,0.29711,0.34050
2000,3rd Quintile,West,Part Time,0.16818,404,1774,0.15077,0.18559
2000,3rd Quintile,West,Not Working,0.32047,600,1774,0.29875,0.34219
2000,3rd Quintile,East,Full Time,0.39621,473,958,0.36522,0.42719
2000,3rd Quintile,East,Part Time,0.13313,167,958,0.11160,0.15465
2000,3rd Quintile,East,Not Working,0.34521,318,958,0.31509,0.37533
