year,age_gr,migback,plg0267_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,46-65 y.,No migration background,Further training/ Retraining,0.00461,46,46,-0.01519,0.02441
2017,17-29 y.,No migration background,General education,0.08268,340,1580,0.06910,0.09626
2017,17-29 y.,No migration background,University/ Technical university,0.21391,629,1580,0.19369,0.23414
2017,17-29 y.,No migration background,Vocational training,0.16132,558,1580,0.14318,0.17947
2017,17-29 y.,No migration background,Further training/ Retraining,0.01687,53,1580,0.01052,0.02323
2017,17-29 y.,Direct migration background,General education,0.03862,116,426,0.02030,0.05694
2017,17-29 y.,Direct migration background,University/ Technical university,0.13050,110,426,0.09848,0.16253
2017,17-29 y.,Direct migration background,Vocational training,0.11103,166,426,0.08116,0.14090
2017,17-29 y.,Direct migration background,Further training/ Retraining,0.01463,34,426,0.00321,0.02604
2017,17-29 y.,Indirect migration background,General education,0.08298,113,430,0.05688,0.10908
2017,17-29 y.,Indirect migration background,University/ Technical university,0.23549,163,430,0.19534,0.27565
2017,17-29 y.,Indirect migration background,Vocational training,0.16534,154,430,0.13018,0.20049
2017,30-45 y.,No migration background,University/ Technical university,0.03300,100,221,0.00940,0.05661
2017,30-45 y.,No migration background,Vocational training,0.00980,41,221,-0.00322,0.02282
2017,30-45 y.,No migration background,Further training/ Retraining,0.01863,80,221,0.00076,0.03650
2017,30-45 y.,Direct migration background,University/ Technical university,0.02814,63,209,0.00567,0.05061
2017,30-45 y.,Direct migration background,Vocational training,0.01684,65,209,-0.00065,0.03433
2017,30-45 y.,Direct migration background,Further training/ Retraining,0.02404,81,209,0.00322,0.04485
2017,46-65 y.,No migration background,Further training/ Retraining,0.00623,67,67,-0.01275,0.02522
2018,17-29 y.,No migration background,General education,0.06930,277,1497,0.05644,0.08217
2018,17-29 y.,No migration background,University/ Technical university,0.21754,640,1497,0.19663,0.23845
2018,17-29 y.,No migration background,Vocational training,0.15387,542,1497,0.13559,0.17216
2018,17-29 y.,No migration background,Further training/ Retraining,0.01314,38,1497,0.00737,0.01891
2018,17-29 y.,Direct migration background,General education,0.04189,125,461,0.02358,0.06020
2018,17-29 y.,Direct migration background,University/ Technical university,0.12132,111,461,0.09148,0.15116
2018,17-29 y.,Direct migration background,Vocational training,0.11530,189,461,0.08611,0.14449
2018,17-29 y.,Direct migration background,Further training/ Retraining,0.02621,36,461,0.01161,0.04081
2018,17-29 y.,Indirect migration background,General education,0.09872,115,414,0.06995,0.12748
2018,17-29 y.,Indirect migration background,University/ Technical university,0.18430,157,414,0.14690,0.22169
2018,17-29 y.,Indirect migration background,Vocational training,0.16168,142,414,0.12617,0.19719
2018,30-45 y.,No migration background,University/ Technical university,0.03070,94,201,0.00679,0.05461
2018,30-45 y.,No migration background,Vocational training,0.00764,34,201,-0.00443,0.01970
2018,30-45 y.,No migration background,Further training/ Retraining,0.02174,73,201,0.00153,0.04196
2018,30-45 y.,Direct migration background,University/ Technical university,0.03122,68,237,0.00903,0.05340
2018,30-45 y.,Direct migration background,Vocational training,0.01080,74,237,-0.00239,0.02399
2018,30-45 y.,Direct migration background,Further training/ Retraining,0.02333,95,237,0.00407,0.04260
2018,46-65 y.,No migration background,Further training/ Retraining,0.00351,47,47,-0.01358,0.02059
2018,46-65 y.,Direct migration background,Further training/ Retraining,0.00820,34,34,-0.02257,0.03897
2019,17-29 y.,No migration background,General education,0.06384,245,1416,0.05110,0.07658
2019,17-29 y.,No migration background,University/ Technical university,0.21065,627,1416,0.18941,0.23190
2019,17-29 y.,No migration background,Vocational training,0.15323,503,1416,0.13446,0.17200
2019,17-29 y.,No migration background,Further training/ Retraining,0.01350,41,1416,0.00749,0.01951
2019,17-29 y.,Direct migration background,General education,0.04107,91,363,0.02062,0.06151
2019,17-29 y.,Direct migration background,University/ Technical university,0.11591,89,363,0.08293,0.14888
2019,17-29 y.,Direct migration background,Vocational training,0.09311,183,363,0.06318,0.12305
2019,17-29 y.,Indirect migration background,General education,0.08943,102,368,0.06024,0.11863
2019,17-29 y.,Indirect migration background,University/ Technical university,0.19929,138,368,0.15842,0.24016
2019,17-29 y.,Indirect migration background,Vocational training,0.15229,128,368,0.11553,0.18905
2019,30-45 y.,No migration background,University/ Technical university,0.02997,103,222,0.00749,0.05245
2019,30-45 y.,No migration background,Vocational training,0.01270,46,222,-0.00207,0.02746
2019,30-45 y.,No migration background,Further training/ Retraining,0.01796,73,222,0.00045,0.03547
2019,30-45 y.,Direct migration background,University/ Technical university,0.04088,54,180,0.01187,0.06988
2019,30-45 y.,Direct migration background,Vocational training,0.01746,81,180,-0.00173,0.03665
2019,30-45 y.,Direct migration background,Further training/ Retraining,0.01399,45,180,-0.00322,0.03119
2019,46-65 y.,No migration background,Further training/ Retraining,0.00546,57,57,-0.01384,0.02477
2020,17-29 y.,No migration background,General education,0.05495,223,1345,0.04277,0.06714
2020,17-29 y.,No migration background,University/ Technical university,0.22333,624,1345,0.20106,0.24559
2020,17-29 y.,No migration background,Vocational training,0.14894,452,1345,0.12990,0.16797
2020,17-29 y.,No migration background,Further training/ Retraining,0.01910,46,1345,0.01179,0.02642
2020,17-29 y.,Direct migration background,General education,0.05678,112,577,0.03788,0.07568
2020,17-29 y.,Direct migration background,University/ Technical university,0.09133,102,577,0.06780,0.11486
2020,17-29 y.,Direct migration background,Vocational training,0.10339,330,577,0.07852,0.12825
2020,17-29 y.,Direct migration background,Further training/ Retraining,0.04180,33,577,0.02546,0.05815
2020,17-29 y.,Indirect migration background,General education,0.07689,96,371,0.04974,0.10404
2020,17-29 y.,Indirect migration background,University/ Technical university,0.21394,142,371,0.17215,0.25572
2020,17-29 y.,Indirect migration background,Vocational training,0.19772,133,371,0.15714,0.23830
2020,30-45 y.,No migration background,University/ Technical university,0.03768,106,197,0.01102,0.06434
2020,30-45 y.,No migration background,Vocational training,0.01172,36,197,-0.00335,0.02679
2020,30-45 y.,No migration background,Further training/ Retraining,0.01461,55,197,-0.00219,0.03140
2020,30-45 y.,Direct migration background,University/ Technical university,0.02822,62,260,0.00805,0.04838
2020,30-45 y.,Direct migration background,Vocational training,0.01964,127,260,0.00274,0.03654
2020,30-45 y.,Direct migration background,Further training/ Retraining,0.00834,71,260,-0.00273,0.01942
2020,46-65 y.,No migration background,Further training/ Retraining,0.00556,50,50,-0.01526,0.02639
2021,17-29 y.,No migration background,General education,0.06035,141,956,0.04524,0.07545
2021,17-29 y.,No migration background,University/ Technical university,0.27480,504,956,0.24649,0.30311
2021,17-29 y.,No migration background,Vocational training,0.12410,278,956,0.10319,0.14501
2021,17-29 y.,No migration background,Further training/ Retraining,0.01277,33,956,0.00565,0.01990
2021,17-29 y.,Direct migration background,General education,0.04873,86,351,0.02617,0.07129
2021,17-29 y.,Direct migration background,University/ Technical university,0.11971,92,351,0.08570,0.15372
2021,17-29 y.,Direct migration background,Vocational training,0.11704,173,351,0.08337,0.15072
2021,17-29 y.,Indirect migration background,General education,0.04214,39,214,0.01516,0.06912
2021,17-29 y.,Indirect migration background,University/ Technical university,0.22008,101,214,0.16444,0.27572
2021,17-29 y.,Indirect migration background,Vocational training,0.11881,74,214,0.07536,0.16226
2021,30-45 y.,No migration background,University/ Technical university,0.03698,86,126,0.00390,0.07007
2021,30-45 y.,No migration background,Further training/ Retraining,0.01683,40,126,-0.00572,0.03939
2021,30-45 y.,Direct migration background,University/ Technical university,0.02534,43,175,0.00199,0.04869
2021,30-45 y.,Direct migration background,Vocational training,0.02112,75,175,-0.00025,0.04248
2021,30-45 y.,Direct migration background,Further training/ Retraining,0.01970,57,175,-0.00095,0.04035
2021,46-65 y.,No migration background,Further training/ Retraining,0.00393,39,39,-0.01597,0.02383
