"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2010","Hauptschule","Ostdeutschland","6.16","5.5","1181","3","5","8","9","10","6.02","6.3","0","10","6","7"
"2010","Hauptschule","Westdeutschland","6.47","6.5","6303","3","5","8","9","10","6.41","6.53","0","10","7","7"
"2010","Realschule","Ostdeutschland","6.5","6.5","2199","3","5","8","9","10","6.4","6.6","0","10","7","7"
"2010","Realschule","Westdeutschland","6.78","6.5","4579","3","5","8","10","10","6.71","6.85","0","10","7","7"
"2011","(Fach-)Abitur","Ostdeutschland","6.99","6.5","533","4","5","9","10","10","6.81","7.17","0","10","7","7"
"2011","(Fach-)Abitur","Westdeutschland","7.06","7.5","2762","4","6","9","10","10","6.98","7.14","0","10","7","8"
"2011","(noch) kein Abschluss","Ostdeutschland","7.29","7.5","88","5","6","9","9","10","6.8","7.78","1","10","7","8"
"2011","(noch) kein Abschluss","Westdeutschland","6.76","6.5","715","3","5","9","10","10","6.58","6.94","0","10","7","8"
"2011","AkademikerIn","Ostdeutschland","6.66","6.5","1464","3","5","8","9","10","6.55","6.77","0","10","7","7"
"2011","AkademikerIn","Westdeutschland","7.07","6.5","4291","4","6","9","10","10","7.01","7.13","0","10","7","8"
"2011","Hauptschule","Ostdeutschland","6.24","5.5","1238","3","5","8","10","10","6.1","6.38","0","10","6","7"
"2011","Hauptschule","Westdeutschland","6.43","6.5","6687","3","5","8","10","10","6.37","6.49","0","10","7","7"
"2011","Realschule","Ostdeutschland","6.46","6.5","2319","3","5","8","9","10","6.36","6.56","0","10","7","7"
"2011","Realschule","Westdeutschland","6.77","6.5","4946","3","5","8","10","10","6.71","6.83","0","10","7","7"
"2012","(Fach-)Abitur","Ostdeutschland","6.85","6.5","534","4","5","8","10","10","6.67","7.03","0","10","7","7"
"2012","(Fach-)Abitur","Westdeutschland","6.9","6.5","2845","4","5","9","10","10","6.82","6.98","0","10","7","8"
"2012","(noch) kein Abschluss","Ostdeutschland","7.28","7.5","99","3","6","9","10","10","6.8","7.76","0","10","7","8"
"2012","(noch) kein Abschluss","Westdeutschland","6.59","6.5","741","3","5","8","10","10","6.42","6.76","0","10","7","8"
"2012","AkademikerIn","Ostdeutschland","6.68","6.5","1491","3","5","8","9","10","6.57","6.79","0","10","7","7"
"2012","AkademikerIn","Westdeutschland","7.12","7.5","4425","4","6","9","10","10","7.06","7.18","0","10","7","8"
"2012","Hauptschule","Ostdeutschland","6.34","6.5","1324","3","5","8","9","10","6.21","6.47","0","10","6","7"
"2012","Hauptschule","Westdeutschland","6.48","6.5","6893","3","5","8","10","10","6.42","6.54","0","10","7","7"
"2012","Realschule","Ostdeutschland","6.44","6.5","2379","3","5","8","9","10","6.35","6.53","0","10","7","7"
"2012","Realschule","Westdeutschland","6.78","6.5","5072","3","5","8","10","10","6.72","6.84","0","10","7","7"
"2013","(Fach-)Abitur","Ostdeutschland","6.91","6.5","492","4","6","8","9","10","6.74","7.08","1","10","7","7"
"2013","(Fach-)Abitur","Westdeutschland","7.02","6.5","2808","4","6","9","10","10","6.94","7.1","0","10","7","8"
"2013","(noch) kein Abschluss","Ostdeutschland","6.87","6.5","109","3","6","9","9","10","6.45","7.29","0","10","7","8"
"2013","(noch) kein Abschluss","Westdeutschland","6.74","6.5","717","3","5","9","10","10","6.56","6.92","0","10","7","7"
"2013","AkademikerIn","Ostdeutschland","6.67","6.5","1453","3","5","8","9","10","6.56","6.78","0","10","7","7"
"2013","AkademikerIn","Westdeutschland","7.03","6.5","4399","4","6","9","10","10","6.97","7.09","0","10","7","8"
"2013","Hauptschule","Ostdeutschland","6.46","6.5","1261","3","5","8","9","10","6.33","6.59","0","10","7","7"
"2013","Hauptschule","Westdeutschland","6.44","6.5","6523","3","5","8","10","10","6.38","6.5","0","10","7","7"
"2013","Realschule","Ostdeutschland","6.5","6.5","2300","3","5","8","9","10","6.41","6.59","0","10","7","7"
"2013","Realschule","Westdeutschland","6.75","6.5","4934","3","5","8","9","10","6.69","6.81","0","10","7","7"
"2014","(Fach-)Abitur","Ostdeutschland","7.03","6.5","522","4","6","9","10","10","6.85","7.21","0","10","7","8"
"2014","(Fach-)Abitur","Westdeutschland","7.09","7.5","3421","4","6","9","10","10","7.02","7.16","0","10","7","8"
"2014","(noch) kein Abschluss","Ostdeutschland","6.75","6.5","112","4","5","9","10","10","6.33","7.17","1","10","7","8"
"2014","(noch) kein Abschluss","Westdeutschland","6.48","6.5","889","3","5","8","10","10","6.32","6.64","0","10","7","7"
"2014","AkademikerIn","Ostdeutschland","6.63","6.5","1439","3","5","8","9","10","6.52","6.74","0","10","7","7"
"2014","AkademikerIn","Westdeutschland","7.02","6.5","4780","4","6","9","10","10","6.96","7.08","0","10","7","7"
"2014","Hauptschule","Ostdeutschland","6.31","6.5","1254","3","5","8","9","10","6.17","6.45","0","10","7","7"
"2014","Hauptschule","Westdeutschland","6.42","6.5","6944","3","5","8","10","10","6.36","6.48","0","10","7","7"
"2014","Realschule","Ostdeutschland","6.52","6.5","2110","3","5","8","9","10","6.42","6.62","0","10","7","7"
"2014","Realschule","Westdeutschland","6.71","6.5","4768","3","5","8","10","10","6.65","6.77","0","10","7","7"
"2015","(Fach-)Abitur","Ostdeutschland","6.84","6.5","480","4","5","9","9","10","6.65","7.03","0","10","7","7"
"2015","(Fach-)Abitur","Westdeutschland","7.01","6.5","3167","4","6","8","9","10","6.94","7.08","0","10","7","8"
"2015","(noch) kein Abschluss","Ostdeutschland","6.32","6.5","110","3","4","8","9","10","5.91","6.73","0","10","6","8"
"2015","(noch) kein Abschluss","Westdeutschland","6.46","6.5","706","3","5","8","10","10","6.28","6.64","0","10","7","7"
"2015","AkademikerIn","Ostdeutschland","6.76","6.5","1364","3","5","8","9","10","6.65","6.87","0","10","7","7"
"2015","AkademikerIn","Westdeutschland","7","6.5","4500","4","6","9","10","10","6.94","7.06","0","10","7","8"
"2015","Hauptschule","Ostdeutschland","6.36","6.5","1162","3","5","8","9","10","6.23","6.49","0","10","6","7"
"2015","Hauptschule","Westdeutschland","6.48","6.5","6198","3","5","8","10","10","6.42","6.54","0","10","7","7"
"2015","Realschule","Ostdeutschland","6.41","6.5","1998","3","5","8","9","10","6.31","6.51","0","10","7","7"
"2015","Realschule","Westdeutschland","6.8","6.5","4491","4","5","8","9","10","6.74","6.86","0","10","7","7"
"2016","(Fach-)Abitur","Ostdeutschland","7.18","6.5","493","5","6","9","9","10","7","7.36","0","10","7","8"
"2016","(Fach-)Abitur","Westdeutschland","7","6.5","3177","4","6","8","9","10","6.92","7.08","0","10","7","8"
"2016","(noch) kein Abschluss","Ostdeutschland","6.15","5.5","95","3","4","8","10","10","5.67","6.63","0","10","6","8"
"2016","(noch) kein Abschluss","Westdeutschland","6.63","6.5","714","3","5","8","10","10","6.45","6.81","0","10","7","7"
"2016","AkademikerIn","Ostdeutschland","6.71","6.5","1334","3","5","8","9","10","6.6","6.82","0","10","7","7"
"2016","AkademikerIn","Westdeutschland","6.95","6.5","4539","4","6","8","9","10","6.89","7.01","0","10","7","7"
"2016","Hauptschule","Ostdeutschland","6.3","5.5","1064","3","5","8","9","10","6.15","6.45","0","10","6","7"
"2016","Hauptschule","Westdeutschland","6.46","6.5","5882","3","5","8","10","10","6.4","6.52","0","10","7","7"
"2016","Realschule","Ostdeutschland","6.37","6.5","1893","3","5","8","9","10","6.27","6.47","0","10","7","7"
"2016","Realschule","Westdeutschland","6.67","6.5","4118","3","5","8","9","10","6.6","6.74","0","10","7","7"
"2017","(Fach-)Abitur","Ostdeutschland","6.85","6.5","591","4","6","8","9","10","6.68","7.02","0","10","7","8"
"2017","(Fach-)Abitur","Westdeutschland","6.74","6.5","3526","4","5","8","9","10","6.67","6.81","0","10","7","7"
"2017","(noch) kein Abschluss","Ostdeutschland","6.8","7.5","123","3","5","9","9","10","6.42","7.18","1","10","7","8"
"2017","(noch) kein Abschluss","Westdeutschland","6.59","6.5","787","3","5","9","10","10","6.42","6.76","0","10","7","7"
"2017","AkademikerIn","Ostdeutschland","6.82","6.5","1430","4","5","8","9","10","6.71","6.93","0","10","7","7"
"2017","AkademikerIn","Westdeutschland","6.94","6.5","5061","4","6","8","9","10","6.88","7","0","10","7","7"
"2017","Hauptschule","Ostdeutschland","6.27","6.5","1097","3","5","8","9","10","6.13","6.41","0","10","6","7"
"2017","Hauptschule","Westdeutschland","6.41","6.5","6039","3","5","8","9","10","6.35","6.47","0","10","7","7"
"2017","Realschule","Ostdeutschland","6.42","6.5","2193","3","5","8","9","10","6.33","6.51","0","10","7","7"
"2017","Realschule","Westdeutschland","6.55","6.5","4715","3","5","8","9","10","6.49","6.61","0","10","7","7"
"2018","(Fach-)Abitur","Ostdeutschland","6.94","6.5","587","4","6","8","9","10","6.77","7.11","1","10","7","7"
"2018","(Fach-)Abitur","Westdeutschland","6.77","6.5","3434","4","5","8","9","10","6.7","6.84","0","10","7","7"
"2018","(noch) kein Abschluss","Ostdeutschland","6.11","6.5","127","2","4","8","9","10","5.67","6.55","0","10","7","8"
"2018","(noch) kein Abschluss","Westdeutschland","6.26","6.5","752","3","4","8","10","10","6.07","6.45","0","10","7","7"
"2018","AkademikerIn","Ostdeutschland","6.61","6.5","1389","4","5","8","9","10","6.5","6.72","0","10","7","7"
"2018","AkademikerIn","Westdeutschland","6.84","6.5","4943","4","6","8","9","10","6.78","6.9","0","10","7","7"
"2018","Hauptschule","Ostdeutschland","6.04","5.5","1060","3","4","8","9","10","5.89","6.19","0","10","6","7"
"2018","Hauptschule","Westdeutschland","6.27","6.5","5713","3","5","8","9","10","6.21","6.33","0","10","7","7"
"2018","Realschule","Ostdeutschland","6.43","6.5","2167","3","5","8","9","10","6.34","6.52","0","10","7","7"
"2018","Realschule","Westdeutschland","6.52","6.5","4484","3","5","8","9","10","6.45","6.59","0","10","7","7"
"2019","(Fach-)Abitur","Ostdeutschland","6.81","6.5","604","3","6","8","9","10","6.64","6.98","0","10","7","7"
"2019","(Fach-)Abitur","Westdeutschland","6.81","6.5","3540","4","5","8","9","10","6.74","6.88","0","10","7","7"
"2019","(noch) kein Abschluss","Ostdeutschland","6.94","6.5","104","5","5","8","10","10","6.52","7.36","1","10","7","7"
"2019","(noch) kein Abschluss","Westdeutschland","6.37","6.5","673","3","5","8","10","10","6.18","6.56","0","10","7","7"
"2019","AkademikerIn","Ostdeutschland","6.71","6.5","1593","4","5","8","9","10","6.61","6.81","0","10","7","7"
"2019","AkademikerIn","Westdeutschland","7.03","6.5","5417","4","6","8","9","10","6.98","7.08","0","10","7","8"
"2019","Hauptschule","Ostdeutschland","6.23","5.5","937","3","5","8","9","10","6.08","6.38","0","10","6","7"
"2019","Hauptschule","Westdeutschland","6.39","6.5","5269","3","5","8","9","10","6.33","6.45","0","10","7","7"
"2019","Realschule","Ostdeutschland","6.44","6.5","2157","3","5","8","9","10","6.35","6.53","0","10","7","7"
"2019","Realschule","Westdeutschland","6.59","6.5","4580","3","5","8","9","10","6.53","6.65","0","10","7","7"
"2020","(Fach-)Abitur","Ostdeutschland","6.85","6.5","633","4","6","8","9","10","6.68","7.02","0","10","7","7"
"2020","(Fach-)Abitur","Westdeutschland","6.7","6.5","3823","4","5","8","9","10","6.63","6.77","0","10","7","7"
"2020","(noch) kein Abschluss","Ostdeutschland","7.41","7.5","113","5","6","9","9","10","7.04","7.78","2","10","7","8"
"2020","(noch) kein Abschluss","Westdeutschland","6.48","6.5","795","3","5","8","10","10","6.3","6.66","0","10","7","7"
"2020","AkademikerIn","Ostdeutschland","6.75","6.5","1572","4","5","8","9","10","6.65","6.85","0","10","7","7"
"2020","AkademikerIn","Westdeutschland","6.83","6.5","5629","4","6","8","9","10","6.78","6.88","0","10","7","7"
"2020","Hauptschule","Ostdeutschland","6.22","5.5","894","3","5","8","9","10","6.06","6.38","0","10","6","7"
"2020","Hauptschule","Westdeutschland","6.26","6.5","5047","3","5","8","9","10","6.2","6.32","0","10","7","7"
"2020","Realschule","Ostdeutschland","6.4","6.5","1969","3","5","8","9","10","6.3","6.5","0","10","7","7"
"2020","Realschule","Westdeutschland","6.49","6.5","4243","3","5","8","9","10","6.42","6.56","0","10","7","7"
