"plb0218","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2006","2","Westdeutschland","","","",""
"Nein, nie","2006","2","Ostdeutschland","","","",""
"Nein, nie","2006","3","Westdeutschland","","","",""
"Nein, nie","2006","3","Ostdeutschland","","","",""
"Nein, nie","2006","4","Westdeutschland","","","",""
"Nein, nie","2006","4","Ostdeutschland","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2006","2","Westdeutschland","","","",""
"Ja, jede Woche","2006","2","Ostdeutschland","","","",""
"Ja, jede Woche","2006","3","Westdeutschland","","","",""
"Ja, jede Woche","2006","3","Ostdeutschland","","","",""
"Ja, jede Woche","2006","4","Westdeutschland","","","",""
"Ja, jede Woche","2006","4","Ostdeutschland","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Seltener","2006","2","Westdeutschland","","","",""
"Seltener","2006","2","Ostdeutschland","","","",""
"Seltener","2006","3","Westdeutschland","","","",""
"Seltener","2006","3","Ostdeutschland","","","",""
"Seltener","2006","4","Westdeutschland","","","",""
"Seltener","2006","4","Ostdeutschland","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Seltener","2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Westdeutschland","331","0.38631027624432","0.354285643045723","0.418334909442916"
"Nein, nie","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","198","0.369810821786001","0.328555450748619","0.411066192823382"
"Nein, nie","2007","2","Westdeutschland","648","0.404673230697047","0.380968706886062","0.428377754508031"
"Nein, nie","2007","2","Ostdeutschland","176","0.266247347300627","0.231399870279772","0.301094824321483"
"Nein, nie","2007","3","Westdeutschland","621","0.35900709267633","0.335916559866779","0.382097625485882"
"Nein, nie","2007","3","Ostdeutschland","173","0.286725878370552","0.249502289629971","0.323949467111132"
"Nein, nie","2007","4","Westdeutschland","873","0.368439327307307","0.348355164063091","0.388523490551523"
"Nein, nie","2007","4","Ostdeutschland","168","0.312059561849199","0.27316006298594","0.350959060712458"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Westdeutschland","874","0.339890114393986","0.321091771120729","0.358688457667242"
"Nein, nie","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","90","0.230441113045474","0.187647640237275","0.273234585853673"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Westdeutschland","158","0.169670717125289","0.144983608215787","0.194357826034791"
"Ja, jede Woche","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","88","0.139948836331606","0.110300385307828","0.169597287355384"
"Ja, jede Woche","2007","2","Westdeutschland","277","0.171296458356145","0.153100493859362","0.189492422852927"
"Ja, jede Woche","2007","2","Ostdeutschland","85","0.177854307482921","0.147706173249153","0.20800244171669"
"Ja, jede Woche","2007","3","Westdeutschland","239","0.134220968770853","0.117812443733611","0.150629493808096"
"Ja, jede Woche","2007","3","Ostdeutschland","84","0.134618105110483","0.106524194220864","0.162712016000102"
"Ja, jede Woche","2007","4","Westdeutschland","257","0.124084265236788","0.110357989031711","0.137810541441864"
"Ja, jede Woche","2007","4","Ostdeutschland","69","0.13809108010717","0.10912675985198","0.16705540036236"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Westdeutschland","378","0.155283832665764","0.14091039284916","0.169657272482368"
"Ja, jede Woche","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","54","0.135455646487387","0.100680512090014","0.170230780884761"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Westdeutschland","138","0.150264490855895","0.126762120062612","0.173766861649179"
"Ja, alle 2 Wochen","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","99","0.195979754577091","0.162056749611108","0.229902759543074"
"Ja, alle 2 Wochen","2007","2","Westdeutschland","216","0.129048020855463","0.112857006016446","0.14523903569448"
"Ja, alle 2 Wochen","2007","2","Ostdeutschland","141","0.210418357125183","0.178282181837802","0.242554532412564"
"Ja, alle 2 Wochen","2007","3","Westdeutschland","271","0.185098791959395","0.166404453516754","0.203793130402037"
"Ja, alle 2 Wochen","2007","3","Ostdeutschland","109","0.206978673553823","0.173631287699123","0.240326059408523"
"Ja, alle 2 Wochen","2007","4","Westdeutschland","313","0.149099711238633","0.134269718113825","0.163929704363442"
"Ja, alle 2 Wochen","2007","4","Ostdeutschland","91","0.190869293344748","0.157875882563338","0.223862704126158"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Westdeutschland","258","0.110631256096719","0.0981826122000271","0.123079899993411"
"Ja, alle 2 Wochen","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","54","0.171251927514096","0.132968957702353","0.209534897325839"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Westdeutschland","84","0.104802445780832","0.084656541758654","0.124948349803011"
"Ja, alle 3-4 Wochen","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","45","0.103941896263045","0.0778612335506887","0.130022558975402"
"Ja, alle 3-4 Wochen","2007","2","Westdeutschland","168","0.0972764255903088","0.0829650135544429","0.111587837626175"
"Ja, alle 3-4 Wochen","2007","2","Ostdeutschland","61","0.092325541507584","0.0695021677350292","0.115148915280139"
"Ja, alle 3-4 Wochen","2007","3","Westdeutschland","151","0.0922334467749991","0.0783054988051048","0.106161394744893"
"Ja, alle 3-4 Wochen","2007","3","Ostdeutschland","52","0.100370226093859","0.0756364216388213","0.125104030548898"
"Ja, alle 3-4 Wochen","2007","4","Westdeutschland","202","0.0924440821388468","0.0803842998727199","0.104503864404974"
"Ja, alle 3-4 Wochen","2007","4","Ostdeutschland","59","0.099562503116584","0.0744248615587452","0.124700144674423"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Westdeutschland","242","0.106096448080195","0.093874570066905","0.118318326093486"
"Ja, alle 3-4 Wochen","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","47","0.128626948422406","0.0946061370805426","0.16264775976427"
"Seltener","2007","1 Einkommensschwächstes Quintil","Westdeutschland","177","0.188952069993664","0.163204236305385","0.214699903681943"
"Seltener","2007","1 Einkommensschwächstes Quintil","Ostdeutschland","96","0.190318691042257","0.156771744474613","0.223865637609901"
"Seltener","2007","2","Westdeutschland","338","0.197705864501037","0.178471498480161","0.216940230521914"
"Seltener","2007","2","Ostdeutschland","155","0.253154446583684","0.218872771587809","0.287436121579559"
"Seltener","2007","3","Westdeutschland","376","0.229439699818422","0.209200495912453","0.249678903724392"
"Seltener","2007","3","Ostdeutschland","149","0.271307116871283","0.234708942780857","0.307905290961709"
"Seltener","2007","4","Westdeutschland","571","0.265932614078425","0.247536886103176","0.284328342053674"
"Seltener","2007","4","Ostdeutschland","158","0.259417561582299","0.222618543455901","0.296216579708697"
"Seltener","2007","5 Einkommensstärkstes Quintil","Westdeutschland","687","0.288098348763335","0.270125265942561","0.306071431584109"
"Seltener","2007","5 Einkommensstärkstes Quintil","Ostdeutschland","127","0.334224364530637","0.286288603892146","0.382160125169128"
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein, nie","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2008","2","Westdeutschland","","","",""
"Nein, nie","2008","2","Ostdeutschland","","","",""
"Nein, nie","2008","3","Westdeutschland","","","",""
"Nein, nie","2008","3","Ostdeutschland","","","",""
"Nein, nie","2008","4","Westdeutschland","","","",""
"Nein, nie","2008","4","Ostdeutschland","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2008","2","Westdeutschland","","","",""
"Ja, jede Woche","2008","2","Ostdeutschland","","","",""
"Ja, jede Woche","2008","3","Westdeutschland","","","",""
"Ja, jede Woche","2008","3","Ostdeutschland","","","",""
"Ja, jede Woche","2008","4","Westdeutschland","","","",""
"Ja, jede Woche","2008","4","Ostdeutschland","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Seltener","2008","2","Westdeutschland","","","",""
"Seltener","2008","2","Ostdeutschland","","","",""
"Seltener","2008","3","Westdeutschland","","","",""
"Seltener","2008","3","Ostdeutschland","","","",""
"Seltener","2008","4","Westdeutschland","","","",""
"Seltener","2008","4","Ostdeutschland","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Seltener","2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Westdeutschland","291","0.376032617619871","0.341156134112333","0.410909101127408"
"Nein, nie","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","136","0.376200307569216","0.327104496253597","0.425296118884834"
"Nein, nie","2009","2","Westdeutschland","508","0.38111372130784","0.354136567076191","0.408090875539488"
"Nein, nie","2009","2","Ostdeutschland","172","0.306628360287411","0.268058229085912","0.345198491488911"
"Nein, nie","2009","3","Westdeutschland","543","0.402261888862685","0.376557669254715","0.427966108470655"
"Nein, nie","2009","3","Ostdeutschland","142","0.233655805745018","0.197731803852712","0.269579807637324"
"Nein, nie","2009","4","Westdeutschland","762","0.384199983165899","0.362807707424457","0.405592258907341"
"Nein, nie","2009","4","Ostdeutschland","168","0.272926871070698","0.235424334512584","0.310429407628813"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Westdeutschland","825","0.328589816686714","0.309837255906874","0.347342377466554"
"Nein, nie","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","130","0.32451506374932","0.279085007524712","0.369945119973928"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Westdeutschland","140","0.1910084110012","0.162705100485371","0.21931172151703"
"Ja, jede Woche","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","75","0.21137306612906","0.169994740191491","0.25275139206663"
"Ja, jede Woche","2009","2","Westdeutschland","208","0.180944103226647","0.159559932984986","0.202328273468307"
"Ja, jede Woche","2009","2","Ostdeutschland","76","0.166546713107596","0.13538146536009","0.197711960855102"
"Ja, jede Woche","2009","3","Westdeutschland","205","0.152324845711384","0.133488588777244","0.171161102645523"
"Ja, jede Woche","2009","3","Ostdeutschland","65","0.105745420878871","0.0796390888092308","0.131851752948511"
"Ja, jede Woche","2009","4","Westdeutschland","255","0.129155716889462","0.114405937024216","0.143905496754708"
"Ja, jede Woche","2009","4","Ostdeutschland","63","0.107754532027709","0.0816504517921141","0.133858612263305"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Westdeutschland","409","0.163367396274803","0.148607284171343","0.178127508378262"
"Ja, jede Woche","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","64","0.14971817019374","0.115097400890292","0.184338939497188"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Westdeutschland","123","0.165838935854829","0.13905914410261","0.192618727607049"
"Ja, alle 2 Wochen","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","60","0.122761590237151","0.0895031128983221","0.156020067575979"
"Ja, alle 2 Wochen","2009","2","Westdeutschland","179","0.157938706869558","0.137681500308309","0.178195913430807"
"Ja, alle 2 Wochen","2009","2","Ostdeutschland","102","0.174551047807264","0.142799254473342","0.206302841141186"
"Ja, alle 2 Wochen","2009","3","Westdeutschland","213","0.150353231299125","0.131617523980307","0.169088938617943"
"Ja, alle 2 Wochen","2009","3","Ostdeutschland","99","0.208271039083459","0.173797394953589","0.242744683213328"
"Ja, alle 2 Wochen","2009","4","Westdeutschland","278","0.142769507094377","0.127383532727425","0.158155481461329"
"Ja, alle 2 Wochen","2009","4","Ostdeutschland","93","0.210396576767829","0.1760825019625","0.244710651573157"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Westdeutschland","261","0.1165893446468","0.103776359670648","0.129402329622952"
"Ja, alle 2 Wochen","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","48","0.171583175989133","0.135000133980834","0.208166217997431"
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Westdeutschland","51","0.0794965836498278","0.0600194106374169","0.0989737566622388"
"Ja, alle 3-4 Wochen","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","37","0.107468783253905","0.0760806734493484","0.138856893058461"
"Ja, alle 3-4 Wochen","2009","2","Westdeutschland","104","0.0758464551781546","0.0611401651642451","0.0905527451920641"
"Ja, alle 3-4 Wochen","2009","2","Ostdeutschland","54","0.105253222352178","0.0795829964435175","0.130923448260838"
"Ja, alle 3-4 Wochen","2009","3","Westdeutschland","110","0.0825355575974173","0.068110761896769","0.0969603532980656"
"Ja, alle 3-4 Wochen","2009","3","Ostdeutschland","64","0.102676185718147","0.0769074004343649","0.128444971001929"
"Ja, alle 3-4 Wochen","2009","4","Westdeutschland","163","0.0770873364034393","0.065356464529745","0.0888182082771336"
"Ja, alle 3-4 Wochen","2009","4","Ostdeutschland","64","0.123184848313336","0.0955166348741311","0.150853061752541"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Westdeutschland","223","0.0964079296425511","0.0846242167223193","0.108191642562783"
"Ja, alle 3-4 Wochen","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","41","0.0786017013108694","0.0524886461800536","0.104714756441685"
"Seltener","2009","1 Einkommensschwächstes Quintil","Westdeutschland","136","0.187623451874271","0.159513426558589","0.215733477189954"
"Seltener","2009","1 Einkommensschwächstes Quintil","Ostdeutschland","66","0.182196252810668","0.143075558108628","0.221316947512709"
"Seltener","2009","2","Westdeutschland","246","0.204157013417801","0.181766746859662","0.22654727997594"
"Seltener","2009","2","Ostdeutschland","145","0.247020656445551","0.210944514607935","0.283096798283167"
"Seltener","2009","3","Westdeutschland","327","0.212524476529389","0.191079898013264","0.233969055045513"
"Seltener","2009","3","Ostdeutschland","163","0.349651548574505","0.309168307960323","0.390134789188687"
"Seltener","2009","4","Westdeutschland","528","0.266787456446822","0.247335821286242","0.286239091607403"
"Seltener","2009","4","Ostdeutschland","154","0.285737171820428","0.247704149070063","0.323770194570792"
"Seltener","2009","5 Einkommensstärkstes Quintil","Westdeutschland","692","0.295045512749132","0.276837413315992","0.313253612182273"
"Seltener","2009","5 Einkommensstärkstes Quintil","Ostdeutschland","125","0.275581888756938","0.232227008062747","0.318936769451129"
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein, nie","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein, nie","2010","2","Westdeutschland","","","",""
"Nein, nie","2010","2","Ostdeutschland","","","",""
"Nein, nie","2010","3","Westdeutschland","","","",""
"Nein, nie","2010","3","Ostdeutschland","","","",""
"Nein, nie","2010","4","Westdeutschland","","","",""
"Nein, nie","2010","4","Ostdeutschland","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein, nie","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, jede Woche","2010","2","Westdeutschland","","","",""
"Ja, jede Woche","2010","2","Ostdeutschland","","","",""
"Ja, jede Woche","2010","3","Westdeutschland","","","",""
"Ja, jede Woche","2010","3","Ostdeutschland","","","",""
"Ja, jede Woche","2010","4","Westdeutschland","","","",""
"Ja, jede Woche","2010","4","Ostdeutschland","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, jede Woche","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","2","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","2","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","3","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","3","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","4","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","4","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","2","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","2","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","3","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","3","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","4","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","4","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Seltener","2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Seltener","2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
