"plb0218","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","männlich","28","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","weiblich","14","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2005","kein Migrationshintergrund","männlich","1676","0.31801717421863","0.305322696851193","0.330711651586067"
"Seltener","2005","kein Migrationshintergrund","weiblich","892","0.17363597571209","0.162670402384002","0.184601549040179"
"Seltener","2005","direkter Migrationshintergrund","männlich","161","0.285929766590889","0.251004256785597","0.320855276396181"
"Seltener","2005","direkter Migrationshintergrund","weiblich","94","0.167603527650057","0.136612378176495","0.198594677123618"
"Seltener","2005","indirekter Migrationshintergrund","männlich","62","0.238233521537458","0.18584410077424","0.290622942300676"
"Seltener","2005","indirekter Migrationshintergrund","weiblich","25","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2006","kein Migrationshintergrund","männlich","","","",""
"Nein, nie","2006","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","männlich","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","männlich","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2006","kein Migrationshintergrund","männlich","","","",""
"Seltener","2006","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2006","direkter Migrationshintergrund","männlich","","","",""
"Seltener","2006","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","männlich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2007","kein Migrationshintergrund","männlich","1478","0.287208358952835","0.274918861073507","0.299497856832163"
"Nein, nie","2007","kein Migrationshintergrund","weiblich","2025","0.41979205955715","0.405673659228541","0.433910459885759"
"Nein, nie","2007","direkter Migrationshintergrund","männlich","206","0.37786894780583","0.338341778559252","0.417396117052408"
"Nein, nie","2007","direkter Migrationshintergrund","weiblich","225","0.45937545428552","0.415824680933922","0.502926227637117"
"Nein, nie","2007","indirekter Migrationshintergrund","männlich","100","0.360539605088036","0.30183599031526","0.419243219860813"
"Nein, nie","2007","indirekter Migrationshintergrund","weiblich","118","0.499692226559369","0.436035567705582","0.563348885413156"
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2007","kein Migrationshintergrund","männlich","818","0.147814629918896","0.138174562982678","0.157454696855113"
"Ja, jede Woche","2007","kein Migrationshintergrund","weiblich","655","0.149675316673601","0.139469587621615","0.159881045725586"
"Ja, jede Woche","2007","direkter Migrationshintergrund","männlich","80","0.148162411699079","0.119200208845293","0.177124614552866"
"Ja, jede Woche","2007","direkter Migrationshintergrund","weiblich","58","0.107113110951313","0.0800869948607682","0.134139227041859"
"Ja, jede Woche","2007","indirekter Migrationshintergrund","männlich","46","0.222668278921754","0.171803881858777","0.273532675984732"
"Ja, jede Woche","2007","indirekter Migrationshintergrund","weiblich","32","0.147092196334428","0.101998090643157","0.192186302025699"
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","männlich","733","0.151887543141666","0.142138946489854","0.161636139793478"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","weiblich","712","0.154876476381691","0.144526737969722","0.16522621479366"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","männlich","97","0.157645155971184","0.127937251008947","0.187353060933421"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","weiblich","89","0.184457891803086","0.150562870312214","0.218352913293958"
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","männlich","31","0.128503232178059","0.0875892788485196","0.169417185507598"
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","weiblich","28","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","männlich","591","0.11586434625859","0.107170966289556","0.124557726227623"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","weiblich","366","0.0782962416362632","0.0706112626307779","0.0859812206417486"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","männlich","64","0.0885137451481567","0.065357689096236","0.111669801200077"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","weiblich","37","0.0682815701449743","0.0462392050654739","0.0903239352244747"
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","männlich","24","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","weiblich","29","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2007","kein Migrationshintergrund","männlich","1587","0.297225121728013","0.284811309461673","0.309638933994354"
"Seltener","2007","kein Migrationshintergrund","weiblich","936","0.197359905751295","0.185974030057706","0.208745781444884"
"Seltener","2007","direkter Migrationshintergrund","männlich","131","0.22780973937575","0.193617111856844","0.262002366894656"
"Seltener","2007","direkter Migrationshintergrund","weiblich","94","0.180771972815107","0.1471415716241","0.214402374006114"
"Seltener","2007","indirekter Migrationshintergrund","männlich","56","0.160201270233965","0.115357500517196","0.205045039950735"
"Seltener","2007","indirekter Migrationshintergrund","weiblich","30","0.100663127132664","0.0623568164360467","0.13896943782928"
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2008","kein Migrationshintergrund","männlich","","","",""
"Nein, nie","2008","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","männlich","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","männlich","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2008","kein Migrationshintergrund","männlich","","","",""
"Seltener","2008","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2008","direkter Migrationshintergrund","männlich","","","",""
"Seltener","2008","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2008","indirekter Migrationshintergrund","männlich","","","",""
"Seltener","2008","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2009","kein Migrationshintergrund","männlich","1306","0.283146812820088","0.270084774907942","0.296208850732234"
"Nein, nie","2009","kein Migrationshintergrund","weiblich","1814","0.420761924841555","0.405982117427018","0.435541732256093"
"Nein, nie","2009","direkter Migrationshintergrund","männlich","161","0.356039418158529","0.311196928243235","0.400881908073823"
"Nein, nie","2009","direkter Migrationshintergrund","weiblich","200","0.493028173219753","0.446100110328557","0.539956236110948"
"Nein, nie","2009","indirekter Migrationshintergrund","männlich","102","0.435487910530743","0.372363317215808","0.498612503845679"
"Nein, nie","2009","indirekter Migrationshintergrund","weiblich","94","0.402751666385066","0.33779523162248","0.467708101147652"
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2009","kein Migrationshintergrund","männlich","717","0.155360269072377","0.144857695645744","0.16586284249901"
"Ja, jede Woche","2009","kein Migrationshintergrund","weiblich","616","0.145125678034996","0.134580709827362","0.15567064624263"
"Ja, jede Woche","2009","direkter Migrationshintergrund","männlich","76","0.178265759172684","0.142422235752509","0.214109282592859"
"Ja, jede Woche","2009","direkter Migrationshintergrund","weiblich","70","0.181573414506521","0.145389059062705","0.217757769950338"
"Ja, jede Woche","2009","indirekter Migrationshintergrund","männlich","46","0.20654404353369","0.15500436945466","0.25808371761272"
"Ja, jede Woche","2009","indirekter Migrationshintergrund","weiblich","35","0.172003812086847","0.122022317529648","0.221985306644046"
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","männlich","592","0.138445129057529","0.128431988736138","0.148458269378919"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","weiblich","665","0.164446885092057","0.153349469133686","0.175544301050429"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","männlich","56","0.12422493123339","0.0933353723006057","0.155114490166175"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","weiblich","74","0.15494118571231","0.120976175309198","0.188906196115423"
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","männlich","29","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","weiblich","40","0.183406487928474","0.132151475467684","0.234661500389264"
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","männlich","497","0.105230008010332","0.0963335834977427","0.114126432522922"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","weiblich","326","0.0734376423041126","0.0656282238069442","0.0812470608012811"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","männlich","37","0.110667753501065","0.0812876309701698","0.14004787603196"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","weiblich","24","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","männlich","14","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","weiblich","13","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2009","kein Migrationshintergrund","männlich","1458","0.317817781039674","0.304317920431659","0.331317641647689"
"Seltener","2009","kein Migrationshintergrund","weiblich","865","0.196227869727279","0.184338226470847","0.208117512983711"
"Seltener","2009","direkter Migrationshintergrund","männlich","108","0.230802137934332","0.19134278278171","0.270261493086954"
"Seltener","2009","direkter Migrationshintergrund","weiblich","68","0.124147325036771","0.093195300575995","0.155099349497547"
"Seltener","2009","indirekter Migrationshintergrund","männlich","46","0.178058991586755","0.129353694449972","0.226764288723538"
"Seltener","2009","indirekter Migrationshintergrund","weiblich","37","0.186344440487286","0.134773559344664","0.237915321629907"
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2010","kein Migrationshintergrund","männlich","","","",""
"Nein, nie","2010","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","männlich","","","",""
"Nein, nie","2010","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","männlich","","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2010","kein Migrationshintergrund","männlich","","","",""
"Seltener","2010","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2010","direkter Migrationshintergrund","männlich","","","",""
"Seltener","2010","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2010","indirekter Migrationshintergrund","männlich","","","",""
"Seltener","2010","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2011","kein Migrationshintergrund","männlich","2154","0.308594509621042","0.297792975641282","0.319396043600801"
"Nein, nie","2011","kein Migrationshintergrund","weiblich","3160","0.441991564074649","0.430460137734175","0.453522990415123"
"Nein, nie","2011","direkter Migrationshintergrund","männlich","303","0.330844360389961","0.300861161743138","0.360827559036784"
"Nein, nie","2011","direkter Migrationshintergrund","weiblich","385","0.464894983961735","0.43071527342866","0.499074694494811"
"Nein, nie","2011","indirekter Migrationshintergrund","männlich","138","0.34158088611081","0.295953873142962","0.387207899078658"
"Nein, nie","2011","indirekter Migrationshintergrund","weiblich","173","0.413658227970425","0.365634744449403","0.461681711491448"
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2011","kein Migrationshintergrund","männlich","1051","0.146728429986084","0.138454235975737","0.155002623996431"
"Ja, jede Woche","2011","kein Migrationshintergrund","weiblich","981","0.143582900510385","0.135440552082719","0.15172524893805"
"Ja, jede Woche","2011","direkter Migrationshintergrund","männlich","146","0.138748848740408","0.116720490803325","0.160777206677491"
"Ja, jede Woche","2011","direkter Migrationshintergrund","weiblich","118","0.157547139770268","0.132581108779429","0.182513170761107"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","männlich","68","0.197866894319357","0.15953733450505","0.236196454133664"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","weiblich","67","0.187238395992464","0.149198751118626","0.225278040866302"
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","männlich","978","0.137217952001116","0.129171935047116","0.145263968955116"
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","weiblich","1205","0.165745010163704","0.157110746740093","0.174379273587316"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","männlich","150","0.177966130825508","0.153592734082682","0.202339527568333"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","weiblich","154","0.174911508954252","0.148878108609855","0.200944909298649"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","männlich","73","0.187847799801286","0.150268748530912","0.225426851071659"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","weiblich","56","0.153308862790075","0.118176808399903","0.188440917180247"
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","männlich","748","0.105255210493505","0.0980789810178658","0.112431439969145"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","weiblich","556","0.0742613734233402","0.068173279585594","0.0803494672610864"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","männlich","103","0.105402452837738","0.0858346649004162","0.124970240775059"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","weiblich","63","0.0886009562202038","0.0691274152781234","0.108074497162284"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","männlich","41","0.0913948467799113","0.063669786758061","0.119119906801762"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","weiblich","41","0.087414444943663","0.0598730580755415","0.114955831811784"
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2011","kein Migrationshintergrund","männlich","2094","0.302203897898253","0.291465506553348","0.312942289243158"
"Seltener","2011","kein Migrationshintergrund","weiblich","1223","0.174419151827922","0.165608002802973","0.183230300852871"
"Seltener","2011","direkter Migrationshintergrund","männlich","244","0.247038207206386","0.219554769406049","0.274521645006723"
"Seltener","2011","direkter Migrationshintergrund","weiblich","98","0.114045411093542","0.0922624920370464","0.135828330150037"
"Seltener","2011","indirekter Migrationshintergrund","männlich","95","0.181309572988636","0.144241990192407","0.218377155784865"
"Seltener","2011","indirekter Migrationshintergrund","weiblich","67","0.158380068303372","0.122778782998274","0.193981353608471"
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nein, nie","2012","kein Migrationshintergrund","männlich","","","",""
"Nein, nie","2012","kein Migrationshintergrund","weiblich","","","",""
"Nein, nie","2012","direkter Migrationshintergrund","männlich","","","",""
"Nein, nie","2012","direkter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2012","indirekter Migrationshintergrund","männlich","","","",""
"Nein, nie","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nein, nie","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ja, jede Woche","2012","kein Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2012","kein Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2012","direkter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2012","direkter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","männlich","","","",""
"Ja, jede Woche","2012","indirekter Migrationshintergrund","weiblich","","","",""
"Ja, jede Woche","2012","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
