"plb0218","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2007","17-29","(noch) kein Abschluss","12","","",""
"Ja, jede Woche","2007","17-29","Hauptschule","68","0.155426234264406","0.119141022663641","0.191711445865172"
"Ja, jede Woche","2007","17-29","Realschule","106","0.184098447390295","0.154463145959642","0.213733748820947"
"Ja, jede Woche","2007","17-29","(Fach-)Abitur","64","0.151903296290523","0.119103174079748","0.184703418501298"
"Ja, jede Woche","2007","17-29","AkademikerIn","22","","",""
"Ja, jede Woche","2007","30-45","(noch) kein Abschluss","7","","",""
"Ja, jede Woche","2007","30-45","Hauptschule","195","0.168831663203214","0.147048027274641","0.190615299131787"
"Ja, jede Woche","2007","30-45","Realschule","217","0.12831971537642","0.112143131268693","0.144496299484148"
"Ja, jede Woche","2007","30-45","(Fach-)Abitur","72","0.109323511290937","0.0854628658996245","0.13318415668225"
"Ja, jede Woche","2007","30-45","AkademikerIn","146","0.118398481048808","0.100328481658708","0.136468480438909"
"Ja, jede Woche","2007","46-65","(noch) kein Abschluss","3","","",""
"Ja, jede Woche","2007","46-65","Hauptschule","213","0.155153854045312","0.136382220206264","0.173925487884359"
"Ja, jede Woche","2007","46-65","Realschule","158","0.118002049262673","0.100571996203463","0.135432102321883"
"Ja, jede Woche","2007","46-65","(Fach-)Abitur","47","0.148592978490897","0.110390307168056","0.186795649813738"
"Ja, jede Woche","2007","46-65","AkademikerIn","285","0.185911829469769","0.166456359887981","0.205367299051557"
"Ja, jede Woche","2007","66","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2007","66","Hauptschule","","","",""
"Ja, jede Woche","2007","66","Realschule","","","",""
"Ja, jede Woche","2007","66","(Fach-)Abitur","","","",""
"Ja, jede Woche","2007","66","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2007","17-29","(noch) kein Abschluss","7","","",""
"Ja, alle 2 Wochen","2007","17-29","Hauptschule","71","0.185952645601881","0.146987642116201","0.224917649087561"
"Ja, alle 2 Wochen","2007","17-29","Realschule","130","0.188475640568776","0.158570640998311","0.21838064013924"
"Ja, alle 2 Wochen","2007","17-29","(Fach-)Abitur","60","0.1059844850388","0.0778549308029723","0.134114039274628"
"Ja, alle 2 Wochen","2007","17-29","AkademikerIn","31","0.191205324712112","0.134384398010934","0.248026251413291"
"Ja, alle 2 Wochen","2007","30-45","(noch) kein Abschluss","6","","",""
"Ja, alle 2 Wochen","2007","30-45","Hauptschule","207","0.181769497894408","0.159343216783285","0.204195779005532"
"Ja, alle 2 Wochen","2007","30-45","Realschule","305","0.193767445896163","0.174649902395553","0.212884989396773"
"Ja, alle 2 Wochen","2007","30-45","(Fach-)Abitur","97","0.152996592426435","0.125470227439528","0.180522957413342"
"Ja, alle 2 Wochen","2007","30-45","AkademikerIn","136","0.128599321816794","0.1098762461019","0.147322397531688"
"Ja, alle 2 Wochen","2007","46-65","(noch) kein Abschluss","4","","",""
"Ja, alle 2 Wochen","2007","46-65","Hauptschule","192","0.129961783189726","0.1125273042503","0.147396262129152"
"Ja, alle 2 Wochen","2007","46-65","Realschule","208","0.168894235476491","0.148652128899646","0.189136342053335"
"Ja, alle 2 Wochen","2007","46-65","(Fach-)Abitur","38","0.133954377962079","0.0973717571435803","0.170536998780579"
"Ja, alle 2 Wochen","2007","46-65","AkademikerIn","147","0.103881746003137","0.0886234946305024","0.119139997375772"
"Ja, alle 2 Wochen","2007","66","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2007","66","Hauptschule","","","",""
"Ja, alle 2 Wochen","2007","66","Realschule","","","",""
"Ja, alle 2 Wochen","2007","66","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2007","66","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2007","17-29","(noch) kein Abschluss","3","","",""
"Ja, alle 3-4 Wochen","2007","17-29","Hauptschule","33","0.0721122452697528","0.0462062110612025","0.0980182794783031"
"Ja, alle 3-4 Wochen","2007","17-29","Realschule","58","0.101702932004677","0.0785906869269213","0.124815177082432"
"Ja, alle 3-4 Wochen","2007","17-29","(Fach-)Abitur","43","0.0956967384503858","0.0688139204422205","0.122579556458551"
"Ja, alle 3-4 Wochen","2007","17-29","AkademikerIn","14","","",""
"Ja, alle 3-4 Wochen","2007","30-45","(noch) kein Abschluss","4","","",""
"Ja, alle 3-4 Wochen","2007","30-45","Hauptschule","127","0.111660325825476","0.0933457063372476","0.129974945313705"
"Ja, alle 3-4 Wochen","2007","30-45","Realschule","173","0.118214773980559","0.102598450309838","0.133831097651279"
"Ja, alle 3-4 Wochen","2007","30-45","(Fach-)Abitur","67","0.103860940735536","0.0805328478590293","0.127189033612042"
"Ja, alle 3-4 Wochen","2007","30-45","AkademikerIn","125","0.117462677871586","0.0994546814098802","0.135470674333292"
"Ja, alle 3-4 Wochen","2007","46-65","(noch) kein Abschluss","4","","",""
"Ja, alle 3-4 Wochen","2007","46-65","Hauptschule","121","0.0779322975913714","0.0640336634879655","0.0918309316947772"
"Ja, alle 3-4 Wochen","2007","46-65","Realschule","123","0.096650065690585","0.0806857895329488","0.112614341848221"
"Ja, alle 3-4 Wochen","2007","46-65","(Fach-)Abitur","31","0.108379074449134","0.0749911963342634","0.141766952564004"
"Ja, alle 3-4 Wochen","2007","46-65","AkademikerIn","153","0.0895167355881795","0.075239616401071","0.103793854775288"
"Ja, alle 3-4 Wochen","2007","66","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2007","66","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2007","66","Realschule","","","",""
"Ja, alle 3-4 Wochen","2007","66","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2007","66","AkademikerIn","","","",""
"Seltener","2007","17-29","(noch) kein Abschluss","8","","",""
"Seltener","2007","17-29","Hauptschule","71","0.194413163897656","0.154779180919543","0.234047146875769"
"Seltener","2007","17-29","Realschule","129","0.183265540204194","0.153682265124721","0.212848815283666"
"Seltener","2007","17-29","(Fach-)Abitur","82","0.186971434761131","0.151341936403358","0.222600933118904"
"Seltener","2007","17-29","AkademikerIn","40","0.230106041139554","0.169289930020126","0.290922152258982"
"Seltener","2007","30-45","(noch) kein Abschluss","4","","",""
"Seltener","2007","30-45","Hauptschule","241","0.229762399707462","0.205299340730203","0.254225458684721"
"Seltener","2007","30-45","Realschule","394","0.240612982229626","0.219937643819138","0.261288320640115"
"Seltener","2007","30-45","(Fach-)Abitur","171","0.257118356067711","0.223699486039364","0.290537226096058"
"Seltener","2007","30-45","AkademikerIn","406","0.320417785891462","0.294318524487179","0.346517047295745"
"Seltener","2007","46-65","(noch) kein Abschluss","1","","",""
"Seltener","2007","46-65","Hauptschule","326","0.218078647394683","0.196668478881155","0.23948881590821"
"Seltener","2007","46-65","Realschule","317","0.245068335045368","0.221829328009038","0.268307342081698"
"Seltener","2007","46-65","(Fach-)Abitur","83","0.227850912289349","0.182800170999696","0.272901653579001"
"Seltener","2007","46-65","AkademikerIn","479","0.323251007555984","0.29986068366003","0.346641331451939"
"Seltener","2007","66","(noch) kein Abschluss","","","",""
"Seltener","2007","66","Hauptschule","","","",""
"Seltener","2007","66","Realschule","","","",""
"Seltener","2007","66","(Fach-)Abitur","","","",""
"Seltener","2007","66","AkademikerIn","","","",""
"Nein, nie","2008","17-29","(noch) kein Abschluss","","","",""
"Nein, nie","2008","17-29","Hauptschule","","","",""
"Nein, nie","2008","17-29","Realschule","","","",""
"Nein, nie","2008","17-29","(Fach-)Abitur","","","",""
"Nein, nie","2008","17-29","AkademikerIn","","","",""
"Nein, nie","2008","30-45","(noch) kein Abschluss","","","",""
"Nein, nie","2008","30-45","Hauptschule","","","",""
"Nein, nie","2008","30-45","Realschule","","","",""
"Nein, nie","2008","30-45","(Fach-)Abitur","","","",""
"Nein, nie","2008","30-45","AkademikerIn","","","",""
"Nein, nie","2008","46-65","(noch) kein Abschluss","","","",""
"Nein, nie","2008","46-65","Hauptschule","","","",""
"Nein, nie","2008","46-65","Realschule","","","",""
"Nein, nie","2008","46-65","(Fach-)Abitur","","","",""
"Nein, nie","2008","46-65","AkademikerIn","","","",""
"Nein, nie","2008","66","(noch) kein Abschluss","","","",""
"Nein, nie","2008","66","Hauptschule","","","",""
"Nein, nie","2008","66","Realschule","","","",""
"Nein, nie","2008","66","(Fach-)Abitur","","","",""
"Nein, nie","2008","66","AkademikerIn","","","",""
"Ja, jede Woche","2008","17-29","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","17-29","Hauptschule","","","",""
"Ja, jede Woche","2008","17-29","Realschule","","","",""
"Ja, jede Woche","2008","17-29","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","17-29","AkademikerIn","","","",""
"Ja, jede Woche","2008","30-45","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","30-45","Hauptschule","","","",""
"Ja, jede Woche","2008","30-45","Realschule","","","",""
"Ja, jede Woche","2008","30-45","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","30-45","AkademikerIn","","","",""
"Ja, jede Woche","2008","46-65","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","46-65","Hauptschule","","","",""
"Ja, jede Woche","2008","46-65","Realschule","","","",""
"Ja, jede Woche","2008","46-65","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","46-65","AkademikerIn","","","",""
"Ja, jede Woche","2008","66","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","66","Hauptschule","","","",""
"Ja, jede Woche","2008","66","Realschule","","","",""
"Ja, jede Woche","2008","66","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","66","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","17-29","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","17-29","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","17-29","Realschule","","","",""
"Ja, alle 2 Wochen","2008","17-29","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2008","17-29","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","30-45","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","30-45","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","30-45","Realschule","","","",""
"Ja, alle 2 Wochen","2008","30-45","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2008","30-45","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","46-65","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","46-65","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","46-65","Realschule","","","",""
"Ja, alle 2 Wochen","2008","46-65","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2008","46-65","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","66","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","66","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","66","Realschule","","","",""
"Ja, alle 2 Wochen","2008","66","(Fach-)Abitur","","","",""
