"plb0218","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","14","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","2","16","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","3","14","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","4","16","","",""
"Ja, alle 2 Wochen","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","99","0.0891534597432656","0.0732087169913322","0.105098202495199"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","2","171","0.0973058893035576","0.0834241179911466","0.111187660615969"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","3","162","0.0835566848612837","0.0708678360833746","0.0962455336391928"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","4","187","0.0802950973343509","0.0692845495115876","0.0913056451571142"
"Ja, alle 3-4 Wochen","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","266","0.101608390739942","0.0900150478333231","0.11320173364656"
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","19","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","2","38","0.110926113432167","0.077496291172139","0.144355935692196"
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","3","27","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","4","23","","",""
"Ja, alle 3-4 Wochen","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","10","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","8","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","2","8","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","3","9","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","4","12","","",""
"Ja, alle 3-4 Wochen","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","254","0.192195492043838","0.170148439131629","0.214242544956046"
"Seltener","2005","kein Migrationshintergrund","2","449","0.247918606584197","0.227693444939694","0.268143768228701"
"Seltener","2005","kein Migrationshintergrund","3","460","0.251416323078032","0.231523531651303","0.271309114504762"
"Seltener","2005","kein Migrationshintergrund","4","651","0.269032160071077","0.25106450521405","0.286999814928105"
"Seltener","2005","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","754","0.292022595470753","0.274575265352534","0.309469925588973"
"Seltener","2005","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","49","0.212604865460052","0.161579916685021","0.263629814235084"
"Seltener","2005","direkter Migrationshintergrund","2","68","0.206508376728766","0.163417210156377","0.249599543301156"
"Seltener","2005","direkter Migrationshintergrund","3","55","0.259944168106946","0.207820385969731","0.312067950244161"
"Seltener","2005","direkter Migrationshintergrund","4","45","0.237979410385204","0.179685363543653","0.296273457226756"
"Seltener","2005","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","38","0.261343917041769","0.188038530999834","0.334649303083703"
"Seltener","2005","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Seltener","2005","indirekter Migrationshintergrund","2","20","","",""
"Seltener","2005","indirekter Migrationshintergrund","3","19","","",""
"Seltener","2005","indirekter Migrationshintergrund","4","18","","",""
"Seltener","2005","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","18","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","kein Migrationshintergrund","2","","","",""
"Nein, nie","2006","kein Migrationshintergrund","3","","","",""
"Nein, nie","2006","kein Migrationshintergrund","4","","","",""
"Nein, nie","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","2","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","3","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","4","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","2","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","3","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","4","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","2","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","3","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","4","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","kein Migrationshintergrund","2","","","",""
"Seltener","2006","kein Migrationshintergrund","3","","","",""
"Seltener","2006","kein Migrationshintergrund","4","","","",""
"Seltener","2006","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","direkter Migrationshintergrund","2","","","",""
"Seltener","2006","direkter Migrationshintergrund","3","","","",""
"Seltener","2006","direkter Migrationshintergrund","4","","","",""
"Seltener","2006","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","indirekter Migrationshintergrund","2","","","",""
"Seltener","2006","indirekter Migrationshintergrund","3","","","",""
"Seltener","2006","indirekter Migrationshintergrund","4","","","",""
"Seltener","2006","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein, nie","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","388","0.358470355736997","0.330131211179543","0.38680950029445"
"Nein, nie","2007","kein Migrationshintergrund","2","640","0.348315939461885","0.326534801727348","0.370097077196422"
"Nein, nie","2007","kein Migrationshintergrund","3","679","0.345382154958758","0.324118971999814","0.366645337917702"
"Nein, nie","2007","kein Migrationshintergrund","4","904","0.351419216493666","0.332472367995836","0.370366064991495"
"Nein, nie","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","892","0.330706929850626","0.312633489966376","0.348780369734875"
"Nein, nie","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","96","0.462164796152998","0.395210055406656","0.529119536899339"
"Nein, nie","2007","direkter Migrationshintergrund","2","136","0.492282231688526","0.436896973597534","0.547667489779518"
"Nein, nie","2007","direkter Migrationshintergrund","3","77","0.331501364326304","0.267060095463888","0.395942633188721"
"Nein, nie","2007","direkter Migrationshintergrund","4","79","0.373337530244656","0.308227510264756","0.438447550224556"
"Nein, nie","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","43","0.311237893948009","0.233989509684428","0.38848627821159"
"Nein, nie","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","45","0.405648189116724","0.309888226019365","0.501408152214083"
"Nein, nie","2007","indirekter Migrationshintergrund","2","48","0.40669425859526","0.316522827662276","0.496865689528244"
"Nein, nie","2007","indirekter Migrationshintergrund","3","38","0.387825821704376","0.291844581372745","0.483807062036008"
"Nein, nie","2007","indirekter Migrationshintergrund","4","58","0.584371280294029","0.492273544123259","0.676469016464799"
"Nein, nie","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","29","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, jede Woche","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","199","0.163553390415833","0.141695882884902","0.185410897946764"
"Ja, jede Woche","2007","kein Migrationshintergrund","2","301","0.179635240112703","0.162085341775373","0.197185138450033"
"Ja, jede Woche","2007","kein Migrationshintergrund","3","277","0.125949361619424","0.111112204658998","0.140786518579851"
"Ja, jede Woche","2007","kein Migrationshintergrund","4","288","0.126729338435172","0.113526867817175","0.139931809053168"
"Ja, jede Woche","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","408","0.159126525079323","0.145074218281962","0.173178831876683"
"Ja, jede Woche","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","30","0.131714748984905","0.0862989764994053","0.177130521470404"
"Ja, jede Woche","2007","direkter Migrationshintergrund","2","44","0.149576330864998","0.110064693284694","0.189087968445302"
"Ja, jede Woche","2007","direkter Migrationshintergrund","3","22","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","4","27","","",""
"Ja, jede Woche","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","15","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","17","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","2","17","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","3","24","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","4","11","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","186","0.157319038682787","0.1358024220784","0.178835655287174"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","2","296","0.151754902176179","0.13535250283407","0.168157301518287"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","3","330","0.19354471064842","0.175877612999458","0.211211808297383"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","4","349","0.153244900779492","0.138948914675702","0.167540886883281"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","284","0.113174775865973","0.101004376008478","0.125345175723467"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","35","0.185792218726726","0.133559855690951","0.238024581762501"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","2","47","0.12595598866473","0.0891979793414418","0.162713997988018"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","3","42","0.217355903499916","0.160896142224774","0.273815664775059"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","4","39","0.192116354359563","0.139084509289011","0.245148199430115"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","2","14","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","3","8","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","4","16","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","96","0.100927570810679","0.0831261773826636","0.118728964238695"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","2","182","0.0948677242858424","0.0814712472301564","0.108264201341528"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","3","176","0.0961321070455668","0.0829504162798195","0.109313797811314"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","4","237","0.0969074068694832","0.085166900802723","0.108647912936243"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","266","0.107772864991956","0.0958603507021823","0.119685379281731"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","24","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","2","29","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","3","15","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","4","16","","",""
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","9","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","2","18","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","3","12","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","4","8","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","231","0.219729644353704","0.195260508707408","0.244198779999999"
