"plb0218","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2007","(noch) kein Abschluss","32","0.407495264701528","0.308686951721888","0.506303577681167"
"Nein, nie","2007","Hauptschule","1114","0.376153962658677","0.358868461841009","0.393439463476344"
"Nein, nie","2007","Realschule","1303","0.341413472826701","0.326006979085636","0.356819966567766"
"Nein, nie","2007","(Fach-)Abitur","595","0.403008079175266","0.377796097025938","0.428220061324595"
"Nein, nie","2007","AkademikerIn","989","0.313435102090804","0.296904068234924","0.329966135946684"
"Ja, jede Woche","2007","(noch) kein Abschluss","22","","",""
"Ja, jede Woche","2007","Hauptschule","498","0.164116501431539","0.150900215164816","0.177332787698262"
"Ja, jede Woche","2007","Realschule","491","0.137608730018852","0.126416097827037","0.148801362210666"
"Ja, jede Woche","2007","(Fach-)Abitur","185","0.131589353888201","0.114213792925701","0.148964914850701"
"Ja, jede Woche","2007","AkademikerIn","466","0.149356106977403","0.136654145587837","0.162058068366969"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","17","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","474","0.154236932366035","0.14134912655315","0.167124738178921"
"Ja, alle 2 Wochen","2007","Realschule","644","0.183379569034354","0.170806460695722","0.195952677372985"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","195","0.133629305256063","0.116140158587724","0.151118451924401"
"Ja, alle 2 Wochen","2007","AkademikerIn","322","0.122052525770378","0.110387302541255","0.133717748999502"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","11","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","283","0.0877782631987005","0.0776809893255951","0.0978755370718058"
"Ja, alle 3-4 Wochen","2007","Realschule","357","0.107594896759806","0.0975271119945387","0.117662681525073"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","141","0.101806755531286","0.0862636040892491","0.117349906973323"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","299","0.101102468244476","0.0903595721653628","0.11184536432359"
"Seltener","2007","(noch) kein Abschluss","13","","",""
"Seltener","2007","Hauptschule","648","0.217714340345049","0.202988277875281","0.232440402814816"
"Seltener","2007","Realschule","844","0.230003331360288","0.216330182263602","0.243676480456974"
"Seltener","2007","(Fach-)Abitur","338","0.229966506149184","0.208336681968528","0.25159633032984"
"Seltener","2007","AkademikerIn","949","0.314053796916938","0.297513913122392","0.330593680711484"
"Nein, nie","2008","(noch) kein Abschluss","","","",""
"Nein, nie","2008","Hauptschule","","","",""
"Nein, nie","2008","Realschule","","","",""
"Nein, nie","2008","(Fach-)Abitur","","","",""
"Nein, nie","2008","AkademikerIn","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2008","Hauptschule","","","",""
"Ja, jede Woche","2008","Realschule","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","","","",""
"Ja, jede Woche","2008","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","","","",""
"Ja, alle 2 Wochen","2008","Realschule","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","","","",""
"Seltener","2008","(noch) kein Abschluss","","","",""
"Seltener","2008","Hauptschule","","","",""
"Seltener","2008","Realschule","","","",""
"Seltener","2008","(Fach-)Abitur","","","",""
"Seltener","2008","AkademikerIn","","","",""
"Nein, nie","2009","(noch) kein Abschluss","29","","",""
"Nein, nie","2009","Hauptschule","935","0.356415117305042","0.337726789595941","0.375103445014143"
"Nein, nie","2009","Realschule","1198","0.360409711021094","0.344023749220956","0.376795672821231"
"Nein, nie","2009","(Fach-)Abitur","525","0.411530033932522","0.384570894464756","0.438489173400288"
"Nein, nie","2009","AkademikerIn","886","0.324219139589014","0.30668624437227","0.341752034805758"
"Ja, jede Woche","2009","(noch) kein Abschluss","32","0.431410117017845","0.330751410928126","0.532068823107564"
"Ja, jede Woche","2009","Hauptschule","408","0.165867309863495","0.151353299221425","0.180381320505565"
"Ja, jede Woche","2009","Realschule","439","0.135897130945234","0.124201850700269","0.147592411190198"
"Ja, jede Woche","2009","(Fach-)Abitur","168","0.143499933122273","0.124294121884328","0.162705744360219"
"Ja, jede Woche","2009","AkademikerIn","477","0.164387683580983","0.150505159889282","0.178270207272684"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","13","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","399","0.168208241064374","0.153612693010795","0.182803789117952"
"Ja, alle 2 Wochen","2009","Realschule","550","0.173218636273092","0.160303011708982","0.186134260837201"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","175","0.131584083250993","0.113065460989386","0.150102705512601"
"Ja, alle 2 Wochen","2009","AkademikerIn","273","0.104579131558176","0.0931169445310882","0.116041318585264"
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","5","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","217","0.0883122828784973","0.077240359456787","0.0993842063002075"
"Ja, alle 3-4 Wochen","2009","Realschule","308","0.0890386309067606","0.0793187267565833","0.098758535056938"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","98","0.0800996868765088","0.0652290729439804","0.0949703008090372"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","266","0.092976254829708","0.082098814196666","0.10385369546275"
"Seltener","2009","(noch) kein Abschluss","14","","",""
"Seltener","2009","Hauptschule","564","0.221197048888592","0.205001602444798","0.237392495332387"
"Seltener","2009","Realschule","803","0.24143589085382","0.226830276608632","0.256041505099008"
"Seltener","2009","(Fach-)Abitur","314","0.233286262817703","0.210117421696414","0.256455103938991"
"Seltener","2009","AkademikerIn","836","0.313837790442118","0.296455884894475","0.331219695989762"
"Nein, nie","2010","(noch) kein Abschluss","34","0.357286644449884","0.259366683672752","0.455206605227017"
"Nein, nie","2010","Hauptschule","339","0.315116425053294","0.287499379590157","0.342733470516432"
"Nein, nie","2010","Realschule","524","0.363957353349272","0.339737759413005","0.388176947285538"
"Nein, nie","2010","(Fach-)Abitur","256","0.362328662808879","0.326463456005112","0.398193869612646"
"Nein, nie","2010","AkademikerIn","370","0.350611261533091","0.322628742255416","0.378593780810766"
"Ja, jede Woche","2010","(noch) kein Abschluss","14","","",""
"Ja, jede Woche","2010","Hauptschule","173","0.140082514572741","0.119449928123968","0.160715101021515"
"Ja, jede Woche","2010","Realschule","213","0.141464522914752","0.123921623104606","0.159007422724899"
"Ja, jede Woche","2010","(Fach-)Abitur","81","0.138957305978872","0.113147984836248","0.164766627121496"
"Ja, jede Woche","2010","AkademikerIn","150","0.109714191263837","0.0913860833656023","0.128042299162072"
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","15","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","185","0.17668605834934","0.154012629891467","0.199359486807213"
"Ja, alle 2 Wochen","2010","Realschule","281","0.178722991111032","0.159437374227751","0.198008607994313"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","124","0.166718611221301","0.138907942703995","0.194529279738608"
"Ja, alle 2 Wochen","2010","AkademikerIn","152","0.149526719724042","0.128613964977415","0.170439474470669"
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","12","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","119","0.117821766906951","0.0986560859866943","0.136987447827207"
"Ja, alle 3-4 Wochen","2010","Realschule","145","0.0947205321574268","0.0799800431825039","0.10946102113235"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","54","0.0672090655877413","0.0485267960880387","0.0858913350874438"
"Ja, alle 3-4 Wochen","2010","AkademikerIn","102","0.0900813152516811","0.0732917227589885","0.106870907744374"
"Seltener","2010","(noch) kein Abschluss","17","","",""
"Seltener","2010","Hauptschule","271","0.250293235117674","0.224541672364121","0.276044797871227"
"Seltener","2010","Realschule","353","0.221134600467517","0.200243657356029","0.242025543579005"
"Seltener","2010","(Fach-)Abitur","175","0.264786354403206","0.231864967310351","0.297707741496062"
"Seltener","2010","AkademikerIn","343","0.300066512227349","0.273190882078052","0.326942142376645"
"Nein, nie","2011","(noch) kein Abschluss","74","0.334753465190619","0.272816558638148","0.396690371743089"
"Nein, nie","2011","Hauptschule","1464","0.38001098530529","0.36479481611059","0.39522715449999"
"Nein, nie","2011","Realschule","2080","0.375682078154701","0.362825566736688","0.388538589572713"
"Nein, nie","2011","(Fach-)Abitur","964","0.403888898946585","0.383814095159605","0.423963702733566"
"Nein, nie","2011","AkademikerIn","1563","0.348862709568496","0.334752745283784","0.362972673853208"
"Ja, jede Woche","2011","(noch) kein Abschluss","51","0.277018796346353","0.218281523066818","0.335756069625888"
"Ja, jede Woche","2011","Hauptschule","641","0.168108723834963","0.156385591528043","0.179831856141884"
"Ja, jede Woche","2011","Realschule","698","0.12112928853724","0.112467709372779","0.129790867701702"
"Ja, jede Woche","2011","(Fach-)Abitur","275","0.139483269498982","0.125309105130664","0.1536574338673"
"Ja, jede Woche","2011","AkademikerIn","691","0.157889798699644","0.147094768654416","0.168684828744872"
"Ja, alle 2 Wochen","2011","(noch) kein Abschluss","34","0.14302125030302","0.0970717311330462","0.188970769472995"
"Ja, alle 2 Wochen","2011","Hauptschule","676","0.169006131403228","0.157258091962455","0.180754170844"
"Ja, alle 2 Wochen","2011","Realschule","1000","0.183257939634686","0.172987622354684","0.193528256914689"
"Ja, alle 2 Wochen","2011","(Fach-)Abitur","343","0.138134888122833","0.124018353856252","0.152251422389413"
"Ja, alle 2 Wochen","2011","AkademikerIn","472","0.102405103092506","0.0934295061353047","0.111380700049708"
"Ja, alle 3-4 Wochen","2011","(noch) kein Abschluss","22","","",""
"Ja, alle 3-4 Wochen","2011","Hauptschule","359","0.0925472554758181","0.0834625879675616","0.101631922984075"
"Ja, alle 3-4 Wochen","2011","Realschule","517","0.0923516628070112","0.0846658258405416","0.100037499773481"
"Ja, alle 3-4 Wochen","2011","(Fach-)Abitur","196","0.0869379515764464","0.0754110763140481","0.0984648268388447"
"Ja, alle 3-4 Wochen","2011","AkademikerIn","415","0.0918818626181488","0.0833302419973745","0.100433483238923"
"Seltener","2011","(noch) kein Abschluss","42","0.155340740278922","0.107798557382818","0.202882923175026"
"Seltener","2011","Hauptschule","769","0.190326903980701","0.178020810729956","0.202632997231446"
"Seltener","2011","Realschule","1156","0.227579030866362","0.216448826224196","0.238709235508528"
"Seltener","2011","(Fach-)Abitur","517","0.231554991855153","0.214297001699412","0.248812982010895"
"Seltener","2011","AkademikerIn","1242","0.298960526021205","0.285407367543193","0.312513684499216"
"Nein, nie","2012","(noch) kein Abschluss","27","","",""
"Nein, nie","2012","Hauptschule","410","0.345276730634569","0.317880301829788","0.37267315943935"
"Nein, nie","2012","Realschule","723","0.42747372576289","0.404168571537163","0.450778879988617"
"Nein, nie","2012","(Fach-)Abitur","372","0.437151059074511","0.403116924975355","0.471185193173667"
"Nein, nie","2012","AkademikerIn","483","0.401188649089442","0.374210770566565","0.428166527612318"
"Ja, jede Woche","2012","(noch) kein Abschluss","28","","",""
"Ja, jede Woche","2012","Hauptschule","197","0.16779228638314","0.146260340682426","0.189324232083853"
"Ja, jede Woche","2012","Realschule","214","0.120690994758841","0.105344551041572","0.13603743847611"
"Ja, jede Woche","2012","(Fach-)Abitur","101","0.126652808082662","0.103833425622213","0.14947219054311"
"Ja, jede Woche","2012","AkademikerIn","188","0.13177218184797","0.113154861101708","0.150389502594232"
"Ja, alle 2 Wochen","2012","(noch) kein Abschluss","21","","",""
"Ja, alle 2 Wochen","2012","Hauptschule","225","0.212885344036246","0.189298312218181","0.236472375854311"
"Ja, alle 2 Wochen","2012","Realschule","312","0.174272156663439","0.156401849208237","0.19214246411864"
"Ja, alle 2 Wochen","2012","(Fach-)Abitur","133","0.180896365371687","0.15448521252057","0.207307518222805"
"Ja, alle 2 Wochen","2012","AkademikerIn","154","0.119823421099178","0.101948496201356","0.137698345997001"
"Ja, alle 3-4 Wochen","2012","(noch) kein Abschluss","12","","",""
"Ja, alle 3-4 Wochen","2012","Hauptschule","109","0.0902358394606996","0.0737262849298258","0.106745393991573"
"Ja, alle 3-4 Wochen","2012","Realschule","164","0.0946337190189808","0.0808446587791991","0.108422779258763"
"Ja, alle 3-4 Wochen","2012","(Fach-)Abitur","66","0.0769115417343949","0.0586296795549406","0.0951934039138491"
"Ja, alle 3-4 Wochen","2012","AkademikerIn","117","0.100397135569043","0.0838556488676149","0.116938622270471"
"Seltener","2012","(noch) kein Abschluss","13","","",""
"Seltener","2012","Hauptschule","216","0.183809799485346","0.161491483079128","0.206128115891563"
"Seltener","2012","Realschule","318","0.182929403795849","0.164716839100804","0.201141968490895"
"Seltener","2012","(Fach-)Abitur","144","0.178388225736745","0.15212068394915","0.20465576752434"
"Seltener","2012","AkademikerIn","326","0.246818612394367","0.223087002149522","0.270550222639212"
"Nein, nie","2013","(noch) kein Abschluss","63","0.264418927741919","0.206008877974458","0.322828977509379"
"Nein, nie","2013","Hauptschule","1255","0.369979623016226","0.3539710418761","0.385988204156352"
"Nein, nie","2013","Realschule","1993","0.372658583849021","0.359329660954018","0.385987506744024"
"Nein, nie","2013","(Fach-)Abitur","981","0.390890789630923","0.370661313825521","0.411120265436324"
"Nein, nie","2013","AkademikerIn","1535","0.348375582222775","0.33382695514876","0.36292420929679"
"Ja, jede Woche","2013","(noch) kein Abschluss","65","0.384118491945358","0.319700493965613","0.448536489925103"
"Ja, jede Woche","2013","Hauptschule","562","0.154097957672486","0.142126552799752","0.166069362545219"
"Ja, jede Woche","2013","Realschule","563","0.112622185952593","0.103907459279196","0.12133691262599"
"Ja, jede Woche","2013","(Fach-)Abitur","252","0.120608242750343","0.107106525231199","0.134109960269487"
"Ja, jede Woche","2013","AkademikerIn","588","0.1405932232502","0.129979174846528","0.151207271653872"
"Ja, alle 2 Wochen","2013","(noch) kein Abschluss","44","0.154469738050206","0.106605371408376","0.202334104692035"
"Ja, alle 2 Wochen","2013","Hauptschule","648","0.186170465090401","0.173263957058693","0.19907697312211"
"Ja, alle 2 Wochen","2013","Realschule","896","0.175860305729382","0.165365561974633","0.186355049484132"
"Ja, alle 2 Wochen","2013","(Fach-)Abitur","332","0.153983621089719","0.139020024994888","0.168947217184551"
"Ja, alle 2 Wochen","2013","AkademikerIn","429","0.103293937980238","0.0940008092468993","0.112587066713577"
"Ja, alle 3-4 Wochen","2013","(noch) kein Abschluss","20","","",""
"Ja, alle 3-4 Wochen","2013","Hauptschule","291","0.0787535548721261","0.069822358538687","0.0876847512055652"
"Ja, alle 3-4 Wochen","2013","Realschule","462","0.0913153835468659","0.0833745503630086","0.0992562167307231"
"Ja, alle 3-4 Wochen","2013","(Fach-)Abitur","172","0.093952967235345","0.0818570181866807","0.106048916284009"
"Ja, alle 3-4 Wochen","2013","AkademikerIn","376","0.10001764755952","0.0908563962331341","0.109178898885906"
"Seltener","2013","(noch) kein Abschluss","27","","",""
"Seltener","2013","Hauptschule","738","0.210998399348761","0.197469415971045","0.224527382726477"
"Seltener","2013","Realschule","1141","0.247543540922138","0.235646087923659","0.259440993920618"
"Seltener","2013","(Fach-)Abitur","498","0.24056437929367","0.222844103794702","0.258284654792638"
"Seltener","2013","AkademikerIn","1192","0.307719608987267","0.293626134159999","0.321813083814535"
"Nein, nie","2014","(noch) kein Abschluss","","","",""
"Nein, nie","2014","Hauptschule","","","",""
"Nein, nie","2014","Realschule","","","",""
"Nein, nie","2014","(Fach-)Abitur","","","",""
"Nein, nie","2014","AkademikerIn","","","",""
"Ja, jede Woche","2014","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2014","Hauptschule","","","",""
"Ja, jede Woche","2014","Realschule","","","",""
"Ja, jede Woche","2014","(Fach-)Abitur","","","",""
"Ja, jede Woche","2014","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2014","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2014","Hauptschule","","","",""
"Ja, alle 2 Wochen","2014","Realschule","","","",""
"Ja, alle 2 Wochen","2014","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2014","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2014","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2014","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2014","Realschule","","","",""
"Ja, alle 3-4 Wochen","2014","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2014","AkademikerIn","","","",""
"Seltener","2014","(noch) kein Abschluss","","","",""
"Seltener","2014","Hauptschule","","","",""
"Seltener","2014","Realschule","","","",""
"Seltener","2014","(Fach-)Abitur","","","",""
"Seltener","2014","AkademikerIn","","","",""
"Nein, nie","2015","(noch) kein Abschluss","85","0.377596421312422","0.315482329786543","0.439710512838301"
"Nein, nie","2015","Hauptschule","1271","0.385142560484527","0.368838113942375","0.401447007026679"
"Nein, nie","2015","Realschule","1838","0.387996396826915","0.373787321601269","0.40220547205256"
"Nein, nie","2015","(Fach-)Abitur","1057","0.387150218818672","0.36814353991003","0.406156897727314"
"Nein, nie","2015","AkademikerIn","1583","0.36072647213558","0.346014883038087","0.375438061233074"
"Ja, jede Woche","2015","(noch) kein Abschluss","43","0.176303300186083","0.127476974213559","0.225129626158607"
"Ja, jede Woche","2015","Hauptschule","555","0.153484966369807","0.141407986350711","0.165561946388904"
"Ja, jede Woche","2015","Realschule","536","0.122205441225558","0.112655148317064","0.131755734134051"
"Ja, jede Woche","2015","(Fach-)Abitur","307","0.120002650165776","0.107322465846769","0.132682834484784"
"Ja, jede Woche","2015","AkademikerIn","553","0.145004776920883","0.134217788374309","0.155791765467458"
"Ja, alle 2 Wochen","2015","(noch) kein Abschluss","54","0.204497797157495","0.152819859617237","0.256175734697753"
"Ja, alle 2 Wochen","2015","Hauptschule","616","0.17772646605367","0.164918142284605","0.190534789822734"
"Ja, alle 2 Wochen","2015","Realschule","772","0.172161274446179","0.161153092948018","0.183169455944339"
"Ja, alle 2 Wochen","2015","(Fach-)Abitur","376","0.155326336359874","0.141192616083543","0.169460056636205"
"Ja, alle 2 Wochen","2015","AkademikerIn","458","0.125708254913365","0.115551913153701","0.135864596673029"
"Ja, alle 3-4 Wochen","2015","(noch) kein Abschluss","19","","",""
"Ja, alle 3-4 Wochen","2015","Hauptschule","293","0.0820718592310182","0.0728756346962301","0.0912680837658063"
"Ja, alle 3-4 Wochen","2015","Realschule","376","0.0807646058094155","0.0728195146299337","0.0887096969888974"
"Ja, alle 3-4 Wochen","2015","(Fach-)Abitur","208","0.0848022790182361","0.0739317496751602","0.0956728083613119"
"Ja, alle 3-4 Wochen","2015","AkademikerIn","373","0.0983631693625442","0.0892397151373475","0.107486623587741"
"Seltener","2015","(noch) kein Abschluss","33","0.161552404132903","0.11439663455731","0.208708173708496"
"Seltener","2015","Hauptschule","687","0.201574147860978","0.188132800644466","0.215015495077489"
"Seltener","2015","Realschule","996","0.236872281691933","0.224474878845276","0.24926968453859"
"Seltener","2015","(Fach-)Abitur","575","0.252718515637442","0.235761473176773","0.26967555809811"
"Seltener","2015","AkademikerIn","1126","0.270197326667627","0.256593206247418","0.283801447087835"
"Nein, nie","2016","(noch) kein Abschluss","","","",""
"Nein, nie","2016","Hauptschule","","","",""
"Nein, nie","2016","Realschule","","","",""
"Nein, nie","2016","(Fach-)Abitur","","","",""
"Nein, nie","2016","AkademikerIn","","","",""
"Ja, jede Woche","2016","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2016","Hauptschule","","","",""
"Ja, jede Woche","2016","Realschule","","","",""
"Ja, jede Woche","2016","(Fach-)Abitur","","","",""
"Ja, jede Woche","2016","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2016","(noch) kein Abschluss","","","",""
"Ja, alle 2 Wochen","2016","Hauptschule","","","",""
"Ja, alle 2 Wochen","2016","Realschule","","","",""
"Ja, alle 2 Wochen","2016","(Fach-)Abitur","","","",""
"Ja, alle 2 Wochen","2016","AkademikerIn","","","",""
"Ja, alle 3-4 Wochen","2016","(noch) kein Abschluss","","","",""
"Ja, alle 3-4 Wochen","2016","Hauptschule","","","",""
"Ja, alle 3-4 Wochen","2016","Realschule","","","",""
"Ja, alle 3-4 Wochen","2016","(Fach-)Abitur","","","",""
"Ja, alle 3-4 Wochen","2016","AkademikerIn","","","",""
"Seltener","2016","(noch) kein Abschluss","","","",""
"Seltener","2016","Hauptschule","","","",""
"Seltener","2016","Realschule","","","",""
"Seltener","2016","(Fach-)Abitur","","","",""
"Seltener","2016","AkademikerIn","","","",""
"Nein, nie","2017","(noch) kein Abschluss","104","0.353611699062583","0.299421274558751","0.407802123566416"
"Nein, nie","2017","Hauptschule","1381","0.392965288240017","0.376816829799708","0.409113746680326"
"Nein, nie","2017","Realschule","2117","0.428467440932681","0.414566243635994","0.442368638229367"
"Nein, nie","2017","(Fach-)Abitur","1293","0.436812201085432","0.418859073918744","0.454765328252121"
"Nein, nie","2017","AkademikerIn","2013","0.418304337397746","0.404114101355962","0.432494573439529"
"Ja, jede Woche","2017","(noch) kein Abschluss","73","0.239475825568068","0.191103179123808","0.287848472012328"
"Ja, jede Woche","2017","Hauptschule","530","0.144774476061723","0.133140356027778","0.156408596095668"
"Ja, jede Woche","2017","Realschule","604","0.125350771366639","0.116049265370295","0.134652277362983"
"Ja, jede Woche","2017","(Fach-)Abitur","387","0.140366306417414","0.127792862216326","0.152939750618501"
"Ja, jede Woche","2017","AkademikerIn","581","0.12100259117357","0.111620780693349","0.13038440165379"
"Ja, alle 2 Wochen","2017","(noch) kein Abschluss","65","0.220902128081828","0.173879331343025","0.26792492482063"
"Ja, alle 2 Wochen","2017","Hauptschule","629","0.172832898038656","0.160331544269484","0.185334251807828"
"Ja, alle 2 Wochen","2017","Realschule","803","0.157537534723251","0.147303659700021","0.167771409746481"
"Ja, alle 2 Wochen","2017","(Fach-)Abitur","441","0.156275873080059","0.143132334353103","0.169419411807015"
"Ja, alle 2 Wochen","2017","AkademikerIn","485","0.109336097504696","0.100359035333173","0.118313159676219"
"Ja, alle 3-4 Wochen","2017","(noch) kein Abschluss","28","","",""
"Ja, alle 3-4 Wochen","2017","Hauptschule","331","0.0936886561784514","0.0840541507621297","0.103323161594773"
"Ja, alle 3-4 Wochen","2017","Realschule","448","0.0840459527356154","0.0762518154429009","0.0918400900283298"
"Ja, alle 3-4 Wochen","2017","(Fach-)Abitur","288","0.0850042377731942","0.0749094791702098","0.0950989963761785"
"Ja, alle 3-4 Wochen","2017","AkademikerIn","479","0.101060013423923","0.0923893855352134","0.109730641312633"
"Seltener","2017","(noch) kein Abschluss","29","","",""
"Seltener","2017","Hauptschule","643","0.195738681481153","0.18262018290573","0.208857180056575"
"Seltener","2017","Realschule","896","0.204598300241814","0.193266026042851","0.215930574440777"
"Seltener","2017","(Fach-)Abitur","523","0.181541381643901","0.167588873351262","0.19549388993654"
"Seltener","2017","AkademikerIn","1084","0.250296960500065","0.237835528652593","0.262758392347537"
"Nein, nie","2018","(noch) kein Abschluss","","","",""
"Nein, nie","2018","Hauptschule","","","",""
"Nein, nie","2018","Realschule","","","",""
"Nein, nie","2018","(Fach-)Abitur","","","",""
"Nein, nie","2018","AkademikerIn","","","",""
"Ja, jede Woche","2018","(noch) kein Abschluss","","","",""
"Ja, jede Woche","2018","Hauptschule","","","",""
"Ja, jede Woche","2018","Realschule","","","",""
"Ja, jede Woche","2018","(Fach-)Abitur","","","",""
"Ja, jede Woche","2018","AkademikerIn","","","",""
"Ja, alle 2 Wochen","2018","(noch) kein Abschluss","","","",""
