"plb0218","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Westdeutschland","1910","0.257223673213037","0.247146155772507","0.267301190653567"
"Seltener","2005","kein Migrationshintergrund","Ostdeutschland","658","0.240854690229118","0.224182775491745","0.257526604966491"
"Seltener","2005","direkter Migrationshintergrund","Westdeutschland","247","0.228588271994051","0.204618644798099","0.252557899190004"
"Seltener","2005","direkter Migrationshintergrund","Ostdeutschland","8","","",""
"Seltener","2005","indirekter Migrationshintergrund","Westdeutschland","84","0.189120007427072","0.152898047056203","0.225341967797941"
"Seltener","2005","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2007","kein Migrationshintergrund","Westdeutschland","2722","0.358878828870328","0.34789337760129","0.369864280139366"
"Nein, nie","2007","kein Migrationshintergrund","Ostdeutschland","781","0.296031750180041","0.278406448298432","0.31365705206165"
"Nein, nie","2007","direkter Migrationshintergrund","Westdeutschland","421","0.409812425880218","0.380178250335916","0.439446601424521"
"Nein, nie","2007","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Nein, nie","2007","indirekter Migrationshintergrund","Westdeutschland","204","0.429235681010012","0.384295848586034","0.47417551343399"
"Nein, nie","2007","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2007","kein Migrationshintergrund","Westdeutschland","1101","0.148511600280403","0.140367493110816","0.15665570744999"
"Ja, jede Woche","2007","kein Migrationshintergrund","Ostdeutschland","372","0.149155386162027","0.135401181601464","0.162909590722589"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Westdeutschland","134","0.13011668822907","0.109844424042968","0.150388952415171"
"Ja, jede Woche","2007","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Westdeutschland","74","0.19179229471181","0.156045903530678","0.227538685892942"
"Ja, jede Woche","2007","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Westdeutschland","956","0.141031759475951","0.133060610268583","0.149002908683319"
"Ja, alle 2 Wochen","2007","kein Migrationshintergrund","Ostdeutschland","489","0.201225487612505","0.18574643147243","0.21670454375258"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Westdeutschland","182","0.170927406242997","0.148244046108888","0.193610766377105"
"Ja, alle 2 Wochen","2007","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Westdeutschland","58","0.122187767543936","0.0924526395710011","0.151922895516872"
"Ja, alle 2 Wochen","2007","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Westdeutschland","697","0.0988239553071887","0.0919894063539192","0.105658504260458"
"Ja, alle 3-4 Wochen","2007","kein Migrationshintergrund","Ostdeutschland","260","0.10048906912229","0.0888811729206734","0.112096965323907"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Westdeutschland","101","0.0806724914897858","0.0642626978423291","0.0970822851372424"
"Ja, alle 3-4 Wochen","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Westdeutschland","49","0.12793837727384","0.0976113990790021","0.158265355468678"
"Ja, alle 3-4 Wochen","2007","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Westdeutschland","1848","0.252753856066129","0.242800841045093","0.262706871087165"
"Seltener","2007","kein Migrationshintergrund","Ostdeutschland","675","0.253098306923137","0.236311533691481","0.269885080154793"
"Seltener","2007","direkter Migrationshintergrund","Westdeutschland","220","0.20847098815793","0.183993802132449","0.23294817418341"
"Seltener","2007","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Seltener","2007","indirekter Migrationshintergrund","Westdeutschland","81","0.128845879460402","0.098427372239916","0.159264386680887"
"Seltener","2007","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nein, nie","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, jede Woche","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2009","kein Migrationshintergrund","Westdeutschland","2390","0.358159521643953","0.346499205771435","0.36981983751647"
"Nein, nie","2009","kein Migrationshintergrund","Ostdeutschland","730","0.297903062102949","0.279455621503937","0.316350502701961"
"Nein, nie","2009","direkter Migrationshintergrund","Westdeutschland","353","0.425482243084893","0.392264068817947","0.45870041735184"
"Nein, nie","2009","direkter Migrationshintergrund","Ostdeutschland","8","","",""
"Nein, nie","2009","indirekter Migrationshintergrund","Westdeutschland","186","0.424228048267863","0.377730701903196","0.47072539463253"
"Nein, nie","2009","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2009","kein Migrationshintergrund","Westdeutschland","1000","0.152114886108668","0.143380892357093","0.160848879860243"
"Ja, jede Woche","2009","kein Migrationshintergrund","Ostdeutschland","333","0.145285257995476","0.131071089172548","0.159499426818404"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Westdeutschland","141","0.179769673552118","0.153970283584414","0.205569063519822"
"Ja, jede Woche","2009","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Westdeutschland","76","0.190630931340568","0.153675930827367","0.22758593185377"
"Ja, jede Woche","2009","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Westdeutschland","861","0.142510271594754","0.134008761782095","0.151011781407413"
"Ja, alle 2 Wochen","2009","kein Migrationshintergrund","Ostdeutschland","396","0.180123699984495","0.164622700799209","0.195624699169782"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Westdeutschland","126","0.139952006090658","0.116642438419923","0.163261573761394"
"Ja, alle 2 Wochen","2009","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Westdeutschland","67","0.155281340885709","0.121207671409495","0.189355010361924"
"Ja, alle 2 Wochen","2009","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Westdeutschland","564","0.0862859456969825","0.0794573138758565","0.0931145775181085"
"Ja, alle 3-4 Wochen","2009","kein Migrationshintergrund","Ostdeutschland","259","0.108032023267303","0.0955106782117232","0.120553368322884"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Westdeutschland","61","0.0798728703836626","0.0616588056860153","0.0980869350813099"
"Ja, alle 3-4 Wochen","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Westdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2009","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Westdeutschland","1680","0.260929374955643","0.250249578616216","0.271609171295071"
"Seltener","2009","kein Migrationshintergrund","Ostdeutschland","643","0.268655956649776","0.250776299002663","0.286535614296889"
"Seltener","2009","direkter Migrationshintergrund","Westdeutschland","170","0.174923206888668","0.149398885035507","0.200447528741829"
"Seltener","2009","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Seltener","2009","indirekter Migrationshintergrund","Westdeutschland","79","0.177965151697949","0.14198062247779","0.213949680918107"
"Seltener","2009","indirekter Migrationshintergrund","Ostdeutschland","4","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2010","kein Migrationshintergrund","Westdeutschland","984","0.369832030049733","0.351880048484421","0.387784011615046"
"Nein, nie","2010","kein Migrationshintergrund","Ostdeutschland","245","0.330418874024777","0.297174439799751","0.363663308249803"
"Nein, nie","2010","direkter Migrationshintergrund","Westdeutschland","207","0.306187019790685","0.271846280384276","0.340527759197095"
"Nein, nie","2010","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Nein, nie","2010","indirekter Migrationshintergrund","Westdeutschland","88","0.350967017178626","0.290203842799267","0.411730191557985"
"Nein, nie","2010","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2010","kein Migrationshintergrund","Westdeutschland","388","0.130986706815079","0.118440605451603","0.143532808178555"
"Ja, jede Woche","2010","kein Migrationshintergrund","Ostdeutschland","98","0.129418391466107","0.105694405192456","0.153142377739759"
"Ja, jede Woche","2010","direkter Migrationshintergrund","Westdeutschland","103","0.140755438840692","0.114844327990483","0.166666549690902"
"Ja, jede Woche","2010","direkter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Westdeutschland","37","0.160344328521412","0.113629868564976","0.207058788477848"
"Ja, jede Woche","2010","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Westdeutschland","417","0.150322041138028","0.137032178912667","0.16361190336339"
"Ja, alle 2 Wochen","2010","kein Migrationshintergrund","Ostdeutschland","152","0.197085288902303","0.168969729242391","0.225200848562215"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Westdeutschland","140","0.196461631958618","0.16685852960336","0.226064734313875"
"Ja, alle 2 Wochen","2010","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Westdeutschland","41","0.168287140549099","0.120656536223259","0.215917744874938"
"Ja, alle 2 Wochen","2010","indirekter Migrationshintergrund","Ostdeutschland","5","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Westdeutschland","248","0.085229162982072","0.0748459386441785","0.0956123873199655"
"Ja, alle 3-4 Wochen","2010","kein Migrationshintergrund","Ostdeutschland","79","0.104970000519036","0.0833061167526804","0.126633884285392"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Westdeutschland","82","0.124584268075337","0.0999786759968534","0.149189860153821"
"Ja, alle 3-4 Wochen","2010","direkter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Westdeutschland","22","","",""
"Ja, alle 3-4 Wochen","2010","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Westdeutschland","741","0.263630059015087","0.247245775298146","0.280014342732028"
"Seltener","2010","kein Migrationshintergrund","Ostdeutschland","195","0.238107445087776","0.208003856260006","0.268211033915546"
"Seltener","2010","direkter Migrationshintergrund","Westdeutschland","160","0.232011641334667","0.200561163332134","0.2634621193372"
"Seltener","2010","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Seltener","2010","indirekter Migrationshintergrund","Westdeutschland","49","0.217760086893846","0.165214887495896","0.270305286291796"
"Seltener","2010","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Nein, nie","2011","kein Migrationshintergrund","Westdeutschland","4158","0.382647813768901","0.373439895797909","0.391855731739893"
"Nein, nie","2011","kein Migrationshintergrund","Ostdeutschland","1156","0.32173633008298","0.306141638903853","0.337331021262107"
"Nein, nie","2011","direkter Migrationshintergrund","Westdeutschland","672","0.393823432150826","0.370699250228298","0.416947614073355"
"Nein, nie","2011","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"Nein, nie","2011","indirekter Migrationshintergrund","Westdeutschland","291","0.371570299107565","0.33735009831638","0.405790499898749"
"Nein, nie","2011","indirekter Migrationshintergrund","Ostdeutschland","20","","",""
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Nein, nie","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, jede Woche","2011","kein Migrationshintergrund","Westdeutschland","1567","0.148012371926553","0.141284759228185","0.15473998462492"
"Ja, jede Woche","2011","kein Migrationshintergrund","Ostdeutschland","465","0.134805736322163","0.123404854302789","0.146206618341537"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Westdeutschland","260","0.149137658669929","0.132278366366489","0.165996950973369"
"Ja, jede Woche","2011","direkter Migrationshintergrund","Ostdeutschland","4","","",""
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Westdeutschland","129","0.195508388813548","0.167423211863159","0.223593565763937"
"Ja, jede Woche","2011","indirekter Migrationshintergrund","Ostdeutschland","6","","",""
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Westdeutschland","1530","0.139709229315454","0.133141269172341","0.146277189458567"
"Ja, alle 2 Wochen","2011","kein Migrationshintergrund","Ostdeutschland","653","0.191172547800632","0.178045467106106","0.204299628495158"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Westdeutschland","298","0.177289720319247","0.159214597033633","0.195364843604862"
"Ja, alle 2 Wochen","2011","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Westdeutschland","121","0.172175665003591","0.1454401419415","0.198911188065682"
"Ja, alle 2 Wochen","2011","indirekter Migrationshintergrund","Ostdeutschland","8","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Westdeutschland","954","0.0865452011407748","0.0812184751755402","0.0918719271060094"
"Ja, alle 3-4 Wochen","2011","kein Migrationshintergrund","Ostdeutschland","350","0.107966797459696","0.0976067184183272","0.118326876501065"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Westdeutschland","155","0.0960953992529173","0.082146863336902","0.110043935168933"
"Ja, alle 3-4 Wochen","2011","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Westdeutschland","75","0.0904198796372338","0.0701109914543765","0.110728767820091"
"Ja, alle 3-4 Wochen","2011","indirekter Migrationshintergrund","Ostdeutschland","7","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
