"plb0218","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2014","kein Migrationshintergrund","","","",""
"Nein, nie","2014","direkter Migrationshintergrund","","","",""
"Nein, nie","2014","indirekter Migrationshintergrund","","","",""
"Nein, nie","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2014","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2014","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2014","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2014","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","kein Migrationshintergrund","","","",""
"Seltener","2014","direkter Migrationshintergrund","","","",""
"Seltener","2014","indirekter Migrationshintergrund","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2015","kein Migrationshintergrund","4451","0.37784417575635","0.368976934129107","0.386711417383593"
"Nein, nie","2015","direkter Migrationshintergrund","1153","","",""
"Nein, nie","2015","indirekter Migrationshintergrund","445","0.399759506640817","0.370572032975466","0.428946980306168"
"Nein, nie","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2015","kein Migrationshintergrund","1470","","",""
"Ja, jede Woche","2015","direkter Migrationshintergrund","428","0.161979723277357","0.148143991655393","0.175815454899321"
"Ja, jede Woche","2015","indirekter Migrationshintergrund","170","","",""
"Ja, jede Woche","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2015","kein Migrationshintergrund","1716","","",""
"Ja, alle 2 Wochen","2015","direkter Migrationshintergrund","467","0.178381871220582","0.164005313785449","0.192758428655715"
"Ja, alle 2 Wochen","2015","indirekter Migrationshintergrund","175","","",""
"Ja, alle 2 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2015","kein Migrationshintergrund","982","0.0852631762743909","0.0801556403958157","0.0903707121529661"
"Ja, alle 3-4 Wochen","2015","direkter Migrationshintergrund","227","","",""
"Ja, alle 3-4 Wochen","2015","indirekter Migrationshintergrund","95","0.0768865690108156","0.0610125375667677","0.0927606004548635"
"Ja, alle 3-4 Wochen","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","kein Migrationshintergrund","2866","","",""
"Seltener","2015","direkter Migrationshintergrund","449","0.165802019455713","0.151835955887998","0.179768083023427"
"Seltener","2015","indirekter Migrationshintergrund","197","","",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2016","kein Migrationshintergrund","","","",""
"Nein, nie","2016","direkter Migrationshintergrund","","","",""
"Nein, nie","2016","indirekter Migrationshintergrund","","","",""
"Nein, nie","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2016","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2016","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2016","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2016","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","kein Migrationshintergrund","","","",""
"Seltener","2016","direkter Migrationshintergrund","","","",""
"Seltener","2016","indirekter Migrationshintergrund","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2017","kein Migrationshintergrund","5354","0.417077826561952","0.408486062586365","0.425669590537539"
"Nein, nie","2017","direkter Migrationshintergrund","1282","","",""
"Nein, nie","2017","indirekter Migrationshintergrund","502","0.433636134066767","0.405068144753168","0.462204123380365"
"Nein, nie","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2017","kein Migrationshintergrund","1669","","",""
"Ja, jede Woche","2017","direkter Migrationshintergrund","391","0.139853207811126","0.127333134999628","0.152373280622623"
"Ja, jede Woche","2017","indirekter Migrationshintergrund","193","","",""
"Ja, jede Woche","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2017","kein Migrationshintergrund","1794","","",""
"Ja, alle 2 Wochen","2017","direkter Migrationshintergrund","531","0.177032037614337","0.163253543665774","0.1908105315629"
"Ja, alle 2 Wochen","2017","indirekter Migrationshintergrund","174","","",""
"Ja, alle 2 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2017","kein Migrationshintergrund","1252","","",""
"Ja, alle 3-4 Wochen","2017","direkter Migrationshintergrund","252","","",""
"Ja, alle 3-4 Wochen","2017","indirekter Migrationshintergrund","107","","",""
"Ja, alle 3-4 Wochen","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","kein Migrationshintergrund","2583","","",""
"Seltener","2017","direkter Migrationshintergrund","492","0.163613661378173","0.150260084888153","0.176967237868193"
"Seltener","2017","indirekter Migrationshintergrund","180","","",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2018","kein Migrationshintergrund","","","",""
"Nein, nie","2018","direkter Migrationshintergrund","","","",""
"Nein, nie","2018","indirekter Migrationshintergrund","","","",""
"Nein, nie","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2018","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2018","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2018","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2018","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","kein Migrationshintergrund","","","",""
"Seltener","2018","direkter Migrationshintergrund","","","",""
"Seltener","2018","indirekter Migrationshintergrund","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2019","kein Migrationshintergrund","5303","0.423582167957233","0.415087154527299","0.432077181387167"
"Nein, nie","2019","direkter Migrationshintergrund","1123","","",""
"Nein, nie","2019","indirekter Migrationshintergrund","551","0.464394348944949","0.437790330198551","0.490998367691347"
"Nein, nie","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2019","kein Migrationshintergrund","1827","","",""
"Ja, jede Woche","2019","direkter Migrationshintergrund","373","0.157228109261955","0.143093998311751","0.17136222021216"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","232","","",""
"Ja, jede Woche","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","1835","","",""
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","447","0.187103520367949","0.171960692696658","0.20224634803924"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","206","","",""
"Ja, alle 2 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","1252","","",""
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","169","","",""
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","95","0.0706545968419646","0.0569854944836092","0.0843236992003199"
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2019","kein Migrationshintergrund","2780","","",""
"Seltener","2019","direkter Migrationshintergrund","436","0.16765783319564","0.153153049654889","0.182162616736392"
"Seltener","2019","indirekter Migrationshintergrund","266","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
