"plb0218","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2006","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2006","66 +","kein Migrationshintergrund","","","",""
"Seltener","2006","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2006","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2006","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","17-34","kein Migrationshintergrund","863","0.351905379274321","0.332706951630762","0.37110380691788"
"Nein, nie","2007","17-34","direkter Migrationshintergrund","93","0.435978334295164","0.37475342252794","0.497203246062389"
"Nein, nie","2007","17-34","indirekter Migrationshintergrund","163","","",""
"Nein, nie","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","35-65","kein Migrationshintergrund","2581","","",""
"Nein, nie","2007","35-65","direkter Migrationshintergrund","334","0.407369274237337","0.373718709513062","0.441019838961613"
"Nein, nie","2007","35-65","indirekter Migrationshintergrund","55","0.438693048359798","0.356199254408454","0.521186842311142"
"Nein, nie","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2007","66 +","kein Migrationshintergrund","59","0.395810192239071","0.320966302378012","0.470654082100131"
"Nein, nie","2007","66 +","direkter Migrationshintergrund","4","0.483941045765846","0.174203409803466","0.793678681728227"
"Nein, nie","2007","66 +","indirekter Migrationshintergrund","","","",""
"Nein, nie","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","17-34","kein Migrationshintergrund","333","0.143629010596987","0.129530099959661","0.157727921234312"
"Ja, jede Woche","2007","17-34","direkter Migrationshintergrund","37","0.126167284007175","0.085171863269367","0.167162704744983"
"Ja, jede Woche","2007","17-34","indirekter Migrationshintergrund","61","0.205136494379882","0.163072142318362","0.247200846441402"
"Ja, jede Woche","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","35-65","kein Migrationshintergrund","1096","","",""
"Ja, jede Woche","2007","35-65","direkter Migrationshintergrund","98","0.128153508425588","0.105261104386262","0.151045912464915"
"Ja, jede Woche","2007","35-65","indirekter Migrationshintergrund","17","","",""
"Ja, jede Woche","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2007","66 +","kein Migrationshintergrund","44","0.276507501879559","0.208053846767743","0.344961156991376"
"Ja, jede Woche","2007","66 +","direkter Migrationshintergrund","3","","",""
"Ja, jede Woche","2007","66 +","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","17-34","kein Migrationshintergrund","420","0.17813537250566","0.162753516982466","0.193517228028853"
"Ja, alle 2 Wochen","2007","17-34","direkter Migrationshintergrund","56","0.187165416470276","0.139008163038204","0.235322669902348"
"Ja, alle 2 Wochen","2007","17-34","indirekter Migrationshintergrund","40","0.122187574469865","0.0880713593721612","0.156303789567569"
"Ja, alle 2 Wochen","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","35-65","kein Migrationshintergrund","1013","","",""
"Ja, alle 2 Wochen","2007","35-65","direkter Migrationshintergrund","129","","",""
"Ja, alle 2 Wochen","2007","35-65","indirekter Migrationshintergrund","19","","",""
"Ja, alle 2 Wochen","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2007","66 +","kein Migrationshintergrund","12","","",""
"Ja, alle 2 Wochen","2007","66 +","direkter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2007","66 +","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","17-34","kein Migrationshintergrund","238","","",""
"Ja, alle 3-4 Wochen","2007","17-34","direkter Migrationshintergrund","21","","",""
"Ja, alle 3-4 Wochen","2007","17-34","indirekter Migrationshintergrund","35","0.143097112020155","0.106619390984537","0.179574833055773"
"Ja, alle 3-4 Wochen","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","35-65","kein Migrationshintergrund","707","0.0991651042038621","0.0923368257876327","0.105993382620092"
"Ja, alle 3-4 Wochen","2007","35-65","direkter Migrationshintergrund","80","0.0892886041878195","0.0697589504824195","0.108818257893219"
"Ja, alle 3-4 Wochen","2007","35-65","indirekter Migrationshintergrund","18","","",""
"Ja, alle 3-4 Wochen","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2007","66 +","kein Migrationshintergrund","12","","",""
"Ja, alle 3-4 Wochen","2007","66 +","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","66 +","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","17-34","kein Migrationshintergrund","523","0.224451913412543","0.207679346948084","0.241224479877002"
"Seltener","2007","17-34","direkter Migrationshintergrund","45","0.198248222479812","0.149024728516368","0.247471716443256"
"Seltener","2007","17-34","indirekter Migrationshintergrund","55","0.108765799889859","0.0763326924370345","0.141198907342684"
"Seltener","2007","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","35-65","kein Migrationshintergrund","1963","","",""
"Seltener","2007","35-65","direkter Migrationshintergrund","178","","",""
"Seltener","2007","35-65","indirekter Migrationshintergrund","30","0.205390934996001","0.138231337524719","0.272550532467284"
"Seltener","2007","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2007","66 +","kein Migrationshintergrund","37","0.215487503279005","0.152560486316976","0.278414520241035"
"Seltener","2007","66 +","direkter Migrationshintergrund","2","","",""
"Seltener","2007","66 +","indirekter Migrationshintergrund","1","","",""
"Seltener","2007","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","17-34","kein Migrationshintergrund","","","",""
"Nein, nie","2008","17-34","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","17-34","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","35-65","kein Migrationshintergrund","","","",""
"Nein, nie","2008","35-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","35-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2008","66 +","kein Migrationshintergrund","","","",""
"Nein, nie","2008","66 +","direkter Migrationshintergrund","","","",""
"Nein, nie","2008","66 +","indirekter Migrationshintergrund","","","",""
"Nein, nie","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","17-34","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-34","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-34","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","35-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","35-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","35-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2008","66 +","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66 +","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66 +","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","17-34","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-34","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-34","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","35-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","35-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","35-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2008","66 +","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66 +","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66 +","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","17-34","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-34","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-34","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","35-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","35-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","35-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2008","66 +","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66 +","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66 +","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","17-34","kein Migrationshintergrund","","","",""
"Seltener","2008","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2008","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2008","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","35-65","kein Migrationshintergrund","","","",""
"Seltener","2008","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2008","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2008","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2008","66 +","kein Migrationshintergrund","","","",""
"Seltener","2008","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2008","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2008","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","17-34","kein Migrationshintergrund","756","0.361788894526615","0.341133635733475","0.382444153319756"
"Nein, nie","2009","17-34","direkter Migrationshintergrund","77","0.397332883118812","0.327383293870569","0.467282472367054"
"Nein, nie","2009","17-34","indirekter Migrationshintergrund","145","","",""
"Nein, nie","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","35-65","kein Migrationshintergrund","2294","","",""
"Nein, nie","2009","35-65","direkter Migrationshintergrund","279","","",""
"Nein, nie","2009","35-65","indirekter Migrationshintergrund","51","0.318844525052232","0.24401593456594","0.393673115538525"
"Nein, nie","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2009","66 +","kein Migrationshintergrund","70","0.378823015065557","0.312256033642837","0.445389996488278"
"Nein, nie","2009","66 +","direkter Migrationshintergrund","5","0.204658442059156","0.000487406650133138","0.408829477468179"
"Nein, nie","2009","66 +","indirekter Migrationshintergrund","","","",""
"Nein, nie","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","17-34","kein Migrationshintergrund","286","","",""
"Ja, jede Woche","2009","17-34","direkter Migrationshintergrund","30","0.186760180982945","0.131051788462273","0.242468573503617"
"Ja, jede Woche","2009","17-34","indirekter Migrationshintergrund","60","0.217580247708268","0.171350980000441","0.263809515416096"
"Ja, jede Woche","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","35-65","kein Migrationshintergrund","996","0.151942487462271","0.143264509483407","0.160620465441136"
"Ja, jede Woche","2009","35-65","direkter Migrationshintergrund","112","","",""
"Ja, jede Woche","2009","35-65","indirekter Migrationshintergrund","21","","",""
"Ja, jede Woche","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2009","66 +","kein Migrationshintergrund","51","0.216338089459602","0.159836082846695","0.27284009607251"
"Ja, jede Woche","2009","66 +","direkter Migrationshintergrund","4","0.224523617193735","0.0133606457929048","0.435686588594565"
"Ja, jede Woche","2009","66 +","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","17-34","kein Migrationshintergrund","365","0.172590851579426","0.156346967133825","0.188834736025027"
"Ja, alle 2 Wochen","2009","17-34","direkter Migrationshintergrund","29","","",""
"Ja, alle 2 Wochen","2009","17-34","indirekter Migrationshintergrund","44","0.13137673135985","0.0935270407777122","0.169226421941988"
"Ja, alle 2 Wochen","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","35-65","kein Migrationshintergrund","877","0.144053696295452","0.135564790022961","0.152542602567944"
"Ja, alle 2 Wochen","2009","35-65","direkter Migrationshintergrund","100","","",""
"Ja, alle 2 Wochen","2009","35-65","indirekter Migrationshintergrund","24","","",""
"Ja, alle 2 Wochen","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2009","66 +","kein Migrationshintergrund","15","","",""
"Ja, alle 2 Wochen","2009","66 +","direkter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2009","66 +","indirekter Migrationshintergrund","1","","",""
"Ja, alle 2 Wochen","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","17-34","kein Migrationshintergrund","191","","",""
"Ja, alle 3-4 Wochen","2009","17-34","direkter Migrationshintergrund","11","","",""
"Ja, alle 3-4 Wochen","2009","17-34","indirekter Migrationshintergrund","14","","",""
"Ja, alle 3-4 Wochen","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","35-65","kein Migrationshintergrund","623","0.0909664606841507","0.0840146669587764","0.0979182544095251"
"Ja, alle 3-4 Wochen","2009","35-65","direkter Migrationshintergrund","48","0.0816001771260364","0.0608869256781053","0.102313428573967"
"Ja, alle 3-4 Wochen","2009","35-65","indirekter Migrationshintergrund","13","","",""
"Ja, alle 3-4 Wochen","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2009","66 +","kein Migrationshintergrund","9","0.0614948391088814","0.0285285035681147","0.0944611746496481"
"Ja, alle 3-4 Wochen","2009","66 +","direkter Migrationshintergrund","2","","",""
"Ja, alle 3-4 Wochen","2009","66 +","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","17-34","kein Migrationshintergrund","481","0.231123143184653","0.213002610585149","0.249243675784157"
"Seltener","2009","17-34","direkter Migrationshintergrund","41","0.199429649477832","0.142312861001537","0.256546437954128"
"Seltener","2009","17-34","indirekter Migrationshintergrund","43","0.144694688899353","0.105278533872212","0.184110843926494"
"Seltener","2009","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","35-65","kein Migrationshintergrund","1783","","",""
"Seltener","2009","35-65","direkter Migrationshintergrund","132","","",""
"Seltener","2009","35-65","indirekter Migrationshintergrund","40","0.286466208064685","0.213872508583637","0.359059907545733"
"Seltener","2009","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2009","66 +","kein Migrationshintergrund","59","0.257582212686835","0.19757338725295","0.317591038120719"
"Seltener","2009","66 +","direkter Migrationshintergrund","3","","",""
"Seltener","2009","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2009","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","17-34","kein Migrationshintergrund","337","0.347226996207302","0.317719257753562","0.376734734661042"
"Nein, nie","2010","17-34","direkter Migrationshintergrund","76","0.271917044064487","0.219893063518919","0.323941024610056"
"Nein, nie","2010","17-34","indirekter Migrationshintergrund","49","0.314043160460371","0.236323503958204","0.391762816962538"
"Nein, nie","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","35-65","kein Migrationshintergrund","892","0.368709453806787","0.349965509849084","0.38745339776449"
"Nein, nie","2010","35-65","direkter Migrationshintergrund","136","","",""
"Nein, nie","2010","35-65","indirekter Migrationshintergrund","44","0.37540664676372","0.289127654507731","0.46168563901971"
"Nein, nie","2010","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2010","66 +","kein Migrationshintergrund","","","",""
"Nein, nie","2010","66 +","direkter Migrationshintergrund","","","",""
"Nein, nie","2010","66 +","indirekter Migrationshintergrund","","","",""
"Nein, nie","2010","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","17-34","kein Migrationshintergrund","133","","",""
"Ja, jede Woche","2010","17-34","direkter Migrationshintergrund","50","0.191342514093168","0.145350442182784","0.237334586003552"
"Ja, jede Woche","2010","17-34","indirekter Migrationshintergrund","21","","",""
"Ja, jede Woche","2010","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2010","35-65","kein Migrationshintergrund","352","0.133655910930721","0.120435544549667","0.146876277311774"
