"plb0218","year","bildungsniveau","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ja, alle 2 Wochen","2005","Hauptschule","maennlich","239","0.119882968448745","0.104984327254671","0.134781609642818"
"Ja, alle 2 Wochen","2005","Hauptschule","weiblich","228","0.175265377689893","0.154542311773223","0.195988443606563"
"Ja, alle 2 Wochen","2005","Realschule","maennlich","256","0.166072877160244","0.14853148738455","0.183614266935937"
"Ja, alle 2 Wochen","2005","Realschule","weiblich","329","0.182662223288627","0.165324819597168","0.199999626980087"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","maennlich","92","0.137032566728618","0.111336717732467","0.16272841572477"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","weiblich","93","0.138828813764617","0.113677288201183","0.16398033932805"
"Ja, alle 2 Wochen","2005","AkademikerIn","maennlich","170","0.105901793271504","0.0910678732459066","0.120735713297101"
"Ja, alle 2 Wochen","2005","AkademikerIn","weiblich","136","0.120926084874978","0.103036698392729","0.138815471357227"
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","maennlich","5","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","weiblich","2","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","maennlich","177","0.0939368458477492","0.080555650029746","0.107318041665752"
"Ja, alle 3-4 Wochen","2005","Hauptschule","weiblich","97","0.0705260486935813","0.0565706510271132","0.0844814463600495"
"Ja, alle 3-4 Wochen","2005","Realschule","maennlich","208","0.123822398561054","0.108296874308903","0.139347922813206"
"Ja, alle 3-4 Wochen","2005","Realschule","weiblich","151","0.0898106307835203","0.0769817532727634","0.102639508294277"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","maennlich","74","0.0858571717176876","0.0649233178049076","0.106791025630468"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","weiblich","61","0.0818333294127546","0.0618942247489267","0.101772434076583"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","maennlich","179","0.109799961239516","0.0947284583181068","0.124871464160925"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","weiblich","81","0.0472430933006001","0.0356022894968438","0.0588838971043563"
"Seltener","2005","(noch) kein Abschluss","maennlich","15","","",""
"Seltener","2005","(noch) kein Abschluss","weiblich","9","","",""
"Seltener","2005","Hauptschule","maennlich","516","0.292211695233829","0.271352469093505","0.313070921374153"
"Seltener","2005","Hauptschule","weiblich","177","0.132263578147315","0.113798001447259","0.150729154847372"
"Seltener","2005","Realschule","maennlich","565","0.309220178321011","0.287435340607989","0.331005016034032"
"Seltener","2005","Realschule","weiblich","318","0.150169639601307","0.134140282794214","0.1661989964084"
"Seltener","2005","(Fach-)Abitur","maennlich","198","0.302358439096161","0.268039718276232","0.336677159916091"
"Seltener","2005","(Fach-)Abitur","weiblich","138","0.174146912424987","0.146560891039973","0.201732933810001"
"Seltener","2005","AkademikerIn","maennlich","575","0.355939469220779","0.332858019586532","0.379020918855026"
"Seltener","2005","AkademikerIn","weiblich","358","0.279090898645936","0.254479525497056","0.303702271794815"
"Nein, nie","2006","(noch) kein Abschluss","maennlich","","","",""
"Nein, nie","2006","(noch) kein Abschluss","weiblich","","","",""
"Nein, nie","2006","Hauptschule","maennlich","","","",""
"Nein, nie","2006","Hauptschule","weiblich","","","",""
"Nein, nie","2006","Realschule","maennlich","","","",""
"Nein, nie","2006","Realschule","weiblich","","","",""
"Nein, nie","2006","(Fach-)Abitur","maennlich","","","",""
"Nein, nie","2006","(Fach-)Abitur","weiblich","","","",""
"Nein, nie","2006","AkademikerIn","maennlich","","","",""
"Nein, nie","2006","AkademikerIn","weiblich","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","maennlich","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, jede Woche","2006","Hauptschule","maennlich","","","",""
"Ja, jede Woche","2006","Hauptschule","weiblich","","","",""
"Ja, jede Woche","2006","Realschule","maennlich","","","",""
"Ja, jede Woche","2006","Realschule","weiblich","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","maennlich","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, jede Woche","2006","AkademikerIn","maennlich","","","",""
"Ja, jede Woche","2006","AkademikerIn","weiblich","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","maennlich","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","weiblich","","","",""
"Ja, alle 2 Wochen","2006","Realschule","maennlich","","","",""
"Ja, alle 2 Wochen","2006","Realschule","weiblich","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","maennlich","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","maennlich","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","maennlich","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","weiblich","","","",""
"Seltener","2006","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2006","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2006","Hauptschule","maennlich","","","",""
"Seltener","2006","Hauptschule","weiblich","","","",""
"Seltener","2006","Realschule","maennlich","","","",""
"Seltener","2006","Realschule","weiblich","","","",""
"Seltener","2006","(Fach-)Abitur","maennlich","","","",""
"Seltener","2006","(Fach-)Abitur","weiblich","","","",""
"Seltener","2006","AkademikerIn","maennlich","","","",""
"Seltener","2006","AkademikerIn","weiblich","","","",""
"Nein, nie","2007","(noch) kein Abschluss","maennlich","11","","",""
"Nein, nie","2007","(noch) kein Abschluss","weiblich","21","","",""
"Nein, nie","2007","Hauptschule","maennlich","586","0.336658797022295","0.314766816848142","0.358550777196449"
"Nein, nie","2007","Hauptschule","weiblich","528","0.436239555731549","0.408491303650948","0.46398780781215"
"Nein, nie","2007","Realschule","maennlich","457","0.265393022737773","0.244550430351355","0.28623561512419"
"Nein, nie","2007","Realschule","weiblich","846","0.420813308092925","0.398701832697883","0.442924783487967"
"Nein, nie","2007","(Fach-)Abitur","maennlich","230","0.344771301168429","0.309152274336233","0.380390328000626"
"Nein, nie","2007","(Fach-)Abitur","weiblich","365","0.458685026702945","0.423489697627488","0.493880355778403"
"Nein, nie","2007","AkademikerIn","maennlich","441","0.258637530587246","0.237623413937053","0.279651647237439"
"Nein, nie","2007","AkademikerIn","weiblich","548","0.390031671956374","0.364080214859693","0.415983129053055"
"Ja, jede Woche","2007","(noch) kein Abschluss","maennlich","12","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","weiblich","10","","",""
"Ja, jede Woche","2007","Hauptschule","maennlich","279","0.152336677825076","0.13568969576128","0.168983659888872"
"Ja, jede Woche","2007","Hauptschule","weiblich","219","0.182037623581136","0.160446608918551","0.203628638243721"
"Ja, jede Woche","2007","Realschule","maennlich","249","0.140413438905416","0.124014014443109","0.156812863367722"
"Ja, jede Woche","2007","Realschule","weiblich","242","0.134679341633195","0.119389509045269","0.149969174221121"
"Ja, jede Woche","2007","(Fach-)Abitur","maennlich","104","0.148577010691442","0.121922633789522","0.175231387593361"
"Ja, jede Woche","2007","(Fach-)Abitur","weiblich","81","0.115348399137215","0.0927855131908754","0.137911285083555"
"Ja, jede Woche","2007","AkademikerIn","maennlich","285","0.162728692725577","0.145014749846951","0.180442635604204"
"Ja, jede Woche","2007","AkademikerIn","weiblich","181","0.130663778641706","0.112731740191957","0.148595817091455"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","maennlich","7","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","weiblich","10","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","maennlich","255","0.140382763262829","0.124289985030457","0.156475541495202"
"Ja, alle 2 Wochen","2007","Hauptschule","weiblich","219","0.17531384022767","0.154038414254391","0.196589266200949"
"Ja, alle 2 Wochen","2007","Realschule","maennlich","304","0.190788736936164","0.172241176871928","0.2093362970004"
"Ja, alle 2 Wochen","2007","Realschule","weiblich","340","0.175641036702917","0.15859847480634","0.192683598599494"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","maennlich","87","0.119024693829895","0.0947574505322033","0.143291937127587"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","weiblich","108","0.147591962735867","0.122539071641167","0.172644853830566"
"Ja, alle 2 Wochen","2007","AkademikerIn","maennlich","192","0.137693944018129","0.121157649226379","0.15423023880988"
"Ja, alle 2 Wochen","2007","AkademikerIn","weiblich","130","0.100188801653834","0.084213706446693","0.116163896860974"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","maennlich","10","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","weiblich","1","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","maennlich","207","0.107150538530424","0.0928218027281393","0.121479274332709"
"Ja, alle 3-4 Wochen","2007","Hauptschule","weiblich","76","0.0583064371227167","0.0451953451892782","0.0714175290561553"
"Ja, alle 3-4 Wochen","2007","Realschule","maennlich","197","0.122064954052268","0.106612190862974","0.137517717241562"
"Ja, alle 3-4 Wochen","2007","Realschule","weiblich","160","0.0924815928531559","0.0795062430827689","0.105456942623543"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","maennlich","73","0.109058215721624","0.0856981587371154","0.132418272706133"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","weiblich","68","0.0948740373704508","0.0741759159250963","0.115572158815805"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","maennlich","179","0.110034425967143","0.0950168110936552","0.125052040840632"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","weiblich","120","0.0886172922600596","0.0734967349984186","0.103737849521701"
"Seltener","2007","(noch) kein Abschluss","maennlich","7","","",""
"Seltener","2007","(noch) kein Abschluss","weiblich","6","","",""
"Seltener","2007","Hauptschule","maennlich","463","0.263471223359375","0.243064041752625","0.283878404966125"
"Seltener","2007","Hauptschule","weiblich","185","0.148102543336928","0.128227836613497","0.167977250060359"
"Seltener","2007","Realschule","maennlich","517","0.28133984736838","0.260114399313073","0.302565295423687"
"Seltener","2007","Realschule","weiblich","327","0.176384720717807","0.159313822216152","0.193455619219462"
"Seltener","2007","(Fach-)Abitur","maennlich","190","0.278568778588609","0.244973076085284","0.312164481091934"
"Seltener","2007","(Fach-)Abitur","weiblich","148","0.183500574053522","0.156160519053186","0.210840629053858"
"Seltener","2007","AkademikerIn","maennlich","571","0.330905406701904","0.308324272088341","0.353486541315468"
"Seltener","2007","AkademikerIn","weiblich","378","0.290498455488027","0.266343471516419","0.314653439459635"
"Nein, nie","2008","(noch) kein Abschluss","maennlich","","","",""
"Nein, nie","2008","(noch) kein Abschluss","weiblich","","","",""
"Nein, nie","2008","Hauptschule","maennlich","","","",""
"Nein, nie","2008","Hauptschule","weiblich","","","",""
"Nein, nie","2008","Realschule","maennlich","","","",""
"Nein, nie","2008","Realschule","weiblich","","","",""
"Nein, nie","2008","(Fach-)Abitur","maennlich","","","",""
"Nein, nie","2008","(Fach-)Abitur","weiblich","","","",""
"Nein, nie","2008","AkademikerIn","maennlich","","","",""
"Nein, nie","2008","AkademikerIn","weiblich","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","maennlich","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, jede Woche","2008","Hauptschule","maennlich","","","",""
"Ja, jede Woche","2008","Hauptschule","weiblich","","","",""
"Ja, jede Woche","2008","Realschule","maennlich","","","",""
"Ja, jede Woche","2008","Realschule","weiblich","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","maennlich","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, jede Woche","2008","AkademikerIn","maennlich","","","",""
"Ja, jede Woche","2008","AkademikerIn","weiblich","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","maennlich","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","maennlich","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","weiblich","","","",""
"Ja, alle 2 Wochen","2008","Realschule","maennlich","","","",""
"Ja, alle 2 Wochen","2008","Realschule","weiblich","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","maennlich","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","maennlich","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","weiblich","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","maennlich","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","weiblich","","","",""
"Seltener","2008","(noch) kein Abschluss","maennlich","","","",""
"Seltener","2008","(noch) kein Abschluss","weiblich","","","",""
"Seltener","2008","Hauptschule","maennlich","","","",""
"Seltener","2008","Hauptschule","weiblich","","","",""
"Seltener","2008","Realschule","maennlich","","","",""
"Seltener","2008","Realschule","weiblich","","","",""
"Seltener","2008","(Fach-)Abitur","maennlich","","","",""
"Seltener","2008","(Fach-)Abitur","weiblich","","","",""
"Seltener","2008","AkademikerIn","maennlich","","","",""
"Seltener","2008","AkademikerIn","weiblich","","","",""
"Nein, nie","2009","(noch) kein Abschluss","maennlich","19","","",""
"Nein, nie","2009","(noch) kein Abschluss","weiblich","10","","",""
"Nein, nie","2009","Hauptschule","maennlich","485","0.306522605093005","0.282969856600259","0.330075353585751"
"Nein, nie","2009","Hauptschule","weiblich","450","0.430357938663704","0.400424082533413","0.460291794793995"
"Nein, nie","2009","Realschule","maennlich","415","0.284174485370138","0.261552813392843","0.306796157347433"
"Nein, nie","2009","Realschule","weiblich","783","0.433904742617942","0.410822353011766","0.456987132224118"
"Nein, nie","2009","(Fach-)Abitur","maennlich","205","0.35880517452059","0.320232547151818","0.397377801889361"
"Nein, nie","2009","(Fach-)Abitur","weiblich","320","0.463482027844455","0.426166067781263","0.500797987907647"
"Nein, nie","2009","AkademikerIn","maennlich","382","0.260388118574977","0.237815741102208","0.282960496047746"
"Nein, nie","2009","AkademikerIn","weiblich","504","0.404079572107647","0.377259793340797","0.430899350874496"
"Ja, jede Woche","2009","(noch) kein Abschluss","maennlich","18","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","weiblich","14","","",""
"Ja, jede Woche","2009","Hauptschule","maennlich","224","0.156524065228422","0.137962222290099","0.175085908166745"
"Ja, jede Woche","2009","Hauptschule","weiblich","184","0.179714395093947","0.156501959548455","0.202926830639439"
"Ja, jede Woche","2009","Realschule","maennlich","227","0.145690288327569","0.127995248454867","0.163385328200271"
"Ja, jede Woche","2009","Realschule","weiblich","212","0.126455978182822","0.11097669337352","0.141935262992124"
"Ja, jede Woche","2009","(Fach-)Abitur","maennlich","85","0.156240849092661","0.127042290566049","0.185439407619273"
"Ja, jede Woche","2009","(Fach-)Abitur","weiblich","83","0.130945779421178","0.105701950852316","0.15618960799004"
"Ja, jede Woche","2009","AkademikerIn","maennlich","272","0.176556252783719","0.156944188761621","0.196168316805818"
"Ja, jede Woche","2009","AkademikerIn","weiblich","205","0.149163311728155","0.129692604816263","0.168634018640046"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","maennlich","5","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","weiblich","8","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","maennlich","198","0.152103092346597","0.13375737350129","0.170448811191904"
"Ja, alle 2 Wochen","2009","Hauptschule","weiblich","201","0.192076755232035","0.168260735032967","0.215892775431103"
"Ja, alle 2 Wochen","2009","Realschule","maennlich","221","0.14721638263277","0.129444801529013","0.164987963736527"
"Ja, alle 2 Wochen","2009","Realschule","weiblich","329","0.198286266578726","0.179716998335682","0.216855534821769"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","maennlich","81","0.131136337317529","0.103991189518718","0.158281485116339"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","weiblich","94","0.132025265916417","0.106693346352869","0.157357185479966"
"Ja, alle 2 Wochen","2009","AkademikerIn","maennlich","146","0.104703953912654","0.0889557997639124","0.120452108061395"
"Ja, alle 2 Wochen","2009","AkademikerIn","weiblich","127","0.10442296349039","0.0877090908519078","0.121136836128872"
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","maennlich","4","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","weiblich","1","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","maennlich","156","0.111124864584771","0.0950694994329005","0.127180229736642"
"Ja, alle 3-4 Wochen","2009","Hauptschule","weiblich","61","0.0545030682478916","0.0407788609040885","0.0682272755916948"
"Ja, alle 3-4 Wochen","2009","Realschule","maennlich","166","0.103717678991912","0.0884252179668447","0.119010140016979"
"Ja, alle 3-4 Wochen","2009","Realschule","weiblich","142","0.0748872055831271","0.0626286311983829","0.0871457799678712"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","maennlich","58","0.0958531150360585","0.0721787969045101","0.119527433167607"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","weiblich","40","0.0645771797903774","0.0461851546982505","0.0829692048825043"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","maennlich","155","0.102782210247353","0.0871625099299855","0.11840191056472"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","weiblich","111","0.0807078024617078","0.0658206322136613","0.0955949727097543"
"Seltener","2009","(noch) kein Abschluss","maennlich","9","","",""
"Seltener","2009","(noch) kein Abschluss","weiblich","5","","",""
"Seltener","2009","Hauptschule","maennlich","409","0.273725372747205","0.250948077567899","0.296502667926511"
"Seltener","2009","Hauptschule","weiblich","155","0.143347842762423","0.122162057291572","0.164533628233273"
"Seltener","2009","Realschule","maennlich","498","0.319201164677611","0.295819781017751","0.342582548337472"
"Seltener","2009","Realschule","weiblich","305","0.166465807037383","0.149117262684683","0.183814351390084"
"Seltener","2009","(Fach-)Abitur","maennlich","165","0.257964524033162","0.222780363352558","0.293148684713766"
"Seltener","2009","(Fach-)Abitur","weiblich","149","0.208969747027573","0.178545188275825","0.23939430577932"
"Seltener","2009","AkademikerIn","maennlich","497","0.355569464481297","0.330947932768424","0.380190996194171"
"Seltener","2009","AkademikerIn","weiblich","339","0.261626350212101","0.237604500646572","0.285648199777629"
"Nein, nie","2010","(noch) kein Abschluss","maennlich","21","","",""
"Nein, nie","2010","(noch) kein Abschluss","weiblich","13","","",""
"Nein, nie","2010","Hauptschule","maennlich","206","0.280274579632366","0.247958295764995","0.312590863499738"
"Nein, nie","2010","Hauptschule","weiblich","133","0.382077577933437","0.330805455373539","0.433349700493336"
"Nein, nie","2010","Realschule","maennlich","161","0.27746740632528","0.243739571257261","0.311195241393299"
"Nein, nie","2010","Realschule","weiblich","363","0.436776759042286","0.403215584227","0.470337933857571"
"Nein, nie","2010","(Fach-)Abitur","maennlich","83","0.265382789432876","0.217671948784867","0.313093630080885"
"Nein, nie","2010","(Fach-)Abitur","weiblich","173","0.456839824455477","0.405454343229185","0.508225305681769"
"Nein, nie","2010","AkademikerIn","maennlich","186","0.317323123743504","0.281514782848351","0.353131464638658"
"Nein, nie","2010","AkademikerIn","weiblich","184","0.400450315169908","0.356057562637679","0.444843067702137"
"Ja, jede Woche","2010","(noch) kein Abschluss","maennlich","10","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","weiblich","4","","",""
"Ja, jede Woche","2010","Hauptschule","maennlich","101","0.117098418324763","0.0939629763654851","0.140233860284041"
"Ja, jede Woche","2010","Hauptschule","weiblich","72","0.184254732320668","0.143345140109368","0.225164324531967"
"Ja, jede Woche","2010","Realschule","maennlich","94","0.139604524430198","0.113497789334226","0.16571125952617"
"Ja, jede Woche","2010","Realschule","weiblich","119","0.143030531322615","0.11934058038169","0.166720482263539"
"Ja, jede Woche","2010","(Fach-)Abitur","maennlich","43","0.145248224580512","0.107174482454015","0.183321966707009"
"Ja, jede Woche","2010","(Fach-)Abitur","weiblich","38","0.132824378354824","0.0978147971021227","0.167833959607525"
"Ja, jede Woche","2010","AkademikerIn","maennlich","89","0.111263441531135","0.0870705092454623","0.135456373816807"
"Ja, jede Woche","2010","AkademikerIn","weiblich","61","0.107394651262629","0.0793437878826509","0.135445514642606"
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","maennlich","13","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","weiblich","2","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","maennlich","111","0.146924836452039","0.121451408287918","0.172398264616161"
"Ja, alle 2 Wochen","2010","Hauptschule","weiblich","74","0.233882963544493","0.189216106202072","0.278549820886914"
"Ja, alle 2 Wochen","2010","Realschule","maennlich","119","0.166431354822271","0.138374304179891","0.194488405464652"
"Ja, alle 2 Wochen","2010","Realschule","weiblich","162","0.189071819851717","0.162576344892061","0.215567294811373"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","maennlich","63","0.175511906482069","0.134406814148718","0.21661699881542"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","weiblich","61","0.158146151962789","0.120506798465206","0.195785505460371"
"Ja, alle 2 Wochen","2010","AkademikerIn","maennlich","87","0.147436714046267","0.120160010886783","0.17471341720575"
"Ja, alle 2 Wochen","2010","AkademikerIn","weiblich","65","0.152655879598779","0.120071320974297","0.185240438223262"
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","maennlich","9","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","weiblich","3","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","maennlich","99","0.148628866142219","0.123033745479555","0.174223986804882"
"Ja, alle 3-4 Wochen","2010","Hauptschule","weiblich","20","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","maennlich","81","0.113808361536996","0.089885966035192","0.1377307570388"
"Ja, alle 3-4 Wochen","2010","Realschule","weiblich","64","0.0786497119151124","0.0604347584236596","0.0968646654065652"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","maennlich","34","0.0948249701269005","0.0631673851114757","0.126482555142325"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","weiblich","20","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","maennlich","58","0.0835669794095114","0.0622761068958995","0.104857851923123"
"Ja, alle 3-4 Wochen","2010","AkademikerIn","weiblich","44","0.0998345893909061","0.0726747721671073","0.126994406614705"
"Seltener","2010","(noch) kein Abschluss","maennlich","11","","",""
"Seltener","2010","(noch) kein Abschluss","weiblich","6","","",""
"Seltener","2010","Hauptschule","maennlich","225","0.307073299448613","0.273883027240712","0.340263571656514"
"Seltener","2010","Hauptschule","weiblich","46","0.141169894425604","0.104427858423892","0.177911930427316"
"Seltener","2010","Realschule","maennlich","222","0.302688352885255","0.26808126376514","0.33729544200537"
"Seltener","2010","Realschule","weiblich","131","0.15247117786827","0.128146996868014","0.176795358868526"
"Seltener","2010","(Fach-)Abitur","maennlich","106","0.319032109377642","0.268666898476221","0.369397320279064"
"Seltener","2010","(Fach-)Abitur","weiblich","69","0.211902934629924","0.169747571872443","0.254058297387405"
"Seltener","2010","AkademikerIn","maennlich","229","0.340409741269583","0.303954174973235","0.376865307565931"
"Seltener","2010","AkademikerIn","weiblich","114","0.239664564577778","0.200989620593114","0.278339508562442"
"Nein, nie","2011","(noch) kein Abschluss","maennlich","38","0.292750398601889","0.2151263610207","0.370374436183077"
"Nein, nie","2011","(noch) kein Abschluss","weiblich","36","0.423858754665169","0.322326867778151","0.525390641552187"
"Nein, nie","2011","Hauptschule","maennlich","786","0.347197698520718","0.327732791383943","0.366662605657493"
"Nein, nie","2011","Hauptschule","weiblich","678","0.430113827997583","0.405937736926239","0.454289919068926"
"Nein, nie","2011","Realschule","maennlich","659","0.284235246800687","0.266022117612227","0.302448375989148"
"Nein, nie","2011","Realschule","weiblich","1421","0.462416898532717","0.44485152389787","0.479982273167564"
"Nein, nie","2011","(Fach-)Abitur","maennlich","319","0.319242794879016","0.290363424027832","0.3481221657302"
"Nein, nie","2011","(Fach-)Abitur","weiblich","645","0.481760430535032","0.45453581214461","0.508985048925454"
