"plb0218","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja, jede Woche","2005","AkademikerIn","Ostdeutschland","106","0.128884470268796","0.105866127013156","0.151902813524437"
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Westdeutschland","12","","",""
"Ja, alle 2 Wochen","2005","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja, alle 2 Wochen","2005","Hauptschule","Westdeutschland","420","0.140176558325846","0.127521434987024","0.152831681664669"
"Ja, alle 2 Wochen","2005","Hauptschule","Ostdeutschland","47","0.192977152049091","0.14175279345171","0.244201510646471"
"Ja, alle 2 Wochen","2005","Realschule","Westdeutschland","331","0.150128195243356","0.135780695161385","0.164475695325327"
"Ja, alle 2 Wochen","2005","Realschule","Ostdeutschland","254","0.235416609939795","0.211953571528119","0.258879648351471"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Westdeutschland","153","0.14089408700749","0.121201252232149","0.160586921782831"
"Ja, alle 2 Wochen","2005","(Fach-)Abitur","Ostdeutschland","32","0.113145905318167","0.0708036126461861","0.155488197990148"
"Ja, alle 2 Wochen","2005","AkademikerIn","Westdeutschland","188","0.0974806291659849","0.0848396611368036","0.110121597195166"
"Ja, alle 2 Wochen","2005","AkademikerIn","Ostdeutschland","118","0.16749007010659","0.141837839708942","0.193142300504237"
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Westdeutschland","6","","",""
"Ja, alle 3-4 Wochen","2005","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2005","Hauptschule","Westdeutschland","253","0.0847887270459131","0.0746343383595059","0.0949431157323204"
"Ja, alle 3-4 Wochen","2005","Hauptschule","Ostdeutschland","21","","",""
"Ja, alle 3-4 Wochen","2005","Realschule","Westdeutschland","207","0.0992892088536027","0.0872772979733769","0.111301119733828"
"Ja, alle 3-4 Wochen","2005","Realschule","Ostdeutschland","152","0.126905311260085","0.108496580590583","0.145314041929588"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Westdeutschland","111","0.0834193920168255","0.067767842413369","0.0990709416202819"
"Ja, alle 3-4 Wochen","2005","(Fach-)Abitur","Ostdeutschland","24","","",""
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Westdeutschland","190","0.0850288378734228","0.0731416334852298","0.0969160422616159"
"Ja, alle 3-4 Wochen","2005","AkademikerIn","Ostdeutschland","70","0.0808446429160072","0.062118170573463","0.0995711152585514"
"Seltener","2005","(noch) kein Abschluss","Westdeutschland","21","","",""
"Seltener","2005","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Seltener","2005","Hauptschule","Westdeutschland","648","0.22650145039757","0.211243742694941","0.241759158100199"
"Seltener","2005","Hauptschule","Ostdeutschland","45","0.218405762629583","0.164776307031343","0.272035218227823"
"Seltener","2005","Realschule","Westdeutschland","560","0.231231690307706","0.214296510717983","0.248166869897429"
"Seltener","2005","Realschule","Ostdeutschland","323","0.230385531442097","0.207098320142898","0.253672742741295"
"Seltener","2005","(Fach-)Abitur","Westdeutschland","285","0.236502412077926","0.21244991772424","0.260554906431612"
"Seltener","2005","(Fach-)Abitur","Ostdeutschland","51","0.264605609854585","0.205641392146269","0.323569827562901"
"Seltener","2005","AkademikerIn","Westdeutschland","697","0.340264198192577","0.320071885664086","0.360456510721068"
"Seltener","2005","AkademikerIn","Ostdeutschland","236","0.264272779767428","0.233981298075508","0.294564261459348"
"Nein, nie","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein, nie","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein, nie","2006","Hauptschule","Westdeutschland","","","",""
"Nein, nie","2006","Hauptschule","Ostdeutschland","","","",""
"Nein, nie","2006","Realschule","Westdeutschland","","","",""
"Nein, nie","2006","Realschule","Ostdeutschland","","","",""
"Nein, nie","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Nein, nie","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein, nie","2006","AkademikerIn","Westdeutschland","","","",""
"Nein, nie","2006","AkademikerIn","Ostdeutschland","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, jede Woche","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, jede Woche","2006","Hauptschule","Westdeutschland","","","",""
"Ja, jede Woche","2006","Hauptschule","Ostdeutschland","","","",""
"Ja, jede Woche","2006","Realschule","Westdeutschland","","","",""
"Ja, jede Woche","2006","Realschule","Ostdeutschland","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, jede Woche","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, jede Woche","2006","AkademikerIn","Westdeutschland","","","",""
"Ja, jede Woche","2006","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Realschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","Realschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2006","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","Realschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2006","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2006","Hauptschule","Westdeutschland","","","",""
"Seltener","2006","Hauptschule","Ostdeutschland","","","",""
"Seltener","2006","Realschule","Westdeutschland","","","",""
"Seltener","2006","Realschule","Ostdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2006","AkademikerIn","Westdeutschland","","","",""
"Seltener","2006","AkademikerIn","Ostdeutschland","","","",""
"Nein, nie","2007","(noch) kein Abschluss","Westdeutschland","30","0.424044265513929","0.319596533052278","0.528491997975581"
"Nein, nie","2007","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Nein, nie","2007","Hauptschule","Westdeutschland","1041","0.377828225974926","0.359827834157986","0.395828617791867"
"Nein, nie","2007","Hauptschule","Ostdeutschland","73","0.350521332569406","0.288858446792894","0.412184218345917"
"Nein, nie","2007","Realschule","Westdeutschland","952","0.376570236681866","0.357021943166231","0.396118530197501"
"Nein, nie","2007","Realschule","Ostdeutschland","351","0.256644872633196","0.232707455628472","0.280582289637919"
"Nein, nie","2007","(Fach-)Abitur","Westdeutschland","516","0.412013072184341","0.38440541254098","0.439620731827701"
"Nein, nie","2007","(Fach-)Abitur","Ostdeutschland","79","0.334545772728998","0.273961904682091","0.395129640775905"
"Nein, nie","2007","AkademikerIn","Westdeutschland","724","0.3093343639625","0.290067912703917","0.328600815221083"
"Nein, nie","2007","AkademikerIn","Ostdeutschland","265","0.330394970998774","0.298083111178605","0.362706830818942"
"Ja, jede Woche","2007","(noch) kein Abschluss","Westdeutschland","19","","",""
"Ja, jede Woche","2007","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Ja, jede Woche","2007","Hauptschule","Westdeutschland","453","0.163394704406764","0.149668233313856","0.177121175499673"
"Ja, jede Woche","2007","Hauptschule","Ostdeutschland","45","0.175167066749443","0.126043103455039","0.224291030043848"
"Ja, jede Woche","2007","Realschule","Westdeutschland","303","0.129705098019626","0.116149963481823","0.143260232557428"
"Ja, jede Woche","2007","Realschule","Ostdeutschland","188","0.156665655274518","0.13674518383785","0.176586126711185"
"Ja, jede Woche","2007","(Fach-)Abitur","Westdeutschland","158","0.133623835802666","0.114539129804325","0.152708541801007"
"Ja, jede Woche","2007","(Fach-)Abitur","Ostdeutschland","27","","",""
"Ja, jede Woche","2007","AkademikerIn","Westdeutschland","354","0.152218580763564","0.137244867897416","0.167192293629712"
"Ja, jede Woche","2007","AkademikerIn","Ostdeutschland","112","0.137517462653663","0.113858812123839","0.161176113183486"
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Westdeutschland","15","","",""
"Ja, alle 2 Wochen","2007","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, alle 2 Wochen","2007","Hauptschule","Westdeutschland","426","0.150579654562631","0.137301916878318","0.163857392246944"
"Ja, alle 2 Wochen","2007","Hauptschule","Ostdeutschland","48","0.210229110035177","0.157569073028569","0.262889147041785"
"Ja, alle 2 Wochen","2007","Realschule","Westdeutschland","345","0.15777777902184","0.143070634622004","0.172484923421676"
"Ja, alle 2 Wochen","2007","Realschule","Ostdeutschland","299","0.245109593753054","0.221535504314525","0.268683683191583"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Westdeutschland","161","0.137063233767962","0.117772878213472","0.156353589322452"
"Ja, alle 2 Wochen","2007","(Fach-)Abitur","Ostdeutschland","34","0.107522159380509","0.0677464585652911","0.147297860195728"
"Ja, alle 2 Wochen","2007","AkademikerIn","Westdeutschland","218","0.118328984130085","0.104865651686318","0.131792316573852"
"Ja, alle 2 Wochen","2007","AkademikerIn","Ostdeutschland","104","0.137452382117427","0.113798438132495","0.161106326102358"
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Westdeutschland","9","","",""
"Ja, alle 3-4 Wochen","2007","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, alle 3-4 Wochen","2007","Hauptschule","Westdeutschland","266","0.0892681481412878","0.0786823616008896","0.0998539346816861"
"Ja, alle 3-4 Wochen","2007","Hauptschule","Ostdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2007","Realschule","Westdeutschland","234","0.109589236412601","0.0969863146385607","0.122192158186641"
"Ja, alle 3-4 Wochen","2007","Realschule","Ostdeutschland","123","0.102786223772318","0.0861433530034477","0.119429094541188"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Westdeutschland","111","0.0949211435868983","0.0784806463041432","0.111361640869653"
"Ja, alle 3-4 Wochen","2007","(Fach-)Abitur","Ostdeutschland","30","0.154156032708037","0.107790471473588","0.200521593942486"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Westdeutschland","209","0.100184959216348","0.0876699375229598","0.112699980909736"
"Ja, alle 3-4 Wochen","2007","AkademikerIn","Ostdeutschland","90","0.104897110172848","0.0838470117806081","0.125947208565088"
"Seltener","2007","(noch) kein Abschluss","Westdeutschland","13","","",""
"Seltener","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2007","Hauptschule","Westdeutschland","601","0.218929266914391","0.203576851949017","0.234281681879765"
"Seltener","2007","Hauptschule","Ostdeutschland","47","0.199114062219541","0.14750565289029","0.250722471548792"
"Seltener","2007","Realschule","Westdeutschland","526","0.226357649864068","0.209474254312141","0.243241045415995"
"Seltener","2007","Realschule","Ostdeutschland","318","0.238793654566915","0.215428136766219","0.262159172367611"
"Seltener","2007","(Fach-)Abitur","Westdeutschland","275","0.222378714658133","0.199053753093963","0.245703676222302"
"Seltener","2007","(Fach-)Abitur","Ostdeutschland","63","0.287654247359785","0.229530856109577","0.345777638609993"
"Seltener","2007","AkademikerIn","Westdeutschland","706","0.319933111927503","0.300490297554221","0.339375926300786"
"Seltener","2007","AkademikerIn","Ostdeutschland","243","0.289738074057289","0.258574451163223","0.320901696951355"
"Nein, nie","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein, nie","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein, nie","2008","Hauptschule","Westdeutschland","","","",""
"Nein, nie","2008","Hauptschule","Ostdeutschland","","","",""
"Nein, nie","2008","Realschule","Westdeutschland","","","",""
"Nein, nie","2008","Realschule","Ostdeutschland","","","",""
"Nein, nie","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Nein, nie","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein, nie","2008","AkademikerIn","Westdeutschland","","","",""
"Nein, nie","2008","AkademikerIn","Ostdeutschland","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, jede Woche","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Hauptschule","Westdeutschland","","","",""
"Ja, jede Woche","2008","Hauptschule","Ostdeutschland","","","",""
"Ja, jede Woche","2008","Realschule","Westdeutschland","","","",""
"Ja, jede Woche","2008","Realschule","Ostdeutschland","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, jede Woche","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, jede Woche","2008","AkademikerIn","Westdeutschland","","","",""
"Ja, jede Woche","2008","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Realschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","Realschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2008","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","Realschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2008","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2008","Hauptschule","Westdeutschland","","","",""
"Seltener","2008","Hauptschule","Ostdeutschland","","","",""
"Seltener","2008","Realschule","Westdeutschland","","","",""
"Seltener","2008","Realschule","Ostdeutschland","","","",""
"Seltener","2008","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2008","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2008","AkademikerIn","Westdeutschland","","","",""
"Seltener","2008","AkademikerIn","Ostdeutschland","","","",""
"Nein, nie","2009","(noch) kein Abschluss","Westdeutschland","25","","",""
"Nein, nie","2009","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Nein, nie","2009","Hauptschule","Westdeutschland","875","0.361004279638523","0.341485692144391","0.380522867132655"
"Nein, nie","2009","Hauptschule","Ostdeutschland","60","0.276095433449277","0.213666595958351","0.338524270940203"
"Nein, nie","2009","Realschule","Westdeutschland","855","0.397392053224677","0.376442273150451","0.418341833298903"
"Nein, nie","2009","Realschule","Ostdeutschland","343","0.273015445331834","0.247829859470432","0.298201031193235"
"Nein, nie","2009","(Fach-)Abitur","Westdeutschland","450","0.415138940188468","0.385819456949971","0.444458423426965"
"Nein, nie","2009","(Fach-)Abitur","Ostdeutschland","75","0.383786154162775","0.315530102444325","0.452042205881224"
"Nein, nie","2009","AkademikerIn","Westdeutschland","647","0.326367618135548","0.305828534502703","0.346906701768394"
"Nein, nie","2009","AkademikerIn","Ostdeutschland","239","0.315174368895158","0.281610297749805","0.348738440040511"
"Ja, jede Woche","2009","(noch) kein Abschluss","Westdeutschland","28","","",""
"Ja, jede Woche","2009","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Ja, jede Woche","2009","Hauptschule","Westdeutschland","376","0.168074610650007","0.152878358817425","0.183270862482588"
"Ja, jede Woche","2009","Hauptschule","Ostdeutschland","32","0.127235052282673","0.0807014137406529","0.173768690824693"
"Ja, jede Woche","2009","Realschule","Westdeutschland","267","0.132102912082091","0.117607092898462","0.146598731265719"
"Ja, jede Woche","2009","Realschule","Ostdeutschland","172","0.144863382178954","0.124966138470097","0.16476062588781"
"Ja, jede Woche","2009","(Fach-)Abitur","Westdeutschland","144","0.140451237020918","0.119776915498304","0.161125558543532"
"Ja, jede Woche","2009","(Fach-)Abitur","Ostdeutschland","24","","",""
"Ja, jede Woche","2009","AkademikerIn","Westdeutschland","370","0.167687773212933","0.151323003791019","0.184052542634848"
"Ja, jede Woche","2009","AkademikerIn","Ostdeutschland","107","0.150494803878597","0.124663105779528","0.176326501977665"
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","Westdeutschland","11","","",""
"Ja, alle 2 Wochen","2009","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, alle 2 Wochen","2009","Hauptschule","Westdeutschland","364","0.163213111207148","0.148194554766834","0.178231667647462"
"Ja, alle 2 Wochen","2009","Hauptschule","Ostdeutschland","35","0.255633183090025","0.194719186579841","0.316547179600208"
"Ja, alle 2 Wochen","2009","Realschule","Westdeutschland","315","0.159876481337345","0.144186720849216","0.175566241825474"
"Ja, alle 2 Wochen","2009","Realschule","Ostdeutschland","235","0.204747949016539","0.18193622881162","0.227559669221458"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","Westdeutschland","142","0.132628244973581","0.112446725041062","0.152809764906099"
"Ja, alle 2 Wochen","2009","(Fach-)Abitur","Ostdeutschland","33","0.123556970536748","0.0773692790018539","0.169744662071641"
"Ja, alle 2 Wochen","2009","AkademikerIn","Westdeutschland","191","0.100504212592728","0.0873335460594297","0.113674879126027"
"Ja, alle 2 Wochen","2009","AkademikerIn","Ostdeutschland","82","0.121733925911592","0.0981113065838344","0.145356545239349"
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","Westdeutschland","5","","",""
"Ja, alle 3-4 Wochen","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2009","Hauptschule","Westdeutschland","190","0.0856075293040765","0.0742373964800222","0.0969776621281309"
"Ja, alle 3-4 Wochen","2009","Hauptschule","Ostdeutschland","27","","",""
"Ja, alle 3-4 Wochen","2009","Realschule","Westdeutschland","177","0.0817580788776726","0.0700281238003829","0.0934880339549623"
"Ja, alle 3-4 Wochen","2009","Realschule","Ostdeutschland","131","0.10624355792009","0.0888232128764342","0.123663902963745"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","Westdeutschland","81","0.0809458939108618","0.0647165421460136","0.09717524567571"
"Ja, alle 3-4 Wochen","2009","(Fach-)Abitur","Ostdeutschland","17","","",""
"Ja, alle 3-4 Wochen","2009","AkademikerIn","Westdeutschland","186","0.0893450127522908","0.0768502461748278","0.101839779329754"
"Ja, alle 3-4 Wochen","2009","AkademikerIn","Ostdeutschland","80","0.108263236390264","0.0858157342059029","0.130710738574626"
"Seltener","2009","(noch) kein Abschluss","Westdeutschland","14","","",""
"Seltener","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2009","Hauptschule","Westdeutschland","521","0.222100469200246","0.205208521481185","0.238992416919307"
"Seltener","2009","Hauptschule","Ostdeutschland","43","0.205385354172219","0.148972509982641","0.261798198361796"
"Seltener","2009","Realschule","Westdeutschland","482","0.228870474478215","0.210885451258817","0.246855497697613"
"Seltener","2009","Realschule","Ostdeutschland","321","0.271129665552585","0.245998680398526","0.296260650706643"
"Seltener","2009","(Fach-)Abitur","Westdeutschland","268","0.230835683906171","0.205763379122701","0.255907988689642"
"Seltener","2009","(Fach-)Abitur","Ostdeutschland","46","0.252125368592695","0.191178210553811","0.313072526631578"
"Seltener","2009","AkademikerIn","Westdeutschland","608","0.316095383306499","0.295728578621072","0.336462187991926"
"Seltener","2009","AkademikerIn","Ostdeutschland","228","0.304333664924389","0.271091853956154","0.337575475892623"
"Nein, nie","2010","(noch) kein Abschluss","Westdeutschland","29","","",""
"Nein, nie","2010","(noch) kein Abschluss","Ostdeutschland","5","","",""
"Nein, nie","2010","Hauptschule","Westdeutschland","316","0.318276208834319","0.289463270615148","0.347089147053489"
"Nein, nie","2010","Hauptschule","Ostdeutschland","23","","",""
"Nein, nie","2010","Realschule","Westdeutschland","392","0.377106648060776","0.348294724016398","0.405918572105155"
"Nein, nie","2010","Realschule","Ostdeutschland","132","0.326842578793334","0.282456469504367","0.371228688082302"
"Nein, nie","2010","(Fach-)Abitur","Westdeutschland","224","0.365817445687787","0.327309512738794","0.404325378636779"
"Nein, nie","2010","(Fach-)Abitur","Ostdeutschland","32","0.333781700990827","0.235811809257312","0.431751592724341"
"Nein, nie","2010","AkademikerIn","Westdeutschland","309","0.358307605953325","0.327238482310129","0.389376729596521"
"Nein, nie","2010","AkademikerIn","Ostdeutschland","61","0.312200359856952","0.248297531866737","0.376103187847166"
"Ja, jede Woche","2010","(noch) kein Abschluss","Westdeutschland","13","","",""
"Ja, jede Woche","2010","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, jede Woche","2010","Hauptschule","Westdeutschland","155","0.136629200471237","0.115384447962713","0.157873952979762"
"Ja, jede Woche","2010","Hauptschule","Ostdeutschland","18","","",""
"Ja, jede Woche","2010","Realschule","Westdeutschland","158","0.143036577289802","0.122223417596567","0.163849736983037"
"Ja, jede Woche","2010","Realschule","Ostdeutschland","55","0.137027293010049","0.10448699586881","0.169567590151289"
"Ja, jede Woche","2010","(Fach-)Abitur","Westdeutschland","71","0.135640393469478","0.108265489330626","0.163015297608329"
"Ja, jede Woche","2010","(Fach-)Abitur","Ostdeutschland","10","","",""
"Ja, jede Woche","2010","AkademikerIn","Westdeutschland","129","0.114224642768797","0.0936145832890649","0.134834702248529"
"Ja, jede Woche","2010","AkademikerIn","Ostdeutschland","21","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","Westdeutschland","14","","",""
"Ja, alle 2 Wochen","2010","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 2 Wochen","2010","Hauptschule","Westdeutschland","167","0.17304218794888","0.149643101035021","0.196441274862738"
"Ja, alle 2 Wochen","2010","Hauptschule","Ostdeutschland","18","","",""
"Ja, alle 2 Wochen","2010","Realschule","Westdeutschland","185","0.167974883914057","0.145750807994333","0.190198959833781"
"Ja, alle 2 Wochen","2010","Realschule","Ostdeutschland","96","0.209060251342164","0.170580976427989","0.247539526256339"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","Westdeutschland","108","0.166701388928154","0.136903822738534","0.196498955117773"
"Ja, alle 2 Wochen","2010","(Fach-)Abitur","Ostdeutschland","16","","",""
"Ja, alle 2 Wochen","2010","AkademikerIn","Westdeutschland","122","0.145865162080247","0.122994615102504","0.168735709057991"
"Ja, alle 2 Wochen","2010","AkademikerIn","Ostdeutschland","30","0.167800814925339","0.116268093001453","0.219333536849224"
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","Westdeutschland","12","","",""
"Ja, alle 3-4 Wochen","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2010","Hauptschule","Westdeutschland","111","0.117347558421245","0.0974402233195982","0.137254893522891"
"Ja, alle 3-4 Wochen","2010","Hauptschule","Ostdeutschland","8","","",""
"Ja, alle 3-4 Wochen","2010","Realschule","Westdeutschland","102","0.0922191470201862","0.0750189120977174","0.109419381942655"
"Ja, alle 3-4 Wochen","2010","Realschule","Ostdeutschland","43","0.101780861055906","0.0731691613960627","0.130392560715749"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","Westdeutschland","50","0.0708061865414427","0.0502993054923797","0.0913130675905056"
"Ja, alle 3-4 Wochen","2010","(Fach-)Abitur","Ostdeutschland","4","","",""
"Ja, alle 3-4 Wochen","2010","AkademikerIn","Westdeutschland","76","0.0828409222512751","0.0649808857955451","0.100700958707005"
"Ja, alle 3-4 Wochen","2010","AkademikerIn","Ostdeutschland","26","","",""
"Seltener","2010","(noch) kein Abschluss","Westdeutschland","14","","",""
"Seltener","2010","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Seltener","2010","Hauptschule","Westdeutschland","255","0.25470484432432","0.227754520595172","0.281655168053469"
"Seltener","2010","Hauptschule","Ostdeutschland","16","","",""
