year,migback,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,No migration background,At least once per week,0.09400,1723,17384,0.08966,0.09834
2005,No migration background,At least once per month,0.09244,1729,17384,0.08814,0.09675
2005,No migration background,Seldom,0.14560,2638,17384,0.14036,0.15085
2005,No migration background,Never,0.66795,11294,17384,0.66095,0.67495
2005,Direct migration background,At least once per week,0.05526,118,2358,0.04603,0.06448
2005,Direct migration background,At least once per month,0.04168,101,2358,0.03361,0.04975
2005,Direct migration background,Seldom,0.08508,192,2358,0.07382,0.09635
2005,Direct migration background,Never,0.81798,1947,2358,0.80240,0.83356
2005,Indirect migration background,At least once per week,0.06873,59,799,0.05118,0.08628
2005,Indirect migration background,Seldom,0.13904,109,799,0.11503,0.16304
2005,Indirect migration background,Never,0.75657,631,799,0.72679,0.78634
2007,No migration background,At least once per week,0.09893,1833,17475,0.09450,0.10336
2007,No migration background,At least once per month,0.08499,1649,17475,0.08086,0.08913
2007,No migration background,Seldom,0.13146,2320,17475,0.12645,0.13647
2007,No migration background,Never,0.68462,11673,17475,0.67773,0.69151
2007,Direct migration background,At least once per week,0.04975,115,2092,0.04043,0.05907
2007,Direct migration background,At least once per month,0.03979,80,2092,0.03142,0.04817
2007,Direct migration background,Seldom,0.07453,156,2092,0.06327,0.08579
2007,Direct migration background,Never,0.83592,1741,2092,0.82005,0.85180
2007,Indirect migration background,At least once per week,0.06347,61,743,0.04593,0.08101
2007,Indirect migration background,Seldom,0.14221,97,743,0.11708,0.16734
2007,Indirect migration background,Never,0.75433,585,743,0.72335,0.78530
2008,No migration background,At least once per week,0.10237,1794,16584,0.09775,0.10698
2008,No migration background,At least once per month,0.07969,1422,16584,0.07556,0.08381
2008,No migration background,Seldom,0.10700,1879,16584,0.10229,0.11170
2008,No migration background,Never,0.71095,11489,16584,0.70405,0.71785
2008,Direct migration background,At least once per week,0.04368,98,1896,0.03447,0.05288
2008,Direct migration background,At least once per month,0.03744,74,1896,0.02890,0.04599
2008,Direct migration background,Seldom,0.06945,138,1896,0.05800,0.08089
2008,Direct migration background,Never,0.84943,1586,1896,0.83333,0.86554
2008,Indirect migration background,At least once per week,0.09019,65,763,0.06985,0.11053
2008,Indirect migration background,At least once per month,0.03620,31,763,0.02294,0.04946
2008,Indirect migration background,Seldom,0.11139,70,763,0.08905,0.13373
2008,Indirect migration background,Never,0.76222,597,763,0.73199,0.79245
2009,No migration background,At least once per week,0.10247,1674,15534,0.09770,0.10724
2009,No migration background,At least once per month,0.08470,1432,15534,0.08033,0.08908
2009,No migration background,Seldom,0.13040,2000,15534,0.12511,0.13570
2009,No migration background,Never,0.68243,10428,15534,0.67511,0.68975
2009,Direct migration background,At least once per week,0.03495,75,1644,0.02607,0.04383
2009,Direct migration background,At least once per month,0.04346,72,1644,0.03360,0.05332
2009,Direct migration background,Seldom,0.08318,137,1644,0.06983,0.09653
2009,Direct migration background,Never,0.83841,1360,1644,0.82061,0.85620
2009,Indirect migration background,At least once per week,0.06749,46,703,0.04893,0.08604
2009,Indirect migration background,At least once per month,0.05009,45,703,0.03395,0.06623
2009,Indirect migration background,Seldom,0.15314,89,703,0.12650,0.17978
2009,Indirect migration background,Never,0.72928,523,703,0.69641,0.76215
2011,No migration background,At least once per week,0.11323,2866,23704,0.10919,0.11726
2011,No migration background,At least once per month,0.09034,2400,23704,0.08669,0.09399
2011,No migration background,Seldom,0.13861,3195,23704,0.13421,0.14301
2011,No migration background,Never,0.65782,15243,23704,0.65178,0.66386
2011,Direct migration background,At least once per week,0.04437,157,3334,0.03738,0.05136
2011,Direct migration background,At least once per month,0.04997,160,3334,0.04258,0.05737
2011,Direct migration background,Seldom,0.09890,280,3334,0.08877,0.10904
2011,Direct migration background,Never,0.80676,2737,3334,0.79335,0.82016
2011,Indirect migration background,At least once per week,0.08041,110,1234,0.06524,0.09559
2011,Indirect migration background,At least once per month,0.05793,75,1234,0.04489,0.07097
2011,Indirect migration background,Seldom,0.14982,153,1234,0.12990,0.16974
2011,Indirect migration background,Never,0.71184,896,1234,0.68656,0.73712
2013,No migration background,At least once per week,0.12160,2697,21465,0.11723,0.12597
2013,No migration background,At least once per month,0.08501,2116,21465,0.08128,0.08874
2013,No migration background,Seldom,0.10918,2360,21465,0.10501,0.11335
2013,No migration background,Never,0.68420,14292,21465,0.67799,0.69042
2013,Direct migration background,At least once per week,0.05817,172,2807,0.04951,0.06684
2013,Direct migration background,At least once per month,0.05858,128,2807,0.04989,0.06727
2013,Direct migration background,Seldom,0.07388,210,2807,0.06421,0.08356
2013,Direct migration background,Never,0.80936,2297,2807,0.79483,0.82389
2013,Indirect migration background,At least once per week,0.09655,105,1104,0.07912,0.11398
2013,Indirect migration background,At least once per month,0.06776,76,1104,0.05293,0.08259
2013,Indirect migration background,Seldom,0.08680,116,1104,0.07019,0.10342
2013,Indirect migration background,Never,0.74889,807,1104,0.72330,0.77448
2015,No migration background,At least once per week,0.11658,2413,19061,0.11202,0.12113
2015,No migration background,At least once per month,0.09715,2074,19061,0.09294,0.10135
2015,No migration background,Seldom,0.13657,2637,19061,0.13170,0.14145
2015,No migration background,Never,0.64971,11937,19061,0.64293,0.65648
2015,Direct migration background,At least once per week,0.05206,290,6029,0.04645,0.05767
2015,Direct migration background,At least once per month,0.04047,229,6029,0.03550,0.04545
2015,Direct migration background,Seldom,0.08381,506,6029,0.07681,0.09081
2015,Direct migration background,Never,0.82365,5004,6029,0.81403,0.83327
2015,Indirect migration background,At least once per week,0.08689,122,1598,0.07307,0.10070
2015,Indirect migration background,At least once per month,0.04764,114,1598,0.03719,0.05809
2015,Indirect migration background,Seldom,0.14418,213,1598,0.12695,0.16141
2015,Indirect migration background,Never,0.72129,1149,1598,0.69930,0.74328
2017,No migration background,At least once per week,0.12780,2655,20044,0.12318,0.13242
2017,No migration background,At least once per month,0.09937,2264,20044,0.09523,0.10351
2017,No migration background,Seldom,0.12400,2638,20044,0.11943,0.12856
2017,No migration background,Never,0.64883,12487,20044,0.64222,0.65544
2017,Direct migration background,At least once per week,0.04788,247,4795,0.04184,0.05392
2017,Direct migration background,At least once per month,0.05081,235,4795,0.04459,0.05702
2017,Direct migration background,Seldom,0.08623,381,4795,0.07828,0.09417
2017,Direct migration background,Never,0.81509,3932,4795,0.80410,0.82608
2017,Indirect migration background,At least once per week,0.08661,137,1618,0.07290,0.10031
2017,Indirect migration background,At least once per month,0.06367,118,1618,0.05177,0.07557
2017,Indirect migration background,Seldom,0.11251,198,1618,0.09711,0.12792
2017,Indirect migration background,Never,0.73721,1165,1618,0.71575,0.75866
2019,No migration background,At least once per week,0.13252,2878,20020,0.12782,0.13722
2019,No migration background,At least once per month,0.08964,2125,20020,0.08568,0.09359
2019,No migration background,Seldom,0.11109,2244,20020,0.10674,0.11544
2019,No migration background,Never,0.66676,12773,20020,0.66023,0.67329
2019,Direct migration background,At least once per week,0.05146,246,4015,0.04463,0.05830
2019,Direct migration background,At least once per month,0.04245,164,4015,0.03621,0.04869
2019,Direct migration background,Seldom,0.06329,299,4015,0.05576,0.07082
2019,Direct migration background,Never,0.84280,3306,4015,0.83154,0.85406
2019,Indirect migration background,At least once per week,0.09271,164,1563,0.07833,0.10710
2019,Indirect migration background,At least once per month,0.04754,89,1563,0.03699,0.05809
2019,Indirect migration background,Seldom,0.12491,174,1563,0.10852,0.14131
2019,Indirect migration background,Never,0.73484,1136,1563,0.71295,0.75673
2021,No migration background,At least once per week,0.13943,2013,13149,0.13351,0.14535
2021,No migration background,At least once per month,0.10439,1537,13149,0.09916,0.10961
2021,No migration background,Seldom,0.13214,1766,13149,0.12635,0.13793
2021,No migration background,Never,0.62405,7833,13149,0.61577,0.63233
2021,Direct migration background,At least once per week,0.06914,231,3106,0.06021,0.07806
2021,Direct migration background,At least once per month,0.05207,199,3106,0.04425,0.05988
2021,Direct migration background,Seldom,0.10544,397,3106,0.09463,0.11624
2021,Direct migration background,Never,0.77336,2279,3106,0.75863,0.78808
2021,Indirect migration background,At least once per week,0.12599,125,927,0.10462,0.14736
2021,Indirect migration background,At least once per month,0.08039,81,927,0.06288,0.09790
2021,Indirect migration background,Seldom,0.11378,118,927,0.09333,0.13423
2021,Indirect migration background,Never,0.67984,603,927,0.64979,0.70989
