year,migback,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Indirect migration background,Urban regions,Seldom,0.14949,64,416,0.11519,0.18380
1996,Indirect migration background,Urban regions,Never,0.74180,352,416,0.69969,0.78391
1996,Indirect migration background,Rural regions,Never,0.64104,65,65,0.52351,0.75856
1997,No migration background,Urban regions,At least once per week,0.08737,504,5817,0.08012,0.09463
1997,No migration background,Urban regions,At least once per month,0.07809,434,5817,0.07119,0.08498
1997,No migration background,Urban regions,Seldom,0.12893,746,5817,0.12031,0.13754
1997,No migration background,Urban regions,Never,0.70561,4133,5817,0.69390,0.71732
1997,No migration background,Rural regions,At least once per week,0.06836,259,3893,0.06043,0.07629
1997,No migration background,Rural regions,At least once per month,0.07992,302,3893,0.07140,0.08844
1997,No migration background,Rural regions,Seldom,0.13875,533,3893,0.12789,0.14961
1997,No migration background,Rural regions,Never,0.71297,2799,3893,0.69876,0.72718
1997,Direct migration background,Urban regions,At least once per week,0.04239,75,2026,0.03362,0.05117
1997,Direct migration background,Urban regions,At least once per month,0.04194,57,2026,0.03320,0.05067
1997,Direct migration background,Urban regions,Seldom,0.07587,179,2026,0.06434,0.08740
1997,Direct migration background,Urban regions,Never,0.83980,1715,2026,0.82383,0.85578
1997,Direct migration background,Rural regions,Seldom,0.13233,50,373,0.09789,0.16676
1997,Direct migration background,Rural regions,Never,0.69925,323,373,0.65265,0.74586
1997,Indirect migration background,Urban regions,Seldom,0.12279,59,437,0.09198,0.15359
1997,Indirect migration background,Urban regions,Never,0.77450,378,437,0.73527,0.81373
1997,Indirect migration background,Rural regions,Never,0.76958,65,65,0.66641,0.87275
1998,No migration background,Urban regions,At least once per week,0.08147,560,6741,0.07494,0.08800
1998,No migration background,Urban regions,At least once per month,0.07435,496,6741,0.06809,0.08061
1998,No migration background,Urban regions,Seldom,0.11130,726,6741,0.10379,0.11881
1998,No migration background,Urban regions,Never,0.73288,4959,6741,0.72232,0.74345
1998,No migration background,Rural regions,At least once per week,0.07692,338,4420,0.06906,0.08477
1998,No migration background,Rural regions,At least once per month,0.08027,347,4420,0.07226,0.08828
1998,No migration background,Rural regions,Seldom,0.11272,464,4420,0.10340,0.12205
1998,No migration background,Rural regions,Never,0.73009,3271,4420,0.71700,0.74318
1998,Direct migration background,Urban regions,At least once per week,0.04275,68,1963,0.03380,0.05170
1998,Direct migration background,Urban regions,At least once per month,0.02628,56,1963,0.01920,0.03336
1998,Direct migration background,Urban regions,Seldom,0.06495,122,1963,0.05404,0.07585
1998,Direct migration background,Urban regions,Never,0.86602,1717,1963,0.85095,0.88109
1998,Direct migration background,Rural regions,Never,0.76828,333,333,0.72289,0.81366
1998,Indirect migration background,Urban regions,Seldom,0.10325,46,463,0.07550,0.13100
1998,Indirect migration background,Urban regions,Never,0.81445,417,463,0.77900,0.84990
1998,Indirect migration background,Rural regions,Never,0.82955,80,80,0.74663,0.91247
1999,No migration background,Urban regions,At least once per week,0.08402,551,6487,0.07727,0.09078
1999,No migration background,Urban regions,At least once per month,0.07312,480,6487,0.06679,0.07946
1999,No migration background,Urban regions,Seldom,0.13933,912,6487,0.13090,0.14776
1999,No migration background,Urban regions,Never,0.70353,4544,6487,0.69241,0.71464
1999,No migration background,Rural regions,At least once per week,0.08514,347,4302,0.07680,0.09348
1999,No migration background,Rural regions,At least once per month,0.08707,372,4302,0.07864,0.09549
1999,No migration background,Rural regions,Seldom,0.15365,630,4302,0.14287,0.16442
1999,No migration background,Rural regions,Never,0.67414,2953,4302,0.66014,0.68815
1999,Direct migration background,Urban regions,At least once per week,0.03960,58,1829,0.03066,0.04854
1999,Direct migration background,Urban regions,At least once per month,0.03259,55,1829,0.02445,0.04073
1999,Direct migration background,Urban regions,Seldom,0.09938,176,1829,0.08567,0.11310
1999,Direct migration background,Urban regions,Never,0.82843,1540,1829,0.81115,0.84572
1999,Direct migration background,Rural regions,Seldom,0.11856,44,316,0.08286,0.15426
1999,Direct migration background,Rural regions,Never,0.73107,272,316,0.68210,0.78004
1999,Indirect migration background,Urban regions,Seldom,0.13719,65,466,0.10592,0.16846
1999,Indirect migration background,Urban regions,Never,0.76467,401,466,0.72611,0.80323
1999,Indirect migration background,Rural regions,Never,0.66711,61,61,0.54786,0.78635
2001,No migration background,Urban regions,At least once per week,0.08845,1012,11124,0.08317,0.09373
2001,No migration background,Urban regions,At least once per month,0.07602,873,11124,0.07109,0.08094
2001,No migration background,Urban regions,Seldom,0.12604,1416,11124,0.11988,0.13221
2001,No migration background,Urban regions,Never,0.70949,7823,11124,0.70105,0.71793
2001,No migration background,Rural regions,At least once per week,0.08510,575,6911,0.07852,0.09168
2001,No migration background,Rural regions,At least once per month,0.09224,643,6911,0.08542,0.09906
2001,No migration background,Rural regions,Seldom,0.13029,939,6911,0.12235,0.13822
2001,No migration background,Rural regions,Never,0.69237,4754,6911,0.68149,0.70325
2001,Direct migration background,Urban regions,At least once per week,0.03803,86,2384,0.03035,0.04571
2001,Direct migration background,Urban regions,At least once per month,0.03368,75,2384,0.02644,0.04093
2001,Direct migration background,Urban regions,Seldom,0.06771,161,2384,0.05762,0.07779
2001,Direct migration background,Urban regions,Never,0.86058,2062,2384,0.84667,0.87448
2001,Direct migration background,Rural regions,Seldom,0.10522,52,454,0.07696,0.13347
2001,Direct migration background,Rural regions,Never,0.78448,402,454,0.74661,0.82235
2001,Indirect migration background,Urban regions,At least once per week,0.06562,39,643,0.04647,0.08478
2001,Indirect migration background,Urban regions,Seldom,0.10059,62,643,0.07733,0.12386
2001,Indirect migration background,Urban regions,Never,0.81031,542,643,0.77998,0.84064
2001,Indirect migration background,Rural regions,Never,0.80728,78,78,0.71918,0.89539
2003,No migration background,Urban regions,At least once per week,0.09125,1203,11855,0.08606,0.09643
2003,No migration background,Urban regions,At least once per month,0.07607,967,11855,0.07130,0.08085
2003,No migration background,Urban regions,Seldom,0.10703,1322,11855,0.10146,0.11259
2003,No migration background,Urban regions,Never,0.72565,8363,11855,0.71762,0.73369
2003,No migration background,Rural regions,At least once per week,0.09186,639,6817,0.08501,0.09872
2003,No migration background,Rural regions,At least once per month,0.07714,561,6817,0.07081,0.08348
2003,No migration background,Rural regions,Seldom,0.11635,836,6817,0.10873,0.12396
2003,No migration background,Rural regions,Never,0.71465,4781,6817,0.70393,0.72537
2003,Direct migration background,Urban regions,At least once per week,0.04361,86,2141,0.03496,0.05226
2003,Direct migration background,Urban regions,At least once per month,0.02538,48,2141,0.01872,0.03205
2003,Direct migration background,Urban regions,Seldom,0.05644,120,2141,0.04666,0.06622
2003,Direct migration background,Urban regions,Never,0.87457,1887,2141,0.86053,0.88860
2003,Direct migration background,Rural regions,Never,0.80977,372,372,0.76983,0.84971
2003,Indirect migration background,Urban regions,At least once per week,0.06786,50,654,0.04857,0.08715
2003,Indirect migration background,Urban regions,Seldom,0.07583,45,654,0.05553,0.09614
2003,Indirect migration background,Urban regions,Never,0.83037,559,654,0.80158,0.85915
2003,Indirect migration background,Rural regions,Never,0.90009,87,87,0.83670,0.96347
2005,No migration background,Urban regions,At least once per week,0.09334,1132,11022,0.08791,0.09877
2005,No migration background,Urban regions,At least once per month,0.08482,1050,11022,0.07962,0.09002
2005,No migration background,Urban regions,Seldom,0.13776,1590,11022,0.13133,0.14419
2005,No migration background,Urban regions,Never,0.68408,7250,11022,0.67540,0.69276
2005,No migration background,Rural regions,At least once per week,0.09526,591,6362,0.08804,0.10247
2005,No migration background,Rural regions,At least once per month,0.10685,679,6362,0.09926,0.11444
2005,No migration background,Rural regions,Seldom,0.16043,1048,6362,0.15141,0.16945
2005,No migration background,Rural regions,Never,0.63746,4044,6362,0.62564,0.64927
2005,Direct migration background,Urban regions,At least once per week,0.05195,89,1952,0.04210,0.06179
2005,Direct migration background,Urban regions,At least once per month,0.04050,78,1952,0.03176,0.04925
2005,Direct migration background,Urban regions,Seldom,0.09026,160,1952,0.07755,0.10298
2005,Direct migration background,Urban regions,Never,0.81728,1625,1952,0.80014,0.83443
2005,Direct migration background,Rural regions,Seldom,0.06085,32,354,0.03591,0.08579
2005,Direct migration background,Rural regions,Never,0.82123,322,354,0.78126,0.86120
2005,Indirect migration background,Urban regions,At least once per week,0.06967,47,693,0.05070,0.08864
2005,Indirect migration background,Urban regions,Seldom,0.14273,97,693,0.11667,0.16880
2005,Indirect migration background,Urban regions,Never,0.74678,549,693,0.71438,0.77918
2005,Indirect migration background,Rural regions,Never,0.81708,82,82,0.73289,0.90128
2007,No migration background,Urban regions,At least once per week,0.09907,1198,11013,0.09349,0.10465
2007,No migration background,Urban regions,At least once per month,0.07673,965,11013,0.07176,0.08170
2007,No migration background,Urban regions,Seldom,0.12533,1420,11013,0.11915,0.13151
2007,No migration background,Urban regions,Never,0.69887,7430,11013,0.69030,0.70744
2007,No migration background,Rural regions,At least once per week,0.09866,635,6462,0.09139,0.10593
2007,No migration background,Rural regions,At least once per month,0.10043,684,6462,0.09310,0.10776
2007,No migration background,Rural regions,Seldom,0.14291,900,6462,0.13437,0.15144
2007,No migration background,Rural regions,Never,0.65800,4243,6462,0.64643,0.66957
2007,Direct migration background,Urban regions,At least once per week,0.04650,86,1699,0.03649,0.05652
2007,Direct migration background,Urban regions,At least once per month,0.03643,60,1699,0.02752,0.04535
2007,Direct migration background,Urban regions,Seldom,0.07618,124,1699,0.06356,0.08880
2007,Direct migration background,Urban regions,Never,0.84088,1429,1699,0.82349,0.85828
2007,Direct migration background,Rural regions,Seldom,0.06799,32,344,0.04135,0.09463
2007,Direct migration background,Rural regions,Never,0.81621,312,344,0.77522,0.85720
2007,Indirect migration background,Urban regions,At least once per week,0.06726,54,640,0.04784,0.08669
2007,Indirect migration background,Urban regions,Seldom,0.13539,79,640,0.10886,0.16192
2007,Indirect migration background,Urban regions,Never,0.76950,507,640,0.73685,0.80216
2007,Indirect migration background,Rural regions,Never,0.66434,78,78,0.55886,0.76982
2008,No migration background,Urban regions,At least once per week,0.10204,1156,10453,0.09624,0.10785
2008,No migration background,Urban regions,At least once per month,0.07521,859,10453,0.07015,0.08027
2008,No migration background,Urban regions,Seldom,0.10583,1180,10453,0.09993,0.11173
2008,No migration background,Urban regions,Never,0.71692,7258,10453,0.70828,0.72556
2008,No migration background,Rural regions,At least once per week,0.10298,638,6131,0.09537,0.11059
2008,No migration background,Rural regions,At least once per month,0.08812,563,6131,0.08103,0.09522
2008,No migration background,Rural regions,Seldom,0.10920,699,6131,0.10139,0.11701
2008,No migration background,Rural regions,Never,0.69970,4231,6131,0.68822,0.71117
2008,Direct migration background,Urban regions,At least once per week,0.04224,71,1549,0.03222,0.05226
2008,Direct migration background,Urban regions,At least once per month,0.03149,52,1549,0.02279,0.04019
2008,Direct migration background,Urban regions,Seldom,0.07328,116,1549,0.06030,0.08626
2008,Direct migration background,Urban regions,Never,0.85300,1310,1549,0.83536,0.87064
2008,Direct migration background,Rural regions,Never,0.83464,276,276,0.79073,0.87855
2008,Indirect migration background,Urban regions,At least once per week,0.08451,51,626,0.06271,0.10632
2008,Indirect migration background,Urban regions,Seldom,0.12200,62,626,0.09634,0.14766
2008,Indirect migration background,Urban regions,Never,0.75919,513,626,0.72567,0.79272
2008,Indirect migration background,Rural regions,Never,0.77731,84,84,0.68780,0.86682
2009,No migration background,Urban regions,At least once per week,0.10270,1076,9708,0.09667,0.10874
2009,No migration background,Urban regions,At least once per month,0.07806,845,9708,0.07272,0.08339
2009,No migration background,Urban regions,Seldom,0.11821,1181,9708,0.11178,0.12463
2009,No migration background,Urban regions,Never,0.70103,6606,9708,0.69193,0.71014
2009,No migration background,Rural regions,At least once per week,0.10202,598,5826,0.09425,0.10980
2009,No migration background,Rural regions,At least once per month,0.09708,587,5826,0.08947,0.10468
2009,No migration background,Rural regions,Seldom,0.15310,819,5826,0.14385,0.16235
2009,No migration background,Rural regions,Never,0.64780,3822,5826,0.63553,0.66007
2009,Direct migration background,Urban regions,At least once per week,0.03543,56,1329,0.02549,0.04537
2009,Direct migration background,Urban regions,At least once per month,0.04311,57,1329,0.03219,0.05403
2009,Direct migration background,Urban regions,Seldom,0.08769,111,1329,0.07247,0.10290
2009,Direct migration background,Urban regions,Never,0.83377,1105,1329,0.81375,0.85380
2009,Direct migration background,Rural regions,Never,0.85673,255,255,0.81364,0.89981
2009,Indirect migration background,Urban regions,At least once per week,0.05640,32,588,0.03774,0.07506
2009,Indirect migration background,Urban regions,At least once per month,0.05541,39,588,0.03691,0.07392
2009,Indirect migration background,Urban regions,Seldom,0.16520,79,588,0.13516,0.19524
2009,Indirect migration background,Urban regions,Never,0.72299,438,588,0.68678,0.75919
2009,Indirect migration background,Rural regions,Never,0.75713,85,85,0.66542,0.84883
2011,No migration background,Urban regions,At least once per week,0.11167,1772,14612,0.10657,0.11678
2011,No migration background,Urban regions,At least once per month,0.08073,1359,14612,0.07631,0.08515
2011,No migration background,Urban regions,Seldom,0.13824,1998,14612,0.13264,0.14384
2011,No migration background,Urban regions,Never,0.66935,9483,14612,0.66173,0.67698
2011,No migration background,Rural regions,At least once per week,0.11614,1094,9092,0.10955,0.12273
2011,No migration background,Rural regions,At least once per month,0.10835,1041,9092,0.10196,0.11474
2011,No migration background,Rural regions,Seldom,0.13930,1197,9092,0.13218,0.14642
2011,No migration background,Rural regions,Never,0.63621,5760,9092,0.62632,0.64610
2011,Direct migration background,Urban regions,At least once per week,0.04615,118,2539,0.03799,0.05432
2011,Direct migration background,Urban regions,At least once per month,0.04630,120,2539,0.03813,0.05448
2011,Direct migration background,Urban regions,Seldom,0.09252,214,2539,0.08124,0.10379
2011,Direct migration background,Urban regions,Never,0.81503,2087,2539,0.79992,0.83013
2011,Direct migration background,Rural regions,At least once per week,0.03834,39,795,0.02498,0.05169
2011,Direct migration background,Rural regions,At least once per month,0.06236,40,795,0.04554,0.07918
2011,Direct migration background,Rural regions,Seldom,0.12044,66,795,0.09780,0.14308
2011,Direct migration background,Rural regions,Never,0.77886,650,795,0.74999,0.80772
2011,Indirect migration background,Urban regions,At least once per week,0.09239,90,1002,0.07445,0.11033
2011,Indirect migration background,Urban regions,At least once per month,0.05557,58,1002,0.04138,0.06976
2011,Indirect migration background,Urban regions,Seldom,0.14178,126,1002,0.12017,0.16339
2011,Indirect migration background,Urban regions,Never,0.71026,728,1002,0.68216,0.73837
2011,Indirect migration background,Rural regions,Never,0.71897,168,168,0.65080,0.78715
2013,No migration background,Urban regions,At least once per week,0.12286,1684,13140,0.11725,0.12847
2013,No migration background,Urban regions,At least once per month,0.08006,1225,13140,0.07542,0.08470
2013,No migration background,Urban regions,Seldom,0.10511,1425,13140,0.09986,0.11035
2013,No migration background,Urban regions,Never,0.69198,8806,13140,0.68408,0.69987
2013,No migration background,Rural regions,At least once per week,0.11931,1013,8325,0.11235,0.12628
2013,No migration background,Rural regions,At least once per month,0.09400,891,8325,0.08773,0.10027
2013,No migration background,Rural regions,Seldom,0.11658,935,8325,0.10968,0.12347
2013,No migration background,Rural regions,Never,0.67011,5486,8325,0.66001,0.68021
2013,Direct migration background,Urban regions,At least once per week,0.05604,125,2111,0.04622,0.06585
2013,Direct migration background,Urban regions,At least once per month,0.04918,99,2111,0.03995,0.05840
2013,Direct migration background,Urban regions,Seldom,0.07997,165,2111,0.06839,0.09154
2013,Direct migration background,Urban regions,Never,0.81482,1722,2111,0.79824,0.83139
2013,Direct migration background,Rural regions,At least once per week,0.06566,47,667,0.04685,0.08448
2013,Direct migration background,Rural regions,Seldom,0.05255,45,667,0.03560,0.06950
2013,Direct migration background,Rural regions,Never,0.79022,575,667,0.75930,0.82114
2013,Indirect migration background,Urban regions,At least once per week,0.09227,79,894,0.07328,0.11125
2013,Indirect migration background,Urban regions,At least once per month,0.07204,65,894,0.05508,0.08899
2013,Indirect migration background,Urban regions,Seldom,0.09580,98,894,0.07650,0.11510
2013,Indirect migration background,Urban regions,Never,0.73990,652,894,0.71113,0.76867
2013,Indirect migration background,Rural regions,Never,0.78354,155,155,0.71849,0.84858
2015,No migration background,Urban regions,At least once per week,0.11998,1533,11654,0.11408,0.12588
2015,No migration background,Urban regions,At least once per month,0.09165,1186,11654,0.08642,0.09689
2015,No migration background,Urban regions,Seldom,0.13512,1563,11654,0.12892,0.14133
2015,No migration background,Urban regions,Never,0.65325,7372,11654,0.64461,0.66189
2015,No migration background,Rural regions,At least once per week,0.11027,880,7407,0.10314,0.11740
2015,No migration background,Rural regions,At least once per month,0.10733,888,7407,0.10028,0.11438
2015,No migration background,Rural regions,Seldom,0.13926,1074,7407,0.13138,0.14715
2015,No migration background,Rural regions,Never,0.64313,4565,7407,0.63222,0.65405
2015,Direct migration background,Urban regions,At least once per week,0.05241,218,4498,0.04589,0.05892
2015,Direct migration background,Urban regions,At least once per month,0.03632,167,4498,0.03085,0.04179
2015,Direct migration background,Urban regions,Seldom,0.08060,374,4498,0.07265,0.08856
2015,Direct migration background,Urban regions,Never,0.83067,3739,4498,0.81971,0.84163
2015,Direct migration background,Rural regions,At least once per week,0.05079,72,1531,0.03979,0.06179
2015,Direct migration background,Rural regions,At least once per month,0.05585,62,1531,0.04434,0.06736
2015,Direct migration background,Rural regions,Seldom,0.09568,132,1531,0.08094,0.11042
2015,Direct migration background,Rural regions,Never,0.79768,1265,1531,0.77755,0.81781
2015,Indirect migration background,Urban regions,At least once per week,0.08311,96,1296,0.06807,0.09814
2015,Indirect migration background,Urban regions,At least once per month,0.04600,91,1296,0.03459,0.05741
2015,Indirect migration background,Urban regions,Seldom,0.13270,171,1296,0.11423,0.15118
2015,Indirect migration background,Urban regions,Never,0.73819,938,1296,0.71425,0.76213
2015,Indirect migration background,Rural regions,Seldom,0.20125,42,253,0.15175,0.25076
2015,Indirect migration background,Rural regions,Never,0.63727,211,253,0.57791,0.69663
2017,No migration background,Urban regions,At least once per week,0.13053,1659,12255,0.12457,0.13650
2017,No migration background,Urban regions,At least once per month,0.09403,1308,12255,0.08887,0.09920
