,Unnamed: 0,year,age_gr,sampreg,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
195,195,1997,17-29 y.,East,At least once per week,0.04815,34,12653,0.03636,0.06316
196,196,1997,17-29 y.,East,At least once per month,0.04861,37,12653,0.03795,0.05976
197,197,1997,17-29 y.,East,Seldom,0.114,94,12653,0.09746,0.12917
198,198,1997,17-29 y.,East,Never,0.78924,664,12653,0.74984,0.82878
199,199,1997,30-45 y.,West,At least once per week,0.09085,269,12653,0.08251,0.09927
200,200,1997,30-45 y.,West,At least once per month,0.08247,229,12653,0.07551,0.09067
201,201,1997,30-45 y.,West,Seldom,0.14976,468,12653,0.13972,0.16066
202,202,1997,30-45 y.,West,Never,0.67692,2203,12653,0.65298,0.69891
203,203,1997,30-45 y.,East,At least once per week,0.04509,51,12653,0.03925,0.05402
204,204,1997,30-45 y.,East,At least once per month,0.07521,86,12653,0.06714,0.08321
205,205,1997,30-45 y.,East,Seldom,0.1127,141,12653,0.10097,0.12584
206,206,1997,30-45 y.,East,Never,0.767,906,12653,0.73425,0.79188
207,207,1997,46-65 y.,West,At least once per week,0.09421,230,12653,0.08716,0.10109
208,208,1997,46-65 y.,West,At least once per month,0.08075,193,12653,0.07246,0.08779
209,209,1997,46-65 y.,West,Seldom,0.13758,337,12653,0.12786,0.14816
210,210,1997,46-65 y.,West,Never,0.68747,1899,12653,0.66212,0.70849
211,211,1997,46-65 y.,East,At least once per week,0.05293,70,12653,0.04804,0.05745
212,212,1997,46-65 y.,East,At least once per month,0.07403,94,12653,0.06632,0.08273
213,213,1997,46-65 y.,East,Seldom,0.08768,115,12653,0.07916,0.09637
214,214,1997,46-65 y.,East,Never,0.78536,885,12653,0.7572,0.81611
215,215,1997,66 and older,West,At least once per week,0.04938,57,12653,0.04316,0.05562
216,216,1997,66 and older,West,At least once per month,0.07207,71,12653,0.06424,0.08206
217,217,1997,66 and older,West,Seldom,0.0631,71,12653,0.05547,0.07059
218,218,1997,66 and older,West,Never,0.81545,914,12653,0.78853,0.84763
219,219,1997,66 and older,East,Never,1.0,352,12653,0.96116,1.04676
220,220,1998,17-29 y.,West,At least once per week,0.07871,174,14051,0.07107,0.08725
221,221,1998,17-29 y.,West,At least once per month,0.04913,103,14051,0.04357,0.05601
222,222,1998,17-29 y.,West,Seldom,0.11183,231,14051,0.10173,0.12208
223,223,1998,17-29 y.,West,Never,0.76032,1778,14051,0.73459,0.79013
224,224,1998,17-29 y.,East,At least once per week,0.04613,39,14051,0.03511,0.06176
225,225,1998,17-29 y.,East,Seldom,0.07569,74,14051,0.06275,0.08976
226,226,1998,17-29 y.,East,Never,0.87818,723,14051,0.83833,0.92957
227,227,1998,30-45 y.,West,At least once per week,0.07815,273,14051,0.0725,0.08561
228,228,1998,30-45 y.,West,At least once per month,0.07927,281,14051,0.07286,0.08534
229,229,1998,30-45 y.,West,Seldom,0.1272,409,14051,0.11982,0.1368
230,230,1998,30-45 y.,West,Never,0.71538,2590,14051,0.69649,0.73452
231,231,1998,30-45 y.,East,At least once per week,0.05434,70,14051,0.04781,0.06102
232,232,1998,30-45 y.,East,At least once per month,0.07088,86,14051,0.06322,0.0784
233,233,1998,30-45 y.,East,Seldom,0.07156,99,14051,0.06117,0.08163
234,234,1998,30-45 y.,East,Never,0.80322,989,14051,0.77134,0.83384
235,235,1998,46-65 y.,West,At least once per week,0.10147,296,14051,0.09589,0.10804
236,236,1998,46-65 y.,West,At least once per month,0.08339,243,14051,0.07767,0.08851
237,237,1998,46-65 y.,West,Seldom,0.11924,329,14051,0.11251,0.12827
238,238,1998,46-65 y.,West,Never,0.6959,2218,14051,0.67859,0.71705
239,239,1998,46-65 y.,East,At least once per week,0.04696,69,14051,0.04195,0.05265
240,240,1998,46-65 y.,East,At least once per month,0.06781,91,14051,0.0602,0.07521
241,241,1998,46-65 y.,East,Seldom,0.0912,117,14051,0.08248,0.10111
242,242,1998,46-65 y.,East,Never,0.79403,988,14051,0.76223,0.82394
243,243,1998,66 and older,West,At least once per week,0.05667,78,14051,0.05118,0.0631
244,244,1998,66 and older,West,At least once per month,0.0611,76,14051,0.05501,0.06853
245,245,1998,66 and older,West,Seldom,0.07589,104,14051,0.06868,0.08386
246,246,1998,66 and older,West,Never,0.80633,1101,14051,0.7803,0.83414
247,247,1998,66 and older,East,At least once per month,0.07445,32,14051,0.06345,0.08719
248,248,1998,66 and older,East,Never,0.92555,390,14051,0.88359,0.9596
249,249,1999,17-29 y.,West,At least once per week,0.08058,160,13525,0.07351,0.08859
250,250,1999,17-29 y.,West,At least once per month,0.05963,120,13525,0.05352,0.06651
251,251,1999,17-29 y.,West,Seldom,0.16212,328,13525,0.14921,0.17656
252,252,1999,17-29 y.,West,Never,0.69767,1518,13525,0.67143,0.73013
253,253,1999,17-29 y.,East,At least once per week,0.0473,38,13525,0.03549,0.06135
254,254,1999,17-29 y.,East,At least once per month,0.04232,41,13525,0.03266,0.05122
255,255,1999,17-29 y.,East,Seldom,0.16479,122,13525,0.14442,0.19076
256,256,1999,17-29 y.,East,Never,0.74559,628,13525,0.70065,0.7862
257,257,1999,30-45 y.,West,At least once per week,0.08458,289,13525,0.07742,0.09228
258,258,1999,30-45 y.,West,At least once per month,0.0747,252,13525,0.06865,0.08077
259,259,1999,30-45 y.,West,Seldom,0.16495,531,13525,0.15488,0.17767
260,260,1999,30-45 y.,West,Never,0.67578,2405,13525,0.65628,0.69538
261,261,1999,30-45 y.,East,At least once per week,0.05324,67,13525,0.04584,0.06116
262,262,1999,30-45 y.,East,At least once per month,0.06854,87,13525,0.06052,0.07864
263,263,1999,30-45 y.,East,Seldom,0.12959,158,13525,0.11808,0.14475
264,264,1999,30-45 y.,East,Never,0.74862,908,13525,0.7203,0.78428
265,265,1999,46-65 y.,West,At least once per week,0.10528,288,13525,0.09942,0.11219
266,266,1999,46-65 y.,West,At least once per month,0.08285,227,13525,0.07633,0.0881
267,267,1999,46-65 y.,West,Seldom,0.15137,425,13525,0.14196,0.16104
268,268,1999,46-65 y.,West,Never,0.66051,1986,13525,0.64165,0.67729
269,269,1999,46-65 y.,East,At least once per week,0.05247,76,13525,0.04526,0.06219
270,270,1999,46-65 y.,East,At least once per month,0.07639,106,13525,0.06881,0.08317
271,271,1999,46-65 y.,East,Seldom,0.11274,149,13525,0.1024,0.12341
272,272,1999,46-65 y.,East,Never,0.7584,900,13525,0.72917,0.79845
273,273,1999,66 and older,West,At least once per week,0.06035,77,13525,0.05505,0.06734
274,274,1999,66 and older,West,At least once per month,0.06078,77,13525,0.05481,0.06789
275,275,1999,66 and older,West,Seldom,0.07975,102,13525,0.07172,0.08706
276,276,1999,66 and older,West,Never,0.79913,1035,13525,0.77476,0.82475
277,277,1999,66 and older,East,At least once per month,0.08707,34,13525,0.0743,0.09766
278,278,1999,66 and older,East,Never,0.91293,391,13525,0.8795,0.95476
279,279,2001,17-29 y.,West,At least once per week,0.07813,226,21682,0.07235,0.08482
280,280,2001,17-29 y.,West,At least once per month,0.05532,159,21682,0.05039,0.0619
281,281,2001,17-29 y.,West,Seldom,0.12756,391,21682,0.11783,0.13484
282,282,2001,17-29 y.,West,Never,0.73899,2195,21682,0.7152,0.75753
283,283,2001,17-29 y.,East,At least once per week,0.05044,55,21682,0.04112,0.06227
284,284,2001,17-29 y.,East,At least once per month,0.05274,60,21682,0.04421,0.06179
285,285,2001,17-29 y.,East,Seldom,0.13292,157,21682,0.11772,0.14709
286,286,2001,17-29 y.,East,Never,0.7639,831,21682,0.72857,0.7974
287,287,2001,30-45 y.,West,At least once per week,0.08839,508,21682,0.08383,0.09265
288,288,2001,30-45 y.,West,At least once per month,0.07551,437,21682,0.07129,0.0796
289,289,2001,30-45 y.,West,Seldom,0.15205,807,21682,0.14478,0.15958
290,290,2001,30-45 y.,West,Never,0.68405,3885,21682,0.66963,0.70074
291,291,2001,30-45 y.,East,At least once per week,0.05863,91,21682,0.05157,0.06548
292,292,2001,30-45 y.,East,At least once per month,0.07167,119,21682,0.06456,0.07949
293,293,2001,30-45 y.,East,Seldom,0.13341,223,21682,0.12428,0.14492
294,294,2001,30-45 y.,East,Never,0.7363,1197,21682,0.71088,0.76154
295,295,2001,46-65 y.,West,At least once per week,0.09695,520,21682,0.09226,0.1008
296,296,2001,46-65 y.,West,At least once per month,0.09741,494,21682,0.09316,0.10156
297,297,2001,46-65 y.,West,Seldom,0.11584,590,21682,0.11107,0.12158
298,298,2001,46-65 y.,West,Never,0.6898,3562,21682,0.67355,0.7027
299,299,2001,46-65 y.,East,At least once per week,0.05795,120,21682,0.05244,0.0637
300,300,2001,46-65 y.,East,At least once per month,0.0823,165,21682,0.07614,0.09
301,301,2001,46-65 y.,East,Seldom,0.10981,206,21682,0.10074,0.11796
302,302,2001,46-65 y.,East,Never,0.74994,1337,21682,0.73096,0.77089
303,303,2001,66 and older,West,At least once per week,0.07379,182,21682,0.06833,0.07914
304,304,2001,66 and older,West,At least once per month,0.05905,153,21682,0.05586,0.06318
305,305,2001,66 and older,West,Seldom,0.08243,211,21682,0.07755,0.08786
306,306,2001,66 and older,West,Never,0.78472,1966,21682,0.76567,0.7989
307,307,2001,66 and older,East,At least once per week,0.04761,39,21682,0.04191,0.05441
308,308,2001,66 and older,East,At least once per month,0.0611,52,21682,0.05651,0.06639
309,309,2001,66 and older,East,Seldom,0.06043,56,21682,0.05452,0.06663
310,310,2001,66 and older,East,Never,0.83086,688,21682,0.80582,0.85641
311,311,2003,17-29 y.,West,At least once per week,0.0853,282,22041,0.07699,0.09413
312,312,2003,17-29 y.,West,At least once per month,0.04083,140,22041,0.03588,0.04751
313,313,2003,17-29 y.,West,Seldom,0.10294,308,22041,0.09451,0.11367
314,314,2003,17-29 y.,West,Never,0.77094,2184,22041,0.74714,0.79821
315,315,2003,17-29 y.,East,At least once per week,0.094,80,22041,0.07739,0.11163
316,316,2003,17-29 y.,East,At least once per month,0.04013,49,22041,0.03021,0.05169
317,317,2003,17-29 y.,East,Seldom,0.07938,98,22041,0.06745,0.09377
318,318,2003,17-29 y.,East,Never,0.78649,840,22041,0.7387,0.83418
319,319,2003,30-45 y.,West,At least once per week,0.09248,516,22041,0.08637,0.09817
320,320,2003,30-45 y.,West,At least once per month,0.07949,442,22041,0.07362,0.08539
321,321,2003,30-45 y.,West,Seldom,0.13287,710,22041,0.12534,0.14026
322,322,2003,30-45 y.,West,Never,0.69516,3760,22041,0.67604,0.713
323,323,2003,30-45 y.,East,At least once per week,0.06333,91,22041,0.05336,0.07228
324,324,2003,30-45 y.,East,At least once per month,0.06299,104,22041,0.0534,0.0738
325,325,2003,30-45 y.,East,Seldom,0.10346,155,22041,0.09113,0.12068
326,326,2003,30-45 y.,East,Never,0.77022,1132,22041,0.73136,0.8039
327,327,2003,46-65 y.,West,At least once per week,0.0985,650,22041,0.0916,0.10528
328,328,2003,46-65 y.,West,At least once per month,0.08199,494,22041,0.07577,0.08826
329,329,2003,46-65 y.,West,Seldom,0.10799,646,22041,0.10123,0.115
330,330,2003,46-65 y.,West,Never,0.71153,3873,22041,0.69843,0.72853
331,331,2003,46-65 y.,East,At least once per week,0.05717,132,22041,0.05028,0.06461
332,332,2003,46-65 y.,East,At least once per month,0.0654,137,22041,0.05793,0.07435
333,333,2003,46-65 y.,East,Seldom,0.08596,177,22041,0.07655,0.09532
334,334,2003,46-65 y.,East,Never,0.79147,1427,22041,0.76337,0.81829
335,335,2003,66 and older,West,At least once per week,0.07997,223,22041,0.07332,0.08694
336,336,2003,66 and older,West,At least once per month,0.06555,195,22041,0.06027,0.0724
337,337,2003,66 and older,West,Seldom,0.07181,213,22041,0.06621,0.07724
338,338,2003,66 and older,West,Never,0.78267,2078,22041,0.7636,0.80044
339,339,2003,66 and older,East,At least once per week,0.04298,39,22041,0.03526,0.05042
340,340,2003,66 and older,East,At least once per month,0.06444,60,22041,0.05549,0.07268
