,Unnamed: 0,year,bula_h,migback,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
153,153,1990,Baden-Wuerttemberg,No migration background,Seldom,0.15832,174,13100,0.14835,0.16809
154,154,1990,Baden-Wuerttemberg,No migration background,Never,0.62595,628,13100,0.60269,0.65037
155,155,1990,Baden-Wuerttemberg,Direct migration background,Seldom,0.14577,64,13100,0.11154,0.18132
156,156,1990,Baden-Wuerttemberg,Direct migration background,Never,0.85423,572,13100,0.77285,0.9367
157,157,1990,Baden-Wuerttemberg,Indirect migration background,Never,1.0,64,13100,0.68519,1.34244
158,158,1990,Bavaria,No migration background,At least once per week,0.09112,114,13100,0.08481,0.09886
159,159,1990,Bavaria,No migration background,At least once per month,0.08078,103,13100,0.07614,0.08559
160,160,1990,Bavaria,No migration background,Seldom,0.14054,169,13100,0.13252,0.14733
161,161,1990,Bavaria,No migration background,Never,0.68757,797,13100,0.66724,0.70734
162,162,1990,Bavaria,Direct migration background,Seldom,0.15831,33,13100,0.12498,0.19712
163,163,1990,Bavaria,Direct migration background,Never,0.84169,284,13100,0.75191,0.94427
164,164,1990,Bavaria,Indirect migration background,Never,1.0,45,13100,0.71042,1.38041
165,165,1990,Berlin,No migration background,At least once per week,0.05094,31,13100,0.04054,0.06306
166,166,1990,Berlin,No migration background,At least once per month,0.05757,33,13100,0.04793,0.06941
167,167,1990,Berlin,No migration background,Seldom,0.09959,50,13100,0.08484,0.11678
168,168,1990,Berlin,No migration background,Never,0.7919,379,13100,0.74199,0.83672
169,169,1990,Berlin,Direct migration background,Never,1.0,97,13100,0.81743,1.18769
170,170,1990,Brandenburg,No migration background,At least once per week,0.04811,36,13100,0.04474,0.05224
171,171,1990,Brandenburg,No migration background,At least once per month,0.12149,93,13100,0.11314,0.12931
172,172,1990,Brandenburg,No migration background,Seldom,0.10777,75,13100,0.09763,0.11989
173,173,1990,Brandenburg,No migration background,Never,0.72262,491,13100,0.69803,0.74821
174,174,1990,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.08327,43,13100,0.07311,0.09311
175,175,1990,Mecklenburg-Western Pomerania,No migration background,Seldom,0.10473,50,13100,0.09487,0.11467
176,176,1990,Mecklenburg-Western Pomerania,No migration background,Never,0.81201,356,13100,0.77484,0.84649
177,177,1990,Saxony,No migration background,At least once per week,0.05492,75,13100,0.05133,0.06032
178,178,1990,Saxony,No migration background,At least once per month,0.1162,150,13100,0.10901,0.12437
179,179,1990,Saxony,No migration background,Seldom,0.11089,164,13100,0.10607,0.11556
180,180,1990,Saxony,No migration background,Never,0.71799,864,13100,0.69785,0.73815
181,181,1990,Saxony-Anhalt,No migration background,At least once per week,0.09165,65,13100,0.07872,0.10736
182,182,1990,Saxony-Anhalt,No migration background,At least once per month,0.10484,86,13100,0.09391,0.11996
183,183,1990,Saxony-Anhalt,No migration background,Seldom,0.08022,73,13100,0.07303,0.08701
184,184,1990,Saxony-Anhalt,No migration background,Never,0.72328,538,13100,0.69843,0.75309
185,185,1990,Thuringa,No migration background,At least once per week,0.07279,55,13100,0.06292,0.08356
186,186,1990,Thuringa,No migration background,At least once per month,0.10296,84,13100,0.09392,0.11146
187,187,1990,Thuringa,No migration background,Seldom,0.08378,66,13100,0.07536,0.09163
188,188,1990,Thuringa,No migration background,Never,0.74047,505,13100,0.71281,0.77441
189,189,1992,Schleswig-Holstein,No migration background,Never,1.0,188,12443,0.94987,1.05576
190,190,1992,Hamburg,No migration background,Never,1.0,87,12443,0.88952,1.09385
191,191,1992,Hamburg,Direct migration background,Never,1.0,33,12443,0.76195,1.2466
192,192,1992,Lower Saxony,No migration background,At least once per week,0.07952,63,12443,0.071,0.09053
193,193,1992,Lower Saxony,No migration background,At least once per month,0.0609,51,12443,0.05506,0.0677
194,194,1992,Lower Saxony,No migration background,Seldom,0.12066,99,12443,0.10988,0.13295
195,195,1992,Lower Saxony,No migration background,Never,0.73893,577,12443,0.70964,0.77004
196,196,1992,Lower Saxony,Direct migration background,Never,1.0,117,12443,0.84504,1.20135
197,197,1992,Bremen,No migration background,Never,1.0,64,12443,0.89255,1.10057
198,198,1992,North Rhine-Westphalia,No migration background,At least once per week,0.06942,123,12443,0.06549,0.07443
199,199,1992,North Rhine-Westphalia,No migration background,At least once per month,0.05947,92,12443,0.05403,0.06699
200,200,1992,North Rhine-Westphalia,No migration background,Seldom,0.1155,199,12443,0.10805,0.12292
201,201,1992,North Rhine-Westphalia,No migration background,Never,0.75561,1342,12443,0.73774,0.77596
202,202,1992,North Rhine-Westphalia,Direct migration background,Seldom,0.10497,49,12443,0.07967,0.13138
203,203,1992,North Rhine-Westphalia,Direct migration background,Never,0.89503,535,12443,0.82115,0.96245
204,204,1992,North Rhine-Westphalia,Indirect migration background,Never,1.0,97,12443,0.80778,1.24822
205,205,1992,Hesse,No migration background,At least once per week,0.09344,52,12443,0.08342,0.1059
206,206,1992,Hesse,No migration background,At least once per month,0.07021,44,12443,0.06224,0.07818
207,207,1992,Hesse,No migration background,Seldom,0.13174,83,12443,0.11645,0.14921
208,208,1992,Hesse,No migration background,Never,0.70461,400,12443,0.6714,0.73744
209,209,1992,Hesse,Direct migration background,Never,1.0,297,12443,0.87522,1.1361
210,210,1992,Hesse,Indirect migration background,Never,1.0,36,12443,0.7272,1.31418
211,211,1992,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.07245,37,12443,0.06419,0.07998
212,212,1992,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.06799,38,12443,0.05959,0.07945
213,213,1992,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.12113,73,12443,0.10919,0.13386
214,214,1992,"Rhineland-Palatinate, Saarland",No migration background,Never,0.73843,379,12443,0.7064,0.77692
215,215,1992,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,97,12443,0.85224,1.17029
216,216,1992,Baden-Wuerttemberg,No migration background,At least once per week,0.10467,113,12443,0.09615,0.11472
217,217,1992,Baden-Wuerttemberg,No migration background,At least once per month,0.09295,95,12443,0.08269,0.10439
218,218,1992,Baden-Wuerttemberg,No migration background,Seldom,0.16445,160,12443,0.15336,0.17551
219,219,1992,Baden-Wuerttemberg,No migration background,Never,0.63794,608,12443,0.61111,0.66658
220,220,1992,Baden-Wuerttemberg,Direct migration background,Seldom,0.115,53,12443,0.08861,0.15385
221,221,1992,Baden-Wuerttemberg,Direct migration background,Never,0.885,564,12443,0.81025,0.97206
222,222,1992,Baden-Wuerttemberg,Indirect migration background,Never,1.0,71,12443,0.7718,1.3018
223,223,1992,Bavaria,No migration background,At least once per week,0.07266,95,12443,0.06574,0.07861
224,224,1992,Bavaria,No migration background,At least once per month,0.07614,102,12443,0.0702,0.08271
225,225,1992,Bavaria,No migration background,Seldom,0.10659,135,12443,0.0978,0.11876
226,226,1992,Bavaria,No migration background,Never,0.7446,871,12443,0.71926,0.76917
227,227,1992,Bavaria,Direct migration background,Never,1.0,301,12443,0.88398,1.13624
228,228,1992,Bavaria,Indirect migration background,Never,1.0,54,12443,0.71707,1.35612
229,229,1992,Berlin,No migration background,Seldom,0.10492,42,12443,0.08779,0.12441
230,230,1992,Berlin,No migration background,Never,0.89508,385,12443,0.84332,0.94448
231,231,1992,Berlin,Direct migration background,Never,1.0,85,12443,0.83189,1.17502
232,232,1992,Brandenburg,No migration background,At least once per month,0.05867,35,12443,0.05023,0.06897
233,233,1992,Brandenburg,No migration background,Seldom,0.09642,58,12443,0.08378,0.11268
234,234,1992,Brandenburg,No migration background,Never,0.84491,517,12443,0.80854,0.88054
235,235,1992,Mecklenburg-Western Pomerania,No migration background,Seldom,0.09756,43,12443,0.08343,0.10936
236,236,1992,Mecklenburg-Western Pomerania,No migration background,Never,0.90244,315,12443,0.85376,0.95809
237,237,1992,Saxony,No migration background,At least once per week,0.03652,46,12443,0.03254,0.04128
238,238,1992,Saxony,No migration background,At least once per month,0.0539,65,12443,0.04904,0.06005
239,239,1992,Saxony,No migration background,Seldom,0.07986,98,12443,0.07378,0.08581
240,240,1992,Saxony,No migration background,Never,0.82972,892,12443,0.79841,0.85537
241,241,1992,Saxony,Direct migration background,Never,1.0,34,12443,0.85993,1.14823
242,242,1992,Saxony-Anhalt,No migration background,At least once per week,0.05165,32,12443,0.04101,0.06524
243,243,1992,Saxony-Anhalt,No migration background,At least once per month,0.05211,44,12443,0.04475,0.06
244,244,1992,Saxony-Anhalt,No migration background,Seldom,0.09016,75,12443,0.08025,0.09937
245,245,1992,Saxony-Anhalt,No migration background,Never,0.80609,578,12443,0.7591,0.85038
246,246,1992,Thuringa,No migration background,At least once per month,0.0624,45,12443,0.05414,0.07145
247,247,1992,Thuringa,No migration background,Seldom,0.08907,70,12443,0.08112,0.0987
248,248,1992,Thuringa,No migration background,Never,0.84853,510,12443,0.80853,0.88543
249,249,1994,Schleswig-Holstein,No migration background,Never,1.0,192,12047,0.93583,1.06774
250,250,1994,Hamburg,No migration background,Never,1.0,86,12047,0.90106,1.11822
251,251,1994,Lower Saxony,No migration background,At least once per week,0.07382,60,12047,0.06454,0.08415
252,252,1994,Lower Saxony,No migration background,At least once per month,0.06341,54,12047,0.05635,0.07108
253,253,1994,Lower Saxony,No migration background,Seldom,0.12893,101,12047,0.11601,0.14264
254,254,1994,Lower Saxony,No migration background,Never,0.73384,578,12047,0.69948,0.76436
255,255,1994,Lower Saxony,Direct migration background,Never,1.0,109,12047,0.81155,1.22345
256,256,1994,Bremen,No migration background,Never,1.0,54,12047,0.87159,1.14233
257,257,1994,North Rhine-Westphalia,No migration background,At least once per week,0.06793,123,12047,0.06299,0.0734
258,258,1994,North Rhine-Westphalia,No migration background,At least once per month,0.06092,96,12047,0.05423,0.0682
259,259,1994,North Rhine-Westphalia,No migration background,Seldom,0.1081,194,12047,0.1007,0.1169
260,260,1994,North Rhine-Westphalia,No migration background,Never,0.76305,1305,12047,0.7417,0.79224
261,261,1994,North Rhine-Westphalia,Direct migration background,Seldom,0.09716,48,12047,0.07228,0.12492
262,262,1994,North Rhine-Westphalia,Direct migration background,Never,0.90284,496,12047,0.83278,0.98196
263,263,1994,North Rhine-Westphalia,Indirect migration background,Never,1.0,111,12047,0.83199,1.21003
264,264,1994,Hesse,No migration background,At least once per week,0.10352,53,12047,0.08747,0.11748
265,265,1994,Hesse,No migration background,At least once per month,0.0782,47,12047,0.0679,0.08709
266,266,1994,Hesse,No migration background,Seldom,0.13318,79,12047,0.11842,0.14844
267,267,1994,Hesse,No migration background,Never,0.68511,381,12047,0.64874,0.72272
268,268,1994,Hesse,Direct migration background,Never,1.0,273,12047,0.87332,1.13289
269,269,1994,Hesse,Indirect migration background,Never,1.0,48,12047,0.68369,1.32252
270,270,1994,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.08562,39,12047,0.07649,0.09667
271,271,1994,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.06624,39,12047,0.05625,0.07456
272,272,1994,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.12563,69,12047,0.11155,0.14665
273,273,1994,"Rhineland-Palatinate, Saarland",No migration background,Never,0.72252,365,12047,0.67863,0.75959
274,274,1994,"Rhineland-Palatinate, Saarland",Direct migration background,Never,1.0,89,12047,0.84547,1.19517
275,275,1994,Baden-Wuerttemberg,No migration background,At least once per week,0.11031,117,12047,0.10071,0.12058
276,276,1994,Baden-Wuerttemberg,No migration background,At least once per month,0.10199,104,12047,0.09368,0.10997
277,277,1994,Baden-Wuerttemberg,No migration background,Seldom,0.16951,166,12047,0.15391,0.18599
278,278,1994,Baden-Wuerttemberg,No migration background,Never,0.61819,583,12047,0.59003,0.65007
279,279,1994,Baden-Wuerttemberg,Direct migration background,Seldom,0.1207,72,12047,0.0901,0.15027
280,280,1994,Baden-Wuerttemberg,Direct migration background,Never,0.8793,502,12047,0.80347,0.96145
281,281,1994,Baden-Wuerttemberg,Indirect migration background,Never,1.0,89,12047,0.83569,1.20814
282,282,1994,Bavaria,No migration background,At least once per week,0.07374,92,12047,0.0668,0.08105
283,283,1994,Bavaria,No migration background,At least once per month,0.08883,98,12047,0.07926,0.10012
284,284,1994,Bavaria,No migration background,Seldom,0.13433,164,12047,0.12287,0.14799
285,285,1994,Bavaria,No migration background,Never,0.7031,818,12047,0.6775,0.72745
286,286,1994,Bavaria,Direct migration background,Never,1.0,265,12047,0.87276,1.14862
287,287,1994,Bavaria,Indirect migration background,Never,1.0,59,12047,0.75227,1.24379
288,288,1994,Berlin,No migration background,Seldom,0.10288,42,12047,0.08898,0.12413
289,289,1994,Berlin,No migration background,Never,0.89712,357,12047,0.84942,0.95304
290,290,1994,Berlin,Direct migration background,Never,1.0,70,12047,0.84337,1.20712
291,291,1994,Brandenburg,No migration background,At least once per month,0.06032,31,12047,0.04857,0.07224
292,292,1994,Brandenburg,No migration background,Seldom,0.08093,50,12047,0.06931,0.09356
293,293,1994,Brandenburg,No migration background,Never,0.85875,487,12047,0.82252,0.89746
294,294,1994,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.09601,33,12047,0.07906,0.11091
295,295,1994,Mecklenburg-Western Pomerania,No migration background,Seldom,0.0802,36,12047,0.06651,0.09242
296,296,1994,Mecklenburg-Western Pomerania,No migration background,Never,0.82379,319,12047,0.76922,0.87898
297,297,1994,Saxony,No migration background,At least once per week,0.0321,38,12047,0.02773,0.03719
298,298,1994,Saxony,No migration background,At least once per month,0.07012,77,12047,0.06303,0.07922
