year,migback,quintil_oecd,pli0096_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Direct migration background,4th Quintile,Seldom,0.04742268041237113,14443,0.0439563454074607,0.050889015417281566
1985,Direct migration background,4th Quintile,At least once per month,0.030927835051546393,14443,0.028104384503278953,0.03375128559981383
1985,Direct migration background,4th Quintile,At least once per week,0.026804123711340205,14443,0.024170047703700372,0.029438199718980037
1985,Direct migration background,5th Quintile,Never,0.8721311475409836,14443,0.8666848589755548,0.8775774361064125
1985,Direct migration background,5th Quintile,Seldom,0.05245901639344262,14443,0.048822911199068765,0.05609512158781648
1985,Direct migration background,5th Quintile,At least once per week,0.04590163934426229,14443,0.04248862558801734,0.04931465310050725
1985,Direct migration background,5th Quintile,At least once per month,0.029508196721311476,14443,0.02674828852244202,0.03226810492018094
1985,Indirect migration background,1st Quintile,Never,0.9354838709677419,14443,0.9314772369992559,0.9394905049362279
1985,Indirect migration background,1st Quintile,Seldom,0.03225806451612903,14443,0.029376513590568396,0.03513961544168967
1985,Indirect migration background,1st Quintile,At least once per week,0.03225806451612903,14443,0.029376513590568396,0.03513961544168967
1985,Indirect migration background,2nd Quintile,Never,0.8461538461538461,14443,0.8402695387353388,0.8520381535723535
1985,Indirect migration background,2nd Quintile,At least once per month,0.07692307692307693,14443,0.07257722788192808,0.08126892596422577
1985,Indirect migration background,2nd Quintile,At least once per week,0.05128205128205128,14443,0.04768473503993511,0.05487936752416745
1985,Indirect migration background,2nd Quintile,Seldom,0.02564102564102564,14443,0.023063193958588888,0.028218857323462392
1985,Indirect migration background,3rd Quintile,Never,0.7857142857142857,14443,0.7790222800483851,0.7924062913801863
1985,Indirect migration background,3rd Quintile,At least once per week,0.10714285714285714,14443,0.10209856807723794,0.11218714620847633
1985,Indirect migration background,3rd Quintile,Seldom,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,Indirect migration background,3rd Quintile,At least once per month,0.03571428571428571,14443,0.03268771227491419,0.038740859153657235
1985,Indirect migration background,4th Quintile,Never,0.7857142857142857,14443,0.7790222800483851,0.7924062913801863
1985,Indirect migration background,4th Quintile,Seldom,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Indirect migration background,4th Quintile,At least once per week,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,Indirect migration background,5th Quintile,Never,0.9,14443,0.8951072996281587,0.9048927003718413
1985,Indirect migration background,5th Quintile,At least once per week,0.1,14443,0.09510729962815871,0.1048927003718413
1986,No migration background,1st Quintile,Never,0.8084577114427861,13742,0.8018782235931791,0.8150371992923932
1986,No migration background,1st Quintile,Seldom,0.07711442786069651,13742,0.0726540377126064,0.08157481800878663
1986,No migration background,1st Quintile,At least once per week,0.06467661691542288,13742,0.0605643088395747,0.06878892499127107
1986,No migration background,1st Quintile,At least once per month,0.04975124378109453,13742,0.046115847777511355,0.053386639784677704
1986,No migration background,2nd Quintile,Never,0.7584434654919237,13742,0.7512869419969527,0.7655999889868946
1986,No migration background,2nd Quintile,At least once per week,0.08223201174743025,13742,0.07763878368475086,0.08682523981010964
1986,No migration background,2nd Quintile,At least once per month,0.08076358296622614,13742,0.07620791043581468,0.0853192554966376
1986,No migration background,2nd Quintile,Seldom,0.07856093979441997,13742,0.07406243960162122,0.08305943998721872
1986,No migration background,3rd Quintile,Never,0.744466800804829,13742,0.7371742840931629,0.751759317516495
1986,No migration background,3rd Quintile,At least once per week,0.09792085848423876,13742,0.09295160643070631,0.10289011053777121
1986,No migration background,3rd Quintile,Seldom,0.0892018779342723,13742,0.08443615092694676,0.09396760494159784
1986,No migration background,3rd Quintile,At least once per month,0.06841046277665996,13742,0.0641895666504636,0.07263135890285632
1986,No migration background,4th Quintile,Never,0.7447447447447447,13742,0.7374548347045706,0.7520346547849188
1986,No migration background,4th Quintile,At least once per week,0.09069069069069069,13742,0.08588928643968957,0.09549209494169181
1986,No migration background,4th Quintile,Seldom,0.08468468468468468,13742,0.08002969308882407,0.08933967628054529
1986,No migration background,4th Quintile,At least once per month,0.07987987987987988,13742,0.07534702239825573,0.08441273736150402
1986,No migration background,5th Quintile,Never,0.7418079096045198,13742,0.7344906528204518,0.7491251663885878
1986,No migration background,5th Quintile,Seldom,0.09378531073446328,13742,0.08891099049215304,0.09865963097677352
1986,No migration background,5th Quintile,At least once per week,0.09209039548022599,13742,0.08725580632546194,0.09692498463499004
1986,No migration background,5th Quintile,At least once per month,0.07231638418079096,13742,0.0679857709928678,0.07664699736871412
1986,Direct migration background,1st Quintile,Never,0.914249684741488,13742,0.9095682241529381,0.918931145330038
1986,Direct migration background,1st Quintile,Seldom,0.03656998738965952,13742,0.03343162138946514,0.039708353389853894
1986,Direct migration background,1st Quintile,At least once per week,0.029003783102143757,13742,0.02619791538367996,0.03180965082060755
1986,Direct migration background,1st Quintile,At least once per month,0.0201765447667087,13742,0.017825675855895364,0.022527413677522038
1986,Direct migration background,2nd Quintile,Never,0.8880484114977307,13742,0.8827765432228396,0.8933202797726219
1986,Direct migration background,2nd Quintile,Seldom,0.04236006051437216,13742,0.03899253798089051,0.04572758304785381
1986,Direct migration background,2nd Quintile,At least once per week,0.04084720121028744,13742,0.037537748720396016,0.04415665370017886
1986,Direct migration background,2nd Quintile,At least once per month,0.028744326777609682,13742,0.025950664174169247,0.03153798938105012
1986,Direct migration background,3rd Quintile,Never,0.8894830659536542,13742,0.8842408566657536,0.8947252752415549
1986,Direct migration background,3rd Quintile,At least once per week,0.049910873440285206,13742,0.046269955773711166,0.053551791106859245
1986,Direct migration background,3rd Quintile,Seldom,0.040998217468805706,13742,0.0376829139556762,0.04431352098193521
1986,Direct migration background,3rd Quintile,At least once per month,0.0196078431372549,13742,0.017289669699162832,0.02192601657534697
1986,Direct migration background,4th Quintile,Never,0.8947368421052632,13742,0.8896056655670369,0.8998680186434894
1986,Direct migration background,4th Quintile,Seldom,0.04048582995951417,13742,0.037190428581296966,0.043781231337731374
1986,Direct migration background,4th Quintile,At least once per month,0.032388663967611336,13742,0.02942875680279399,0.03534857113242868
1986,Direct migration background,4th Quintile,At least once per week,0.032388663967611336,13742,0.02942875680279399,0.03534857113242868
1986,Direct migration background,5th Quintile,Never,0.8397212543554007,13742,0.8335873550873225,0.8458551536234789
1986,Direct migration background,5th Quintile,At least once per week,0.059233449477351915,13742,0.05528655472856085,0.06318034422614298
1986,Direct migration background,5th Quintile,Seldom,0.05574912891986063,13742,0.051912994299952706,0.05958526353976855
1986,Direct migration background,5th Quintile,At least once per month,0.04529616724738676,13742,0.0418192355434503,0.04877309895132322
1986,Indirect migration background,1st Quintile,Never,0.8043478260869565,13742,0.7977150492678204,0.8109806029060926
1986,Indirect migration background,1st Quintile,At least once per week,0.10869565217391304,13742,0.10349149747303994,0.11389980687478614
1986,Indirect migration background,1st Quintile,At least once per month,0.043478260869565216,13742,0.04006857316392089,0.046887948575209545
1986,Indirect migration background,1st Quintile,Seldom,0.043478260869565216,13742,0.04006857316392089,0.046887948575209545
1986,Indirect migration background,2nd Quintile,Never,0.7931034482758621,13742,0.7863305797602679,0.7998763167914563
1986,Indirect migration background,2nd Quintile,At least once per week,0.13793103448275862,13742,0.13216558592688873,0.1436964830386285
1986,Indirect migration background,2nd Quintile,Seldom,0.06896551724137931,13742,0.06472879511133511,0.0732022393714235
1986,Indirect migration background,3rd Quintile,Never,0.8,13742,0.793312079675191,0.8066879203248091
1986,Indirect migration background,3rd Quintile,At least once per month,0.1,13742,0.09498405975639322,0.10501594024360679
1986,Indirect migration background,3rd Quintile,Seldom,0.06666666666666667,13742,0.06249601558575377,0.07083731774757956
1986,Indirect migration background,3rd Quintile,At least once per week,0.03333333333333333,13742,0.030332037236159893,0.03633462943050677
1986,Indirect migration background,4th Quintile,Never,0.9666666666666667,13742,0.9636653705694932,0.9696679627638402
1986,Indirect migration background,4th Quintile,Seldom,0.03333333333333333,13742,0.030332037236159893,0.03633462943050677
1986,Indirect migration background,5th Quintile,Never,0.6470588235294118,13742,0.6390686880050156,0.655048959053808
1986,Indirect migration background,5th Quintile,Seldom,0.23529411764705882,13742,0.22820187068902445,0.2423863646050932
1986,Indirect migration background,5th Quintile,At least once per month,0.11764705882352941,13742,0.11226011055191883,0.12303400709514
1988,No migration background,1st Quintile,Never,0.7926720285969616,12817,0.7856536208612513,0.7996904363326719
1988,No migration background,1st Quintile,Seldom,0.08132260947274352,12817,0.07659055161329091,0.08605466733219612
1988,No migration background,1st Quintile,At least once per week,0.07685433422698838,12817,0.07224294076966609,0.08146572768431068
1988,No migration background,1st Quintile,At least once per month,0.049151027703306524,12817,0.04540832827026106,0.05289372713635199
1988,No migration background,2nd Quintile,Never,0.7331240188383046,12817,0.7254661777853988,0.7407818598912104
1988,No migration background,2nd Quintile,Seldom,0.09576138147566719,12817,0.09066690447325872,0.10085585847807567
1988,No migration background,2nd Quintile,At least once per week,0.08791208791208792,12817,0.08300972422669253,0.0928144515974833
1988,No migration background,2nd Quintile,At least once per month,0.08320251177394035,12817,0.07842097164182861,0.08798405190605209
1988,No migration background,3rd Quintile,Never,0.7106741573033708,12817,0.7028237578758529,0.7185245567308887
1988,No migration background,3rd Quintile,Seldom,0.11095505617977527,12817,0.10551756849657713,0.11639254386297342
1988,No migration background,3rd Quintile,At least once per week,0.10323033707865169,12817,0.09796280722186528,0.1084978669354381
1988,No migration background,3rd Quintile,At least once per month,0.07514044943820225,12817,0.0705765331891592,0.0797043656872453
1988,No migration background,4th Quintile,Never,0.7082785808147175,12817,0.7004090454343175,0.7161481161951175
1988,No migration background,4th Quintile,At least once per week,0.1116951379763469,12817,0.10624181734240454,0.11714845861028927
1988,No migration background,4th Quintile,Seldom,0.09855453350854139,12817,0.09339428149502779,0.10371478552205499
1988,No migration background,4th Quintile,At least once per month,0.08147174770039421,12817,0.07673573721698276,0.08620775818380566
1988,No migration background,5th Quintile,Never,0.7087613293051359,12817,0.7008956287982424,0.7166270298120294
1988,No migration background,5th Quintile,Seldom,0.1081570996978852,12817,0.1027801673120439,0.1135340320837265
1988,No migration background,5th Quintile,At least once per week,0.09969788519637462,12817,0.09451107940128455,0.1048846909914647
1988,No migration background,5th Quintile,At least once per month,0.08338368580060423,12817,0.07859741557390734,0.08816995602730113
1988,Direct migration background,1st Quintile,Never,0.9148099606815203,12817,0.9099768946258421,0.9196430267371986
1988,Direct migration background,1st Quintile,Seldom,0.03407601572739188,12817,0.03093508210034232,0.037216949354441434
1988,Direct migration background,1st Quintile,At least once per week,0.0327653997378768,12817,0.029683372117141463,0.03584742735861214
1988,Direct migration background,1st Quintile,At least once per month,0.01834862385321101,12817,0.016025120690696407,0.020672127015725614
1988,Direct migration background,2nd Quintile,Never,0.9033280507131537,12817,0.8982119879312486,0.9084441134950588
1988,Direct migration background,2nd Quintile,At least once per week,0.042789223454833596,12817,0.03928546731874186,0.046292979590925334
1988,Direct migration background,2nd Quintile,Seldom,0.03486529318541997,12817,0.03168949053603095,0.03804109583480899
1988,Direct migration background,2nd Quintile,At least once per month,0.01901743264659271,12817,0.016652768495051765,0.021382096798133656
1988,Direct migration background,3rd Quintile,Never,0.8571428571428571,12817,0.8510847009758221,0.8632010133098921
1988,Direct migration background,3rd Quintile,Seldom,0.06944444444444445,12817,0.065043430077677,0.07384545881121189
1988,Direct migration background,3rd Quintile,At least once per week,0.05555555555555555,12817,0.051589901417737345,0.05952120969337376
1988,Direct migration background,3rd Quintile,At least once per month,0.017857142857142856,12817,0.0155643955241052,0.02014989019018051
1988,Direct migration background,4th Quintile,Never,0.8655804480651731,12817,0.8596750684595469,0.8714858276707993
1988,Direct migration background,4th Quintile,Seldom,0.05295315682281059,12817,0.049076168102224885,0.0568301455433963
1988,Direct migration background,4th Quintile,At least once per week,0.05091649694501019,12817,0.047110711071442664,0.05472228281857771
1988,Direct migration background,4th Quintile,At least once per month,0.03054989816700611,12817,0.027570486644843795,0.033529309689168424
1988,Direct migration background,5th Quintile,Never,0.8502024291497976,12817,0.8440240232670955,0.8563808350324997
1988,Direct migration background,5th Quintile,Seldom,0.06477732793522267,12817,0.060516128044490254,0.06903852782595508
1988,Direct migration background,5th Quintile,At least once per month,0.044534412955465584,12817,0.04096317926503847,0.048105646645892695
1988,Direct migration background,5th Quintile,At least once per week,0.04048582995951417,12817,0.03707358580113754,0.043898074117890803
1988,Indirect migration background,1st Quintile,Never,0.8787878787878788,12817,0.873137495172129,0.8844382624036286
1988,Indirect migration background,1st Quintile,At least once per month,0.06060606060606061,12817,0.05647515963320117,0.06473696157892005
1988,Indirect migration background,1st Quintile,At least once per week,0.030303030303030304,12817,0.02733530343553783,0.033270757170522774
1988,Indirect migration background,1st Quintile,Seldom,0.030303030303030304,12817,0.02733530343553783,0.033270757170522774
1988,Indirect migration background,2nd Quintile,Never,0.8135593220338984,12817,0.8068167153176501,0.8203019287501466
1988,Indirect migration background,2nd Quintile,At least once per week,0.11864406779661017,12817,0.11304569829302165,0.1242424373001987
1988,Indirect migration background,2nd Quintile,Seldom,0.06779661016949153,12817,0.06344427624914886,0.07214894408983419
1988,Indirect migration background,3rd Quintile,Never,0.8333333333333334,12817,0.8268812995758282,0.8397853670908385
1988,Indirect migration background,3rd Quintile,Seldom,0.09523809523809523,12817,0.09015608678874765,0.10032010368744282
1988,Indirect migration background,3rd Quintile,At least once per week,0.07142857142857142,12817,0.0669698892153946,0.07588725364174825
1988,Indirect migration background,4th Quintile,Never,0.8648648648648649,12817,0.8589462354736739,0.870783494256056
1988,Indirect migration background,4th Quintile,At least once per month,0.08108108108108109,12817,0.07635543447534582,0.08580672768681635
1988,Indirect migration background,4th Quintile,Seldom,0.05405405405405406,12817,0.050139248686191795,0.05796885942191632
1988,Indirect migration background,5th Quintile,Never,0.6428571428571429,12817,0.6345616708832077,0.6511526148310781
1988,Indirect migration background,5th Quintile,Seldom,0.21428571428571427,12817,0.2071818964953812,0.22138953207604734
1988,Indirect migration background,5th Quintile,At least once per week,0.07142857142857142,12817,0.0669698892153946,0.07588725364174825
1988,Indirect migration background,5th Quintile,At least once per month,0.07142857142857142,12817,0.0669698892153946,0.07588725364174825
1990,No migration background,1st Quintile,Never,0.7944664031620553,18165,0.7885899192759905,0.8003428870481201
1990,No migration background,1st Quintile,Seldom,0.08695652173913043,18165,0.08285886872958557,0.09105417474867529
1990,No migration background,1st Quintile,At least once per week,0.06422924901185771,18165,0.060664002812570415,0.06779449521114501
1990,No migration background,1st Quintile,At least once per month,0.05434782608695652,18165,0.051051006578580166,0.057644645595332875
1990,No migration background,2nd Quintile,Never,0.7134646962233169,18165,0.7068894248194867,0.7200399676271471
1990,No migration background,2nd Quintile,Seldom,0.12889983579638753,18165,0.12402681123763927,0.1337728603551358
1990,No migration background,2nd Quintile,At least once per week,0.09359605911330049,18165,0.08936033130354555,0.09783178692305543
1990,No migration background,2nd Quintile,At least once per month,0.06403940886699508,18165,0.060479074315220455,0.0675997434187697
1990,No migration background,3rd Quintile,Never,0.6738461538461539,18165,0.6670285776683887,0.680663730023919
1990,No migration background,3rd Quintile,Seldom,0.12846153846153846,18165,0.12359558211516129,0.13332749480791561
1990,No migration background,3rd Quintile,At least once per week,0.11153846153846154,18165,0.10696052243642015,0.11611640064050294
1990,No migration background,3rd Quintile,At least once per month,0.08615384615384615,18165,0.08207335679525003,0.09023433551244227
1990,No migration background,4th Quintile,Never,0.6942970822281167,18165,0.6875972977511501,0.7009968667050833
1990,No migration background,4th Quintile,Seldom,0.129973474801061,18165,0.12508321443972548,0.13486373516239653
1990,No migration background,4th Quintile,At least once per week,0.09151193633952255,18165,0.08731882054768336,0.09570505213136174
1990,No migration background,4th Quintile,At least once per month,0.08421750663129973,18165,0.0801788611806381,0.08825615208196136
1990,No migration background,5th Quintile,Never,0.6530612244897959,18165,0.6461390627899796,0.6599833861896122
1990,No migration background,5th Quintile,Seldom,0.15943877551020408,18165,0.15411499647868537,0.16476255454172278
1990,No migration background,5th Quintile,At least once per week,0.09438775510204081,18165,0.0901360088083922,0.09863950139568942
1990,No migration background,5th Quintile,At least once per month,0.09311224489795919,18165,0.08888635149396373,0.09733813830195465
1990,Direct migration background,1st Quintile,Never,0.9114249037227214,18165,0.9072929577685764,0.9155568496768665
1990,Direct migration background,1st Quintile,Seldom,0.04236200256739409,18165,0.03943294912139753,0.04529105601339065
1990,Direct migration background,1st Quintile,At least once per week,0.024390243902439025,18165,0.02214695860898903,0.02663352919588902
1990,Direct migration background,1st Quintile,At least once per month,0.021822849807445442,18165,0.019698124166500068,0.023947575448390816
1990,Direct migration background,2nd Quintile,Never,0.8549747048903878,18165,0.8498539158797364,0.8600954939010393
1990,Direct migration background,2nd Quintile,Seldom,0.08768971332209106,18165,0.08357647397815673,0.0918029526660254
1990,Direct migration background,2nd Quintile,At least once per week,0.03372681281618887,18165,0.031101530666052736,0.036352094966325
1990,Direct migration background,2nd Quintile,At least once per month,0.023608768971332208,18165,0.02140083044985505,0.025816707492809364
1990,Direct migration background,3rd Quintile,Never,0.8726937269372693,18165,0.8678464905523374,0.8775409633222012
1990,Direct migration background,3rd Quintile,Seldom,0.06088560885608856,18165,0.057408206493701416,0.06436301121847571
1990,Direct migration background,3rd Quintile,At least once per week,0.03505535055350553,18165,0.03238070197265594,0.037729999134355124
1990,Direct migration background,3rd Quintile,At least once per month,0.03136531365313653,18165,0.028830516585102606,0.033900110721170454
1990,Direct migration background,4th Quintile,Never,0.8563685636856369,18165,0.8512682900138466,0.8614688373574271
1990,Direct migration background,4th Quintile,Seldom,0.08401084010840108,18165,0.07997669792228705,0.08804498229451511
1990,Direct migration background,4th Quintile,At least once per week,0.04065040650406504,18165,0.037778572955225104,0.043522240052904976
1990,Direct migration background,4th Quintile,At least once per month,0.018970189701897018,18165,0.01698631011229343,0.020954069291500607
1990,Direct migration background,5th Quintile,Never,0.7869565217391304,18165,0.781001986610835,0.7929110568674259
1990,Direct migration background,5th Quintile,Seldom,0.08260869565217391,18165,0.07860529954659745,0.08661209175775036
1990,Direct migration background,5th Quintile,At least once per week,0.06956521739130435,18165,0.06586542451167587,0.07326501027093282
1990,Direct migration background,5th Quintile,At least once per month,0.06086956521739131,18165,0.05739259134139295,0.06434653909338967
1990,Indirect migration background,1st Quintile,Never,0.8888888888888888,18165,0.884318629449505,0.8934591483282727
1990,Indirect migration background,1st Quintile,Seldom,0.1111111111111111,18165,0.10654085167172733,0.11568137055049488
1990,Indirect migration background,2nd Quintile,Never,0.8378378378378378,18165,0.8324774881988521,0.8431981874768235
1990,Indirect migration background,2nd Quintile,Seldom,0.08108108108108109,18165,0.0771115726192421,0.08505058954292007
1990,Indirect migration background,2nd Quintile,At least once per week,0.05405405405405406,18165,0.05076564628032802,0.05734246182778009
1990,Indirect migration background,2nd Quintile,At least once per month,0.02702702702702703,18165,0.024668787596838042,0.029385266457216015
1990,Indirect migration background,3rd Quintile,Never,0.9193548387096774,18165,0.9153950764620498,0.923314600957305
1990,Indirect migration background,3rd Quintile,At least once per week,0.04838709677419355,18165,0.04526653119386663,0.051507662354520464
1990,Indirect migration background,3rd Quintile,Seldom,0.03225806451612903,18165,0.02968863147952862,0.034827497552729444
1990,Indirect migration background,4th Quintile,Never,0.8727272727272727,18165,0.8678805818698204,0.877573963584725
1990,Indirect migration background,4th Quintile,Seldom,0.09090909090909091,18165,0.08672842286220683,0.09508975895597499
1990,Indirect migration background,4th Quintile,At least once per week,0.03636363636363636,18165,0.033641382559353464,0.03908589016791926
1990,Indirect migration background,5th Quintile,Never,0.9,18165,0.8956372570541504,0.9043627429458496
1990,Indirect migration background,5th Quintile,At least once per week,0.05,18165,0.046830540730399425,0.05316945926960058
1990,Indirect migration background,5th Quintile,At least once per month,0.05,18165,0.046830540730399425,0.05316945926960058
1992,No migration background,1st Quintile,Never,0.8420808174640038,17350,0.8366545566726818,0.8475070782553257
1992,No migration background,1st Quintile,Seldom,0.07013469577333953,17350,0.0663347026369488,0.07393468890973026
1992,No migration background,1st Quintile,At least once per month,0.046911286576869486,17350,0.043764902995990354,0.05005767015774862
1992,No migration background,1st Quintile,At least once per week,0.04087320018578727,17350,0.03792699041113189,0.04381940996044265
1992,No migration background,2nd Quintile,Never,0.7794392523364486,17350,0.7732695873715805,0.7856089173013168
1992,No migration background,2nd Quintile,Seldom,0.1014018691588785,17350,0.09691015545092542,0.10589358286683158
1992,No migration background,2nd Quintile,At least once per month,0.06495327102803738,17350,0.061286164697103344,0.06862037735897143
1992,No migration background,2nd Quintile,At least once per week,0.05420560747663551,17350,0.050836407359323495,0.05757480759394753
1992,No migration background,3rd Quintile,Never,0.7328838174273858,17350,0.7263000573264227,0.739467577528349
1992,No migration background,3rd Quintile,Seldom,0.125,17350,0.12007886402842591,0.1299211359715741
1992,No migration background,3rd Quintile,At least once per month,0.07105809128630705,17350,0.06723506416739064,0.07488111840522346
1992,No migration background,3rd Quintile,At least once per week,0.07105809128630705,17350,0.06723506416739064,0.07488111840522346
1992,No migration background,4th Quintile,Never,0.7112244897959183,17350,0.7044809199052509,0.7179680596865858
1992,No migration background,4th Quintile,Seldom,0.12653061224489795,17350,0.12158377090995667,0.13147745357983923
1992,No migration background,4th Quintile,At least once per week,0.08928571428571429,17350,0.08504256418625156,0.09352886438517702
1992,No migration background,4th Quintile,At least once per month,0.07295918367346939,17350,0.06908931931614468,0.0768290480307941
1992,No migration background,5th Quintile,Never,0.69580078125,17350,0.6889549240628152,0.7026466384371848
1992,No migration background,5th Quintile,Seldom,0.146484375,17350,0.14122289745806094,0.15174585254193906
1992,No migration background,5th Quintile,At least once per month,0.08203125,17350,0.07794796263384422,0.08611453736615578
1992,No migration background,5th Quintile,At least once per week,0.07568359375,17350,0.07174793408808534,0.07961925341191466
1992,Direct migration background,1st Quintile,Never,0.9099804305283757,17350,0.9057215954360885,0.9142392656206629
1992,Direct migration background,1st Quintile,Seldom,0.043052837573385516,17350,0.040032529791426075,0.04607314535534496
1992,Direct migration background,1st Quintile,At least once per month,0.03131115459882583,17350,0.028719673638273237,0.03390263555937842
1992,Direct migration background,1st Quintile,At least once per week,0.015655577299412915,17350,0.013808375182215723,0.017502779416610107
1992,Direct migration background,2nd Quintile,Never,0.8663194444444444,17350,0.8612556101722637,0.8713832787166251
1992,Direct migration background,2nd Quintile,Seldom,0.057291666666666664,17350,0.053833541304009136,0.06074979202932419
1992,Direct migration background,2nd Quintile,At least once per week,0.03993055555555555,17350,0.03701708702128493,0.042844024089826176
1992,Direct migration background,2nd Quintile,At least once per month,0.036458333333333336,17350,0.03366938809221491,0.03924727857445176
1992,Direct migration background,3rd Quintile,Never,0.8557213930348259,17350,0.8504929365628408,0.860949849506811
1992,Direct migration background,3rd Quintile,Seldom,0.07960199004975124,17350,0.0755742991857573,0.08362968091374519
1992,Direct migration background,3rd Quintile,At least once per week,0.03316749585406302,17350,0.030502857376379946,0.03583213433174609
1992,Direct migration background,3rd Quintile,At least once per month,0.03150912106135987,17350,0.028909726274082597,0.03410851584863714
1992,Direct migration background,4th Quintile,Never,0.8519195612431444,17350,0.8466344458587506,0.8572046766275382
1992,Direct migration background,4th Quintile,Seldom,0.0712979890310786,17350,0.06746900843841552,0.07512696962374169
1992,Direct migration background,4th Quintile,At least once per week,0.038391224862888484,17350,0.03553217634809022,0.04125027337768675
1992,Direct migration background,4th Quintile,At least once per month,0.038391224862888484,17350,0.03553217634809022,0.04125027337768675
1992,Direct migration background,5th Quintile,Never,0.8051470588235294,17350,0.7992532313347902,0.8110408863122687
1992,Direct migration background,5th Quintile,Seldom,0.08823529411764706,17350,0.08401474567845471,0.09245584255683942
1992,Direct migration background,5th Quintile,At least once per week,0.05514705882352941,17350,0.05175041804726725,0.05854369959979157
1992,Direct migration background,5th Quintile,At least once per month,0.051470588235294115,17350,0.04818274351296588,0.05475843295762235
1992,Indirect migration background,1st Quintile,Never,0.92,17350,0.9159631255849077,0.9240368744150924
1992,Indirect migration background,1st Quintile,At least once per week,0.04,17350,0.03708410457843391,0.04291589542156609
1992,Indirect migration background,1st Quintile,Seldom,0.04,17350,0.03708410457843391,0.04291589542156609
1992,Indirect migration background,2nd Quintile,Never,0.8191489361702128,17350,0.8134216576776993,0.8248762146627263
1992,Indirect migration background,2nd Quintile,Seldom,0.11702127659574468,17350,0.11223812806757869,0.12180442512391068
