"pli0096_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1995","Hauptschule","1 Einkommensschwächstes Quintil","99","0.0459991201991655","0.0378039046554053","0.0541943357429257"
"Min 1x pro Woche","1995","Hauptschule","2","97","0.0590777230151554","0.0484059592099085","0.0697494868204022"
"Min 1x pro Woche","1995","Hauptschule","3","67","0.0812462764663438","0.0638727661038881","0.0986197868287994"
"Min 1x pro Woche","1995","Hauptschule","4","36","0.064518554045898","0.0441527252284357","0.0848843828633603"
"Min 1x pro Woche","1995","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1995","Realschule","1 Einkommensschwächstes Quintil","74","0.0748301472813025","0.0591233460834986","0.0905369484791064"
"Min 1x pro Woche","1995","Realschule","2","59","0.0690878308927546","0.0526377576923171","0.0855379040931921"
"Min 1x pro Woche","1995","Realschule","3","46","0.0967152051168349","0.0718318936191887","0.121598516614481"
"Min 1x pro Woche","1995","Realschule","4","24","","",""
"Min 1x pro Woche","1995","Realschule","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","24","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","2","22","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","3","15","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","4","12","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Woche","1995","AkademikerIn","1 Einkommensschwächstes Quintil","20","","",""
"Min 1x pro Woche","1995","AkademikerIn","2","27","","",""
"Min 1x pro Woche","1995","AkademikerIn","3","32","0.0880143881475654","0.0591852295960309","0.1168435466991"
"Min 1x pro Woche","1995","AkademikerIn","4","19","","",""
"Min 1x pro Woche","1995","AkademikerIn","5 Einkommensstärkstes Quintil","25","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","2","7","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","4","1","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1995","Hauptschule","1 Einkommensschwächstes Quintil","140","0.0537638211687387","0.0449400127797468","0.0625876295577305"
"Min 1x pro Monat","1995","Hauptschule","2","82","0.0491343577281147","0.0393507355165289","0.0589179799397005"
"Min 1x pro Monat","1995","Hauptschule","3","56","0.0621887051081431","0.0468319388186803","0.0775454713976059"
"Min 1x pro Monat","1995","Hauptschule","4","30","0.0609994742428928","0.0411596349155265","0.0808393135702591"
"Min 1x pro Monat","1995","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Monat","1995","Realschule","1 Einkommensschwächstes Quintil","50","0.0614753007045236","0.0471365308303681","0.075814070578679"
"Min 1x pro Monat","1995","Realschule","2","51","0.053674749942612","0.0390557410167166","0.0682937588685074"
"Min 1x pro Monat","1995","Realschule","3","35","0.0684761477943794","0.0472136100322606","0.0897386855564982"
"Min 1x pro Monat","1995","Realschule","4","25","","",""
"Min 1x pro Monat","1995","Realschule","5 Einkommensstärkstes Quintil","13","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","23","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","2","8","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","3","8","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","4","11","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1995","AkademikerIn","1 Einkommensschwächstes Quintil","27","","",""
"Min 1x pro Monat","1995","AkademikerIn","2","44","0.0858731595068993","0.0601292592481274","0.111617059765671"
"Min 1x pro Monat","1995","AkademikerIn","3","33","0.07307838995962","0.0465947835362747","0.0995619963829654"
"Min 1x pro Monat","1995","AkademikerIn","4","24","","",""
"Min 1x pro Monat","1995","AkademikerIn","5 Einkommensstärkstes Quintil","22","","",""
"Seltener","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","13","","",""
"Seltener","1995","(noch) kein Abschluss","2","12","","",""
"Seltener","1995","(noch) kein Abschluss","3","9","","",""
"Seltener","1995","(noch) kein Abschluss","4","3","","",""
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","152","0.064347871766336","0.0547486609650574","0.0739470825676145"
"Seltener","1995","Hauptschule","2","134","0.0734648919051091","0.0616557506613111","0.0852740331489071"
"Seltener","1995","Hauptschule","3","69","0.0744724991113108","0.0577777876962165","0.091167210526405"
"Seltener","1995","Hauptschule","4","64","0.113778936576191","0.0874554048624055","0.140102468289976"
"Seltener","1995","Hauptschule","5 Einkommensstärkstes Quintil","14","","",""
"Seltener","1995","Realschule","1 Einkommensschwächstes Quintil","84","0.0852428180429338","0.0685733967101469","0.101912239375721"
"Seltener","1995","Realschule","2","82","0.0938979762839138","0.0749776174564995","0.112818335111328"
"Seltener","1995","Realschule","3","56","0.102893600693157","0.0773157170290905","0.128471484357223"
"Seltener","1995","Realschule","4","40","0.11097114589914","0.07951455403278","0.142427737765501"
"Seltener","1995","Realschule","5 Einkommensstärkstes Quintil","17","","",""
"Seltener","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","25","","",""
"Seltener","1995","(Fach-)Abitur","2","28","","",""
"Seltener","1995","(Fach-)Abitur","3","20","","",""
"Seltener","1995","(Fach-)Abitur","4","19","","",""
"Seltener","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","8","","",""
"Seltener","1995","AkademikerIn","1 Einkommensschwächstes Quintil","43","0.118554460086966","0.0851151308310203","0.151993789342911"
"Seltener","1995","AkademikerIn","2","56","0.147207159460529","0.114651339971893","0.179762978949165"
"Seltener","1995","AkademikerIn","3","50","0.145383787274098","0.109515991440873","0.181251583107322"
"Seltener","1995","AkademikerIn","4","38","0.152102442419023","0.111996149735042","0.192208735103005"
"Seltener","1995","AkademikerIn","5 Einkommensstärkstes Quintil","21","","",""
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","436","0.866022538814745","0.835486365483322","0.896558712146168"
"Nie","1995","(noch) kein Abschluss","2","194","0.872501046918021","0.828527829620958","0.916474264215084"
"Nie","1995","(noch) kein Abschluss","3","85","0.826143918092732","0.751109960729655","0.90117787545581"
"Nie","1995","(noch) kein Abschluss","4","48","0.831642469652968","0.733639625308545","0.929645313997391"
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","2103","0.828758147607197","0.814020434625061","0.843495860589333"
"Nie","1995","Hauptschule","2","1545","0.808950854153502","0.791156547355574","0.82674516095143"
"Nie","1995","Hauptschule","3","750","0.774508475769435","0.747934013407645","0.801082938131226"
"Nie","1995","Hauptschule","4","424","0.752167448665837","0.716376053452971","0.787958843878702"
"Nie","1995","Hauptschule","5 Einkommensstärkstes Quintil","135","0.76454908467795","0.702219968628908","0.826878200726992"
"Nie","1995","Realschule","1 Einkommensschwächstes Quintil","859","0.766389392728997","0.74113076614983","0.791648019308165"
"Nie","1995","Realschule","2","711","0.768963145124132","0.741622667519617","0.796303622728647"
"Nie","1995","Realschule","3","396","0.708739006959837","0.670488889022206","0.746989124897468"
"Nie","1995","Realschule","4","286","0.759124762996205","0.716299369630701","0.801950156361709"
"Nie","1995","Realschule","5 Einkommensstärkstes Quintil","139","0.762315214535268","0.700131047152251","0.824499381918286"
"Nie","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","304","0.749615345168886","0.706170375513654","0.793060314824117"
"Nie","1995","(Fach-)Abitur","2","217","0.782299318273801","0.733961677958934","0.830636958588668"
"Nie","1995","(Fach-)Abitur","3","138","0.763150338847058","0.701383719541335","0.824916958152781"
"Nie","1995","(Fach-)Abitur","4","89","0.649281908587001","0.567565705571653","0.730998111602348"
"Nie","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","63","0.78623500333032","0.694666268866324","0.877803737794317"
"Nie","1995","AkademikerIn","1 Einkommensschwächstes Quintil","264","0.764545568051999","0.720656537390532","0.808434598713467"
"Nie","1995","AkademikerIn","2","320","0.689659788748869","0.647150986248003","0.732168591249735"
"Nie","1995","AkademikerIn","3","250","0.66797322985224","0.620052081633135","0.715894378071346"
"Nie","1995","AkademikerIn","4","225","0.703276586986799","0.652259962475656","0.754293211497943"
"Nie","1995","AkademikerIn","5 Einkommensstärkstes Quintil","178","0.725751614744901","0.670559469446968","0.780943760042834"
"Täglich","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(noch) kein Abschluss","2","","","",""
"Täglich","1996","(noch) kein Abschluss","3","","","",""
"Täglich","1996","(noch) kein Abschluss","4","","","",""
"Täglich","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Hauptschule","2","","","",""
"Täglich","1996","Hauptschule","3","","","",""
"Täglich","1996","Hauptschule","4","","","",""
"Täglich","1996","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","Realschule","2","","","",""
"Täglich","1996","Realschule","3","","","",""
"Täglich","1996","Realschule","4","","","",""
"Täglich","1996","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","(Fach-)Abitur","2","","","",""
"Täglich","1996","(Fach-)Abitur","3","","","",""
"Täglich","1996","(Fach-)Abitur","4","","","",""
"Täglich","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1996","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1996","AkademikerIn","2","","","",""
"Täglich","1996","AkademikerIn","3","","","",""
"Täglich","1996","AkademikerIn","4","","","",""
"Täglich","1996","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","2","10","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","3","3","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","4","3","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Woche","1996","Hauptschule","1 Einkommensschwächstes Quintil","92","0.0459602165647415","0.0373913050139164","0.0545291281155666"
"Min 1x pro Woche","1996","Hauptschule","2","113","0.0668240194956121","0.0553984427939396","0.0782495961972846"
"Min 1x pro Woche","1996","Hauptschule","3","75","0.086459051490507","0.0688992426155077","0.104018860365506"
"Min 1x pro Woche","1996","Hauptschule","4","46","0.0807038709269717","0.0587995513414115","0.102608190512532"
"Min 1x pro Woche","1996","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Woche","1996","Realschule","1 Einkommensschwächstes Quintil","55","0.0610686727860647","0.0461147156571831","0.0760226299149463"
"Min 1x pro Woche","1996","Realschule","2","64","0.0770023902295805","0.0596620522475384","0.0943427282116227"
"Min 1x pro Woche","1996","Realschule","3","53","0.0883729203228183","0.0658301307704754","0.110915709875161"
"Min 1x pro Woche","1996","Realschule","4","32","0.0810509776737151","0.0540344272111977","0.108067528136232"
"Min 1x pro Woche","1996","Realschule","5 Einkommensstärkstes Quintil","19","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","28","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","2","28","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","3","16","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","4","9","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Woche","1996","AkademikerIn","1 Einkommensschwächstes Quintil","23","","",""
"Min 1x pro Woche","1996","AkademikerIn","2","47","0.109041621274149","0.0807116279077389","0.137371614640559"
"Min 1x pro Woche","1996","AkademikerIn","3","35","0.0823052892598512","0.0539550011251299","0.110655577394573"
"Min 1x pro Woche","1996","AkademikerIn","4","33","0.132620330590588","0.0961923038601667","0.16904835732101"
"Min 1x pro Woche","1996","AkademikerIn","5 Einkommensstärkstes Quintil","33","0.0990682189559586","0.0654848368734503","0.132651601038467"
"Min 1x pro Monat","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","8","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","2","6","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","3","3","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","4","3","","",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Monat","1996","Hauptschule","1 Einkommensschwächstes Quintil","128","0.0598403602670471","0.0501341591541013","0.069546561379993"
"Min 1x pro Monat","1996","Hauptschule","2","106","0.0661806819863142","0.0548063184974218","0.0775550454752066"
"Min 1x pro Monat","1996","Hauptschule","3","61","0.0645298153963151","0.0491784952711268","0.0798811355215034"
"Min 1x pro Monat","1996","Hauptschule","4","42","0.0735512833610289","0.0525589512755316","0.0945436154465262"
"Min 1x pro Monat","1996","Hauptschule","5 Einkommensstärkstes Quintil","16","","",""
"Min 1x pro Monat","1996","Realschule","1 Einkommensschwächstes Quintil","68","0.0807017252112068","0.0636919095218082","0.0977115409006054"
"Min 1x pro Monat","1996","Realschule","2","68","0.0904687320556954","0.071810811673936","0.109126652437455"
"Min 1x pro Monat","1996","Realschule","3","41","0.0833142260226596","0.0613655022659418","0.105262949779377"
"Min 1x pro Monat","1996","Realschule","4","32","0.075618435425741","0.0494459757727711","0.101790895078711"
"Min 1x pro Monat","1996","Realschule","5 Einkommensstärkstes Quintil","17","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","23","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","2","17","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","3","10","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","4","14","","",""
"Min 1x pro Monat","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Min 1x pro Monat","1996","AkademikerIn","1 Einkommensschwächstes Quintil","29","","",""
"Min 1x pro Monat","1996","AkademikerIn","2","55","0.103388945511957","0.0757156607510793","0.131062230272835"
"Min 1x pro Monat","1996","AkademikerIn","3","33","0.0926745011237091","0.0627617624698389","0.122587239777579"
"Min 1x pro Monat","1996","AkademikerIn","4","33","0.113639607767845","0.0795520405141198","0.14772717502157"
"Min 1x pro Monat","1996","AkademikerIn","5 Einkommensstärkstes Quintil","31","0.124851664904314","0.0876939238651173","0.16200940594351"
"Seltener","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","37","0.105535375517165","0.0758679338250231","0.135202817209307"
"Seltener","1996","(noch) kein Abschluss","2","33","0.145137715716419","0.101734085915661","0.188541345517177"
"Seltener","1996","(noch) kein Abschluss","3","7","","",""
"Seltener","1996","(noch) kein Abschluss","4","8","","",""
"Seltener","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Seltener","1996","Hauptschule","1 Einkommensschwächstes Quintil","227","0.104448621018101","0.0919331271144788","0.116964114921723"
"Seltener","1996","Hauptschule","2","223","0.125727969271263","0.110558537963885","0.140897400578641"
"Seltener","1996","Hauptschule","3","141","0.140500514795541","0.118787890880229","0.162213138710853"
"Seltener","1996","Hauptschule","4","88","0.155785145651192","0.126621327227689","0.184948964074694"
"Seltener","1996","Hauptschule","5 Einkommensstärkstes Quintil","36","0.195341543054528","0.140936882577555","0.249746203531501"
"Seltener","1996","Realschule","1 Einkommensschwächstes Quintil","136","0.125096100833248","0.104436018952208","0.145756182714288"
"Seltener","1996","Realschule","2","147","0.164491365977402","0.140378313494355","0.188604418460449"
"Seltener","1996","Realschule","3","82","0.158860506555163","0.129828207517937","0.18789280559239"
"Seltener","1996","Realschule","4","71","0.164840284504175","0.128110235814165","0.201570333194186"
"Seltener","1996","Realschule","5 Einkommensstärkstes Quintil","39","0.168010703264402","0.117323037427789","0.218698369101014"
"Seltener","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","50","0.148499731612255","0.110306957591639","0.186692505632871"
"Seltener","1996","(Fach-)Abitur","2","46","0.173062104830327","0.129142027218871","0.216982182441783"
"Seltener","1996","(Fach-)Abitur","3","37","0.164621845362061","0.114584742833043","0.214658947891079"
"Seltener","1996","(Fach-)Abitur","4","21","","",""
"Seltener","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","9","","",""
"Seltener","1996","AkademikerIn","1 Einkommensschwächstes Quintil","43","0.12951927857669","0.09107240161757","0.16796615553581"
"Seltener","1996","AkademikerIn","2","84","0.184679107348374","0.149409974366368","0.21994824033038"
"Seltener","1996","AkademikerIn","3","57","0.177646276163571","0.138218536903949","0.217074015423194"
"Seltener","1996","AkademikerIn","4","63","0.194700534770963","0.152171233088298","0.237229836453628"
"Seltener","1996","AkademikerIn","5 Einkommensstärkstes Quintil","52","0.178386235977508","0.13535083803479","0.221421633920225"
"Nie","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","357","0.825354901267721","0.788694429337193","0.862015373198249"
"Nie","1996","(noch) kein Abschluss","2","204","0.776327624069051","0.724980452477538","0.827674795660565"
"Nie","1996","(noch) kein Abschluss","3","76","0.809717296149938","0.728168143500158","0.891266448799719"
"Nie","1996","(noch) kein Abschluss","4","39","0.676884397316806","0.550978412939567","0.802790381694045"
"Nie","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","18","","",""
"Nie","1996","Hauptschule","1 Einkommensschwächstes Quintil","1847","0.78975080215011","0.773075888414719","0.806425715885501"
"Nie","1996","Hauptschule","2","1393","0.741267329246811","0.721229848310787","0.761304810182835"
"Nie","1996","Hauptschule","3","707","0.708510618317637","0.680116061607313","0.736905175027961"
"Nie","1996","Hauptschule","4","418","0.689959700060808","0.652765450126889","0.727153949994727"
"Nie","1996","Hauptschule","5 Einkommensstärkstes Quintil","140","0.675535944377477","0.611290766695726","0.739781122059227"
"Nie","1996","Realschule","1 Einkommensschwächstes Quintil","726","0.733133501169481","0.705510647839394","0.760756354499567"
"Nie","1996","Realschule","2","629","0.668037511737322","0.637407293068743","0.698667730405902"
"Nie","1996","Realschule","3","433","0.669452347099359","0.632091534133892","0.706813160064826"
"Nie","1996","Realschule","4","257","0.678490302396369","0.63225497701333","0.724725627779407"
"Nie","1996","Realschule","5 Einkommensstärkstes Quintil","134","0.648497770145544","0.583769614311796","0.713225925979291"
"Nie","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","232","0.685018217219927","0.635127499321339","0.734908935118515"
"Nie","1996","(Fach-)Abitur","2","194","0.652246169928249","0.596953521716388","0.70753881814011"
"Nie","1996","(Fach-)Abitur","3","148","0.720020590536029","0.659438763312442","0.780602417759615"
"Nie","1996","(Fach-)Abitur","4","86","0.638298753015949","0.555701916149507","0.720895589882391"
"Nie","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","46","0.665763316228173","0.555257265407756","0.77626936704859"
"Nie","1996","AkademikerIn","1 Einkommensschwächstes Quintil","198","0.702996612242895","0.650676146841632","0.755317077644159"
"Nie","1996","AkademikerIn","2","279","0.60289032586552","0.558417368952227","0.647363282778813"
"Nie","1996","AkademikerIn","3","236","0.647373933452868","0.598087283406117","0.696660583499619"
"Nie","1996","AkademikerIn","4","204","0.559039526870604","0.505712537839247","0.612366515901961"
"Nie","1996","AkademikerIn","5 Einkommensstärkstes Quintil","188","0.59769388016222","0.542571365292764","0.652816395031676"
"Täglich","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(noch) kein Abschluss","2","","","",""
"Täglich","1997","(noch) kein Abschluss","3","","","",""
"Täglich","1997","(noch) kein Abschluss","4","","","",""
"Täglich","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Hauptschule","2","","","",""
"Täglich","1997","Hauptschule","3","","","",""
"Täglich","1997","Hauptschule","4","","","",""
"Täglich","1997","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","Realschule","2","","","",""
"Täglich","1997","Realschule","3","","","",""
"Täglich","1997","Realschule","4","","","",""
"Täglich","1997","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","(Fach-)Abitur","2","","","",""
"Täglich","1997","(Fach-)Abitur","3","","","",""
"Täglich","1997","(Fach-)Abitur","4","","","",""
"Täglich","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","AkademikerIn","2","","","",""
"Täglich","1997","AkademikerIn","3","","","",""
"Täglich","1997","AkademikerIn","4","","","",""
"Täglich","1997","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","11","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","2","13","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","3","9","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","4","4","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1997","Hauptschule","1 Einkommensschwächstes Quintil","105","0.0559459816238409","0.0461143693409685","0.0657775939067133"
"Min 1x pro Woche","1997","Hauptschule","2","113","0.0637844138968457","0.0525513980985799","0.0750174296951115"
"Min 1x pro Woche","1997","Hauptschule","3","66","0.0690983469444415","0.0535567370447973","0.0846399568440857"
"Min 1x pro Woche","1997","Hauptschule","4","47","0.0797427447313752","0.0574255249486992","0.102059964514051"
"Min 1x pro Woche","1997","Hauptschule","5 Einkommensstärkstes Quintil","11","","",""
"Min 1x pro Woche","1997","Realschule","1 Einkommensschwächstes Quintil","62","0.084667131935342","0.0668423080113565","0.102491955859327"
"Min 1x pro Woche","1997","Realschule","2","74","0.0819164350580526","0.0644409535347934","0.0993919165813118"
"Min 1x pro Woche","1997","Realschule","3","52","0.114734464550029","0.0884555397486061","0.141013389351451"
"Min 1x pro Woche","1997","Realschule","4","41","0.110550003450551","0.0803078150703725","0.14079219183073"
"Min 1x pro Woche","1997","Realschule","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","27","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","2","27","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","3","17","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","4","14","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Woche","1997","AkademikerIn","1 Einkommensschwächstes Quintil","23","","",""
"Min 1x pro Woche","1997","AkademikerIn","2","34","0.0776652977333683","0.0522794346291201","0.103051160837617"
"Min 1x pro Woche","1997","AkademikerIn","3","32","0.0997370736316074","0.0688264701721733","0.130647677091041"
"Min 1x pro Woche","1997","AkademikerIn","4","36","0.115241490556742","0.0823024232489501","0.148180557864534"
"Min 1x pro Woche","1997","AkademikerIn","5 Einkommensstärkstes Quintil","32","0.0952013238856251","0.0622093141812707","0.12819333358998"
"Min 1x pro Monat","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","11","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","2","4","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","3","5","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","4","3","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Min 1x pro Monat","1997","Hauptschule","1 Einkommensschwächstes Quintil","99","0.0544746090940001","0.0447655860728652","0.0641836321151351"
"Min 1x pro Monat","1997","Hauptschule","2","118","0.0733518495103581","0.0613675096221737","0.0853361893985424"
"Min 1x pro Monat","1997","Hauptschule","3","56","0.0545785002807933","0.0406586741623143","0.0684983263992724"
"Min 1x pro Monat","1997","Hauptschule","4","38","0.0753389177676845","0.053594846958678","0.097082988576691"
"Min 1x pro Monat","1997","Hauptschule","5 Einkommensstärkstes Quintil","17","","",""
"Min 1x pro Monat","1997","Realschule","1 Einkommensschwächstes Quintil","48","0.0591204934372009","0.0440191937856557","0.074221793088746"
"Min 1x pro Monat","1997","Realschule","2","68","0.0858658227896477","0.0680125572725273","0.103719088306768"
"Min 1x pro Monat","1997","Realschule","3","34","0.0581091168874212","0.0388184917661206","0.0773997420087218"
"Min 1x pro Monat","1997","Realschule","4","38","0.0781236953546191","0.0522415197044084","0.10400587100483"
"Min 1x pro Monat","1997","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","21","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","2","18","","",""
