year,sex,pli0096_h,proportion,n,lower_confidence,upper_confidence
1996,maennlich,Min 1x pro Monat,0.04041986526711577,16862,0.037447243976797336,0.04339248655743421
1996,weiblich,Min 1x pro Monat,0.026554911483628388,16862,0.024128135507192686,0.02898168746006409
1996,weiblich,Min 1x pro Woche,0.023264922450258498,16862,0.020989611662521522,0.025540233237995473
1997,weiblich,Nie,0.40280224179343477,16487,0.3953155444582835,0.41028893912858605
1997,maennlich,Nie,0.3355484387510008,16487,0.3283407748537897,0.34275610264821194
1997,maennlich,Seltener,0.06373098478783026,16487,0.06000225516812452,0.06745971440753601
1997,weiblich,Seltener,0.06092874299439552,16487,0.05727745881380303,0.06458002717498801
1997,maennlich,Min 1x pro Woche,0.04467574059247398,16487,0.04152221372229813,0.04782926746264982
1997,maennlich,Min 1x pro Monat,0.039151321056845476,16487,0.03619067860929321,0.04211196350439774
1997,weiblich,Min 1x pro Monat,0.02754203362690152,16487,0.025043882695589017,0.030040184558214025
1997,weiblich,Min 1x pro Woche,0.025620496397117692,16487,0.02320868639289105,0.028032306401344336
1998,weiblich,Nie,0.4122983870967742,18147,0.40513632782258086,0.4194604463709675
1998,maennlich,Nie,0.34972638248847926,18147,0.34278787730953747,0.35666488766742105
1998,weiblich,Seltener,0.050547235023041474,18147,0.047359816914277195,0.053734653131805754
1998,maennlich,Seltener,0.04853110599078341,18147,0.04540458719838977,0.05165762478317705
1998,maennlich,Min 1x pro Woche,0.04536290322580645,18147,0.04233513082457806,0.04839067562703485
1998,maennlich,Min 1x pro Monat,0.040826612903225805,18147,0.03794739928689869,0.04370582651955292
1998,weiblich,Min 1x pro Woche,0.02642569124423963,18147,0.02409195708855185,0.02875942539992741
1998,weiblich,Min 1x pro Monat,0.02628168202764977,18147,0.023954143384321842,0.028609220670977695
1999,weiblich,Nie,0.39317263063332836,17396,0.38591398505926616,0.40043127620739055
1999,maennlich,Nie,0.3270699206468034,17396,0.32009825348084975,0.33404158781275706
1999,maennlich,Seltener,0.0701452313220542,17396,0.0663500021194327,0.0739404605246757
1999,weiblich,Seltener,0.0656535409492439,17396,0.061972976550203104,0.0693341053482847
1999,maennlich,Min 1x pro Woche,0.04716274891450816,17396,0.044012533220499285,0.05031296460851704
1999,maennlich,Min 1x pro Monat,0.03922742925587663,17396,0.036342490528483366,0.04211236798326989
1999,weiblich,Min 1x pro Monat,0.029944602485402008,17396,0.02741187235933837,0.03247733261146565
1999,weiblich,Min 1x pro Woche,0.027623895792783352,17396,0.025188379864464667,0.030059411721102037
2001,weiblich,Nie,0.39093206064008984,27798,0.3851957480409376,0.3966683732392421
2001,maennlich,Nie,0.3311341942728804,27798,0.325601702099716,0.33666668644604475
2001,weiblich,Seltener,0.06269885831929628,27798,0.05984903008086609,0.06554868655772647
2001,maennlich,Seltener,0.05900243309002433,27798,0.056232441140671205,0.06177242503937745
2001,maennlich,Min 1x pro Woche,0.05053340819764177,27798,0.04795840107232039,0.053108415322963155
2001,maennlich,Min 1x pro Monat,0.04009919520868426,27798,0.03779281818903306,0.042405572228335464
2001,weiblich,Min 1x pro Monat,0.035888077858880776,27798,0.033701383311802946,0.03807477240595861
2001,weiblich,Min 1x pro Woche,0.02971177241250234,27798,0.027715756693879483,0.031707788131125195
2003,weiblich,Nie,0.3938220378054403,27727,0.3880708876136632,0.39957318799721736
2003,maennlich,Nie,0.3343015214384509,27727,0.32874871431035474,0.339854328566547
2003,maennlich,Seltener,0.05431074227754726,27727,0.05164313602133774,0.05697834853375677
2003,maennlich,Min 1x pro Woche,0.05357307514983863,27727,0.05092261388461742,0.056223536415059845
2003,weiblich,Seltener,0.052743199631166436,27727,0.05011219427480057,0.0553742049875323
2003,maennlich,Min 1x pro Monat,0.03900414937759336,27727,0.03672527286728851,0.041283025887898214
2003,weiblich,Min 1x pro Woche,0.037252189949285384,27727,0.03502305272481939,0.03948132717375138
2003,weiblich,Min 1x pro Monat,0.03499308437067773,27727,0.03283006227963915,0.03715610646171631
2005,weiblich,Nie,0.3662445587653344,25520,0.3603335421861611,0.3721555753445077
2005,maennlich,Nie,0.30817174515235457,25520,0.302506596727581,0.31383689357712813
2005,weiblich,Seltener,0.07380292837356549,25520,0.07059515088551296,0.07701070586161801
2005,maennlich,Seltener,0.06949940641076376,25520,0.06637933444546082,0.07261947837606669
2005,maennlich,Min 1x pro Woche,0.05322516818361694,25520,0.05047095463848141,0.05597938172875246
2005,maennlich,Min 1x pro Monat,0.0472398100514444,25520,0.04463688532599961,0.049842734776889185
2005,weiblich,Min 1x pro Monat,0.04293628808864266,25520,0.04044915852772003,0.045423417649565284
2005,weiblich,Min 1x pro Woche,0.0388800949742778,25520,0.03650834895279813,0.041251840995757474
2007,weiblich,Nie,0.373598820058997,25385,0.3676477300488811,0.37954991006911293
2007,maennlich,Nie,0.31465093411996065,25385,0.3089382802257536,0.3203635880141677
2007,weiblich,Seltener,0.06632251720747295,25385,0.06326128389550115,0.06938375051944476
2007,maennlich,Seltener,0.06017699115044248,25385,0.05725145304827678,0.06310252925260817
2007,maennlich,Min 1x pro Woche,0.05624385447394297,25385,0.05340962557634468,0.05907808337154126
2007,maennlich,Min 1x pro Monat,0.045476892822025564,25385,0.04291384858070519,0.04803993706334594
2007,weiblich,Min 1x pro Woche,0.04252704031465093,25385,0.04004468853824153,0.045009392091060335
2007,weiblich,Min 1x pro Monat,0.041002949852507374,25385,0.03856354617523201,0.04344235352978274
2008,weiblich,Nie,0.38601049732370213,23673,0.37980881590123267,0.3922121787461716
2008,maennlich,Nie,0.3244816296835213,23673,0.3185175551597231,0.3304457042073195
2008,maennlich,Min 1x pro Woche,0.05913838798524139,23673,0.05613350864298884,0.06214326732749394
2008,weiblich,Seltener,0.05612430494205685,23673,0.05319231611055462,0.05905629377355908
2008,maennlich,Seltener,0.05233071766356597,23673,0.04949386899189405,0.055167566335237894
2008,weiblich,Min 1x pro Woche,0.04256093124772645,23673,0.03998940740247339,0.0451324550929795
2008,maennlich,Min 1x pro Monat,0.040638154133970796,23673,0.038122866647971584,0.04315344161997001
2008,weiblich,Min 1x pro Monat,0.038715377020215144,23673,0.036257856423533484,0.041172897616896804
2009,weiblich,Nie,0.3727979419495554,21983,0.3664057018109235,0.3791901820881873
2009,maennlich,Nie,0.3156982271685029,21983,0.3095539259911427,0.3218425283458631
2009,weiblich,Seltener,0.06593590962474134,21983,0.06265524428405787,0.06921657496542481
2009,maennlich,Min 1x pro Woche,0.05877747329567697,21983,0.05566816200258775,0.061886784588766196
2009,maennlich,Seltener,0.058553772160393716,21983,0.05545001459980441,0.06165752972098302
2009,maennlich,Min 1x pro Monat,0.044628376489010683,21983,0.0418987432099272,0.047358009768094164
2009,weiblich,Min 1x pro Monat,0.04199988814943236,21983,0.039348218375305374,0.04465155792355935
2009,weiblich,Min 1x pro Woche,0.041608411162686654,21983,0.03896858909913667,0.04424823322623664
2011,weiblich,Nie,0.37594623275557126,41903,0.37130848219972046,0.38058398331142207
2011,maennlich,Nie,0.29172267421294656,41903,0.28737035966034413,0.296074988765549
2011,weiblich,Seltener,0.06989741775733993,41903,0.0674560708038219,0.07233876471085796
2011,maennlich,Min 1x pro Woche,0.05864874425185709,41903,0.056398971125011785,0.0608985173787024
2011,maennlich,Seltener,0.058401131941987976,41903,0.05615581781340124,0.06064644607057471
2011,weiblich,Min 1x pro Woche,0.05217545100813583,41903,0.050046181694360196,0.054304720321911464
2011,weiblich,Min 1x pro Monat,0.04934559603820304,41903,0.04727178565457468,0.051419406421831404
2011,maennlich,Min 1x pro Monat,0.04386275203395826,41903,0.041901914688120115,0.0458235893797964
2013,weiblich,Nie,0.3871527093596059,44486,0.38262621817136017,0.3916792005478516
2013,maennlich,Nie,0.2983645320197044,44486,0.2941127229150673,0.30261634112434155
2013,maennlich,Min 1x pro Woche,0.06100492610837439,44486,0.05878080463945708,0.0632290475772917
2013,weiblich,Seltener,0.05741871921182266,44486,0.05525684436623172,0.059580594057413595
2013,weiblich,Min 1x pro Woche,0.05619704433497537,44486,0.054056906245877626,0.05833718242407311
2013,maennlich,Seltener,0.04843349753694581,44486,0.0464385251848388,0.05042846988905283
2013,weiblich,Min 1x pro Monat,0.04677832512315271,44486,0.04481603290704786,0.048740617339257566
2013,maennlich,Min 1x pro Monat,0.04465024630541872,44486,0.04273096991895267,0.046569522691884774
2015,weiblich,Nie,0.3718568484167135,38036,0.3669997616842483,0.3767139351491787
2015,maennlich,Nie,0.3059396664792955,38036,0.30130866245122906,0.3105706705073619
2015,weiblich,Seltener,0.06981450252951096,38036,0.06725346314088723,0.0723755419181347
2015,maennlich,Seltener,0.055949035038411095,38036,0.05363935047104299,0.0582587196057792
2015,maennlich,Min 1x pro Woche,0.05564924114671164,38036,0.05334538720724596,0.05795309508617732
2015,weiblich,Min 1x pro Woche,0.050215476859658985,38036,0.04802070192446137,0.0524102517948566
2015,weiblich,Min 1x pro Monat,0.048266816563612515,38036,0.04611284192331896,0.05042079120390607
2015,maennlich,Min 1x pro Monat,0.04230841296608582,38036,0.040285464331675146,0.04433136160049649
2017,weiblich,Nie,0.36304191707298633,45410,0.3586189456548204,0.3674648884911523
2017,maennlich,Nie,0.30158370185584155,45410,0.2973624483240294,0.3058049553876537
2017,weiblich,Seltener,0.06867747666024114,45410,0.06635132761341624,0.07100362570706605
2017,maennlich,Min 1x pro Woche,0.060135313905582646,45410,0.057948671442427435,0.06232195636873786
2017,weiblich,Min 1x pro Woche,0.054730317118342975,45410,0.05263826660131917,0.05682236763536678
2017,maennlich,Seltener,0.0529160524624863,45410,0.05085699589752951,0.054975109027443084
2017,weiblich,Min 1x pro Monat,0.051630948331254485,45410,0.049595668832621634,0.053666227829887336
2017,maennlich,Min 1x pro Monat,0.047284272593264544,45410,0.0453320904142397,0.04923645477228939
2019,weiblich,Nie,0.36139116842516605,42417,0.3568193147248292,0.3659630221255029
2019,maennlich,Nie,0.3111762407190309,42417,0.30677025210015785,0.3155822293379039
2019,maennlich,Min 1x pro Woche,0.06971473231731146,42417,0.06729115739226613,0.07213830724235679
2019,weiblich,Min 1x pro Woche,0.058694802657288006,42417,0.05645787907262853,0.06093172624194748
2019,weiblich,Seltener,0.055881203595154354,42417,0.053695293506025935,0.05806711368428277
2019,maennlich,Seltener,0.05021492770613521,42417,0.04813659444786857,0.05229326096440185
2019,maennlich,Min 1x pro Monat,0.04669792887846815,42417,0.04468999145195573,0.048705866304980576
2019,weiblich,Min 1x pro Monat,0.046228995701445875,42417,0.04423067409667549,0.04822731730621626
2021,weiblich,Nie,0.34305676855895195,27598,0.3374557864730998,0.3486577506448041
2021,maennlich,Nie,0.28058224163027656,27598,0.27528148416767856,0.28588299909287457
2021,maennlich,Min 1x pro Woche,0.07394468704512373,27598,0.07085731322143919,0.07703206086880827
2021,weiblich,Seltener,0.06986899563318777,27598,0.06686131598647171,0.07287667527990382
2021,weiblich,Min 1x pro Woche,0.06393013100436681,27598,0.06104394579733158,0.06681631621140205
2021,maennlich,Seltener,0.06282387190684134,27598,0.05996107707512178,0.0656866667385609
2021,maennlich,Min 1x pro Monat,0.05315866084425036,27598,0.05051172821506285,0.05580559347343787
2021,weiblich,Min 1x pro Monat,0.05263464337700145,27598,0.05000006054023056,0.055269226213772345
