year,migback,sampreg,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Direct migration background,West,At least once per week,0.05077,102,2612,0.04235,0.05919
1995,Direct migration background,West,At least once per month,0.03488,72,2612,0.02784,0.04192
1995,Direct migration background,West,Seldom,0.06830,152,2612,0.05862,0.07797
1995,Direct migration background,West,Never,0.84605,2286,2612,0.83221,0.85989
1995,Direct migration background,East,Never,0.83667,117,117,0.76940,0.90395
1995,Indirect migration background,West,Never,0.80639,426,426,0.76883,0.84396
1996,No migration background,West,At least once per week,0.08941,592,6351,0.08239,0.09643
1996,No migration background,West,At least once per month,0.07784,491,6351,0.07125,0.08443
1996,No migration background,West,Seldom,0.15868,1005,6351,0.14970,0.16767
1996,No migration background,West,Never,0.67406,4263,6351,0.66253,0.68559
1996,No migration background,East,At least once per week,0.04422,163,3508,0.03741,0.05102
1996,No migration background,East,At least once per month,0.06692,242,3508,0.05865,0.07519
1996,No migration background,East,Seldom,0.11591,442,3508,0.10531,0.12650
1996,No migration background,East,Never,0.77295,2661,3508,0.75908,0.78681
1996,Direct migration background,West,At least once per week,0.04454,87,2448,0.03636,0.05271
1996,Direct migration background,West,At least once per month,0.05800,100,2448,0.04874,0.06726
1996,Direct migration background,West,Seldom,0.09880,245,2448,0.08697,0.11062
1996,Direct migration background,West,Never,0.79867,2016,2448,0.78278,0.81456
1996,Direct migration background,East,Never,0.79778,107,107,0.72132,0.87424
1996,Indirect migration background,West,Seldom,0.16856,79,482,0.13510,0.20202
1996,Indirect migration background,West,Never,0.72163,403,482,0.68157,0.76168
1997,No migration background,West,At least once per week,0.08954,594,6258,0.08246,0.09661
1997,No migration background,West,At least once per month,0.08259,507,6258,0.07577,0.08941
1997,No migration background,West,Seldom,0.14243,914,6258,0.13377,0.15109
1997,No migration background,West,Never,0.68545,4243,6258,0.67394,0.69695
1997,No migration background,East,At least once per week,0.05087,170,3453,0.04354,0.05820
1997,No migration background,East,At least once per month,0.06449,229,3453,0.05629,0.07268
1997,No migration background,East,Seldom,0.09492,365,3453,0.08514,0.10470
1997,No migration background,East,Never,0.78973,2689,3453,0.77613,0.80332
1997,Direct migration background,West,At least once per week,0.04921,94,2322,0.04041,0.05801
1997,Direct migration background,West,At least once per month,0.04759,72,2322,0.03893,0.05625
1997,Direct migration background,West,Seldom,0.08850,220,2322,0.07695,0.10006
1997,Direct migration background,West,Never,0.81469,1936,2322,0.79888,0.83050
1997,Direct migration background,East,Never,0.79285,102,102,0.71382,0.87189
1997,Indirect migration background,West,Seldom,0.12740,68,495,0.09800,0.15680
1997,Indirect migration background,West,Never,0.77536,427,495,0.73855,0.81216
1998,No migration background,West,At least once per week,0.08871,707,7460,0.08226,0.09517
1998,No migration background,West,At least once per month,0.08041,616,7460,0.07424,0.08658
1998,No migration background,West,Seldom,0.12154,882,7460,0.11412,0.12895
1998,No migration background,West,Never,0.70934,5255,7460,0.69903,0.71964
1998,No migration background,East,At least once per week,0.04853,191,3701,0.04161,0.05546
1998,No migration background,East,At least once per month,0.06186,227,3701,0.05410,0.06962
1998,No migration background,East,Seldom,0.07693,308,3701,0.06834,0.08552
1998,No migration background,East,Never,0.81268,2975,3701,0.80011,0.82525
1998,Direct migration background,West,At least once per week,0.05065,87,2254,0.04159,0.05970
1998,Direct migration background,West,At least once per month,0.03237,70,2254,0.02506,0.03968
1998,Direct migration background,West,Seldom,0.06502,140,2254,0.05484,0.07520
1998,Direct migration background,West,Never,0.85196,1957,2254,0.83730,0.86663
1998,Direct migration background,East,Never,0.79131,93,93,0.70827,0.87435
1998,Indirect migration background,West,Seldom,0.09778,51,526,0.07237,0.12318
1998,Indirect migration background,West,Never,0.81188,475,526,0.77845,0.84531
1999,No migration background,West,At least once per week,0.09327,701,7160,0.08653,0.10000
1999,No migration background,West,At least once per month,0.08032,590,7160,0.07402,0.08662
1999,No migration background,West,Seldom,0.15229,1106,7160,0.14396,0.16061
1999,No migration background,West,Never,0.67413,4763,7160,0.66327,0.68498
1999,No migration background,East,At least once per week,0.05226,197,3629,0.04502,0.05950
1999,No migration background,East,At least once per month,0.06883,262,3629,0.06059,0.07707
1999,No migration background,East,Seldom,0.11473,436,3629,0.10436,0.12510
1999,No migration background,East,Never,0.76418,2734,3629,0.75036,0.77799
1999,Direct migration background,West,At least once per week,0.05050,79,2081,0.04109,0.05991
1999,Direct migration background,West,At least once per month,0.03514,65,2081,0.02723,0.04305
1999,Direct migration background,West,Seldom,0.09797,202,2081,0.08519,0.11074
1999,Direct migration background,West,Never,0.81639,1735,2081,0.79975,0.83303
1999,Direct migration background,East,Never,0.72963,77,77,0.62977,0.82948
1999,Indirect migration background,West,At least once per week,0.06888,34,558,0.04785,0.08991
1999,Indirect migration background,West,Seldom,0.14092,78,558,0.11202,0.16981
1999,Indirect migration background,West,Never,0.75010,446,558,0.71415,0.78606
2001,No migration background,West,At least once per week,0.09628,1289,12783,0.09117,0.10139
2001,No migration background,West,At least once per month,0.08539,1136,12783,0.08055,0.09024
2001,No migration background,West,Seldom,0.13196,1724,12783,0.12609,0.13783
2001,No migration background,West,Never,0.68636,8634,12783,0.67832,0.69441
2001,No migration background,East,At least once per week,0.05505,298,5252,0.04888,0.06122
2001,No migration background,East,At least once per month,0.06799,380,5252,0.06118,0.07480
2001,No migration background,East,Seldom,0.11150,631,5252,0.10299,0.12001
2001,No migration background,East,Never,0.76546,3943,5252,0.75400,0.77692
2001,Direct migration background,West,At least once per week,0.03797,102,2768,0.03085,0.04509
2001,Direct migration background,West,At least once per month,0.03668,88,2768,0.02968,0.04368
2001,Direct migration background,West,Seldom,0.07467,202,2768,0.06488,0.08446
2001,Direct migration background,West,Never,0.85068,2376,2768,0.83740,0.86396
2001,Direct migration background,East,Never,0.75869,88,88,0.66878,0.84860
2001,Indirect migration background,West,At least once per week,0.06663,45,716,0.04835,0.08491
2001,Indirect migration background,West,Seldom,0.10420,73,716,0.08180,0.12659
2001,Indirect migration background,West,Never,0.80720,598,716,0.77828,0.83612
2003,No migration background,West,At least once per week,0.09955,1506,13480,0.09450,0.10461
2003,No migration background,West,At least once per month,0.08131,1189,13480,0.07670,0.08593
2003,No migration background,West,Seldom,0.11774,1685,13480,0.11230,0.12318
2003,No migration background,West,Never,0.70140,9100,13480,0.69367,0.70912
2003,No migration background,East,At least once per week,0.06247,336,5192,0.05589,0.06906
2003,No migration background,East,At least once per month,0.05900,339,5192,0.05259,0.06541
2003,No migration background,East,Seldom,0.08336,473,5192,0.07584,0.09088
2003,No migration background,East,Never,0.79517,4044,5192,0.78419,0.80614
2003,Direct migration background,West,At least once per week,0.04853,110,2493,0.04009,0.05697
2003,Direct migration background,West,At least once per month,0.02714,64,2493,0.02076,0.03352
2003,Direct migration background,West,Seldom,0.05861,141,2493,0.04939,0.06783
2003,Direct migration background,West,Never,0.86572,2178,2493,0.85233,0.87910
2003,Direct migration background,East,Never,0.78615,81,81,0.69630,0.87600
2003,Indirect migration background,West,At least once per week,0.06706,55,723,0.04882,0.08531
2003,Indirect migration background,West,Seldom,0.07238,51,723,0.05348,0.09128
2003,Indirect migration background,West,Never,0.83680,617,723,0.80985,0.86376
2005,No migration background,West,At least once per week,0.10503,1432,12507,0.09966,0.11041
2005,No migration background,West,At least once per month,0.09610,1307,12507,0.09093,0.10126
2005,No migration background,West,Seldom,0.14893,1952,12507,0.14269,0.15517
2005,No migration background,West,Never,0.64994,7816,12507,0.64158,0.65830
2005,No migration background,East,At least once per week,0.05441,291,4877,0.04805,0.06078
2005,No migration background,East,At least once per month,0.07933,422,4877,0.07175,0.08692
2005,No migration background,East,Seldom,0.13367,686,4877,0.12412,0.14322
2005,No migration background,East,Never,0.73258,3478,4877,0.72016,0.74501
2005,Direct migration background,West,At least once per week,0.05388,109,2259,0.04457,0.06320
2005,Direct migration background,West,At least once per month,0.04115,94,2259,0.03296,0.04935
2005,Direct migration background,West,Seldom,0.08541,186,2259,0.07388,0.09694
2005,Direct migration background,West,Never,0.81955,1870,2259,0.80369,0.83541
2005,Direct migration background,East,Never,0.77879,77,77,0.68547,0.87211
2005,Indirect migration background,West,At least once per week,0.06636,57,765,0.04871,0.08401
2005,Indirect migration background,West,Seldom,0.14181,106,765,0.11708,0.16655
2005,Indirect migration background,West,Never,0.75728,602,765,0.72688,0.78768
2007,No migration background,West,At least once per week,0.11012,1514,12629,0.10466,0.11558
2007,No migration background,West,At least once per month,0.08768,1254,12629,0.08275,0.09261
2007,No migration background,West,Seldom,0.13478,1716,12629,0.12883,0.14074
2007,No migration background,West,Never,0.66742,8145,12629,0.65920,0.67564
2007,No migration background,East,At least once per week,0.05963,319,4846,0.05296,0.06630
2007,No migration background,East,At least once per month,0.07556,395,4846,0.06812,0.08301
2007,No migration background,East,Seldom,0.11980,604,4846,0.11065,0.12894
2007,No migration background,East,Never,0.74501,3528,4846,0.73274,0.75728
2007,Direct migration background,West,At least once per week,0.04977,108,2003,0.04025,0.05930
2007,Direct migration background,West,At least once per month,0.03924,74,2003,0.03074,0.04775
2007,Direct migration background,West,Seldom,0.07471,148,2003,0.06319,0.08623
2007,Direct migration background,West,Never,0.83627,1673,2003,0.82007,0.85248
2007,Direct migration background,East,Never,0.82684,68,68,0.73624,0.91745
2007,Indirect migration background,West,At least once per week,0.06596,61,704,0.04761,0.08431
2007,Indirect migration background,West,Seldom,0.14031,90,704,0.11464,0.16598
2007,Indirect migration background,West,Never,0.75666,553,704,0.72494,0.78838
2007,Indirect migration background,East,Never,0.69492,32,32,0.53283,0.85701
2008,No migration background,West,At least once per week,0.11381,1476,11951,0.10812,0.11950
2008,No migration background,West,At least once per month,0.08301,1082,11951,0.07806,0.08796
2008,No migration background,West,Seldom,0.11254,1450,11951,0.10688,0.11821
2008,No migration background,West,Never,0.69064,7943,11951,0.68235,0.69892
2008,No migration background,East,At least once per week,0.06142,318,4633,0.05451,0.06834
2008,No migration background,East,At least once per month,0.06779,340,4633,0.06055,0.07503
2008,No migration background,East,Seldom,0.08715,429,4633,0.07903,0.09528
2008,No migration background,East,Never,0.78364,3546,4633,0.77178,0.79550
2008,Direct migration background,West,At least once per week,0.04266,92,1818,0.03337,0.05195
2008,Direct migration background,West,At least once per month,0.03629,65,1818,0.02769,0.04488
2008,Direct migration background,West,Seldom,0.07007,132,1818,0.05834,0.08181
2008,Direct migration background,West,Never,0.85098,1529,1818,0.83461,0.86736
2008,Direct migration background,East,Never,0.79954,57,57,0.69468,0.90440
2008,Indirect migration background,West,At least once per week,0.09152,63,691,0.07000,0.11304
2008,Indirect migration background,West,Seldom,0.10448,64,691,0.08165,0.12730
2008,Indirect migration background,West,Never,0.76721,564,691,0.73568,0.79875
2008,Indirect migration background,East,Never,0.64707,33,33,0.48149,0.81265
2009,No migration background,West,At least once per week,0.11244,1381,11136,0.10657,0.11831
2009,No migration background,West,At least once per month,0.08670,1071,11136,0.08147,0.09192
2009,No migration background,West,Seldom,0.13296,1475,11136,0.12665,0.13926
2009,No migration background,West,Never,0.66791,7209,11136,0.65916,0.67666
2009,No migration background,East,At least once per week,0.06714,293,4398,0.05975,0.07454
2009,No migration background,East,At least once per month,0.07764,361,4398,0.06973,0.08555
2009,No migration background,East,Seldom,0.12135,525,4398,0.11170,0.13101
2009,No migration background,East,Never,0.73386,3219,4398,0.72080,0.74692
2009,Direct migration background,West,At least once per week,0.03420,69,1569,0.02521,0.04320
2009,Direct migration background,West,At least once per month,0.04368,67,1569,0.03356,0.05379
2009,Direct migration background,West,Seldom,0.08187,126,1569,0.06830,0.09544
2009,Direct migration background,West,Never,0.84025,1307,1569,0.82211,0.85838
2009,Direct migration background,East,Never,0.78168,53,53,0.66940,0.89397
2009,Indirect migration background,West,At least once per week,0.06591,41,664,0.04702,0.08479
2009,Indirect migration background,West,At least once per month,0.04934,44,664,0.03285,0.06582
2009,Indirect migration background,West,Seldom,0.15447,85,664,0.12696,0.18198
2009,Indirect migration background,West,Never,0.73028,494,664,0.69650,0.76406
2011,No migration background,West,At least once per week,0.12338,2390,17663,0.11853,0.12823
2011,No migration background,West,At least once per month,0.09367,1884,17663,0.08938,0.09797
2011,No migration background,West,Seldom,0.14328,2490,17663,0.13812,0.14845
2011,No migration background,West,Never,0.63966,10899,17663,0.63258,0.64674
2011,No migration background,East,At least once per week,0.07588,476,6041,0.06921,0.08256
2011,No migration background,East,At least once per month,0.07810,516,6041,0.07134,0.08487
2011,No migration background,East,Seldom,0.12142,705,6041,0.11318,0.12966
2011,No migration background,East,Never,0.72459,4344,6041,0.71333,0.73586
2011,Direct migration background,West,At least once per week,0.04484,151,3167,0.03763,0.05205
2011,Direct migration background,West,At least once per month,0.04906,144,3167,0.04154,0.05659
2011,Direct migration background,West,Seldom,0.10033,269,3167,0.08987,0.11080
2011,Direct migration background,West,Never,0.80577,2603,3167,0.79199,0.81955
2011,Direct migration background,East,Never,0.83724,134,134,0.77450,0.89997
2011,Indirect migration background,West,At least once per week,0.08306,106,1158,0.06716,0.09896
2011,Indirect migration background,West,At least once per month,0.05788,73,1158,0.04443,0.07134
2011,Indirect migration background,West,Seldom,0.15113,142,1158,0.13049,0.17177
2011,Indirect migration background,West,Never,0.70793,837,1158,0.68173,0.73413
2011,Indirect migration background,East,Never,0.81137,59,59,0.71069,0.91205
2013,No migration background,West,At least once per week,0.13272,2237,16000,0.12746,0.13797
2013,No migration background,West,At least once per month,0.08882,1678,16000,0.08441,0.09323
2013,No migration background,West,Seldom,0.11236,1831,16000,0.10747,0.11725
2013,No migration background,West,Never,0.66610,10254,16000,0.65880,0.67341
2013,No migration background,East,At least once per week,0.08046,460,5465,0.07325,0.08768
2013,No migration background,East,At least once per month,0.07092,438,5465,0.06411,0.07772
2013,No migration background,East,Seldom,0.09742,529,5465,0.08956,0.10528
2013,No migration background,East,Never,0.75120,4038,5465,0.73974,0.76266
2013,Direct migration background,West,At least once per week,0.05728,158,2650,0.04843,0.06612
2013,Direct migration background,West,At least once per month,0.05992,123,2650,0.05088,0.06896
2013,Direct migration background,West,Seldom,0.07434,196,2650,0.06435,0.08433
2013,Direct migration background,West,Never,0.80847,2173,2650,0.79348,0.82345
2013,Direct migration background,East,Never,0.83226,124,124,0.76623,0.89829
2013,Indirect migration background,West,At least once per week,0.08971,97,1039,0.07232,0.10709
2013,Indirect migration background,West,At least once per month,0.06992,73,1039,0.05440,0.08543
2013,Indirect migration background,West,Seldom,0.08809,112,1039,0.07085,0.10533
2013,Indirect migration background,West,Never,0.75228,757,1039,0.72602,0.77854
2013,Indirect migration background,East,Never,0.68041,50,50,0.54984,0.81097
2015,No migration background,West,At least once per week,0.12962,2031,14206,0.12410,0.13515
2015,No migration background,West,At least once per month,0.10044,1582,14206,0.09549,0.10538
2015,No migration background,West,Seldom,0.14059,2061,14206,0.13488,0.14631
2015,No migration background,West,Never,0.62935,8532,14206,0.62141,0.63729
2015,No migration background,East,At least once per week,0.06731,382,4855,0.06026,0.07436
2015,No migration background,East,At least once per month,0.08472,492,4855,0.07688,0.09255
2015,No migration background,East,Seldom,0.12139,576,4855,0.11220,0.13058
2015,No migration background,East,Never,0.72659,3405,4855,0.71405,0.73913
2015,Direct migration background,West,At least once per week,0.05259,266,5589,0.04674,0.05844
2015,Direct migration background,West,At least once per month,0.03994,210,5589,0.03481,0.04508
2015,Direct migration background,West,Seldom,0.08448,471,5589,0.07719,0.09177
2015,Direct migration background,West,Never,0.82299,4642,5589,0.81298,0.83300
2015,Direct migration background,East,Seldom,0.07186,35,397,0.04642,0.09729
2015,Direct migration background,East,Never,0.83551,362,397,0.79900,0.87203
2015,Indirect migration background,West,At least once per week,0.08768,113,1504,0.07338,0.10197
2015,Indirect migration background,West,At least once per month,0.04889,110,1504,0.03799,0.05979
2015,Indirect migration background,West,Seldom,0.14609,200,1504,0.12823,0.16394
2015,Indirect migration background,West,Never,0.71735,1081,1504,0.69458,0.74011
2015,Indirect migration background,East,Never,0.82262,68,68,0.73115,0.91409
2017,No migration background,West,At least once per week,0.13862,2186,14953,0.13308,0.14416
2017,No migration background,West,At least once per month,0.10170,1734,14953,0.09686,0.10655
2017,No migration background,West,Seldom,0.12677,2072,14953,0.12144,0.13211
2017,No migration background,West,Never,0.63291,8961,14953,0.62518,0.64064
2017,No migration background,East,At least once per week,0.08568,469,5091,0.07799,0.09337
2017,No migration background,East,At least once per month,0.09031,530,5091,0.08244,0.09818
2017,No migration background,East,Seldom,0.11318,566,5091,0.10448,0.12189
2017,No migration background,East,Never,0.71082,3526,5091,0.69837,0.72328
2017,Direct migration background,West,At least once per week,0.04878,230,4411,0.04243,0.05514
2017,Direct migration background,West,At least once per month,0.05038,209,4411,0.04392,0.05683
2017,Direct migration background,West,Seldom,0.08645,355,4411,0.07815,0.09474
2017,Direct migration background,West,Never,0.81439,3617,4411,0.80292,0.82587
2017,Direct migration background,East,Never,0.82776,315,315,0.78600,0.86953
2017,Indirect migration background,West,At least once per week,0.08941,130,1519,0.07506,0.10377
2017,Indirect migration background,West,At least once per month,0.06285,110,1519,0.05064,0.07506
2017,Indirect migration background,West,Seldom,0.11087,185,1519,0.09508,0.12667
2017,Indirect migration background,West,Never,0.73686,1094,1519,0.71471,0.75901
2017,Indirect migration background,East,Never,0.74431,71,71,0.64211,0.84651
2019,No migration background,Does not apply,Never,0.65997,44,44,0.51838,0.80157
2019,No migration background,West,At least once per week,0.14213,2329,14868,0.13652,0.14774
2019,No migration background,West,At least once per month,0.09273,1634,14868,0.08807,0.09739
2019,No migration background,West,Seldom,0.11508,1751,14868,0.10995,0.12021
2019,No migration background,West,Never,0.65006,9154,14868,0.64240,0.65773
2019,No migration background,East,At least once per week,0.09516,539,5085,0.08709,0.10322
2019,No migration background,East,At least once per month,0.07786,486,5085,0.07049,0.08522
2019,No migration background,East,Seldom,0.09545,485,5085,0.08737,0.10352
2019,No migration background,East,Never,0.73154,3575,5085,0.71936,0.74372
2019,Direct migration background,West,At least once per week,0.05183,227,3701,0.04468,0.05897
2019,Direct migration background,West,At least once per month,0.04412,155,3701,0.03751,0.05074
2019,Direct migration background,West,Seldom,0.06446,282,3701,0.05655,0.07238
2019,Direct migration background,West,Never,0.83959,3037,3701,0.82776,0.85141
2019,Direct migration background,East,Never,0.91043,268,268,0.87618,0.94468
2019,Indirect migration background,West,At least once per week,0.09158,150,1439,0.07667,0.10649
2019,Indirect migration background,West,At least once per month,0.04834,80,1439,0.03725,0.05942
2019,Indirect migration background,West,Seldom,0.11913,152,1439,0.10239,0.13587
2019,Indirect migration background,West,Never,0.74095,1057,1439,0.71831,0.76360
2019,Indirect migration background,East,Never,0.62209,76,76,0.51235,0.73182
2021,No migration background,West,At least once per week,0.14721,1632,9890,0.14023,0.15419
2021,No migration background,West,At least once per month,0.10213,1149,9890,0.09616,0.10810
2021,No migration background,West,Seldom,0.13288,1355,9890,0.12619,0.13957
2021,No migration background,West,Never,0.61778,5754,9890,0.60820,0.62736
2021,No migration background,East,At least once per week,0.10816,381,3259,0.09750,0.11883
2021,No migration background,East,At least once per month,0.11345,388,3259,0.10256,0.12434
2021,No migration background,East,Seldom,0.12916,411,3259,0.11764,0.14068
2021,No migration background,East,Never,0.64923,2079,3259,0.63284,0.66561
2021,Direct migration background,West,At least once per week,0.06656,202,2828,0.05737,0.07574
2021,Direct migration background,West,At least once per month,0.05350,181,2828,0.04520,0.06179
2021,Direct migration background,West,Seldom,0.10379,360,2828,0.09254,0.11503
2021,Direct migration background,West,Never,0.77616,2085,2828,0.76080,0.79153
2021,Direct migration background,East,Seldom,0.13200,37,231,0.08825,0.17574
2021,Direct migration background,East,Never,0.72824,194,231,0.67075,0.78574
2021,Indirect migration background,West,At least once per week,0.12590,112,845,0.10351,0.14828
2021,Indirect migration background,West,At least once per month,0.08295,73,845,0.06434,0.10156
2021,Indirect migration background,West,Seldom,0.11138,104,845,0.09015,0.13260
2021,Indirect migration background,West,Never,0.67978,556,845,0.64830,0.71125
2021,Indirect migration background,East,Never,0.68087,47,47,0.54617,0.81558
