"pli0096_h","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1995","4","Ländlicher Raum","44","0.125170434624896","0.0927010356856939","0.157639833564097"
"Seltener","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","46","0.0757956250589129","0.0544029296650661","0.0971883204527596"
"Seltener","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","19","","",""
"Nie","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","2538","0.818809183856513","0.805062692428888","0.832555675284137"
"Nie","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","1566","0.796201876495787","0.778286119339027","0.814117633652548"
"Nie","1995","2","Städtischer Raum","1991","0.799016318967607","0.78318056447176","0.814852073463453"
"Nie","1995","2","Ländlicher Raum","1076","0.76274792555295","0.740271129711431","0.785224721394469"
"Nie","1995","3","Städtischer Raum","1158","0.750310912733179","0.728443356426873","0.772178469039485"
"Nie","1995","3","Ländlicher Raum","505","0.724724726838898","0.691470135557435","0.757979318120361"
"Nie","1995","4","Städtischer Raum","792","0.734705801871196","0.70821552532558","0.761196078416811"
"Nie","1995","4","Ländlicher Raum","306","0.756671944019258","0.714569088465546","0.798774799572971"
"Nie","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","453","0.771809263326928","0.737888671065227","0.805729855588628"
"Nie","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","89","0.659628963838748","0.579100683047283","0.740157244630214"
"Täglich","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Täglich","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Täglich","1996","2","Städtischer Raum","","","",""
"Täglich","1996","2","Ländlicher Raum","","","",""
"Täglich","1996","3","Städtischer Raum","","","",""
"Täglich","1996","3","Ländlicher Raum","","","",""
"Täglich","1996","4","Städtischer Raum","","","",""
"Täglich","1996","4","Ländlicher Raum","","","",""
"Täglich","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Täglich","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","134","0.0595237111774781","0.0506935244844803","0.0683538978704759"
"Min 1x pro Woche","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","83","0.0503199068928821","0.039946601607874","0.0606932121778903"
"Min 1x pro Woche","1996","2","Städtischer Raum","169","0.0832708674935952","0.072149725776697","0.0943920092104934"
"Min 1x pro Woche","1996","2","Ländlicher Raum","99","0.0631000369947246","0.0506874939636711","0.0755125800257782"
"Min 1x pro Woche","1996","3","Städtischer Raum","118","0.0761200526582019","0.0628838558921931","0.0893562494242107"
"Min 1x pro Woche","1996","3","Ländlicher Raum","65","0.102299694167977","0.0807548107142487","0.123844577621705"
"Min 1x pro Woche","1996","4","Städtischer Raum","94","0.0918128823154422","0.0750798535276011","0.108545911103283"
"Min 1x pro Woche","1996","4","Ländlicher Raum","29","","",""
"Min 1x pro Woche","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","56","0.0855962292049822","0.0641547107820698","0.107037747627895"
"Min 1x pro Woche","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","22","","",""
"Min 1x pro Monat","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","143","0.0560223811443611","0.0474399052790317","0.0646048570096904"
"Min 1x pro Monat","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","119","0.0748981527909297","0.0624073916035602","0.0873889139782992"
"Min 1x pro Monat","1996","2","Städtischer Raum","136","0.0676474115449977","0.0575386489741351","0.0777561741158603"
"Min 1x pro Monat","1996","2","Ländlicher Raum","120","0.0846549580836058","0.0704441764671317","0.0988657397000799"
"Min 1x pro Monat","1996","3","Städtischer Raum","89","0.0671646266334614","0.0546712823041954","0.0796579709627274"
"Min 1x pro Monat","1996","3","Ländlicher Raum","60","0.0760950523140246","0.0572441062308428","0.0949459983972065"
"Min 1x pro Monat","1996","4","Städtischer Raum","89","0.0834193940947746","0.0673960216979954","0.0994427664915538"
"Min 1x pro Monat","1996","4","Ländlicher Raum","37","0.0926752277093206","0.0642934810066932","0.121056974411948"
"Min 1x pro Monat","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","54","0.0873273300114209","0.0656905897928439","0.108964070229998"
"Min 1x pro Monat","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","16","","",""
"Seltener","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","272","0.101077858921931","0.0898281828897974","0.112327534954064"
"Seltener","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","233","0.134421256618115","0.11823502150567","0.15060749173056"
"Seltener","1996","2","Städtischer Raum","320","0.128385259458241","0.114920389024579","0.141850129891903"
"Seltener","1996","2","Ländlicher Raum","225","0.176259218737855","0.156806936899329","0.195711500576382"
"Seltener","1996","3","Städtischer Raum","207","0.147760918029889","0.130048966396163","0.165472869663614"
"Seltener","1996","3","Ländlicher Raum","128","0.171227394888684","0.144445234098304","0.198009555679064"
"Seltener","1996","4","Städtischer Raum","188","0.148571601730088","0.127961646555413","0.169181556904764"
"Seltener","1996","4","Ländlicher Raum","74","0.230627177961378","0.189398484941258","0.271855870981499"
"Seltener","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","106","0.172532346205121","0.143574250845616","0.201490441564627"
"Seltener","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","36","0.198064655707839","0.139017057684127","0.257112253731551"
"Nie","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","2209","0.78337604875623","0.768001961512677","0.798750135999783"
"Nie","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","1271","0.740360683698073","0.719555791014986","0.76116557638116"
"Nie","1996","2","Städtischer Raum","1746","0.720696461503166","0.702637335515762","0.73875558749057"
"Nie","1996","2","Ländlicher Raum","1030","0.675985786183814","0.652093915113202","0.699877657254427"
"Nie","1996","3","Städtischer Raum","1128","0.708954402678448","0.686282103012878","0.731626702344018"
"Nie","1996","3","Ländlicher Raum","507","0.650377858629314","0.616475990284471","0.684279726974158"
"Nie","1996","4","Städtischer Raum","773","0.676196121859695","0.649080945118856","0.703311298600533"
"Nie","1996","4","Ländlicher Raum","261","0.589425481592796","0.541276583309739","0.637574379875854"
"Nie","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","438","0.654544094578476","0.618100183198357","0.690988005958594"
"Nie","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","101","0.583338556526167","0.51029514228937","0.656381970762963"
"Täglich","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Täglich","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Täglich","1997","2","Städtischer Raum","","","",""
"Täglich","1997","2","Ländlicher Raum","","","",""
"Täglich","1997","3","Städtischer Raum","","","",""
"Täglich","1997","3","Ländlicher Raum","","","",""
"Täglich","1997","4","Städtischer Raum","","","",""
"Täglich","1997","4","Ländlicher Raum","","","",""
"Täglich","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Täglich","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Woche","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","142","0.070848656882536","0.0609272084568742","0.0807701053081978"
"Min 1x pro Woche","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","94","0.0595956073658831","0.0481555134562656","0.0710357012755006"
"Min 1x pro Woche","1997","2","Städtischer Raum","183","0.0786734499858792","0.0677463552374846","0.0896005447342739"
"Min 1x pro Woche","1997","2","Ländlicher Raum","87","0.0645593287513497","0.0519060951623265","0.0772125623403728"
"Min 1x pro Woche","1997","3","Städtischer Raum","126","0.0873483769910932","0.0735653214115618","0.101131432570625"
"Min 1x pro Woche","1997","3","Ländlicher Raum","52","0.0730848809305494","0.0541390855438838","0.092030676317215"
"Min 1x pro Woche","1997","4","Städtischer Raum","102","0.0916579441900734","0.0747594173088268","0.10855647107132"
"Min 1x pro Woche","1997","4","Ländlicher Raum","42","0.0955891965698297","0.0685726602511918","0.122605732888468"
"Min 1x pro Woche","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","50","0.0716391831761255","0.0519644053465024","0.0913139610057485"
"Min 1x pro Woche","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","15","","",""
"Min 1x pro Monat","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","114","0.0524793598589147","0.0438564341807138","0.0611022855371156"
"Min 1x pro Monat","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","104","0.0686111340057014","0.0563951639475635","0.0808271040638393"
"Min 1x pro Monat","1997","2","Städtischer Raum","138","0.0684914917507849","0.0582397998973729","0.078743183604197"
"Min 1x pro Monat","1997","2","Ländlicher Raum","121","0.0959031288961863","0.0807417825230991","0.111064475269274"
"Min 1x pro Monat","1997","3","Städtischer Raum","93","0.0642168972496768","0.0522501028151025","0.0761836916842512"
"Min 1x pro Monat","1997","3","Ländlicher Raum","59","0.0719243736125882","0.0531178373609372","0.0907309098642392"
"Min 1x pro Monat","1997","4","Städtischer Raum","88","0.0829781958017989","0.0668230491568461","0.0991333424467518"
"Min 1x pro Monat","1997","4","Ländlicher Raum","41","0.0847142689014161","0.0591284676352076","0.110300070167625"
"Min 1x pro Monat","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","68","0.12270278196713","0.0976718682024896","0.147733695731771"
"Min 1x pro Monat","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","16","","",""
"Seltener","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","256","0.100505574896928","0.0888787708546119","0.112132378939244"
"Seltener","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","223","0.140873353802575","0.124061788130459","0.15768491947469"
"Seltener","1997","2","Städtischer Raum","257","0.106525566471399","0.0940041976205839","0.119046935322214"
"Seltener","1997","2","Ländlicher Raum","171","0.118180426818189","0.101558684605728","0.13480216903065"
"Seltener","1997","3","Städtischer Raum","208","0.122462787242728","0.106459823796341","0.138465750689114"
"Seltener","1997","3","Ländlicher Raum","111","0.155355732581454","0.128987583298424","0.181723881864483"
"Seltener","1997","4","Städtischer Raum","161","0.157666246775879","0.136323488471859","0.179009005079898"
"Seltener","1997","4","Ländlicher Raum","64","0.142725571289305","0.110585027343878","0.174866115234732"
"Seltener","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","99","0.154413751475749","0.126846208126123","0.181981294825375"
"Seltener","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","28","","",""
"Nie","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","2057","0.776166408361621","0.760048596126988","0.792284220596255"
"Nie","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","1224","0.730919904825841","0.709488984550538","0.752350825101144"
"Nie","1997","2","Städtischer Raum","1754","0.746309491791937","0.728649300243157","0.763969683340717"
"Nie","1997","2","Ländlicher Raum","1070","0.721357115534275","0.698273010754118","0.744441220314432"
"Nie","1997","3","Städtischer Raum","1185","0.725971938516502","0.704198701084072","0.747745175948933"
"Nie","1997","3","Ländlicher Raum","503","0.699635012875409","0.666266295875548","0.73300372987527"
"Nie","1997","4","Städtischer Raum","769","0.667697613232249","0.640111169228799","0.695284057235699"
"Nie","1997","4","Ländlicher Raum","308","0.676970963239449","0.634002660970405","0.719939265508494"
"Nie","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","443","0.651244283380996","0.614885549379789","0.687603017382203"
"Nie","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","100","0.633629542297087","0.558738916234374","0.7085201683598"
"Täglich","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","15","","",""
"Täglich","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","11","","",""
"Täglich","1998","2","Städtischer Raum","22","","",""
"Täglich","1998","2","Ländlicher Raum","12","","",""
"Täglich","1998","3","Städtischer Raum","12","","",""
"Täglich","1998","3","Ländlicher Raum","10","","",""
"Täglich","1998","4","Städtischer Raum","17","","",""
"Täglich","1998","4","Ländlicher Raum","8","","",""
"Täglich","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","9","","",""
"Täglich","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","2","","",""
"Min 1x pro Woche","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","121","0.0480912935573592","0.0400785184469552","0.0561040686677632"
"Min 1x pro Woche","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","89","0.0440241506763473","0.034642862726632","0.0534054386260625"
"Min 1x pro Woche","1998","2","Städtischer Raum","174","0.067909131518346","0.0582086107191781","0.0776096523175139"
"Min 1x pro Woche","1998","2","Ländlicher Raum","96","0.0696930493918532","0.0567641122698555","0.0826219865138508"
"Min 1x pro Woche","1998","3","Städtischer Raum","119","0.0793685841498435","0.0664272725041458","0.0923098957955413"
"Min 1x pro Woche","1998","3","Ländlicher Raum","74","0.0817320188229437","0.0635903651575113","0.0998736724883761"
"Min 1x pro Woche","1998","4","Städtischer Raum","108","0.0739646396535554","0.0602457057603597","0.0876835735467511"
"Min 1x pro Woche","1998","4","Ländlicher Raum","47","0.112069469511146","0.0850600282510839","0.139078910771209"
"Min 1x pro Woche","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","53","0.0695564017604342","0.0517032716768729","0.0874095318439956"
"Min 1x pro Woche","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","19","","",""
"Min 1x pro Monat","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","110","0.0418962615042938","0.0343930709157991","0.0493994520927884"
"Min 1x pro Monat","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","120","0.0697033555556824","0.0580585810528621","0.0813481300585026"
"Min 1x pro Monat","1998","2","Städtischer Raum","154","0.0612610803235659","0.0520148102639167","0.0705073503832151"
"Min 1x pro Monat","1998","2","Ländlicher Raum","110","0.0742496822030285","0.0609375018958257","0.0875618625102312"
"Min 1x pro Monat","1998","3","Städtischer Raum","120","0.0772553506866507","0.0644728408448537","0.0900378605284477"
"Min 1x pro Monat","1998","3","Ländlicher Raum","81","0.107916166299949","0.0873694640768504","0.128462868523048"
"Min 1x pro Monat","1998","4","Städtischer Raum","111","0.0760251851892882","0.0621319523088216","0.0899184180697547"
"Min 1x pro Monat","1998","4","Ländlicher Raum","45","0.0890400241504448","0.0646549135249246","0.113425134775965"
"Min 1x pro Monat","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","69","0.100546280474354","0.0794418709629751","0.121650689985733"
"Min 1x pro Monat","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","21","","",""
"Seltener","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","216","0.0819622085157628","0.0716894002893862","0.0922350167421394"
"Seltener","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","181","0.112519547008312","0.0980689131062065","0.126970180910418"
"Seltener","1998","2","Städtischer Raum","249","0.105807769580267","0.0939480051664451","0.11766753399409"
"Seltener","1998","2","Ländlicher Raum","150","0.0997525454414344","0.0845366364797934","0.114968454403075"
"Seltener","1998","3","Städtischer Raum","152","0.0917998372866798","0.0779761841715184","0.105623490401841"
"Seltener","1998","3","Ländlicher Raum","78","0.100364414927129","0.0804659657874366","0.120262864066821"
"Seltener","1998","4","Städtischer Raum","166","0.126764545960153","0.10932403967732","0.144205052242987"
"Seltener","1998","4","Ländlicher Raum","61","0.121287864378547","0.0933357648348285","0.149239963922265"
"Seltener","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","107","0.143378669972687","0.118784197857934","0.167973142087441"
"Seltener","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","31","0.132010795040669","0.0875827150843727","0.176438874996965"
"Nie","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","2277","0.823296718123761","0.809012628224927","0.837580808022595"
"Nie","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","1436","0.766668871449411","0.747327655730493","0.786010087168329"
"Nie","1998","2","Städtischer Raum","1985","0.753940900222793","0.737333937773917","0.77054786267167"
"Nie","1998","2","Ländlicher Raum","1122","0.747624558296462","0.725568886921027","0.769680229671897"
"Nie","1998","3","Städtischer Raum","1273","0.744184597037725","0.723295735678281","0.765073458397169"
"Nie","1998","3","Ländlicher Raum","633","0.697013547046056","0.666581704172228","0.727445389919885"
"Nie","1998","4","Städtischer Raum","996","0.712539152238755","0.688815135450003","0.736263169027507"
"Nie","1998","4","Ländlicher Raum","363","0.663653077715248","0.623200450441633","0.704105704988863"
"Nie","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","542","0.675258978746577","0.642396179821728","0.708121777671425"
"Nie","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","150","0.712363018777197","0.652951766936212","0.771774270618182"
"Täglich","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Täglich","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Täglich","1999","2","Städtischer Raum","","","",""
"Täglich","1999","2","Ländlicher Raum","","","",""
"Täglich","1999","3","Städtischer Raum","","","",""
"Täglich","1999","3","Ländlicher Raum","","","",""
"Täglich","1999","4","Städtischer Raum","","","",""
"Täglich","1999","4","Ländlicher Raum","","","",""
"Täglich","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Täglich","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Woche","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","133","0.0663480461343824","0.0561874497410853","0.0765086425276796"
"Min 1x pro Woche","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","94","0.0637358950162754","0.0514714799873692","0.0760003100451816"
"Min 1x pro Woche","1999","2","Städtischer Raum","175","0.0708639386375071","0.0608014784402602","0.080926398834754"
"Min 1x pro Woche","1999","2","Ländlicher Raum","130","0.0891751020096331","0.0751001453482493","0.103250058671017"
"Min 1x pro Woche","1999","3","Städtischer Raum","131","0.0780753912005166","0.0652500471979761","0.0909007352030571"
"Min 1x pro Woche","1999","3","Ländlicher Raum","83","0.0969299902479182","0.0771101110482838","0.116749869447553"
"Min 1x pro Woche","1999","4","Städtischer Raum","123","0.0965815203072943","0.0811525029611118","0.112010537653477"
"Min 1x pro Woche","1999","4","Ländlicher Raum","48","0.105787560891705","0.0808641307193066","0.130710991064104"
"Min 1x pro Woche","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","73","0.0727234674922786","0.0558234804767584","0.0896234545077989"
"Min 1x pro Woche","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","27","","",""
"Min 1x pro Monat","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","89","0.0417236433228842","0.0335606559490292","0.0498866306967393"
"Min 1x pro Monat","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","115","0.0737429240765358","0.0606214824098079","0.0868643657432638"
"Min 1x pro Monat","1999","2","Städtischer Raum","152","0.0624186160438631","0.052931953999317","0.0719052780884092"
"Min 1x pro Monat","1999","2","Ländlicher Raum","116","0.082377733583217","0.0687994553603361","0.0959560118060979"
"Min 1x pro Monat","1999","3","Städtischer Raum","115","0.0715416963440772","0.0592212893830559","0.0838621033050984"
"Min 1x pro Monat","1999","3","Ländlicher Raum","84","0.0964386049759206","0.0766636500589871","0.116213559892854"
"Min 1x pro Monat","1999","4","Städtischer Raum","104","0.07126493573036","0.0578270595892264","0.0847028118714935"
"Min 1x pro Monat","1999","4","Ländlicher Raum","43","0.0713761889930894","0.0505136700729265","0.0922387079132523"
"Min 1x pro Monat","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","92","0.104978479795611","0.0850299301415858","0.124927029449636"
"Min 1x pro Monat","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","34","0.127098358971934","0.0846924336121161","0.169504284331752"
"Seltener","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","259","0.114770487827437","0.101758139450146","0.127782836204729"
"Seltener","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","179","0.126949686946157","0.11023527657062","0.143664097321694"
"Seltener","1999","2","Städtischer Raum","295","0.119457873381207","0.106739419116143","0.132176327646272"
"Seltener","1999","2","Ländlicher Raum","228","0.140543357681517","0.123379102577623","0.15770761278541"
"Seltener","1999","3","Städtischer Raum","232","0.142965003416581","0.126231827299847","0.159698179533316"
"Seltener","1999","3","Ländlicher Raum","148","0.188154373389452","0.161972236142663","0.214336510636242"
"Seltener","1999","4","Städtischer Raum","205","0.138181024959196","0.120155870519679","0.156206179398713"
"Seltener","1999","4","Ländlicher Raum","101","0.166294836670787","0.136122024722803","0.19646764861877"
"Seltener","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","156","0.177902437285667","0.15301403162402","0.202790842947315"
"Seltener","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","41","0.191024074296056","0.140976184732854","0.241071963859257"
"Nie","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","1824","0.777157822715296","0.76016889634418","0.794146749086412"
"Nie","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","1136","0.735571493961031","0.713429221605277","0.757713766316786"
"Nie","1999","2","Städtischer Raum","1876","0.747259571937422","0.730217398697531","0.764301745177314"
"Nie","1999","2","Ländlicher Raum","1101","0.687903806725633","0.665020651632786","0.710786961818481"
"Nie","1999","3","Städtischer Raum","1203","0.707417909038825","0.685669568277452","0.729166249800198"
"Nie","1999","3","Ländlicher Raum","541","0.618477031386709","0.585935848111913","0.651018214661505"
"Nie","1999","4","Städtischer Raum","976","0.69397251900315","0.669901298355857","0.718043739650442"
"Nie","1999","4","Ländlicher Raum","393","0.656541413444419","0.618061116916183","0.695021709972654"
"Nie","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","586","0.644395615426443","0.613242298773351","0.675548932079535"
"Nie","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","135","0.563627108994266","0.50048795824415","0.626766259744382"
"Täglich","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Täglich","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Täglich","2000","2","Städtischer Raum","","","",""
"Täglich","2000","2","Ländlicher Raum","","","",""
"Täglich","2000","3","Städtischer Raum","","","",""
"Täglich","2000","3","Ländlicher Raum","","","",""
"Täglich","2000","4","Städtischer Raum","","","",""
"Täglich","2000","4","Ländlicher Raum","","","",""
"Täglich","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Täglich","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","2","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","2","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","3","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","3","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","4","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","4","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","2","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","2","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","3","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","3","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","4","Städtischer Raum","","","",""
"Min 1x pro Monat","2000","4","Ländlicher Raum","","","",""
"Min 1x pro Monat","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
