year,sampreg,sex,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,East,female,Seldom,0.08037,178,1869,0.06804,0.09269
1997,East,female,Never,0.84744,1554,1869,0.83114,0.86375
1998,West,male,At least once per week,0.10567,518,4988,0.09714,0.11420
1998,West,male,At least once per month,0.09031,421,4988,0.08235,0.09826
1998,West,male,Seldom,0.11545,521,4988,0.10658,0.12432
1998,West,male,Never,0.68857,3528,4988,0.67572,0.70142
1998,West,female,At least once per week,0.05886,303,5296,0.05252,0.06520
1998,West,female,At least once per month,0.05420,282,5296,0.04811,0.06030
1998,West,female,Seldom,0.10871,552,5296,0.10033,0.11710
1998,West,female,Never,0.77822,4159,5296,0.76703,0.78941
1998,East,male,At least once per week,0.06258,126,1862,0.05158,0.07359
1998,East,male,At least once per month,0.08253,153,1862,0.07003,0.09503
1998,East,male,Seldom,0.08130,158,1862,0.06888,0.09371
1998,East,male,Never,0.77359,1425,1862,0.75458,0.79261
1998,East,female,At least once per week,0.03398,71,1981,0.02600,0.04196
1998,East,female,At least once per month,0.04349,85,1981,0.03451,0.05248
1998,East,female,Seldom,0.07322,160,1981,0.06174,0.08469
1998,East,female,Never,0.84931,1665,1981,0.83355,0.86507
1999,West,male,At least once per week,0.11243,514,4764,0.10346,0.12140
1999,West,male,At least once per month,0.08473,376,4764,0.07682,0.09264
1999,West,male,Seldom,0.15765,716,4764,0.14730,0.16800
1999,West,male,Never,0.64519,3158,4764,0.63160,0.65877
1999,West,female,At least once per week,0.06076,300,5056,0.05418,0.06735
1999,West,female,At least once per month,0.05995,300,5056,0.05341,0.06650
1999,West,female,Seldom,0.13019,670,5056,0.12092,0.13947
1999,West,female,Never,0.74909,3786,5056,0.73714,0.76105
1999,East,male,At least once per week,0.06697,129,1808,0.05544,0.07849
1999,East,male,At least once per month,0.08129,160,1808,0.06869,0.09389
1999,East,male,Seldom,0.12545,236,1808,0.11018,0.14072
1999,East,male,Never,0.72629,1283,1808,0.70573,0.74685
1999,East,female,At least once per week,0.03650,74,1948,0.02817,0.04483
1999,East,female,At least once per month,0.05535,108,1948,0.04519,0.06551
1999,East,female,Seldom,0.10997,222,1948,0.09607,0.12387
1999,East,female,Never,0.79818,1544,1948,0.78035,0.81601
2001,West,male,At least once per week,0.11034,883,7818,0.10339,0.11728
2001,West,male,At least once per month,0.08322,643,7818,0.07710,0.08935
2001,West,male,Seldom,0.12750,969,7818,0.12011,0.13490
2001,West,male,Never,0.67893,5323,7818,0.66858,0.68928
2001,West,female,At least once per week,0.06415,553,8468,0.05893,0.06937
2001,West,female,At least once per month,0.06919,600,8468,0.06378,0.07459
2001,West,female,Seldom,0.11773,1030,8468,0.11087,0.12460
2001,West,female,Never,0.74893,6285,8468,0.73970,0.75817
2001,East,male,At least once per week,0.07678,212,2605,0.06656,0.08701
2001,East,male,At least once per month,0.08150,223,2605,0.07099,0.09201
2001,East,male,Seldom,0.11139,308,2605,0.09931,0.12348
2001,East,male,Never,0.73033,1862,2605,0.71328,0.74737
2001,East,female,At least once per week,0.03356,93,2791,0.02687,0.04024
2001,East,female,At least once per month,0.05836,173,2791,0.04966,0.06706
2001,East,female,Seldom,0.10854,334,2791,0.09699,0.12008
2001,East,female,Never,0.79955,2191,2791,0.78469,0.81440
2003,West,male,At least once per week,0.11021,962,8039,0.10336,0.11705
2003,West,male,At least once per month,0.07797,662,8039,0.07211,0.08383
2003,West,male,Seldom,0.11729,950,8039,0.11025,0.12432
2003,West,male,Never,0.69453,5465,8039,0.68446,0.70460
2003,West,female,At least once per week,0.07221,709,8675,0.06676,0.07765
2003,West,female,At least once per month,0.06440,609,8675,0.05923,0.06957
2003,West,female,Seldom,0.09751,927,8675,0.09127,0.10376
2003,West,female,Never,0.76588,6430,8675,0.75697,0.77479
2003,East,male,At least once per week,0.08421,225,2576,0.07348,0.09493
2003,East,male,At least once per month,0.06379,194,2576,0.05435,0.07323
2003,East,male,Seldom,0.09086,248,2576,0.07976,0.10196
2003,East,male,Never,0.76115,1909,2576,0.74468,0.77762
2003,East,female,At least once per week,0.04035,117,2751,0.03300,0.04771
2003,East,female,At least once per month,0.05660,156,2751,0.04797,0.06524
2003,East,female,Seldom,0.07367,233,2751,0.06391,0.08344
2003,East,female,Never,0.82937,2245,2751,0.81531,0.84343
2005,West,male,At least once per week,0.11248,911,7424,0.10529,0.11967
2005,West,male,At least once per month,0.09247,733,7424,0.08588,0.09906
2005,West,male,Seldom,0.14449,1077,7424,0.13649,0.15248
2005,West,male,Never,0.65057,4703,7424,0.63972,0.66141
2005,West,female,At least once per week,0.07921,687,8127,0.07334,0.08508
2005,West,female,At least once per month,0.07751,688,8127,0.07169,0.08332
2005,West,female,Seldom,0.13335,1167,8127,0.12596,0.14075
2005,West,female,Never,0.70993,5585,8127,0.70006,0.71980
2005,East,male,At least once per week,0.06983,192,2412,0.05966,0.08000
2005,East,male,At least once per month,0.08890,234,2412,0.07754,0.10026
2005,East,male,Seldom,0.14249,346,2412,0.12853,0.15644
2005,East,male,Never,0.69878,1640,2412,0.68047,0.71710
2005,East,female,At least once per week,0.04233,110,2599,0.03459,0.05007
2005,East,female,At least once per month,0.06853,196,2599,0.05882,0.07825
2005,East,female,Seldom,0.12100,349,2599,0.10846,0.13354
2005,East,female,Never,0.76814,1944,2599,0.75191,0.78437
2007,West,male,At least once per week,0.11522,940,7296,0.10790,0.12255
2007,West,male,At least once per month,0.08663,706,7296,0.08017,0.09308
2007,West,male,Seldom,0.12633,930,7296,0.11871,0.13395
2007,West,male,Never,0.67182,4720,7296,0.66104,0.68259
2007,West,female,At least once per week,0.08320,743,8069,0.07717,0.08923
2007,West,female,At least once per month,0.06939,651,8069,0.06384,0.07493
2007,West,female,Seldom,0.12560,1024,8069,0.11837,0.13284
2007,West,female,Never,0.72181,5651,8069,0.71203,0.73159
2007,East,male,At least once per week,0.07567,204,2397,0.06508,0.08625
2007,East,male,At least once per month,0.08864,219,2397,0.07726,0.10002
2007,East,male,Seldom,0.11680,294,2397,0.10394,0.12966
2007,East,male,Never,0.71890,1680,2397,0.70090,0.73690
2007,East,female,At least once per week,0.04244,122,2578,0.03465,0.05022
2007,East,female,At least once per month,0.06239,183,2578,0.05305,0.07173
2007,East,female,Seldom,0.12147,325,2578,0.10885,0.13408
2007,East,female,Never,0.77371,1948,2578,0.75755,0.78986
2008,West,male,At least once per week,0.12114,925,6875,0.11343,0.12885
2008,West,male,At least once per month,0.07833,586,6875,0.07198,0.08468
2008,West,male,Seldom,0.10843,801,6875,0.10108,0.11578
2008,West,male,Never,0.69210,4563,6875,0.68119,0.70301
2008,West,female,At least once per week,0.08365,706,7615,0.07743,0.08987
2008,West,female,At least once per month,0.06875,591,7615,0.06306,0.07443
2008,West,female,Seldom,0.10305,845,7615,0.09622,0.10987
2008,West,female,Never,0.74456,5473,7615,0.73476,0.75435
2008,East,male,At least once per week,0.07810,213,2296,0.06712,0.08908
2008,East,male,At least once per month,0.07884,196,2296,0.06781,0.08987
2008,East,male,Seldom,0.08311,206,2296,0.07182,0.09441
2008,East,male,Never,0.75995,1681,2296,0.74248,0.77742
2008,East,female,At least once per week,0.04542,113,2457,0.03719,0.05366
2008,East,female,At least once per month,0.05616,154,2457,0.04705,0.06526
2008,East,female,Seldom,0.09341,235,2457,0.08190,0.10492
2008,East,female,Never,0.80501,1955,2457,0.78934,0.82068
2009,West,male,At least once per week,0.11914,852,6367,0.11118,0.12710
2009,West,male,At least once per month,0.08360,594,6367,0.07680,0.09040
2009,West,male,Seldom,0.12506,785,6367,0.11693,0.13318
2009,West,male,Never,0.67221,4136,6367,0.66067,0.68374
2009,West,female,At least once per week,0.07845,639,7002,0.07216,0.08475
2009,West,female,At least once per month,0.07308,588,7002,0.06698,0.07918
2009,West,female,Seldom,0.12844,901,7002,0.12060,0.13627
2009,West,female,Never,0.72003,4874,7002,0.70951,0.73055
2009,East,male,At least once per week,0.08649,199,2174,0.07467,0.09831
2009,East,male,At least once per month,0.08753,204,2174,0.07565,0.09941
2009,East,male,Seldom,0.12519,262,2174,0.11128,0.13911
2009,East,male,Never,0.70078,1509,2174,0.68153,0.72004
2009,East,female,At least once per week,0.04875,105,2338,0.04002,0.05749
2009,East,female,At least once per month,0.06627,163,2338,0.05618,0.07635
2009,East,female,Seldom,0.11759,278,2338,0.10453,0.13065
2009,East,female,Never,0.76739,1792,2338,0.75026,0.78452
2011,West,male,At least once per week,0.12784,1392,9936,0.12128,0.13441
2011,West,male,At least once per month,0.09269,973,9936,0.08699,0.09840
2011,West,male,Seldom,0.13568,1322,9936,0.12895,0.14242
2011,West,male,Never,0.64378,6249,9936,0.63436,0.65320
2011,West,female,At least once per week,0.09176,1255,12052,0.08661,0.09692
2011,West,female,At least once per month,0.07777,1128,12052,0.07299,0.08255
2011,West,female,Seldom,0.13813,1579,12052,0.13197,0.14429
2011,West,female,Never,0.69233,8090,12052,0.68409,0.70057
2011,East,male,At least once per week,0.08382,266,2862,0.07367,0.09398
2011,East,male,At least once per month,0.08311,267,2862,0.07300,0.09323
2011,East,male,Seldom,0.12474,330,2862,0.11263,0.13684
2011,East,male,Never,0.70833,1999,2862,0.69168,0.72499
2011,East,female,At least once per week,0.06498,220,3422,0.05672,0.07324
2011,East,female,At least once per month,0.07288,267,3422,0.06417,0.08159
2011,East,female,Seldom,0.11510,397,3422,0.10440,0.12579
2011,East,female,Never,0.74704,2538,3422,0.73248,0.76161
2013,West,male,At least once per week,0.14175,1287,8891,0.13450,0.14900
2013,West,male,At least once per month,0.09087,887,8891,0.08490,0.09685
2013,West,male,Seldom,0.10995,973,8891,0.10344,0.11645
2013,West,male,Never,0.65743,5744,8891,0.64757,0.66730
2013,West,female,At least once per week,0.10603,1205,10798,0.10022,0.11184
2013,West,female,At least once per month,0.07975,987,10798,0.07464,0.08486
2013,West,female,Seldom,0.10522,1166,10798,0.09943,0.11100
2013,West,female,Never,0.70901,7440,10798,0.70044,0.71757
2013,East,male,At least once per week,0.09315,261,2591,0.08196,0.10434
2013,East,male,At least once per month,0.08387,246,2591,0.07319,0.09454
2013,East,male,Seldom,0.10944,256,2591,0.09741,0.12146
2013,East,male,Never,0.71355,1828,2591,0.69613,0.73096
2013,East,female,At least once per week,0.07029,221,3096,0.06129,0.07930
2013,East,female,At least once per month,0.05603,200,3096,0.04793,0.06413
2013,East,female,Seldom,0.08398,291,3096,0.07421,0.09375
2013,East,female,Never,0.78970,2384,3096,0.77534,0.80406
2015,West,male,At least once per week,0.13188,1255,9811,0.12519,0.13858
2015,West,male,At least once per month,0.09059,862,9811,0.08491,0.09627
2015,West,male,Seldom,0.12520,1210,9811,0.11865,0.13175
2015,West,male,Never,0.65233,6484,9811,0.64290,0.66175
2015,West,female,At least once per week,0.09694,1155,11488,0.09152,0.10235
2015,West,female,At least once per month,0.08381,1040,11488,0.07874,0.08888
2015,West,female,Seldom,0.13718,1522,11488,0.13089,0.14347
2015,West,female,Never,0.68208,7771,11488,0.67356,0.69059
2015,East,male,At least once per week,0.07019,230,2461,0.06009,0.08028
2015,East,male,At least once per month,0.09240,267,2461,0.08095,0.10384
2015,East,male,Seldom,0.12516,283,2461,0.11208,0.13823
2015,East,male,Never,0.71226,1681,2461,0.69437,0.73015
2015,East,female,At least once per week,0.06237,185,2928,0.05361,0.07113
2015,East,female,At least once per month,0.07286,248,2928,0.06345,0.08228
2015,East,female,Seldom,0.11290,341,2928,0.10144,0.12437
2015,East,female,Never,0.75187,2154,2928,0.73622,0.76752
2017,West,male,At least once per week,0.13339,1326,9654,0.12661,0.14017
2017,West,male,At least once per month,0.09448,940,9654,0.08865,0.10032
2017,West,male,Seldom,0.11494,1132,9654,0.10858,0.12130
2017,West,male,Never,0.65719,6256,9654,0.64772,0.66666
2017,West,female,At least once per week,0.10735,1220,11229,0.10162,0.11308
2017,West,female,At least once per month,0.08655,1113,11229,0.08135,0.09176
2017,West,female,Seldom,0.12263,1480,11229,0.11656,0.12870
2017,West,female,Never,0.68347,7416,11229,0.67486,0.69207
2017,East,male,At least once per week,0.10224,266,2567,0.09052,0.11396
2017,East,male,At least once per month,0.10499,311,2567,0.09313,0.11685
2017,East,male,Seldom,0.10387,268,2567,0.09207,0.11568
2017,East,male,Never,0.68890,1722,2567,0.67099,0.70681
2017,East,female,At least once per week,0.06300,227,3007,0.05431,0.07168
2017,East,female,At least once per month,0.07287,253,3007,0.06357,0.08216
2017,East,female,Seldom,0.12051,337,3007,0.10887,0.13215
2017,East,female,Never,0.74362,2190,3007,0.72801,0.75923
2019,West,male,At least once per week,0.13852,1452,9561,0.13160,0.14545
2019,West,male,At least once per month,0.08210,914,9561,0.07660,0.08761
2019,West,male,Seldom,0.11098,1029,9561,0.10469,0.11728
2019,West,male,Never,0.66839,6166,9561,0.65895,0.67782
2019,West,female,At least once per week,0.10762,1254,10445,0.10168,0.11357
2019,West,female,At least once per month,0.08024,955,10445,0.07503,0.08545
2019,West,female,Seldom,0.10188,1154,10445,0.09608,0.10768
2019,West,female,Never,0.71026,7082,10445,0.70156,0.71896
2019,East,male,At least once per week,0.11927,325,2631,0.10689,0.13166
2019,East,male,At least once per month,0.07675,278,2631,0.06658,0.08692
2019,East,male,Seldom,0.09544,253,2631,0.08421,0.10667
2019,East,male,Never,0.70854,1775,2631,0.69117,0.72591
2019,East,female,At least once per week,0.06850,245,2882,0.05928,0.07773
2019,East,female,At least once per month,0.07176,225,2882,0.06233,0.08118
2019,East,female,Seldom,0.09536,269,2882,0.08463,0.10608
2019,East,female,Never,0.76438,2143,2882,0.74889,0.77988
2021,West,male,At least once per week,0.15464,1033,6397,0.14578,0.16350
2021,West,male,At least once per month,0.09887,687,6397,0.09156,0.10619
2021,West,male,Seldom,0.12537,855,6397,0.11725,0.13348
2021,West,male,Never,0.62112,3822,6397,0.60924,0.63301
2021,West,female,At least once per week,0.11136,912,7161,0.10408,0.11865
2021,West,female,At least once per month,0.08722,716,7161,0.08069,0.09376
2021,West,female,Seldom,0.12805,962,7161,0.12031,0.13579
2021,West,female,Never,0.67336,4571,7161,0.66250,0.68422
2021,East,male,At least once per week,0.13350,236,1682,0.11724,0.14976
2021,East,male,At least once per month,0.12284,226,1682,0.10715,0.13854
2021,East,male,Seldom,0.14709,224,1682,0.13015,0.16402
2021,East,male,Never,0.59657,996,1682,0.57312,0.62002
2021,East,female,At least once per week,0.08509,187,1935,0.07265,0.09753
2021,East,female,At least once per month,0.09382,188,1935,0.08083,0.10682
2021,East,female,Seldom,0.11340,238,1935,0.09926,0.12753
2021,East,female,Never,0.70769,1322,1935,0.68742,0.72796
