,Unnamed: 0,year,pgisced97,regtyp,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
31,31,1986,Primary Level,Urban regions,Never,1.0,628,10042,0.92068,1.1056
32,32,1986,Primary Level,Rural regions,Never,1.0,95,10042,0.78312,1.19351
33,33,1986,Lower Secondary Level,Urban regions,At least once per week,0.05025,88,10042,0.04461,0.05551
34,34,1986,Lower Secondary Level,Urban regions,At least once per month,0.04498,81,10042,0.04055,0.04975
35,35,1986,Lower Secondary Level,Urban regions,Seldom,0.06603,137,10042,0.05776,0.07242
36,36,1986,Lower Secondary Level,Urban regions,Never,0.83874,1858,10042,0.81306,0.86553
37,37,1986,Lower Secondary Level,Rural regions,At least once per week,0.06423,40,10042,0.05621,0.0724
38,38,1986,Lower Secondary Level,Rural regions,Seldom,0.06001,45,10042,0.05038,0.06903
39,39,1986,Lower Secondary Level,Rural regions,Never,0.87576,583,10042,0.83861,0.91345
40,40,1986,Upper Secondary Level,Urban regions,At least once per week,0.0888,324,10042,0.08495,0.0929
41,41,1986,Upper Secondary Level,Urban regions,At least once per month,0.06936,258,10042,0.06605,0.07261
42,42,1986,Upper Secondary Level,Urban regions,Seldom,0.06821,263,10042,0.06512,0.07168
43,43,1986,Upper Secondary Level,Urban regions,Never,0.77363,3003,10042,0.75984,0.78927
44,44,1986,Upper Secondary Level,Rural regions,At least once per week,0.08925,98,10042,0.08386,0.09467
45,45,1986,Upper Secondary Level,Rural regions,At least once per month,0.08213,91,10042,0.07679,0.08663
46,46,1986,Upper Secondary Level,Rural regions,Seldom,0.10864,116,10042,0.10338,0.11382
47,47,1986,Upper Secondary Level,Rural regions,Never,0.71998,782,10042,0.69349,0.74427
48,48,1986,Post-secondary Non-tertiary Level,Urban regions,Never,1.0,169,10042,0.88525,1.11066
49,49,1986,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,36,10042,0.80853,1.18043
50,50,1986,First Stage of Tertiary Education,Urban regions,At least once per week,0.09897,46,10042,0.09151,0.10581
51,51,1986,First Stage of Tertiary Education,Urban regions,At least once per month,0.08243,39,10042,0.07079,0.09276
52,52,1986,First Stage of Tertiary Education,Urban regions,Seldom,0.09469,46,10042,0.08571,0.10371
53,53,1986,First Stage of Tertiary Education,Urban regions,Never,0.72391,316,10042,0.69639,0.75535
54,54,1986,First Stage of Tertiary Education,Rural regions,Never,1.0,84,10042,0.91295,1.10009
55,55,1986,Second Stage of Tertiary Education,Urban regions,At least once per week,0.10889,69,10042,0.09829,0.12107
56,56,1986,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08693,57,10042,0.0764,0.09712
57,57,1986,Second Stage of Tertiary Education,Urban regions,Seldom,0.11188,64,10042,0.10368,0.12072
58,58,1986,Second Stage of Tertiary Education,Urban regions,Never,0.69231,425,10042,0.66586,0.72424
59,59,1986,Second Stage of Tertiary Education,Rural regions,Never,1.0,70,10042,0.89759,1.10552
60,60,1988,Pre-primary Level,Urban regions,Never,1.0,97,9387,0.90899,1.12074
61,61,1988,Primary Level,Urban regions,Never,1.0,564,9387,0.91823,1.08299
62,62,1988,Primary Level,Rural regions,Never,1.0,83,9387,0.78259,1.25802
63,63,1988,Lower Secondary Level,Urban regions,At least once per week,0.06315,118,9387,0.057,0.07138
64,64,1988,Lower Secondary Level,Urban regions,At least once per month,0.0483,86,9387,0.04362,0.05354
65,65,1988,Lower Secondary Level,Urban regions,Seldom,0.06171,116,9387,0.05517,0.06976
66,66,1988,Lower Secondary Level,Urban regions,Never,0.82684,1761,9387,0.79208,0.85934
67,67,1988,Lower Secondary Level,Rural regions,At least once per week,0.0621,40,9387,0.0536,0.07089
68,68,1988,Lower Secondary Level,Rural regions,Seldom,0.09233,54,9387,0.0829,0.10328
69,69,1988,Lower Secondary Level,Rural regions,Never,0.84557,486,9387,0.79264,0.88739
70,70,1988,Upper Secondary Level,Urban regions,At least once per week,0.09015,310,9387,0.08516,0.09532
71,71,1988,Upper Secondary Level,Urban regions,At least once per month,0.06509,237,9387,0.06124,0.06878
72,72,1988,Upper Secondary Level,Urban regions,Seldom,0.09035,327,9387,0.08543,0.09613
73,73,1988,Upper Secondary Level,Urban regions,Never,0.75441,2758,9387,0.73766,0.77114
74,74,1988,Upper Secondary Level,Rural regions,At least once per week,0.09595,104,9387,0.08854,0.10503
75,75,1988,Upper Secondary Level,Rural regions,At least once per month,0.09458,96,9387,0.08818,0.10109
76,76,1988,Upper Secondary Level,Rural regions,Seldom,0.11467,117,9387,0.10779,0.122
77,77,1988,Upper Secondary Level,Rural regions,Never,0.6948,728,9387,0.66661,0.71968
78,78,1988,Post-secondary Non-tertiary Level,Urban regions,Never,1.0,171,9387,0.88837,1.10712
79,79,1988,First Stage of Tertiary Education,Urban regions,At least once per week,0.12237,50,9387,0.10836,0.13709
80,80,1988,First Stage of Tertiary Education,Urban regions,At least once per month,0.07502,35,9387,0.06642,0.08482
81,81,1988,First Stage of Tertiary Education,Urban regions,Seldom,0.13003,56,9387,0.11903,0.14062
82,82,1988,First Stage of Tertiary Education,Urban regions,Never,0.67258,281,9387,0.63576,0.70961
83,83,1988,First Stage of Tertiary Education,Rural regions,Never,1.0,66,9387,0.8953,1.11531
84,84,1988,Second Stage of Tertiary Education,Urban regions,At least once per week,0.13998,81,9387,0.12626,0.15478
85,85,1988,Second Stage of Tertiary Education,Urban regions,At least once per month,0.09772,60,9387,0.0888,0.10985
86,86,1988,Second Stage of Tertiary Education,Urban regions,Seldom,0.11854,69,9387,0.10489,0.13137
87,87,1988,Second Stage of Tertiary Education,Urban regions,Never,0.64376,374,9387,0.61419,0.67619
88,88,1988,Second Stage of Tertiary Education,Rural regions,Never,1.0,62,9387,0.8707,1.1263
89,89,1990,Pre-primary Level,Urban regions,Never,1.0,119,13321,0.885,1.11465
90,90,1990,Pre-primary Level,Rural regions,Never,1.0,33,13321,0.79644,1.27318
91,91,1990,Primary Level,Urban regions,Never,1.0,511,13321,0.91564,1.09266
92,92,1990,Primary Level,Rural regions,Never,1.0,80,13321,0.77054,1.24855
93,93,1990,Lower Secondary Level,Urban regions,At least once per week,0.06407,110,13321,0.05706,0.07116
94,94,1990,Lower Secondary Level,Urban regions,At least once per month,0.0426,76,13321,0.03782,0.04813
95,95,1990,Lower Secondary Level,Urban regions,Seldom,0.07866,158,13321,0.07065,0.08854
96,96,1990,Lower Secondary Level,Urban regions,Never,0.81467,1710,13321,0.78374,0.84159
97,97,1990,Lower Secondary Level,Rural regions,At least once per week,0.04305,38,13321,0.03523,0.05216
98,98,1990,Lower Secondary Level,Rural regions,At least once per month,0.05396,42,13321,0.04616,0.06299
99,99,1990,Lower Secondary Level,Rural regions,Seldom,0.08571,73,13321,0.0754,0.0959
100,100,1990,Lower Secondary Level,Rural regions,Never,0.81727,734,13321,0.78012,0.86093
101,101,1990,Upper Secondary Level,Urban regions,At least once per week,0.08554,330,13321,0.08125,0.09033
102,102,1990,Upper Secondary Level,Urban regions,At least once per month,0.07509,296,13321,0.07073,0.07998
103,103,1990,Upper Secondary Level,Urban regions,Seldom,0.11494,484,13321,0.10971,0.12162
104,104,1990,Upper Secondary Level,Urban regions,Never,0.72444,3151,13321,0.70737,0.74131
105,105,1990,Upper Secondary Level,Rural regions,At least once per week,0.07729,179,13321,0.07112,0.08484
106,106,1990,Upper Secondary Level,Rural regions,At least once per month,0.0822,248,13321,0.07683,0.0885
107,107,1990,Upper Secondary Level,Rural regions,Seldom,0.11781,301,13321,0.11045,0.12588
108,108,1990,Upper Secondary Level,Rural regions,Never,0.7227,1938,13321,0.69875,0.7455
109,109,1990,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.13934,33,13321,0.10926,0.17683
110,110,1990,Post-secondary Non-tertiary Level,Urban regions,Never,0.86066,216,13321,0.77593,0.9468
111,111,1990,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,52,13321,0.8168,1.18993
112,112,1990,First Stage of Tertiary Education,Urban regions,At least once per week,0.11031,49,13321,0.09643,0.12442
113,113,1990,First Stage of Tertiary Education,Urban regions,At least once per month,0.10966,56,13321,0.09542,0.12367
114,114,1990,First Stage of Tertiary Education,Urban regions,Seldom,0.12907,59,13321,0.11608,0.14043
115,115,1990,First Stage of Tertiary Education,Urban regions,Never,0.65097,313,13321,0.61151,0.69454
116,116,1990,First Stage of Tertiary Education,Rural regions,At least once per week,0.0963,34,13321,0.07989,0.11089
117,117,1990,First Stage of Tertiary Education,Rural regions,At least once per month,0.14112,51,13321,0.12282,0.1585
118,118,1990,First Stage of Tertiary Education,Rural regions,Seldom,0.15926,41,13321,0.12851,0.18692
119,119,1990,First Stage of Tertiary Education,Rural regions,Never,0.60332,159,13321,0.54859,0.6625
120,120,1990,Second Stage of Tertiary Education,Urban regions,At least once per week,0.10517,105,13321,0.09163,0.11778
121,121,1990,Second Stage of Tertiary Education,Urban regions,At least once per month,0.11571,125,13321,0.10234,0.12684
122,122,1990,Second Stage of Tertiary Education,Urban regions,Seldom,0.17917,165,13321,0.16084,0.19612
123,123,1990,Second Stage of Tertiary Education,Urban regions,Never,0.59995,571,13321,0.56518,0.63546
124,124,1990,Second Stage of Tertiary Education,Rural regions,At least once per week,0.14109,84,13321,0.12112,0.16683
125,125,1990,Second Stage of Tertiary Education,Rural regions,At least once per month,0.19664,138,13321,0.17467,0.21729
126,126,1990,Second Stage of Tertiary Education,Rural regions,Seldom,0.15173,112,13321,0.13378,0.16919
127,127,1990,Second Stage of Tertiary Education,Rural regions,Never,0.51054,347,13321,0.47722,0.546
128,128,1992,Pre-primary Level,Urban regions,Never,1.0,100,12615,0.88167,1.10761
129,129,1992,Pre-primary Level,Rural regions,Never,1.0,45,12615,0.81333,1.24112
130,130,1992,Primary Level,Urban regions,Never,1.0,490,12615,0.91867,1.09181
131,131,1992,Primary Level,Rural regions,Never,1.0,88,12615,0.82195,1.24599
132,132,1992,Lower Secondary Level,Urban regions,At least once per week,0.04888,78,12615,0.04257,0.05503
133,133,1992,Lower Secondary Level,Urban regions,At least once per month,0.05266,81,12615,0.04499,0.06031
134,134,1992,Lower Secondary Level,Urban regions,Seldom,0.07065,130,12615,0.06335,0.07855
135,135,1992,Lower Secondary Level,Urban regions,Never,0.82781,1614,12615,0.79216,0.86143
136,136,1992,Lower Secondary Level,Rural regions,Seldom,0.09127,71,12615,0.08059,0.10479
137,137,1992,Lower Secondary Level,Rural regions,Never,0.90873,699,12615,0.86265,0.95313
138,138,1992,Upper Secondary Level,Urban regions,At least once per week,0.07113,273,12615,0.06728,0.07521
139,139,1992,Upper Secondary Level,Urban regions,At least once per month,0.06169,226,12615,0.05777,0.06712
140,140,1992,Upper Secondary Level,Urban regions,Seldom,0.11167,447,12615,0.10426,0.11723
141,141,1992,Upper Secondary Level,Urban regions,Never,0.75551,3148,12615,0.73765,0.7769
142,142,1992,Upper Secondary Level,Rural regions,At least once per week,0.0617,135,12615,0.05424,0.06878
143,143,1992,Upper Secondary Level,Rural regions,At least once per month,0.07001,160,12615,0.06335,0.0763
144,144,1992,Upper Secondary Level,Rural regions,Seldom,0.10907,267,12615,0.10131,0.11765
145,145,1992,Upper Secondary Level,Rural regions,Never,0.75921,1905,12615,0.7351,0.78336
146,146,1992,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.12141,32,12615,0.09253,0.14054
147,147,1992,Post-secondary Non-tertiary Level,Urban regions,Never,0.87859,234,12615,0.7944,0.98487
148,148,1992,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,56,12615,0.82427,1.18806
149,149,1992,First Stage of Tertiary Education,Urban regions,At least once per week,0.09241,39,12615,0.07761,0.11057
150,150,1992,First Stage of Tertiary Education,Urban regions,At least once per month,0.07122,35,12615,0.05893,0.08515
151,151,1992,First Stage of Tertiary Education,Urban regions,Seldom,0.11205,57,12615,0.09209,0.1331
152,152,1992,First Stage of Tertiary Education,Urban regions,Never,0.72432,332,12615,0.67271,0.76792
153,153,1992,First Stage of Tertiary Education,Rural regions,At least once per month,0.13124,40,12615,0.11139,0.15952
154,154,1992,First Stage of Tertiary Education,Rural regions,Seldom,0.19611,50,12615,0.15728,0.24013
155,155,1992,First Stage of Tertiary Education,Rural regions,Never,0.67265,171,12615,0.61095,0.73317
156,156,1992,Second Stage of Tertiary Education,Urban regions,At least once per week,0.08136,81,12615,0.0711,0.09165
157,157,1992,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08573,85,12615,0.07436,0.09732
158,158,1992,Second Stage of Tertiary Education,Urban regions,Seldom,0.15759,147,12615,0.14397,0.17504
159,159,1992,Second Stage of Tertiary Education,Urban regions,Never,0.67533,673,12615,0.64306,0.71021
160,160,1992,Second Stage of Tertiary Education,Rural regions,At least once per week,0.0817,43,12615,0.06742,0.10317
161,161,1992,Second Stage of Tertiary Education,Rural regions,At least once per month,0.14444,85,12615,0.12954,0.16454
162,162,1992,Second Stage of Tertiary Education,Rural regions,Seldom,0.14662,94,12615,0.12589,0.16649
163,163,1992,Second Stage of Tertiary Education,Rural regions,Never,0.62724,404,12615,0.58367,0.67095
164,164,1994,Pre-primary Level,Urban regions,Never,1.0,119,12306,0.89251,1.13009
165,165,1994,Pre-primary Level,Rural regions,Never,1.0,54,12306,0.81489,1.16014
166,166,1994,Primary Level,Urban regions,Seldom,0.05466,31,12306,0.04411,0.06506
167,167,1994,Primary Level,Urban regions,Never,0.94534,418,12306,0.86364,1.02275
168,168,1994,Primary Level,Rural regions,Never,1.0,83,12306,0.82099,1.19998
169,169,1994,Lower Secondary Level,Urban regions,At least once per week,0.04761,70,12306,0.04087,0.05502
170,170,1994,Lower Secondary Level,Urban regions,At least once per month,0.04864,70,12306,0.04148,0.05563
171,171,1994,Lower Secondary Level,Urban regions,Seldom,0.07219,125,12306,0.06329,0.08338
172,172,1994,Lower Secondary Level,Urban regions,Never,0.83156,1442,12306,0.79765,0.86702
173,173,1994,Lower Secondary Level,Rural regions,Seldom,0.10991,75,12306,0.0916,0.1261
174,174,1994,Lower Secondary Level,Rural regions,Never,0.89009,627,12306,0.84194,0.93653
175,175,1994,Upper Secondary Level,Urban regions,At least once per week,0.07882,288,12306,0.0741,0.08351
176,176,1994,Upper Secondary Level,Urban regions,At least once per month,0.06942,251,12306,0.06519,0.07463
177,177,1994,Upper Secondary Level,Urban regions,Seldom,0.10301,443,12306,0.09534,0.11023
178,178,1994,Upper Secondary Level,Urban regions,Never,0.74874,3123,12306,0.72943,0.76929
179,179,1994,Upper Secondary Level,Rural regions,At least once per week,0.05962,128,12306,0.05315,0.06537
180,180,1994,Upper Secondary Level,Rural regions,At least once per month,0.07141,161,12306,0.064,0.07901
181,181,1994,Upper Secondary Level,Rural regions,Seldom,0.12006,265,12306,0.10885,0.13096
182,182,1994,Upper Secondary Level,Rural regions,Never,0.74891,1855,12306,0.7237,0.77301
183,183,1994,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.14336,31,12306,0.10335,0.18674
184,184,1994,Post-secondary Non-tertiary Level,Urban regions,Never,0.85664,219,12306,0.78453,0.9254
185,185,1994,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,68,12306,0.84158,1.16398
186,186,1994,First Stage of Tertiary Education,Urban regions,At least once per week,0.08892,42,12306,0.07505,0.10115
187,187,1994,First Stage of Tertiary Education,Urban regions,At least once per month,0.07561,33,12306,0.06114,0.09175
188,188,1994,First Stage of Tertiary Education,Urban regions,Seldom,0.12072,59,12306,0.10143,0.13973
189,189,1994,First Stage of Tertiary Education,Urban regions,Never,0.71475,324,12306,0.66512,0.76833
190,190,1994,First Stage of Tertiary Education,Rural regions,At least once per month,0.12415,38,12306,0.10113,0.15245
191,191,1994,First Stage of Tertiary Education,Rural regions,Seldom,0.21137,50,12306,0.16716,0.25827
192,192,1994,First Stage of Tertiary Education,Rural regions,Never,0.66448,173,12306,0.59927,0.73297
193,193,1994,Second Stage of Tertiary Education,Urban regions,At least once per week,0.07921,81,12306,0.06943,0.09182
194,194,1994,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08089,90,12306,0.06889,0.09321
195,195,1994,Second Stage of Tertiary Education,Urban regions,Seldom,0.15536,161,12306,0.1384,0.16951
196,196,1994,Second Stage of Tertiary Education,Urban regions,Never,0.68455,695,12306,0.64758,0.72136
197,197,1994,Second Stage of Tertiary Education,Rural regions,At least once per week,0.08278,42,12306,0.06391,0.10464
198,198,1994,Second Stage of Tertiary Education,Rural regions,At least once per month,0.12473,77,12306,0.10697,0.14303
199,199,1994,Second Stage of Tertiary Education,Rural regions,Seldom,0.18028,112,12306,0.15467,0.20234
200,200,1994,Second Stage of Tertiary Education,Rural regions,Never,0.61221,383,12306,0.57702,0.65763
201,201,1995,Pre-primary Level,Urban regions,Never,1.0,155,12672,0.89858,1.10644
202,202,1995,Pre-primary Level,Rural regions,Never,1.0,72,12672,0.82702,1.18923
203,203,1995,Primary Level,Urban regions,Never,1.0,413,12672,0.91761,1.08933
204,204,1995,Primary Level,Rural regions,Never,1.0,78,12672,0.80582,1.17833
205,205,1995,Lower Secondary Level,Urban regions,At least once per week,0.0511,70,12672,0.04296,0.0581
206,206,1995,Lower Secondary Level,Urban regions,At least once per month,0.05081,78,12672,0.04281,0.06039
207,207,1995,Lower Secondary Level,Urban regions,Seldom,0.057,101,12672,0.05006,0.06422
208,208,1995,Lower Secondary Level,Urban regions,Never,0.84109,1467,12672,0.80439,0.87561
209,209,1995,Lower Secondary Level,Rural regions,Seldom,0.08073,53,12672,0.0692,0.09664
210,210,1995,Lower Secondary Level,Rural regions,Never,0.91927,656,12672,0.86813,0.97158
211,211,1995,Upper Secondary Level,Urban regions,At least once per week,0.08615,336,12672,0.08068,0.09167
212,212,1995,Upper Secondary Level,Urban regions,At least once per month,0.05134,192,12672,0.04719,0.05693
213,213,1995,Upper Secondary Level,Urban regions,Seldom,0.07975,325,12672,0.07388,0.0865
214,214,1995,Upper Secondary Level,Urban regions,Never,0.78276,3337,12672,0.76196,0.80207
215,215,1995,Upper Secondary Level,Rural regions,At least once per week,0.06912,152,12672,0.06146,0.0762
216,216,1995,Upper Secondary Level,Rural regions,At least once per month,0.06446,154,12672,0.0585,0.07043
217,217,1995,Upper Secondary Level,Rural regions,Seldom,0.10247,220,12672,0.09135,0.11409
218,218,1995,Upper Secondary Level,Rural regions,Never,0.76395,1952,12672,0.74001,0.78983
219,219,1995,Post-secondary Non-tertiary Level,Urban regions,Never,1.0,280,12672,0.90505,1.10211
220,220,1995,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,86,12672,0.85367,1.21944
221,221,1995,First Stage of Tertiary Education,Urban regions,At least once per week,0.10129,51,12672,0.08816,0.11744
222,222,1995,First Stage of Tertiary Education,Urban regions,At least once per month,0.07941,35,12672,0.06184,0.10604
223,223,1995,First Stage of Tertiary Education,Urban regions,Seldom,0.08595,41,12672,0.07074,0.09683
224,224,1995,First Stage of Tertiary Education,Urban regions,Never,0.73336,323,12672,0.67859,0.79509
225,225,1995,First Stage of Tertiary Education,Rural regions,At least once per week,0.09662,32,12672,0.07112,0.12731
226,226,1995,First Stage of Tertiary Education,Rural regions,At least once per month,0.14373,43,12672,0.114,0.17675
227,227,1995,First Stage of Tertiary Education,Rural regions,Seldom,0.11375,38,12672,0.09188,0.1381
228,228,1995,First Stage of Tertiary Education,Rural regions,Never,0.6459,188,12672,0.57205,0.72242
229,229,1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.08636,97,12672,0.07377,0.10168
230,230,1995,Second Stage of Tertiary Education,Urban regions,At least once per month,0.06846,85,12672,0.05803,0.0793
231,231,1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.12963,130,12672,0.11235,0.14623
232,232,1995,Second Stage of Tertiary Education,Urban regions,Never,0.71555,784,12672,0.68262,0.74955
233,233,1995,Second Stage of Tertiary Education,Rural regions,At least once per week,0.0844,52,12672,0.07289,0.09794
234,234,1995,Second Stage of Tertiary Education,Rural regions,At least once per month,0.09538,65,12672,0.07573,0.11638
235,235,1995,Second Stage of Tertiary Education,Rural regions,Seldom,0.12823,78,12672,0.10674,0.15571
236,236,1995,Second Stage of Tertiary Education,Rural regions,Never,0.69199,453,12672,0.64992,0.73882
237,237,1996,Pre-primary Level,Urban regions,Never,1.0,152,12492,0.90657,1.10633
238,238,1996,Pre-primary Level,Rural regions,Never,1.0,67,12492,0.8388,1.2024
239,239,1996,Primary Level,Urban regions,Seldom,0.07757,33,12492,0.05469,0.1002
240,240,1996,Primary Level,Urban regions,Never,0.92243,354,12492,0.8277,1.01205
241,241,1996,Primary Level,Rural regions,Never,1.0,74,12492,0.77511,1.2217
242,242,1996,Lower Secondary Level,Urban regions,At least once per week,0.04588,67,12492,0.0401,0.05127
243,243,1996,Lower Secondary Level,Urban regions,At least once per month,0.04887,67,12492,0.04049,0.0567
244,244,1996,Lower Secondary Level,Urban regions,Seldom,0.10087,178,12492,0.08947,0.11181
245,245,1996,Lower Secondary Level,Urban regions,Never,0.80438,1320,12492,0.76894,0.84062
246,246,1996,Lower Secondary Level,Rural regions,At least once per month,0.04537,31,12492,0.03714,0.05523
247,247,1996,Lower Secondary Level,Rural regions,Seldom,0.14258,96,12492,0.11724,0.16912
248,248,1996,Lower Secondary Level,Rural regions,Never,0.81204,588,12492,0.7674,0.86055
249,249,1996,Upper Secondary Level,Urban regions,At least once per week,0.08037,292,12492,0.07482,0.08721
250,250,1996,Upper Secondary Level,Urban regions,At least once per month,0.07425,270,12492,0.0681,0.08092
251,251,1996,Upper Secondary Level,Urban regions,Seldom,0.12848,525,12492,0.12024,0.13753
252,252,1996,Upper Secondary Level,Urban regions,Never,0.7169,3027,12492,0.70094,0.73697
253,253,1996,Upper Secondary Level,Rural regions,At least once per week,0.07037,150,12492,0.06188,0.07898
254,254,1996,Upper Secondary Level,Rural regions,At least once per month,0.07077,174,12492,0.06401,0.07764
255,255,1996,Upper Secondary Level,Rural regions,Seldom,0.15495,359,12492,0.14123,0.16837
256,256,1996,Upper Secondary Level,Rural regions,Never,0.70392,1791,12492,0.68276,0.72757
257,257,1996,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.16182,53,12492,0.13227,0.19253
258,258,1996,Post-secondary Non-tertiary Level,Urban regions,Never,0.83818,259,12492,0.7603,0.91843
259,259,1996,Post-secondary Non-tertiary Level,Rural regions,Never,1.0,73,12492,0.8158,1.19375
260,260,1996,First Stage of Tertiary Education,Urban regions,At least once per week,0.12866,60,12492,0.11314,0.14537
261,261,1996,First Stage of Tertiary Education,Urban regions,Seldom,0.19129,79,12492,0.1617,0.22856
262,262,1996,First Stage of Tertiary Education,Urban regions,Never,0.68005,302,12492,0.62351,0.73815
263,263,1996,First Stage of Tertiary Education,Rural regions,At least once per week,0.09322,36,12492,0.07223,0.11983
264,264,1996,First Stage of Tertiary Education,Rural regions,At least once per month,0.18083,53,12492,0.14596,0.22775
265,265,1996,First Stage of Tertiary Education,Rural regions,Seldom,0.21602,59,12492,0.17049,0.26987
266,266,1996,First Stage of Tertiary Education,Rural regions,Never,0.50993,147,12492,0.44913,0.57348
267,267,1996,Second Stage of Tertiary Education,Urban regions,At least once per week,0.09969,104,12492,0.08396,0.11775
268,268,1996,Second Stage of Tertiary Education,Urban regions,At least once per month,0.09047,104,12492,0.07563,0.10384
269,269,1996,Second Stage of Tertiary Education,Urban regions,Seldom,0.16478,174,12492,0.14841,0.18504
270,270,1996,Second Stage of Tertiary Education,Urban regions,Never,0.64505,732,12492,0.61419,0.68796
271,271,1996,Second Stage of Tertiary Education,Rural regions,At least once per week,0.10541,67,12492,0.0903,0.12035
272,272,1996,Second Stage of Tertiary Education,Rural regions,At least once per month,0.1468,77,12492,0.12474,0.17632
273,273,1996,Second Stage of Tertiary Education,Rural regions,Seldom,0.20322,125,12492,0.17735,0.22994
274,274,1996,Second Stage of Tertiary Education,Rural regions,Never,0.54457,373,12492,0.50568,0.58377
275,275,1997,Pre-primary Level,Urban regions,Never,1.0,151,12227,0.90774,1.10399
276,276,1997,Pre-primary Level,Rural regions,Never,1.0,87,12227,0.87474,1.12437
277,277,1997,Primary Level,Urban regions,Never,1.0,343,12227,0.90728,1.10218
278,278,1997,Primary Level,Rural regions,Never,1.0,64,12227,0.77098,1.27736
279,279,1997,Lower Secondary Level,Urban regions,At least once per week,0.05559,76,12227,0.04651,0.06263
280,280,1997,Lower Secondary Level,Urban regions,At least once per month,0.05173,65,12227,0.04326,0.05994
281,281,1997,Lower Secondary Level,Urban regions,Seldom,0.09287,163,12227,0.0812,0.10573
282,282,1997,Lower Secondary Level,Urban regions,Never,0.79981,1299,12227,0.76247,0.83884
283,283,1997,Lower Secondary Level,Rural regions,At least once per month,0.05132,31,12227,0.04014,0.06609
