year,bula_h,quintil_oecd,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,Bavaria,2nd Quintile,At least once per month,0.08801452660520856,33,9495,0.08761405193406394,0.08841500127635318
1985,Bavaria,2nd Quintile,Seldom,0.0909418025546136,37,9495,0.09053537650393793,0.09134822860528925
1985,Bavaria,2nd Quintile,Never,0.7405448825079828,290,9495,0.7399252834803955,0.74116448153557
1985,Bavaria,3rd Quintile,At least once per week,0.10337303919048794,34,9495,0.1028856450680941,0.10386043331288179
1985,Bavaria,3rd Quintile,Never,0.896626960809512,281,9495,0.8961395666871181,0.8971143549319058
1985,Bavaria,4th Quintile,At least once per week,0.12977955904282554,37,9495,0.12927606033976882,0.13028305774588225
1985,Bavaria,4th Quintile,Never,0.8702204409571744,298,9495,0.8697169422541178,0.8707239396602311
1985,Bavaria,5th Quintile,At least once per week,0.10247283587615147,42,9495,0.10207489261478536,0.10287077913751758
1985,Bavaria,5th Quintile,At least once per month,0.08300920595745645,35,9495,0.08264718093086744,0.08337123098404546
1985,Bavaria,5th Quintile,Seldom,0.09908564770850554,38,9495,0.09869359892949214,0.09947769648751895
1985,Bavaria,5th Quintile,Never,0.7154323104578866,309,9495,0.7148402445623713,0.7160243763534019
1985,Berlin,1st Quintile,Never,1.0,59,9495,1.0,1.0
1985,Berlin,2nd Quintile,Never,1.0,52,9495,1.0,1.0
1985,Berlin,3rd Quintile,Never,1.0,51,9495,1.0,1.0
1985,Berlin,4th Quintile,Never,1.0,63,9495,1.0,1.0
1985,Berlin,5th Quintile,Never,1.0,72,9495,1.0,1.0
1986,Schleswig-Holstein,1st Quintile,Never,1.0,48,9242,1.0,1.0
1986,Schleswig-Holstein,2nd Quintile,Never,1.0,70,9242,1.0,1.0
1986,Schleswig-Holstein,3rd Quintile,Never,1.0,37,9242,1.0,1.0
1986,Schleswig-Holstein,4th Quintile,Never,1.0,52,9242,1.0,1.0
1986,Schleswig-Holstein,5th Quintile,Never,1.0,52,9242,1.0,1.0
1986,Hamburg,1st Quintile,Never,1.0,38,9242,1.0,1.0
1986,Hamburg,2nd Quintile,Never,1.0,39,9242,1.0,1.0
1986,Hamburg,3rd Quintile,Never,1.0,44,9242,1.0,1.0
1986,Hamburg,4th Quintile,Never,1.0,41,9242,1.0,1.0
1986,Hamburg,5th Quintile,Never,1.0,57,9242,1.0,1.0
1986,Lower Saxony,1st Quintile,Never,1.0,210,9242,1.0,1.0
1986,Lower Saxony,2nd Quintile,Never,1.0,161,9242,1.0,1.0
1986,Lower Saxony,3rd Quintile,Never,1.0,177,9242,1.0,1.0
1986,Lower Saxony,4th Quintile,Never,1.0,166,9242,1.0,1.0
1986,Lower Saxony,5th Quintile,Never,1.0,159,9242,1.0,1.0
1986,Bremen,1st Quintile,Never,1.0,38,9242,1.0,1.0
1986,North Rhine-Westphalia,1st Quintile,At least once per week,0.06259604812609525,32,9242,0.062300867145553426,0.06289122910663707
1986,North Rhine-Westphalia,1st Quintile,Seldom,0.07791128752000145,38,9242,0.0775846710605762,0.0782379039794267
1986,North Rhine-Westphalia,1st Quintile,Never,0.8594926643539033,530,9242,0.8590691948797378,0.8599161338280688
1986,North Rhine-Westphalia,2nd Quintile,At least once per week,0.07606143158098508,32,9242,0.07571343771619864,0.07640942544577152
1986,North Rhine-Westphalia,2nd Quintile,Seldom,0.08267051833952262,41,9242,0.0823090204239376,0.08303201625510763
1986,North Rhine-Westphalia,2nd Quintile,Never,0.8412680500794923,427,9242,0.84078835290005,0.8417477472589346
1986,North Rhine-Westphalia,3rd Quintile,At least once per week,0.06729048853467592,38,9242,0.0669962419582203,0.06758473511113154
1986,North Rhine-Westphalia,3rd Quintile,At least once per month,0.065816456774377,37,9242,0.0655252209937266,0.06610769255502741
1986,North Rhine-Westphalia,3rd Quintile,Seldom,0.059823711354529296,35,9242,0.05954516165244979,0.060102261056608805
1986,North Rhine-Westphalia,3rd Quintile,Never,0.8070693433364178,436,9242,0.8066058778250814,0.8075328088477541
1986,North Rhine-Westphalia,4th Quintile,At least once per week,0.0845714762591511,41,9242,0.08424318781653135,0.08489976470177084
1986,North Rhine-Westphalia,4th Quintile,At least once per month,0.076038167789143,37,9242,0.07572543439729447,0.07635090118099154
1986,North Rhine-Westphalia,4th Quintile,Seldom,0.07345819315024207,42,9242,0.07315038221205597,0.07376600408842818
1986,North Rhine-Westphalia,4th Quintile,Never,0.7659321628014639,456,9242,0.7654325915456363,0.7664317340572916
1986,North Rhine-Westphalia,5th Quintile,At least once per week,0.09545544101422741,47,9242,0.09510910988581464,0.09580177214264018
1986,North Rhine-Westphalia,5th Quintile,At least once per month,0.06163993649624675,36,9242,0.061356476321730295,0.06192339667076321
1986,North Rhine-Westphalia,5th Quintile,Seldom,0.0779197677047214,46,9242,0.07760384242312406,0.07823569298631873
1986,North Rhine-Westphalia,5th Quintile,Never,0.7649848547848044,416,9242,0.7644851073831912,0.7654846021864176
1986,Hesse,1st Quintile,Never,1.0,204,9242,1.0,1.0
1986,Hesse,2nd Quintile,Never,1.0,157,9242,1.0,1.0
1986,Hesse,3rd Quintile,Never,1.0,109,9242,1.0,1.0
1986,Hesse,4th Quintile,Never,1.0,192,9242,1.0,1.0
1986,Hesse,5th Quintile,Never,1.0,178,9242,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Never,1.0,133,9242,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,1.0,135,9242,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,1.0,127,9242,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Never,1.0,117,9242,1.0,1.0
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Never,1.0,90,9242,1.0,1.0
1986,Baden-Wuerttemberg,1st Quintile,Seldom,0.12819028823938183,34,9242,0.1275651646325645,0.12881541184619916
1986,Baden-Wuerttemberg,1st Quintile,Never,0.8718097117606183,261,9242,0.871184588153801,0.8724348353674356
1986,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.09903132739025598,33,9242,0.09852869378047717,0.0995339610000348
1986,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.1014112594384644,35,9242,0.10090329424547041,0.10191922463145837
1986,Baden-Wuerttemberg,2nd Quintile,Never,0.7995574131712795,330,9242,0.7988837695426299,0.8002310567999291
1986,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.11401755494017017,34,9242,0.11352260992638762,0.11451249995395273
1986,Baden-Wuerttemberg,3rd Quintile,Seldom,0.10433736476218823,40,9242,0.1038613168185369,0.10481341270583956
1986,Baden-Wuerttemberg,3rd Quintile,Never,0.7816450802976416,344,9242,0.7810017339743751,0.782288426620908
1986,Baden-Wuerttemberg,4th Quintile,Seldom,0.11414649619467981,33,9242,0.113615922135022,0.11467707025433763
1986,Baden-Wuerttemberg,4th Quintile,Never,0.8858535038053202,329,9242,0.8853229297456624,0.8863840778649781
1986,Baden-Wuerttemberg,5th Quintile,At least once per week,0.10437933126520742,33,9242,0.1039026635820799,0.10485599894833493
1986,Baden-Wuerttemberg,5th Quintile,Seldom,0.14054930271277555,48,9242,0.14000746250158888,0.14109114292396222
1986,Baden-Wuerttemberg,5th Quintile,Never,0.7550713660220171,266,9242,0.7544009256153774,0.7557418064286567
1986,Bavaria,1st Quintile,Never,1.0,218,9242,1.0,1.0
1986,Bavaria,2nd Quintile,Never,1.0,259,9242,1.0,1.0
1986,Bavaria,3rd Quintile,At least once per week,0.12158898766215509,44,9242,0.12111257331452215,0.12206540200978803
1986,Bavaria,3rd Quintile,Seldom,0.09448540727117873,34,9242,0.09405900557709003,0.09491180896526742
1986,Bavaria,3rd Quintile,Never,0.7839256050666662,284,9242,0.7833256373218085,0.7845255728115239
1986,Bavaria,4th Quintile,At least once per week,0.11067408649100363,37,9242,0.1102219928209874,0.11112618016101987
1986,Bavaria,4th Quintile,At least once per month,0.10781954807720259,36,9242,0.10737260719176384,0.10826648896264135
1986,Bavaria,4th Quintile,Never,0.7815063654317937,279,9242,0.7809108944066007,0.7821018364569868
1986,Bavaria,5th Quintile,At least once per week,0.11340646394383994,37,9242,0.11296889648534186,0.11384403140233801
1986,Bavaria,5th Quintile,At least once per month,0.09238054636806203,31,9242,0.09198096429778559,0.09278012843833848
1986,Bavaria,5th Quintile,Never,0.7942129896880981,282,9242,0.7936551090315627,0.7947708703446335
1986,Berlin,1st Quintile,Never,1.0,57,9242,1.0,1.0
1986,Berlin,2nd Quintile,Never,1.0,48,9242,1.0,1.0
1986,Berlin,3rd Quintile,Never,1.0,66,9242,1.0,1.0
1986,Berlin,4th Quintile,Never,1.0,55,9242,1.0,1.0
1986,Berlin,5th Quintile,Never,1.0,57,9242,1.0,1.0
1988,Schleswig-Holstein,1st Quintile,Never,1.0,56,8507,1.0,1.0
1988,Schleswig-Holstein,2nd Quintile,Never,1.0,54,8507,1.0,1.0
1988,Schleswig-Holstein,3rd Quintile,Never,1.0,50,8507,1.0,1.0
1988,Schleswig-Holstein,4th Quintile,Never,1.0,33,8507,1.0,1.0
1988,Schleswig-Holstein,5th Quintile,Never,1.0,55,8507,1.0,1.0
1988,Hamburg,1st Quintile,Never,1.0,32,8507,1.0,1.0
1988,Hamburg,2nd Quintile,Never,1.0,32,8507,1.0,1.0
1988,Hamburg,3rd Quintile,Never,1.0,31,8507,1.0,1.0
1988,Hamburg,5th Quintile,Never,1.0,40,8507,1.0,1.0
1988,Lower Saxony,1st Quintile,Never,1.0,178,8507,1.0,1.0
1988,Lower Saxony,2nd Quintile,Never,1.0,160,8507,1.0,1.0
1988,Lower Saxony,3rd Quintile,Never,1.0,140,8507,1.0,1.0
1988,Lower Saxony,4th Quintile,Never,1.0,174,8507,1.0,1.0
1988,Lower Saxony,5th Quintile,Never,1.0,148,8507,1.0,1.0
1988,North Rhine-Westphalia,1st Quintile,At least once per week,0.08301728548808004,36,8507,0.08269707604607916,0.08333749493008093
1988,North Rhine-Westphalia,1st Quintile,Seldom,0.054255777473071254,33,8507,0.05399288440250463,0.054518670543637876
1988,North Rhine-Westphalia,1st Quintile,Never,0.8627269370388487,552,8507,0.8623275457059307,0.8631263283717667
1988,North Rhine-Westphalia,2nd Quintile,At least once per week,0.0731461426036121,37,8507,0.07282171057886067,0.07347057462836354
1988,North Rhine-Westphalia,2nd Quintile,Seldom,0.08011290608366795,37,8507,0.07977465369064364,0.08045115847669225
1988,North Rhine-Westphalia,2nd Quintile,Never,0.84674095131272,440,8507,0.846292091507383,0.8471898111180569
1988,North Rhine-Westphalia,3rd Quintile,At least once per week,0.12556211490748384,50,8507,0.1251427937225197,0.12598143609244797
1988,North Rhine-Westphalia,3rd Quintile,Seldom,0.09853993431306625,43,8507,0.09816276843878455,0.09891710018734795
1988,North Rhine-Westphalia,3rd Quintile,Never,0.7758979507794499,362,8507,0.775370261553534,0.7764256400053658
1988,North Rhine-Westphalia,4th Quintile,At least once per week,0.0847389696159306,41,8507,0.08438469930472425,0.08509323992713694
1988,North Rhine-Westphalia,4th Quintile,Seldom,0.08968296228952873,40,8507,0.08931948942670691,0.09004643515235054
1988,North Rhine-Westphalia,4th Quintile,Never,0.8255780680945407,384,8507,0.8250953425252143,0.8260607936638671
1988,North Rhine-Westphalia,5th Quintile,At least once per week,0.08908561355528201,48,8507,0.08876102330843434,0.08941020380212968
1988,North Rhine-Westphalia,5th Quintile,At least once per month,0.057422917910489,35,8507,0.05715782753242776,0.05768800828855024
1988,North Rhine-Westphalia,5th Quintile,Seldom,0.0924621050415764,42,8507,0.09213203419247164,0.09279217589068116
1988,North Rhine-Westphalia,5th Quintile,Never,0.7610293634926527,400,8507,0.7605434422614011,0.7615152847239043
1988,Hesse,1st Quintile,Never,1.0,174,8507,1.0,1.0
1988,Hesse,2nd Quintile,Never,1.0,165,8507,1.0,1.0
1988,Hesse,3rd Quintile,Never,1.0,113,8507,1.0,1.0
1988,Hesse,4th Quintile,Never,1.0,203,8507,1.0,1.0
1988,Hesse,5th Quintile,Never,1.0,132,8507,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",1st Quintile,Never,1.0,138,8507,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,1.0,91,8507,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,1.0,137,8507,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",4th Quintile,Never,1.0,121,8507,1.0,1.0
1988,"Rhineland-Palatinate, Saarland",5th Quintile,Never,1.0,80,8507,1.0,1.0
1988,Baden-Wuerttemberg,1st Quintile,Never,1.0,239,8507,1.0,1.0
1988,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.12413966743314582,32,8507,0.1235784944070531,0.12470084045923854
1988,Baden-Wuerttemberg,2nd Quintile,Seldom,0.16716716380123495,45,8507,0.16653215685358277,0.16780217074888712
1988,Baden-Wuerttemberg,2nd Quintile,Never,0.7086931687656193,308,8507,0.7079199034550004,0.7094664340762381
1988,Baden-Wuerttemberg,3rd Quintile,Seldom,0.20933461929070746,57,8507,0.2086589861017535,0.2100102524796614
1988,Baden-Wuerttemberg,3rd Quintile,Never,0.7906653807092926,294,8507,0.7899897475203387,0.7913410138982465
1988,Baden-Wuerttemberg,4th Quintile,At least once per week,0.16697103359489587,51,8507,0.16638114030422851,0.16756092688556323
1988,Baden-Wuerttemberg,4th Quintile,Seldom,0.14526866133936409,47,8507,0.14471131696954956,0.1458260057091786
1988,Baden-Wuerttemberg,4th Quintile,Never,0.6877603050657399,293,8507,0.6870273363352063,0.6884932737962736
1988,Baden-Wuerttemberg,5th Quintile,At least once per week,0.134394916179453,37,8507,0.13387038187873984,0.13491945048016618
1988,Baden-Wuerttemberg,5th Quintile,Seldom,0.2170462784583867,61,8507,0.21641231125445637,0.21768024566231703
1988,Baden-Wuerttemberg,5th Quintile,Never,0.6485588053621602,224,8507,0.6478245897975934,0.6492930209267269
1988,Bavaria,1st Quintile,Never,1.0,199,8507,1.0,1.0
1988,Bavaria,2nd Quintile,Seldom,0.13279545015102864,32,8507,0.13223130951976095,0.13335959078229634
1988,Bavaria,2nd Quintile,Never,0.8672045498489713,233,8507,0.8666404092177037,0.867768690480239
1988,Bavaria,3rd Quintile,At least once per week,0.10398313967807767,43,8507,0.10355736584733209,0.10440891350882324
1988,Bavaria,3rd Quintile,At least once per month,0.09883546817143256,34,8507,0.09841917636035945,0.09925175998250567
1988,Bavaria,3rd Quintile,Seldom,0.10764536127613016,40,8507,0.1072130407922339,0.10807768176002641
1988,Bavaria,3rd Quintile,Never,0.6895360308743597,266,8507,0.6888906389960936,0.6901814227526257
1988,Bavaria,4th Quintile,At least once per week,0.14476103193624776,35,8507,0.1441989643139999,0.14532309955849562
1988,Bavaria,4th Quintile,Never,0.8552389680637521,240,8507,0.8546769004415042,0.855801035686
1988,Bavaria,5th Quintile,At least once per week,0.10704690635770822,33,8507,0.10661104597671216,0.10748276673870429
1988,Bavaria,5th Quintile,At least once per month,0.10110068260612813,31,8507,0.10067569273465585,0.10152567247760041
1988,Bavaria,5th Quintile,Never,0.7918524110361637,244,8507,0.7912800713978795,0.7924247506744478
1988,Berlin,1st Quintile,Never,1.0,56,8507,1.0,1.0
1988,Berlin,2nd Quintile,Never,1.0,46,8507,1.0,1.0
1988,Berlin,3rd Quintile,Never,1.0,58,8507,1.0,1.0
1988,Berlin,4th Quintile,Never,1.0,52,8507,1.0,1.0
1988,Berlin,5th Quintile,Never,1.0,60,8507,1.0,1.0
1990,Schleswig-Holstein,1st Quintile,Never,1.0,59,8056,1.0,1.0
1990,Schleswig-Holstein,2nd Quintile,Never,1.0,55,8056,1.0,1.0
1990,Schleswig-Holstein,3rd Quintile,Never,1.0,34,8056,1.0,1.0
1990,Schleswig-Holstein,4th Quintile,Never,1.0,43,8056,1.0,1.0
1990,Schleswig-Holstein,5th Quintile,Never,1.0,32,8056,1.0,1.0
1990,Hamburg,3rd Quintile,Never,1.0,34,8056,1.0,1.0
1990,Lower Saxony,1st Quintile,Never,1.0,189,8056,1.0,1.0
1990,Lower Saxony,2nd Quintile,Never,1.0,146,8056,1.0,1.0
1990,Lower Saxony,3rd Quintile,Never,1.0,129,8056,1.0,1.0
1990,Lower Saxony,4th Quintile,Never,1.0,145,8056,1.0,1.0
1990,Lower Saxony,5th Quintile,Never,1.0,132,8056,1.0,1.0
1990,North Rhine-Westphalia,1st Quintile,Seldom,0.08595930945612763,41,8056,0.08561363546207167,0.0863049834501836
1990,North Rhine-Westphalia,1st Quintile,Never,0.9140406905438724,491,8056,0.9136950165498164,0.9143863645379283
1990,North Rhine-Westphalia,2nd Quintile,At least once per week,0.09610195559709775,39,8056,0.09575375054585271,0.09645016064834279
1990,North Rhine-Westphalia,2nd Quintile,Seldom,0.10973427056706839,63,8056,0.10936500382118138,0.1101035373129554
1990,North Rhine-Westphalia,2nd Quintile,Never,0.7941637738358339,440,8056,0.7936861069085596,0.7946414407631083
1990,North Rhine-Westphalia,3rd Quintile,At least once per week,0.07669066883746008,32,8056,0.07636755961657474,0.07701377805834542
1990,North Rhine-Westphalia,3rd Quintile,At least once per month,0.10141205196710959,37,8056,0.10104550506198817,0.10177859887223101
1990,North Rhine-Westphalia,3rd Quintile,Seldom,0.10458113265588224,48,8056,0.10420955955379034,0.10495270575797415
1990,North Rhine-Westphalia,3rd Quintile,Never,0.717316146539548,347,8056,0.71676936948408,0.717862923595016
1990,North Rhine-Westphalia,4th Quintile,At least once per week,0.08022179938238069,33,8056,0.0798875894712505,0.08055600929351088
1990,North Rhine-Westphalia,4th Quintile,Seldom,0.12801603173846474,54,8056,0.1276049596401948,0.12842710383673467
1990,North Rhine-Westphalia,4th Quintile,Never,0.7917621688791545,345,8056,0.7912625846057216,0.7922617531525874
1990,North Rhine-Westphalia,5th Quintile,At least once per week,0.07191128330767674,35,8056,0.07162142577816769,0.07220114083718579
1990,North Rhine-Westphalia,5th Quintile,At least once per month,0.08247032753153666,38,8056,0.08216168893239582,0.08277896613067749
1990,North Rhine-Westphalia,5th Quintile,Seldom,0.1521324366220816,62,8056,0.15172947262895942,0.15253540061520376
1990,North Rhine-Westphalia,5th Quintile,Never,0.6934859525387052,338,8056,0.6929686610342147,0.6940032440431956
1990,Hesse,1st Quintile,Never,1.0,164,8056,1.0,1.0
1990,Hesse,2nd Quintile,Never,1.0,126,8056,1.0,1.0
1990,Hesse,3rd Quintile,Never,1.0,156,8056,1.0,1.0
1990,Hesse,4th Quintile,Never,1.0,154,8056,1.0,1.0
1990,Hesse,5th Quintile,Never,1.0,151,8056,1.0,1.0
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Never,1.0,121,8056,1.0,1.0
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,1.0,102,8056,1.0,1.0
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,1.0,122,8056,1.0,1.0
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Never,1.0,108,8056,1.0,1.0
1990,"Rhineland-Palatinate, Saarland",5th Quintile,Never,1.0,61,8056,1.0,1.0
1990,Baden-Wuerttemberg,1st Quintile,Never,1.0,265,8056,1.0,1.0
1990,Baden-Wuerttemberg,2nd Quintile,Seldom,0.1906897161549533,52,8056,0.19002672538110935,0.19135270692879727
1990,Baden-Wuerttemberg,2nd Quintile,Never,0.8093102838450467,277,8056,0.8086472930712026,0.8099732746188907
1990,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.1252828055325484,43,8056,0.12479022956459385,0.12577538150050294
1990,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.11265530080200332,32,8056,0.11218484844587953,0.11312575315812712
1990,Baden-Wuerttemberg,3rd Quintile,Seldom,0.14430622497772191,50,8056,0.14378335299470169,0.14482909696074214
1990,Baden-Wuerttemberg,3rd Quintile,Never,0.6177556686877264,283,8056,0.6170326116644116,0.6184787257110411
1990,Baden-Wuerttemberg,4th Quintile,Seldom,0.21922184100151906,59,8056,0.2185310169051846,0.21991266509785354
1990,Baden-Wuerttemberg,4th Quintile,Never,0.780778158998481,247,8056,0.7800873349021465,0.7814689830948155
1990,Baden-Wuerttemberg,5th Quintile,At least once per week,0.13469924596630614,38,8056,0.13420667856480056,0.13519181336781172
1990,Baden-Wuerttemberg,5th Quintile,At least once per month,0.1186767926394283,35,8056,0.11821018693215193,0.11914339834670468
1990,Baden-Wuerttemberg,5th Quintile,Seldom,0.1916780432843905,61,8056,0.19111013537833033,0.19224595119045068
1990,Baden-Wuerttemberg,5th Quintile,Never,0.554945918109875,192,8056,0.5542288981125687,0.5556629381071814
1990,Bavaria,1st Quintile,Never,1.0,184,8056,1.0,1.0
1990,Bavaria,2nd Quintile,At least once per week,0.11437351635476083,35,8056,0.11388427103802615,0.1148627616714955
1990,Bavaria,2nd Quintile,Seldom,0.1270465945486675,39,8056,0.12653465852747844,0.12755853056985658
1990,Bavaria,2nd Quintile,Never,0.7585798890965717,220,8056,0.7579220403860468,0.7592377378070966
1990,Bavaria,3rd Quintile,Seldom,0.17321114483313962,37,8056,0.1725713441909706,0.17385094547530866
1990,Bavaria,3rd Quintile,Never,0.8267888551668603,218,8056,0.8261490545246912,0.8274286558090294
1990,Bavaria,4th Quintile,At least once per week,0.10678450860916866,35,8056,0.10634717500838922,0.1072218422099481
1990,Bavaria,4th Quintile,Seldom,0.14713596011114816,45,8056,0.1466343342581741,0.14763758596412221
1990,Bavaria,4th Quintile,Never,0.7460795312796832,261,8056,0.7454631889238428,0.7466958736355236
1990,Bavaria,5th Quintile,At least once per week,0.10410349149430058,37,8056,0.10370514849338476,0.1045018344952164
1990,Bavaria,5th Quintile,At least once per month,0.09866619040706225,35,8056,0.09827721456281602,0.09905516625130847
1990,Bavaria,5th Quintile,Seldom,0.16605887159857508,57,8056,0.1655734776487573,0.16654426554839286
1990,Bavaria,5th Quintile,Never,0.6311714465000621,242,8056,0.6305421119707781,0.631800781029346
1990,Berlin,1st Quintile,Never,1.0,65,8056,1.0,1.0
1990,Berlin,2nd Quintile,Never,1.0,41,8056,1.0,1.0
1990,Berlin,3rd Quintile,Never,1.0,62,8056,1.0,1.0
1990,Berlin,4th Quintile,Never,1.0,64,8056,1.0,1.0
1990,Berlin,5th Quintile,Never,1.0,39,8056,1.0,1.0
