"pli0096_h","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1996","66","2","","","",""
"Täglich","1996","66","3","","","",""
"Täglich","1996","66","4","","","",""
"Täglich","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","17-29","1 Einkommensschwächstes Quintil","63","0.0671797771751533","0.0533956890998468","0.0809638652504599"
"Min 1x pro Woche","1996","17-29","2","60","0.077876634004698","0.0601004282415183","0.0956528397678777"
"Min 1x pro Woche","1996","17-29","3","36","0.0748074177838668","0.0527405764311129","0.0968742591366206"
"Min 1x pro Woche","1996","17-29","4","28","","",""
"Min 1x pro Woche","1996","17-29","5 Einkommensstärkstes Quintil","13","","",""
"Min 1x pro Woche","1996","30-45","1 Einkommensschwächstes Quintil","80","0.0603899344113051","0.048450040787797","0.0723298280348132"
"Min 1x pro Woche","1996","30-45","2","105","0.0937353091052903","0.0779038210826518","0.109566797127929"
"Min 1x pro Woche","1996","30-45","3","63","0.0784736589207437","0.0596138016295032","0.0973335162119842"
"Min 1x pro Woche","1996","30-45","4","37","0.0755040356346182","0.0529684565651497","0.0980396147040867"
"Min 1x pro Woche","1996","30-45","5 Einkommensstärkstes Quintil","22","","",""
"Min 1x pro Woche","1996","46-65","1 Einkommensschwächstes Quintil","59","0.0580062922393246","0.0446292333480292","0.07138335113062"
"Min 1x pro Woche","1996","46-65","2","74","0.0684787460083916","0.0537787963526633","0.0831786956641198"
"Min 1x pro Woche","1996","46-65","3","71","0.106829532595235","0.0846633187465602","0.12899574644391"
"Min 1x pro Woche","1996","46-65","4","45","0.102916817915637","0.0763102559061373","0.129523379925138"
"Min 1x pro Woche","1996","46-65","5 Einkommensstärkstes Quintil","35","0.0967163103727487","0.0646313700902973","0.1288012506552"
"Min 1x pro Woche","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","66","2","","","",""
"Min 1x pro Woche","1996","66","3","","","",""
"Min 1x pro Woche","1996","66","4","","","",""
"Min 1x pro Woche","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","17-29","1 Einkommensschwächstes Quintil","62","0.0591124815220676","0.0461266957829653","0.0720982672611699"
"Min 1x pro Monat","1996","17-29","2","36","0.058030314018814","0.0425212034255899","0.0735394246120381"
"Min 1x pro Monat","1996","17-29","3","21","","",""
"Min 1x pro Monat","1996","17-29","4","28","","",""
"Min 1x pro Monat","1996","17-29","5 Einkommensstärkstes Quintil","11","","",""
"Min 1x pro Monat","1996","30-45","1 Einkommensschwächstes Quintil","95","0.0643505134549834","0.0520513110579459","0.0766497158520208"
"Min 1x pro Monat","1996","30-45","2","112","0.0953467731369479","0.0793939824470643","0.111299563826832"
"Min 1x pro Monat","1996","30-45","3","58","0.0662450048513052","0.0488022285449329","0.0836877811576775"
"Min 1x pro Monat","1996","30-45","4","43","0.0921547855597122","0.0674832613836319","0.116826309735793"
"Min 1x pro Monat","1996","30-45","5 Einkommensstärkstes Quintil","23","","",""
"Min 1x pro Monat","1996","46-65","1 Einkommensschwächstes Quintil","81","0.0745633579456863","0.0595307213225819","0.0895959945687907"
"Min 1x pro Monat","1996","46-65","2","81","0.0790792111810797","0.0633725503237182","0.0947858720384412"
"Min 1x pro Monat","1996","46-65","3","55","0.0884750671824327","0.0680965113313184","0.108853623033547"
"Min 1x pro Monat","1996","46-65","4","44","0.0825025547277959","0.0584109705645447","0.106594138891047"
"Min 1x pro Monat","1996","46-65","5 Einkommensstärkstes Quintil","32","0.107773717673394","0.0741122359391447","0.141435199407644"
"Min 1x pro Monat","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","66","2","","","",""
"Min 1x pro Monat","1996","66","3","","","",""
"Min 1x pro Monat","1996","66","4","","","",""
"Min 1x pro Monat","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","17-29","1 Einkommensschwächstes Quintil","154","0.137931894299031","0.11894460696018","0.156919181637882"
"Seltener","1996","17-29","2","138","0.164722826628807","0.140117271436487","0.189328381821127"
"Seltener","1996","17-29","3","86","0.173818221249338","0.14203212262541","0.205604319873267"
"Seltener","1996","17-29","4","64","0.20316391375847","0.160269817406985","0.246058010109955"
"Seltener","1996","17-29","5 Einkommensstärkstes Quintil","22","","",""
"Seltener","1996","30-45","1 Einkommensschwächstes Quintil","207","0.142970390357224","0.125424907964836","0.160515872749611"
"Seltener","1996","30-45","2","195","0.164656589862853","0.144511709956578","0.184801469769127"
"Seltener","1996","30-45","3","123","0.173601110988065","0.147037097841252","0.200165124134878"
"Seltener","1996","30-45","4","94","0.164756416983049","0.133114785153596","0.196398048812503"
"Seltener","1996","30-45","5 Einkommensstärkstes Quintil","45","0.167672997140084","0.124148533372713","0.211197460907455"
"Seltener","1996","46-65","1 Einkommensschwächstes Quintil","115","0.10478448833474","0.0872573351292807","0.122311641540199"
"Seltener","1996","46-65","2","176","0.172042291571929","0.150075670927201","0.194008912216658"
"Seltener","1996","46-65","3","111","0.161318742701387","0.134923870697081","0.187713614705693"
"Seltener","1996","46-65","4","86","0.178030620035341","0.144533736750274","0.211527503320408"
"Seltener","1996","46-65","5 Einkommensstärkstes Quintil","69","0.23300407199654","0.187114122942391","0.278894021050689"
"Seltener","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","66","2","","","",""
"Seltener","1996","66","3","","","",""
"Seltener","1996","66","4","","","",""
"Seltener","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","17-29","1 Einkommensschwächstes Quintil","988","0.735775847003748","0.711497517326648","0.760054176680848"
"Nie","1996","17-29","2","639","0.699370225347681","0.668953634609771","0.729786816085591"
"Nie","1996","17-29","3","403","0.715242150428791","0.677387767411202","0.75309653344638"
"Nie","1996","17-29","4","218","0.601243301672784","0.549043498900263","0.653443104445305"
"Nie","1996","17-29","5 Einkommensstärkstes Quintil","85","0.628474594078343","0.545727916535988","0.711221271620697"
"Nie","1996","30-45","1 Einkommensschwächstes Quintil","1147","0.732289161776488","0.710096028130567","0.754482295422409"
"Nie","1996","30-45","2","890","0.646261327894909","0.62029037085663","0.672232284933189"
"Nie","1996","30-45","3","537","0.681680225239886","0.649010556461702","0.714349894018071"
"Nie","1996","30-45","4","354","0.66758476182262","0.627403386352549","0.707766137292691"
"Nie","1996","30-45","5 Einkommensstärkstes Quintil","193","0.677382584408839","0.622917799793467","0.731847369024211"
"Nie","1996","46-65","1 Einkommensschwächstes Quintil","918","0.762645861480249","0.738298105069851","0.786993617890647"
"Nie","1996","46-65","2","803","0.680399751238599","0.653258667113284","0.707540835363915"
"Nie","1996","46-65","3","509","0.643376657520946","0.60900375468456","0.677749560357331"
"Nie","1996","46-65","4","326","0.636550007321226","0.594431999195108","0.678668015447344"
"Nie","1996","46-65","5 Einkommensstärkstes Quintil","190","0.562505899957317","0.508655500118696","0.616356299795939"
"Nie","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","66","2","","","",""
"Nie","1996","66","3","","","",""
"Nie","1996","66","4","","","",""
"Nie","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","17-29","2","","","",""
"Täglich","1997","17-29","3","","","",""
"Täglich","1997","17-29","4","","","",""
"Täglich","1997","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","30-45","2","","","",""
"Täglich","1997","30-45","3","","","",""
"Täglich","1997","30-45","4","","","",""
"Täglich","1997","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","46-65","2","","","",""
"Täglich","1997","46-65","3","","","",""
"Täglich","1997","46-65","4","","","",""
"Täglich","1997","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1997","66","2","","","",""
"Täglich","1997","66","3","","","",""
"Täglich","1997","66","4","","","",""
"Täglich","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","17-29","1 Einkommensschwächstes Quintil","55","0.0581015790307448","0.0446509984969525","0.0715521595645371"
"Min 1x pro Woche","1997","17-29","2","58","0.0717753758540785","0.0541622922293478","0.0893884594788092"
"Min 1x pro Woche","1997","17-29","3","41","0.0889388775536845","0.0656316637898488","0.11224609131752"
"Min 1x pro Woche","1997","17-29","4","35","0.109482863363163","0.0763419009831122","0.142623825743214"
"Min 1x pro Woche","1997","17-29","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Woche","1997","30-45","1 Einkommensschwächstes Quintil","87","0.0825015967380059","0.0682913807013322","0.0967118127746797"
"Min 1x pro Woche","1997","30-45","2","102","0.0916882630163726","0.0760069010907289","0.107369624942016"
"Min 1x pro Woche","1997","30-45","3","56","0.0709936607519239","0.052842514950316","0.0891448065535318"
"Min 1x pro Woche","1997","30-45","4","53","0.08765102263738","0.0637555325753259","0.111546512699434"
"Min 1x pro Woche","1997","30-45","5 Einkommensstärkstes Quintil","22","","",""
"Min 1x pro Woche","1997","46-65","1 Einkommensschwächstes Quintil","70","0.0650801589014407","0.0509097268648051","0.0792505909380763"
"Min 1x pro Woche","1997","46-65","2","82","0.0743782100611048","0.0586271736703014","0.0901292464519083"
"Min 1x pro Woche","1997","46-65","3","68","0.107791331820723","0.0856998275404601","0.129882836100985"
"Min 1x pro Woche","1997","46-65","4","47","0.113050752045974","0.0858342359323528","0.140267268159595"
"Min 1x pro Woche","1997","46-65","5 Einkommensstärkstes Quintil","33","0.0895231587637757","0.0580948789944318","0.120951438533119"
"Min 1x pro Woche","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1997","66","2","","","",""
"Min 1x pro Woche","1997","66","3","","","",""
"Min 1x pro Woche","1997","66","4","","","",""
"Min 1x pro Woche","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1997","17-29","1 Einkommensschwächstes Quintil","44","0.0457853982419309","0.0337674161088698","0.0578033803749919"
"Min 1x pro Monat","1997","17-29","2","39","0.0573604077899848","0.041493216034421","0.0732275995455487"
"Min 1x pro Monat","1997","17-29","3","34","0.0758563812755911","0.0541775145749243","0.0975352479762578"
"Min 1x pro Monat","1997","17-29","4","17","","",""
"Min 1x pro Monat","1997","17-29","5 Einkommensstärkstes Quintil","8","","",""
"Min 1x pro Monat","1997","30-45","1 Einkommensschwächstes Quintil","78","0.0623388665581384","0.0498515462116076","0.0748261869046691"
"Min 1x pro Monat","1997","30-45","2","99","0.0944826956780632","0.0785886682710286","0.110376723085098"
"Min 1x pro Monat","1997","30-45","3","59","0.0736143637055169","0.0551573213550226","0.0920714060560112"
"Min 1x pro Monat","1997","30-45","4","54","0.101372020854319","0.0758681574604001","0.126875884248237"
"Min 1x pro Monat","1997","30-45","5 Einkommensstärkstes Quintil","25","","",""
"Min 1x pro Monat","1997","46-65","1 Einkommensschwächstes Quintil","70","0.064036755351893","0.0499725351532606","0.0781009755505255"
"Min 1x pro Monat","1997","46-65","2","83","0.0784558902614854","0.0623145225974416","0.0945972579255293"
"Min 1x pro Monat","1997","46-65","3","47","0.0606841090118603","0.0436764916699239","0.0776917263537968"
"Min 1x pro Monat","1997","46-65","4","49","0.0960278217430759","0.0707043940375151","0.121351249448637"
"Min 1x pro Monat","1997","46-65","5 Einkommensstärkstes Quintil","38","0.13548828381905","0.0978131526973903","0.17316341494071"
"Min 1x pro Monat","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1997","66","2","","","",""
"Min 1x pro Monat","1997","66","3","","","",""
"Min 1x pro Monat","1997","66","4","","","",""
"Min 1x pro Monat","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1997","17-29","1 Einkommensschwächstes Quintil","148","0.146373747052107","0.12604968538989","0.166697808714323"
"Seltener","1997","17-29","2","110","0.163529570918154","0.13829217379903","0.188766968037278"
"Seltener","1997","17-29","3","90","0.170228605941545","0.139455857921964","0.201001353961126"
"Seltener","1997","17-29","4","51","0.162245194857154","0.123114704793961","0.201375684920347"
"Seltener","1997","17-29","5 Einkommensstärkstes Quintil","21","","",""
"Seltener","1997","30-45","1 Einkommensschwächstes Quintil","196","0.14385437971966","0.125728369980241","0.16198038945908"
"Seltener","1997","30-45","2","181","0.132636439531402","0.114205755376991","0.151067123685814"
"Seltener","1997","30-45","3","107","0.129729851438339","0.105981584333415","0.153478118543262"
"Seltener","1997","30-45","4","87","0.188886652942283","0.155811766435137","0.22196153944943"
"Seltener","1997","30-45","5 Einkommensstärkstes Quintil","38","0.134717902462515","0.0963380929810569","0.173097711943974"
"Seltener","1997","46-65","1 Einkommensschwächstes Quintil","113","0.0995272443789365","0.0823292469553539","0.116725241802519"
"Seltener","1997","46-65","2","104","0.113100474094158","0.0940879878540813","0.132112960334235"
"Seltener","1997","46-65","3","102","0.129806755263649","0.105864963336662","0.153748547190636"
"Seltener","1997","46-65","4","71","0.151058289402352","0.120279067517766","0.181837511286939"
"Seltener","1997","46-65","5 Einkommensstärkstes Quintil","62","0.200460423468482","0.156389437725639","0.244531409211325"
"Seltener","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1997","66","2","","","",""
"Seltener","1997","66","3","","","",""
"Seltener","1997","66","4","","","",""
"Seltener","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","1997","17-29","1 Einkommensschwächstes Quintil","915","0.749739275675218","0.724833704465065","0.77464484688537"
"Nie","1997","17-29","2","618","0.707334645437783","0.676287674221056","0.738381616654509"
"Nie","1997","17-29","3","408","0.66497613522918","0.626329500542148","0.703622769916212"
"Nie","1997","17-29","4","238","0.684635126986929","0.635316934721064","0.733953319252794"
"Nie","1997","17-29","5 Einkommensstärkstes Quintil","75","0.635018599026729","0.545458370862459","0.724578827190998"
"Nie","1997","30-45","1 Einkommensschwächstes Quintil","1079","0.711305156984195","0.687899850269832","0.734710463698559"
"Nie","1997","30-45","2","919","0.681192601774162","0.655869984007981","0.706515219540343"
"Nie","1997","30-45","3","547","0.725662124104221","0.69412696439381","0.757197283814631"
"Nie","1997","30-45","4","344","0.622090303566018","0.581119197649157","0.66306140948288"
"Nie","1997","30-45","5 Einkommensstärkstes Quintil","219","0.702775226476653","0.651399021195876","0.75415143175743"
"Nie","1997","46-65","1 Einkommensschwächstes Quintil","911","0.77135584136773","0.747230190287243","0.795481492448217"
"Nie","1997","46-65","2","797","0.734065425583252","0.707542326032011","0.760588525134492"
"Nie","1997","46-65","3","540","0.701717803903768","0.669127000612482","0.734308607195055"
"Nie","1997","46-65","4","353","0.639863136808598","0.59860365651014","0.681122617107056"
"Nie","1997","46-65","5 Einkommensstärkstes Quintil","184","0.574528133948692","0.520101743346918","0.628954524550466"
"Nie","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","1997","66","2","","","",""
"Nie","1997","66","3","","","",""
"Nie","1997","66","4","","","",""
"Nie","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1998","17-29","1 Einkommensschwächstes Quintil","9","","",""
"Täglich","1998","17-29","2","2","","",""
"Täglich","1998","17-29","3","2","","",""
"Täglich","1998","17-29","4","5","","",""
"Täglich","1998","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1998","30-45","1 Einkommensschwächstes Quintil","10","","",""
"Täglich","1998","30-45","2","10","","",""
"Täglich","1998","30-45","3","9","","",""
"Täglich","1998","30-45","4","4","","",""
"Täglich","1998","30-45","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","1998","46-65","1 Einkommensschwächstes Quintil","6","","",""
"Täglich","1998","46-65","2","13","","",""
"Täglich","1998","46-65","3","8","","",""
"Täglich","1998","46-65","4","15","","",""
"Täglich","1998","46-65","5 Einkommensstärkstes Quintil","9","","",""
"Täglich","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","1998","66","2","","","",""
"Täglich","1998","66","3","","","",""
"Täglich","1998","66","4","","","",""
"Täglich","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1998","17-29","1 Einkommensschwächstes Quintil","56","0.0478628725233628","0.0359665598279727","0.0597591852187529"
"Min 1x pro Woche","1998","17-29","2","45","0.0564945699898093","0.0409279152827294","0.0720612246968893"
"Min 1x pro Woche","1998","17-29","3","48","0.100228341890743","0.0751764816823599","0.125280202099126"
"Min 1x pro Woche","1998","17-29","4","34","0.0870932261057018","0.0587426625344318","0.115443789676972"
"Min 1x pro Woche","1998","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Min 1x pro Woche","1998","30-45","1 Einkommensschwächstes Quintil","82","0.0498140336758971","0.03895512789034","0.0606729394614542"
"Min 1x pro Woche","1998","30-45","2","97","0.0773091539225179","0.0632024780707606","0.0914158297742752"
"Min 1x pro Woche","1998","30-45","3","63","0.0816213716082912","0.0634180336797217","0.0998247095368607"
"Min 1x pro Woche","1998","30-45","4","50","0.0667992646129429","0.0477078203846776","0.0858907088412082"
"Min 1x pro Woche","1998","30-45","5 Einkommensstärkstes Quintil","17","","",""
"Min 1x pro Woche","1998","46-65","1 Einkommensschwächstes Quintil","55","0.0496989122103828","0.0377887720168913","0.0616090524038742"
"Min 1x pro Woche","1998","46-65","2","98","0.0821561503248332","0.0665803500699039","0.0977319505797624"
"Min 1x pro Woche","1998","46-65","3","65","0.0862266471751166","0.0667512358155469","0.105702058534686"
"Min 1x pro Woche","1998","46-65","4","58","0.10478830367799","0.0815794168374981","0.127997190518482"
"Min 1x pro Woche","1998","46-65","5 Einkommensstärkstes Quintil","38","0.0899427807737037","0.0623168456320184","0.117568715915389"
"Min 1x pro Woche","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1998","66","2","","","",""
"Min 1x pro Woche","1998","66","3","","","",""
"Min 1x pro Woche","1998","66","4","","","",""
"Min 1x pro Woche","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1998","17-29","1 Einkommensschwächstes Quintil","41","0.0323979335437017","0.0225312706579633","0.04226459642944"
"Min 1x pro Monat","1998","17-29","2","30","0.0441218831748665","0.0302751279078133","0.0579686384419197"
"Min 1x pro Monat","1998","17-29","3","26","","",""
"Min 1x pro Monat","1998","17-29","4","26","","",""
"Min 1x pro Monat","1998","17-29","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Monat","1998","30-45","1 Einkommensschwächstes Quintil","98","0.0680181762343066","0.055451451075308","0.0805849013933052"
"Min 1x pro Monat","1998","30-45","2","103","0.0696389640103387","0.0561948239418961","0.0830831040787813"
"Min 1x pro Monat","1998","30-45","3","75","0.0965277318798811","0.076893149569493","0.116162314190269"
"Min 1x pro Monat","1998","30-45","4","62","0.0848658197546496","0.0635562736245374","0.106175365884762"
"Min 1x pro Monat","1998","30-45","5 Einkommensstärkstes Quintil","29","","",""
