,Unnamed: 0,year,pgisced97,sex,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
49,49,1986,Upper Secondary Level,female,At least once per month,0.04769,111,10066,0.04414,0.05115
50,50,1986,Upper Secondary Level,female,Seldom,0.07328,165,10066,0.06885,0.07776
51,51,1986,Upper Secondary Level,female,Never,0.82698,1840,10066,0.80856,0.8461
52,52,1986,Post-secondary Non-tertiary Level,male,Never,1.0,117,10066,0.87201,1.12485
53,53,1986,Post-secondary Non-tertiary Level,female,Never,1.0,88,10066,0.87332,1.12783
54,54,1986,First Stage of Tertiary Education,male,At least once per week,0.12905,44,10066,0.12006,0.1393
55,55,1986,First Stage of Tertiary Education,male,At least once per month,0.10632,39,10066,0.09419,0.1183
56,56,1986,First Stage of Tertiary Education,male,Seldom,0.09572,32,10066,0.08445,0.1063
57,57,1986,First Stage of Tertiary Education,male,Never,0.6689,212,10066,0.63551,0.70401
58,58,1986,First Stage of Tertiary Education,female,Never,1.0,188,10066,0.92907,1.06809
59,59,1986,Second Stage of Tertiary Education,male,At least once per week,0.13925,73,10066,0.12667,0.15179
60,60,1986,Second Stage of Tertiary Education,male,At least once per month,0.0968,50,10066,0.08888,0.10793
61,61,1986,Second Stage of Tertiary Education,male,Seldom,0.12757,60,10066,0.11746,0.13691
62,62,1986,Second Stage of Tertiary Education,male,Never,0.63638,315,10066,0.6011,0.66811
63,63,1986,Second Stage of Tertiary Education,female,Never,1.0,180,10066,0.93083,1.07875
64,64,1988,Pre-primary Level,male,Never,1.0,66,9456,0.8787,1.13543
65,65,1988,Pre-primary Level,female,Never,1.0,53,9456,0.83052,1.14742
66,66,1988,Primary Level,male,Never,1.0,247,9456,0.83621,1.17179
67,67,1988,Primary Level,female,Never,1.0,400,9456,0.8957,1.13034
68,68,1988,Lower Secondary Level,male,At least once per week,0.0931,78,9456,0.07913,0.10992
69,69,1988,Lower Secondary Level,male,At least once per month,0.04984,37,9456,0.03861,0.06156
70,70,1988,Lower Secondary Level,male,Seldom,0.07959,65,9456,0.06795,0.09402
71,71,1988,Lower Secondary Level,male,Never,0.77748,784,9456,0.72387,0.82073
72,72,1988,Lower Secondary Level,female,At least once per week,0.05103,80,9456,0.04593,0.05715
73,73,1988,Lower Secondary Level,female,At least once per month,0.04546,74,9456,0.04094,0.05006
74,74,1988,Lower Secondary Level,female,Seldom,0.06518,105,9456,0.05882,0.07117
75,75,1988,Lower Secondary Level,female,Never,0.83834,1463,9456,0.81119,0.87202
76,76,1988,Upper Secondary Level,male,At least once per week,0.11848,286,9456,0.11147,0.12395
77,77,1988,Upper Secondary Level,male,At least once per month,0.09162,224,9456,0.08683,0.09619
78,78,1988,Upper Secondary Level,male,Seldom,0.09831,243,9456,0.0928,0.10484
79,79,1988,Upper Secondary Level,male,Never,0.69159,1801,9456,0.67485,0.70746
80,80,1988,Upper Secondary Level,female,At least once per week,0.06073,128,9456,0.05571,0.06591
81,81,1988,Upper Secondary Level,female,At least once per month,0.04995,109,9456,0.04639,0.05366
82,82,1988,Upper Secondary Level,female,Seldom,0.0938,201,9456,0.08809,0.1007
83,83,1988,Upper Secondary Level,female,Never,0.79552,1685,9456,0.77349,0.82014
84,84,1988,Post-secondary Non-tertiary Level,male,Never,1.0,106,9456,0.88415,1.15552
85,85,1988,Post-secondary Non-tertiary Level,female,Never,1.0,93,9456,0.89918,1.1259
86,86,1988,First Stage of Tertiary Education,male,At least once per week,0.14756,46,9456,0.13453,0.15986
87,87,1988,First Stage of Tertiary Education,male,At least once per month,0.09175,32,9456,0.08127,0.10111
88,88,1988,First Stage of Tertiary Education,male,Seldom,0.1395,40,9456,0.12423,0.15424
89,89,1988,First Stage of Tertiary Education,male,Never,0.62118,190,9456,0.57846,0.65384
90,90,1988,First Stage of Tertiary Education,female,Seldom,0.15609,32,9456,0.13826,0.17426
91,91,1988,First Stage of Tertiary Education,female,Never,0.84391,157,9456,0.78229,0.91147
92,92,1988,Second Stage of Tertiary Education,male,At least once per week,0.14841,70,9456,0.12929,0.16352
93,93,1988,Second Stage of Tertiary Education,male,At least once per month,0.1386,64,9456,0.1283,0.14932
94,94,1988,Second Stage of Tertiary Education,male,Seldom,0.13585,61,9456,0.12348,0.15494
95,95,1988,Second Stage of Tertiary Education,male,Never,0.57713,273,9456,0.54416,0.61069
96,96,1988,Second Stage of Tertiary Education,female,Never,1.0,163,9456,0.92443,1.07242
97,97,1990,Pre-primary Level,male,Never,1.0,88,13387,0.86883,1.12839
98,98,1990,Pre-primary Level,female,Never,1.0,64,13387,0.82691,1.17224
99,99,1990,Primary Level,male,Never,1.0,231,13387,0.86759,1.15228
100,100,1990,Primary Level,female,Never,1.0,360,13387,0.90523,1.13077
101,101,1990,Lower Secondary Level,male,At least once per week,0.08549,73,13387,0.07261,0.10045
102,102,1990,Lower Secondary Level,male,At least once per month,0.04262,38,13387,0.03315,0.05069
103,103,1990,Lower Secondary Level,male,Seldom,0.10867,92,13387,0.09656,0.12531
104,104,1990,Lower Secondary Level,male,Never,0.76323,794,13387,0.71963,0.80861
105,105,1990,Lower Secondary Level,female,At least once per week,0.04737,75,13387,0.04268,0.05315
106,106,1990,Lower Secondary Level,female,At least once per month,0.04725,80,13387,0.04256,0.05233
107,107,1990,Lower Secondary Level,female,Seldom,0.0706,139,13387,0.06308,0.07743
108,108,1990,Lower Secondary Level,female,Never,0.83478,1659,13387,0.8057,0.86453
109,109,1990,Upper Secondary Level,male,At least once per week,0.10192,339,13387,0.09658,0.10662
110,110,1990,Upper Secondary Level,male,At least once per month,0.09872,349,13387,0.09304,0.10349
111,111,1990,Upper Secondary Level,male,Seldom,0.12823,442,13387,0.122,0.13464
112,112,1990,Upper Secondary Level,male,Never,0.67113,2506,13387,0.65448,0.68935
113,113,1990,Upper Secondary Level,female,At least once per week,0.06194,174,13387,0.05726,0.0667
114,114,1990,Upper Secondary Level,female,At least once per month,0.05418,201,13387,0.04966,0.05891
115,115,1990,Upper Secondary Level,female,Seldom,0.10213,347,13387,0.09637,0.10745
116,116,1990,Upper Secondary Level,female,Never,0.78174,2623,13387,0.76034,0.8023
117,117,1990,Post-secondary Non-tertiary Level,male,Seldom,0.1548,31,13387,0.1208,0.1883
118,118,1990,Post-secondary Non-tertiary Level,male,Never,0.8452,147,13387,0.76007,0.94422
119,119,1990,Post-secondary Non-tertiary Level,female,Never,1.0,122,13387,0.89076,1.1387
120,120,1990,First Stage of Tertiary Education,male,At least once per week,0.13052,64,13387,0.11371,0.14752
121,121,1990,First Stage of Tertiary Education,male,At least once per month,0.12294,75,13387,0.10802,0.13789
122,122,1990,First Stage of Tertiary Education,male,Seldom,0.12944,61,13387,0.11125,0.14984
123,123,1990,First Stage of Tertiary Education,male,Never,0.61709,297,13387,0.58004,0.65515
124,124,1990,First Stage of Tertiary Education,female,At least once per month,0.12142,32,13387,0.1012,0.14734
125,125,1990,First Stage of Tertiary Education,female,Seldom,0.16608,41,13387,0.14228,0.19134
126,126,1990,First Stage of Tertiary Education,female,Never,0.7125,177,13387,0.65564,0.77296
127,127,1990,Second Stage of Tertiary Education,male,At least once per week,0.13133,127,13387,0.11845,0.147
128,128,1990,Second Stage of Tertiary Education,male,At least once per month,0.15908,161,13387,0.14181,0.17668
129,129,1990,Second Stage of Tertiary Education,male,Seldom,0.1923,175,13387,0.17022,0.20933
130,130,1990,Second Stage of Tertiary Education,male,Never,0.51729,446,13387,0.48802,0.54573
131,131,1990,Second Stage of Tertiary Education,female,At least once per week,0.09228,62,13387,0.07745,0.10906
132,132,1990,Second Stage of Tertiary Education,female,At least once per month,0.11579,107,13387,0.09834,0.13095
133,133,1990,Second Stage of Tertiary Education,female,Seldom,0.14048,107,13387,0.12136,0.16095
134,134,1990,Second Stage of Tertiary Education,female,Never,0.65145,481,13387,0.61067,0.69254
135,135,1992,Pre-primary Level,male,Never,1.0,77,12708,0.88691,1.13134
136,136,1992,Pre-primary Level,female,Never,1.0,68,12708,0.85085,1.16503
137,137,1992,Primary Level,male,Never,1.0,223,12708,0.87196,1.1229
138,138,1992,Primary Level,female,Never,1.0,356,12708,0.89013,1.09176
139,139,1992,Lower Secondary Level,male,At least once per week,0.07035,53,12708,0.05651,0.08311
140,140,1992,Lower Secondary Level,male,Seldom,0.09138,79,12708,0.07996,0.10302
141,141,1992,Lower Secondary Level,male,Never,0.83827,797,12708,0.78725,0.88849
142,142,1992,Lower Secondary Level,female,At least once per week,0.03583,55,12708,0.03084,0.04248
143,143,1992,Lower Secondary Level,female,At least once per month,0.04868,74,12708,0.04264,0.05473
144,144,1992,Lower Secondary Level,female,Seldom,0.06993,122,12708,0.0607,0.07692
145,145,1992,Lower Secondary Level,female,Never,0.84555,1530,12708,0.81612,0.87321
146,146,1992,Upper Secondary Level,male,At least once per week,0.09033,282,12708,0.08532,0.09603
147,147,1992,Upper Secondary Level,male,At least once per month,0.08347,263,12708,0.07682,0.09037
148,148,1992,Upper Secondary Level,male,Seldom,0.11341,380,12708,0.10678,0.12121
149,149,1992,Upper Secondary Level,male,Never,0.71279,2469,12708,0.69433,0.73441
150,150,1992,Upper Secondary Level,female,At least once per week,0.04439,130,12708,0.04082,0.04957
151,151,1992,Upper Secondary Level,female,At least once per month,0.04386,126,12708,0.03957,0.04851
152,152,1992,Upper Secondary Level,female,Seldom,0.10779,342,12708,0.10052,0.11591
153,153,1992,Upper Secondary Level,female,Never,0.80396,2634,12708,0.78405,0.82437
154,154,1992,Post-secondary Non-tertiary Level,male,Never,1.0,155,12708,0.88408,1.11548
155,155,1992,Post-secondary Non-tertiary Level,female,Never,1.0,136,12708,0.8683,1.14918
156,156,1992,First Stage of Tertiary Education,male,At least once per week,0.10965,52,12708,0.09237,0.12655
157,157,1992,First Stage of Tertiary Education,male,At least once per month,0.09048,51,12708,0.07998,0.10347
158,158,1992,First Stage of Tertiary Education,male,Seldom,0.13529,68,12708,0.11456,0.15744
159,159,1992,First Stage of Tertiary Education,male,Never,0.66458,315,12708,0.61527,0.71107
160,160,1992,First Stage of Tertiary Education,female,Seldom,0.15275,39,12708,0.11958,0.18539
161,161,1992,First Stage of Tertiary Education,female,Never,0.84725,190,12708,0.77764,0.93438
162,162,1992,Second Stage of Tertiary Education,male,At least once per week,0.07968,78,12708,0.07053,0.09137
163,163,1992,Second Stage of Tertiary Education,male,At least once per month,0.11648,113,12708,0.10127,0.13134
164,164,1992,Second Stage of Tertiary Education,male,Seldom,0.17557,153,12708,0.15717,0.19218
165,165,1992,Second Stage of Tertiary Education,male,Never,0.62827,561,12708,0.59927,0.66487
166,166,1992,Second Stage of Tertiary Education,female,At least once per week,0.08158,46,12708,0.06719,0.09775
167,167,1992,Second Stage of Tertiary Education,female,At least once per month,0.08261,60,12708,0.06861,0.09813
168,168,1992,Second Stage of Tertiary Education,female,Seldom,0.12353,92,12708,0.10925,0.14159
169,169,1992,Second Stage of Tertiary Education,female,Never,0.71229,539,12708,0.67115,0.75996
170,170,1994,Pre-primary Level,male,Never,1.0,74,12286,0.79733,1.23663
171,171,1994,Pre-primary Level,female,Never,1.0,99,12286,0.88755,1.12328
172,172,1994,Primary Level,male,Never,1.0,188,12286,0.87036,1.11689
173,173,1994,Primary Level,female,Never,1.0,313,12286,0.90566,1.11291
174,174,1994,Lower Secondary Level,male,At least once per week,0.06312,49,12286,0.05254,0.07396
175,175,1994,Lower Secondary Level,male,At least once per month,0.0391,31,12286,0.03002,0.04826
176,176,1994,Lower Secondary Level,male,Seldom,0.11094,78,12286,0.09517,0.12795
177,177,1994,Lower Secondary Level,male,Never,0.78684,685,12286,0.73574,0.84093
178,178,1994,Lower Secondary Level,female,At least once per week,0.03284,45,12286,0.02764,0.0379
179,179,1994,Lower Secondary Level,female,At least once per month,0.04292,65,12286,0.03707,0.04862
180,180,1994,Lower Secondary Level,female,Seldom,0.07076,122,12286,0.06282,0.07851
181,181,1994,Lower Secondary Level,female,Never,0.85348,1384,12286,0.82282,0.88231
182,182,1994,Upper Secondary Level,male,At least once per week,0.09638,281,12286,0.09026,0.10321
183,183,1994,Upper Secondary Level,male,At least once per month,0.09267,277,12286,0.08609,0.09917
184,184,1994,Upper Secondary Level,male,Seldom,0.11628,385,12286,0.11008,0.12391
185,185,1994,Upper Secondary Level,male,Never,0.69468,2355,12286,0.67393,0.71454
186,186,1994,Upper Secondary Level,female,At least once per week,0.04806,135,12286,0.04371,0.05265
187,187,1994,Upper Secondary Level,female,At least once per month,0.04663,135,12286,0.04179,0.05242
188,188,1994,Upper Secondary Level,female,Seldom,0.10043,323,12286,0.09291,0.10923
189,189,1994,Upper Secondary Level,female,Never,0.80487,2623,12286,0.78456,0.82515
190,190,1994,Post-secondary Non-tertiary Level,male,Never,1.0,155,12286,0.88169,1.1012
191,191,1994,Post-secondary Non-tertiary Level,female,Never,1.0,132,12286,0.86143,1.13368
192,192,1994,First Stage of Tertiary Education,male,At least once per week,0.09301,49,12286,0.07983,0.11005
193,193,1994,First Stage of Tertiary Education,male,At least once per month,0.11151,56,12286,0.09538,0.1299
194,194,1994,First Stage of Tertiary Education,male,Seldom,0.15421,67,12286,0.13114,0.18256
195,195,1994,First Stage of Tertiary Education,male,Never,0.64128,299,12286,0.59575,0.6929
196,196,1994,First Stage of Tertiary Education,female,Seldom,0.15373,42,12286,0.12309,0.19772
197,197,1994,First Stage of Tertiary Education,female,Never,0.84627,198,12286,0.7569,0.93854
198,198,1994,Second Stage of Tertiary Education,male,At least once per week,0.08379,82,12286,0.07263,0.09717
199,199,1994,Second Stage of Tertiary Education,male,At least once per month,0.10315,98,12286,0.09024,0.11767
200,200,1994,Second Stage of Tertiary Education,male,Seldom,0.18176,164,12286,0.16336,0.20064
201,201,1994,Second Stage of Tertiary Education,male,Never,0.6313,564,12286,0.58878,0.66871
202,202,1994,Second Stage of Tertiary Education,female,At least once per week,0.07501,41,12286,0.06131,0.09185
203,203,1994,Second Stage of Tertiary Education,female,At least once per month,0.07996,69,12286,0.06765,0.09546
204,204,1994,Second Stage of Tertiary Education,female,Seldom,0.13433,109,12286,0.11642,0.15866
205,205,1994,Second Stage of Tertiary Education,female,Never,0.7107,514,12286,0.66088,0.75677
206,206,1995,Pre-primary Level,male,Never,1.0,109,12649,0.8626,1.13807
207,207,1995,Pre-primary Level,female,Never,1.0,118,12649,0.89549,1.12606
208,208,1995,Primary Level,male,Never,1.0,186,12649,0.86737,1.13167
209,209,1995,Primary Level,female,Never,1.0,305,12649,0.89233,1.14514
210,210,1995,Lower Secondary Level,male,At least once per week,0.06358,41,12649,0.05239,0.07693
211,211,1995,Lower Secondary Level,male,At least once per month,0.04038,36,12649,0.03128,0.05157
212,212,1995,Lower Secondary Level,male,Seldom,0.06905,54,12649,0.05276,0.08379
213,213,1995,Lower Secondary Level,male,Never,0.82699,729,12649,0.76822,0.87607
214,214,1995,Lower Secondary Level,female,At least once per week,0.0397,54,12649,0.03374,0.04558
215,215,1995,Lower Secondary Level,female,At least once per month,0.04622,66,12649,0.03893,0.05265
216,216,1995,Lower Secondary Level,female,Seldom,0.0604,100,12649,0.05472,0.06633
217,217,1995,Lower Secondary Level,female,Never,0.85368,1394,12649,0.81176,0.88757
218,218,1995,Upper Secondary Level,male,At least once per week,0.10443,322,12649,0.09807,0.11205
219,219,1995,Upper Secondary Level,male,At least once per month,0.06988,224,12649,0.06474,0.07566
220,220,1995,Upper Secondary Level,male,Seldom,0.097,309,12649,0.08936,0.10506
221,221,1995,Upper Secondary Level,male,Never,0.72869,2514,12649,0.70819,0.75035
222,222,1995,Upper Secondary Level,female,At least once per week,0.0557,166,12649,0.05052,0.06231
223,223,1995,Upper Secondary Level,female,At least once per month,0.04084,122,12649,0.03674,0.04487
224,224,1995,Upper Secondary Level,female,Seldom,0.07704,236,12649,0.07044,0.08636
225,225,1995,Upper Secondary Level,female,Never,0.82642,2775,12649,0.79976,0.84921
226,226,1995,Post-secondary Non-tertiary Level,male,Never,1.0,188,12649,0.88045,1.11189
227,227,1995,Post-secondary Non-tertiary Level,female,Never,1.0,178,12649,0.88616,1.11592
228,228,1995,First Stage of Tertiary Education,male,At least once per week,0.11479,60,12649,0.09685,0.13301
229,229,1995,First Stage of Tertiary Education,male,At least once per month,0.11231,56,12649,0.09435,0.13422
230,230,1995,First Stage of Tertiary Education,male,Seldom,0.10602,52,12649,0.08937,0.12301
231,231,1995,First Stage of Tertiary Education,male,Never,0.66687,304,12649,0.61278,0.7297
232,232,1995,First Stage of Tertiary Education,female,Never,1.0,207,12649,0.9001,1.1144
233,233,1995,Second Stage of Tertiary Education,male,At least once per week,0.08913,95,12649,0.07822,0.1011
234,234,1995,Second Stage of Tertiary Education,male,At least once per month,0.08227,91,12649,0.07142,0.09436
235,235,1995,Second Stage of Tertiary Education,male,Seldom,0.13114,122,12649,0.11286,0.15318
236,236,1995,Second Stage of Tertiary Education,male,Never,0.69745,642,12649,0.65859,0.73542
237,237,1995,Second Stage of Tertiary Education,female,At least once per week,0.08095,54,12649,0.06564,0.1024
238,238,1995,Second Stage of Tertiary Education,female,At least once per month,0.06801,59,12649,0.05679,0.08325
239,239,1995,Second Stage of Tertiary Education,female,Seldom,0.12645,86,12649,0.10846,0.14836
240,240,1995,Second Stage of Tertiary Education,female,Never,0.7246,595,12649,0.68199,0.78312
241,241,1996,Pre-primary Level,male,Never,1.0,101,12478,0.88334,1.12218
242,242,1996,Pre-primary Level,female,Never,1.0,118,12478,0.90139,1.1149
243,243,1996,Primary Level,male,Never,1.0,162,12478,0.86034,1.1733
244,244,1996,Primary Level,female,Never,1.0,266,12478,0.90803,1.10745
245,245,1996,Lower Secondary Level,male,At least once per week,0.06614,47,12478,0.05353,0.07672
246,246,1996,Lower Secondary Level,male,At least once per month,0.03983,31,12478,0.02955,0.05321
247,247,1996,Lower Secondary Level,male,Seldom,0.14042,110,12478,0.12024,0.15975
248,248,1996,Lower Secondary Level,male,Never,0.75361,632,12478,0.70913,0.80376
249,249,1996,Lower Secondary Level,female,At least once per week,0.03098,42,12478,0.02631,0.03528
250,250,1996,Lower Secondary Level,female,At least once per month,0.0503,67,12478,0.04294,0.05793
251,251,1996,Lower Secondary Level,female,Seldom,0.1017,164,12478,0.09286,0.11416
252,252,1996,Lower Secondary Level,female,Never,0.81702,1276,12478,0.78402,0.84854
253,253,1996,Upper Secondary Level,male,At least once per week,0.10114,292,12478,0.09433,0.1096
254,254,1996,Upper Secondary Level,male,At least once per month,0.08968,286,12478,0.08256,0.09679
255,255,1996,Upper Secondary Level,male,Seldom,0.14894,459,12478,0.13839,0.16052
256,256,1996,Upper Secondary Level,male,Never,0.66024,2285,12478,0.64117,0.67748
257,257,1996,Upper Secondary Level,female,At least once per week,0.0523,150,12478,0.04691,0.05825
258,258,1996,Upper Secondary Level,female,At least once per month,0.05599,158,12478,0.04971,0.06217
259,259,1996,Upper Secondary Level,female,Seldom,0.12482,425,12478,0.11502,0.13592
260,260,1996,Upper Secondary Level,female,Never,0.76689,2533,12478,0.74463,0.7872
261,261,1996,Post-secondary Non-tertiary Level,male,Seldom,0.20605,42,12478,0.16331,0.2502
262,262,1996,Post-secondary Non-tertiary Level,male,Never,0.79395,158,12478,0.70789,0.8714
263,263,1996,Post-secondary Non-tertiary Level,female,Seldom,0.17476,33,12478,0.12717,0.22646
264,264,1996,Post-secondary Non-tertiary Level,female,Never,0.82524,174,12478,0.71474,0.9366
265,265,1996,First Stage of Tertiary Education,male,At least once per week,0.12454,68,12478,0.10963,0.13654
266,266,1996,First Stage of Tertiary Education,male,At least once per month,0.11473,56,12478,0.09199,0.13967
267,267,1996,First Stage of Tertiary Education,male,Seldom,0.20652,89,12478,0.17237,0.23893
268,268,1996,First Stage of Tertiary Education,male,Never,0.55421,258,12478,0.50394,0.60747
269,269,1996,First Stage of Tertiary Education,female,Seldom,0.20841,49,12478,0.16029,0.26692
270,270,1996,First Stage of Tertiary Education,female,Never,0.79159,191,12478,0.72581,0.87029
271,271,1996,Second Stage of Tertiary Education,male,At least once per week,0.10085,112,12478,0.09013,0.11356
272,272,1996,Second Stage of Tertiary Education,male,At least once per month,0.12328,114,12478,0.10738,0.14003
273,273,1996,Second Stage of Tertiary Education,male,Seldom,0.18103,163,12478,0.16524,0.20089
274,274,1996,Second Stage of Tertiary Education,male,Never,0.59484,571,12478,0.56167,0.62679
275,275,1996,Second Stage of Tertiary Education,female,At least once per week,0.10202,59,12478,0.07731,0.12558
276,276,1996,Second Stage of Tertiary Education,female,At least once per month,0.08198,67,12478,0.06528,0.09488
277,277,1996,Second Stage of Tertiary Education,female,Seldom,0.16797,136,12478,0.14703,0.1935
278,278,1996,Second Stage of Tertiary Education,female,Never,0.64803,534,12478,0.60833,0.69169
279,279,1997,Pre-primary Level,male,Never,1.0,118,12223,0.88306,1.12932
280,280,1997,Pre-primary Level,female,Never,1.0,120,12223,0.88522,1.10962
281,281,1997,Primary Level,male,Never,1.0,155,12223,0.86137,1.1581
282,282,1997,Primary Level,female,Never,1.0,252,12223,0.88506,1.13616
283,283,1997,Lower Secondary Level,male,At least once per week,0.06409,49,12223,0.05217,0.07382
284,284,1997,Lower Secondary Level,male,At least once per month,0.04919,34,12223,0.039,0.06133
285,285,1997,Lower Secondary Level,male,Seldom,0.12095,103,12223,0.10089,0.14205
286,286,1997,Lower Secondary Level,male,Never,0.76576,637,12223,0.7026,0.82652
287,287,1997,Lower Secondary Level,female,At least once per week,0.04114,53,12223,0.03556,0.04769
288,288,1997,Lower Secondary Level,female,At least once per month,0.05194,62,12223,0.04578,0.0592
289,289,1997,Lower Secondary Level,female,Seldom,0.09789,150,12223,0.08712,0.11147
290,290,1997,Lower Secondary Level,female,Never,0.80904,1216,12223,0.76812,0.85006
291,291,1997,Upper Secondary Level,male,At least once per week,0.10233,299,12223,0.09363,0.11141
292,292,1997,Upper Secondary Level,male,At least once per month,0.08006,236,12223,0.07255,0.08697
293,293,1997,Upper Secondary Level,male,Seldom,0.12411,386,12223,0.11549,0.1343
294,294,1997,Upper Secondary Level,male,Never,0.6935,2299,12223,0.67247,0.7152
295,295,1997,Upper Secondary Level,female,At least once per week,0.05335,155,12223,0.04844,0.05935
296,296,1997,Upper Secondary Level,female,At least once per month,0.06128,169,12223,0.05402,0.06986
297,297,1997,Upper Secondary Level,female,Seldom,0.11739,366,12223,0.10868,0.12729
298,298,1997,Upper Secondary Level,female,Never,0.76799,2519,12223,0.74305,0.78664
299,299,1997,Post-secondary Non-tertiary Level,male,Seldom,0.16334,36,12223,0.12984,0.19657
300,300,1997,Post-secondary Non-tertiary Level,male,Never,0.83666,154,12223,0.74485,0.95043
301,301,1997,Post-secondary Non-tertiary Level,female,Never,1.0,170,12223,0.88608,1.11941
302,302,1997,First Stage of Tertiary Education,male,At least once per week,0.1242,62,12223,0.10617,0.14507
303,303,1997,First Stage of Tertiary Education,male,At least once per month,0.12211,60,12223,0.10065,0.14709
304,304,1997,First Stage of Tertiary Education,male,Seldom,0.12432,72,12223,0.10353,0.1471
305,305,1997,First Stage of Tertiary Education,male,Never,0.62937,275,12223,0.57434,0.69305
306,306,1997,First Stage of Tertiary Education,female,At least once per week,0.10534,32,12223,0.08252,0.12751
307,307,1997,First Stage of Tertiary Education,female,Seldom,0.17612,46,12223,0.1324,0.21409
308,308,1997,First Stage of Tertiary Education,female,Never,0.71854,180,12223,0.64722,0.79014
