year,plh0035,age_gr,sex,proportion,n,lower_confidence,upper_confidence
2000,Very concerned,46-65 y.,female,0.2199524940617577,30607,0.21531193118659653,0.2245930569369189
2000,Very concerned,46-65 y.,male,0.18693586698337292,30607,0.18256815080415023,0.1913035831625956
2000,Very concerned,66 and older,female,0.17885985748218527,30607,0.17456636435906212,0.18315335060530843
2000,Very concerned,30-45 y.,female,0.11353919239904989,30607,0.10998493922770071,0.11709344557039907
2000,Very concerned,30-45 y.,male,0.10285035629453682,30607,0.09944720674501306,0.10625350584406057
2000,Very concerned,66 and older,male,0.09833729216152019,30607,0.09500128583027131,0.10167329849276907
2000,Very concerned,18-29 y.,female,0.056532066508313536,30607,0.053944707506660985,0.059119425509966086
2000,Very concerned,18-29 y.,male,0.04299287410926366,30607,0.04072038654722979,0.045265361671297535
2000,Somewhat concerned,46-65 y.,female,0.18291299415306747,30607,0.1785818551613341,0.18724413314480085
2000,Somewhat concerned,30-45 y.,female,0.1810803735055415,30607,0.17676615616352678,0.1853945908475562
2000,Somewhat concerned,46-65 y.,male,0.1756697792128458,30607,0.17140648967672922,0.17993306874896237
2000,Somewhat concerned,30-45 y.,male,0.16362684352910375,30607,0.15948233527675812,0.1677713517814494
2000,Somewhat concerned,66 and older,female,0.08848939698053931,30607,0.08530760216526105,0.09167119179581758
2000,Somewhat concerned,18-29 y.,female,0.07531198184832882,30607,0.07235549914296821,0.07826846455368944
2000,Somewhat concerned,66 and older,male,0.07304302295139192,30607,0.0701278464959799,0.07595819940680394
2000,Somewhat concerned,18-29 y.,male,0.05986560781918143,30607,0.057207764607737674,0.06252345103062519
2000,Not concerned at all,30-45 y.,male,0.20992511740068537,30607,0.20536252135652225,0.2144877134448485
2000,Not concerned at all,30-45 y.,female,0.202436857469222,30607,0.19793519404499207,0.2069385208934519
2000,Not concerned at all,18-29 y.,male,0.1446884122350552,30607,0.14074724609491984,0.14862957837519059
2000,Not concerned at all,18-29 y.,female,0.13351948216778778,30607,0.12970884665546964,0.13733011768010592
2000,Not concerned at all,46-65 y.,male,0.1270465795151669,30607,0.12331560129698373,0.13077755773335006
2000,Not concerned at all,46-65 y.,female,0.11245081863180606,30607,0.10891147105381181,0.11599016620980031
2000,Not concerned at all,66 and older,female,0.035029826120066,30607,0.03297004238054196,0.03708960985959004
2000,Not concerned at all,66 and older,male,0.034902906460210686,30607,0.03284672239052719,0.036959090529894184
2001,Very concerned,46-65 y.,female,0.20772691188145012,27798,0.20295784810224118,0.21249597566065906
2001,Very concerned,46-65 y.,male,0.19052659433712624,27798,0.18590992902929215,0.19514325964496032
2001,Very concerned,66 and older,female,0.1810002646202699,27798,0.17647409545463608,0.18552643378590375
2001,Very concerned,30-45 y.,female,0.11854988092087854,27798,0.11474974852609832,0.12235001331565876
2001,Very concerned,66 and older,male,0.11034665255358561,27798,0.10666333395303772,0.1140299711541335
2001,Very concerned,30-45 y.,male,0.09949722148716592,27798,0.0959783994660886,0.10301604350824323
2001,Very concerned,18-29 y.,female,0.055041016141836464,27798,0.05236000266723928,0.05772202961643365
2001,Very concerned,18-29 y.,male,0.03731145805768722,27798,0.03508346769551357,0.03953944841986087
2001,Somewhat concerned,46-65 y.,female,0.1842254052016585,27798,0.1796680891892715,0.18878272121404552
2001,Somewhat concerned,46-65 y.,male,0.17866566151526575,27798,0.17416237237841817,0.18316895065211333
2001,Somewhat concerned,30-45 y.,female,0.1760271390878251,27798,0.17155005176439428,0.18050422641125594
2001,Somewhat concerned,30-45 y.,male,0.1607614021862043,27798,0.1564433994463521,0.1650794049260565
2001,Somewhat concerned,66 and older,female,0.08999246136449303,27798,0.08662831520306094,0.09335660752592512
2001,Somewhat concerned,18-29 y.,female,0.0767056162834527,27798,0.07357713922375549,0.0798340933431499
2001,Somewhat concerned,66 and older,male,0.07416132679984923,27798,0.07108093683103518,0.07724171676866327
2001,Somewhat concerned,18-29 y.,male,0.05946098756125141,27798,0.05668093016601344,0.06224104495648939
2001,Not concerned at all,30-45 y.,female,0.2047322187588552,27798,0.19998871677341273,0.20947572074429766
2001,Not concerned at all,30-45 y.,male,0.20388211958061775,27798,0.1991459466088642,0.2086182925523713
2001,Not concerned at all,18-29 y.,male,0.14876735619155568,27798,0.1445839767908716,0.15295073559223976
2001,Not concerned at all,18-29 y.,female,0.13020685746670446,27798,0.12625069412484702,0.1341630208085619
2001,Not concerned at all,46-65 y.,male,0.1252479455936526,27798,0.12135680352864744,0.12913908765865775
2001,Not concerned at all,46-65 y.,female,0.11320487390195523,27798,0.1094801549605524,0.11692959284335806
2001,Not concerned at all,66 and older,female,0.03697931425332956,27798,0.034760880161401345,0.03919774834525777
2001,Not concerned at all,66 and older,male,0.03697931425332956,27798,0.034760880161401345,0.03919774834525777
2002,Very concerned,46-65 y.,female,0.21601743394170525,28961,0.21127777710804718,0.22075709077536332
2002,Very concerned,66 and older,female,0.1920457640969763,28961,0.1875090120705698,0.1965825161233828
2002,Very concerned,46-65 y.,male,0.18387360392263688,28961,0.17941203402832248,0.18833517381695128
2002,Very concerned,66 and older,male,0.12067556524107872,28961,0.11692381830811006,0.12442731217404739
2002,Very concerned,30-45 y.,female,0.11332062108417325,28961,0.10966982923868597,0.11697141292966053
2002,Very concerned,30-45 y.,male,0.09261781530918006,28961,0.08927900546808558,0.09595662515027455
2002,Very concerned,18-29 y.,female,0.0444020702805775,28961,0.042029667061822575,0.04677447349933243
2002,Very concerned,18-29 y.,male,0.037047126123672024,28961,0.03487177646850574,0.039222475778838306
2002,Somewhat concerned,46-65 y.,female,0.1951219512195122,28961,0.19055772248002759,0.19968617995899682
2002,Somewhat concerned,46-65 y.,male,0.19040710853205187,28961,0.18588517455940862,0.19492904250469512
2002,Somewhat concerned,30-45 y.,female,0.17426783933266843,28961,0.1698988848733447,0.17863679379199215
2002,Somewhat concerned,30-45 y.,male,0.14869888475836432,28961,0.14460114143472313,0.1527966280820055
2002,Somewhat concerned,66 and older,female,0.08822196028651737,28961,0.0849554636879133,0.09148845688512143
2002,Somewhat concerned,66 and older,male,0.08142170641037265,28961,0.07827194626235746,0.08457146655838783
2002,Somewhat concerned,18-29 y.,female,0.06827454891649289,28961,0.06536970572275391,0.07117939211023186
2002,Somewhat concerned,18-29 y.,male,0.05358600054402031,28961,0.05099232561233285,0.05617967547570777
2002,Not concerned at all,30-45 y.,male,0.19982147411374648,28961,0.19521611161829597,0.204426836609197
2002,Not concerned at all,30-45 y.,female,0.19357306809487376,28961,0.18902261886754798,0.19812351732219954
2002,Not concerned at all,46-65 y.,male,0.14460596786534047,28961,0.14055531048191133,0.1486566252487696
2002,Not concerned at all,18-29 y.,male,0.14052537617954602,28961,0.13652276686118062,0.14452798549791143
2002,Not concerned at all,18-29 y.,female,0.12828360112216272,28961,0.12443216699817965,0.13213503524614578
2002,Not concerned at all,46-65 y.,female,0.12305534302473858,28961,0.11927191370211286,0.1268387723473643
2002,Not concerned at all,66 and older,female,0.03557765876052028,28961,0.03344426211239493,0.037711055408645625
2002,Not concerned at all,66 and older,male,0.034557510839071666,28961,0.03245381123549112,0.03666121044265221
2003,Very concerned,46-65 y.,female,0.20105509964830012,27727,0.19633750533507383,0.20577269396152642
2003,Very concerned,66 and older,female,0.19636576787807739,27727,0.19168985151732387,0.2010416842388309
2003,Very concerned,46-65 y.,male,0.1884525205158265,27727,0.183849291606887,0.193055749424766
2003,Very concerned,66 and older,male,0.12895662368112543,27727,0.12501162966824414,0.1329016176940067
2003,Very concerned,30-45 y.,female,0.1052168815943728,27727,0.10160522679358003,0.10882853639516557
2003,Very concerned,30-45 y.,male,0.0955451348182884,27727,0.09208492552226868,0.09900534411430811
2003,Very concerned,18-29 y.,female,0.04865181711606096,27727,0.04611946606991339,0.051184168162208526
2003,Very concerned,18-29 y.,male,0.03575615474794842,27727,0.033570540707332695,0.03794176878856414
2003,Somewhat concerned,46-65 y.,female,0.1967258601553829,27727,0.1920467071189644,0.2014050131918014
2003,Somewhat concerned,46-65 y.,male,0.18525712171661118,27727,0.1806841093822921,0.18983013405093027
2003,Somewhat concerned,30-45 y.,female,0.16620421753607104,27727,0.16182238781059216,0.1705860472615499
2003,Somewhat concerned,30-45 y.,male,0.14502404735479096,27727,0.1408792663332749,0.14916882837630702
2003,Somewhat concerned,66 and older,female,0.09535701072881983,27727,0.09189985012599265,0.09881417133164701
2003,Somewhat concerned,66 and older,male,0.08509064002959675,27727,0.0818064024917769,0.0883748775674166
2003,Somewhat concerned,18-29 y.,female,0.07195708472068073,27727,0.06891532125051811,0.07499884819084335
2003,Somewhat concerned,18-29 y.,male,0.05438401775804662,27727,0.051714715974971695,0.05705331954112154
2003,Not concerned at all,30-45 y.,female,0.19192729216786955,27727,0.18729177474583505,0.19656280958990405
2003,Not concerned at all,30-45 y.,male,0.18992248062015504,27727,0.1853055206702531,0.19453944057005698
2003,Not concerned at all,46-65 y.,male,0.14635124298315957,27727,0.142190772512097,0.15051171345422215
2003,Not concerned at all,18-29 y.,male,0.13833199679230151,27727,0.13426816300972616,0.14239583057487687
2003,Not concerned at all,46-65 y.,female,0.13124832932371025,27727,0.12727367514165375,0.13522298350576675
2003,Not concerned at all,18-29 y.,female,0.12657043571237636,27727,0.12265676112984086,0.13048411029491186
2003,Not concerned at all,66 and older,male,0.03916065223202352,27727,0.03687739428312899,0.04144391018091805
2003,Not concerned at all,66 and older,female,0.03648757016840417,27727,0.03428055274076422,0.03869458759604412
2004,Very concerned,66 and older,female,0.20226453937210498,26790,0.1974543847360491,0.20707469400816086
2004,Very concerned,46-65 y.,female,0.1948018528049408,26790,0.19005924032694865,0.19954446528293296
2004,Very concerned,46-65 y.,male,0.17086978898610397,26790,0.16636251741352293,0.17537706055868502
2004,Very concerned,66 and older,male,0.13767370046320124,26790,0.13354768336631964,0.14179971756008283
2004,Very concerned,30-45 y.,female,0.1080802882141019,26790,0.10436231854358148,0.11179825788462232
2004,Very concerned,30-45 y.,male,0.09186824498198662,26790,0.08840943379053284,0.0953270561734404
2004,Very concerned,18-29 y.,female,0.05378281008749357,26790,0.05108142264760648,0.05648419752738066
2004,Very concerned,18-29 y.,male,0.040658775090066906,26790,0.03829376273648037,0.04302378744365344
2004,Somewhat concerned,46-65 y.,female,0.19325611806463666,26790,0.18852782724392547,0.19798440888534785
2004,Somewhat concerned,46-65 y.,male,0.18578367270689333,26790,0.18112627430243594,0.19044107111135072
2004,Somewhat concerned,30-45 y.,female,0.16215206426303008,26790,0.15773825504388747,0.1665658734821727
2004,Somewhat concerned,30-45 y.,male,0.14477862880627684,26790,0.14056495204934344,0.14899230556321025
2004,Somewhat concerned,66 and older,female,0.09648795068186064,26790,0.09295226841651322,0.10002363294720806
2004,Somewhat concerned,66 and older,male,0.08668036614982252,26790,0.08331105219984938,0.09004968009979566
2004,Somewhat concerned,18-29 y.,female,0.07463104801046143,26790,0.07148411899562943,0.07777797702529343
2004,Somewhat concerned,18-29 y.,male,0.056230151317018494,26790,0.053471559841045666,0.05898874279299132
2004,Not concerned at all,30-45 y.,female,0.18840801345771524,26790,0.18372540036686405,0.19309062654856643
2004,Not concerned at all,30-45 y.,male,0.1848906560636183,26790,0.1802419174017934,0.18953939472544318
2004,Not concerned at all,18-29 y.,male,0.14727022480501606,26790,0.14302663982771444,0.15151380978231768
2004,Not concerned at all,46-65 y.,male,0.1463526533109038,26790,0.14212003348229305,0.15058527313951456
2004,Not concerned at all,46-65 y.,female,0.13610643829331703,26790,0.13200024709370248,0.1402126294929316
2004,Not concerned at all,18-29 y.,female,0.12876586634041903,26790,0.12475500606731746,0.1327767266135206
2004,Not concerned at all,66 and older,male,0.03777335984095427,26790,0.03549038455144322,0.040056335130465325
2004,Not concerned at all,66 and older,female,0.030432787888056277,26790,0.02837581037340968,0.032489765402702875
2005,Very concerned,66 and older,female,0.20969964177459355,25520,0.20470492726079365,0.21469435628839345
2005,Very concerned,46-65 y.,female,0.2006062276109121,25520,0.1956929837272009,0.2055194714946233
2005,Very concerned,46-65 y.,male,0.17139707908514742,25520,0.16677336815575558,0.17602079001453927
2005,Very concerned,66 and older,male,0.1424634885643428,25520,0.1381751029167979,0.14675187421188768
2005,Very concerned,30-45 y.,female,0.09975199779553597,25520,0.09607530265886484,0.10342869293220709
2005,Very concerned,30-45 y.,male,0.08211628547809313,25520,0.07874788115152212,0.08548468980466414
2005,Very concerned,18-29 y.,female,0.05483604298704877,25520,0.052042840845404795,0.057629245128692747
2005,Very concerned,18-29 y.,male,0.03912923670432626,25520,0.036750212207399796,0.04150826120125273
2005,Somewhat concerned,46-65 y.,female,0.19313716093165917,25520,0.18829378125724192,0.19798054060607642
2005,Somewhat concerned,46-65 y.,male,0.18642768139557175,25520,0.18164942975893558,0.19120593303220793
2005,Somewhat concerned,30-45 y.,female,0.162752803603949,25520,0.15822375661454727,0.16728185059335074
2005,Somewhat concerned,30-45 y.,male,0.14252851528802837,25520,0.13823931368005052,0.14681771689600623
2005,Somewhat concerned,66 and older,female,0.09815010064219304,25520,0.0944998033056967,0.10180039797868938
2005,Somewhat concerned,66 and older,male,0.09124892169078884,25520,0.08771585303861508,0.0947819903429626
2005,Somewhat concerned,18-29 y.,female,0.07083293395955143,25520,0.06768532874704188,0.07398053917206097
2005,Somewhat concerned,18-29 y.,male,0.05492188248825841,25520,0.05212662192460407,0.05771714305191275
2005,Not concerned at all,30-45 y.,female,0.17948303715670436,25520,0.174774660225544,0.1841914140878647
2005,Not concerned at all,30-45 y.,male,0.17819063004846528,25520,0.1734955423112675,0.18288571778566307
2005,Not concerned at all,18-29 y.,male,0.15105008077544427,25520,0.14665651378213082,0.15544364776875771
2005,Not concerned at all,18-29 y.,female,0.14168012924071083,25520,0.13740159716744793,0.14595866131397373
2005,Not concerned at all,46-65 y.,male,0.137156704361874,25520,0.1329359486057507,0.1413774601179973
2005,Not concerned at all,46-65 y.,female,0.13360258481421647,25520,0.1294283032426876,0.13777686638574535
2005,Not concerned at all,66 and older,male,0.04184168012924071,25520,0.03938505476603438,0.04429830549244704
2005,Not concerned at all,66 and older,female,0.0369951534733441,25520,0.03467934632907247,0.039310960617615735
2006,Very concerned,66 and older,female,0.22491263105341988,27321,0.2199616640889091,0.22986359801793066
2006,Very concerned,46-65 y.,female,0.200199700449326,27321,0.19545476543713014,0.20494463546152186
2006,Very concerned,46-65 y.,male,0.16100848726909636,27321,0.15665024925644613,0.1653667252817466
2006,Very concerned,66 and older,male,0.15327009485771342,27321,0.1489983142673285,0.15754187544809833
2006,Very concerned,30-45 y.,female,0.0963554667998003,27321,0.09285646014596398,0.09985447345363661
2006,Very concerned,30-45 y.,male,0.08387418871692462,27321,0.08058719024963704,0.0871611871842122
2006,Very concerned,18-29 y.,female,0.0509236145781328,27321,0.04831675300257107,0.05353047615369452
2006,Very concerned,18-29 y.,male,0.02945581627558662,27321,0.02745087820477886,0.03146075434639438
2006,Somewhat concerned,46-65 y.,female,0.19865869131774516,27321,0.19392750200369147,0.20338988063179886
2006,Somewhat concerned,46-65 y.,male,0.18007975348921515,27321,0.17552330961761822,0.18463619736081208
2006,Somewhat concerned,30-45 y.,female,0.15733188326989306,27321,0.153014263164133,0.16164950337565312
2006,Somewhat concerned,30-45 y.,male,0.13376835236541598,27321,0.1297318846065462,0.13780482012428577
2006,Somewhat concerned,66 and older,female,0.10386079390973355,27321,0.10024318733937469,0.1074784004800924
2006,Somewhat concerned,66 and older,male,0.0994199746238898,27321,0.0958717937153433,0.1029681555324363
2006,Somewhat concerned,18-29 y.,female,0.07313757476889614,27321,0.0700502260129922,0.07622492352480008
2006,Somewhat concerned,18-29 y.,male,0.05374297625521116,27321,0.05106890367588073,0.05641704883454159
2006,Not concerned at all,30-45 y.,female,0.17233224948270764,27321,0.16785388877241747,0.17681061019299782
2006,Not concerned at all,30-45 y.,male,0.16878510198049068,27321,0.16434358332885393,0.17322662063212743
2006,Not concerned at all,18-29 y.,male,0.1501625775938516,27321,0.14592657167195464,0.15439858351574856
2006,Not concerned at all,46-65 y.,male,0.14824120603015076,27321,0.14402763267991425,0.15245477938038726
2006,Not concerned at all,46-65 y.,female,0.13449600945906,27321,0.13045027837319195,0.13854174054492807
2006,Not concerned at all,18-29 y.,female,0.13094886195684305,27321,0.12694866563444568,0.13494905827924042
2006,Not concerned at all,66 and older,male,0.052763819095477386,27321,0.05011284779478031,0.05541479039617446
2006,Not concerned at all,66 and older,female,0.04227017440141886,27321,0.03988430700881423,0.044656041794023486
2007,Very concerned,66 and older,female,0.21380243572395127,25385,0.20875884707351064,0.2188460243743919
2007,Very concerned,46-65 y.,female,0.1983761840324763,25385,0.19347052274244264,0.20328184532250998
2007,Very concerned,46-65 y.,male,0.17077131258457376,25385,0.16614204691955145,0.17540057824959607
2007,Very concerned,66 and older,male,0.16265223274695534,25385,0.15811228937886918,0.1671921761150415
2007,Very concerned,30-45 y.,female,0.09309878213802436,25385,0.08952424774587114,0.09667331653017758
2007,Very concerned,30-45 y.,male,0.07848443843031123,25385,0.07517609488073472,0.08179278197988775
2007,Very concerned,18-29 y.,female,0.04546684709066306,25385,0.04290407246433731,0.0480296217169888
2007,Very concerned,18-29 y.,male,0.03734776725304465,25385,0.03501519814012743,0.039680336365961875
2007,Somewhat concerned,46-65 y.,female,0.1936902485659656,25385,0.1888287258228193,0.1985517713091119
2007,Somewhat concerned,46-65 y.,male,0.17896749521988528,25385,0.17425191928118625,0.18368307115858432
2007,Somewhat concerned,30-45 y.,female,0.1502868068833652,25385,0.14589074196922958,0.15468287179750084
2007,Somewhat concerned,30-45 y.,male,0.12963671128107074,25385,0.12550450710526748,0.133768915456874
2007,Somewhat concerned,66 and older,female,0.11300191204588911,25385,0.10910723253966777,0.11689659155211045
2007,Somewhat concerned,66 and older,male,0.10497131931166348,25385,0.10120062529853907,0.10874201332478789
2007,Somewhat concerned,18-29 y.,female,0.0737093690248566,25385,0.07049495014723899,0.07692378790247421
2007,Somewhat concerned,18-29 y.,male,0.055736137667304016,25385,0.05291397133057948,0.058558304004028554
2007,Not concerned at all,30-45 y.,female,0.17132305716120744,25385,0.16668786201763272,0.17595825230478215
2007,Not concerned at all,30-45 y.,male,0.16907514450867053,25385,0.16446421751180024,0.17368607150554083
2007,Not concerned at all,18-29 y.,male,0.14290301862556198,25385,0.13859772107931365,0.14720831617181032
2007,Not concerned at all,46-65 y.,female,0.1416184971098266,25385,0.13732938247877371,0.1459076117408795
2007,Not concerned at all,46-65 y.,male,0.14081567116249197,25385,0.1365367315666248,0.14509461075835914
2007,Not concerned at all,18-29 y.,female,0.1315028901734104,25385,0.1273455139762744,0.13566026637054643
2007,Not concerned at all,66 and older,male,0.05330764290301863,25385,0.050544097126141954,0.0560711886798953
2007,Not concerned at all,66 and older,female,0.04945407835581246,25385,0.046786881348432265,0.05212127536319266
2008,Very concerned,66 and older,female,0.22436459246275198,23673,0.2190504230434925,0.22967876188201145
2008,Very concerned,46-65 y.,female,0.1971954425942156,23673,0.19212690381311423,0.20226398137531695
2008,Very concerned,66 and older,male,0.1679813029506281,23673,0.16321889671708356,0.17274370918417264
2008,Very concerned,46-65 y.,male,0.16243061641834647,23673,0.15773195917418353,0.1671292736625094
2008,Very concerned,30-45 y.,female,0.09962021618463336,23673,0.09580502742541795,0.10343540494384877
2008,Very concerned,30-45 y.,male,0.07566462167689161,23673,0.07229570210754219,0.07903354124624104
2008,Very concerned,18-29 y.,female,0.044697633654688866,23673,0.04206529285632575,0.04732997445305198
2008,Very concerned,18-29 y.,male,0.028045574057843997,23673,0.025942354846266346,0.03014879326942165
2008,Somewhat concerned,46-65 y.,female,0.19416282642089094,23673,0.1891239220788688,0.1992017307629131
2008,Somewhat concerned,46-65 y.,male,0.179621095750128,23673,0.17473102283280875,0.18451116866744724
2008,Somewhat concerned,30-45 y.,female,0.14173067076292883,23673,0.1372877032255733,0.14617363830028438
2008,Somewhat concerned,30-45 y.,male,0.12462877624167946,23673,0.12042117358605393,0.12883637889730498
2008,Somewhat concerned,66 and older,female,0.1200204813108039,23673,0.11588054760737576,0.12416041501423203
2008,Somewhat concerned,66 and older,male,0.11295442908346134,23673,0.10892211808304898,0.1169867400838737
2008,Somewhat concerned,18-29 y.,female,0.07393753200204813,23673,0.07060417338925251,0.07727089061484374
2008,Somewhat concerned,18-29 y.,male,0.0529441884280594,23673,0.05009168380622004,0.05579669304989875
2008,Not concerned at all,30-45 y.,male,0.1615194054500413,23673,0.15683139809991165,0.16620741280017093
2008,Not concerned at all,30-45 y.,female,0.16003303055326176,23673,0.1553625094227116,0.16470355168381193
2008,Not concerned at all,46-65 y.,female,0.15177539223782,23673,0.14720466254891235,0.15634612192672764
2008,Not concerned at all,18-29 y.,male,0.1471511147811726,23673,0.14263830275942815,0.15166392680291704
2008,Not concerned at all,46-65 y.,male,0.14434351775392237,23673,0.13986661369670947,0.14882042181113528
2008,Not concerned at all,18-29 y.,female,0.12667217175887696,23673,0.12243516965119025,0.13090917386656367
2008,Not concerned at all,66 and older,male,0.057473162675474816,23673,0.05450827098391267,0.06043805436703696
2008,Not concerned at all,66 and older,female,0.05103220478943022,23673,0.04822885477468739,0.05383555480417305
2009,Very concerned,66 and older,female,0.23161428135489778,21983,0.2260374835234048,0.23719107918639076
2009,Very concerned,46-65 y.,female,0.18950259383582546,21983,0.1843218038756393,0.19468338379601163
2009,Very concerned,66 and older,male,0.16356423558132438,21983,0.15867463862029552,0.16845383254235324
2009,Very concerned,46-65 y.,male,0.16295392126945377,21983,0.15807167499893557,0.16783616753997196
2009,Very concerned,30-45 y.,female,0.08758010375343302,21983,0.08384319328746287,0.09131701421940316
2009,Very concerned,30-45 y.,male,0.07567897467195606,21983,0.07218265102824106,0.07917529831567105
2009,Very concerned,18-29 y.,female,0.05126640219713152,21983,0.04835098204168033,0.05418182235258272
2009,Very concerned,18-29 y.,male,0.03783948733597803,21983,0.035317116258477894,0.04036185841347816
2009,Somewhat concerned,46-65 y.,female,0.20214346349745332,21983,0.19683455981234607,0.20745236718256058
2009,Somewhat concerned,46-65 y.,male,0.1823005093378608,21983,0.17719659477312527,0.18740442390259632
2009,Somewhat concerned,30-45 y.,female,0.1400679117147708,21983,0.1354800111602425,0.14465581226929908
2009,Somewhat concerned,66 and older,female,0.12064940577249575,21983,0.1163435823514298,0.1249552291935617
2009,Somewhat concerned,66 and older,male,0.11948217317487267,21983,0.11519438596510516,0.12376996038464018
2009,Somewhat concerned,30-45 y.,male,0.11810271646859083,21983,0.1138364150329687,0.12236901790421296
2009,Somewhat concerned,18-29 y.,female,0.06313667232597624,21983,0.059921594018273364,0.06635175063367911
2009,Somewhat concerned,18-29 y.,male,0.054117147707979624,21983,0.05112626957942144,0.057108025836537804
2009,Not concerned at all,30-45 y.,female,0.16203351104341204,21983,0.1571623965419552,0.16690462554486887
2009,Not concerned at all,30-45 y.,male,0.15917745620715917,21983,0.1543412418158046,0.16401367059851374
2009,Not concerned at all,46-65 y.,female,0.14813404417364814,21983,0.14343807040444354,0.15283001794285275
2009,Not concerned at all,18-29 y.,male,0.14413556740289413,21983,0.13949254625511565,0.1487785885506726
2009,Not concerned at all,46-65 y.,male,0.14394516374714394,21983,0.13930469424234454,0.14858563325194335
2009,Not concerned at all,18-29 y.,female,0.12985529322162986,21983,0.1254116604465719,0.13429892599668783
2009,Not concerned at all,66 and older,male,0.05997715156130998,21983,0.05683827154947561,0.06311603157314434
2009,Not concerned at all,66 and older,female,0.05274181264280274,21983,0.049787038423794845,0.055696586861810636
2010,Very concerned,30-45 y.,female,0.17474879860200962,35837,0.1708170075501029,0.17868058965391634
2010,Very concerned,46-65 y.,female,0.16448230668414154,35837,0.16064410609718022,0.16832050727110287
2010,Very concerned,66 and older,female,0.15923984272608127,35837,0.15545147455277208,0.16302821089939046
2010,Very concerned,46-65 y.,male,0.1397990388816077,35837,0.13620864328534496,0.14338943447787042
2010,Very concerned,30-45 y.,male,0.12210572302315421,35837,0.11871588172226324,0.12549556432404518
2010,Very concerned,66 and older,male,0.11795543905635648,35837,0.11461583871412837,0.1212950393985846
2010,Very concerned,18-29 y.,female,0.07317605941459153,35837,0.07047972733304704,0.07587239149613602
2010,Very concerned,18-29 y.,male,0.04849279161205767,35837,0.04626879110237872,0.05071679212173662
2010,Somewhat concerned,30-45 y.,female,0.21103483346046276,35837,0.2068101299500431,0.2152595369708824
2010,Somewhat concerned,46-65 y.,female,0.1686583608780405,35837,0.16478146665099294,0.17253525510508808
2010,Somewhat concerned,46-65 y.,male,0.1566234426646326,35837,0.1528604844701728,0.1603864008590924
2010,Somewhat concerned,30-45 y.,male,0.15543690143232478,35837,0.151685587896979,0.15918821496767055
2010,Somewhat concerned,66 and older,female,0.09212645139418595,35837,0.08913215283780314,0.09512074995056875
2010,Somewhat concerned,66 and older,male,0.08966861598440545,35837,0.08671053377828364,0.09262669819052727
2010,Somewhat concerned,18-29 y.,female,0.07483685058055767,35837,0.07211253658076663,0.0775611645803487
2010,Somewhat concerned,18-29 y.,male,0.051614543605390285,35837,0.049323840859283576,0.053905246351496995
2010,Not concerned at all,30-45 y.,female,0.2430379746835443,35837,0.2385971424865406,0.247478806880548
2010,Not concerned at all,30-45 y.,male,0.20466355762824784,35837,0.2004863510936075,0.2088407641628882
2010,Not concerned at all,18-29 y.,female,0.1317788141239174,35837,0.12827671660638756,0.13528091164144723
