year,migback,regtyp,plj0589,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,Direct migration background,Rural regions,Sometimes,0.06690054827756611,192,2857,0.06601721446859424,0.06778388208653799
2016,Direct migration background,Rural regions,Seldom,0.043398257594796756,144,2857,0.0426779005995484,0.04411861459004511
2016,Direct migration background,Rural regions,Never,0.10945827281959551,317,2857,0.10835445479960007,0.11056209083959095
2017,No migration background,Urban regions,Very often,0.004729209195505281,96,28203,0.004712899472641585,0.004745518918368977
2017,No migration background,Urban regions,Often,0.015904805102691304,377,28203,0.015875063496351274,0.015934546709031334
2017,No migration background,Urban regions,Sometimes,0.045689221288434397,1046,28203,0.04563958109305354,0.04573886148381525
2017,No migration background,Urban regions,Seldom,0.13251621785618292,3090,28203,0.13243561565767514,0.1325968200546907
2017,No migration background,Urban regions,Never,0.32053303066958766,7649,28203,0.3204220870683046,0.3206439742708707
2017,No migration background,Rural regions,Very often,0.002853554279872316,72,28203,0.0028408732585914693,0.002866235301153163
2017,No migration background,Rural regions,Often,0.010211436020305142,277,28203,0.010187536107543945,0.01023533593306634
2017,No migration background,Rural regions,Sometimes,0.028888975899726995,779,28203,0.028849157646426985,0.028928794153027005
2017,No migration background,Rural regions,Seldom,0.07916329898815347,2225,28203,0.07909911378178708,0.07922748419451986
2017,No migration background,Rural regions,Never,0.15434373821631264,4490,28203,0.1542578520670533,0.15442962436557198
2017,Direct migration background,Urban regions,Very often,0.0024490116000363644,131,28203,0.00243726141617486,0.002460761783897869
2017,Direct migration background,Urban regions,Often,0.007663154585281388,312,28203,0.007642423833995436,0.00768388533656734
2017,Direct migration background,Urban regions,Sometimes,0.01832498357227048,781,28203,0.018293098503668004,0.018356868640872957
2017,Direct migration background,Urban regions,Seldom,0.03382883202313716,1201,28203,0.033785853426751146,0.03387181061952318
2017,Direct migration background,Urban regions,Never,0.056978291238130696,2270,28203,0.05692318544656596,0.05703339702969543
2017,Direct migration background,Rural regions,Very often,0.0006725048568881075,70,28203,0.0006663419824369987,0.0006786677313392164
2017,Direct migration background,Rural regions,Often,0.0015155823078927034,141,28203,0.0015063344297427254,0.0015248301860426815
2017,Direct migration background,Rural regions,Sometimes,0.004575319811127746,328,28203,0.00455927640343593,0.0045913632188195625
2017,Direct migration background,Rural regions,Seldom,0.008952140849712088,468,28203,0.008929748871817888,0.008974532827606288
2017,Direct migration background,Rural regions,Never,0.016533356989898385,831,28203,0.016503043074917133,0.016563670904879636
2017,Indirect migration background,Urban regions,Often,0.0018938220548332853,64,28203,0.0018834863607543636,0.001904157748912207
2017,Indirect migration background,Urban regions,Sometimes,0.005532011356278111,160,28203,0.005514378664135011,0.005549644048421211
2017,Indirect migration background,Urban regions,Seldom,0.012449467922689257,350,28203,0.012423108448156818,0.012475827397221697
2017,Indirect migration background,Urban regions,Never,0.027087094948446886,754,28203,0.027048502717361787,0.027125687179531986
2017,Indirect migration background,Rural regions,Seldom,0.002496167662427052,72,28203,0.0024843051726182,0.002508030152235904
2017,Indirect migration background,Rural regions,Never,0.0042147707041780705,169,28203,0.004199369612506265,0.004230171795849876
2018,Direct migration background,Urban regions,Sometimes,0.16193465029017315,50,293,0.15840340962705468,0.16546589095329162
2018,Direct migration background,Urban regions,Seldom,0.14696581065747705,38,293,0.14357182614047875,0.15035979517447534
2018,Direct migration background,Urban regions,Never,0.3497131753724989,102,293,0.3451420097671974,0.3542843409778004
2018,Direct migration background,Rural regions,Sometimes,0.11064704880610923,33,293,0.10764010388393369,0.11365399372828477
2018,Direct migration background,Rural regions,Never,0.2307393148737417,70,293,0.2267008524284519,0.2347777773190315
2019,Direct migration background,Urban regions,Sometimes,0.2076937175454005,33,158,0.20309557290198732,0.21229186218881368
2019,Direct migration background,Urban regions,Never,0.522176654695436,85,158,0.5165146945632213,0.5278386148276506
2019,Direct migration background,Rural regions,Never,0.27012962775916355,40,158,0.26509655305736163,0.27516270246096547
2020,Direct migration background,Urban regions,Very often,0.03442066288123468,32,946,0.03358657769686466,0.0352547480656047
2020,Direct migration background,Urban regions,Often,0.08730738941685715,84,946,0.08601588891639161,0.08859888991732268
2020,Direct migration background,Urban regions,Sometimes,0.17669981957363187,205,946,0.17495478527007005,0.1784448538771937
2020,Direct migration background,Urban regions,Seldom,0.2040199232382874,237,946,0.2021762064976074,0.20586363997896742
2020,Direct migration background,Urban regions,Never,0.32283177367570953,314,946,0.32069261385604947,0.3249709334953696
2020,Direct migration background,Rural regions,Sometimes,0.08637422661667347,36,946,0.08508899006720153,0.08765946316614542
2020,Direct migration background,Rural regions,Never,0.08834620459760582,38,946,0.08704778299982334,0.08964462619538831
2021,No migration background,Urban regions,Very often,0.007093064897131653,114,19448,0.007073257937802405,0.007112871856460902
2021,No migration background,Urban regions,Often,0.025401979967814934,401,19448,0.02536484413926512,0.025439115796364747
2021,No migration background,Urban regions,Sometimes,0.05083959576709324,761,19448,0.05078774950848642,0.050891442025700055
2021,No migration background,Urban regions,Seldom,0.15724171436297188,2417,19448,0.15715579679569178,0.15732763193025198
2021,No migration background,Urban regions,Never,0.27509836259529435,4633,19448,0.2749929651427362,0.2752037600478525
2021,No migration background,Rural regions,Very often,0.0048041318118835575,77,19448,0.004787812256948029,0.004820451366819086
2021,No migration background,Rural regions,Often,0.01489258049601212,273,19448,0.014863993182522107,0.014921167809502131
2021,No migration background,Rural regions,Sometimes,0.034400161758836915,520,19448,0.034357146216223634,0.0344431773014502
2021,No migration background,Rural regions,Seldom,0.09097206617509739,1472,19448,0.09090419439888464,0.09103993795131013
2021,No migration background,Rural regions,Never,0.13417541281933945,2540,19448,0.13409496801524312,0.13425585762343578
2021,Direct migration background,Urban regions,Very often,0.003152809633235343,214,19448,0.0031395781131602065,0.0031660411533104794
2021,Direct migration background,Urban regions,Often,0.010107710045557836,410,19448,0.010084101625196303,0.01013131846591937
2021,Direct migration background,Urban regions,Sometimes,0.02230844810856864,824,19448,0.022273591736551846,0.02234330448058543
2021,Direct migration background,Urban regions,Seldom,0.032737690486532946,910,19448,0.032695691121657496,0.032779689851408396
2021,Direct migration background,Urban regions,Never,0.05159159624699728,1830,19448,0.05153938864442094,0.05164380384957362
2021,Direct migration background,Rural regions,Very often,0.000740517731263096,60,19448,0.0007340974590652254,0.0007469380034609666
2021,Direct migration background,Rural regions,Often,0.002733048896175397,105,19448,0.0027207270442528566,0.0027453707480979373
2021,Direct migration background,Rural regions,Sometimes,0.005704126620771704,218,19448,0.0056863520562905594,0.005721901185252849
2021,Direct migration background,Rural regions,Seldom,0.011196961618279216,279,19448,0.011172127338932232,0.0112217958976262
2021,Direct migration background,Rural regions,Never,0.014030146161185574,505,19448,0.014002386798762005,0.014057905523609143
2021,Indirect migration background,Urban regions,Often,0.003126148265348185,58,19448,0.0031129726332627056,0.003139323897433664
2021,Indirect migration background,Urban regions,Sometimes,0.007266070444619366,113,19448,0.0072460251332897106,0.007286115755949021
2021,Indirect migration background,Urban regions,Seldom,0.012998154772073391,212,19448,0.012971421851667633,0.01302488769247915
2021,Indirect migration background,Urban regions,Never,0.02072159369922898,343,19448,0.02068797265196821,0.02075521474648975
2021,Indirect migration background,Rural regions,Seldom,0.003183300855737469,75,19448,0.0031700057110954955,0.003196596000379443
2021,Indirect migration background,Rural regions,Never,0.003482605762950125,84,19448,0.0034687017177764926,0.0034965098081237577
