"plj0589","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2013","66 +","kein Migrationshintergrund","368","0.0900041556453472","0.081686731504988","0.0983215797857063"
"Manchmal","2013","66 +","direkter Migrationshintergrund","58","0.163476678545847","0.125745372596923","0.201207984494772"
"Manchmal","2013","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","17-34","kein Migrationshintergrund","1238","","",""
"Selten","2013","17-34","direkter Migrationshintergrund","193","","",""
"Selten","2013","17-34","indirekter Migrationshintergrund","185","","",""
"Selten","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","35-65","kein Migrationshintergrund","3468","0.285376444428967","0.277523625681591","0.293229263176344"
"Selten","2013","35-65","direkter Migrationshintergrund","488","0.303626205275415","0.281612055360436","0.325640355190394"
"Selten","2013","35-65","indirekter Migrationshintergrund","116","","",""
"Selten","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2013","66 +","kein Migrationshintergrund","1162","","",""
"Selten","2013","66 +","direkter Migrationshintergrund","84","0.217210041332504","0.175137622611979","0.259282460053028"
"Selten","2013","66 +","indirekter Migrationshintergrund","3","","",""
"Selten","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","17-34","kein Migrationshintergrund","2454","","",""
"Nie","2013","17-34","direkter Migrationshintergrund","279","","",""
"Nie","2013","17-34","indirekter Migrationshintergrund","353","0.545409163502381","0.507247194840275","0.583571132164488"
"Nie","2013","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","35-65","kein Migrationshintergrund","7452","0.562380072387253","0.553753438737125","0.57100670603738"
"Nie","2013","35-65","direkter Migrationshintergrund","831","0.478561855743107","0.454646242444494","0.50247746904172"
"Nie","2013","35-65","indirekter Migrationshintergrund","322","0.593219818736784","0.551079233935207","0.635360403538361"
"Nie","2013","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2013","66 +","kein Migrationshintergrund","2850","","",""
"Nie","2013","66 +","direkter Migrationshintergrund","195","","",""
"Nie","2013","66 +","indirekter Migrationshintergrund","1","","",""
"Nie","2013","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2014","17-34","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2014","35-65","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2014","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2014","66 +","direkter Migrationshintergrund","","","",""
"Sehr oft","2014","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","17-34","kein Migrationshintergrund","","","",""
"Oft","2014","17-34","direkter Migrationshintergrund","","","",""
"Oft","2014","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","35-65","kein Migrationshintergrund","","","",""
"Oft","2014","35-65","direkter Migrationshintergrund","","","",""
"Oft","2014","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2014","66 +","kein Migrationshintergrund","","","",""
"Oft","2014","66 +","direkter Migrationshintergrund","","","",""
"Oft","2014","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2014","17-34","direkter Migrationshintergrund","","","",""
"Manchmal","2014","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2014","35-65","direkter Migrationshintergrund","","","",""
"Manchmal","2014","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2014","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2014","66 +","direkter Migrationshintergrund","","","",""
"Manchmal","2014","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","17-34","kein Migrationshintergrund","","","",""
"Selten","2014","17-34","direkter Migrationshintergrund","","","",""
"Selten","2014","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","35-65","kein Migrationshintergrund","","","",""
"Selten","2014","35-65","direkter Migrationshintergrund","","","",""
"Selten","2014","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2014","66 +","kein Migrationshintergrund","","","",""
"Selten","2014","66 +","direkter Migrationshintergrund","","","",""
"Selten","2014","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","17-34","kein Migrationshintergrund","","","",""
"Nie","2014","17-34","direkter Migrationshintergrund","","","",""
"Nie","2014","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2014","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","35-65","kein Migrationshintergrund","","","",""
"Nie","2014","35-65","direkter Migrationshintergrund","","","",""
"Nie","2014","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2014","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2014","66 +","kein Migrationshintergrund","","","",""
"Nie","2014","66 +","direkter Migrationshintergrund","","","",""
"Nie","2014","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2014","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2015","17-34","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2015","35-65","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2015","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2015","66 +","direkter Migrationshintergrund","","","",""
"Sehr oft","2015","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","17-34","kein Migrationshintergrund","","","",""
"Oft","2015","17-34","direkter Migrationshintergrund","","","",""
"Oft","2015","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","35-65","kein Migrationshintergrund","","","",""
"Oft","2015","35-65","direkter Migrationshintergrund","","","",""
"Oft","2015","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2015","66 +","kein Migrationshintergrund","","","",""
"Oft","2015","66 +","direkter Migrationshintergrund","","","",""
"Oft","2015","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2015","17-34","direkter Migrationshintergrund","","","",""
"Manchmal","2015","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2015","35-65","direkter Migrationshintergrund","","","",""
"Manchmal","2015","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2015","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2015","66 +","direkter Migrationshintergrund","","","",""
"Manchmal","2015","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","17-34","kein Migrationshintergrund","","","",""
"Selten","2015","17-34","direkter Migrationshintergrund","","","",""
"Selten","2015","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","35-65","kein Migrationshintergrund","","","",""
"Selten","2015","35-65","direkter Migrationshintergrund","","","",""
"Selten","2015","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2015","66 +","kein Migrationshintergrund","","","",""
"Selten","2015","66 +","direkter Migrationshintergrund","","","",""
"Selten","2015","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","17-34","kein Migrationshintergrund","","","",""
"Nie","2015","17-34","direkter Migrationshintergrund","","","",""
"Nie","2015","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2015","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","35-65","kein Migrationshintergrund","","","",""
"Nie","2015","35-65","direkter Migrationshintergrund","","","",""
"Nie","2015","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2015","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2015","66 +","kein Migrationshintergrund","","","",""
"Nie","2015","66 +","direkter Migrationshintergrund","","","",""
"Nie","2015","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2015","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2016","17-34","direkter Migrationshintergrund","84","0.064093512247909","0.0516949724887477","0.0764920520070703"
"Sehr oft","2016","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2016","35-65","direkter Migrationshintergrund","84","0.0746982236801386","0.0606060099094444","0.0887904374508328"
"Sehr oft","2016","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2016","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2016","66 +","direkter Migrationshintergrund","3","","",""
"Sehr oft","2016","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","17-34","kein Migrationshintergrund","","","",""
"Oft","2016","17-34","direkter Migrationshintergrund","180","","",""
"Oft","2016","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","35-65","kein Migrationshintergrund","","","",""
"Oft","2016","35-65","direkter Migrationshintergrund","168","","",""
"Oft","2016","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2016","66 +","kein Migrationshintergrund","","","",""
"Oft","2016","66 +","direkter Migrationshintergrund","1","","",""
"Oft","2016","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2016","17-34","direkter Migrationshintergrund","346","0.224842604176153","0.203708612819158","0.245976595533148"
"Manchmal","2016","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2016","35-65","direkter Migrationshintergrund","287","","",""
"Manchmal","2016","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2016","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2016","66 +","direkter Migrationshintergrund","6","0.385304998926727","0.177157783131585","0.593452214721869"
"Manchmal","2016","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","17-34","kein Migrationshintergrund","","","",""
"Selten","2016","17-34","direkter Migrationshintergrund","257","","",""
"Selten","2016","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","35-65","kein Migrationshintergrund","","","",""
"Selten","2016","35-65","direkter Migrationshintergrund","245","","",""
"Selten","2016","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2016","66 +","kein Migrationshintergrund","","","",""
"Selten","2016","66 +","direkter Migrationshintergrund","4","0.360329305402982","0.154992659705419","0.565665951100546"
"Selten","2016","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","17-34","kein Migrationshintergrund","","","",""
"Nie","2016","17-34","direkter Migrationshintergrund","632","0.398406788398362","0.373623318973398","0.423190257823326"
"Nie","2016","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","35-65","kein Migrationshintergrund","","","",""
"Nie","2016","35-65","direkter Migrationshintergrund","553","0.371471238472489","0.345570773414499","0.397371703530478"
"Nie","2016","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","66 +","kein Migrationshintergrund","","","",""
"Nie","2016","66 +","direkter Migrationshintergrund","7","0.129206283066278","-0.0142560547282776","0.272668620860833"
"Nie","2016","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","17-34","kein Migrationshintergrund","35","0.0108692745421756","0.00767354775413291","0.0140650013302182"
"Sehr oft","2017","17-34","direkter Migrationshintergrund","73","0.0160589000725645","0.0108810159323832","0.0212367842127458"
"Sehr oft","2017","17-34","indirekter Migrationshintergrund","12","","",""
"Sehr oft","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","35-65","kein Migrationshintergrund","105","","",""
"Sehr oft","2017","35-65","direkter Migrationshintergrund","113","","",""
"Sehr oft","2017","35-65","indirekter Migrationshintergrund","11","","",""
"Sehr oft","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","66 +","kein Migrationshintergrund","28","","",""
"Sehr oft","2017","66 +","direkter Migrationshintergrund","14","","",""
"Sehr oft","2017","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","17-34","kein Migrationshintergrund","166","","",""
"Oft","2017","17-34","direkter Migrationshintergrund","173","","",""
"Oft","2017","17-34","indirekter Migrationshintergrund","56","0.0542742415687685","0.0399576364753128","0.0685908466622242"
"Oft","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","35-65","kein Migrationshintergrund","384","0.0326442661392142","0.0294126754410171","0.0358758568374112"
"Oft","2017","35-65","direkter Migrationshintergrund","247","","",""
"Oft","2017","35-65","indirekter Migrationshintergrund","25","","",""
"Oft","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","66 +","kein Migrationshintergrund","105","","",""
"Oft","2017","66 +","direkter Migrationshintergrund","28","","",""
"Oft","2017","66 +","indirekter Migrationshintergrund","1","","",""
"Oft","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","17-34","kein Migrationshintergrund","449","0.0993760443473199","0.0901555306423338","0.108596558052306"
"Manchmal","2017","17-34","direkter Migrationshintergrund","405","0.144419610585298","0.129940116915057","0.158899104255539"
"Manchmal","2017","17-34","indirekter Migrationshintergrund","123","","",""
"Manchmal","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","35-65","kein Migrationshintergrund","1027","","",""
"Manchmal","2017","35-65","direkter Migrationshintergrund","616","0.153691023210601","0.142079635991884","0.165302410429318"
"Manchmal","2017","35-65","indirekter Migrationshintergrund","71","0.0949581131905519","0.0735597360908945","0.116356490290209"
"Manchmal","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","66 +","kein Migrationshintergrund","355","0.0961166382560531","0.0875009411563195","0.104732335355787"
"Manchmal","2017","66 +","direkter Migrationshintergrund","78","0.165492390728515","0.131080126452735","0.199904655004295"
"Manchmal","2017","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","17-34","kein Migrationshintergrund","1072","","",""
"Selten","2017","17-34","direkter Migrationshintergrund","543","0.296211740866039","0.277404199626353","0.315019282105725"
"Selten","2017","17-34","indirekter Migrationshintergrund","245","","",""
"Selten","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","35-65","kein Migrationshintergrund","3060","0.268050603398471","0.259995544645332","0.276105662151611"
"Selten","2017","35-65","direkter Migrationshintergrund","969","0.268478182698084","0.254210168760478","0.28274619663569"
"Selten","2017","35-65","indirekter Migrationshintergrund","193","","",""
"Selten","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","66 +","kein Migrationshintergrund","1195","","",""
"Selten","2017","66 +","direkter Migrationshintergrund","126","","",""
"Selten","2017","66 +","indirekter Migrationshintergrund","4","0.183537463401579","-0.00614124917332792","0.373216175976487"
"Selten","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","17-34","kein Migrationshintergrund","2322","","",""
"Nie","2017","17-34","direkter Migrationshintergrund","1070","","",""
"Nie","2017","17-34","indirekter Migrationshintergrund","526","0.540130718669509","0.508636764304788","0.57162467303423"
"Nie","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","35-65","kein Migrationshintergrund","7040","0.599102831338183","0.59019058935415","0.608015073322216"
"Nie","2017","35-65","direkter Migrationshintergrund","1761","","",""
"Nie","2017","35-65","indirekter Migrationshintergrund","421","0.589783484281533","0.553880269856521","0.625686698706546"
"Nie","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","66 +","kein Migrationshintergrund","2813","","",""
"Nie","2017","66 +","direkter Migrationshintergrund","202","","",""
"Nie","2017","66 +","indirekter Migrationshintergrund","11","","",""
"Nie","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2018","17-34","direkter Migrationshintergrund","11","","",""
"Sehr oft","2018","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2018","35-65","direkter Migrationshintergrund","13","","",""
"Sehr oft","2018","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2018","66 +","direkter Migrationshintergrund","1","","",""
"Sehr oft","2018","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","17-34","kein Migrationshintergrund","","","",""
"Oft","2018","17-34","direkter Migrationshintergrund","16","","",""
"Oft","2018","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","35-65","kein Migrationshintergrund","","","",""
"Oft","2018","35-65","direkter Migrationshintergrund","17","","",""
"Oft","2018","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","66 +","kein Migrationshintergrund","","","",""
"Oft","2018","66 +","direkter Migrationshintergrund","","","",""
"Oft","2018","66 +","indirekter Migrationshintergrund","","","",""
"Oft","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","17-34","kein Migrationshintergrund","","","",""
"Manchmal","2018","17-34","direkter Migrationshintergrund","53","0.242693205581628","0.18642534598098","0.298961065182277"
"Manchmal","2018","17-34","indirekter Migrationshintergrund","","","",""
"Manchmal","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","35-65","kein Migrationshintergrund","","","",""
"Manchmal","2018","35-65","direkter Migrationshintergrund","30","0.210475553242063","0.144800436386141","0.276150670097985"
"Manchmal","2018","35-65","indirekter Migrationshintergrund","","","",""
"Manchmal","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","66 +","kein Migrationshintergrund","","","",""
"Manchmal","2018","66 +","direkter Migrationshintergrund","","","",""
"Manchmal","2018","66 +","indirekter Migrationshintergrund","","","",""
"Manchmal","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","17-34","kein Migrationshintergrund","","","",""
"Selten","2018","17-34","direkter Migrationshintergrund","39","0.180416959785678","0.12994724841698","0.230886671154376"
"Selten","2018","17-34","indirekter Migrationshintergrund","","","",""
"Selten","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","35-65","kein Migrationshintergrund","","","",""
"Selten","2018","35-65","direkter Migrationshintergrund","21","","",""
"Selten","2018","35-65","indirekter Migrationshintergrund","","","",""
"Selten","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","66 +","kein Migrationshintergrund","","","",""
"Selten","2018","66 +","direkter Migrationshintergrund","1","","",""
"Selten","2018","66 +","indirekter Migrationshintergrund","","","",""
"Selten","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","17-34","kein Migrationshintergrund","","","",""
"Nie","2018","17-34","direkter Migrationshintergrund","104","","",""
"Nie","2018","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","35-65","kein Migrationshintergrund","","","",""
"Nie","2018","35-65","direkter Migrationshintergrund","67","0.526133892870962","0.445689978202723","0.606577807539202"
"Nie","2018","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","66 +","kein Migrationshintergrund","","","",""
"Nie","2018","66 +","direkter Migrationshintergrund","1","","",""
"Nie","2018","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2019","17-34","kein Migrationshintergrund","","","",""
"Sehr oft","2019","17-34","direkter Migrationshintergrund","3","","",""
"Sehr oft","2019","17-34","indirekter Migrationshintergrund","","","",""
"Sehr oft","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2019","35-65","kein Migrationshintergrund","","","",""
"Sehr oft","2019","35-65","direkter Migrationshintergrund","4","0.0136869751582195","-0.00718846945231165","0.0345624197687507"
"Sehr oft","2019","35-65","indirekter Migrationshintergrund","","","",""
"Sehr oft","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2019","66 +","kein Migrationshintergrund","","","",""
"Sehr oft","2019","66 +","direkter Migrationshintergrund","1","","",""
"Sehr oft","2019","66 +","indirekter Migrationshintergrund","","","",""
"Sehr oft","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2019","17-34","kein Migrationshintergrund","","","",""
"Oft","2019","17-34","direkter Migrationshintergrund","9","0.0559834191564968","0.0164653300937926","0.095501508219201"
"Oft","2019","17-34","indirekter Migrationshintergrund","","","",""
"Oft","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2019","35-65","kein Migrationshintergrund","","","",""
"Oft","2019","35-65","direkter Migrationshintergrund","9","0.0713604030434249","0.0251087928869458","0.117612013199904"
"Oft","2019","35-65","indirekter Migrationshintergrund","","","",""
"Oft","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2019","66 +","kein Migrationshintergrund","","","",""
"Oft","2019","66 +","direkter Migrationshintergrund","","","",""
