year,migback,quintil_oecd,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Direct migration background,4th Quintile,Seldom,0.32739,119,369,0.27944,0.37533
2021,Direct migration background,4th Quintile,Never,0.43712,194,369,0.38644,0.48780
2021,Direct migration background,5th Quintile,Sometimes,0.18440,62,410,0.14681,0.22198
2021,Direct migration background,5th Quintile,Seldom,0.24431,122,410,0.20267,0.28595
2021,Direct migration background,5th Quintile,Never,0.51954,226,410,0.47112,0.56796
2021,Indirect migration background,1st Quintile,Sometimes,0.04924,37,197,0.01895,0.07954
2021,Indirect migration background,1st Quintile,Seldom,0.12369,75,197,0.07760,0.16979
2021,Indirect migration background,1st Quintile,Never,0.12375,85,197,0.07765,0.16986
2021,Indirect migration background,2nd Quintile,Sometimes,0.11992,43,189,0.07348,0.16636
2021,Indirect migration background,2nd Quintile,Seldom,0.11825,68,189,0.07209,0.16441
2021,Indirect migration background,2nd Quintile,Never,0.20506,78,189,0.14735,0.26277
2021,Indirect migration background,3rd Quintile,Seldom,0.16875,51,118,0.10088,0.23661
2021,Indirect migration background,3rd Quintile,Never,0.22787,67,118,0.15186,0.30388
2021,Indirect migration background,4th Quintile,Seldom,0.18028,47,124,0.11234,0.24822
2021,Indirect migration background,4th Quintile,Never,0.26113,77,124,0.18350,0.33876
2021,Indirect migration background,5th Quintile,Seldom,0.18401,51,159,0.12359,0.24443
2021,Indirect migration background,5th Quintile,Never,0.35757,108,159,0.28284,0.43231
2022,Direct migration background,1st Quintile,Very often,0.01154,92,1388,0.00592,0.01717
2022,Direct migration background,1st Quintile,Often,0.02268,136,1388,0.01485,0.03052
2022,Direct migration background,1st Quintile,Sometimes,0.04072,318,1388,0.03032,0.05113
2022,Direct migration background,1st Quintile,Seldom,0.02595,190,1388,0.01758,0.03432
2022,Direct migration background,1st Quintile,Never,0.06873,652,1388,0.05541,0.08204
2022,Direct migration background,2nd Quintile,Sometimes,0.01543,55,227,-0.00064,0.03149
2022,Direct migration background,2nd Quintile,Seldom,0.01485,39,227,-0.00092,0.03063
2022,Direct migration background,2nd Quintile,Never,0.02973,133,227,0.00759,0.05188
2022,Direct migration background,3rd Quintile,Never,0.01078,41,41,-0.02122,0.04279
