"plj0589","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Sehr oft","2013","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr oft","2013","AkademikerIn","Hamburg","","","",""
"Sehr oft","2013","AkademikerIn","Niedersachsen","","","",""
"Sehr oft","2013","AkademikerIn","Bremen","","","",""
"Sehr oft","2013","AkademikerIn","Nordrhein-Westfalen","","","",""
"Sehr oft","2013","AkademikerIn","Hessen","","","",""
"Sehr oft","2013","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2013","AkademikerIn","Baden-Wuerttemberg","","","",""
"Sehr oft","2013","AkademikerIn","Bayern","","","",""
"Sehr oft","2013","AkademikerIn","Berlin","","","",""
"Sehr oft","2013","AkademikerIn","Brandenburg","","","",""
"Sehr oft","2013","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2013","AkademikerIn","Sachsen","","","",""
"Sehr oft","2013","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr oft","2013","AkademikerIn","Thueringen","","","",""
"Oft","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Oft","2013","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"Oft","2013","(noch) kein Abschluss","Bremen","","","",""
"Oft","2013","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Oft","2013","(noch) kein Abschluss","Hessen","","","",""
"Oft","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Oft","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Oft","2013","(noch) kein Abschluss","Bayern","","","",""
"Oft","2013","(noch) kein Abschluss","Berlin","","","",""
"Oft","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Oft","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Oft","2013","(noch) kein Abschluss","Sachsen","","","",""
"Oft","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Oft","2013","(noch) kein Abschluss","Thueringen","","","",""
"Oft","2013","Hauptschule","Schleswig-Holstein","","","",""
"Oft","2013","Hauptschule","Hamburg","","","",""
"Oft","2013","Hauptschule","Niedersachsen","","","",""
"Oft","2013","Hauptschule","Bremen","","","",""
"Oft","2013","Hauptschule","Nordrhein-Westfalen","68","0.0396689111509741","0.0302139579068393","0.0491238643951089"
"Oft","2013","Hauptschule","Hessen","","","",""
"Oft","2013","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2013","Hauptschule","Baden-Wuerttemberg","43","0.0448167927126373","0.0316944876091557","0.0579390978161189"
"Oft","2013","Hauptschule","Bayern","51","0.0381300281700979","0.0284481336420257","0.0478119226981701"
"Oft","2013","Hauptschule","Berlin","","","",""
"Oft","2013","Hauptschule","Brandenburg","","","",""
"Oft","2013","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Oft","2013","Hauptschule","Sachsen","","","",""
"Oft","2013","Hauptschule","Sachsen-Anhalt","","","",""
"Oft","2013","Hauptschule","Thueringen","","","",""
"Oft","2013","Realschule","Schleswig-Holstein","","","",""
"Oft","2013","Realschule","Hamburg","","","",""
"Oft","2013","Realschule","Niedersachsen","","","",""
"Oft","2013","Realschule","Bremen","","","",""
"Oft","2013","Realschule","Nordrhein-Westfalen","38","0.0432546061289268","0.0311556598253315","0.055353552432522"
"Oft","2013","Realschule","Hessen","","","",""
"Oft","2013","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2013","Realschule","Baden-Wuerttemberg","","","",""
"Oft","2013","Realschule","Bayern","","","",""
"Oft","2013","Realschule","Berlin","","","",""
"Oft","2013","Realschule","Brandenburg","","","",""
"Oft","2013","Realschule","Mecklenburg-Vorpommern","","","",""
"Oft","2013","Realschule","Sachsen","","","",""
"Oft","2013","Realschule","Sachsen-Anhalt","","","",""
"Oft","2013","Realschule","Thueringen","","","",""
"Oft","2013","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Oft","2013","(Fach-)Abitur","Hamburg","","","",""
"Oft","2013","(Fach-)Abitur","Niedersachsen","","","",""
"Oft","2013","(Fach-)Abitur","Bremen","","","",""
"Oft","2013","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Oft","2013","(Fach-)Abitur","Hessen","","","",""
"Oft","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Oft","2013","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Oft","2013","(Fach-)Abitur","Bayern","","","",""
"Oft","2013","(Fach-)Abitur","Berlin","","","",""
"Oft","2013","(Fach-)Abitur","Brandenburg","","","",""
"Oft","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Oft","2013","(Fach-)Abitur","Sachsen","","","",""
"Oft","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Oft","2013","(Fach-)Abitur","Thueringen","","","",""
"Oft","2013","AkademikerIn","Schleswig-Holstein","","","",""
"Oft","2013","AkademikerIn","Hamburg","","","",""
"Oft","2013","AkademikerIn","Niedersachsen","","","",""
"Oft","2013","AkademikerIn","Bremen","","","",""
"Oft","2013","AkademikerIn","Nordrhein-Westfalen","","","",""
"Oft","2013","AkademikerIn","Hessen","","","",""
"Oft","2013","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Oft","2013","AkademikerIn","Baden-Wuerttemberg","","","",""
"Oft","2013","AkademikerIn","Bayern","","","",""
"Oft","2013","AkademikerIn","Berlin","","","",""
"Oft","2013","AkademikerIn","Brandenburg","","","",""
"Oft","2013","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Oft","2013","AkademikerIn","Sachsen","","","",""
"Oft","2013","AkademikerIn","Sachsen-Anhalt","","","",""
"Oft","2013","AkademikerIn","Thueringen","","","",""
"Manchmal","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Manchmal","2013","(noch) kein Abschluss","Hamburg","","","",""
"Manchmal","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"Manchmal","2013","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2013","(noch) kein Abschluss","Nordrhein-Westfalen","30","0.173267603607261","0.123026287585999","0.223508919628523"
"Manchmal","2013","(noch) kein Abschluss","Hessen","","","",""
"Manchmal","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Manchmal","2013","(noch) kein Abschluss","Bayern","","","",""
"Manchmal","2013","(noch) kein Abschluss","Berlin","","","",""
"Manchmal","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Manchmal","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Manchmal","2013","(noch) kein Abschluss","Sachsen","","","",""
"Manchmal","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Manchmal","2013","(noch) kein Abschluss","Thueringen","","","",""
"Manchmal","2013","Hauptschule","Schleswig-Holstein","31","0.135301139997591","0.0957289292082174","0.174873350786965"
"Manchmal","2013","Hauptschule","Hamburg","","","",""
"Manchmal","2013","Hauptschule","Niedersachsen","83","0.102740598668767","0.0813369211587583","0.124144276178776"
"Manchmal","2013","Hauptschule","Bremen","","","",""
"Manchmal","2013","Hauptschule","Nordrhein-Westfalen","197","0.112302314623686","0.0970072735080749","0.127597355739297"
"Manchmal","2013","Hauptschule","Hessen","64","0.130598554094493","0.0997048946775056","0.16149221351148"
"Manchmal","2013","Hauptschule","Rheinland-Pfalz,Saarland","56","0.0794092089288657","0.057738842900167","0.101079574957564"
"Manchmal","2013","Hauptschule","Baden-Wuerttemberg","97","0.0909297668064736","0.0726950861231132","0.109164447489834"
"Manchmal","2013","Hauptschule","Bayern","172","0.105925379654495","0.0903673176193178","0.121483441689673"
"Manchmal","2013","Hauptschule","Berlin","","","",""
"Manchmal","2013","Hauptschule","Brandenburg","41","0.210430673638019","0.158645043003681","0.262216304272356"
"Manchmal","2013","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2013","Hauptschule","Sachsen","44","0.120159412059429","0.0850251338717378","0.155293690247119"
"Manchmal","2013","Hauptschule","Sachsen-Anhalt","","","",""
"Manchmal","2013","Hauptschule","Thueringen","38","0.209430925558967","0.160440019579018","0.258421831538916"
"Manchmal","2013","Realschule","Schleswig-Holstein","","","",""
"Manchmal","2013","Realschule","Hamburg","","","",""
"Manchmal","2013","Realschule","Niedersachsen","67","0.0898819649472604","0.0693853363630356","0.110378593531485"
"Manchmal","2013","Realschule","Bremen","","","",""
"Manchmal","2013","Realschule","Nordrhein-Westfalen","97","0.0954672394918594","0.0779900131289316","0.112944465854787"
"Manchmal","2013","Realschule","Hessen","33","0.0984313468790237","0.0700091279074385","0.126853565850609"
"Manchmal","2013","Realschule","Rheinland-Pfalz,Saarland","33","0.0964982992915283","0.0628605792022986","0.130136019380758"
"Manchmal","2013","Realschule","Baden-Wuerttemberg","71","0.107087188090739","0.0854280836889727","0.128746292492506"
"Manchmal","2013","Realschule","Bayern","90","0.0846455754011418","0.0676464627457894","0.101644688056494"
"Manchmal","2013","Realschule","Berlin","39","0.226530238188951","0.177057436572809","0.276003039805093"
"Manchmal","2013","Realschule","Brandenburg","48","0.105340736992736","0.0741443981573402","0.136537075828131"
"Manchmal","2013","Realschule","Mecklenburg-Vorpommern","33","0.110533546903132","0.0711099002324635","0.1499571935738"
"Manchmal","2013","Realschule","Sachsen","95","0.134568799897203","0.109830043377407","0.159307556416999"
"Manchmal","2013","Realschule","Sachsen-Anhalt","61","0.121066043639027","0.0887740874817455","0.153357999796308"
"Manchmal","2013","Realschule","Thueringen","42","0.0901573385421777","0.0622981306679037","0.118016546416452"
"Manchmal","2013","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Manchmal","2013","(Fach-)Abitur","Hamburg","","","",""
"Manchmal","2013","(Fach-)Abitur","Niedersachsen","","","",""
"Manchmal","2013","(Fach-)Abitur","Bremen","","","",""
"Manchmal","2013","(Fach-)Abitur","Nordrhein-Westfalen","78","0.0881385262220857","0.0695028766090985","0.106774175835073"
"Manchmal","2013","(Fach-)Abitur","Hessen","","","",""
"Manchmal","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2013","(Fach-)Abitur","Baden-Wuerttemberg","36","0.073556337390211","0.0475815630211245","0.0995311117592975"
"Manchmal","2013","(Fach-)Abitur","Bayern","37","0.0710990568224285","0.0473548068452209","0.0948433067996361"
"Manchmal","2013","(Fach-)Abitur","Berlin","","","",""
"Manchmal","2013","(Fach-)Abitur","Brandenburg","","","",""
"Manchmal","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Manchmal","2013","(Fach-)Abitur","Sachsen","","","",""
"Manchmal","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Manchmal","2013","(Fach-)Abitur","Thueringen","","","",""
"Manchmal","2013","AkademikerIn","Schleswig-Holstein","","","",""
"Manchmal","2013","AkademikerIn","Hamburg","","","",""
"Manchmal","2013","AkademikerIn","Niedersachsen","34","0.0736686237446267","0.050395757380606","0.0969414901086473"
"Manchmal","2013","AkademikerIn","Bremen","","","",""
"Manchmal","2013","AkademikerIn","Nordrhein-Westfalen","76","0.0864274813250118","0.0698671901148614","0.102987772535162"
"Manchmal","2013","AkademikerIn","Hessen","","","",""
"Manchmal","2013","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2013","AkademikerIn","Baden-Wuerttemberg","38","0.0623303753191267","0.0444975344065917","0.0801632162316617"
"Manchmal","2013","AkademikerIn","Bayern","59","0.067701979112","0.0503035556746491","0.085100402549351"
"Manchmal","2013","AkademikerIn","Berlin","38","0.107562595867087","0.0758643975350638","0.139260794199109"
"Manchmal","2013","AkademikerIn","Brandenburg","","","",""
"Manchmal","2013","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Manchmal","2013","AkademikerIn","Sachsen","38","0.0833539691899441","0.0578431858859522","0.108864752493936"
"Manchmal","2013","AkademikerIn","Sachsen-Anhalt","","","",""
"Manchmal","2013","AkademikerIn","Thueringen","","","",""
"Selten","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Selten","2013","(noch) kein Abschluss","Hamburg","","","",""
"Selten","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"Selten","2013","(noch) kein Abschluss","Bremen","","","",""
"Selten","2013","(noch) kein Abschluss","Nordrhein-Westfalen","59","0.206685077034254","0.152932756648192","0.260437397420317"
"Selten","2013","(noch) kein Abschluss","Hessen","","","",""
"Selten","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Selten","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Selten","2013","(noch) kein Abschluss","Bayern","34","0.249747037953413","0.171312165878137","0.328181910028689"
"Selten","2013","(noch) kein Abschluss","Berlin","","","",""
"Selten","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Selten","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selten","2013","(noch) kein Abschluss","Sachsen","","","",""
"Selten","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selten","2013","(noch) kein Abschluss","Thueringen","","","",""
"Selten","2013","Hauptschule","Schleswig-Holstein","96","0.30964023357478","0.256150113547453","0.363130353602107"
"Selten","2013","Hauptschule","Hamburg","","","",""
"Selten","2013","Hauptschule","Niedersachsen","231","0.272581269975019","0.241190744267192","0.303971795682847"
"Selten","2013","Hauptschule","Bremen","","","",""
"Selten","2013","Hauptschule","Nordrhein-Westfalen","445","0.262998615869158","0.241671376934686","0.28432585480363"
"Selten","2013","Hauptschule","Hessen","113","0.248887712863896","0.209246753848224","0.288528671879569"
"Selten","2013","Hauptschule","Rheinland-Pfalz,Saarland","145","0.257634448659279","0.222582806388668","0.292686090929891"
"Selten","2013","Hauptschule","Baden-Wuerttemberg","274","0.329900207415016","0.30008022099907","0.359720193830962"
"Selten","2013","Hauptschule","Bayern","412","0.272234592341173","0.249731823456196","0.29473736122615"
"Selten","2013","Hauptschule","Berlin","55","0.3256842644031","0.253741963439024","0.397626565367176"
"Selten","2013","Hauptschule","Brandenburg","74","0.256340992105299","0.20087132438385","0.311810659826749"
"Selten","2013","Hauptschule","Mecklenburg-Vorpommern","43","0.351009024494907","0.265966944079081","0.436051104910732"
"Selten","2013","Hauptschule","Sachsen","89","0.338337407323413","0.287211215904233","0.389463598742593"
"Selten","2013","Hauptschule","Sachsen-Anhalt","57","0.265454988167498","0.209117595748108","0.321792380586887"
"Selten","2013","Hauptschule","Thueringen","71","0.244305679710476","0.192572995248451","0.296038364172501"
"Selten","2013","Realschule","Schleswig-Holstein","88","0.341224194014331","0.28477572411119","0.397672663917473"
"Selten","2013","Realschule","Hamburg","","","",""
"Selten","2013","Realschule","Niedersachsen","205","0.274853284501628","0.242859862112148","0.306846706891109"
"Selten","2013","Realschule","Bremen","","","",""
"Selten","2013","Realschule","Nordrhein-Westfalen","279","0.287470234887436","0.26055295775417","0.314387512020701"
"Selten","2013","Realschule","Hessen","122","0.260751658938089","0.218862601820885","0.302640716055294"
"Selten","2013","Realschule","Rheinland-Pfalz,Saarland","66","0.325460761127223","0.272083638045874","0.378837884208572"
"Selten","2013","Realschule","Baden-Wuerttemberg","208","0.267186663744232","0.236193116772934","0.298180210715531"
"Selten","2013","Realschule","Bayern","265","0.294223940767825","0.266394662464378","0.322053219071273"
"Selten","2013","Realschule","Berlin","74","0.264767188689654","0.212620556405458","0.316913820973851"
"Selten","2013","Realschule","Brandenburg","114","0.34720645622737","0.298827282978241","0.3955856294765"
"Selten","2013","Realschule","Mecklenburg-Vorpommern","82","0.396890159448214","0.335375542063978","0.45840477683245"
"Selten","2013","Realschule","Sachsen","203","0.301435442033663","0.268170265424065","0.33470061864326"
"Selten","2013","Realschule","Sachsen-Anhalt","110","0.287370640728614","0.242572693792302","0.332168587664926"
"Selten","2013","Realschule","Thueringen","142","0.318599354713421","0.273277383520743","0.363921325906099"
"Selten","2013","(Fach-)Abitur","Schleswig-Holstein","38","0.339727413933659","0.25799766486315","0.421457163004167"
"Selten","2013","(Fach-)Abitur","Hamburg","","","",""
"Selten","2013","(Fach-)Abitur","Niedersachsen","75","0.26971384141998","0.219154618838875","0.320273064001085"
"Selten","2013","(Fach-)Abitur","Bremen","","","",""
"Selten","2013","(Fach-)Abitur","Nordrhein-Westfalen","231","0.238591812706336","0.210574030816643","0.266609594596029"
"Selten","2013","(Fach-)Abitur","Hessen","74","0.2411657949195","0.190327035544412","0.292004554294588"
"Selten","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","53","0.301328915803099","0.233348180784297","0.3693096508219"
"Selten","2013","(Fach-)Abitur","Baden-Wuerttemberg","99","0.279458310742287","0.234808430367212","0.324108191117362"
"Selten","2013","(Fach-)Abitur","Bayern","126","0.29495846021434","0.252824758567188","0.337092161861492"
"Selten","2013","(Fach-)Abitur","Berlin","35","0.300689268428047","0.221863089361187","0.379515447494906"
"Selten","2013","(Fach-)Abitur","Brandenburg","","","",""
"Selten","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selten","2013","(Fach-)Abitur","Sachsen","36","0.202612969853762","0.135792596825438","0.269433342882087"
"Selten","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selten","2013","(Fach-)Abitur","Thueringen","31","0.555187080964277","0.444190116879647","0.666184045048908"
"Selten","2013","AkademikerIn","Schleswig-Holstein","41","0.321788386225661","0.246524779326085","0.397051993125238"
"Selten","2013","AkademikerIn","Hamburg","","","",""
"Selten","2013","AkademikerIn","Niedersachsen","128","0.29041873592684","0.24997616130664","0.330861310547041"
"Selten","2013","AkademikerIn","Bremen","","","",""
"Selten","2013","AkademikerIn","Nordrhein-Westfalen","280","0.268973013949909","0.24283987443909","0.295106153460728"
"Selten","2013","AkademikerIn","Hessen","131","0.2539616394888","0.215460641637629","0.292462637339971"
"Selten","2013","AkademikerIn","Rheinland-Pfalz,Saarland","61","0.258209582853233","0.204598460947487","0.311820704758978"
"Selten","2013","AkademikerIn","Baden-Wuerttemberg","161","0.268927445530729","0.236220232179186","0.301634658882273"
"Selten","2013","AkademikerIn","Bayern","189","0.248788366514125","0.218850005589575","0.278726727438675"
"Selten","2013","AkademikerIn","Berlin","103","0.224857028596283","0.182144114793796","0.26756994239877"
"Selten","2013","AkademikerIn","Brandenburg","91","0.346916180810899","0.288835061370891","0.404997300250907"
"Selten","2013","AkademikerIn","Mecklenburg-Vorpommern","49","0.342330263978274","0.263450197656878","0.421210330299669"
"Selten","2013","AkademikerIn","Sachsen","124","0.319740084797205","0.276697751781107","0.362782417813302"
"Selten","2013","AkademikerIn","Sachsen-Anhalt","62","0.293938251100064","0.233739685155255","0.354136817044874"
"Selten","2013","AkademikerIn","Thueringen","60","0.312822272030149","0.250410928586926","0.375233615473373"
"Nie","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nie","2013","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2013","(noch) kein Abschluss","Niedersachsen","44","0.424917138823441","0.322217143376786","0.527617134270097"
"Nie","2013","(noch) kein Abschluss","Bremen","","","",""
"Nie","2013","(noch) kein Abschluss","Nordrhein-Westfalen","110","0.544780092473798","0.478674061637978","0.610886123309617"
"Nie","2013","(noch) kein Abschluss","Hessen","33","0.553182670162232","0.437539975133878","0.668825365190586"
"Nie","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nie","2013","(noch) kein Abschluss","Baden-Wuerttemberg","43","0.466825778969732","0.360766025081218","0.572885532858246"
"Nie","2013","(noch) kein Abschluss","Bayern","60","0.47929974817155","0.388778057970439","0.569821438372662"
"Nie","2013","(noch) kein Abschluss","Berlin","","","",""
"Nie","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","2013","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2013","(noch) kein Abschluss","Thueringen","","","",""
"Nie","2013","Hauptschule","Schleswig-Holstein","143","0.50632855951107","0.448486685303741","0.564170433718399"
"Nie","2013","Hauptschule","Hamburg","61","0.6922445179338","0.600391192216877","0.784097843650723"
"Nie","2013","Hauptschule","Niedersachsen","410","0.545219013687879","0.510115952582307","0.580322074793451"
"Nie","2013","Hauptschule","Bremen","","","",""
"Nie","2013","Hauptschule","Nordrhein-Westfalen","902","0.573285675794254","0.549326167145956","0.597245184442552"
"Nie","2013","Hauptschule","Hessen","249","0.534582504957714","0.488850660887926","0.580314349027502"
"Nie","2013","Hauptschule","Rheinland-Pfalz,Saarland","367","0.61328171613032","0.574249351649759","0.652314080610881"
"Nie","2013","Hauptschule","Baden-Wuerttemberg","529","0.522472375268913","0.490792947966309","0.554151802571518"
"Nie","2013","Hauptschule","Bayern","851","0.566537577967048","0.541484638551366","0.59159051738273"
"Nie","2013","Hauptschule","Berlin","75","0.499736368098222","0.422978265143322","0.576494471053122"
"Nie","2013","Hauptschule","Brandenburg","102","0.455434359728232","0.392164390015581","0.518704329440884"
"Nie","2013","Hauptschule","Mecklenburg-Vorpommern","43","0.310329473037889","0.227899007753482","0.392759938322295"
"Nie","2013","Hauptschule","Sachsen","168","0.471803116676292","0.41786094064823","0.525745292704354"
"Nie","2013","Hauptschule","Sachsen-Anhalt","129","0.547155384954259","0.483648321393178","0.61066244851534"
"Nie","2013","Hauptschule","Thueringen","134","0.465821373289128","0.405762370995347","0.52588037558291"
"Nie","2013","Realschule","Schleswig-Holstein","148","0.545552509421509","0.486270409468068","0.604834609374951"
"Nie","2013","Realschule","Hamburg","59","0.55075810308688","0.449663681759962","0.651852524413797"
"Nie","2013","Realschule","Niedersachsen","446","0.596738638145896","0.561583996299689","0.631893279992104"
"Nie","2013","Realschule","Bremen","","","",""
"Nie","2013","Realschule","Nordrhein-Westfalen","665","0.569252099863209","0.539801300737718","0.598702898988701"
"Nie","2013","Realschule","Hessen","247","0.561889369520887","0.514551449782114","0.609227289259659"
"Nie","2013","Realschule","Rheinland-Pfalz,Saarland","185","0.529735455089329","0.472875976283614","0.586594933895044"
"Nie","2013","Realschule","Baden-Wuerttemberg","472","0.58700030528227","0.55251284297228","0.621487767592259"
"Nie","2013","Realschule","Bayern","640","0.593227044732862","0.563227408751699","0.623226680714024"
"Nie","2013","Realschule","Berlin","141","0.447170616486915","0.388406267070577","0.505934965903253"
"Nie","2013","Realschule","Brandenburg","184","0.486592068400233","0.435800640687639","0.537383496112827"
"Nie","2013","Realschule","Mecklenburg-Vorpommern","108","0.434294977995658","0.371974270502124","0.496615685489191"
"Nie","2013","Realschule","Sachsen","396","0.506097409060844","0.469854160981853","0.542340657139834"
"Nie","2013","Realschule","Sachsen-Anhalt","203","0.550575296427741","0.501332592913125","0.599817999942358"
"Nie","2013","Realschule","Thueringen","185","0.479484195717523","0.430889464659174","0.528078926775873"
"Nie","2013","(Fach-)Abitur","Schleswig-Holstein","70","0.484594522780845","0.398352883858543","0.570836161703147"
"Nie","2013","(Fach-)Abitur","Hamburg","49","0.595308425687187","0.478647147455829","0.711969703918545"
"Nie","2013","(Fach-)Abitur","Niedersachsen","181","0.583079338519496","0.526910845667616","0.639247831371376"
"Nie","2013","(Fach-)Abitur","Bremen","","","",""
"Nie","2013","(Fach-)Abitur","Nordrhein-Westfalen","550","0.636914605999224","0.605303317082169","0.668525894916278"
"Nie","2013","(Fach-)Abitur","Hessen","161","0.658546225305486","0.602192487056185","0.714899963554786"
