year,pgisced97,sampreg,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Post-secondary Non-tertiary Level,East,Never,0.60220,191,320,0.54849,0.65591
2017,First Stage of Tertiary Education,West,Sometimes,0.08451,95,1107,0.06812,0.10091
2017,First Stage of Tertiary Education,West,Seldom,0.29047,310,1107,0.26372,0.31723
2017,First Stage of Tertiary Education,West,Never,0.60706,702,1107,0.57827,0.63584
2017,First Stage of Tertiary Education,East,Sometimes,0.07287,35,383,0.04680,0.09893
2017,First Stage of Tertiary Education,East,Seldom,0.39200,141,383,0.34305,0.44096
2017,First Stage of Tertiary Education,East,Never,0.49507,207,383,0.44493,0.54520
2017,Second Stage of Tertiary Education,West,Very often,0.00634,48,5350,0.00422,0.00847
2017,Second Stage of Tertiary Education,West,Often,0.01968,129,5350,0.01596,0.02341
2017,Second Stage of Tertiary Education,West,Sometimes,0.06818,420,5350,0.06143,0.07494
2017,Second Stage of Tertiary Education,West,Seldom,0.24330,1314,5350,0.23181,0.25480
2017,Second Stage of Tertiary Education,West,Never,0.66248,3439,5350,0.64981,0.67516
2017,Second Stage of Tertiary Education,East,Often,0.02624,41,1461,0.01804,0.03444
2017,Second Stage of Tertiary Education,East,Sometimes,0.09546,136,1461,0.08038,0.11053
2017,Second Stage of Tertiary Education,East,Seldom,0.23512,370,1461,0.21337,0.25687
2017,Second Stage of Tertiary Education,East,Never,0.64029,914,1461,0.61567,0.66491
2021,No answer / don't know,West,Often,0.08454,60,665,0.06338,0.10570
2021,No answer / don't know,West,Sometimes,0.18048,146,665,0.15123,0.20973
2021,No answer / don't know,West,Seldom,0.29983,160,665,0.26498,0.33468
2021,No answer / don't know,West,Never,0.42170,299,665,0.38414,0.45926
2021,No answer / don't know,East,Seldom,0.40704,32,87,0.30321,0.51088
2021,No answer / don't know,East,Never,0.33142,55,87,0.23193,0.43091
2021,Pre-primary Level,West,Sometimes,0.14301,34,148,0.08641,0.19960
2021,Pre-primary Level,West,Seldom,0.37707,47,148,0.29873,0.45542
2021,Pre-primary Level,West,Never,0.39905,67,148,0.31988,0.47821
2021,Primary Level,West,Very often,0.07280,70,888,0.05570,0.08990
2021,Primary Level,West,Often,0.15094,106,888,0.12738,0.17450
2021,Primary Level,West,Sometimes,0.24789,199,888,0.21947,0.27630
2021,Primary Level,West,Seldom,0.16638,130,888,0.14187,0.19089
2021,Primary Level,West,Never,0.36199,383,888,0.33037,0.39362
2021,Primary Level,East,Sometimes,0.18545,31,83,0.10133,0.26958
2021,Primary Level,East,Never,0.44731,52,83,0.33969,0.55493
2021,Lower Secondary Level,West,Very often,0.02109,63,1549,0.01394,0.02825
2021,Lower Secondary Level,West,Often,0.09089,161,1549,0.07657,0.10521
2021,Lower Secondary Level,West,Sometimes,0.15547,258,1549,0.13742,0.17352
2021,Lower Secondary Level,West,Seldom,0.32054,404,1549,0.29729,0.34379
2021,Lower Secondary Level,West,Never,0.41201,663,1549,0.38749,0.43653
2021,Lower Secondary Level,East,Sometimes,0.07379,37,214,0.03868,0.10889
2021,Lower Secondary Level,East,Seldom,0.28487,68,214,0.22426,0.34549
2021,Lower Secondary Level,East,Never,0.48134,109,214,0.41424,0.54844
2021,Upper Secondary Level,West,Very often,0.01895,124,5689,0.01541,0.02249
2021,Upper Secondary Level,West,Often,0.05531,343,5689,0.04937,0.06125
2021,Upper Secondary Level,West,Sometimes,0.11142,682,5689,0.10324,0.11960
2021,Upper Secondary Level,West,Seldom,0.31780,1696,5689,0.30570,0.32990
2021,Upper Secondary Level,West,Never,0.49652,2844,5689,0.48353,0.50951
2021,Upper Secondary Level,East,Very often,0.02547,33,1684,0.01794,0.03300
2021,Upper Secondary Level,East,Often,0.07478,124,1684,0.06221,0.08734
2021,Upper Secondary Level,East,Sometimes,0.11220,181,1684,0.09713,0.12728
2021,Upper Secondary Level,East,Seldom,0.33896,529,1684,0.31634,0.36157
2021,Upper Secondary Level,East,Never,0.44859,817,1684,0.42483,0.47235
2021,Post-secondary Non-tertiary Level,West,Often,0.05757,90,1346,0.04513,0.07002
2021,Post-secondary Non-tertiary Level,West,Sometimes,0.12531,172,1346,0.10761,0.14300
2021,Post-secondary Non-tertiary Level,West,Seldom,0.29138,350,1346,0.26709,0.31566
2021,Post-secondary Non-tertiary Level,West,Never,0.50765,734,1346,0.48094,0.53437
2021,Post-secondary Non-tertiary Level,East,Seldom,0.25144,69,182,0.18823,0.31464
2021,Post-secondary Non-tertiary Level,East,Never,0.43667,113,182,0.36442,0.50893
2021,First Stage of Tertiary Education,West,Sometimes,0.10114,75,710,0.07894,0.12333
2021,First Stage of Tertiary Education,West,Seldom,0.33601,229,710,0.30124,0.37078
2021,First Stage of Tertiary Education,West,Never,0.53374,406,710,0.49702,0.57046
2021,First Stage of Tertiary Education,East,Seldom,0.34529,74,233,0.28411,0.40647
2021,First Stage of Tertiary Education,East,Never,0.49207,159,233,0.42774,0.55640
2021,Second Stage of Tertiary Education,West,Very often,0.00613,70,4508,0.00385,0.00840
2021,Second Stage of Tertiary Education,West,Often,0.04221,223,4508,0.03634,0.04808
2021,Second Stage of Tertiary Education,West,Sometimes,0.11435,471,4508,0.10506,0.12364
2021,Second Stage of Tertiary Education,West,Seldom,0.28088,1215,4508,0.26776,0.29401
2021,Second Stage of Tertiary Education,West,Never,0.55643,2529,4508,0.54193,0.57093
2021,Second Stage of Tertiary Education,East,Often,0.03455,51,1171,0.02408,0.04501
2021,Second Stage of Tertiary Education,East,Sometimes,0.08301,98,1171,0.06720,0.09882
2021,Second Stage of Tertiary Education,East,Seldom,0.30977,329,1171,0.28328,0.33627
2021,Second Stage of Tertiary Education,East,Never,0.56148,693,1171,0.53305,0.58991
