"plj0589","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr oft","2014","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2014","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2014","direkter Migrationshintergrund","männlich","","","",""
"Sehr oft","2014","direkter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2014","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2014","kein Migrationshintergrund","männlich","","","",""
"Oft","2014","kein Migrationshintergrund","weiblich","","","",""
"Oft","2014","direkter Migrationshintergrund","männlich","","","",""
"Oft","2014","direkter Migrationshintergrund","weiblich","","","",""
"Oft","2014","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2014","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2014","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2014","direkter Migrationshintergrund","männlich","","","",""
"Manchmal","2014","direkter Migrationshintergrund","weiblich","","","",""
"Manchmal","2014","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2014","kein Migrationshintergrund","männlich","","","",""
"Selten","2014","kein Migrationshintergrund","weiblich","","","",""
"Selten","2014","direkter Migrationshintergrund","männlich","","","",""
"Selten","2014","direkter Migrationshintergrund","weiblich","","","",""
"Selten","2014","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2014","kein Migrationshintergrund","männlich","","","",""
"Nie","2014","kein Migrationshintergrund","weiblich","","","",""
"Nie","2014","direkter Migrationshintergrund","männlich","","","",""
"Nie","2014","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2014","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2014","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2015","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2015","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2015","direkter Migrationshintergrund","männlich","","","",""
"Sehr oft","2015","direkter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2015","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2015","kein Migrationshintergrund","männlich","","","",""
"Oft","2015","kein Migrationshintergrund","weiblich","","","",""
"Oft","2015","direkter Migrationshintergrund","männlich","","","",""
"Oft","2015","direkter Migrationshintergrund","weiblich","","","",""
"Oft","2015","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2015","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2015","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2015","direkter Migrationshintergrund","männlich","","","",""
"Manchmal","2015","direkter Migrationshintergrund","weiblich","","","",""
"Manchmal","2015","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2015","kein Migrationshintergrund","männlich","","","",""
"Selten","2015","kein Migrationshintergrund","weiblich","","","",""
"Selten","2015","direkter Migrationshintergrund","männlich","","","",""
"Selten","2015","direkter Migrationshintergrund","weiblich","","","",""
"Selten","2015","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2015","kein Migrationshintergrund","männlich","","","",""
"Nie","2015","kein Migrationshintergrund","weiblich","","","",""
"Nie","2015","direkter Migrationshintergrund","männlich","","","",""
"Nie","2015","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2015","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2015","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2016","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2016","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2016","direkter Migrationshintergrund","männlich","97","0.0636522271958696","0.0519921227548778","0.0753123316368614"
"Sehr oft","2016","direkter Migrationshintergrund","weiblich","74","0.0755688511523921","0.060443419404637","0.0906942829001472"
"Sehr oft","2016","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2016","kein Migrationshintergrund","männlich","","","",""
"Oft","2016","kein Migrationshintergrund","weiblich","","","",""
"Oft","2016","direkter Migrationshintergrund","männlich","200","0.141252112377262","0.124617703820527","0.157886520933997"
"Oft","2016","direkter Migrationshintergrund","weiblich","149","0.135674068120927","0.116077217591277","0.155270918650576"
"Oft","2016","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2016","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2016","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2016","direkter Migrationshintergrund","männlich","367","0.230418087603311","0.210305740420785","0.250530434785838"
"Manchmal","2016","direkter Migrationshintergrund","weiblich","272","0.236648050093209","0.21232528419707","0.260970815989348"
"Manchmal","2016","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2016","kein Migrationshintergrund","männlich","","","",""
"Selten","2016","kein Migrationshintergrund","weiblich","","","",""
"Selten","2016","direkter Migrationshintergrund","männlich","309","0.176733913193074","0.158515644329173","0.194952182056974"
"Selten","2016","direkter Migrationshintergrund","weiblich","197","0.167042409963294","0.145696046324222","0.188388773602366"
"Selten","2016","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2016","kein Migrationshintergrund","männlich","","","",""
"Nie","2016","kein Migrationshintergrund","weiblich","","","",""
"Nie","2016","direkter Migrationshintergrund","männlich","711","0.387943659630483","0.364670407352184","0.411216911908782"
"Nie","2016","direkter Migrationshintergrund","weiblich","481","0.385066620670178","0.357219451340352","0.412913790000003"
"Nie","2016","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2017","kein Migrationshintergrund","männlich","58","0.00863663747409015","0.00676447787491274","0.0105087970732676"
"Sehr oft","2017","kein Migrationshintergrund","weiblich","110","0.0103668046793113","0.00845404898339354","0.012279560375229"
"Sehr oft","2017","direkter Migrationshintergrund","männlich","98","0.0194906739612308","0.0145446708405196","0.0244366770819421"
"Sehr oft","2017","direkter Migrationshintergrund","weiblich","102","0.0222824151216953","0.0173334608013422","0.0272313694420484"
"Sehr oft","2017","indirekter Migrationshintergrund","männlich","9","","",""
"Sehr oft","2017","indirekter Migrationshintergrund","weiblich","14","","",""
"Sehr oft","2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2017","kein Migrationshintergrund","männlich","254","0.0297680600774383","0.026329575015528","0.0332065451393486"
"Oft","2017","kein Migrationshintergrund","weiblich","401","0.0357309072648837","0.0322256405904322","0.0392361739393351"
"Oft","2017","direkter Migrationshintergrund","männlich","212","0.0649963681489106","0.0561764148175398","0.0738163214802814"
"Oft","2017","direkter Migrationshintergrund","weiblich","236","0.0583967888961011","0.0505344085255672","0.0662591692666349"
"Oft","2017","indirekter Migrationshintergrund","männlich","35","0.0385068490605809","0.025029350355469","0.0519843477656929"
"Oft","2017","indirekter Migrationshintergrund","weiblich","47","0.0491351460190278","0.0351374719366874","0.0631328201013682"
"Oft","2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2017","kein Migrationshintergrund","männlich","742","0.0827581040947579","0.0771836633986954","0.0883325447908204"
"Manchmal","2017","kein Migrationshintergrund","weiblich","1089","0.104159641430667","0.0983911139125338","0.109928168948801"
"Manchmal","2017","direkter Migrationshintergrund","männlich","504","0.147766474554287","0.135070023095944","0.160462926012629"
"Manchmal","2017","direkter Migrationshintergrund","weiblich","595","0.158504068627748","0.146258701247953","0.170749436007544"
"Manchmal","2017","indirekter Migrationshintergrund","männlich","85","0.103499251093616","0.0821633425052922","0.12483515968194"
"Manchmal","2017","indirekter Migrationshintergrund","weiblich","109","0.12515677005915","0.103728226943931","0.146585313174369"
"Manchmal","2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2017","kein Migrationshintergrund","männlich","2615","0.282191715604131","0.27308565671519","0.291297774493073"
"Selten","2017","kein Migrationshintergrund","weiblich","2712","0.250824821950898","0.242638725358352","0.259010918543443"
"Selten","2017","direkter Migrationshintergrund","männlich","734","0.295016398349268","0.278699873029095","0.311332923669441"
"Selten","2017","direkter Migrationshintergrund","weiblich","904","0.265460761473826","0.250654914045168","0.280266608902484"
"Selten","2017","indirekter Migrationshintergrund","männlich","219","0.304324098164552","0.272095689521362","0.336552506807743"
"Selten","2017","indirekter Migrationshintergrund","weiblich","223","0.232462711503805","0.205108339702122","0.259817083305487"
"Selten","2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2017","kein Migrationshintergrund","männlich","5715","0.596645482749582","0.5867199064446","0.606571059054564"
"Nie","2017","kein Migrationshintergrund","weiblich","6460","0.59891782467424","0.58966231756414","0.608173331784341"
"Nie","2017","direkter Migrationshintergrund","männlich","1453","0.472730084986304","0.454867750797623","0.490592419174985"
"Nie","2017","direkter Migrationshintergrund","weiblich","1580","0.495355965880629","0.478591995985826","0.512119935775432"
"Nie","2017","indirekter Migrationshintergrund","männlich","435","0.540654994247924","0.505749256698987","0.57556073179686"
"Nie","2017","indirekter Migrationshintergrund","weiblich","523","0.582146444984806","0.55020691434796","0.614085975621652"
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2018","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2018","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2018","direkter Migrationshintergrund","männlich","11","","",""
"Sehr oft","2018","direkter Migrationshintergrund","weiblich","14","","",""
"Sehr oft","2018","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2018","kein Migrationshintergrund","männlich","","","",""
"Oft","2018","kein Migrationshintergrund","weiblich","","","",""
"Oft","2018","direkter Migrationshintergrund","männlich","16","","",""
"Oft","2018","direkter Migrationshintergrund","weiblich","17","","",""
"Oft","2018","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2018","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2018","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2018","direkter Migrationshintergrund","männlich","40","0.254171605580475","0.189103698109567","0.319239513051383"
"Manchmal","2018","direkter Migrationshintergrund","weiblich","43","0.215922473409382","0.159180970778383","0.272663976040381"
"Manchmal","2018","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2018","kein Migrationshintergrund","männlich","","","",""
"Selten","2018","kein Migrationshintergrund","weiblich","","","",""
"Selten","2018","direkter Migrationshintergrund","männlich","29","","",""
"Selten","2018","direkter Migrationshintergrund","weiblich","32","0.151324649904183","0.101905184931083","0.200744114877283"
"Selten","2018","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2018","kein Migrationshintergrund","männlich","","","",""
"Nie","2018","kein Migrationshintergrund","weiblich","","","",""
"Nie","2018","direkter Migrationshintergrund","männlich","76","0.420903117698225","0.347121095802799","0.49468513959365"
"Nie","2018","direkter Migrationshintergrund","weiblich","96","0.51965616555388","0.450758174502161","0.588554156605598"
"Nie","2018","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2019","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2019","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2019","direkter Migrationshintergrund","männlich","5","","",""
"Sehr oft","2019","direkter Migrationshintergrund","weiblich","3","","",""
"Sehr oft","2019","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2019","kein Migrationshintergrund","männlich","","","",""
"Oft","2019","kein Migrationshintergrund","weiblich","","","",""
"Oft","2019","direkter Migrationshintergrund","männlich","7","","",""
"Oft","2019","direkter Migrationshintergrund","weiblich","11","","",""
"Oft","2019","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2019","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2019","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2019","direkter Migrationshintergrund","männlich","23","","",""
"Manchmal","2019","direkter Migrationshintergrund","weiblich","31","0.202550697542708","0.133728132324452","0.271373262760964"
"Manchmal","2019","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2019","kein Migrationshintergrund","männlich","","","",""
"Selten","2019","kein Migrationshintergrund","weiblich","","","",""
"Selten","2019","direkter Migrationshintergrund","männlich","25","","",""
"Selten","2019","direkter Migrationshintergrund","weiblich","25","","",""
"Selten","2019","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2019","kein Migrationshintergrund","männlich","","","",""
"Nie","2019","kein Migrationshintergrund","weiblich","","","",""
"Nie","2019","direkter Migrationshintergrund","männlich","64","0.569629355305057","0.482481892055247","0.656776818554866"
"Nie","2019","direkter Migrationshintergrund","weiblich","61","0.472698961487783","0.387205267844924","0.558192655130642"
"Nie","2019","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2019","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Sehr oft","2020","kein Migrationshintergrund","männlich","","","",""
"Sehr oft","2020","kein Migrationshintergrund","weiblich","","","",""
"Sehr oft","2020","direkter Migrationshintergrund","männlich","22","","",""
"Sehr oft","2020","direkter Migrationshintergrund","weiblich","12","","",""
"Sehr oft","2020","indirekter Migrationshintergrund","männlich","","","",""
"Sehr oft","2020","indirekter Migrationshintergrund","weiblich","","","",""
"Sehr oft","2020","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Sehr oft","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Oft","2020","kein Migrationshintergrund","männlich","","","",""
"Oft","2020","kein Migrationshintergrund","weiblich","","","",""
"Oft","2020","direkter Migrationshintergrund","männlich","59","0.0943676607162651","0.0716477254785869","0.117087595953943"
"Oft","2020","direkter Migrationshintergrund","weiblich","35","0.110207044404183","0.0771634180432128","0.143250670765154"
"Oft","2020","indirekter Migrationshintergrund","männlich","","","",""
"Oft","2020","indirekter Migrationshintergrund","weiblich","","","",""
"Oft","2020","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Oft","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Manchmal","2020","kein Migrationshintergrund","männlich","","","",""
"Manchmal","2020","kein Migrationshintergrund","weiblich","","","",""
"Manchmal","2020","direkter Migrationshintergrund","männlich","148","0.232388405497575","0.199563950481563","0.265212860513586"
"Manchmal","2020","direkter Migrationshintergrund","weiblich","96","0.290374713543978","0.242475047895294","0.338274379192663"
"Manchmal","2020","indirekter Migrationshintergrund","männlich","","","",""
"Manchmal","2020","indirekter Migrationshintergrund","weiblich","","","",""
"Manchmal","2020","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Manchmal","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Selten","2020","kein Migrationshintergrund","männlich","","","",""
"Selten","2020","kein Migrationshintergrund","weiblich","","","",""
"Selten","2020","direkter Migrationshintergrund","männlich","171","0.22496803110937","0.192516159779554","0.257419902439187"
"Selten","2020","direkter Migrationshintergrund","weiblich","84","0.19822084928976","0.156153941536557","0.240287757042963"
"Selten","2020","indirekter Migrationshintergrund","männlich","","","",""
"Selten","2020","indirekter Migrationshintergrund","weiblich","","","",""
"Selten","2020","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Selten","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2020","kein Migrationshintergrund","männlich","","","",""
"Nie","2020","kein Migrationshintergrund","weiblich","","","",""
"Nie","2020","direkter Migrationshintergrund","männlich","236","0.409622801683359","0.371404060116056","0.447841543250661"
"Nie","2020","direkter Migrationshintergrund","weiblich","118","0.366762651119638","0.315909911352056","0.417615390887219"
"Nie","2020","indirekter Migrationshintergrund","männlich","","","",""
"Nie","2020","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2020","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Nie","2020","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
