year,quintil_oecd,regtyp,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,3rd Quintile,Rural regions,Often,0.02841,54,1912,0.02096,0.03586
2013,3rd Quintile,Rural regions,Sometimes,0.09015,166,1912,0.07731,0.10299
2013,3rd Quintile,Rural regions,Seldom,0.31648,592,1912,0.29563,0.33734
2013,3rd Quintile,Rural regions,Never,0.55269,1100,1912,0.53040,0.57498
2013,4th Quintile,Urban regions,Often,0.02449,66,3043,0.01899,0.02998
2013,4th Quintile,Urban regions,Sometimes,0.06712,200,3043,0.05823,0.07601
2013,4th Quintile,Urban regions,Seldom,0.27512,813,3043,0.25925,0.29099
2013,4th Quintile,Urban regions,Never,0.63066,1964,3043,0.61351,0.64781
2013,4th Quintile,Rural regions,Often,0.03356,40,1757,0.02513,0.04198
2013,4th Quintile,Rural regions,Sometimes,0.08104,139,1757,0.06828,0.09381
2013,4th Quintile,Rural regions,Seldom,0.29830,490,1757,0.27691,0.31970
2013,4th Quintile,Rural regions,Never,0.57932,1088,1757,0.55623,0.60241
2013,5th Quintile,Urban regions,Often,0.01780,59,4094,0.01375,0.02185
2013,5th Quintile,Urban regions,Sometimes,0.06791,249,4094,0.06021,0.07562
2013,5th Quintile,Urban regions,Seldom,0.27176,1015,4094,0.25813,0.28539
2013,5th Quintile,Urban regions,Never,0.64027,2771,4094,0.62557,0.65498
2013,5th Quintile,Rural regions,Sometimes,0.07025,90,1347,0.05660,0.08390
2013,5th Quintile,Rural regions,Seldom,0.30208,365,1347,0.27755,0.32661
2013,5th Quintile,Rural regions,Never,0.61222,892,1347,0.58619,0.63825
2017,1st Quintile,Urban regions,Very often,0.02885,86,2943,0.02280,0.03490
2017,1st Quintile,Urban regions,Often,0.08765,234,2943,0.07743,0.09787
2017,1st Quintile,Urban regions,Sometimes,0.17979,522,2943,0.16591,0.19367
2017,1st Quintile,Urban regions,Seldom,0.27103,816,2943,0.25496,0.28709
2017,1st Quintile,Urban regions,Never,0.43268,1285,2943,0.41478,0.45059
2017,1st Quintile,Rural regions,Very often,0.03751,60,1736,0.02857,0.04645
2017,1st Quintile,Rural regions,Often,0.07881,135,1736,0.06613,0.09149
2017,1st Quintile,Rural regions,Sometimes,0.16513,307,1736,0.14766,0.18260
2017,1st Quintile,Rural regions,Seldom,0.29852,523,1736,0.27699,0.32006
2017,1st Quintile,Rural regions,Never,0.42002,711,1736,0.39679,0.44324
2017,2nd Quintile,Urban regions,Very often,0.01988,43,2899,0.01480,0.02496
2017,2nd Quintile,Urban regions,Often,0.04605,141,2899,0.03842,0.05368
2017,2nd Quintile,Urban regions,Sometimes,0.12177,370,2899,0.10987,0.13368
2017,2nd Quintile,Urban regions,Seldom,0.28241,783,2899,0.26602,0.29880
2017,2nd Quintile,Urban regions,Never,0.52989,1562,2899,0.51172,0.54806
2017,2nd Quintile,Rural regions,Often,0.03132,65,1851,0.02338,0.03925
2017,2nd Quintile,Rural regions,Sometimes,0.12295,227,1851,0.10799,0.13792
2017,2nd Quintile,Rural regions,Seldom,0.29833,538,1851,0.27748,0.31918
2017,2nd Quintile,Rural regions,Never,0.53518,1021,1851,0.51245,0.55790
2017,3rd Quintile,Urban regions,Often,0.02388,66,2660,0.01808,0.02968
2017,3rd Quintile,Urban regions,Sometimes,0.10622,282,2660,0.09451,0.11793
2017,3rd Quintile,Urban regions,Seldom,0.25607,705,2660,0.23948,0.27266
2017,3rd Quintile,Urban regions,Never,0.60635,1607,2660,0.58778,0.62492
2017,3rd Quintile,Rural regions,Often,0.02738,44,1711,0.01965,0.03512
2017,3rd Quintile,Rural regions,Sometimes,0.10275,162,1711,0.08836,0.11714
2017,3rd Quintile,Rural regions,Seldom,0.25967,498,1711,0.23889,0.28045
2017,3rd Quintile,Rural regions,Never,0.60318,1007,1711,0.57999,0.62637
2017,4th Quintile,Urban regions,Often,0.02178,54,2815,0.01639,0.02718
2017,4th Quintile,Urban regions,Sometimes,0.07216,206,2815,0.06260,0.08173
2017,4th Quintile,Urban regions,Seldom,0.25241,728,2815,0.23636,0.26846
2017,4th Quintile,Urban regions,Never,0.65037,1827,2815,0.63275,0.66799
2017,4th Quintile,Rural regions,Often,0.03454,42,1518,0.02535,0.04373
2017,4th Quintile,Rural regions,Sometimes,0.08561,121,1518,0.07153,0.09969
2017,4th Quintile,Rural regions,Seldom,0.28821,410,1518,0.26542,0.31100
2017,4th Quintile,Rural regions,Never,0.59156,945,1518,0.56683,0.61630
2017,5th Quintile,Urban regions,Often,0.01217,50,3418,0.00849,0.01584
2017,5th Quintile,Urban regions,Sometimes,0.06100,187,3418,0.05298,0.06903
2017,5th Quintile,Urban regions,Seldom,0.24792,804,3418,0.23344,0.26240
2017,5th Quintile,Urban regions,Never,0.67759,2377,3418,0.66192,0.69326
2017,5th Quintile,Rural regions,Sometimes,0.07109,63,1100,0.05590,0.08628
2017,5th Quintile,Rural regions,Seldom,0.31135,313,1100,0.28397,0.33872
2017,5th Quintile,Rural regions,Never,0.58876,724,1100,0.55966,0.61785
2021,1st Quintile,Urban regions,Very often,0.03163,160,3325,0.02568,0.03758
2021,1st Quintile,Urban regions,Often,0.09778,356,3325,0.08768,0.10788
2021,1st Quintile,Urban regions,Sometimes,0.16078,614,3325,0.14829,0.17327
2021,1st Quintile,Urban regions,Seldom,0.28584,779,3325,0.27048,0.30119
2021,1st Quintile,Urban regions,Never,0.42397,1416,3325,0.40717,0.44077
2021,1st Quintile,Rural regions,Very often,0.03799,67,1448,0.02814,0.04784
2021,1st Quintile,Rural regions,Often,0.09607,146,1448,0.08089,0.11125
2021,1st Quintile,Rural regions,Sometimes,0.17017,258,1448,0.15081,0.18954
2021,1st Quintile,Rural regions,Seldom,0.30417,387,1448,0.28047,0.32787
2021,1st Quintile,Rural regions,Never,0.39160,590,1448,0.36645,0.41675
2021,2nd Quintile,Urban regions,Very often,0.02753,67,2186,0.02067,0.03439
2021,2nd Quintile,Urban regions,Often,0.06952,171,2186,0.05885,0.08018
2021,2nd Quintile,Urban regions,Sometimes,0.14199,313,2186,0.12735,0.15662
2021,2nd Quintile,Urban regions,Seldom,0.31144,644,2186,0.29202,0.33085
2021,2nd Quintile,Urban regions,Never,0.44953,991,2186,0.42867,0.47039
2021,2nd Quintile,Rural regions,Very often,0.02121,35,1353,0.01353,0.02890
2021,2nd Quintile,Rural regions,Often,0.06239,90,1353,0.04950,0.07528
2021,2nd Quintile,Rural regions,Sometimes,0.10921,157,1353,0.09258,0.12583
2021,2nd Quintile,Rural regions,Seldom,0.39198,437,1353,0.36596,0.41801
2021,2nd Quintile,Rural regions,Never,0.41520,634,1353,0.38894,0.44147
2021,3rd Quintile,Urban regions,Very often,0.01281,39,2011,0.00789,0.01772
2021,3rd Quintile,Urban regions,Often,0.05640,116,2011,0.04632,0.06649
2021,3rd Quintile,Urban regions,Sometimes,0.11407,239,2011,0.10017,0.12796
2021,3rd Quintile,Urban regions,Seldom,0.32397,615,2011,0.30351,0.34443
2021,3rd Quintile,Urban regions,Never,0.49276,1002,2011,0.47090,0.51461
2021,3rd Quintile,Rural regions,Often,0.05541,62,1125,0.04203,0.06878
2021,3rd Quintile,Rural regions,Sometimes,0.10243,128,1125,0.08470,0.12015
2021,3rd Quintile,Rural regions,Seldom,0.32014,354,1125,0.29286,0.34741
2021,3rd Quintile,Rural regions,Never,0.51412,581,1125,0.48490,0.54334
2021,4th Quintile,Urban regions,Often,0.04165,77,2100,0.03310,0.05020
2021,4th Quintile,Urban regions,Sometimes,0.09545,213,2100,0.08288,0.10802
2021,4th Quintile,Urban regions,Seldom,0.31059,628,2100,0.29079,0.33038
2021,4th Quintile,Urban regions,Never,0.54202,1182,2100,0.52071,0.56334
2021,4th Quintile,Rural regions,Often,0.03895,43,1070,0.02735,0.05055
2021,4th Quintile,Rural regions,Sometimes,0.14463,104,1070,0.12354,0.16571
2021,4th Quintile,Rural regions,Seldom,0.30445,319,1070,0.27686,0.33203
2021,4th Quintile,Rural regions,Never,0.49825,604,1070,0.46827,0.52822
2021,5th Quintile,Urban regions,Often,0.02922,94,3147,0.02333,0.03510
2021,5th Quintile,Urban regions,Sometimes,0.08174,225,3147,0.07217,0.09132
2021,5th Quintile,Urban regions,Seldom,0.26772,814,3147,0.25225,0.28319
2021,5th Quintile,Urban regions,Never,0.61563,2014,3147,0.59863,0.63263
2021,5th Quintile,Rural regions,Often,0.02223,34,1108,0.01355,0.03092
2021,5th Quintile,Rural regions,Sometimes,0.11087,87,1108,0.09237,0.12936
2021,5th Quintile,Rural regions,Seldom,0.31109,309,1108,0.28382,0.33836
2021,5th Quintile,Rural regions,Never,0.55009,678,1108,0.52079,0.57940
