year,migback,plg0292_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Vocational Retraining,0.20623284775617437,47,250,0.2053247253803005,0.20714097013204824
2004,No migration background,Further vocational education,0.5351389918424581,134,250,0.53401951850662,0.5362584651782961
2004,No migration background,Others,0.2586281604013677,69,250,0.25764533845867243,0.259610982344063
2005,No migration background,Vocational Retraining,0.16436313502845565,34,229,0.16355527876375076,0.16517099129316054
2005,No migration background,Further vocational education,0.4820308403063792,109,229,0.4809416282064142,0.48312005240634426
2005,No migration background,Others,0.3536060246651651,86,229,0.3525638714532298,0.3546481778771004
2006,No migration background,Further vocational education,0.5616566491953539,81,132,0.5600783272535061,0.5632349711372016
2006,No migration background,Others,0.43834335080464615,51,132,0.43676502886279844,0.43992167274649385
2007,No migration background,Further vocational education,0.5064802334483428,83,143,0.5050411649246569,0.5079193019720287
2007,No migration background,Others,0.4935197665516572,60,143,0.4920806980279713,0.4949588350753431
2008,No migration background,Further vocational education,0.5750316048055901,75,124,0.57350437385879,0.5765588357523902
2008,No migration background,Others,0.4249683951944099,49,124,0.42344116424760975,0.42649562614121
2009,No migration background,Further vocational education,0.6342980688039616,67,99,0.6326165302829359,0.6359796073249873
2009,No migration background,Others,0.3657019311960384,32,99,0.3640203926750127,0.3673834697170641
2010,No migration background,Vocational Retraining,0.08715046540367646,39,219,0.08642330723509366,0.08787762357225927
2010,No migration background,Further vocational education,0.5369465558228267,122,219,0.5356610456360154,0.538232066009638
2010,No migration background,Others,0.3759029787734968,58,219,0.37465427802785295,0.3771516795191407
2011,No migration background,Vocational Retraining,0.17442302324668074,65,259,0.17343819935099472,0.17540784714236676
2011,No migration background,Further vocational education,0.6783868740549988,149,259,0.6771746483551362,0.6795990997548613
2011,No migration background,Others,0.14719010269832053,45,259,0.14627062054032783,0.14810958485631323
2012,No migration background,Vocational Retraining,0.147546758367097,55,257,0.146609966295528,0.14848355043866598
2012,No migration background,Further vocational education,0.5747742654739663,144,257,0.5734683907541307,0.5760801401938018
2012,No migration background,Others,0.27767897615893666,58,257,0.27649598986082724,0.2788619624570461
2013,No migration background,Vocational Retraining,0.16127598512817942,44,274,0.16031491766359368,0.16223705259276516
2013,No migration background,Further vocational education,0.5731774018417022,141,274,0.5718849102791537,0.5744698934042507
2013,No migration background,Others,0.18769913538154887,51,274,0.18667878559455378,0.18871948516854395
2013,Direct migration background,Further vocational education,0.07784747764856957,38,274,0.07714734047604041,0.07854761482109873
2014,No migration background,Vocational Retraining,0.14814712564837804,39,220,0.147215770088796,0.14907848120796008
2014,No migration background,Further vocational education,0.656595644972425,132,220,0.655350733417028,0.6578405565278219
2014,No migration background,Others,0.1952572293791971,49,220,0.1942179825618735,0.1962964761965207
2015,No migration background,Vocational Retraining,0.1883004797982316,44,174,0.1873009092312381,0.18930005036522513
2015,No migration background,Further vocational education,0.4718713049919048,90,174,0.4705949491569131,0.4731476608268966
2015,No migration background,Others,0.3398282152098636,40,174,0.33861720362314907,0.34103922679657817
2016,No migration background,Vocational Retraining,0.13805983085438853,32,234,0.13707557692235756,0.1390440847864195
2016,No migration background,Further vocational education,0.6697145132725809,97,234,0.6683725997474733,0.6710564267976885
2016,Direct migration background,Further vocational education,0.11344466708501129,41,234,0.1125398101997475,0.11434952397027508
2016,Direct migration background,Others,0.07306579959755168,31,234,0.07232326541114083,0.07380833378396252
2016,Direct migration background,Integration/Language course,0.00571518919046754,33,234,0.005500106412140454,0.005930271968794626
2017,No migration background,Vocational Retraining,0.10386349536181384,36,270,0.1030313336333023,0.10469565709032538
2017,No migration background,Further vocational education,0.5815659141784013,119,270,0.5802203569091315,0.5829114714476711
2017,No migration background,Others,0.17448902909689207,37,270,0.173453804279449,0.17552425391433513
2017,Direct migration background,Further vocational education,0.13298289208522132,40,270,0.13205670033696107,0.13390908383348157
2017,Direct migration background,Integration/Language course,0.007098669277671458,38,270,0.006869671796704401,0.007327666758638515
2018,No migration background,Vocational Retraining,0.1831467632590325,35,310,0.18210957806469596,0.18418394845336905
2018,No migration background,Further vocational education,0.43812377879721304,83,310,0.4367933139434153,0.43945424365101077
2018,No migration background,Others,0.14184380104606123,33,310,0.14090823808453967,0.1427793640075828
2018,Direct migration background,Vocational Retraining,0.04615344472681857,36,310,0.04559081071030298,0.046716078743334166
2018,Direct migration background,Further vocational education,0.10684639497306007,42,310,0.10601801864066375,0.1076747713054564
2018,Direct migration background,Others,0.0769686910128684,40,310,0.07625394797420754,0.07768343405152928
2018,Direct migration background,Integration/Language course,0.0069171261849462085,41,310,0.006694876955993375,0.007139375413899042
2019,No migration background,Vocational Retraining,0.1967218691859916,31,161,0.19545608908079243,0.19798764929119078
2019,No migration background,Further vocational education,0.561326119929187,94,161,0.5597460457129673,0.5629061941454068
2019,No migration background,Others,0.24195201088482143,36,161,0.24058833255091805,0.24331568921872482
2020,No migration background,Further vocational education,0.6033279985980377,78,160,0.6016936635689295,0.6049623336271458
2020,No migration background,Others,0.32027816005350557,37,160,0.31871940508777374,0.3218369150192374
2020,Direct migration background,Further vocational education,0.07639384134845667,45,160,0.07550643780266207,0.07728124489425127
2021,No migration background,Further vocational education,0.9071710315770645,71,102,0.9060802763802374,0.9082617867738916
2021,Direct migration background,Vocational Retraining,0.09282896842293559,31,102,0.0917382132261085,0.09391972361976267
